Orthogroup	Loxodonta_africana	Urocitellus_parryii
OG0007641	XP_010595448.1	XP_026260357.1
OG0007642	XP_003416959.1	XP_026246299.1
OG0007643	XP_003416836.1	XP_026246413.1
OG0007644	XP_003413277.2	XP_026270681.1
OG0007645	XP_023412775.1	XP_026250465.1
OG0007646	XP_010595407.2	XP_026250474.1
OG0007647	XP_010592731.1	XP_026242851.1
OG0007648	XP_003417514.1	XP_026248222.1
OG0007649	XP_023412777.1	XP_026248189.1
OG0007650	XP_023412837.1	XP_026260323.1
OG0007651	XP_010595453.1	XP_026260354.1
OG0007652	XP_023412856.1	XP_026260316.1
OG0007653	XP_003417479.1	XP_026260391.1
OG0007654	XP_003418238.1	XP_026259288.1, XP_026259287.1, XP_026259286.1
OG0007655	XP_003418309.1	XP_026259292.1
OG0007656	XP_003418304.1	XP_026252167.1
OG0007657	XP_023413963.1	XP_026252080.1
OG0007658	XP_023413919.1	XP_026252112.1
OG0007659	XP_003415675.1	XP_026248351.1
OG0007660	XP_023410476.1	XP_026254814.1
OG0007661	XP_023410472.1	XP_026248285.1
OG0007662	XP_010593723.1	XP_026248236.1
OG0007663	XP_010594847.1	XP_026236522.1
OG0007664	XP_023412144.1	XP_026246358.1
OG0007665	XP_023412170.1	XP_026246462.1
OG0007666	XP_023411922.1	XP_026246262.1
OG0007668	XP_023411930.1	XP_026246277.1
OG0007669	XP_023395360.1	XP_026246391.1
OG0007670	XP_023395364.1	XP_026265204.1
OG0007671	XP_003420718.2	XP_026237507.1
OG0007672	XP_023395508.1	XP_026264461.1
OG0007673	XP_023405417.1	XP_026266046.1
OG0007674	XP_003411295.1	XP_026265510.1
OG0007675	XP_003411191.2	XP_026266066.1
OG0007676	XP_023405272.1	XP_026264530.1
OG0007677	XP_003411098.1	XP_026263020.1
OG0007678	XP_023405317.1	XP_026238251.1
OG0007679	XP_003411105.1	XP_026238069.1
OG0007680	XP_003411109.1	XP_026237664.1
OG0007681	XP_003411111.1	XP_026238221.1
OG0007682	XP_023407611.1	XP_026270655.1
OG0007683	XP_010591478.1	XP_026270675.1, XP_026270676.1
OG0007684	XP_010591470.2	XP_026236280.1
OG0007685	XP_023408276.1	XP_026236297.1
OG0007686	XP_003413239.1	XP_026241947.1
OG0007687	XP_023407861.1	XP_026253749.1
OG0007688	XP_023408266.1	XP_026253702.1
OG0007689	XP_023407843.1	XP_026253679.1
OG0007690	XP_023413784.1	XP_026257649.1
OG0007691	XP_003418173.3	XP_026257598.1
OG0007692	XP_023413840.1	XP_026257622.1
OG0007693	XP_003418134.1	XP_026267185.1
OG0007694	XP_023413894.1	XP_026267182.1
OG0007695	XP_003418208.2	XP_026248803.1
OG0007696	XP_010595120.1, XP_023412451.1	XP_026255011.1
OG0007697	XP_010595101.1	XP_026255035.1
OG0007698	XP_003417107.1	XP_026255015.1
OG0007699	XP_023412404.1	XP_026255009.1
OG0007700	XP_003417099.1	XP_026260278.1
OG0007701	XP_003417084.1	XP_026260271.1
OG0007703	XP_010595045.1	XP_026269102.1
OG0007704	XP_023412334.1	XP_026269091.1, XP_026269090.1
OG0007705	XP_023412340.1	XP_026269019.1
OG0007706	XP_023412304.1	XP_026248439.1
OG0007707	XP_003417151.1	XP_026248406.1
OG0007709	XP_003416834.1	XP_026246386.1
OG0007710	XP_010591725.2	XP_026248165.1, XP_026236294.1
OG0007711	XP_023408269.1	XP_026241772.1
OG0007712	XP_003416614.1	XP_026252726.1
OG0007713	XP_023411635.1	XP_026252656.1
OG0007715	XP_023414768.1	XP_026247948.1
OG0007716	XP_023413094.1	XP_026265066.1
OG0007717	XP_010595783.1	XP_026238354.1
OG0007718	XP_023413354.1	XP_026241292.1
OG0007719	XP_003411162.1	XP_026261961.1
OG0007720	XP_003416681.1	XP_026256123.1
OG0007721	XP_023411784.1	XP_026252732.1
OG0007722	XP_003416696.1	XP_026252711.1
OG0007723	XP_003416698.1	XP_026252669.1
OG0007724	XP_003416603.1	XP_026252658.1
OG0007725	XP_003416634.1	XP_026252661.1
OG0007727	XP_023411595.1	XP_026252655.1
OG0007728	XP_003416550.1	XP_026252697.1
OG0007729	XP_003422533.3	XP_026269002.1
OG0007730	XP_023397451.1	XP_026268964.1
OG0007731	XP_010594674.2	XP_026259966.1
OG0007732	XP_023411728.1	XP_026259912.1
OG0007733	XP_010594570.1	XP_026262958.1
OG0007734	XP_023411695.1	XP_026271021.1
OG0007736	XP_010596820.1	XP_026256117.1
OG0007737	XP_023414678.1	XP_026236721.1
OG0007738	XP_003418965.2	XP_026247933.1, XP_026247934.1
OG0007739	XP_010596778.1	XP_026247962.1
OG0007740	XP_023414639.1	XP_026247970.1
OG0007741	XP_003418956.1	XP_026247953.1
OG0007742	XP_003418948.1	XP_026247872.1
OG0007743	XP_023414581.1	XP_026258263.1
OG0007744	XP_003418933.1	XP_026258242.1
OG0007745	XP_003418845.1	XP_026258251.1
OG0007746	XP_003421924.1	XP_026265062.1
OG0007747	XP_003417764.1	XP_026241432.1
OG0007748	XP_010595600.1	XP_026241329.1
OG0007749	XP_010595625.2	XP_026241145.1
OG0007750	XP_003417777.2	XP_026241348.1
OG0007751	XP_003417779.1	XP_026241123.1
OG0007752	XP_023413051.1	XP_026241100.1
OG0007753	XP_023413187.1	XP_026241185.1
OG0007754	XP_023413189.1	XP_026241425.1
OG0007755	XP_023413192.1	XP_026241035.1
OG0007757	XP_010595669.1	XP_026241037.1
OG0007758	XP_023413059.1	XP_026241096.1
OG0007759	XP_023413060.1	XP_026241439.1
OG0007760	XP_023413237.1, XP_023413238.1, XP_023413239.1	XP_026241428.1
OG0007762	XP_010595800.1	XP_026241044.1
OG0007763	XP_023413273.1	XP_026241271.1
OG0007764	XP_003417826.1	XP_026241148.1
OG0007765	XP_023413040.1	XP_026241430.1
OG0007766	XP_023413315.1	XP_026241183.1
OG0007767	XP_010595731.1	XP_026241103.1
OG0007768	XP_003417829.1	XP_026241015.1
OG0007769	XP_023413321.1	XP_026241008.1
OG0007770	XP_010595745.1	XP_026241081.1
OG0007771	XP_003417837.1, XP_023413043.1	XP_026241276.1
OG0007772	XP_023413367.1	XP_026241115.1
OG0007773	XP_003409624.1	XP_026249890.1
OG0007774	XP_023403224.1	XP_026258608.1
OG0007775	XP_003409617.1	XP_026258628.1
OG0007776	XP_010587860.2	XP_026258594.1
OG0007777	XP_010587838.1	XP_026258544.1
OG0007778	XP_023403207.1	XP_026258590.1, XP_026258591.1
OG0007779	XP_003409578.1	XP_026267657.1
OG0007780	XP_010587965.1	XP_026264948.1
OG0007781	XP_010587816.1	XP_026264954.1
OG0007782	XP_023403286.1	XP_026235471.1
OG0007783	XP_003409571.1	XP_026235207.1
OG0007786	XP_003418499.2	XP_026265399.1
OG0007787	XP_010596393.1	XP_026265402.1
OG0007788	XP_023405412.1	XP_026261930.1
OG0007789	XP_003411254.1	XP_026261923.1
OG0007790	XP_023405191.1	XP_026261960.1
OG0007791	XP_003411268.1	XP_026265068.1
OG0007792	XP_010589490.1	XP_026265544.1
OG0007793	XP_003411283.1	XP_026265157.1
OG0007794	XP_003411287.1	XP_026265147.1
OG0007795	XP_010589596.1	XP_026237782.1
OG0007796	XP_003416671.2	XP_026256179.1, XP_026256181.1, XP_026256180.1, XP_026256183.1
OG0007797	XP_003410332.1	XP_026243292.1
OG0007798	XP_003422477.1	XP_026243155.1
OG0007799	XP_023404983.1	XP_026248636.1
OG0007800	XP_003410399.1	XP_026257268.1
OG0007801	XP_003414723.1	XP_026242656.1
OG0007802	XP_010593292.1	XP_026238320.1
OG0007803	XP_003410252.1	XP_026252982.1
OG0007804	XP_003419932.1	XP_026243246.1
OG0007805	XP_023394477.1	XP_026235710.1
OG0007806	XP_010589274.1	XP_026244208.1
OG0007807	XP_003411022.2	XP_026244296.1
OG0007808	XP_003410909.1	XP_026244293.1
OG0007809	XP_003411013.1	XP_026248644.1
OG0007810	XP_010589250.1	XP_026248650.1
OG0007811	XP_010589247.1	XP_026248624.1
OG0007812	XP_003410886.1	XP_026248664.1
OG0007813	XP_003416855.1	XP_026244772.1, XP_026257094.1
OG0007814	XP_003410927.1	XP_026244246.1
OG0007815	XP_003411030.1	XP_026244276.1
OG0007816	XP_010589308.1	XP_026244297.1
OG0007817	XP_010593245.1	XP_026244242.1
OG0007818	XP_010593279.2	XP_026261027.1
OG0007819	XP_003414935.1	XP_026261053.1
OG0007820	XP_023410004.1	XP_026235950.1
OG0007821	XP_023409996.1	XP_026238434.1
OG0007822	XP_023409994.1, XP_023409995.1	XP_026237597.1
OG0007823	XP_003410962.1	XP_026246547.1
OG0007824	XP_023404926.1	XP_026246521.1
OG0007825	XP_023404927.1	XP_026246564.1
OG0007826	XP_003411070.1	XP_026246561.1
OG0007827	XP_003414995.1	XP_026260690.1
OG0007828	XP_003415212.1	XP_026260808.1
OG0007829	XP_003415207.1	XP_026260858.1
OG0007830	XP_023409851.1	XP_026260692.1
OG0007831	XP_023409810.1	XP_026260846.1
OG0007832	XP_003415158.2	XP_026260857.1
OG0007833	XP_003415153.1	XP_026260678.1
OG0007835	XP_023409785.1	XP_026260832.1
OG0007836	XP_010593080.1	XP_026268722.1
OG0007837	XP_023409764.1, XP_003415140.1	XP_026268716.1
OG0007838	XP_003415141.1, XP_023409765.1	XP_026268717.1
OG0007839	XP_003414962.1	XP_026268735.1
OG0007840	XP_010585047.2	XP_026254392.1
OG0007841	XP_003406373.1	XP_026255829.1
OG0007842	XP_023399667.1	XP_026255836.1
OG0007843	XP_023399668.1	XP_026256549.1
OG0007844	XP_003418041.1	XP_026262527.1
OG0007845	XP_010585127.2	XP_026243851.1
OG0007846	XP_003406411.2	XP_026243805.1
OG0007847	XP_010585145.1	XP_026250325.1
OG0007848	XP_023399732.1	XP_026250318.1
OG0007849	XP_023399743.1	XP_026264670.1
OG0007850	XP_003406432.1	XP_026267987.1
OG0007851	XP_003406439.1	XP_026257778.1
OG0007852	XP_023399773.1	XP_026257769.1
OG0007853	XP_003406440.1	XP_026257759.1
OG0007854	XP_023399930.1	XP_026257758.1
OG0007856	XP_003408829.1	XP_026269611.1
OG0007857	XP_023402414.1	XP_026250037.1
OG0007858	XP_003408879.1	XP_026250047.1
OG0007859	XP_003420989.1	XP_026261870.1
OG0007860	XP_023395841.1, XP_010598812.1, XP_023395842.1	XP_026261903.1
OG0007861	XP_023395845.1	XP_026261827.1
OG0007862	XP_003420997.1	XP_026261892.1
OG0007863	XP_023395894.1	XP_026261907.1
OG0007864	XP_023395865.1	XP_026261786.1
OG0007865	XP_010598835.1	XP_026261832.1
OG0007866	XP_003408780.1	XP_026270158.1
OG0007867	XP_003408794.1	XP_026269457.1
OG0007868	XP_010586887.1	XP_026270120.1
OG0007869	XP_023401873.1	XP_026269567.1
OG0007870	XP_010586896.1	XP_026270169.1
OG0007871	XP_010586902.1	XP_026264768.1
OG0007872	XP_010586904.1	XP_026267112.1
OG0007873	XP_023401904.1	XP_026268446.1
OG0007874	XP_010586920.1	XP_026246845.1
OG0007875	XP_010586936.1	XP_026266824.1
OG0007876	XP_003408717.1	XP_026239873.1
OG0007877	XP_003408539.1	XP_026239931.1
OG0007878	XP_010586968.1	XP_026265833.1
OG0007879	XP_023401984.1	XP_026265838.1
OG0007880	XP_003408741.1	XP_026240957.1
OG0007882	XP_023402054.1	XP_026240937.1
OG0007883	XP_003408567.1	XP_026240908.1
OG0007884	XP_003408783.1	XP_026240992.1
OG0007885	XP_003408785.1	XP_026240900.1
OG0007886	XP_010587206.1	XP_026246869.1
OG0007887	XP_010587207.1	XP_026246875.1
OG0007888	XP_003408792.1	XP_026256501.1
OG0007889	XP_023402114.1	XP_026256479.1
OG0007890	XP_010587211.1	XP_026258431.1
OG0007891	XP_023402135.1	XP_026257207.1
OG0007892	XP_003408824.1	XP_026257921.1
OG0007893	XP_023402411.1	XP_026257537.1
OG0007894	XP_003408853.1	XP_026256404.1
OG0007895	XP_003408625.1	XP_026250021.1
OG0007896	XP_003408892.1	XP_026250004.1, XP_026250005.1
OG0007897	XP_003408895.1	XP_026250060.1
OG0007898	XP_023402307.1	XP_026267561.1
OG0007899	XP_010587228.1	XP_026255200.1
OG0007900	XP_003408914.1	XP_026255218.1
OG0007901	XP_010587146.1	XP_026255208.1, XP_026255209.1
OG0007902	XP_003408912.1	XP_026255215.1
OG0007904	XP_003408907.1	XP_026269569.1
OG0007905	XP_023402373.1	XP_026261309.1
OG0007906	XP_023402377.1	XP_026261330.1
OG0007907	XP_023402435.1	XP_026261310.1
OG0007908	XP_010591953.1	XP_026267521.1
OG0007909	XP_010592713.2	XP_026242595.1
OG0007910	XP_023409175.1	XP_026242934.1
OG0007911	XP_023398188.1	XP_026251323.1
OG0007912	XP_010592797.1	XP_026268209.1
OG0007913	XP_003414692.1	XP_026242933.1
OG0007914	XP_003407546.1	XP_026251329.1
OG0007915	XP_010595345.1	XP_026266599.1
OG0007916	XP_003417384.1	XP_026266561.1
OG0007917	XP_010595198.2	XP_026266527.1
OG0007918	XP_010595202.1	XP_026266602.1
OG0007919	XP_003417272.1	XP_026264213.1
OG0007920	XP_023412488.1	XP_026264232.1
OG0007921	XP_023412616.1	XP_026264221.1
OG0007922	XP_003417278.1	XP_026264210.1
OG0007923	XP_003417428.2	XP_026260648.1
OG0007924	XP_023412652.1	XP_026260645.1
OG0007925	XP_023412500.1	XP_026260583.1
OG0007927	XP_003417320.1	XP_026260669.1
OG0007928	XP_023412677.1	XP_026260573.1
OG0007929	XP_023412507.1	XP_026260622.1
OG0007930	XP_003417328.1	XP_026267510.1
OG0007932	XP_003417266.1	XP_026258030.1
OG0007933	XP_010592878.1	XP_026258009.1, XP_026258074.1
OG0007934	XP_010592857.1	XP_026258027.1
OG0007935	XP_023409567.1, XP_003414370.1, XP_023409568.1	XP_026258029.1
OG0007936	XP_003414349.1	XP_026244584.1, XP_026264045.1
OG0007937	XP_023409198.1	XP_026264003.1
OG0007938	XP_003414330.1	XP_026268173.1
OG0007939	XP_010592786.1	XP_026242589.1
OG0007940	XP_003414307.2	XP_026242830.1
OG0007941	XP_023409168.1	XP_026242647.1
OG0007942	XP_010592704.1	XP_026242814.1, XP_026242813.1
OG0007944	XP_010592684.1	XP_026242529.1
OG0007945	XP_010592675.1	XP_026242522.1
OG0007946	XP_023409390.1	XP_026242571.1
OG0007947	XP_003414718.1	XP_026242730.1
OG0007948	XP_023409357.1	XP_026242859.1
OG0007949	XP_003414687.1	XP_026242850.1
OG0007950	XP_023409350.1	XP_026242786.1
OG0007951	XP_003414666.2	XP_026242757.1
OG0007952	XP_003414665.1	XP_026242726.1, XP_026242725.1
OG0007953	XP_010592614.1	XP_026242507.1
OG0007954	XP_003414653.1	XP_026263584.1
OG0007955	XP_010592593.1	XP_026263103.1
OG0007956	XP_023409276.1	XP_026253785.1
OG0007957	XP_003414412.1	XP_026253833.1
OG0007958	XP_003414615.1	XP_026253839.1
OG0007959	XP_023409270.1	XP_026253795.1
OG0007960	XP_023409148.1	XP_026253851.1
OG0007961	XP_010592887.1	XP_026236046.1
OG0007962	XP_003414584.1	XP_026244623.1
OG0007963	XP_010592512.1	XP_026244685.1
OG0007964	XP_010592506.1	XP_026244557.1
OG0007965	XP_003416881.1	XP_026244710.1
OG0007966	XP_023411976.1	XP_026244641.1
OG0007967	XP_023411893.1	XP_026244706.1
OG0007968	XP_003417016.1	XP_026244647.1
OG0007969	XP_003417021.1	XP_026244766.1
OG0007970	XP_003417026.1	XP_026244601.1
OG0007971	XP_023411903.1	XP_026244709.1
OG0007973	XP_023398425.1	XP_026251294.1
OG0007974	XP_003423613.2	XP_026251243.1, XP_026251242.1
OG0007975	XP_010600726.1	XP_026251225.1
OG0007976	XP_023398187.1	XP_026251184.1
OG0007977	XP_010600865.1	XP_026251177.1
OG0007978	XP_023395182.1	XP_026251211.1
OG0007979	XP_003420501.1	XP_026251361.1
OG0007980	XP_023397682.1	XP_026251251.1
OG0007981	XP_003407453.1	XP_026251302.1
OG0007982	XP_003407540.1	XP_026251410.1, XP_026238631.1
OG0007983	XP_023401070.1	XP_026242023.1
OG0007984	XP_003407724.1	XP_026242172.1
OG0007985	XP_003407743.2	XP_026242185.1
OG0007986	XP_003407482.1	XP_026242078.1
OG0007987	XP_023401072.1	XP_026242336.1
OG0007988	XP_003407490.2	XP_026242283.1
OG0007989	XP_003407762.1	XP_026242188.1
OG0007990	XP_010585950.1	XP_026242330.1
OG0007991	XP_003417231.1	XP_026260574.1
OG0007992	XP_010599664.1	XP_026269841.1
OG0007993	XP_003405253.1	XP_026242441.1
OG0007994	XP_003405154.1	XP_026254078.1
OG0007995	XP_010596155.1	XP_026254203.1
OG0007996	XP_003405167.1	XP_026254128.1
OG0007998	XP_010596658.1	XP_026254081.1
OG0007999	XP_023413953.1	XP_026254084.1
OG0008000	XP_003405226.1	XP_026248756.1
OG0008001	XP_023395389.1	XP_026242426.1, XP_026248752.1
OG0008002	XP_003405231.1	XP_026242446.1
OG0008003	XP_003405632.1	XP_026242429.1
OG0008004	XP_003405258.3	XP_026242467.1
OG0008005	XP_003405260.1	XP_026265143.1
OG0008006	XP_003423413.1	XP_026237528.1
OG0008007	XP_023398240.1	XP_026237515.1
OG0008008	XP_003423232.1	XP_026269383.1
OG0008009	XP_010600910.2	XP_026269368.1
OG0008010	XP_023395222.1, XP_023397786.1	XP_026269374.1
OG0008011	XP_023395780.1	XP_026250076.1
OG0008012	XP_003420938.1	XP_026250170.1
OG0008013	XP_003419846.2	XP_026250109.1
OG0008014	XP_003419779.1	XP_026238113.1
OG0008016	XP_023415746.1	XP_026261678.1
OG0008017	XP_003419873.1	XP_026261764.1
OG0008018	XP_010597625.2	XP_026261748.1
OG0008019	XP_003419806.1	XP_026267233.1, XP_026267234.1
OG0008020	XP_023415763.1	XP_026265944.1
OG0008021	XP_003419833.1	XP_026265935.1
OG0008022	XP_003405688.1	XP_026253598.1
OG0008023	XP_003405687.1	XP_026253132.1
OG0008024	XP_023408420.1	XP_026237311.1
OG0008025	XP_023408419.1	XP_026235610.1
OG0008026	XP_003413656.1	XP_026264398.1
OG0008027	XP_010591876.2	XP_026264412.1
OG0008028	XP_010591855.1	XP_026235322.1
OG0008029	XP_023408314.1	XP_026268345.1
OG0008030	XP_003413645.1	XP_026268355.1
OG0008031	XP_010591840.1	XP_026235059.1
OG0008032	XP_023396838.1	XP_026269844.1
OG0008033	XP_023412942.1	XP_026241508.1
OG0008034	XP_010595583.1	XP_026241474.1
OG0008035	XP_003417602.1	XP_026236787.1, XP_026241535.1
OG0008036	XP_023412937.1	XP_026255676.1
OG0008037	XP_003413681.1	XP_026242962.1
OG0008039	XP_023408473.1	XP_026243036.1
OG0008041	XP_003413600.1	XP_026260897.1
OG0008042	XP_023395776.1	XP_026250104.1
OG0008043	XP_023395785.1	XP_026250106.1
OG0008044	XP_023395775.1	XP_026250108.1
OG0008045	XP_023407980.1	XP_026270069.1
OG0008047	XP_023408746.1	XP_026237413.1
OG0008048	XP_023408758.1, XP_003404980.2	XP_026268082.1
OG0008049	XP_003404747.1	XP_026270071.1
OG0008050	XP_003404532.1	XP_026236127.1, XP_026271264.1
OG0008051	XP_010588810.1	XP_026257996.1
OG0008052	XP_010588788.1	XP_026257993.1
OG0008053	XP_023403347.1	XP_026235273.1
OG0008054	XP_023404529.1	XP_026251969.1
OG0008055	XP_010588556.1	XP_026269615.1
OG0008056	XP_003404511.1	XP_026238143.1
OG0008057	XP_010591983.1	XP_026264293.1
OG0008058	XP_010588487.1	XP_026255942.1
OG0008059	XP_010588238.1	XP_026255979.1
OG0008060	XP_003405062.1	XP_026255978.1
OG0008061	XP_023408355.1	XP_026257025.1
OG0008062	XP_003404559.1	XP_026236131.1
OG0008063	XP_023401043.1	XP_026247267.1
OG0008064	XP_003407726.1	XP_026237576.1
OG0008065	XP_023401132.1	XP_026254380.1
OG0008066	XP_010586221.1	XP_026253376.1
OG0008067	XP_023401006.1	XP_026253350.1
OG0008068	XP_003407390.2	XP_026253368.1
OG0008069	XP_003407388.1	XP_026253362.1
OG0008070	XP_023401130.1	XP_026243704.1, XP_026243705.1
OG0008071	XP_010586185.1	XP_026243671.1
OG0008072	XP_010586183.1	XP_026243636.1
OG0008073	XP_023401098.1	XP_026243706.1
OG0008074	XP_003407351.1	XP_026243681.1
OG0008075	XP_010590515.1	XP_026254763.1
OG0008076	XP_010586142.2	XP_026235245.1
OG0008077	XP_023401119.1	XP_026235987.1
OG0008078	XP_003407622.1	XP_026235967.1
OG0008079	XP_023400862.1	XP_026270935.1
OG0008080	XP_023401092.1	XP_026235910.1
OG0008081	XP_010586086.1	XP_026270782.1
OG0008082	XP_003407591.1	XP_026270409.1, XP_026270400.1, XP_026270392.1, XP_026270407.1
OG0008083	XP_010586072.1	XP_026246912.1
OG0008084	XP_023400832.1	XP_026246953.1
OG0008085	XP_010586042.1	XP_026246917.1
OG0008086	XP_010586031.1	XP_026246933.1
OG0008087	XP_023400805.1	XP_026249128.1
OG0008088	XP_023401112.1	XP_026249125.1, XP_026249127.1
OG0008090	XP_003407821.1	XP_026264418.1
OG0008091	XP_010586043.1	XP_026246934.1
OG0008092	XP_023396830.1	XP_026236531.1
OG0008093	XP_023402784.1	XP_026256659.1
OG0008094	XP_003409505.1	XP_026259781.1
OG0008095	XP_003422502.1	XP_026270089.1
OG0008096	XP_003422505.1	XP_026270094.1
OG0008097	XP_023397431.1	XP_026270090.1
OG0008098	XP_023397115.1	XP_026271122.1
OG0008099	XP_003422310.1	XP_026271175.1
OG0008100	XP_010599828.1	XP_026271143.1
OG0008101	XP_023397138.1	XP_026271170.1
OG0008102	XP_003422276.1	XP_026271221.1, XP_026271220.1
OG0008104	XP_023395972.1	XP_026239403.1
OG0008105	XP_003421083.1	XP_026239392.1
OG0008106	XP_023395922.1	XP_026239374.1
OG0008107	XP_023395915.1	XP_026239328.1
OG0008108	XP_023401089.1	XP_026239466.1
OG0008109	XP_023401910.1	XP_026239280.1
OG0008110	XP_003403983.1	XP_026239452.1
OG0008111	XP_023400470.1	XP_026239312.1
OG0008112	XP_023401818.1	XP_026239468.1
OG0008113	XP_003404239.1	XP_026239471.1
OG0008114	XP_003403956.2	XP_026239158.1
OG0008115	XP_003404223.2, XP_023398408.1	XP_026239344.1
OG0008116	XP_023401264.1	XP_026239411.1
OG0008117	XP_023399133.1	XP_026250282.1
OG0008118	XP_003403938.1	XP_026250255.1
OG0008119	XP_023401084.1	XP_026250227.1
OG0008120	XP_010585604.1	XP_026250226.1, XP_026250225.1, XP_026250224.1
OG0008121	XP_010585333.1	XP_026267040.1
OG0008122	XP_010585106.2	XP_026247132.1
OG0008123	XP_003404170.1	XP_026247135.1
OG0008124	XP_003404168.1	XP_026247116.1
OG0008125	XP_003404157.1	XP_026247110.1
OG0008126	XP_003404440.1	XP_026247141.1
OG0008127	XP_003404437.1	XP_026247128.1
OG0008129	XP_010584915.1	XP_026266238.1
OG0008130	XP_003404413.1	XP_026267117.1
OG0008131	XP_003404409.1	XP_026267018.1
OG0008132	XP_003404403.1	XP_026266758.1
OG0008133	XP_003404402.1	XP_026266508.1
OG0008134	XP_003404131.2	XP_026266871.1
OG0008135	XP_003404393.2	XP_026267004.1
OG0008136	XP_023405995.1	XP_026266534.1
OG0008137	XP_003404386.1	XP_026248527.1
OG0008138	XP_023399363.1	XP_026258318.1
OG0008139	XP_003404368.1	XP_026245457.1
OG0008140	XP_003404113.2	XP_026245391.1
OG0008141	XP_003404360.1	XP_026245438.1
OG0008142	XP_003404357.1	XP_026245453.1
OG0008143	XP_003404354.1	XP_026245443.1
OG0008144	XP_003404342.1	XP_026245461.1
OG0008145	XP_003404340.1	XP_026245404.1
OG0008146	XP_003404339.1	XP_026245410.1
OG0008147	XP_003404332.1	XP_026250869.1
OG0008148	XP_010596948.2	XP_026250859.1
OG0008149	XP_003415973.2	XP_026242464.1
OG0008150	XP_003422447.1, XP_023397386.1	XP_026258808.1
OG0008151	XP_010586722.1	XP_026239768.1
OG0008152	XP_023401670.1	XP_026238821.1
OG0008153	XP_023401440.1	XP_026239475.1
OG0008154	XP_023401703.1, XP_023401704.1	XP_026240350.1
OG0008155	XP_003408481.1	XP_026240347.1
OG0008156	XP_023401443.1	XP_026240330.1
OG0008157	XP_010586766.2	XP_026240344.1
OG0008158	XP_003408206.1	XP_026249676.1
OG0008159	XP_010586772.1	XP_026249648.1
OG0008160	XP_003408212.1	XP_026249662.1
OG0008161	XP_003408214.3	XP_026249646.1
OG0008162	XP_003408216.1	XP_026249666.1, XP_026262460.1
OG0008163	XP_023401445.1	XP_026262459.1
OG0008164	XP_023401738.1	XP_026263410.1
OG0008165	XP_003408228.1	XP_026262740.1
OG0008166	XP_003408229.1	XP_026263618.1
OG0008167	XP_003408235.1	XP_026263390.1
OG0008168	XP_010586823.1	XP_026258831.1
OG0008169	XP_010600016.2	XP_026265624.1
OG0008170	XP_010600011.1	XP_026265605.1
OG0008171	XP_010600479.1	XP_026265553.1
OG0008172	XP_023397875.1	XP_026265574.1
OG0008173	XP_003413789.1	XP_026256333.1
OG0008174	XP_023401129.1	XP_026256298.1
OG0008175	XP_003411368.1	XP_026240986.1
OG0008176	XP_003415912.1	XP_026241810.1
OG0008177	XP_023410787.1	XP_026241369.1
OG0008178	XP_023410820.1	XP_026242839.1
OG0008180	XP_003415938.1	XP_026241931.1
OG0008181	XP_003415939.1	XP_026241540.1
OG0008182	XP_010594002.1	XP_026250801.1
OG0008183	XP_023409117.1	XP_026264253.1
OG0008184	XP_023400430.1	XP_026244500.1
OG0008185	XP_010599028.1	XP_026235733.1
OG0008186	XP_010598755.1	XP_026248599.1
OG0008187	XP_023400394.1	XP_026248594.1
OG0008188	XP_003407324.1	XP_026248587.1
OG0008189	XP_003407323.1	XP_026248604.1
OG0008190	XP_023400392.1	XP_026248571.1
OG0008191	XP_003407308.1	XP_026267450.1
OG0008192	XP_010585768.1	XP_026267448.1
OG0008193	XP_023400370.1	XP_026267478.1
OG0008194	XP_003407295.1	XP_026267482.1
OG0008195	XP_003407215.1	XP_026255137.1
OG0008196	XP_003407211.2	XP_026255140.1
OG0008197	XP_003407207.1, XP_023400220.1	XP_026255138.1, XP_026255139.1
OG0008198	XP_003407193.1	XP_026247331.1
OG0008199	XP_023400182.1	XP_026247340.1
OG0008200	XP_003407191.1	XP_026247319.1
OG0008201	XP_003407173.2	XP_026247295.1
OG0008202	XP_010585552.2	XP_026247316.1
OG0008203	XP_010585549.1	XP_026253046.1
OG0008204	XP_023400150.1	XP_026264429.1
OG0008205	XP_010585532.1	XP_026264473.1
OG0008206	XP_010585517.1	XP_026270611.1
OG0008207	XP_010585509.1	XP_026255994.1
OG0008208	XP_023400093.1	XP_026263257.1
OG0008209	XP_010585732.1	XP_026257357.1
OG0008210	XP_003406961.1	XP_026243405.1
OG0008211	XP_003407002.1	XP_026243418.1
OG0008212	XP_003406989.1	XP_026243428.1
OG0008213	XP_023400328.1	XP_026264517.1
OG0008214	XP_003415585.1	XP_026266185.1, XP_026266184.1
OG0008215	XP_003415374.1	XP_026268704.1
OG0008216	XP_003415368.1	XP_026268695.1
OG0008217	XP_003415574.1	XP_026249222.1
OG0008218	XP_023410337.1	XP_026249212.1
OG0008219	XP_003415571.1	XP_026249185.1
OG0008220	XP_003415572.1	XP_026249250.1
OG0008221	XP_003415561.1	XP_026249253.1
OG0008222	XP_023410074.1	XP_026249284.1
OG0008223	XP_023410073.1	XP_026249240.1
OG0008224	XP_010589577.1	XP_026237443.1
OG0008225	XP_010589594.2	XP_026237762.1
OG0008226	XP_023405431.1	XP_026266453.1
OG0008228	XP_003415626.1	XP_026253483.1
OG0008229	XP_023410460.1	XP_026253545.1
OG0008230	XP_023410085.1	XP_026253514.1
OG0008231	XP_003415596.1	XP_026253516.1
