Orthogroup	Loxodonta_africana	Echinops_telfairi
OG0008782	XP_003410200.1	XP_004711386.1
OG0008783	XP_003410342.1	XP_045148556.1, XP_004697396.1
OG0008784	XP_023404187.1	XP_045140502.1
OG0008785	XP_023414856.1	XP_045140467.1
OG0008786	XP_003419066.1	XP_004696985.1
OG0008787	XP_003419070.1	XP_004696979.1
OG0008788	XP_003419027.1	XP_012860821.1
OG0008789	XP_010596969.1	XP_045140737.1
OG0008790	XP_010596978.1	XP_045140869.1
OG0008791	XP_010596998.1	XP_045140479.1
OG0008792	XP_023414940.1	XP_004696953.1
OG0008793	XP_003419042.1	XP_004696954.1
OG0008794	XP_010597001.1	XP_004697356.1
OG0008795	XP_023396788.1	XP_045140485.1
OG0008796	XP_023404281.1	XP_045151778.1
OG0008797	XP_023404378.1, XP_023404379.1	XP_004703528.1
OG0008798	XP_023404367.1	XP_045140079.1
OG0008799	XP_003410434.1	XP_004703354.1
OG0008800	XP_023404277.1	XP_045140261.1
OG0008802	XP_003410450.1	XP_004703333.1
OG0008803	XP_003414126.1	XP_004703320.1
OG0008804	XP_023409008.1	XP_004703319.2
OG0008805	XP_023409020.1	XP_004703315.1
OG0008806	XP_003414240.1	XP_004703470.2
OG0008807	XP_023409052.1	XP_045140276.1
OG0008808	XP_003414161.1	XP_004703295.1
OG0008809	XP_003414252.2	XP_045140282.1
OG0008810	XP_003414188.1	XP_045140286.1
OG0008811	XP_003406183.1	XP_045152573.1
OG0008812	XP_010592482.1	XP_004703441.1
OG0008813	XP_010588690.1	XP_045142185.1
OG0008814	XP_023414791.1	XP_004706508.1
OG0008815	XP_023414792.1	XP_004716811.2
OG0008816	XP_010596903.2	XP_045142167.1
OG0008817	XP_023414810.1	XP_045142168.1
OG0008818	XP_023414846.1	XP_004706426.1
OG0008819	XP_010596907.1	XP_004706510.3
OG0008820	XP_023407606.1	XP_045142151.1
OG0008821	XP_003413037.1	XP_030740282.1
OG0008822	XP_023407524.1	XP_045150205.1, XP_004709885.1
OG0008823	XP_010591227.2	XP_004709845.1
OG0008824	XP_023407504.1	XP_045143540.1
OG0008825	XP_003412875.1	XP_012861378.1, XP_045143501.1
OG0008826	XP_010591220.1	XP_004712286.1
OG0008827	XP_023407250.1	XP_045143468.1, XP_045143452.1
OG0008828	XP_010591201.2	XP_045143453.1
OG0008829	XP_023407247.1	XP_045143454.1
OG0008830	XP_023407442.1	XP_045143459.1
OG0008831	XP_023407437.1, XP_023407438.1, XP_003412989.1	XP_004712319.1
OG0008832	XP_023407425.1	XP_045143462.1
OG0008833	XP_023407414.1	XP_004712394.1
OG0008834	XP_023407587.1	XP_004706455.1
OG0008835	XP_023401157.1	XP_045140945.1
OG0008836	XP_023401396.1	XP_012863981.1
OG0008837	XP_003408195.2	XP_045141216.1
OG0008838	XP_003408180.1	XP_004698177.1
OG0008839	XP_003408185.1	XP_045140940.1
OG0008840	XP_010586571.1	XP_045141256.1, XP_004698451.1
OG0008841	XP_023401154.1	XP_004698162.2
OG0008842	XP_023397713.1	XP_004698467.1
OG0008843	XP_010591076.1	XP_045150965.1
OG0008844	XP_010591099.1	XP_045150922.1
OG0008845	XP_010591120.1	XP_004713490.1
OG0008846	XP_010591123.2	XP_045152378.1
OG0008847	XP_003412942.1	XP_004713487.1
OG0008848	XP_023407303.1	XP_045152347.1
OG0008849	XP_003412946.1	XP_004713483.1
OG0008850	XP_010591288.1	XP_045152368.1
OG0008851	XP_003412832.1	XP_004713523.1
OG0008852	XP_023407395.1	XP_045152371.1
OG0008853	XP_023407241.1	XP_045143495.1
OG0008854	XP_023411105.1	XP_004704304.2
OG0008855	XP_003422245.1	XP_004704301.1
OG0008856	XP_023411288.1	XP_012860487.1
OG0008857	XP_003416294.2	XP_004704293.1
OG0008858	XP_003408186.1	XP_004698457.2
OG0008859	XP_010598968.1	XP_004717459.1
OG0008860	XP_023413380.1	XP_030743656.2
OG0008861	XP_010595845.1	XP_045153979.1
OG0008862	XP_003417898.1	XP_004711818.1
OG0008863	XP_003417883.1	XP_045148761.1, XP_012864169.1
OG0008864	XP_010595855.1	XP_012862432.1
OG0008865	XP_023413417.1	XP_004711702.1
OG0008866	XP_003417914.1	XP_004711697.1
OG0008867	XP_010595870.1	XP_012862434.2
OG0008869	XP_003416510.1	XP_004715347.1
OG0008870	XP_010594489.1	XP_012862655.1
OG0008871	XP_003416491.1	XP_004712530.1
OG0008872	XP_003416488.1	XP_045151688.1
OG0008874	XP_010598985.1, XP_010598986.1	XP_045147646.1, XP_045147647.1, XP_004717934.1
OG0008876	XP_010601079.1	XP_004701534.1
OG0008877	XP_010584608.1	XP_004703862.1
OG0008878	XP_023398708.1	XP_004703985.1
OG0008879	XP_003406052.1	XP_045154057.1
OG0008880	XP_023398831.1	XP_045154545.1
OG0008881	XP_010584589.1	XP_004703848.1
OG0008882	XP_010601156.1	XP_030743654.1
OG0008883	XP_023398825.1	XP_045155273.1
OG0008884	XP_003406033.2	XP_004703952.1
OG0008885	XP_023398822.1	XP_004718149.2
OG0008886	XP_003406030.2	XP_045155489.1
OG0008887	XP_023398819.1	XP_045152383.1
OG0008888	XP_003406228.1	XP_004701532.1
OG0008889	XP_003405968.1	XP_045151974.1
OG0008890	XP_010600979.1	XP_012859802.2
OG0008891	XP_003406198.1	XP_004701790.1
OG0008892	XP_010600874.1	XP_045151616.1
OG0008893	XP_010600824.1	XP_030742884.1
OG0008894	XP_003406186.2	XP_045151257.1
OG0008895	XP_003405985.1, XP_010600797.1	XP_045151421.1
OG0008896	XP_010600731.1	XP_004701811.1
OG0008897	XP_003406158.1	XP_004701620.1
OG0008898	XP_023397841.1, XP_010584675.1	XP_030743431.1
OG0008899	XP_023397133.1	XP_045151026.1
OG0008900	XP_023397110.1	XP_045152017.1
OG0008901	XP_010600127.1	XP_045150134.1
OG0008902	XP_010600037.1	XP_045152040.1
OG0008903	XP_023396847.1	XP_045150158.1
OG0008904	XP_010593207.1	XP_045153883.1
OG0008905	XP_003415224.1	XP_004716554.1
OG0008906	XP_010588544.1	XP_045154121.1
OG0008907	XP_010588550.1	XP_045154122.1
OG0008908	XP_023403975.1	XP_004699896.1
OG0008909	XP_003410175.1	XP_004700176.1
OG0008910	XP_003419926.1	XP_004699959.1
OG0008911	XP_003419916.1	XP_045154132.1, XP_045154631.1
OG0008912	XP_003415072.1, XP_023409725.1	XP_004706826.1
OG0008913	XP_003415253.1	XP_004706834.1
OG0008914	XP_010593345.1	XP_045142531.1, XP_004716621.1
OG0008915	XP_023409942.1	XP_045154311.1, XP_045154448.1
OG0008916	XP_023409718.1	XP_004716605.3
OG0008917	XP_010593157.1	XP_004714835.1
OG0008918	XP_003419924.1	XP_004700202.1
OG0008919	XP_023413742.1	XP_004714644.3
OG0008921	XP_003414907.1	XP_004710160.2
OG0008922	XP_003414844.1	XP_004710115.1
OG0008923	XP_003421802.1	XP_004717610.1
OG0008926	XP_010600339.1	XP_045141378.1
OG0008927	XP_023395443.1	XP_012863993.1
OG0008928	XP_003420675.1	XP_045146618.1
OG0008929	XP_010594084.1	XP_045146705.1
OG0008930	XP_003416086.1	XP_004710068.1
OG0008931	XP_010594134.2	XP_012861944.2
OG0008932	XP_003416004.1	XP_045146637.1
OG0008933	XP_010594045.1	XP_012861941.2
OG0008934	XP_023410912.1	XP_045146678.1
OG0008935	XP_010594035.1	XP_045146690.1
OG0008936	XP_003422216.1	XP_004714638.1
OG0008937	XP_010596054.1	XP_004714622.1
OG0008938	XP_010596034.1	XP_004713252.2
OG0008939	XP_023413616.1	XP_045144225.1
OG0008940	XP_023413607.1	XP_004713267.1
OG0008941	XP_003418038.1	XP_004713195.1
OG0008942	XP_023395125.1	XP_045144204.1
OG0008943	XP_023395107.1	XP_004713177.1
OG0008944	XP_003412787.1	XP_004715502.1
OG0008945	XP_003412776.1	XP_004716722.1
OG0008946	XP_023407208.1, XP_010591023.1	XP_045146158.1
OG0008947	XP_010591007.1	XP_045154845.1, XP_004715958.1
OG0008948	XP_003412809.2	XP_045153299.1
OG0008949	XP_010591001.1	XP_045153306.1
OG0008950	XP_023407171.1	XP_004711257.1
OG0008951	XP_003422088.1	XP_004711238.1
OG0008952	XP_023409684.1	XP_045154524.1
OG0008953	XP_023409645.1	XP_045154497.1
OG0008954	XP_023409642.1	XP_045154495.1
OG0008956	XP_003414797.1	XP_004713130.1
OG0008959	XP_003421273.1	XP_045141449.1
OG0008960	XP_010599411.1	XP_012864031.1
OG0008962	XP_023396494.1	XP_045141489.1
OG0008964	XP_003422439.1	XP_004697417.1
OG0008965	XP_003417851.2	XP_004705824.1
OG0008966	XP_003422497.1	XP_004711739.1
OG0008967	XP_003421158.2	XP_004712542.2
OG0008968	XP_023400619.1	XP_004713320.1
OG0008969	XP_010597451.1	XP_004713783.1
OG0008970	XP_003405542.1, XP_003423258.1	XP_004716980.1
OG0008971	XP_003421557.1, XP_010599240.1	XP_004717143.1
OG0008972	XP_003407172.1	XP_012860155.1
OG0008973	XP_023396381.1	XP_012862632.1
OG0008974	XP_010596603.1	XP_012864203.2
OG0008977	XP_010591170.2	XP_045143516.1
OG0008980	XP_023412330.1	XP_045149528.1, XP_045149527.1
OG0008981	XP_023410481.1	XP_045153717.1
OG0008994	XP_010585302.1	XP_004696403.1
OG0008995	XP_023403127.1	XP_004716653.2
OG0008996	XP_023399919.1	XP_004702986.1
OG0008997	XP_003418603.1	XP_004708949.1
OG0008998	XP_023395383.1, XP_023395384.1	XP_004709251.1
OG0008999	XP_023400424.1	XP_004702684.1
OG0009000	XP_003408157.1	XP_045141020.1
OG0009002	XP_023409835.1	XP_045154344.1
OG0009003	XP_023400815.1	XP_045152559.1
OG0009004	XP_010592576.1	XP_045155227.1
OG0009005	XP_003407539.1	XP_004712627.2
OG0009006	XP_003414201.1	XP_045140305.1
OG0009007	XP_003412000.2	XP_045142949.1
OG0009008	XP_010587679.1	XP_012860531.1
OG0009009	XP_010597616.2	XP_004700325.1
OG0009010	XP_003409027.1	XP_004701056.2
OG0009011	XP_023412121.1	XP_030742356.1
OG0009012	XP_003419258.1	XP_030742689.1
OG0009013	XP_003417497.1, XP_003417541.1	XP_004708053.1
OG0009014	XP_023397756.1	XP_004714051.1
OG0009015	XP_003410612.2	XP_004716072.1
OG0009016	XP_023403844.1	XP_004702531.1
OG0009017	XP_010584820.1	XP_004710478.1
OG0009018	XP_010592843.1	XP_004707316.1
OG0009019	XP_003414547.3	XP_045155399.1
OG0009020	XP_003415060.1	XP_004716595.1
OG0009021	XP_003411286.1	XP_045147677.1
OG0009022	XP_010593985.2	XP_045139995.1
OG0009023	XP_003410546.1	XP_045151776.1
OG0009024	XP_010597762.1, XP_023394537.1, XP_003419963.1	XP_030743338.2
OG0009025	XP_023404717.1	XP_045141521.1
OG0009026	XP_003421753.1	XP_045141432.1
OG0009027	XP_003408814.1	XP_045144112.1
OG0009028	XP_010584757.1	XP_004710441.1
OG0009029	XP_003411969.1	XP_004696129.1
OG0009030	XP_003403998.1	XP_004710785.1
OG0009031	XP_003407258.1	XP_004702644.1
OG0009032	XP_003407131.2	XP_045155398.1, XP_004702898.2
OG0009033	XP_023415272.1	XP_004709747.2
OG0009034	XP_003405348.1	XP_045146032.1, XP_045152329.1
OG0009035	XP_010588581.1	XP_012859461.3
OG0009036	XP_003417277.1	XP_030743628.1
OG0009037	XP_023410203.1	XP_045154719.1
OG0009038	XP_003418851.2	XP_004705798.1
OG0009039	XP_023398961.1	XP_004710667.1
OG0009040	XP_003409569.1	XP_004699291.1
OG0009041	XP_003416357.1	XP_004704943.1
OG0009043	XP_003408480.1	XP_004697491.1
OG0009044	XP_003415108.1	XP_004706805.1
OG0009045	XP_003410683.1	XP_012863968.2
OG0009046	XP_003408361.1	XP_045147611.1
OG0009047	XP_003404433.1	XP_045150413.1
OG0009048	XP_003405071.1	XP_004697044.1
OG0009049	XP_003405792.1	XP_004711487.1
OG0009050	XP_023408055.1	XP_004715592.2
OG0009051	XP_003411713.1	XP_004698291.1
OG0009052	XP_023403838.1	XP_004702495.1
OG0009053	XP_003409435.1	XP_012862341.2
OG0009054	XP_003420039.1	XP_045153736.1
OG0009056	XP_003405951.3	XP_012859806.2
OG0009057	XP_003414076.1	XP_045150002.1
OG0009058	XP_023394920.1	XP_012863019.2
OG0009059	XP_023407221.1	XP_045152925.1
OG0009060	XP_010600205.1	XP_045151732.1
OG0009061	XP_010596392.1	XP_004699628.1
OG0009062	XP_010588555.1	XP_004700168.1
OG0009063	XP_023401395.1	XP_004698159.1
OG0009064	XP_010595406.2	XP_045151290.1
OG0009065	XP_023397131.1	XP_030742021.1
OG0009066	XP_003409852.1	XP_004702374.1
OG0009067	XP_010593397.2	XP_045155005.1
OG0009068	XP_023410146.1	XP_004705152.1
OG0009069	XP_003421097.2	XP_030742057.1
OG0009070	XP_010598926.1	XP_004711799.1
OG0009071	XP_023395970.1	XP_045148793.1
OG0009072	XP_023407641.1	XP_045145654.1
OG0009073	XP_003413405.3	XP_004716846.1
OG0009074	XP_003404768.1	XP_004703536.1
OG0009075	XP_003411694.1	XP_004697972.1
OG0009077	XP_003414767.1	XP_004707512.1
OG0009078	XP_023415538.1	XP_004715110.1
OG0009079	XP_003413950.1	XP_004709920.1
OG0009081	XP_003417318.1	XP_030743995.2
OG0009082	XP_010596106.1	XP_045149539.1
OG0009083	XP_023409923.1	XP_030743708.1
OG0009084	XP_003404195.2	XP_004696423.1
OG0009085	XP_023413471.1	XP_004701744.1
OG0009086	XP_010591529.1	XP_045153787.1, XP_045143129.1
OG0009087	XP_023398560.1	XP_012861624.1
OG0009088	XP_003404347.1	XP_045150542.1
OG0009089	XP_010595167.1, XP_023412516.1	XP_004709143.1
OG0009090	XP_010596818.2	XP_012860904.2
OG0009091	XP_003407666.1	XP_004713313.1
OG0009092	XP_003403939.1	XP_004710856.1
OG0009093	XP_003412929.1	XP_004713507.1
OG0009094	XP_010586746.1	XP_045139773.1
OG0009095	XP_010598817.2	XP_045140958.1, XP_045141040.1
OG0009097	XP_003411318.1	XP_045145421.1
OG0009098	XP_023403091.1	XP_045151614.1
OG0009100	XP_023402682.1	XP_004701398.1
OG0009101	XP_003408421.2	XP_004697543.1
OG0009102	XP_023400922.1	XP_045145317.1
OG0009103	XP_010592215.1	XP_045149944.1
OG0009104	XP_023408866.1	XP_012863354.1, XP_045149915.1
OG0009105	XP_003409398.1	XP_004716710.2
OG0009106	XP_003410283.1	XP_004699873.1
OG0009107	XP_023408959.1	XP_004704358.2
OG0009109	XP_003412389.1	XP_030740503.1
OG0009111	XP_023415149.1	XP_004702134.1
OG0009112	XP_003410286.1	XP_045154019.1
OG0009113	XP_003420925.1	XP_004707876.1
OG0009114	XP_023413240.1	XP_004705875.1
OG0009115	XP_003419605.1	XP_004713619.1
OG0009116	XP_023406542.1	XP_045147010.1
OG0009118	XP_003404138.1	XP_004702053.1
OG0009119	XP_023410343.1	XP_004704992.1
OG0009121	XP_003405748.1	XP_004700045.1, XP_045154876.1
OG0009122	XP_023410707.1	XP_045144415.1
OG0009123	XP_003419764.1	XP_004700285.2
OG0009124	XP_023407667.1	XP_030741523.1
OG0009125	XP_023402915.1	XP_004716302.1
OG0009126	XP_023412186.1	XP_045149343.1
OG0009127	XP_023406960.1	XP_045142838.1
OG0009128	XP_003412998.1	XP_004712309.2, XP_045144548.1
OG0009129	XP_003416390.1	XP_004704757.1
OG0009130	XP_003413558.1	XP_012860788.1
OG0009131	XP_010587011.1	XP_012859193.1
OG0009132	XP_003422089.1	XP_004711239.1
OG0009133	XP_023406764.1	XP_004697166.1
OG0009134	XP_003409146.1	XP_004700959.1
OG0009135	XP_003409052.1	XP_004701122.1
OG0009136	XP_003414132.1	XP_004716741.1
OG0009137	XP_023395958.1	XP_045148923.1
OG0009138	XP_023401009.1	XP_030742774.1
OG0009139	XP_003409364.1	XP_004709836.1
OG0009140	XP_003408860.1	XP_004699124.2
OG0009141	XP_010598613.1	XP_045148850.1
OG0009142	XP_023396451.1	XP_004714293.1
OG0009143	XP_023409435.1	XP_012861361.2, XP_004707188.1
OG0009144	XP_003404071.2	XP_004702279.1
OG0009145	XP_003407417.1	XP_004713876.1
OG0009146	XP_003406274.1	XP_045148735.1
OG0009147	XP_003404018.1	XP_004702012.1
OG0009148	XP_003410770.1	XP_004716074.2
OG0009149	XP_023411373.1	XP_004704736.1
OG0009150	XP_023396743.1	XP_030744160.1
OG0009151	XP_003420204.2	XP_030740382.1
OG0009153	XP_023401148.1	XP_004698460.1
OG0009154	XP_003408198.1	XP_045141135.1
OG0009155	XP_023399649.1	XP_004703017.1
OG0009157	XP_023403959.1	XP_012860245.1
OG0009157	XP_010585125.1	XP_004703573.1
OG0009158	XP_003410258.1	XP_030743665.1
OG0009159	XP_010586982.1	XP_045143562.1
OG0009160	XP_023397381.1	XP_004697424.2
OG0009161	XP_023414937.1	XP_004696967.1
OG0009162	XP_010593484.1	NP_001280669.1
OG0009163	XP_023397395.1	XP_045139517.1
OG0009164	XP_003421640.1	XP_045143613.1
OG0009165	XP_010597289.1	XP_004713789.1
OG0009166	XP_003421106.1	XP_045148224.1
OG0009167	XP_003418087.1	XP_004713225.1
OG0009168	XP_010589728.1	XP_045140031.1
OG0009169	XP_010598725.1	XP_045144291.1
OG0009170	XP_003413211.1	XP_004705484.1
OG0009171	XP_003416305.2	XP_004704160.1
OG0009172	XP_003406109.1	XP_045150695.1, XP_045150699.1
OG0009173	XP_023397712.1	XP_004698469.2
OG0009174	XP_003411379.1	XP_045145468.1
OG0009177	XP_003409282.1	XP_004701130.1
OG0009178	XP_003409799.1	XP_004702442.1
OG0009179	XP_010595278.1	XP_045155543.1, XP_004709215.1
OG0009180	XP_003405514.1	XP_004711408.1
OG0009181	XP_003414960.1	XP_004714790.1
OG0009184	XP_003405544.1, XP_003405543.2	XP_004716981.1, XP_004716983.1, XP_004716982.2
OG0009185	XP_003422656.2	XP_004716319.2
OG0009186	XP_003404967.3, XP_023408741.1, XP_003404970.3, XP_003404969.3	XP_004697225.2
OG0009187	XP_003407577.2	XP_012862281.1
OG0009188	XP_023398041.1	XP_004714955.1
OG0009189	XP_003404031.1	XP_004702193.1
OG0009190	XP_003404015.1	XP_045150501.1
OG0009191	XP_003404310.1	XP_004702261.1
OG0009192	XP_023396034.1	XP_030742631.1
OG0009193	XP_010586777.1	XP_012859953.1
OG0009196	XP_023398921.1	XP_045148617.1
OG0009199	XP_003406874.1	XP_004710476.1
OG0009202	XP_003406286.1	XP_004715984.1
OG0009203	XP_023399484.1	XP_030743156.1
OG0009204	XP_010584989.2	XP_045152074.1
OG0009205	XP_003406301.2	XP_045152011.1
OG0009206	XP_010584992.1	XP_012860219.1
OG0009207	XP_003406332.1	XP_004703067.2
OG0009208	XP_010588604.1	XP_045150601.1
OG0009209	XP_003404086.1	XP_045150529.1
OG0009210	XP_003404044.1	XP_045150527.1
OG0009211	XP_023409750.1	XP_012859903.1
OG0009212	XP_003404033.2	XP_045150526.1
OG0009213	XP_023402396.1	XP_012859902.1
OG0009215	XP_003404346.1	XP_004702005.1
OG0009216	XP_023403396.1	XP_045150380.1
OG0009217	XP_023401156.1	XP_045150477.1
OG0009218	XP_023415105.1	XP_004701990.2
OG0009219	XP_010597137.1	XP_045150349.1
OG0009220	XP_003419253.1	XP_004701977.1
OG0009221	XP_023415118.1	XP_045150397.1
OG0009223	XP_023415135.1	XP_045150480.1
OG0009224	XP_003404316.1	XP_004702073.1
OG0009225	XP_003404318.1	XP_004702072.1
OG0009226	XP_023395997.1	XP_012859948.2
OG0009227	XP_003404306.1	XP_004702082.1
OG0009228	XP_003404296.1	XP_045150235.1
OG0009229	XP_003404288.1	XP_004702099.1
OG0009230	XP_023415454.1	XP_030742583.2
OG0009231	XP_010593087.1	XP_045150427.1
OG0009232	XP_003404287.1	XP_045150655.1
OG0009233	XP_003404283.1	XP_004702111.1
OG0009234	XP_023414693.1	XP_004702112.1
OG0009235	XP_010591969.1	XP_045150240.1
OG0009236	XP_023413527.1	XP_004702123.1
OG0009237	XP_010590905.1	XP_045150242.1
OG0009238	XP_003407439.1	XP_045145360.1
OG0009239	XP_003407509.1	XP_004714649.1
OG0009240	XP_023401057.1	XP_045145358.1
OG0009241	XP_003407846.1	XP_045154562.1
OG0009242	XP_023400494.1	XP_004717589.1
OG0009243	XP_010585802.1	XP_045144536.1
OG0009244	XP_010585833.1	XP_004713883.1
OG0009245	XP_010585834.1	XP_030741007.1
OG0009246	XP_023395209.1	XP_045145300.1
OG0009247	XP_010598309.1	XP_004714606.1
OG0009248	XP_003420526.1	XP_004714608.1
OG0009249	XP_023401133.1	XP_045145264.1
OG0009250	XP_003420490.1	XP_004713983.1
OG0009251	XP_003420479.1	XP_004713959.1
OG0009252	XP_003421619.1	XP_004697639.1
OG0009253	XP_023399354.1	XP_004715758.2
OG0009254	XP_003406889.1	XP_004710510.1
OG0009255	XP_023399844.1	XP_045148550.1
OG0009256	XP_003406885.1	XP_045148553.1
OG0009257	XP_023399842.1	XP_045148557.1
OG0009258	XP_003406845.1	XP_004710728.1
OG0009259	XP_003406851.1	XP_004710499.1
OG0009260	XP_023399019.1	XP_045148880.1
OG0009261	XP_023399021.1	XP_045148862.1
OG0009262	XP_003406873.1	XP_004710703.1
OG0009263	XP_023399837.1	XP_012862103.1
OG0009264	XP_023399839.1	XP_004710694.2
OG0009265	XP_003406881.1	XP_004710469.1
OG0009266	XP_023399818.1	XP_045148591.1
OG0009267	XP_003406772.1	XP_004710457.1
OG0009268	XP_023398948.1	XP_045148602.1
OG0009269	XP_023399807.1	XP_012862073.1
OG0009270	XP_003406672.1	XP_004710444.1
OG0009272	XP_003406498.1	XP_045148613.1
OG0009274	XP_003406281.1	XP_012862188.2
OG0009275	XP_003406922.1	XP_045148621.1
OG0009276	XP_023399791.1	XP_045148971.1
OG0009277	XP_023398871.1	XP_004710589.1
OG0009278	XP_003406711.1	XP_004710583.1
OG0009279	XP_023398855.1	XP_004710579.1
OG0009280	XP_023399782.1	XP_004710418.1
OG0009282	XP_010600807.1	XP_004710411.1
OG0009283	XP_003420798.1	XP_004710410.1
OG0009284	XP_003420839.1	XP_004710571.2
OG0009285	XP_023395620.1	XP_012862039.1
OG0009286	XP_023395619.1	XP_012862038.1
OG0009287	XP_010598654.1	XP_004710565.1, XP_045148759.1
OG0009288	XP_003420831.1	XP_045148634.1
OG0009289	XP_023395693.1	XP_045148742.1
OG0009290	XP_023395614.1	XP_004710394.1
OG0009293	XP_023395600.1	XP_004715897.1
OG0009294	XP_003420813.1	XP_045148643.1
OG0009295	XP_010598679.1	XP_004715901.1
OG0009296	XP_010599922.1	XP_045148652.1
OG0009297	XP_003422352.1	XP_004715866.1
OG0009298	XP_023397295.1	XP_045148667.1
OG0009300	XP_023395587.1	XP_045148649.1
OG0009301	XP_023395623.1	XP_045148848.1
OG0009302	XP_003420844.2	XP_045148647.1
OG0009303	XP_003420851.1	XP_012863505.1
OG0009304	XP_023395593.1	XP_045148879.1
OG0009305	XP_010594458.1	XP_045148851.1
OG0009306	XP_003416367.1	XP_004715881.1
OG0009307	XP_023411318.1	XP_045149818.1
OG0009308	XP_023411320.1	XP_004704968.1
OG0009309	XP_010594419.1	XP_004704967.2
OG0009310	XP_010589197.1	XP_030744927.1
OG0009311	XP_003404632.1	XP_004697124.1
OG0009312	XP_010586492.1	XP_045141167.1
OG0009313	XP_003407997.1, XP_023401303.1	XP_004703603.1
OG0009314	XP_010593448.2	XP_004705095.2
OG0009315	XP_023410059.1	XP_004705382.1
OG0009316	XP_003415311.1	XP_004705123.1
OG0009317	XP_010593387.1	XP_004705411.1
OG0009318	XP_003415282.3	XP_012860741.1
OG0009319	XP_003416415.1	XP_004704945.1
OG0009320	XP_003415321.1	XP_004705106.1
OG0009321	XP_023410170.1	XP_004705122.1
OG0009322	XP_003413168.1	XP_004705443.1
OG0009323	XP_003413488.1	XP_004705209.1
OG0009324	XP_003420749.1	XP_004702353.1
OG0009325	XP_023395542.1	XP_045146093.1
OG0009326	XP_023395563.1	XP_045145814.1
OG0009327	XP_003410581.1	XP_030744223.1
OG0009328	XP_010588958.1	XP_004716164.1
OG0009329	XP_003410761.1	XP_045156161.1
OG0009330	XP_010588922.1	XP_004702341.1
OG0009331	XP_003410579.1	XP_004706613.1, XP_004702324.1
OG0009332	XP_003410768.1	XP_012863571.1
OG0009333	XP_023404507.1	XP_045141565.1
OG0009334	XP_003410625.1	XP_045141576.1
OG0009335	XP_023404687.1	XP_004712689.3
OG0009336	XP_003410636.1	XP_004712684.1
OG0009337	XP_003410637.1	XP_004712683.1
OG0009338	XP_010589056.1	XP_045141533.1
OG0009339	XP_023404499.1	XP_012860004.3
OG0009340	XP_010588915.1	XP_045145783.1
OG0009341	XP_023405390.1	XP_004696718.1, XP_045140597.1
OG0009342	XP_023405397.1	XP_004696719.1
OG0009343	XP_003404596.1	XP_045140676.1
OG0009344	XP_023405446.1	XP_004696727.1
OG0009345	XP_003404878.2	XP_004696760.1
OG0009346	XP_023406149.1	XP_004696762.1
OG0009347	XP_010589938.1	XP_045140656.1
OG0009348	XP_023401231.1	XP_045141091.1
OG0009349	XP_003408087.1	XP_045141175.1
OG0009350	XP_010586450.1	XP_004703664.1
OG0009351	XP_003408101.1	XP_004703762.1
OG0009352	XP_023401419.1	XP_004703761.1
OG0009353	XP_023401268.1	XP_004703633.1
OG0009354	XP_003408110.1	XP_045141339.1
OG0009355	XP_010586489.1	XP_004703620.2
OG0009356	XP_003408119.1	XP_004703616.1
OG0009357	XP_003408122.1	XP_004703614.2
OG0009358	XP_023401421.1	XP_045141164.1
OG0009359	XP_003408141.1	XP_012860363.2
OG0009360	XP_023401301.1	XP_045141163.1
OG0009361	XP_003408143.1	XP_004703598.1
OG0009362	XP_003408004.1	XP_045141158.1
OG0009363	XP_023412285.1	XP_030742397.1
OG0009364	XP_023412281.1	XP_045149605.1
OG0009365	XP_003417221.1	XP_004704692.1
OG0009366	XP_003416338.1	XP_004704705.1
OG0009367	XP_023411348.1	XP_004704713.1
OG0009368	XP_010594380.1	XP_004704717.1
OG0009369	XP_003416360.2	XP_004704722.1
OG0009370	XP_003416414.1	XP_004704723.1
OG0009371	XP_023411368.1	XP_004704726.1
OG0009372	XP_010594391.1, XP_023411325.1	XP_045149731.1
OG0009373	XP_003416441.2	XP_004704744.1
OG0009374	XP_003415527.1	XP_045155091.1, XP_004705044.1
OG0009375	XP_010593477.1	XP_045154830.1
OG0009376	XP_003415514.3	XP_004705062.1
OG0009377	XP_023410255.1	XP_004705065.1
OG0009378	XP_023410251.1, XP_023410250.1, XP_023410249.1	XP_004705070.2
OG0009379	XP_003415502.1	XP_004705080.1
OG0009380	XP_010593455.1	XP_004705083.2
OG0009381	XP_023410209.1	XP_004705097.1
OG0009382	XP_023410060.1	XP_030741001.1, XP_012860721.1
OG0009383	XP_003415478.1	XP_004705115.2
OG0009384	XP_003415318.1	XP_004699608.2
OG0009385	XP_023410182.1	XP_004705383.2
OG0009386	XP_003415477.1	XP_004705116.1
OG0009387	XP_003415315.1	XP_004705119.1
OG0009388	XP_003415474.1	XP_012860723.1
OG0009389	XP_003415471.1	XP_012860724.1
OG0009390	XP_023410055.1	XP_004705124.1
OG0009391	XP_003415310.1	XP_030743881.1
OG0009392	XP_003415305.1, XP_023410156.1, XP_023410155.1	XP_045154862.1
OG0009393	XP_023410052.1	XP_004705393.2
OG0009394	XP_003415458.1	XP_004705144.1
OG0009395	XP_010593403.1	XP_045154909.1
OG0009396	XP_023410152.1	XP_004705397.2
OG0009397	XP_023410148.1	XP_012860851.1
OG0009398	XP_023410051.1	XP_004705403.2
OG0009399	XP_023410136.1	XP_045154868.1
OG0009400	XP_003415289.1	XP_045154869.1
