Orthogroup	Loxodonta_africana	Saimiri_boliviensis_boliviensis
OG0007329	XP_023406909.1	XP_039317049.1
OG0007330	XP_003419822.1	XP_039332887.1, XP_039318968.1
OG0007331	XP_003410321.1	XP_003930487.1
OG0007332	XP_023414467.1	XP_010344501.2
OG0007333	XP_010595593.1	XP_010331910.1
OG0007334	XP_003407573.1	XP_003925279.1
OG0007335	XP_023407969.1	XP_039322799.1
OG0007336	XP_023414958.1	XP_039318284.1
OG0007337	XP_010597635.1	XP_039319033.1
OG0007338	XP_003417957.1	XP_003936772.1
OG0007339	XP_003414060.1	XP_039322892.1, XP_010334652.1
OG0007340	XP_003413492.1	XP_039329581.1
OG0007341	XP_003415559.2	XP_010344754.1, XP_010345873.2
OG0007342	XP_003408083.1	XP_010334912.2
OG0007343	XP_023413950.1	XP_039326541.1, XP_010332799.1
OG0007344	XP_003414943.1	XP_003928140.1
OG0007345	XP_003418559.1	XP_003935134.1
OG0007346	XP_003410037.2	XP_003927179.1
OG0007347	XP_010586812.1	XP_010342527.1
OG0007348	XP_003414744.1	XP_003942893.1
OG0007349	XP_023409595.1	XP_003931173.2
OG0007350	XP_023404929.1	XP_003930338.1
OG0007351	XP_023394430.1	XP_039318963.1
OG0007352	XP_023396304.1	XP_039322310.1
OG0007353	XP_003405415.1	XP_010335649.1
OG0007354	XP_023415709.1	XP_003932941.2
OG0007355	XP_003417745.1	XP_039334226.1
OG0007356	XP_010597143.1	XP_003933818.1
OG0007357	XP_023398922.1	XP_010349241.1
OG0007358	XP_023399781.1	XP_039322051.1
OG0007359	XP_010588039.1	XP_010345324.1
OG0007360	XP_010597972.1	XP_039325208.1
OG0007361	XP_003417134.1	XP_003939951.2
OG0007362	XP_010589628.1	XP_039329478.1
OG0007363	XP_023410037.1	XP_039315917.1
OG0007364	XP_023399605.1	XP_003924759.1
OG0007365	XP_023404449.1	XP_003943103.1
OG0007366	XP_023409926.1	NP_001289592.1
OG0007368	XP_010592689.1	XP_039332747.1
OG0007369	XP_023406708.1	XP_039316935.1
OG0007369	XP_023406924.1	XP_010344386.1
OG0007370	XP_010593180.2	XP_003937977.1
OG0007371	XP_003406390.1	XP_010333772.1
OG0007372	XP_003414538.1	XP_039332855.1
OG0007373	XP_003408363.1	XP_003940902.1
OG0007374	XP_010588831.1	XP_010345019.1, XP_039334966.1
OG0007375	XP_003414764.1	XP_003942859.1
OG0007376	XP_010592917.2	XP_010328954.1
OG0007378	XP_023396357.1, XP_003421469.2	XP_003923434.2
OG0007379	XP_003407506.1	XP_010349707.2
OG0007380	XP_003421391.3	XP_003920199.2
OG0007381	XP_003421611.1	XP_010332945.2
OG0007382	XP_003422642.1	XP_003923921.1, XP_003923920.1
OG0007384	XP_003419570.2	XP_003920218.1
OG0007385	XP_003422692.1, XP_023398130.1, XP_023398224.1, XP_010600261.1	XP_039326303.1
OG0007386	XP_003404302.1	XP_010347604.2
OG0007387	XP_003407550.1	XP_039331180.1
OG0007388	XP_023402378.1	XP_003933399.1, XP_039333525.1
OG0007389	XP_023398952.1	XP_010349290.2
OG0007390	XP_010584999.1	XP_003926080.1
OG0007391	XP_003420508.1	XP_039317403.1
OG0007392	XP_003410294.1	XP_003938362.1
OG0007393	XP_003406679.1	XP_039321708.1
OG0007394	XP_023399884.1	XP_039322038.1
OG0007395	XP_003406863.1	XP_003940408.1
OG0007396	XP_023399903.1	XP_039319577.1
OG0007397	XP_003406739.1	XP_003926033.1
OG0007398	XP_003406294.1	XP_003926039.1
OG0007399	XP_003406296.1	XP_010335025.1
OG0007400	XP_003406309.1	XP_003926058.1
OG0007401	XP_010585401.1	XP_003945193.2
OG0007403	XP_003404066.1	XP_003932488.2
OG0007404	XP_003404116.1	XP_003932503.1
OG0007405	XP_010589413.2	XP_003932504.1
OG0007406	XP_010588265.1	XP_010335866.1
OG0007407	XP_003404035.1	XP_039323875.1
OG0007408	XP_003404455.1	XP_039323369.1
OG0007409	XP_003404391.1	XP_039323900.1
OG0007410	XP_023415112.1	XP_039323880.1
OG0007411	XP_003419252.1	XP_010342619.2
OG0007412	XP_003419273.1	XP_003933822.1
OG0007413	XP_003419255.1	XP_003933827.2
OG0007414	XP_023415145.1	XP_039323513.1
OG0007415	XP_003419257.1	XP_003933833.1
OG0007416	XP_023415148.1	XP_039323660.1
OG0007417	XP_010597184.1	XP_039323624.1
OG0007418	XP_003404298.2	XP_003938666.1
OG0007419	XP_003404292.1	XP_003932418.1
OG0007420	XP_003404289.1	XP_003922393.1, XP_039325038.1, XP_039323325.1
OG0007421	XP_023413930.1	XP_003932467.2
OG0007422	XP_010585779.1	XP_039331050.1, XP_039331170.1
OG0007423	XP_023400477.1	XP_010350176.1
OG0007424	XP_023400495.1	XP_010349015.1
OG0007425	XP_010585809.1	XP_003921006.2
OG0007426	XP_003407397.1	XP_003920902.1
OG0007427	XP_003407438.1	XP_003935672.1
OG0007428	XP_023395206.1	XP_039317205.1
OG0007429	XP_023395196.1, XP_003420524.1	XP_003935711.1
OG0007430	XP_003421139.1	XP_003938250.2
OG0007431	XP_023395998.1	XP_003941199.1
OG0007432	XP_023396001.1	XP_003938256.1
OG0007433	XP_023399476.1	XP_010330673.1, XP_039321951.1
OG0007434	XP_023402932.1	XP_039333754.1
OG0007435	XP_003406279.1	XP_010330665.1
OG0007436	XP_010584928.1	XP_039322653.1
OG0007437	XP_010584914.1	XP_039322507.1
OG0007438	XP_023399260.1	XP_039322960.1
OG0007439	XP_010584912.2	XP_039322712.1
OG0007440	XP_023399345.1, XP_003406664.1	XP_003944722.1
OG0007441	XP_023399945.1	XP_003944137.3
OG0007443	XP_003406892.1	XP_039322474.1
OG0007445	XP_023399073.1	XP_039322367.1
OG0007446	XP_023399823.1	XP_010349405.1
OG0007447	XP_023399010.1	XP_039322915.1
OG0007448	XP_023399828.1	XP_010349372.1, XP_003940394.1
OG0007450	XP_003406870.1	XP_010349346.2
OG0007451	XP_023399031.1	XP_039321612.1
OG0007452	XP_023399039.1	XP_003940374.1
OG0007453	XP_023399040.1	XP_003940373.1
OG0007454	XP_010584770.1	XP_039322832.1
OG0007455	XP_023398957.1	XP_039321360.1
OG0007456	XP_023399811.1	XP_010349284.1
OG0007457	XP_010584752.1	XP_003940287.1
OG0007458	XP_023399786.1	XP_003943249.2
OG0007459	XP_010584709.1	XP_039322069.1
OG0007460	XP_023395687.1	XP_039321828.1
OG0007461	XP_023395612.1	XP_039322183.1
OG0007462	XP_010598703.1	XP_039321782.1
OG0007463	XP_010598701.1	XP_039322922.1
OG0007464	XP_023395607.1	XP_010329272.2
OG0007465	XP_003420884.1	XP_003943183.1, XP_039336057.1
OG0007466	XP_023395604.1	XP_003943168.1
OG0007467	XP_003420815.1	XP_039331345.1, XP_003937499.1, XP_039320584.1
OG0007468	XP_010598681.1	XP_039321849.1
OG0007469	XP_010598612.1	XP_039321837.1
OG0007470	XP_023395644.1	XP_003937484.2
OG0007471	XP_003422351.1	XP_039321813.1
OG0007472	XP_023397285.1	XP_010346260.1
OG0007473	XP_023395588.1	XP_010346235.1
OG0007474	XP_023395627.1	XP_039323122.1
OG0007475	XP_003420811.1	XP_003937390.2
OG0007476	XP_023411392.1	XP_010346177.1
OG0007477	XP_010594412.1	XP_003937364.2
OG0007478	XP_023399908.1	XP_039319528.1
OG0007479	XP_023404511.1	XP_039334491.1
OG0007480	XP_023401272.1	XP_003925849.1
OG0007481	XP_003404880.2	XP_010342818.1
OG0007482	XP_003416413.1	XP_039319965.1
OG0007483	XP_003413511.1	XP_010344819.2
OG0007484	XP_003413520.1	XP_039334826.1, XP_039329978.1
OG0007485	XP_003410597.2	XP_010339541.2
OG0007486	XP_003410759.1	XP_003930766.2
OG0007487	XP_003410600.1	XP_003930712.1
OG0007488	XP_010588945.1	XP_039334891.1
OG0007489	XP_003410608.1	XP_003930694.2
OG0007490	XP_010589020.1	XP_010339482.1
OG0007491	XP_023404690.1	XP_039334896.1
OG0007492	XP_010589193.1	XP_039334769.1
OG0007493	XP_023404708.1	XP_010347989.1
OG0007494	XP_023404720.1	XP_010347999.1
OG0007495	XP_003410799.1	XP_039334791.1
OG0007496	XP_023404516.1	XP_039334865.1
OG0007497	XP_023405295.1	XP_039324303.1
OG0007498	XP_023408387.1	XP_010342764.2
OG0007499	XP_023405826.1	XP_010336552.2
OG0007500	XP_023408424.1	XP_039333619.1
OG0007501	XP_023408433.1	XP_003920588.2
OG0007502	XP_023408447.1	XP_010336797.1
OG0007503	XP_023401234.1	XP_039323605.1
OG0007504	XP_003408107.1	XP_003925851.1
OG0007505	XP_003408112.1	XP_003925843.1
OG0007506	XP_003407986.2	XP_003925832.2
OG0007507	XP_010586508.1	XP_010334836.1
OG0007508	XP_023401304.1	XP_003925809.1
OG0007509	XP_023412293.1	XP_010329683.1
OG0007510	XP_023412256.1	XP_039331735.1
OG0007511	XP_003417143.1	XP_003943552.1
OG0007512	XP_010595149.2	XP_003943554.2
OG0007513	XP_023411328.1	XP_010329647.2
OG0007514	XP_023411340.1	XP_003943523.2
OG0007515	XP_023411346.1	XP_003943518.2
OG0007516	XP_010594378.1	XP_003943504.1
OG0007517	XP_023411355.1	XP_039331240.1
OG0007518	XP_010594464.2	XP_003937305.1
OG0007519	XP_010594442.1	XP_010346129.1
OG0007520	XP_003416440.1	XP_010346123.2
OG0007521	XP_023411439.1	XP_039318883.1
OG0007522	XP_010593654.1	XP_010346417.2
OG0007523	XP_023410065.1	XP_010346503.2
OG0007524	XP_003415518.1	XP_039330218.1
OG0007525	XP_003415506.2	XP_010346440.1
OG0007526	XP_023410239.1	XP_010346445.1
OG0007527	XP_010593650.1	XP_010346457.1
OG0007528	XP_003415500.1	XP_003937633.1
OG0007529	XP_003415499.1	XP_003937640.1
OG0007530	XP_023410061.1	XP_039329810.1
OG0007531	XP_003415490.1	XP_039330316.1
OG0007532	XP_003415482.1	XP_039330232.1
OG0007534	XP_010593417.1, XP_023410168.1	XP_039330122.1
OG0007535	XP_010593407.1	XP_003934858.1, XP_039331451.1
OG0007536	XP_023410053.1	XP_010343687.2
OG0007537	XP_003415446.1	XP_039329843.1
OG0007538	XP_003415425.1	XP_010343758.1
OG0007539	XP_023410106.1	XP_039330112.1
OG0007540	XP_010591330.2	XP_003934958.1
OG0007541	XP_023407744.1	XP_039329957.1
OG0007542	XP_003413475.1	XP_003934964.1
OG0007543	XP_010591344.1	XP_010343804.2
OG0007544	XP_003413479.1	XP_039329960.1
OG0007545	XP_010591377.1	XP_039329592.1, XP_010348782.1
OG0007546	XP_023408254.1	XP_003936064.1
OG0007547	XP_023408256.1	XP_039330454.1
OG0007548	XP_003413510.1	XP_039329700.1
OG0007549	XP_003410578.1	XP_039334928.1
OG0007550	XP_003411357.2	XP_003941031.1
OG0007551	XP_003409319.1	XP_010337650.1
OG0007553	XP_003405052.1	XP_003920760.1
OG0007554	XP_003404779.1	XP_003920771.2
OG0007555	XP_003405038.1	XP_003920786.1
OG0007556	XP_010591831.1	XP_039328265.1, XP_039325449.1
OG0007557	XP_010586557.1	XP_039335121.1
OG0007558	XP_003408025.1	XP_003920854.1
OG0007559	XP_023401346.1	XP_039324877.1
OG0007560	XP_010586531.1	XP_003920871.1
OG0007561	XP_003408153.1	XP_010339362.1
OG0007562	XP_023401320.1	XP_003920886.1, XP_010339420.1
OG0007563	XP_003420689.1	XP_003943727.1
OG0007565	XP_023395423.1	XP_003940607.1
OG0007566	XP_023395404.1	XP_039335924.1
OG0007567	XP_023408838.1, XP_010592173.1	XP_003940590.2
OG0007568	XP_023408797.1	XP_003921804.1
OG0007569	XP_023408610.1	XP_010347948.1
OG0007570	XP_010592119.1	XP_039335948.1, XP_039335943.1
OG0007571	XP_010592092.1	XP_039335998.1
OG0007572	XP_023408601.1	XP_003921741.1
OG0007573	XP_003413898.1	XP_003921746.1
OG0007574	XP_003413793.1	XP_010329124.1
OG0007575	XP_010600314.2	XP_003934701.1
OG0007576	XP_023405466.1	XP_010343615.2
OG0007577	XP_003411382.1	XP_039324056.1
OG0007578	XP_010589652.1	XP_039323989.1, XP_039323792.1
OG0007579	XP_010589654.1, XP_010589655.1	XP_039324061.1
OG0007580	XP_003411310.1	XP_039324063.1
OG0007581	XP_023405558.1	XP_039324465.1
OG0007582	XP_023405498.1	XP_003934733.2
OG0007583	XP_003411352.2	XP_010336496.1
OG0007584	XP_023405557.1	XP_003927550.1
OG0007585	XP_010589703.1	XP_039324484.1
OG0007587	XP_003411420.1	XP_003927513.1
OG0007588	XP_003422960.1	XP_039324207.1
OG0007589	XP_003420692.1	XP_003943735.2
OG0007590	XP_023405536.1	XP_003927536.2
OG0007591	XP_003408940.1	XP_003928662.1
OG0007592	XP_003411052.3	XP_010344189.2
OG0007593	XP_023405065.1	XP_039320212.1
OG0007594	XP_010589414.1	XP_003940820.2
OG0007595	XP_003410938.1	XP_039320163.1
OG0007596	XP_003409078.1	XP_010337648.1
OG0007597	XP_023402739.1	XP_003928755.2
OG0007598	XP_023402747.1	XP_003928744.1
OG0007599	XP_003409333.1	XP_039334239.1
OG0007600	XP_003409083.1	XP_003928733.1
OG0007601	XP_003409337.1	XP_003928728.1
OG0007602	XP_010587466.1	XP_003928724.1, XP_039334352.1
OG0007603	XP_023402788.1	XP_003928709.1
OG0007604	XP_023402801.1	XP_039333911.1
OG0007605	XP_023402832.1	XP_039334266.1
OG0007606	XP_003408944.1	XP_003939858.1
OG0007607	XP_003408950.1	XP_010348797.1
OG0007608	XP_003409119.2	XP_010348774.2
OG0007609	XP_023402871.1	XP_010348767.2
OG0007610	XP_010587563.1	XP_003939816.3
OG0007611	XP_023402961.1	XP_010348743.1
OG0007612	XP_023414378.1	XP_039334402.1
OG0007613	XP_003418614.1	XP_039334387.1
OG0007615	XP_003404952.1	XP_003936143.2
OG0007616	XP_010592595.2	XP_010344898.2
OG0007617	XP_003404734.1	XP_039316486.1, XP_039330213.1
OG0007618	XP_003404733.1	XP_003936152.1
OG0007619	XP_023408628.1	XP_010344983.2
OG0007620	XP_010590937.1	XP_003936184.1
OG0007621	XP_003404711.1	XP_010344947.1
OG0007622	XP_010590868.1	XP_039316619.1
OG0007623	XP_010590859.1	XP_039316608.1
OG0007624	XP_003404706.1	XP_039316622.1
OG0007625	XP_023406876.1	XP_003934807.1
OG0007626	XP_010590483.2	XP_039316347.1, XP_039316346.1
OG0007627	XP_010592450.1	XP_003934820.1
OG0007628	XP_023406732.1	XP_003943779.2
OG0007629	XP_023406684.1	XP_010342893.1, XP_003934109.1
OG0007630	XP_003404663.1	XP_003934100.1
OG0007631	XP_010590309.1	XP_010342882.1, XP_039329542.1
OG0007632	XP_003404637.1	XP_003934050.1
OG0007633	XP_023408452.1	XP_003934039.1
OG0007634	XP_003408077.1	XP_003925914.1
OG0007635	XP_010586420.1	XP_039325428.1
OG0007636	XP_010586409.1	XP_039327021.1
OG0007637	XP_010586406.1	XP_003925964.1
OG0007638	XP_023401178.1	XP_010334987.2
OG0007639	XP_023401171.1	XP_010344998.1
OG0007640	XP_003408187.1	XP_003932536.1
OG0007641	XP_010595448.1	XP_010332694.1, XP_039327353.1
OG0007642	XP_003416959.1	XP_039332840.1, XP_010338131.2
OG0007643	XP_003416836.1	XP_003929286.1
OG0007644	XP_003413277.2	XP_039329765.1
OG0007645	XP_023412775.1	XP_003942999.1
OG0007646	XP_010595407.2	XP_003943001.2
OG0007647	XP_010592731.1	XP_003942861.1
OG0007648	XP_003417514.1	XP_003923550.1
OG0007649	XP_023412777.1	XP_003923567.1
OG0007650	XP_023412837.1	XP_039326460.1, XP_003942996.1
OG0007651	XP_010595453.1	XP_010332703.1
OG0007652	XP_023412856.1	XP_003923603.2
OG0007653	XP_003417479.1	XP_003923604.1
OG0007654	XP_003418238.1	XP_010332739.1
OG0007655	XP_003418309.1	XP_039327350.1
OG0007656	XP_003418304.1	XP_010332759.1
OG0007657	XP_023413963.1	XP_039326311.1
OG0007658	XP_023413919.1	XP_039327264.1
OG0007659	XP_003415675.1	XP_039326970.1, XP_039334900.1
OG0007661	XP_023410472.1	XP_010349952.2, XP_010332918.1
OG0007662	XP_010593723.1	XP_010332927.2
OG0007663	XP_010594847.1	XP_039332808.1
OG0007664	XP_023412144.1	XP_010338060.1
OG0007665	XP_023412170.1	XP_003929208.2
OG0007666	XP_023411922.1	XP_003929218.2
OG0007668	XP_023411930.1	XP_039331989.1
OG0007669	XP_003416847.1, XP_023395360.1	XP_039331670.1
OG0007670	XP_023395364.1	XP_003929314.2
OG0007671	XP_003420718.2	XP_003929329.1
OG0007672	XP_023395508.1	XP_039331715.1
OG0007673	XP_023405417.1	XP_010346189.1
OG0007674	XP_003411295.1	XP_003921494.1
OG0007675	XP_003411191.2	XP_003921497.1
OG0007676	XP_023405272.1	XP_003921525.2
OG0007677	XP_003411098.1	XP_003921541.2
OG0007678	XP_023405317.1	XP_039330101.1
OG0007679	XP_003411105.1	XP_010349145.2
OG0007680	XP_003411109.1	XP_003921568.1
OG0007681	XP_003411111.1	XP_003921575.1
OG0007682	XP_023407611.1	XP_039330473.1
OG0007683	XP_010591478.1	XP_010348646.1
OG0007684	XP_010591470.2	XP_039330047.1
OG0007685	XP_023408276.1	XP_010348622.2
OG0007686	XP_003413239.1	XP_003939661.1
OG0007687	XP_023407861.1	XP_010336842.2
OG0007688	XP_023408266.1	XP_003928094.2
OG0007689	XP_023407843.1	XP_039329967.1
OG0007690	XP_023413784.1	XP_039316204.1
OG0007691	XP_003418173.3	XP_039316237.1
OG0007692	XP_023413840.1	XP_039330294.1
OG0007693	XP_003418134.1	XP_003938106.1
OG0007694	XP_023413894.1	XP_003938104.2
OG0007695	XP_003418208.2	XP_010346957.2
OG0007696	XP_010595120.1, XP_023412451.1	XP_010348934.1
OG0007697	XP_010595101.1	XP_003939990.1
OG0007698	XP_003417107.1	XP_003939998.1
OG0007699	XP_023412404.1	XP_003940004.1
OG0007700	XP_003417099.1	XP_003940021.1
OG0007701	XP_003417084.1	XP_010345126.1
OG0007702	XP_010595057.1	XP_039334035.1
OG0007703	XP_010595045.1	XP_010345098.2
OG0007704	XP_023412334.1	XP_039333784.1
OG0007705	XP_023412340.1	XP_003936353.1, XP_010345088.1
OG0007706	XP_023412304.1	XP_003936319.2
OG0007707	XP_003417151.1	XP_003936309.1
OG0007708	XP_003416782.2	XP_039332809.1
OG0007709	XP_003416834.1	XP_039332026.1
OG0007710	XP_010591725.2	XP_039329406.1
OG0007711	XP_023408269.1	XP_003939655.2
OG0007712	XP_003416614.1	XP_010342963.1
OG0007713	XP_023411635.1	XP_010342969.1, XP_010342970.1
OG0007715	XP_023414768.1	XP_003930251.2
OG0007716	XP_023413094.1	XP_003928804.1
OG0007717	XP_010595783.1	XP_039334393.1
OG0007718	XP_023413354.1	XP_039334268.1
OG0007719	XP_003411162.1	XP_010348844.2
OG0007720	XP_003416681.1	XP_003934147.2
OG0007721	XP_023411784.1	XP_039316574.1
OG0007722	XP_003416696.1	XP_003934156.1
OG0007723	XP_003416698.1	XP_003934317.2
OG0007724	XP_003416603.1	XP_010342932.1
OG0007725	XP_003416634.1	XP_003934176.1
OG0007727	XP_023411595.1	XP_039316435.1
OG0007728	XP_003416550.1	XP_010342982.1
OG0007729	XP_003422533.3	XP_003934218.1
OG0007730	XP_023397451.1	XP_010343037.1
OG0007731	XP_010594674.2	XP_039316482.1
OG0007732	XP_023411728.1	XP_003934286.2
OG0007733	XP_010594570.1	XP_039316627.1
OG0007734	XP_023411695.1	XP_003934833.1
OG0007736	XP_010596820.1	XP_039333705.1
OG0007737	XP_023414678.1	XP_003930169.1
OG0007738	XP_003418965.2	XP_010339118.1
OG0007739	XP_010596778.1	XP_039334121.1
OG0007740	XP_023414639.1	XP_003930271.2
OG0007741	XP_003418956.1	XP_010339102.1
OG0007742	XP_003418948.1	XP_003930238.2
OG0007743	XP_023414581.1	XP_039328106.1
OG0007744	XP_003418933.1	XP_039334409.1, XP_003930203.1
OG0007745	XP_003418845.1	XP_039334310.1
OG0007746	XP_003421924.1	XP_010330899.1
OG0007747	XP_003417764.1	XP_010337702.2
OG0007748	XP_010595600.1	XP_010337700.1
OG0007749	XP_010595625.2	XP_039334264.1
OG0007750	XP_003417777.2	XP_010337467.1
OG0007751	XP_003417779.1	XP_039334190.1
OG0007752	XP_023413051.1	XP_039334275.1
OG0007753	XP_023413187.1	XP_010337433.1
OG0007754	XP_023413189.1	XP_003928518.2
OG0007755	XP_023413192.1	XP_003928512.1
OG0007757	XP_010595669.1	XP_003928502.1, XP_010337410.1
OG0007758	XP_023413059.1	XP_003928496.1
OG0007759	XP_023413060.1	XP_039333996.1
OG0007760	XP_023413237.1, XP_023413238.1, XP_023413239.1	XP_003928493.2
OG0007762	XP_010595800.1	XP_039334074.1
OG0007763	XP_023413273.1	XP_003928448.1
OG0007764	XP_003417826.1	XP_039333831.1
OG0007765	XP_023413040.1	XP_003928435.1
OG0007766	XP_023413315.1	XP_003928432.1
OG0007767	XP_010595731.1	XP_039334155.1
OG0007768	XP_003417829.1	XP_039333859.1
OG0007769	XP_023413321.1	XP_039334216.1
OG0007770	XP_010595745.1	XP_039333990.1
OG0007771	XP_003417837.1, XP_023413043.1	XP_039333863.1
OG0007772	XP_023413367.1	XP_010337237.1
OG0007773	XP_003409624.1	XP_010342325.1
OG0007774	XP_023403224.1	XP_003933490.1
OG0007775	XP_003409617.1	XP_003933489.1
OG0007776	XP_010587860.2	XP_010342405.2
OG0007777	XP_010587838.1	XP_039316768.1
OG0007778	XP_023403207.1	XP_039316815.1, XP_039316814.1
OG0007779	XP_003409578.1	XP_039318774.1, XP_003933425.2
OG0007780	XP_010587965.1	XP_003933289.2
OG0007781	XP_010587816.1	XP_010342106.1
OG0007782	XP_023403286.1	XP_003933299.1
OG0007783	XP_003409571.1	XP_039316764.1
OG0007786	XP_003418499.2	XP_039316711.1
OG0007787	XP_010596393.1	XP_003933333.1
OG0007788	XP_023405412.1	XP_039329876.1
OG0007789	XP_003411254.1	XP_003921400.2
OG0007790	XP_023405191.1	XP_003921410.2, XP_010345247.2
OG0007791	XP_003411268.1	XP_003921438.1
OG0007792	XP_010589490.1	XP_003921460.2
OG0007793	XP_003411283.1	XP_039330249.1
OG0007794	XP_003411287.1	XP_039329554.1
OG0007795	XP_010589596.1	XP_003921621.1
OG0007796	XP_003416671.2	XP_039316277.1
OG0007797	XP_003410332.1	XP_003930445.1
OG0007798	XP_003422477.1	XP_039319399.1
OG0007799	XP_023404983.1	XP_010334368.2
OG0007800	XP_003410399.1	XP_039315809.1
OG0007801	XP_003414723.1	XP_039332669.1
OG0007802	XP_010593292.1	XP_039315833.1
OG0007803	XP_003410252.1	XP_003938295.1
OG0007804	XP_003419932.1	XP_003930514.2
OG0007805	XP_023394477.1	XP_003930406.1
OG0007806	XP_010589274.1	XP_003925369.2
OG0007807	XP_003411022.2	XP_003925477.2
OG0007808	XP_003410909.1	XP_003925368.1
OG0007809	XP_003411013.1	XP_039316032.1
OG0007810	XP_010589250.1	XP_010334339.1
OG0007811	XP_010589247.1	XP_039315986.1
OG0007812	XP_003410886.1	XP_010334316.2
OG0007813	XP_003416855.1	XP_003929381.1
OG0007814	XP_003410927.1	XP_003925389.2
OG0007815	XP_003411030.1	XP_039315940.1
OG0007816	XP_010589308.1	XP_003925402.1, XP_010334414.1
OG0007817	XP_010593245.1	XP_010334419.2
OG0007818	XP_010593279.2	XP_003925442.1
OG0007819	XP_003414935.1	XP_039316201.1, XP_003928150.1
OG0007820	XP_023410004.1	XP_039315832.1
OG0007821	XP_023409996.1	XP_003928131.1
OG0007822	XP_023409994.1, XP_023409995.1	XP_039315870.1
OG0007823	XP_003410962.1	XP_003935387.2
OG0007824	XP_023404926.1	XP_010344168.1
OG0007825	XP_023404927.1	XP_003935372.1
OG0007826	XP_003411070.1	XP_010344151.1
OG0007827	XP_003414995.1	XP_010346791.1
OG0007828	XP_003415212.1	XP_003937906.1
OG0007829	XP_003415207.1	XP_003937898.1
OG0007830	XP_023409851.1	XP_003937878.1
OG0007831	XP_023409810.1	XP_003937844.1
OG0007832	XP_003415158.2	XP_039315762.1
OG0007833	XP_003415153.1	XP_039315921.1
OG0007835	XP_023409785.1	XP_039316193.1
OG0007836	XP_010593080.1	XP_003928109.2, XP_010328076.2
OG0007837	XP_023409764.1, XP_003415140.1	XP_039315796.1
OG0007838	XP_003415141.1, XP_023409765.1	XP_010327925.1
OG0007839	XP_003414962.1	XP_003941926.1
OG0007840	XP_010585047.2	XP_003924744.1
OG0007841	XP_003406373.1	XP_003924774.1
OG0007842	XP_023399667.1	XP_039319816.1
OG0007843	XP_023399668.1	XP_003924798.2, XP_039319795.1
OG0007844	XP_003418041.1	XP_003939618.1
OG0007845	XP_010585127.2	XP_039319825.1, XP_003924838.1
OG0007846	XP_003406411.2	XP_003924840.1
OG0007847	XP_010585145.1	XP_003924854.2
OG0007848	XP_023399732.1	XP_003924857.1
OG0007849	XP_023399743.1	XP_039319574.1
OG0007850	XP_003406432.1	XP_039329917.1, XP_010333875.2
OG0007851	XP_003406439.1	XP_003924916.2
OG0007852	XP_023399773.1	XP_010333895.1
OG0007853	XP_003406440.1	XP_010333898.1
OG0007854	XP_023399930.1	XP_010333900.2
OG0007856	XP_003408829.1	XP_010333257.1
OG0007857	XP_023402414.1	XP_039324986.1
OG0007858	XP_003408879.1	XP_010348856.1
OG0007859	XP_003420989.1	XP_010333361.1
OG0007860	XP_023395841.1, XP_010598812.1, XP_023395842.1	XP_039324583.1
OG0007861	XP_023395845.1	XP_003924362.1
OG0007862	XP_003420997.1	XP_003924358.1
OG0007863	XP_023395894.1	XP_039324561.1, XP_010333336.2
OG0007864	XP_023395865.1	XP_010333319.1
OG0007865	XP_010598835.1	XP_039324658.1
OG0007866	XP_003408780.1	XP_003924274.1
OG0007867	XP_003408794.1	XP_039325003.1, XP_003924269.1
OG0007868	XP_010586887.1	XP_039324794.1
OG0007869	XP_023401873.1	XP_039325082.1
OG0007871	XP_010586902.1	XP_010333233.1, XP_010333232.1
OG0007872	XP_010586904.1	XP_039325379.1
OG0007873	XP_023401904.1	XP_010339405.1
OG0007874	XP_010586920.1	XP_039324978.1
OG0007875	XP_010586936.1	XP_039325155.1, XP_039325154.1
OG0007876	XP_003408717.1	XP_039325225.1
OG0007877	XP_003408539.1	XP_010339356.2
OG0007878	XP_010586968.1	XP_010333426.1
OG0007879	XP_023401984.1	XP_039325099.1
OG0007880	XP_003408741.1	XP_003924454.1
OG0007881	XP_023402404.1	XP_003924499.1
OG0007882	XP_023402054.1	XP_010333491.1
OG0007883	XP_003408567.1	XP_039329251.1, XP_003924505.1
OG0007884	XP_003408783.1	XP_039325406.1
OG0007885	XP_003408785.1	XP_003924530.1
OG0007886	XP_010587206.1	XP_010333518.1
OG0007887	XP_010587207.1	XP_039325347.1
OG0007888	XP_003408792.1	XP_039324791.1
OG0007889	XP_023402114.1	XP_039324940.1
OG0007890	XP_010587211.1	XP_010333560.2
OG0007891	XP_023402135.1	XP_010333594.1
OG0007892	XP_003408824.1	XP_039325272.1
OG0007893	XP_023402411.1	XP_039325050.1
OG0007894	XP_003408853.1	XP_003924668.1
OG0007895	XP_003408625.1	XP_003939913.1
OG0007896	XP_003408892.1	XP_003939874.1
OG0007897	XP_003408895.1	XP_003928867.1
OG0007898	XP_023402307.1	XP_039324637.1
OG0007899	XP_010587228.1	XP_010337772.1
OG0007900	XP_003408914.1	XP_039325353.1
OG0007901	XP_010587146.1	XP_003928891.2
OG0007902	XP_003408912.1	XP_039325418.1
OG0007904	XP_003408907.1	XP_010342260.2, XP_003933420.3
OG0007905	XP_023402373.1	XP_010342221.1
OG0007906	XP_023402377.1	XP_039318811.1
OG0007907	XP_023402435.1	XP_010342379.2
