Orthogroup	Mus_musculus	Homo_sapiens
OG0004354	NP_001398744.1	NP_001400338.1
OG0004355	NP_694762.1, XP_006521570.1	XP_047277644.1, NP_060040.1
OG0004356	NP_001318083.1, NP_001318081.1, NP_032322.1, NP_001318082.1, NP_001318143.1	XP_005272372.1, NP_005517.1
OG0004357	XP_006521214.1, NP_083919.1	XP_011522253.1, NP_060456.3, NP_001098047.1, NP_001240744.1
OG0004358	NP_001345822.1, NP_001345820.1, XP_006520850.1, NP_001345821.1, NP_663446.1	XP_005272415.1, NP_001258965.1, NP_055480.1
OG0004359	NP_036183.1	NP_150644.1, NP_000964.1, NP_001304700.1
OG0004360	NP_001106931.1, NP_001106935.1, XP_006503908.1, NP_001106932.1, NP_038717.2	XP_047272062.1, NP_003206.2
OG0004361	NP_001388270.1	NP_942592.1
OG0004362	NP_786926.2	XP_006716234.1, NP_001380826.1
OG0004363	NP_001239221.1	NP_001240830.1, NP_001240831.1
OG0004364	NP_067389.5	NP_001124192.1, XP_047276043.1, NP_056143.1, NP_001380316.1
OG0004365	NP_001298001.1	NP_001358012.1, XP_047276225.1, NP_001358016.1, NP_001358013.1, NP_000836.2, NP_001358015.1, NP_001120795.1, NP_001358014.1
OG0004366	XP_036022022.1, NP_663349.2	NP_001357005.1
OG0004367	NP_081840.1, NP_001404647.1, XP_006506668.1	NP_001358281.1, NP_620166.3, XP_011513427.1, NP_001358280.1
OG0004368	NP_666832.1	NP_001005286.1
OG0004370	NP_001139407.1, NP_001139408.1, XP_036019816.1, NP_898963.2	NP_001229668.1
OG0004371	NP_001408222.1	XP_005270952.4
OG0004372	NP_808241.2, NP_001342534.1, NP_001342532.1, XP_006502947.1	NP_001337684.1
OG0004373	NP_083076.3, NP_001139299.1, XP_006503504.1	NP_001269475.1
OG0004374	NP_001030602.1	XP_016857855.1, NP_079150.3
OG0004375	XP_006503216.1, NP_796019.1	NP_115825.1
OG0004376	NP_001342103.1, NP_067436.1, NP_001356167.1, NP_001272417.1, NP_001272416.1, XP_006502885.1	NP_003675.3
OG0004377	NP_666263.3, XP_030109303.1	NP_009101.2
OG0004378	NP_081113.1, NP_001272745.1, NP_001272744.1, XP_030109615.1, NP_001272743.1, NP_083865.1, NP_001272741.1	NP_078863.2
OG0004379	NP_666875.1	NP_001382225.1, NP_001004719.2, NP_001005500.1
OG0004380	NP_034080.1, NP_001317067.1, NP_001317104.1, NP_001317070.1, XP_006513243.1	NP_001307028.1
OG0004381	NP_796000.1, NP_001162155.1, NP_001346689.1, NP_001346690.1, NP_001346691.1, NP_742048.2, XP_036011707.1	NP_065749.3
OG0004382	NP_038536.2, XP_030100731.1	NP_001400689.1
OG0004383	NP_001036023.1	XP_047284714.1, NP_037361.1, NP_863651.1, NP_001151.1, NP_863658.1
OG0004384	NP_001077375.1, NP_001413505.1, NP_001413506.1, NP_001413504.1, NP_001413507.1	XP_011530277.1
OG0004385	XP_006509456.1, NP_001280712.1	NP_060101.3
OG0004386	NP_663339.1, XP_017176967.1	NP_005980.1
OG0004387	XP_006505823.1, NP_035356.1	XP_005250053.1, NP_001008749.2
OG0004388	XP_006535827.1, NP_064691.2	NP_001350339.1, NP_001350338.1, NP_001337882.1, NP_071903.2
OG0004389	NP_001280622.1, XP_006509225.1, NP_700446.2	NP_659441.4, XP_006716361.1
OG0004390	NP_083977.1	NP_068747.1
OG0004391	NP_001361639.1, XP_011242115.1, NP_031912.2, NP_001155937.1, NP_001342457.1, NP_001408831.1	NP_068707.1
OG0004392	NP_851796.1	NP_001316043.1
OG0004393	XP_006524411.1, NP_064303.2	NP_001381834.1, XP_011531155.1, NP_996826.3
OG0004393	NP_996841.1, NP_001318162.1	NP_000618.4
OG0004394	XP_006523574.1	NP_001190187.1, NP_065795.1, NP_001269685.1, NP_001269684.1, NP_001317371.1, NP_001317372.1, NP_001317373.1
OG0004395	NP_001277655.1	NP_001306014.1, XP_016858672.1, NP_001306016.1, NP_997646.1, NP_001306021.1, NP_001306023.1, NP_001306025.1, NP_001306022.1
OG0004396	NP_663543.1, NP_001341635.1	NP_001291455.1, XP_016859781.1, NP_057702.1
OG0004397	XP_011239567.1, NP_001295303.1, NP_001397239.1, NP_035480.3	NP_004254.2
OG0004398	NP_001020483.1, NP_598626.2	NP_073747.1, NP_001306875.1, NP_001306876.1, NP_001350620.1, NP_001350619.1
OG0004399	NP_081941.1	NP_068566.2
OG0004400	NP_071313.1	NP_001315603.1
OG0004401	NP_001020785.1, NP_001020784.1, XP_006501448.1	NP_064590.2, XP_011508084.1
OG0004402	NP_705733.2, XP_011238397.1	NP_001287969.1, NP_078855.2, XP_047286402.1, NP_001287970.1, NP_001287968.1, NP_001287971.1
OG0004403	NP_955769.1	XP_016857266.1
OG0004404	NP_667192.1	NP_001335152.1
OG0004405	NP_001333997.1	NP_001155306.3, XP_011513354.1
OG0004406	XP_006515056.1, NP_032508.3	NP_002282.2
OG0004407	NP_080310.1	NP_001154481.1, XP_047276868.1, NP_114111.2, NP_001154482.1, NP_001154484.1, NP_001154485.1, NP_001154483.1
OG0004408	NP_067291.1, NP_001347414.1	NP_057648.2
OG0004409	NP_034255.2, XP_006498768.1, NP_001139285.1	NP_938195.1
OG0004410	XP_006500162.1, NP_001277694.1, NP_080997.1	NP_001317174.2, NP_001121697.2, XP_011518768.1, NP_689477.3
OG0004411	XP_011237559.1, NP_031413.1, NP_001343996.1	NP_001289418.1, NP_001601.1, NP_001343945.1
OG0004412	XP_006536237.1, NP_001020274.2	XP_016873071.1
OG0004413	NP_001273486.1, NP_001273487.1, NP_001034747.1, NP_001034746.1	NP_004914.2, XP_011543704.1, NP_001034745.1
OG0004414	NP_001356290.1	NP_001128247.1
OG0004415	NP_001398160.1	NP_001092140.1, NP_722541.1, NP_001092141.1
OG0004416	NP_032900.2, NP_001277278.1, XP_006526829.1	NP_000923.1
OG0004417	NP_001360823.1	NP_065070.1
OG0004418	XP_006529857.1, NP_080136.2	NP_006764.3
OG0004419	NP_861415.2, XP_006529480.1, NP_001344411.1	NP_001341129.1, NP_001269727.1, NP_056176.2, NP_001341128.1, NP_001365036.1
OG0004420	NP_001342220.1, NP_001342218.1, NP_001276450.1, NP_001342219.1, NP_056568.2, NP_001342217.1	NP_055610.1
OG0004421	XP_011237418.1, NP_796113.1, NP_001406609.1	NP_001182614.1, NP_919298.1, XP_024308467.1
OG0004422	NP_036036.2	XP_047303396.1
OG0004423	XP_036008267.1, NP_001265600.1	NP_997218.2, XP_047303545.1, NP_001357153.1
OG0004424	NP_001398529.1	NP_001271319.1, NP_001271320.1, NP_001121693.1, NP_001121692.1
OG0004425	NP_080105.1, XP_030111408.1	XP_047304016.1, NP_001128123.1
OG0004426	XP_006518011.1, NP_666162.1	XP_011531650.1, NP_620160.1
OG0004427	XP_006511911.1, NP_083907.3	NP_001139786.1
OG0004428	NP_109655.2	NP_001309185.1, NP_001374796.1, NP_001309182.1, NP_001374795.1, NP_055921.2, NP_001374798.1
OG0004429	NP_001408254.1	NP_001230854.1, NP_004626.1, XP_047304839.1, NP_001230855.1
OG0004430	XP_011241203.1, NP_080654.3	XP_047304392.1
OG0004431	NP_001397511.1, NP_001001144.2, NP_001096632.1, XP_006512147.1	NP_036367.2
OG0004432	XP_036009953.1	NP_001139194.1
OG0004433	NP_067513.1	NP_955476.1, XP_011525958.1, NP_009194.2, NP_001317398.1, NP_955474.1
OG0004434	NP_081240.1, XP_006509718.1	NP_612451.1, NP_001129675.1
OG0004435	XP_017168363.1, NP_001025044.2	NP_001073890.2
OG0004436	XP_006524486.1, NP_796281.1	NP_775754.2, XP_011525994.1
OG0004437	NP_001273559.1	NP_001366220.1, NP_490597.1, XP_047294496.1, NP_055114.1, NP_001366221.1
OG0004438	NP_001411771.1, NP_001411770.1	XP_005259970.1, NP_000519.2
OG0004439	NP_663586.3	NP_001366477.1
OG0004440	NP_082451.2, XP_006508969.1	NP_001255213.1
OG0004441	NP_084080.1, NP_001103383.1	NP_005959.2, XP_005272535.1, NP_001284347.1, NP_112480.2
OG0004442	NP_032764.1, XP_006523864.1	NP_004549.1, XP_047294846.1
OG0004443	NP_080941.3	XP_016874081.1, NP_001230705.1, NP_001350533.1, NP_001230706.1, NP_055494.2
OG0004444	NP_033479.2	NP_005080.1, XP_011543891.3
OG0004445	XP_006507252.1, NP_852072.2	NP_001014811.1
OG0004446	NP_899116.1	NP_775827.2
OG0004447	NP_780597.2, XP_006507248.1	XP_011543191.1, NP_001092108.1
OG0004448	NP_001399517.1, NP_001116211.1, NP_034697.2, NP_001399520.1, NP_001399519.1, NP_001399518.1	NP_001558.3, XP_005274036.1
OG0004449	NP_034692.2, NP_001155196.1	NP_001014794.1
OG0004450	XP_006508088.1, NP_001347304.1, NP_001123951.1	NP_001339590.1, XP_024304295.1
OG0004451	NP_067250.2, XP_006498875.1	NP_002224.1
OG0004453	NP_001001490.1	NP_001333125.1, NP_001333126.1, NP_543008.3, NP_001333124.1, NP_001333123.1, XP_047286230.1
OG0004454	NP_766076.1	NP_001121775.1
OG0004455	NP_666072.3, XP_017171428.1	XP_011533617.1, NP_001341003.1, NP_001341005.1, NP_004285.2, NP_001341002.1
OG0004456	XP_011243425.1, NP_062644.1	NP_001035982.1, NP_001245298.1, XP_024305190.1, NP_001245295.1, NP_001245296.1, NP_001245297.1
OG0004457	NP_001074846.1, NP_001258729.1, NP_001258728.1, NP_001333651.1, NP_001258727.1, XP_036014425.1	NP_982354.1, XP_016876108.1
OG0004458	NP_001347270.1	NP_036290.1, XP_005266393.1
OG0004459	NP_001170976.1	NP_001275519.1
OG0004460	NP_001273531.1, NP_001273529.1, NP_001273530.1, NP_001075429.1, NP_083909.2, NP_001107819.1, XP_006512447.1	XP_047303710.1
OG0004461	XP_006511980.1, NP_598741.2	NP_004247.2
OG0004462	NP_001159429.1	XP_047304034.1, NP_001335947.1, NP_001335953.1, NP_001335954.1, NP_001335952.1, NP_001335951.1, NP_835231.1, NP_001335949.1, NP_001335950.1
OG0004463	XP_011241131.1, NP_083370.2	NP_006210.1
OG0004464	NP_001344381.1, NP_001344380.1, NP_001344378.1, NP_653116.1, XP_006511565.1, NP_001344374.1, NP_001344375.1	NP_001307439.1
OG0004465	NP_036013.1, NP_001291385.1, NP_001291383.1, NP_001106884.1, NP_001344009.1, XP_006501521.1	NP_001365214.1, XP_011510675.1
OG0004466	NP_001156356.1, XP_006501528.1	XP_011511010.1, NP_001371989.1
OG0004467	NP_001289132.1, XP_006502457.1	NP_076404.3
OG0004468	XP_006501593.1	NP_001124432.1, XP_005247295.1, NP_055811.2, NP_001336180.1, NP_001336181.1, NP_001124433.1, NP_001336179.1
OG0004469	NP_001277736.1, XP_036018340.1, NP_001277737.1, NP_079751.1	NP_060567.1
OG0004470	NP_808323.1, XP_006499365.1	NP_612140.1, XP_047295845.1
OG0004471	NP_001239472.1	NP_001166216.1
OG0004472	NP_077187.1, NP_001186117.1	NP_689413.1, NP_055241.1
OG0004473	NP_997158.1, NP_001038215.1	NP_001152967.1
OG0004474	NP_001265186.1, NP_001265188.1, NP_001265187.1, NP_001265449.1, NP_075530.1, NP_001119810.1	NP_036541.2
OG0004475	NP_542129.2, NP_001242923.1, NP_001242922.1	NP_955447.1, NP_055763.1, NP_001254513.1
OG0004476	NP_780302.2	NP_001288130.1
OG0004477	XP_030107898.1, NP_849270.1, NP_001405570.1, NP_001405571.1, NP_001405575.1, NP_001405572.1, NP_001405573.1, NP_001405574.1	NP_110442.1
OG0004478	NP_032979.1	NP_542141.1, NP_001306093.1
OG0004479	NP_001278058.1, NP_001278057.1	NP_001309731.1
OG0004479	NP_035053.1, XP_036009545.1, NP_001278059.1	NP_005377.1
OG0004480	XP_017172075.1	NP_001380953.1
OG0004480	NP_067439.1, NP_001278078.1	XP_016883100.1
OG0004481	NP_001400519.1, NP_001400514.1	NP_954639.1, NP_954640.1, NP_001242905.1, NP_954638.1, NP_064567.2
OG0004482	NP_058680.1	NP_003297.1, NP_057263.1
OG0004483	XP_006504896.1, NP_660137.1, NP_001405168.1, NP_001405171.1, NP_001405169.1, NP_001405170.1	NP_006637.2
OG0004484	NP_001014996.2	NP_060921.3, XP_047286439.1
OG0004485	XP_011240385.1, NP_776105.1, NP_001348557.1, NP_001348558.1, NP_001348559.1, NP_001348554.1	NP_001243042.1
OG0004486	XP_017176147.1, NP_775601.1	XP_047301844.1, NP_079061.2, NP_001116251.1
OG0004487	NP_082001.2, NP_001359174.1, NP_001359172.1, XP_011237012.1, NP_001359173.1	NP_849143.1
OG0004488	NP_001404814.1, NP_082197.1, NP_001404815.1	XP_011509053.1, NP_689740.2
OG0004489	NP_082749.1, XP_036009654.1	NP_996778.1, NP_001333049.2, NP_001333050.2, NP_001381135.1, NP_001333051.1, XP_016859572.1, NP_001381136.1
OG0004490	NP_766093.1, XP_006529783.1, NP_941054.2	NP_001269892.1, XP_047300866.1, NP_001269891.1, NP_060880.3
OG0004491	NP_080730.1, NP_001342691.1, NP_001342692.1, NP_001342693.1, NP_001342690.1	NP_001265234.1
OG0004492	NP_663494.2	NP_055623.1, NP_001269913.1, NP_001269912.1, XP_011510535.1
OG0004493	NP_001074468.1	NP_001244923.1, NP_001317968.1, XP_011528441.1, NP_073564.3, NP_892029.2
OG0004494	NP_001157468.1, XP_006535249.1	NP_001158187.1
OG0004495	NP_001158306.1, NP_001158305.1, XP_006534983.1, NP_700449.2, NP_001297630.1, NP_001297629.1	XP_005266211.1
OG0004496	NP_852075.1	NP_001507.2, NP_001258795.1, NP_001258796.1, NP_001258797.1, XP_016874717.1
OG0004497	NP_001404617.1, NP_080879.1	NP_003668.2
OG0004498	NP_941013.2, NP_001369783.1, XP_011246501.1	NP_110392.1
OG0004499	NP_001276447.1, NP_001276446.1, NP_001035956.1, NP_001276449.1, NP_067480.2	NP_001131031.1, NP_057321.2, NP_001317418.1
OG0004500	NP_001273325.1	NP_001400563.1, NP_001908.3, XP_011536306.1, NP_001400564.1
OG0004501	XP_036012932.1	NP_001269670.1, NP_001269671.1, NP_001269669.1, NP_001269667.1, NP_001269668.1, NP_110385.1
OG0004502	XP_006514904.1, NP_001160019.1, NP_076232.2, NP_001160020.1, NP_001160021.1	NP_062817.2, NP_001157973.1, XP_006724344.3
OG0004503	NP_780538.2, XP_036011348.1	NP_998885.1, NP_001288268.1
OG0004505	NP_033482.1, XP_036012045.1, XP_036013014.1	NP_001342176.1
OG0004506	NP_001104570.1, NP_067435.3	NP_000226.2, XP_024303791.1
OG0004507	XP_011246549.1, NP_083684.1	XP_047284214.1
OG0004508	NP_001397057.1, NP_032768.1, NP_001397058.1, NP_001157507.1, NP_001157506.1	XP_011519265.1, NP_001096124.1
OG0004510	NP_001258686.1, NP_033551.2, NP_001258687.1, NP_001397434.1, XP_036021918.1	NP_116031.1, NP_110402.2
OG0004511	NP_001368863.1	NP_001123619.1, NP_001123620.1, NP_001123618.1, NP_115734.1
OG0004512	NP_001397571.1, NP_613060.1	NP_065107.1, NP_001291740.1, NP_001333084.1, NP_001333082.1
OG0004513	XP_006505721.1, NP_001289484.1	NP_964013.1, NP_001128689.1, NP_008923.1
OG0004514	NP_001296566.1	NP_922945.1, NP_922940.1, NP_922939.1, XP_047285315.1, NP_922938.1, NP_072092.2, NP_922941.1
OG0004515	NP_001317292.1	NP_004973.1
OG0004516	XP_006506982.1	XP_047284782.1, NP_004976.2, NP_001356716.1, NP_001356715.1, NP_203524.1
OG0004517	NP_001404737.1, NP_083018.1, NP_001404738.1, NP_001404740.1, NP_001404741.1, XP_006507048.1, NP_001404739.1	NP_001139200.1
OG0004518	XP_006520943.1	NP_001254523.1, NP_001254524.1, XP_016874718.1
OG0004519	NP_001276366.1, XP_030104613.1, NP_598475.2, NP_001346756.1	NP_060292.3
OG0004520	XP_036015347.1	XP_011536470.1, NP_001276931.1, NP_056296.1, NP_001276933.1, NP_001124439.1
OG0004521	NP_835146.3, XP_006505929.1	NP_114412.2
OG0004522	NP_001334371.1	NP_000863.1, NP_062874.1, NP_062873.1
OG0004522	NP_001347226.1	XP_024303741.1
OG0004523	XP_006526892.1, NP_001277755.1, NP_001277757.1, NP_001277758.1, NP_938042.2, NP_001277756.1	XP_006717778.1
OG0004524	NP_081382.1	NP_068378.2, XP_016871983.1
OG0004525	XP_006527245.1, NP_803415.1	NP_001243548.2
OG0004526	XP_036017562.1, NP_001157783.1	XP_005270273.1, NP_115587.6
OG0004527	NP_001355672.1	NP_003981.3
OG0004528	NP_573479.3	NP_001311062.1
OG0004529	XP_017177932.1, NP_001137274.1	NP_001034851.1, XP_005252751.1
OG0004530	NP_079765.3, XP_006535578.1, NP_001157009.1, NP_001157008.1	NP_001336361.1, NP_149096.2, XP_011515922.1
OG0004531	NP_001091998.1	NP_004761.2, XP_016869471.1
OG0004532	XP_006495645.1, NP_001230167.1, NP_001292156.1	NP_001378923.1, XP_047277162.1
OG0004533	NP_079579.2	NP_001157857.1, NP_001157856.1, NP_055208.2, NP_001157853.1, NP_001157852.1, NP_001157854.1
OG0004534	NP_001120663.1, XP_036019257.1, NP_083344.3	NP_001335118.1, NP_071416.2, NP_690050.1, NP_690049.1, XP_047278041.1
OG0004535	NP_079679.1	NP_061118.1
OG0004536	XP_011237639.1	NP_733775.1, NP_733776.1, NP_001207411.1
OG0004537	NP_631878.2	NP_060633.1
OG0004538	NP_001153118.1	NP_001020419.1, NP_001317215.1
OG0004539	XP_006511518.1, NP_082306.2, XP_036021560.1	NP_919248.1, XP_047288402.1
OG0004540	XP_006510946.1, NP_001392991.1	NP_001154836.1, XP_047288345.1, NP_059429.1, NP_001154835.1, NP_036560.1
OG0004541	XP_006511621.3	XP_047288839.1, NP_001308850.1, NP_001308849.1, NP_065180.1, NP_001308851.1, NP_001308852.1
OG0004542	XP_006511154.1, NP_780692.2	NP_695003.1
OG0004543	NP_001093208.1	NP_001035282.1, NP_060303.2, NP_001307675.1
OG0004544	NP_001346974.1	NP_001339443.1
OG0004545	XP_011244406.1, NP_001020755.1, NP_034736.2	NP_002231.1
OG0004546	NP_056590.2, XP_006523127.1	NP_001128571.1
OG0004547	NP_001074888.2, XP_006514002.1	NP_001139588.1, NP_001340872.1, NP_055966.2, XP_047296663.1, NP_001397680.1, NP_001340871.1
OG0004548	NP_001398452.1	NP_001358324.1
OG0004549	NP_569717.1	XP_011530535.1, NP_076995.1, NP_001124193.1
OG0004550	NP_001004367.2, XP_006501624.1	XP_011530586.1, NP_079488.2
OG0004551	NP_084419.2	NP_660287.1
OG0004552	NP_001335125.2	NP_001128137.1
OG0004554	NP_001191130.1	NP_001035147.1, NP_001035149.1, NP_001238758.1, NP_000573.1, NP_001238759.1
OG0004555	NP_001412402.1, NP_001412403.1	NP_001317656.1
OG0004556	XP_011244189.1, NP_776286.2, NP_001355650.1	NP_001355095.1, NP_001355097.1, NP_001355096.1, NP_001355094.1
OG0004557	NP_080186.3, XP_006522542.1	NP_001035998.1, NP_116167.3, NP_001248758.1, NP_694822.2, XP_005247895.1
OG0004558	NP_031765.2	NP_001841.2, NP_065084.2
OG0004560	NP_062728.1	NP_001008274.1, NP_037391.2, NP_001008273.1
OG0004562	XP_006517440.1, NP_081980.1	XP_016865599.1, XP_024301977.1, NP_001338232.1
OG0004563	NP_898850.2	NP_001007226.1, NP_001278801.1, NP_001278802.1, NP_001278803.1, NP_001278804.1, XP_016861046.1, NP_001278798.1, NP_006539.3
OG0004564	XP_006535604.1, NP_775274.2, NP_001343882.1	XP_024309484.1, NP_073600.3, NP_001128567.1
OG0004565	NP_001074528.1	NP_001026883.1, XP_047275205.1
OG0004567	XP_006517047.1, NP_080048.2	NP_898861.1, XP_047275350.1, NP_001258598.1, NP_001258597.1, NP_115498.2
OG0004568	NP_038511.1, XP_006516598.1	NP_001723.2
OG0004570	NP_057893.2, XP_006516723.1	XP_047275550.1, NP_001156863.1, NP_001355053.1
OG0004572	NP_001186052.1	XP_054185458.1, NP_065726.1
OG0004573	NP_700454.1	XP_016858809.1
OG0004574	NP_077143.2	NP_061854.1, NP_001258510.1
OG0004575	NP_001355646.1, XP_011236789.1, XP_011236933.1, NP_001297264.1, XP_006496242.1, NP_001238999.1	NP_061720.2, XP_011509790.1
OG0004576	NP_001153336.1	NP_001308476.1
OG0004577	XP_036010912.1, NP_001333985.1, XP_006495676.1, NP_780579.1	NP_631902.2, XP_024308464.1, NP_001276922.1, NP_001120863.1
OG0004578	NP_001355213.1, NP_080240.1, NP_001355212.1	XP_011509026.1
OG0004579	NP_001407262.1, XP_036018509.1, NP_067260.1	NP_524144.1
OG0004579	NP_001407263.1, NP_001106858.1	NP_524146.1
OG0004580	NP_778150.1	NP_001070659.1, XP_011509045.1, NP_001308879.1, NP_733800.1, NP_001070662.1
OG0004581	NP_001297597.1	NP_001353219.1
OG0004582	NP_083618.3	NP_001364428.1
OG0004583	XP_006496616.1, NP_083286.1	XP_024308905.1, NP_001273352.1
OG0004584	NP_035624.3, NP_001264921.1, XP_006496524.1	NP_001008910.1
OG0004585	XP_017177770.1, NP_080989.2	NP_477513.2
OG0004586	NP_766430.3, NP_001153121.1, XP_006529620.1	XP_006711460.1, NP_060243.2, NP_001129662.1, NP_001269807.1
OG0004587	XP_011246242.1, NP_032821.1	NP_002587.2, NP_997667.1, NP_997668.1, XP_047278158.1
OG0004588	NP_796363.3, XP_036021859.1	XP_006711367.3, NP_001310991.1
OG0004589	NP_072075.2, XP_036018652.1	XP_011507889.1, NP_001341911.1, NP_001014796.1, NP_006173.2, NP_001341912.1
OG0004590	NP_001334067.1	NP_848645.3
OG0004591	NP_001120641.1	NP_689491.1, NP_001335187.1
OG0004592	NP_032004.2	NP_001007525.1, NP_036283.2, NP_001007524.1
OG0004593	NP_080384.2	NP_001171607.1, NP_001129037.1, NP_036212.3, NP_001171606.1
OG0004595	XP_036017677.1, NP_001075447.1	NP_001133.1, XP_016884893.2, NP_001351743.1
OG0004596	NP_001357720.1	NP_001269103.1, NP_006791.2
OG0004597	NP_851832.2	NP_009151.1
OG0004598	NP_849266.1	NP_060830.2
OG0004599	NP_683745.2	XP_047298728.1, NP_004645.2
OG0004599	XP_006527649.1	NP_001397677.1
OG0004600	NP_001345553.1, NP_062308.2, NP_079779.2	NP_061929.2
OG0004601	NP_031948.4	NP_005220.2, NP_001107595.1
OG0004602	NP_780388.2	NP_689637.3
OG0004603	NP_631883.2	NP_858058.1
OG0004604	XP_017173829.1, NP_001292560.1, NP_666036.1	NP_001373117.1
OG0004605	NP_083338.1, NP_808589.1	NP_775765.1, NP_001162625.1
OG0004607	NP_001277637.1	NP_001269804.1, NP_001365191.1, NP_001365192.1, NP_001365193.1, NP_001365190.1, NP_003060.2, NP_001269803.1
OG0004608	NP_001277293.1	NP_665811.1
OG0004608	NP_036149.1	NP_001124318.2
OG0004609	XP_006527813.1	XP_005262470.1, NP_001165347.1, NP_001165350.1, NP_001165348.1, NP_001165349.1, NP_005360.3, NP_001093325.1
OG0004610	XP_036017701.1, NP_062533.2	NP_005384.2, NP_001156729.1
OG0004611	NP_001028965.1, NP_001347145.1	NP_001137447.1
OG0004612	XP_006522627.1, NP_001303675.1, NP_001074837.1	NP_060608.1, NP_001127887.1
OG0004615	NP_001342537.1, NP_001135454.1, NP_001342535.1, NP_084519.1, NP_001342536.1, NP_001342533.1, NP_001135453.1, XP_006498403.1	NP_940959.1, XP_047300205.1
OG0004616	NP_077745.2	NP_001018004.1
OG0004616	NP_001157725.1	NP_001317273.1
OG0004616	NP_001157723.1	NP_001394259.1, NP_000357.3
OG0004616	NP_001157727.1	NP_001352705.1
OG0004618	XP_036016762.1, XP_036016770.1, XP_036016764.1, XP_036016754.1, XP_036016771.1, XP_036021566.1, XP_036021567.1, XP_036016766.1, XP_036016793.1, XP_036016767.1, XP_036016791.1, XP_036019397.1, XP_036016790.1, XP_036016786.1, XP_036016761.1, XP_036016795.1, XP_036016769.1, XP_036016763.1, XP_036016797.1, XP_036016768.1, XP_036019398.1	XP_047297646.1
OG0004625	XP_006505981.1, NP_035838.3	XP_047285457.1, NP_000543.3
OG0004626	NP_001403712.1, NP_001344072.1, NP_034191.3, NP_001403713.1	XP_047289631.1, NP_001374068.1
OG0004627	NP_001185974.1	NP_057345.2
OG0004628	NP_035364.1	XP_011520159.2
OG0004629	NP_032382.1, XP_006528770.1	NP_000631.1
OG0004630	NP_001153202.1, NP_077778.1	NP_002588.3, NP_072098.1
OG0004631	NP_001390289.1, NP_001390288.1, NP_001273344.1, NP_001033086.2, XP_006523703.1	XP_011541571.1, NP_005237.2, NP_001294957.1
OG0004632	XP_006521804.1, NP_062261.3	NP_787058.5, NP_001193854.2
OG0004633	XP_036015651.1, NP_001346827.1, NP_033985.3	NP_005182.1
OG0004634	XP_036010598.1, NP_035329.2, NP_001077405.1, NP_001077404.1	NP_000307.1, NP_001171673.1, XP_011532269.1
OG0004635	NP_032143.1, XP_006532286.1	NP_000506.2, NP_072101.1, NP_072051.1, XP_011522646.1, NP_066271.1, NP_001308.1
OG0004636	NP_001412948.1, NP_001412949.1, NP_001037849.1, NP_035723.2, NP_001281209.1, NP_001412947.1	NP_003245.1
OG0004637	NP_032218.2, XP_036012232.1	XP_011522118.1, NP_000171.1
OG0004638	NP_035206.2	NP_001335874.1
OG0004639	XP_006505524.1, NP_038516.1	NP_001369643.1, NP_000607.1
OG0004640	NP_001120835.1, XP_017177585.1, NP_001342091.1, NP_898967.2	NP_005530.3
OG0004641	NP_080163.1	NP_004153.2
OG0004642	NP_001264873.1, NP_001296728.1, NP_001296724.1	NP_000474.2
OG0004644	NP_996988.2	NP_001230890.1
OG0004645	NP_033242.1, NP_001398819.1	XP_047287684.1, NP_001040.1
OG0004646	NP_001390000.1	NP_004178.2
OG0004647	NP_032228.2, NP_001071177.1	NP_001275706.1, NP_001070984.1
OG0004649	NP_001300819.1, NP_001300817.1, NP_001300818.1, NP_032397.1	NP_000871.1, XP_011515824.1
OG0004650	NP_061253.2	NP_001008697.1
OG0004651	XP_006529590.1, NP_036012.1	NP_066956.1, XP_047283052.1
OG0004652	XP_006502124.1	NP_065821.1, XP_005245422.1
OG0004653	NP_034614.2	NP_001036.1
OG0004654	XP_006508855.1, NP_898847.1	NP_061131.1, NP_001075020.1
OG0004655	NP_001398594.1, NP_082342.1	NP_000119.1, XP_005262878.1, NP_001341733.1
OG0004656	NP_700473.2, NP_001342668.1, XP_006538930.1, NP_001342667.1	NP_055917.1, XP_006710626.1, NP_001278523.1, NP_001278522.1
OG0004657	NP_033235.3, XP_006530856.2	NP_001165975.1
OG0004658	NP_940807.1	NP_001816.2, NP_001093205.1, NP_001093206.1
OG0004659	NP_038678.1	NP_001306125.1, NP_001306126.1, NP_001306127.1, NP_002955.2, NP_001306130.1
OG0004660	NP_081082.1, XP_006541213.1	NP_036559.1, XP_011525004.1, NP_001070960.1, NP_001070959.1
OG0004661	XP_011237333.1, NP_034841.2	NP_001350675.1, XP_016870657.1, NP_835258.1
OG0004661	NP_001034742.1	NP_055379.1
OG0004662	NP_001159952.1	NP_001191455.1
OG0004663	NP_001184011.1	NP_001041664.1, NP_001368795.1, NP_001260.1, NP_001368794.1, NP_001041660.1, NP_001041659.1
OG0004664	NP_033103.2	NP_000970.1
OG0004665	NP_001028711.1, NP_001346499.1, NP_001346498.1, NP_997622.1	NP_001073894.1, NP_001121160.1
OG0004666	NP_033486.1	NP_001005781.1, NP_003343.1, NP_001358321.1
OG0004667	NP_080303.1	XP_005268522.1
OG0004668	NP_001152866.1, NP_085115.1, NP_001152867.1	NP_113607.1, NP_001005474.1
OG0004669	NP_001182342.1	NP_001273059.1, NP_001288.3, NP_001129111.1
OG0004670	XP_006531362.1, NP_080106.1	XP_011521125.1, NP_001257383.1, NP_008945.2
