Orthogroup	Mus_musculus	Rattus_norvegicus
OG0004324	NP_001156354.1, NP_001156352.1	XP_006242306.1, NP_001128725.1
OG0004325	NP_001313517.1, NP_766016.2	NP_001019526.1
OG0004326	NP_032592.2, NP_001289469.1	NP_001386133.1
OG0004327	NP_789778.1, NP_647456.1, XP_006523963.1	XP_006239773.1, NP_640346.2
OG0004328	NP_666127.2, XP_006514723.1	NP_001012039.1, XP_008768678.1
OG0004329	NP_081536.2	XP_038948163.1, NP_001388334.1
OG0004330	XP_006526351.1, NP_082723.2	NP_001029059.2, XP_006254808.1
OG0004331	NP_001334425.1	XP_063125045.1
OG0004332	NP_035227.1, XP_006517220.1	XP_063132085.1, NP_446076.1
OG0004333	NP_542368.2	NP_001414325.1
OG0004334	XP_030106159.1, NP_033948.1	NP_001007146.1, XP_017456453.1
OG0004335	NP_001364027.1, NP_080036.1, NP_001364028.1, XP_006538253.1, NP_001364029.1	XP_006238438.1, NP_001102139.1
OG0004336	NP_077203.2, XP_006537612.1	XP_006238175.1
OG0004337	NP_081726.1	XP_006238202.1, NP_001385886.1
OG0004338	NP_666102.2	NP_775157.2, XP_006238335.1
OG0004339	NP_001365818.1	NP_001119759.2
OG0004340	XP_006523833.1, NP_038628.2, NP_001139687.1	XP_063135081.1, NP_997701.2
OG0004341	XP_017173068.1, NP_524574.1	NP_446267.1
OG0004342	NP_001005916.1	NP_998729.1, XP_006256184.1
OG0004343	XP_006511015.1, NP_001038983.1	NP_001101639.1
OG0004344	NP_079550.2	XP_236761.1, XP_229957.2, XP_038954659.1, XP_235194.1
OG0004345	NP_001394918.1, NP_001394917.1, NP_001344283.1, NP_001344281.1, NP_001074712.1, NP_001344282.1, NP_001394916.1	XP_063120992.1, NP_663715.2
OG0004346	NP_001116450.1, XP_006538012.1, NP_036127.2	XP_006238035.1, NP_001101391.1
OG0004347	NP_033976.1, XP_036011462.1	XP_063135042.1, NP_036884.1
OG0004348	NP_001346529.1, NP_950193.1, NP_001346530.1, XP_006512833.1	XP_038955077.1
OG0004349	NP_001399316.1, NP_573455.2	XP_063129721.1, NP_076470.1, NP_001399325.1
OG0004350	XP_036015327.1, NP_808423.1	XP_008763731.1, NP_001020179.1
OG0004351	NP_001263392.1, NP_001263391.1, NP_001398114.1, NP_034156.2, NP_001263396.1, NP_001263390.1	XP_063119599.1, NP_001037710.2
OG0004352	NP_033218.1, XP_017172011.1, NP_001025012.1	NP_835198.2, XP_063119761.1
OG0004353	XP_006521590.1	NP_001029328.1, XP_063119648.1
OG0004354	NP_001398744.1	NP_001257718.1, NP_001257719.1, NP_001120927.1, XP_063119377.1
OG0004355	NP_694762.1, XP_006521570.1	NP_446356.1, XP_006241833.1
OG0004356	NP_001318083.1	NP_077369.1
OG0004356	NP_001318081.1, NP_032322.1, NP_001318082.1, NP_001318143.1	XP_006241950.1
OG0004357	XP_006521214.1, NP_083919.1	NP_001103140.1, XP_063119944.1
OG0004358	NP_001345822.1, NP_001345820.1, XP_006520850.1, NP_001345821.1, NP_663446.1	NP_001388153.1
OG0004359	NP_036183.1	NP_001030088.2, XP_038957368.1
OG0004360	NP_001106931.1, NP_001106935.1, XP_006503908.1, NP_001106932.1, NP_038717.2	XP_063129753.1, NP_445884.1
OG0004361	NP_112148.2	NP_001388267.1
OG0004362	NP_786926.2	XP_063142057.1, NP_001101322.2
OG0004364	NP_067389.5	NP_001166981.2
OG0004365	NP_001298001.1	NP_071538.1, XP_017448344.1
OG0004366	XP_036022022.1, NP_663349.2	NP_001167025.1, XP_006236152.1
OG0004367	NP_081840.1, NP_001404647.1, XP_006506668.1	NP_001019500.1
OG0004368	NP_666832.1	NP_001000116.1
OG0004368	NP_666729.1	NP_775456.1
OG0004369	NP_666749.1	NP_001000771.1, NP_001000772.1, NP_001000957.1
OG0004370	NP_001139407.1, NP_001139408.1, XP_036019816.1, NP_898963.2	NP_001101438.1
OG0004371	NP_001408222.1	XP_006238847.1, NP_036998.1
OG0004372	NP_808241.2, NP_001342534.1, NP_001342532.1, XP_006502947.1	XP_006238960.1, NP_001102734.1
OG0004373	NP_083076.3, NP_001139299.1, XP_006503504.1	XP_006238943.1, NP_898879.2
OG0004374	NP_001030602.1	NP_001153127.1, XP_063143093.1
OG0004375	XP_006503216.1, NP_796019.1	NP_001257913.1
OG0004376	NP_001342103.1, NP_067436.1, NP_001356167.1, NP_001272417.1, NP_001272416.1, XP_006502885.1	NP_001037732.1, XP_006238756.1
OG0004377	NP_666263.3, XP_030109303.1	NP_596887.1, XP_038965137.1
OG0004378	NP_001272745.1, NP_001272744.1, XP_030109615.1, NP_001272743.1, NP_083865.1	XP_006238727.1
OG0004378	NP_001272741.1	NP_001101434.1
OG0004379	NP_666875.1	NP_001000096.1
OG0004380	NP_034080.1, NP_001317067.1, NP_001317104.1, NP_001317070.1, XP_006513243.1	XP_063120664.1
OG0004381	NP_796000.1, NP_001162155.1, NP_001346689.1, NP_001346690.1, NP_001346691.1	XP_063119516.1
OG0004381	NP_742048.2, XP_036011707.1	NP_001101554.1
OG0004382	NP_038536.2, XP_030100731.1	XP_006241327.1, NP_001102213.1
OG0004383	NP_001036023.1	XP_008763485.1, NP_076469.1
OG0004384	NP_001077375.1, NP_001413505.1, NP_001413506.1, NP_001413504.1, NP_001413507.1	NP_037263.2, NP_001382006.1, XP_038953451.1
OG0004385	XP_006509456.1, NP_001280712.1	NP_001406785.1, XP_063131027.1, XP_063132030.1
OG0004386	NP_663339.1, XP_017176967.1	NP_620239.2, XP_006236347.1
OG0004387	XP_006505823.1, NP_035356.1	NP_001019497.1
OG0004388	XP_006535827.1	XP_063142291.1
OG0004388	NP_064691.2	NP_001178787.1
OG0004389	NP_001280622.1, XP_006509225.1, NP_700446.2	NP_001164053.1, XP_038950598.1
OG0004390	NP_084099.1, NP_083817.1	NP_001395837.1, NP_001019438.1
OG0004390	NP_083977.1	NP_001178002.1
OG0004391	NP_001361639.1, XP_011242115.1, NP_031912.2, NP_001155937.1, NP_001342457.1, NP_001408831.1	XP_038968415.1, NP_001380730.1
OG0004392	NP_851796.1	NP_954891.1, XP_006239864.1
OG0004393	XP_006524411.1, NP_064303.2	XP_063118455.1, NP_067598.2
OG0004394	XP_006523574.1	NP_001100175.2, XP_063117440.1
OG0004395	NP_001277655.1	XP_063123215.1
OG0004396	NP_663543.1, NP_001341635.1	NP_001380979.1, NP_001009413.1
OG0004397	XP_011239567.1, NP_001295303.1, NP_001397239.1	XP_038963300.1
OG0004397	NP_035480.3	NP_062145.1
OG0004398	NP_001020483.1, NP_598626.2	NP_001020858.2, XP_006233142.1, NP_001376151.1
OG0004399	NP_081941.1	NP_001103070.1
OG0004400	NP_071313.1	NP_476558.2
OG0004401	NP_001020785.1, NP_001020784.1, XP_006501448.1	XP_006233019.1, NP_001101167.1
OG0004402	NP_705733.2, XP_011238397.1	XP_063137274.1, NP_001406436.1
OG0004403	NP_955769.1	NP_001020289.1, XP_017446390.1
OG0004404	NP_667192.1	NP_001000514.1
OG0004405	NP_001333997.1	XP_063129025.1, NP_001388480.1, NP_001099488.1, NP_001388481.1, NP_001388479.1, NP_001388478.1, NP_001388477.1
OG0004406	XP_006515056.1, NP_032508.3	XP_003750185.1, NP_001100191.2
OG0004407	NP_080310.1	NP_001100046.2
OG0004408	NP_067291.1, NP_001347414.1	NP_001014185.1
OG0004409	NP_034255.2, XP_006498768.1, NP_001139285.1	XP_008760292.1, NP_001102426.1
OG0004410	XP_006500162.1, NP_001277694.1	XP_063139358.1
OG0004410	NP_080997.1	NP_001386187.1
OG0004411	XP_011237559.1, NP_031413.1, NP_001343996.1	NP_001344000.1, XP_063139142.1, NP_058684.2
OG0004412	XP_006536237.1, NP_001020274.2	XP_006230621.1, NP_001121013.1
OG0004413	NP_001034747.1	XP_038935222.1
OG0004413	NP_001034746.1	NP_001012069.2
OG0004414	NP_001356290.1	NP_001359013.1
OG0004415	NP_001398160.1	XP_006230915.1, NP_001076446.2
OG0004416	NP_032900.2, NP_001277278.1, XP_006526829.1	NP_203501.1, XP_006230773.1
OG0004417	NP_001360823.1	NP_001178535.1, XP_008759142.1
OG0004418	XP_006529857.1, NP_080136.2	NP_001006997.1, XP_063128478.1, XP_038949756.2
OG0004419	NP_861415.2, XP_006529480.1, NP_001344411.1	XP_006249752.1, NP_001128339.1
OG0004420	NP_001342220.1, NP_001342218.1, NP_001276450.1, NP_001342219.1, NP_056568.2, NP_001342217.1	XP_017447176.1, NP_001028873.2
OG0004421	XP_011237418.1, NP_796113.1, NP_001406609.1	XP_038962178.1, NP_001406611.1
OG0004422	NP_036036.2	XP_006236930.1, NP_445986.2
OG0004423	NP_001265600.1	XP_003749847.1
OG0004424	NP_808351.1	NP_001015004.1
OG0004425	NP_080105.1	NP_001100082.1, XP_063141916.1
OG0004426	XP_006518011.1, NP_666162.1	XP_038949018.1, NP_001099497.1
OG0004427	XP_006511911.1, NP_083907.3	NP_001007665.1
OG0004428	NP_109655.2	NP_001127992.2, XP_038937716.1
OG0004429	NP_001408254.1	XP_008764753.1, NP_001012127.1
OG0004430	XP_011241203.1, NP_080654.3	XP_038937728.1, NP_001014236.1
OG0004431	NP_001397511.1, NP_001001144.2, NP_001096632.1, XP_006512147.1	XP_038937176.1, NP_001094436.1
OG0004432	XP_036009953.1	NP_445762.1, XP_006252952.1
OG0004433	NP_067513.1	NP_001386367.1, XP_063131256.1
OG0004434	NP_081240.1, XP_006509718.1	NP_001099541.1, XP_006252929.1
OG0004435	XP_017168363.1, NP_001025044.2	XP_063131764.1, NP_074052.2
OG0004436	XP_006524486.1, NP_796281.1	NP_001386608.1, XP_006241154.1
OG0004437	NP_001273559.1	NP_001094373.1, XP_006241134.1
OG0004438	NP_001411771.1, NP_001411770.1	NP_955436.1, XP_006255335.1
OG0004439	NP_663586.3	NP_001257342.1, XP_006242651.1
OG0004440	NP_082451.2, XP_006508969.1	NP_001029311.1, XP_006248825.1
OG0004441	NP_084080.1	NP_001103381.1
OG0004441	NP_001103383.1	NP_446328.2
OG0004442	NP_032764.1, XP_006523864.1	NP_445851.1, XP_006244409.1
OG0004443	NP_080941.3	NP_001101594.2, XP_006242585.1
OG0004444	NP_033479.2	XP_006256949.1, NP_001414218.1
OG0004445	XP_006507252.1, NP_852072.2	NP_001402901.1
OG0004446	NP_899116.1	XP_038956991.1, XP_063137040.1, XP_038956992.1, XP_038956993.1, XP_008757866.3
OG0004447	NP_780597.2, XP_006507248.1	XP_001061888.3
OG0004448	NP_001399517.1, NP_001116211.1, NP_034697.2, NP_001399520.1, NP_001399519.1, NP_001399518.1	NP_075233.1
OG0004449	NP_034692.2	NP_596900.1
OG0004449	NP_001155196.1	XP_038941231.1
OG0004450	XP_006508088.1, NP_001347304.1, NP_001123951.1	XP_006230157.1, NP_067695.1
OG0004451	NP_067250.2, XP_006498875.1	XP_006234735.1, NP_037103.2
OG0004452	NP_001186956.1, NP_666938.2	NP_001000147.1
OG0004453	NP_001001490.1	XP_063130245.1, NP_997471.1
OG0004454	NP_766076.1	XP_038949955.1, NP_001386429.1
OG0004455	NP_666072.3, XP_017171428.1	XP_006252429.1, NP_001386452.1
OG0004456	XP_011243425.1, NP_062644.1	XP_063130229.1, NP_001292101.1
OG0004457	NP_001074846.1, NP_001258729.1, NP_001258728.1, NP_001333651.1, NP_001258727.1, XP_036014425.1	NP_001178617.1, XP_017455199.1
OG0004458	NP_001347270.1	XP_006252504.1, NP_001094038.1
OG0004459	NP_001170976.1	NP_001164048.1, XP_017451263.1
OG0004460	NP_001273531.1, NP_001273529.1, NP_001273530.1, NP_001075429.1, NP_083909.2	NP_446174.1
OG0004460	NP_001107819.1, XP_006512447.1	XP_063120803.1
OG0004461	XP_006511980.1, NP_598741.2	XP_008764922.2, NP_001119757.1
OG0004462	NP_001159429.1	XP_063122515.1
OG0004463	XP_011241131.1, NP_083370.2	NP_445933.1, XP_017451432.1
OG0004464	NP_001344381.1, NP_001344380.1, NP_001344378.1, NP_653116.1, XP_006511565.1, NP_001344374.1, NP_001344375.1	NP_001382631.1, NP_001382630.1, XP_063121871.1
OG0004465	NP_036013.1, NP_001291385.1, NP_001291383.1, NP_001106884.1, NP_001344009.1, XP_006501521.1	NP_001102914.1, XP_038959052.1
OG0004466	NP_001156356.1, XP_006501528.1	NP_942063.2, XP_038958192.1
OG0004467	NP_001289132.1, XP_006502457.1	NP_001101147.1, XP_063137857.1
OG0004468	XP_006501593.1	NP_001178636.1, XP_063137859.1
OG0004469	NP_001277736.1, XP_036018340.1, NP_001277737.1	XP_063139057.1
OG0004469	NP_079751.1	NP_001389675.1
OG0004470	NP_808323.1, XP_006499365.1	XP_063139428.1, NP_001099992.1
OG0004471	NP_001239472.1	NP_001264164.1, XP_006235188.1
OG0004472	NP_077187.1, NP_001186117.1	NP_001386227.1
OG0004473	NP_997158.1, NP_001038215.1	XP_006235194.1
OG0004474	NP_001265186.1, NP_001265188.1, NP_001265187.1, NP_001265449.1, NP_075530.1, NP_001119810.1	XP_063139061.1, NP_001402083.1, NP_001095901.1
OG0004475	NP_542129.2, NP_001242923.1, NP_001242922.1	NP_001029169.1
OG0004476	NP_780302.2	NP_653356.1
OG0004477	XP_030107898.1, NP_849270.1, NP_001405570.1, NP_001405571.1, NP_001405575.1, NP_001405572.1, NP_001405573.1, NP_001405574.1	NP_001014762.1
OG0004478	NP_032979.1	NP_434695.1, XP_038961658.1
OG0004479	NP_001278058.1, NP_001278057.1	XP_063140865.1
OG0004479	NP_035053.1, XP_036009545.1, NP_001278059.1	NP_446053.1
OG0004480	XP_017172075.1	XP_063140269.1
OG0004480	NP_001278079.1, NP_001278080.1	NP_001388938.1
OG0004481	NP_001400519.1	NP_001400513.1
OG0004481	NP_001400514.1	NP_001101277.1
OG0004482	NP_058680.1	XP_006232418.1, NP_536321.1
OG0004483	XP_006504896.1, NP_660137.1, NP_001405168.1, NP_001405171.1, NP_001405169.1, NP_001405170.1	XP_038945864.1, NP_001414083.1
OG0004484	NP_001014996.2	NP_001382046.1, XP_038949235.1
OG0004485	XP_011240385.1	XP_063131720.1
OG0004485	NP_776105.1, NP_001348557.1, NP_001348558.1, NP_001348559.1, NP_001348554.1	NP_001094261.1
OG0004486	XP_017176147.1, NP_775601.1	NP_001388871.1
OG0004487	NP_082001.2, NP_001359174.1, NP_001359172.1, XP_011237012.1, NP_001359173.1	NP_001020196.1
OG0004488	NP_001404814.1, NP_082197.1, NP_001404815.1	NP_001101699.2, XP_006245451.1
OG0004489	NP_082749.1, XP_036009654.1	NP_001400839.1, XP_006245479.1
OG0004490	NP_766093.1, XP_006529783.1, NP_941054.2	XP_006245455.1, NP_001178742.1
OG0004491	NP_080730.1, NP_001342691.1, NP_001342692.1, NP_001342693.1, NP_001342690.1	NP_001386083.1
OG0004492	NP_663494.2	XP_038939698.1, NP_001101703.1
OG0004493	NP_001074468.1	XP_006248667.1, NP_001011895.1
OG0004494	NP_001157468.1, XP_006535249.1	XP_063127883.1, XP_017454057.1
OG0004495	NP_001158306.1, NP_001158305.1, XP_006534983.1, NP_700449.2, NP_001297630.1, NP_001297629.1	NP_446108.2, XP_006249577.1
OG0004496	NP_852075.1	XP_063127243.1, NP_001019407.1
OG0004497	NP_001404617.1, NP_080879.1	NP_001108518.1, XP_038945686.1
OG0004498	NP_941013.2, NP_001369783.1, XP_011246501.1	XP_006249398.2, NP_001099408.1
OG0004499	NP_001276447.1, NP_001276446.1, NP_001035956.1, NP_001276449.1, NP_067480.2	NP_001388016.1
OG0004500	NP_001273325.1	NP_446078.1, XP_038944931.1
OG0004501	XP_036012932.1	NP_001100702.1, XP_038947935.1
OG0004502	XP_006514904.1, NP_001160019.1, NP_076232.2, NP_001160020.1, NP_001160021.1	XP_006251352.1, NP_001100700.1
OG0004503	NP_780538.2, XP_036011348.1	XP_063135304.1, NP_001007009.1
OG0004505	NP_033482.1	NP_001316065.1
OG0004506	NP_001104570.1, NP_067435.3	NP_036864.3, XP_006231337.1
OG0004507	XP_011246549.1, NP_083684.1	XP_056840732.1, NP_001389150.1
OG0004508	NP_001397057.1, NP_032768.1, NP_001397058.1	NP_001257797.1
OG0004508	NP_001157507.1, NP_001157506.1	NP_112335.3
OG0004509	NP_666756.2	NP_001001355.1
OG0004509	NP_997442.1	NP_001001368.1
OG0004509	NP_997503.1	NP_001000706.1
OG0004510	NP_001258686.1, NP_033551.2, NP_001258687.1, NP_001397434.1, XP_036021918.1	NP_001093959.1, XP_038963085.1
OG0004511	NP_001368863.1	NP_001178681.1, XP_006237298.1
OG0004512	NP_001397571.1, NP_613060.1	XP_038963382.1, NP_001100093.1
OG0004513	XP_006505721.1, NP_001289484.1	NP_001381276.1, XP_063142207.1
OG0004514	NP_001296566.1	XP_038964187.1, NP_001166857.1
OG0004515	NP_001317292.1	NP_058795.3
OG0004516	XP_006506982.1	NP_113703.1, XP_017447932.1
OG0004517	NP_001404737.1, NP_083018.1, NP_001404738.1, NP_001404740.1, NP_001404741.1, XP_006507048.1, NP_001404739.1	NP_001406446.1, XP_017448329.1
OG0004518	XP_006520943.1	XP_038936284.1
OG0004519	NP_001276366.1, XP_030104613.1, NP_598475.2, NP_001346756.1	NP_001408237.1, XP_008763915.1, NP_001004244.2
OG0004520	XP_036015347.1	XP_038935827.1
OG0004521	NP_835146.3, XP_006505929.1	XP_017448190.1, NP_001019446.1
OG0004522	NP_001334371.1	XP_038945768.1
OG0004523	XP_006526892.1, NP_001277755.1, NP_001277757.1, NP_001277758.1, NP_938042.2, NP_001277756.1	XP_017445833.1, NP_001406753.1, NP_001406754.1
OG0004524	NP_081382.1	NP_599200.2
OG0004525	NP_803415.1	XP_038957350.1, NP_001414776.1
OG0004526	XP_036017562.1, NP_001157783.1	XP_006231455.1, NP_001101062.1
OG0004527	NP_001355672.1	XP_006231505.2
OG0004528	NP_573479.3	NP_001385589.1
OG0004529	XP_017177932.1, NP_001137274.1	XP_008758191.1, NP_001137275.1
OG0004530	NP_079765.3, XP_006535578.1, NP_001157009.1, NP_001157008.1	NP_001102650.1, XP_017446516.1
OG0004531	NP_001091998.1	NP_446452.2, XP_063143155.1
OG0004532	XP_006495645.1, NP_001230167.1, NP_001292156.1	NP_001406480.1, XP_056841461.1
OG0004533	NP_079579.2	NP_001380605.1, NP_001007150.2, XP_063143193.1
OG0004534	NP_001120663.1	XP_006232197.1
OG0004534	XP_036019257.1, NP_083344.3	NP_071625.2
OG0004535	XP_036009540.1	XP_038947335.1
OG0004535	NP_079679.1	NP_001119572.1
OG0004536	XP_011237639.1	XP_038960864.1
OG0004537	NP_631878.2	XP_063118854.1, XP_063118853.1, XP_063118858.1, XP_063118856.1, XP_063118855.1, XP_017450030.1, NP_001178669.1
OG0004538	NP_001153118.1	XP_063140395.1
OG0004539	XP_006511518.1, NP_082306.2, XP_036021560.1	NP_001166897.1, XP_006243336.1
OG0004540	XP_006510946.1, NP_001392991.1	XP_063122111.1, NP_001400276.1
OG0004541	XP_006511621.3	NP_001388108.1
OG0004542	XP_006511154.1, NP_780692.2	NP_001120960.1, XP_006243185.1
OG0004543	NP_001093208.1	NP_001014146.1
OG0004544	NP_001346974.1	XP_038944719.2
OG0004545	NP_001020755.1, NP_034736.2	NP_037324.1
OG0004546	NP_056590.2, XP_006523127.1	XP_008766769.1, NP_569108.2
OG0004547	NP_001074888.2, XP_006514002.1	NP_001178493.2, XP_038955005.1
OG0004548	NP_001398452.1	XP_017446271.1, NP_001376197.1
OG0004549	NP_569717.1	NP_599210.1
OG0004550	NP_001004367.2	NP_445794.4
OG0004550	XP_006501624.1	XP_006233401.2
OG0004551	NP_084419.2	NP_001376203.1
OG0004552	NP_001335125.2	NP_001037697.1, XP_017446278.1
OG0004553	NP_081221.1	NP_001099945.1, XP_006233433.4
OG0004554	NP_001191130.1	NP_037013.2, XP_008768218.1
OG0004555	NP_036131.1	NP_001004275.1
OG0004555	NP_001346132.1, NP_001346133.1, XP_006535016.1	XP_063129398.1
OG0004556	XP_011244189.1, NP_776286.2, NP_001355650.1	NP_001385788.1, XP_038944686.1, NP_001385787.1
OG0004557	NP_080186.3, XP_006522542.1	XP_038943977.1, NP_695221.1
OG0004558	NP_031765.2	XP_006248270.1, NP_001100570.1
OG0004559	NP_077180.1	NP_071960.1
OG0004560	NP_062728.1	NP_113864.2, NP_001030313.1
OG0004562	XP_006517440.1, NP_081980.1	XP_038942712.1
OG0004563	NP_898850.2	NP_001257527.1
OG0004564	XP_006535604.1, NP_775274.2, NP_001343882.1	XP_006232277.1, NP_001178633.1
OG0004565	NP_001074528.1	NP_001292107.1
OG0004567	NP_080048.2	XP_063132790.1, NP_001032753.1
OG0004568	NP_038511.1, XP_006516598.1	NP_001163808.1, XP_063132504.1
OG0004570	NP_057893.2, XP_006516723.1	XP_038952124.1
OG0004572	NP_001186052.1	XP_038960417.1, NP_001009654.1
OG0004573	NP_700454.1	NP_695218.1
OG0004574	NP_077143.2	XP_063139350.1, NP_001099956.2
OG0004575	NP_001355646.1, XP_011236789.1, XP_011236933.1, NP_001297264.1, XP_006496242.1, NP_001238999.1	XP_038940498.1, NP_001406479.1
OG0004576	NP_001153336.1	NP_001100384.1, XP_006245029.1
OG0004577	XP_036010912.1, NP_001333985.1, XP_006495676.1, NP_780579.1	NP_001014123.1, XP_063123251.1
OG0004578	NP_001355213.1, NP_080240.1, NP_001355212.1	NP_001386380.1, XP_063122594.1
OG0004579	NP_001407262.1, XP_036018509.1, NP_067260.1	NP_001071124.1
OG0004579	NP_001407263.1, NP_001106858.1	NP_064489.1, XP_008765516.1
OG0004580	NP_778150.1	NP_808797.1
OG0004581	NP_001297597.1	XP_063123297.1, NP_001101695.1
OG0004582	NP_083618.3	NP_001014239.1, XP_017452012.1
OG0004583	XP_006496616.1, NP_083286.1	XP_038939293.1, NP_001121001.1
OG0004584	NP_035624.3, NP_001264921.1, XP_006496524.1	XP_063122817.1, NP_775165.1
OG0004585	XP_017177770.1, NP_080989.2	XP_001064308.2
OG0004586	NP_766430.3, NP_001153121.1, XP_006529620.1	NP_001017491.1
OG0004587	XP_011246242.1, NP_032821.1	NP_001093976.1, XP_063128137.1
OG0004588	NP_796363.3, XP_036021859.1	NP_001385613.1, XP_038947421.1
OG0004589	NP_072075.2, XP_036018652.1	XP_006250289.1, NP_113952.2
OG0004590	NP_001334067.1	NP_001102543.1, XP_038946902.1
OG0004591	NP_001120641.1	XP_006257341.1, NP_001102871.1
OG0004592	NP_032004.2	XP_063136465.1, NP_001102793.1
OG0004593	NP_080384.2	NP_001406437.1, NP_001099616.1
OG0004595	XP_036017677.1, NP_001075447.1	NP_001258003.1
OG0004596	NP_001357720.1	XP_008771391.2, NP_001014133.1
OG0004597	NP_851832.2	XP_006256921.1, NP_001005551.1
OG0004598	NP_849266.1	NP_001385711.1
OG0004599	NP_683745.2	NP_001316831.1, XP_038956585.1
OG0004599	XP_006527649.1	XP_038955787.1
OG0004600	NP_001345553.1, NP_062308.2	NP_001100226.1
OG0004600	NP_079779.2	XP_006242197.1
OG0004601	NP_031948.4	NP_001101529.1, XP_006256676.1
OG0004602	NP_780388.2	NP_001102790.1
OG0004603	NP_631883.2	NP_001385644.1
OG0004604	XP_017173829.1, NP_001292560.1, NP_666036.1	NP_037087.1, XP_006257277.1
OG0004605	NP_083338.1, NP_808589.1	NP_001020061.1
OG0004606	NP_796104.2, NP_080523.2	XP_017457442.1, NP_001013973.1
OG0004607	NP_001277637.1	XP_063136156.1, NP_001258119.1
OG0004608	NP_001277293.1	XP_038956025.1
OG0004608	NP_036149.1	NP_112646.1
OG0004609	XP_006527813.1	XP_063136165.1, NP_001414337.1
OG0004610	XP_036017701.1, NP_062533.2	NP_001129350.1, XP_008771853.1
OG0004611	NP_001028965.1, NP_001347145.1	XP_038938789.1, NP_001408161.1
OG0004612	XP_006522627.1, NP_001303675.1, NP_001074837.1	XP_006248607.1, NP_001012016.1
OG0004613	NP_001116068.1, NP_001116067.1, XP_036017795.1, NP_780651.1	XP_006257228.1, NP_001100409.1
OG0004615	NP_001342537.1, NP_001135454.1, NP_001342535.1, NP_084519.1, NP_001342536.1, NP_001342533.1, NP_001135453.1, XP_006498403.1	NP_001032738.1, XP_063139611.1
OG0004616	NP_077745.2	NP_001029241.1
OG0004616	NP_001157725.1	NP_001029246.1
OG0004616	NP_001157727.1	NP_001029244.1
OG0004619	XP_003945894.1, XP_001476078.1, XP_003945897.1, XP_987278.1, XP_003689193.1, XP_001476360.1, XP_003085695.1, NP_941069.1, NP_001257386.1, XP_011248188.1, XP_001476598.1	XP_063129941.1, XP_063129940.1, XP_063129935.1, XP_063129945.1, XP_038948483.1, XP_038948470.1
OG0004625	XP_006505981.1, NP_035838.3	XP_063141490.1, NP_446341.1
OG0004626	NP_001403712.1, NP_001344072.1, NP_034191.3, NP_001403713.1	NP_037229.1, XP_038941220.1
OG0004627	NP_001185974.1	XP_038941488.1, NP_001099296.1
OG0004628	NP_035364.1	XP_006234846.1, NP_001102674.1
OG0004629	NP_032382.1, XP_006528770.1	NP_598222.2, XP_006257489.1
OG0004630	NP_001153202.1, NP_077778.1	NP_037004.1, XP_038946308.1
OG0004631	NP_001390289.1, NP_001390288.1, NP_001273344.1, NP_001033086.2, XP_006523703.1	NP_001382687.1
OG0004632	XP_006521804.1, NP_062261.3	NP_064466.1, XP_006248461.1
OG0004633	XP_036015651.1, NP_001346827.1, NP_033985.3	NP_037058.2, NP_001405592.1, XP_038943963.1
OG0004634	XP_036010598.1	XP_038937952.2
OG0004634	NP_035329.2, NP_001077405.1, NP_001077404.1	NP_064458.1
OG0004635	NP_032143.1, XP_006532286.1	NP_001030020.2
OG0004636	NP_001412948.1, NP_001412949.1, NP_001037849.1, NP_035723.2, NP_001281209.1, NP_001412947.1	NP_446271.1, XP_006256670.1
OG0004637	NP_032218.2, XP_036012232.1	XP_038942841.1, NP_077356.1
OG0004638	NP_035206.2	XP_006236056.1, NP_596892.1
OG0004639	XP_006505524.1, NP_038516.1	NP_036837.1, XP_006237393.1
OG0004640	NP_001120835.1	NP_001102393.1
OG0004640	NP_898967.2	XP_006230548.1
OG0004641	NP_080163.1	XP_038940106.1, NP_073183.1, XP_003751425.1
OG0004642	NP_001264873.1, NP_001296728.1, NP_001296724.1	NP_001078821.1
OG0004643	NP_848459.1, XP_011244801.1	XP_038941290.1, NP_001099242.1
OG0004644	NP_996988.2	NP_001004084.1
OG0004645	NP_033242.1, NP_001398819.1	XP_006240177.1, NP_036851.1
OG0004646	NP_001390000.1	XP_038956409.1, NP_001406701.1
OG0004647	NP_032228.2, NP_001071177.1	XP_063135091.1, NP_001008885.1, NP_001158216.1
OG0004648	NP_001008419.1, XP_017175142.1	NP_001008522.2, XP_063123260.1
OG0004649	NP_001300819.1, NP_001300817.1, NP_001300818.1, NP_032397.1	NP_037242.2, XP_006232201.1
OG0004650	NP_061253.2	NP_001008292.1, XP_063127286.1
OG0004651	XP_006529590.1, NP_036012.1	XP_038946795.1, NP_872614.1
OG0004652	XP_006502124.1	XP_006232990.1, NP_001414703.1
OG0004653	NP_034614.2	NP_037166.2, XP_008766172.1
OG0004654	XP_006508855.1, NP_898847.1	XP_006253434.1, NP_001032593.1
OG0004655	NP_001398594.1	XP_006253207.1
OG0004655	NP_082342.1	NP_001398595.1
OG0004656	NP_700473.2, NP_001342668.1, XP_006538930.1, NP_001342667.1	NP_001032739.2, XP_006239527.1
OG0004657	NP_033235.3, XP_006530856.2	NP_112633.2, XP_038953957.1
OG0004658	NP_940807.1	XP_063138643.1, NP_001121124.1
OG0004659	NP_038678.1	NP_446274.2, XP_006232627.1
OG0004660	NP_081082.1, XP_006541213.1	NP_001414396.1, XP_063141269.1
OG0004661	XP_011237333.1, NP_034841.2	NP_001413926.1
