Orthogroup	Mus_musculus	Ursus_americanus
OG0008397	NP_061285.2, XP_006506463.1	XP_045668260.1
OG0008398	NP_033553.2	XP_045668350.1
OG0008400	NP_001334271.1	XP_045668420.1
OG0008401	XP_006505388.1, NP_001107025.1, NP_751893.3	XP_045664188.1
OG0008402	NP_849273.1, XP_006505728.1	XP_045664164.1
OG0008403	NP_080828.1	XP_045664155.1
OG0008404	XP_006506507.1, NP_666049.2	XP_045664076.1
OG0008405	XP_017176895.1, NP_032396.1	XP_045664065.1
OG0008406	XP_006506731.1, NP_853621.2	XP_045664053.1
OG0008407	NP_877960.1	XP_045630628.1
OG0008408	NP_035637.2, NP_001313487.1	XP_045630617.1
OG0008409	NP_001008785.2	XP_045630627.1
OG0008410	NP_780523.3, XP_036021606.1	XP_045663493.1
OG0008411	NP_001156504.1, NP_082328.3	XP_045663471.1
OG0008412	XP_006518019.1, NP_033007.2	XP_045663462.1
OG0008413	XP_030103844.1, NP_077183.1	XP_045663422.1
OG0008414	NP_001074896.1, XP_006518113.1, NP_598841.1	XP_045663403.1
OG0008415	NP_666081.1, NP_001127937.1	XP_045663366.1
OG0008416	XP_006519671.1, NP_660256.1	XP_045663356.1
OG0008417	XP_006518993.1	XP_045663097.1
OG0008418	NP_083115.3, XP_030103852.1	XP_045663294.1
OG0008419	XP_036014414.1, NP_619613.2	XP_045663251.1
OG0008420	NP_081364.1, XP_036014231.1	XP_045663238.1
OG0008421	NP_080723.3	XP_045663233.1
OG0008422	NP_084172.1	XP_045663235.1
OG0008423	NP_001028840.1, XP_006518489.1	XP_045663244.1
OG0008424	NP_065584.2, NP_001278764.1	XP_045663228.1
OG0008425	XP_011241171.1, NP_700462.2	XP_045663190.1
OG0008426	NP_001391952.1, XP_017168718.1	XP_045663130.1
OG0008427	NP_001346454.1	XP_045663127.1
OG0008428	NP_001397558.1, NP_808578.1, NP_001344611.1	XP_045663113.1
OG0008429	XP_006511759.1	XP_045634349.1
OG0008430	NP_001128670.1	XP_045634776.1
OG0008431	NP_444446.2, XP_006511691.1	XP_045634352.1
OG0008432	XP_006511895.1	XP_045634481.1
OG0008433	NP_075736.1	XP_045634736.1
OG0008434	NP_038912.3, NP_001159745.1	XP_045634789.1
OG0008435	NP_033212.1	XP_045632540.1
OG0008436	NP_038888.2	XP_045634505.1
OG0008437	NP_079695.2	XP_045634617.1
OG0008438	NP_109605.2, XP_006509667.1, NP_001116301.1	XP_045634366.1
OG0008439	XP_006509620.1, NP_032379.2	XP_045634316.1
OG0008440	NP_001156514.1	XP_045634552.1
OG0008441	XP_006509824.1, NP_082776.2	XP_045634780.1
OG0008442	XP_006509601.1, NP_031482.1	XP_045634507.1
OG0008443	XP_017172782.1, NP_032742.1	XP_045634517.1
OG0008444	XP_006513223.1, NP_033939.1	XP_045634370.1
OG0008445	NP_038669.1, XP_006530834.1	XP_045667934.1
OG0008446	NP_851382.2, XP_030099484.1	XP_045667899.1
OG0008447	NP_775276.1	XP_045667913.1
OG0008448	NP_001013402.2, XP_011246679.1	XP_045667960.1
OG0008449	NP_080699.3	XP_045667949.1
OG0008450	NP_001158031.1	XP_045630557.1
OG0008451	NP_035693.3, NP_001304314.1	XP_045630566.1
OG0008452	NP_034830.2, NP_001239588.1	XP_045630497.1
OG0008453	XP_036011059.1, NP_068688.2	XP_045630553.1
OG0008454	NP_034874.2	XP_045630595.1
OG0008455	NP_001344828.1	XP_045630331.1
OG0008456	XP_006510468.1, NP_783618.1	XP_045630335.1
OG0008457	NP_058615.1	XP_045630323.1
OG0008458	NP_001028940.1, XP_006499551.1, NP_075860.1	XP_045630305.1
OG0008459	NP_001182173.1	XP_045630253.1
OG0008460	NP_083741.1	XP_045630290.1
OG0008461	XP_006508746.1, NP_598729.1	XP_045630230.1
OG0008462	XP_036009587.1, NP_001182187.1	XP_045630231.1
OG0008463	NP_065606.2	XP_045630387.1
OG0008464	NP_001365996.1	XP_045632683.1
OG0008465	NP_001406388.1	XP_045632670.1
OG0008466	NP_780542.1	XP_045632663.1
OG0008467	NP_082063.1	XP_045632654.1
OG0008468	XP_006523491.1, NP_780559.2	XP_045632685.1
OG0008469	NP_694792.1	XP_045632677.1
OG0008470	NP_080112.1	XP_045660273.1
OG0008471	XP_006524662.1, NP_056581.1	XP_045660254.1
OG0008472	NP_001269025.1	XP_045660336.1
OG0008473	NP_061228.1, XP_006513968.1	XP_045660338.1
OG0008474	NP_062731.1	XP_045660347.1
OG0008475	NP_082933.2, XP_006514282.1	XP_045660355.1
OG0008476	NP_081032.2, NP_032714.1, XP_006513398.1	XP_045660362.1
OG0008477	NP_780404.2, XP_006514272.1	XP_045656064.1
OG0008478	XP_030100710.1, NP_031486.1	XP_045656074.1
OG0008479	NP_001094076.1	XP_045656084.1
OG0008480	XP_011241832.1, NP_080128.2	XP_045656094.1
OG0008481	NP_080370.2, XP_006514047.1	XP_045656093.1
OG0008482	NP_075617.3	XP_045656222.1
OG0008483	NP_001394721.1, XP_030100878.1	XP_045656232.1
OG0008484	NP_056632.2	XP_045660790.1
OG0008485	NP_038652.2, XP_017177514.1	XP_045652421.1
OG0008486	NP_803231.1, XP_011240039.1	XP_045672283.1
OG0008487	NP_001013835.2	XP_045646770.1
OG0008488	XP_036011299.1	XP_045646768.1
OG0008489	NP_001400400.1, XP_011240845.1	XP_045646713.1
OG0008490	NP_660133.2, XP_006507669.1	XP_045671519.1
OG0008491	NP_034378.2	XP_045672223.1
OG0008492	XP_017177741.1, NP_705819.3	XP_045672137.1
OG0008493	NP_033407.1	XP_045672281.1
OG0008494	NP_077182.1	XP_045672266.1
OG0008495	NP_001278249.1, NP_598470.3	XP_045672264.1
OG0008496	NP_001017985.2, XP_006507971.1	XP_045672119.1
OG0008497	XP_006508007.1, NP_796135.3	XP_045672253.1
OG0008498	NP_082568.1	XP_045672139.1
OG0008500	NP_001394732.1	XP_045672122.1
OG0008501	NP_001074893.1, XP_006508071.1	XP_045638761.1
OG0008502	NP_001156415.1, XP_006507718.1	XP_045638982.1
OG0008503	XP_011240240.1, NP_001002894.2	XP_045639047.1
OG0008505	NP_068685.1	XP_045638965.1
OG0008506	XP_030098359.1, NP_705745.3	XP_045659829.1
OG0008507	NP_001272760.1	XP_045652488.1
OG0008508	NP_001347004.1	XP_045664606.1
OG0008509	NP_001003915.1	XP_045664557.1
OG0008510	NP_080660.1	XP_045672192.1
OG0008511	XP_006519439.1, NP_001074721.2	XP_045667044.1
OG0008512	NP_080277.1	XP_045652823.1
OG0008513	NP_032492.1	XP_045652814.1
OG0008514	XP_006519178.2, NP_997519.2	XP_045652778.1
OG0008515	XP_006519217.3	XP_045652755.1
OG0008516	NP_062749.2	XP_045652746.1
OG0008517	XP_036014719.1	XP_045652745.1, XP_045652744.1
OG0008518	NP_001333713.1	XP_045666898.1
OG0008519	NP_061235.2	XP_045667014.1
OG0008520	XP_006518968.1, NP_001013775.2	XP_045666959.1
OG0008521	NP_083596.2, XP_036014644.1	XP_045666859.1
OG0008523	NP_780454.1, XP_030103954.1	XP_045666867.1
OG0008524	NP_080323.3, XP_036014750.1	XP_045666972.1
OG0008525	NP_780709.1, XP_036014229.1	XP_045666858.1
OG0008527	NP_083832.2, XP_036014733.1	XP_045666953.1
OG0008528	NP_033060.3	XP_045647911.1
OG0008529	NP_700433.1	XP_045668660.1
OG0008530	XP_036019101.1, NP_001074764.1	XP_045668225.1
OG0008531	NP_077785.2	XP_045666851.1
OG0008532	NP_001186931.1	XP_045654258.1, XP_045654259.1, XP_045654257.1
OG0008533	XP_006512215.1	XP_045654192.1
OG0008534	XP_006512086.1, NP_808257.2	XP_045654116.1
OG0008535	NP_081070.1	XP_045654099.1
OG0008536	NP_001395604.1, XP_006512195.1	XP_045632080.1
OG0008537	NP_001412823.1	XP_045647607.1
OG0008538	XP_006519256.1, NP_034067.2	XP_045647673.1
OG0008539	NP_036024.2	XP_045647683.1
OG0008540	NP_056642.1	XP_045647829.1
OG0008541	NP_035384.1	XP_045647832.1
OG0008542	NP_036046.2	XP_045647868.1
OG0008543	XP_006535492.1, NP_001342026.1, NP_033236.2	XP_045668929.1
OG0008544	NP_001342190.1	XP_045668976.1
OG0008545	NP_001396807.1	XP_045668904.1
OG0008546	NP_083084.2	XP_045668632.1
OG0008547	XP_006502205.1, NP_665819.2	XP_045667801.1
OG0008548	NP_034931.2, NP_001034632.1	XP_045667753.1
OG0008549	XP_011241298.1, NP_080718.1	XP_045630441.1
OG0008550	XP_017174674.1, NP_079907.2	XP_045666555.1
OG0008551	NP_955007.2, XP_017173296.1	XP_045666029.1
OG0008552	NP_080096.1	XP_045665847.1
OG0008553	NP_081200.2	XP_045665456.1
OG0008554	NP_077243.2, XP_006500503.1	XP_045665400.1
OG0008555	XP_017173260.2, NP_001028468.1	XP_045665251.1
OG0008556	NP_780676.1, NP_001343436.1	XP_045665113.1
OG0008557	NP_001139302.1	XP_045664838.1
OG0008558	NP_035175.1	XP_045664644.1
OG0008559	NP_001104545.1, NP_075606.1	XP_045664332.1
OG0008560	NP_001153835.1, XP_036013317.1	XP_045663623.1
OG0008561	NP_033771.1	XP_045663565.1
OG0008562	NP_001278008.1, NP_082804.1, XP_006500322.1	XP_045666524.1
OG0008563	NP_766448.1	XP_045662679.1
OG0008564	NP_031917.1	XP_045662669.1
OG0008565	NP_067509.1	XP_045662657.1
OG0008566	NP_001078847.1, XP_017174700.1	XP_045662097.1
OG0008567	NP_035041.2	XP_045661803.1
OG0008568	NP_079956.3	XP_045660549.1
OG0008569	XP_017174747.1, NP_775544.2	XP_045660596.1
OG0008570	NP_775573.1	XP_045660640.1, XP_045660639.1, XP_045660638.1
OG0008571	NP_898844.1	XP_045660661.1
OG0008572	NP_001239492.1, NP_038620.2	XP_045660672.1
OG0008573	XP_036016111.1, NP_035651.1	XP_045660673.1
OG0008574	NP_598524.1	XP_045660749.1
OG0008575	NP_950192.2, XP_030107665.1	XP_045660736.1
OG0008576	NP_778153.2, XP_036013049.1	XP_045660727.1
OG0008577	NP_032705.2	XP_045660685.1
OG0008578	NP_001274668.1, NP_001274667.1, NP_034013.1	XP_045627511.1
OG0008579	XP_006500122.1, NP_080188.3	XP_045664396.1
OG0008580	NP_001034649.1, XP_006500059.1	XP_045664384.1, XP_045664382.1
OG0008581	NP_079818.1	XP_045664385.1
OG0008582	XP_006500009.1, NP_065605.3	XP_045670587.1
OG0008583	NP_001171262.1	XP_045651348.1
OG0008584	XP_017174509.1, NP_796165.2	XP_045651322.1
OG0008585	XP_006500651.2, NP_001074561.1	XP_045651276.1
OG0008586	NP_598610.1, NP_001396380.1	XP_045651501.1
OG0008587	NP_898984.3, XP_006500652.1	XP_045650855.1
OG0008588	NP_001343272.1, NP_001343271.1, NP_033352.1	XP_045650169.1
OG0008589	NP_766301.1	XP_045645747.1
OG0008590	NP_001192004.1	XP_045630028.1
OG0008591	NP_001403443.1, NP_032171.1	XP_045629961.1
OG0008592	NP_001355607.1	XP_045652875.1
OG0008593	XP_006504979.1	XP_045652966.1
OG0008594	NP_036038.1, NP_001346128.1, XP_006504895.1	XP_045652982.1
OG0008595	NP_065252.1	XP_045653074.1
OG0008596	NP_001028215.1, XP_006519171.1	XP_045652668.1
OG0008597	NP_081435.1	XP_045653117.1
OG0008598	XP_036010097.1, NP_067481.2	XP_045654634.1
OG0008599	NP_536686.3	XP_045655335.1
OG0008600	NP_001347140.1, XP_017171333.1, NP_034321.2	XP_045655364.1
OG0008601	NP_031575.2	XP_045655331.1
OG0008602	NP_056610.1	XP_045630051.1, XP_045630050.1
OG0008603	XP_006518365.2, NP_001182603.2	XP_045630039.1
OG0008604	NP_034225.1, NP_001347131.1, NP_001263316.1	XP_045630060.1
OG0008605	NP_598834.2, NP_001104498.1	XP_045630011.1
OG0008606	NP_808448.2, XP_011243472.1	XP_045629987.1
OG0008607	XP_006519807.1, NP_201582.2	XP_045630012.1
OG0008608	NP_705734.4, XP_036014493.1	XP_045630024.1
OG0008610	NP_032030.1	XP_045630089.1
OG0008611	XP_006519422.1	XP_045630091.1
OG0008612	NP_032535.2	XP_045649813.1
OG0008613	XP_006529765.1, NP_001028580.1	XP_045650165.1
OG0008614	NP_057926.2, XP_006529807.1	XP_045649950.1
OG0008615	NP_081827.1	XP_045649949.1
OG0008616	XP_036009757.1, NP_082994.1	XP_045649937.1
OG0008617	NP_077159.1, XP_030098181.1	XP_045649920.1
OG0008618	NP_035926.2	XP_045651860.1
OG0008619	NP_057911.2, NP_001263639.1	XP_045651848.1
OG0008620	XP_011246359.1, NP_075689.1	XP_045651840.1
OG0008624	NP_083613.2	XP_045670628.1
OG0008625	NP_001390186.1, NP_001390182.1	XP_045634614.1
OG0008626	NP_001346908.1, XP_006530381.1, NP_001346907.1, NP_001074672.1	XP_045634387.1
OG0008627	NP_001128239.1, XP_006530318.1	XP_045633947.1
OG0008628	XP_030110190.1, NP_001035886.1	XP_045633873.1
OG0008629	NP_081770.3, XP_006530520.1	XP_045633791.1
OG0008630	NP_083388.1	XP_045633367.1
OG0008631	NP_766310.2, XP_011246500.1	XP_045632526.1
OG0008632	NP_001334374.1	XP_045632088.1
OG0008633	NP_081162.1, NP_001390326.1	XP_045647578.1
OG0008634	NP_031774.2	XP_045647520.1, XP_045669504.1
OG0008635	NP_080674.1	XP_045647513.1
OG0008636	XP_017176612.1	XP_045647575.1
OG0008637	NP_001004180.1, XP_006530464.1	XP_045647433.1, XP_045647432.1
OG0008638	XP_006535325.1, NP_083177.2	XP_045647163.1, XP_045647164.1
OG0008639	XP_006514975.1, NP_115772.2	XP_045647212.1
OG0008640	NP_001357929.1, XP_036012218.1	XP_045647217.1
OG0008641	NP_032724.1	XP_045647248.1
OG0008642	XP_006514752.1, NP_766379.2	XP_045647343.1
OG0008643	NP_001391244.1	XP_045647384.1
OG0008644	NP_001345777.1, NP_034441.1, XP_006513298.1	XP_045658420.1
OG0008645	NP_598756.1	XP_045658432.1
OG0008646	NP_035548.1	XP_045658463.1
OG0008647	NP_001345135.1	XP_045671136.1
OG0008648	NP_694790.1	XP_045671076.1
OG0008649	NP_083630.1, NP_001345932.1	XP_045671130.1
OG0008650	NP_001360884.1	XP_045658497.1
OG0008651	NP_001360877.1	XP_045658395.1
OG0008652	NP_034929.1	XP_045658337.1
OG0008653	NP_001347645.1	XP_045658325.1
OG0008654	NP_291045.1	XP_045630916.1
OG0008655	NP_001028613.1	XP_045632476.1
OG0008656	XP_036021853.1, NP_001257404.1	XP_045631201.1
OG0008657	XP_006505681.1, NP_032385.1	XP_045630904.1
OG0008658	NP_444434.2	XP_045630706.1
OG0008659	NP_035739.2	XP_045637120.1
OG0008660	NP_034866.1, XP_036021790.1	XP_045637085.1
OG0008661	NP_064332.1, XP_017177177.1	XP_045637149.1
OG0008662	NP_068699.1	XP_045637187.1
OG0008663	XP_011239768.1, NP_001191152.1, NP_081985.1	XP_045637329.1
OG0008664	NP_001349039.1, NP_001349040.1	XP_045637354.1
OG0008665	XP_006506617.1, NP_081259.1	XP_045637384.1
OG0008666	NP_035346.3	XP_045637344.1
OG0008667	NP_473407.2, XP_006506962.1	XP_045637333.1
OG0008668	NP_001074582.1	XP_045667725.1
OG0008669	NP_080439.1	XP_045667820.1
OG0008670	NP_001403151.1	XP_045657205.1
OG0008671	NP_001389839.1	XP_045657177.1
OG0008672	NP_780330.2	XP_045657168.1
OG0008673	NP_776130.1	XP_045657126.1
OG0008674	NP_084435.1, XP_036015531.1, NP_001155978.1	XP_045657086.1
OG0008675	XP_006521235.1, NP_001074723.1	XP_045657075.1
OG0008676	NP_780296.1, XP_006520413.1	XP_045657050.1
OG0008677	NP_898932.2, NP_001405710.1	XP_045656693.1
OG0008678	XP_006520671.1	XP_045656989.1
OG0008679	NP_700465.2	XP_045656897.1
OG0008680	NP_038700.2, XP_017172012.1	XP_045656890.1
OG0008681	NP_001296995.1	XP_045656850.1
OG0008682	XP_036015443.1, NP_080468.1	XP_045656847.1
OG0008683	NP_705725.1, XP_006520318.2	XP_045656805.1
OG0008684	NP_001300970.1, NP_034707.5	XP_045656806.1
OG0008685	NP_033527.1, XP_006526979.1	XP_045658799.1
OG0008686	XP_006527120.1, NP_963909.2	XP_045658801.1
OG0008687	XP_006519340.1, NP_001139494.1	XP_045665926.1
OG0008688	NP_001074690.1, XP_006519183.1	XP_045665850.1
OG0008689	NP_001388597.1	XP_045665824.1
OG0008690	NP_001355619.1	XP_045665969.1
OG0008691	XP_006527471.1, NP_001157107.1	XP_045665822.1
OG0008692	NP_001074175.1, XP_036017266.1	XP_045666012.1
OG0008693	XP_006527057.1	XP_045666011.1
OG0008694	XP_006527535.1, NP_113553.1	XP_045640935.1
OG0008695	NP_075907.2	XP_045640922.1
OG0008696	XP_036017606.1, NP_083287.2	XP_045640587.1
OG0008697	NP_082883.1, XP_011245671.1	XP_045658816.1
OG0008698	NP_001390278.1	XP_045658890.1, XP_045658891.1
OG0008699	NP_032749.1	XP_045658909.1
OG0008700	NP_001333730.1	XP_045658915.1
OG0008701	NP_062692.1	XP_045658952.1
OG0008702	NP_291047.2, XP_006527553.1, NP_001095941.1	XP_045658974.1
OG0008703	NP_001277754.1	XP_045659309.1
OG0008704	NP_081835.2, XP_011245405.1	XP_045659003.1
OG0008705	XP_011245673.1, NP_001164318.1	XP_045659040.1
OG0008706	XP_006527485.1	XP_045658808.1
OG0008707	NP_848804.2, XP_006527117.1	XP_045659186.1
OG0008708	NP_061357.3, XP_006526760.1	XP_045659211.1
OG0008709	NP_001405809.1	XP_045659213.1
OG0008710	NP_001074507.2	XP_045658805.1
OG0008711	XP_006508096.1, NP_061355.3	XP_045665289.1
OG0008712	NP_083885.1, XP_006508360.1	XP_045628587.1
OG0008713	NP_001349127.1	XP_045628593.1
OG0008714	NP_031426.2	XP_045665471.1
OG0008715	XP_006536266.1, NP_803420.2	XP_045665336.1
OG0008716	NP_031429.1, XP_017177421.1	XP_045665332.1
OG0008717	NP_034021.1	XP_045665933.1
OG0008718	NP_001390029.1	XP_045658784.1
OG0008719	XP_011236640.1, NP_033956.2	XP_045645047.1
OG0008720	NP_032892.1	XP_045645043.1
OG0008721	NP_001171129.1	XP_045645042.1
OG0008722	NP_001335138.1, NP_001002927.1	XP_045645016.1
OG0008723	NP_031850.2	XP_045645110.1
OG0008724	NP_001116231.1	XP_045644967.1
OG0008725	NP_001074750.1, XP_006535552.1	XP_045644961.1
OG0008726	NP_058619.1	XP_045666124.1
OG0008727	NP_001408078.1, NP_113579.2, NP_001343480.1, XP_006495657.1	XP_045666099.1
OG0008728	NP_808328.2	XP_045662024.1
OG0008729	XP_006530118.2, NP_573481.1	XP_045662023.1
OG0008730	NP_001157051.1	XP_045662001.1
OG0008731	XP_036020258.1, NP_080448.1	XP_045661957.1
OG0008732	NP_808529.3, XP_006538070.3	XP_045661912.1
OG0008733	NP_835213.3, NP_001153067.1	XP_045661881.1
OG0008734	NP_001032211.1	XP_045661882.1
OG0008735	NP_061225.2, NP_788262.1	XP_045661856.1
OG0008736	NP_001361610.1	XP_045651258.1
OG0008737	XP_006511212.1, NP_038736.1	XP_045651263.1
OG0008738	NP_083120.2	XP_045671726.1
OG0008739	NP_033832.2, NP_001403810.1, NP_001403811.1, NP_001277717.1	XP_045671854.1
OG0008740	NP_808236.2, XP_017171846.1, NP_001277719.1	XP_045672295.1
OG0008741	XP_006499170.1, NP_733481.1	XP_045628410.1
OG0008742	XP_036017236.1, NP_758473.3	XP_045626911.1
OG0008743	XP_036018407.1, NP_080850.2	XP_045626951.1
OG0008744	NP_001036118.1	XP_045627047.1
OG0008745	NP_001277729.1, NP_062265.2	XP_045627108.1
OG0008746	NP_766260.2	XP_045627336.1
OG0008747	NP_671495.1	XP_045627365.1
OG0008748	XP_036018388.1, NP_001357869.1	XP_045627523.1
OG0008749	NP_001277753.1, NP_700436.1	XP_045627912.1
OG0008750	XP_006499144.1, NP_694715.2	XP_045628093.1
OG0008751	NP_001155889.1	XP_045668029.1
OG0008752	XP_006499718.3, NP_950187.1	XP_045668113.1
OG0008753	NP_083731.2, XP_006500411.1	XP_045668026.1
OG0008754	NP_001272436.1	XP_045668024.1
OG0008755	NP_001074413.2, NP_001346904.1, XP_006499558.1	XP_045668055.1
OG0008756	NP_075709.2, XP_036018348.1	XP_045668079.1
OG0008757	NP_058659.1	XP_045667994.1
OG0008758	NP_034443.1	XP_045667996.1
OG0008759	NP_001028672.2	XP_045668069.1
OG0008760	NP_001074622.1, XP_006510991.1	XP_045668068.1
OG0008761	XP_036011033.1, NP_061377.2, NP_001397577.1	XP_045668044.1
OG0008762	NP_663592.3, XP_006511166.1	XP_045666642.1
OG0008763	NP_081410.2	XP_045666663.1
OG0008764	XP_006511369.1, NP_001277244.1	XP_045666681.1
OG0008765	XP_006511580.1, NP_083182.2, NP_001388065.1	XP_045666580.1
OG0008766	XP_006510885.1, NP_032568.3	XP_045666560.1
OG0008767	NP_083024.1	XP_045666723.1
OG0008768	NP_001035516.2, XP_006510969.1, NP_766032.1	XP_045651247.1
OG0008769	XP_006511271.1, NP_766606.2	XP_045651237.1
OG0008770	XP_006511333.1	XP_045651235.1
OG0008771	NP_848475.1, XP_017169118.1	XP_045651254.1
OG0008772	NP_032710.2, XP_030099967.1	XP_045651209.1
OG0008773	NP_001366282.1, NP_062663.1, XP_006511355.1	XP_045651159.1
OG0008774	NP_663590.3, XP_036010456.1	XP_045651068.1
OG0008775	NP_666475.2	XP_045644511.1, XP_045645099.1
OG0008776	XP_006511164.1, NP_665834.1	XP_045666668.1
OG0008777	NP_032967.1	XP_045641668.1
OG0008778	XP_017172382.1, NP_001401939.1	XP_045641379.1
OG0008779	NP_624360.2	XP_045641628.1
OG0008780	NP_084120.1	XP_045641657.1
OG0008781	NP_032375.2, NP_001391987.1	XP_045641489.1
OG0008782	NP_034638.2	XP_045641495.1
OG0008783	NP_613063.1	XP_045641527.1
OG0008784	NP_001404050.1	XP_045641541.1
OG0008785	XP_006523029.1, NP_035507.2	XP_045669468.1
OG0008786	NP_035939.3	XP_045669469.1
OG0008787	NP_997184.1	XP_045669442.1
OG0008788	NP_777272.2, XP_011244411.1	XP_045669519.1
OG0008789	NP_084363.2	XP_045630117.1
OG0008790	XP_006513401.1, NP_035055.2	XP_045630131.1
OG0008791	NP_032852.2	XP_045632311.1
OG0008792	XP_006513793.1, NP_001398829.1, NP_612174.2	XP_045632316.1
OG0008793	XP_006514071.1, NP_080707.2	XP_045632331.1
OG0008794	NP_001274003.1, XP_006513716.1	XP_045632301.1
OG0008795	XP_017169327.1, NP_001269921.1, NP_032813.3	XP_045632924.1
OG0008796	NP_112463.2	XP_045655036.1
OG0008797	NP_072087.2, XP_006501922.1	XP_045654601.1
OG0008798	NP_932114.2, XP_017175214.1	XP_045655085.1
OG0008799	NP_001257359.1, NP_001359069.1, NP_001359070.1	XP_045655175.1
OG0008800	NP_776123.3	XP_045648789.1, XP_045655195.1
OG0008801	NP_001156994.1, XP_006501905.1	XP_045648454.1
OG0008802	XP_006501799.1, NP_062517.1	XP_045648158.1
OG0008803	XP_036021750.1, NP_032193.1	XP_045647921.1
OG0008804	XP_006506017.1, NP_001157788.1, NP_899133.2	XP_045647902.1
OG0008805	XP_006506759.1, NP_001348895.1, NP_082981.3	XP_045647713.1
OG0008806	NP_083691.1, XP_006535341.1	XP_045647303.1
OG0008807	NP_766470.2, XP_006535283.1	XP_045646904.1
OG0008808	XP_006534946.1	XP_045646589.1
OG0008809	NP_598499.1	XP_045646258.1
OG0008810	NP_796204.1, NP_001346947.1, XP_006535051.1	XP_045645926.1
OG0008811	NP_766244.4	XP_045662453.1
OG0008812	NP_035278.1, XP_030110066.1	XP_045649465.1
OG0008813	XP_011244145.1, NP_035303.1	XP_045641359.1
OG0008814	NP_001156427.1	XP_045641596.1
OG0008815	NP_082799.2, XP_036016041.1	XP_045641327.1
OG0008816	NP_001035487.2	XP_045641317.1
OG0008817	NP_079875.2, XP_006522522.1	XP_045641323.1
OG0008818	NP_075664.1	XP_045641311.1
OG0008819	XP_030104759.1, NP_001333971.1	XP_045641309.1
OG0008820	XP_006521983.1	XP_045641178.1
OG0008821	XP_017172523.1, NP_001152891.1	XP_045641119.1
OG0008822	NP_001074494.1, XP_006522308.1	XP_045641058.1
OG0008823	NP_084253.1	XP_045668634.1
OG0008824	NP_001272717.1, XP_006521737.1	XP_045668453.1
OG0008825	NP_081618.1	XP_045668583.1
OG0008826	NP_001403647.1	XP_045668702.1
OG0008827	XP_011244253.1	XP_045668648.1
OG0008828	NP_034710.2	XP_045668697.1
OG0008829	NP_034869.1, NP_001369763.1, XP_006521878.1	XP_045668692.1
OG0008830	NP_001153874.1, XP_006522280.1	XP_045668511.1
OG0008831	NP_001334110.1, XP_006522137.1	XP_045668584.1
OG0008832	NP_038928.1, XP_006522295.1	XP_045668570.1
OG0008833	NP_084414.1	XP_045668688.1
OG0008834	XP_006522561.1, NP_080715.2	XP_045641143.1
OG0008835	XP_006520113.1, NP_001074771.1	XP_045643110.1
OG0008836	XP_006520077.1, NP_579943.3	XP_045643109.1
OG0008837	NP_001157913.1	XP_045643104.1, XP_045643103.1
OG0008838	NP_031663.1	XP_045643093.1
OG0008839	NP_659086.2, XP_030103089.1	XP_045663945.1
OG0008840	NP_444393.1	XP_045663954.1
OG0008841	NP_663351.3	XP_045663956.1
OG0008842	XP_011242878.1, NP_083235.3	XP_045663978.1
OG0008843	NP_083293.1	XP_045644660.1
OG0008844	NP_083846.2	XP_045632645.1
OG0008845	NP_598539.1	XP_045632552.1
OG0008846	XP_017172418.1, NP_001166976.1	XP_045632616.1
OG0008847	NP_663607.1	XP_045632557.1
OG0008848	XP_011244116.1, NP_001264970.1	XP_045632640.1
OG0008849	NP_076226.2, XP_006522721.1	XP_045632569.1
OG0008850	NP_001077363.1, NP_001276510.1	XP_045632643.1
OG0008851	NP_444406.2	XP_045667207.1
OG0008852	XP_036015684.1, NP_001152790.1, NP_001152789.1	XP_045667176.1
OG0008853	NP_783581.2	XP_045668555.1
OG0008854	NP_598547.1	XP_045667524.1
OG0008855	NP_848841.2	XP_045667428.1
OG0008856	NP_082217.1	XP_045644571.1
OG0008857	NP_083765.2, XP_017175280.1	XP_045644575.1
OG0008858	NP_742050.2, XP_006517329.1	XP_045663946.1
OG0008860	NP_001033044.1	XP_045656544.1
OG0008861	NP_001413102.1, NP_001156713.1	XP_045667485.1
OG0008862	NP_080788.1, NP_001405669.1	XP_045667467.1
OG0008863	XP_006516845.1, NP_082243.1	XP_045667558.1
OG0008864	NP_034011.1	XP_045667619.1
OG0008865	NP_666050.3	XP_045667627.1
OG0008866	XP_017171095.1, NP_077204.2	XP_045667546.1
OG0008867	NP_001276528.1, NP_663342.3	XP_045667655.1
OG0008868	XP_030103084.1	XP_045667599.1
OG0008869	NP_001028571.1, XP_006516995.1	XP_045667474.1
OG0008870	XP_011242577.1, NP_034223.1, NP_001276849.1	XP_045651679.1
OG0008871	NP_001413534.1	XP_045651673.1
OG0008872	NP_032182.2, XP_030103017.1	XP_045656468.1
OG0008873	NP_783594.1	XP_045656432.1
OG0008876	NP_032428.2	XP_045662229.1
OG0008877	NP_001104500.1, XP_006498148.1	XP_045637556.1
OG0008878	XP_006498075.1, NP_631939.1	XP_045637576.1
OG0008879	NP_001277588.1, XP_006500097.1, NP_938036.2	XP_045637301.1
OG0008880	NP_038853.2	XP_045637177.1
OG0008881	XP_006500003.1	XP_045636851.1
OG0008882	NP_001277603.1, XP_006499096.1, NP_001277604.1	XP_045636445.1
OG0008883	XP_006500090.1, NP_080020.2	XP_045635987.1
OG0008884	NP_001159453.1, XP_006500402.1, NP_001159452.1, NP_932122.2	XP_045635904.1
OG0008885	NP_663499.2, XP_036017010.1, NP_001103982.1	XP_045635912.1
