Orthogroup	Mus_musculus	Sus_scrofa
OG0005064	NP_598439.3	XP_003122615.2
OG0005065	NP_666204.2	XP_020938572.1
OG0005066	XP_017173702.1, NP_932782.2	XP_020938583.1
OG0005067	NP_598910.2	XP_003122602.2
OG0005068	NP_001284520.1	XP_020956326.1
OG0005069	NP_001123658.1, NP_001123656.1, NP_001123657.1, NP_758507.3, XP_006500847.1	XP_013844785.2
OG0005070	NP_598419.1	XP_003133336.2
OG0005071	XP_017167940.1	XP_005671690.1, XP_020930488.1, XP_003133333.2
OG0005072	NP_082675.1	XP_020931413.1
OG0005073	NP_062630.2, XP_030107288.1	NP_001230990.1, XP_003483303.1
OG0005074	NP_001396593.1	XP_005654916.1
OG0005075	NP_034570.1, NP_001156638.1, NP_001156637.1, XP_006513311.1	XP_020939775.1
OG0005076	NP_035692.2, XP_017168764.1	XP_013837041.2
OG0005077	XP_011240936.1, NP_001365177.1	XP_020940777.1, XP_020940778.1
OG0005078	NP_084357.2, XP_036008293.1	XP_020925025.1
OG0005079	NP_001028416.2	XP_020924972.1
OG0005080	NP_001405136.1, NP_001405135.1, NP_001405138.1, NP_001405134.1, NP_891984.1, NP_001405137.1	XP_020924878.1
OG0005081	NP_001074626.1, XP_006506333.1	XP_013837334.2
OG0005082	NP_001347268.1	NP_001239135.1
OG0005083	NP_001335656.1	XP_003132322.2, XP_020924756.1
OG0005084	XP_006518647.1, NP_001293007.1, NP_032432.2	NP_999089.2
OG0005085	NP_001167518.1, XP_017168985.1	XP_020924477.1
OG0005086	NP_083445.1, XP_006511713.1, NP_035381.2	XP_003483235.1
OG0005087	NP_032950.1	NP_999423.2
OG0005088	XP_036010927.1, NP_766607.3	XP_005669574.1
OG0005089	NP_001271261.1, NP_001344862.1	XP_020926289.1
OG0005090	NP_084027.1	XP_003123559.4
OG0005091	NP_035928.2	XP_005669516.1, NP_001001622.1
OG0005092	NP_109637.3	NP_001001623.1
OG0005093	NP_766343.3, XP_036009839.1, NP_001161762.1	XP_005652975.1
OG0005094	NP_083642.1	XP_013846877.1
OG0005095	NP_694714.1, XP_036009747.1	XP_020939186.1
OG0005096	XP_036010117.1, NP_001357775.1, NP_001357776.1	XP_020939190.1
OG0005097	NP_001365822.1, NP_001159871.1	NP_001116651.1
OG0005097	XP_036009729.1	XP_005654944.1
OG0005099	NP_001316985.1, XP_006508763.1	XP_020939599.1
OG0005100	NP_058540.1	NP_001001587.1
OG0005101	NP_033908.2, XP_011244560.1	XP_020936478.1, NP_999174.1
OG0005102	NP_001034203.1, XP_006524506.1	XP_020939653.1
OG0005104	NP_001104548.1	XP_020939697.1, XP_005661378.1, XP_005661377.1
OG0005105	XP_030105845.1, NP_079842.2	XP_020939707.1
OG0005106	NP_082657.1	XP_013850223.1
OG0005107	NP_034477.1	XP_020939817.1
OG0005108	NP_079926.1	XP_003123044.1
OG0005109	NP_079797.1	XP_003354026.1
OG0005110	NP_033117.1	NP_999499.1
OG0005111	NP_001074883.1, NP_001137306.1, XP_011239945.1	XP_020957986.1
OG0005113	NP_001028489.1, XP_017177672.1	XP_003129509.3
OG0005116	XP_006508222.1, NP_598461.1	XP_020938965.1
OG0005117	XP_006507560.1	XP_020940976.1
OG0005118	XP_006509245.1, NP_001344153.1, NP_080735.1	XP_020920964.1
OG0005119	NP_001347413.1, NP_766115.1	XP_013834189.2
OG0005120	NP_080508.1, XP_006519518.1	XP_020921266.1, XP_020921265.1
OG0005121	XP_036014721.1	XP_001924228.2
OG0005122	NP_001028304.1	NP_001254779.1
OG0005123	NP_033240.3	XP_020935312.1
OG0005124	NP_001341997.1	XP_020933330.1
OG0005125	NP_001408476.1	XP_013836985.2
OG0005126	XP_011241283.1, NP_001397565.1, NP_001032838.1	XP_020927324.1
OG0005127	NP_001300686.1	NP_001005350.1
OG0005127	NP_031423.1, XP_036010460.1	XP_013836911.1
OG0005128	XP_030099969.1, NP_035048.3	XP_005669463.1
OG0005129	NP_034142.3	NP_999591.1
OG0005130	NP_064359.2, XP_036014660.1	XP_020924094.1, NP_001193383.1
OG0005131	NP_001181851.1, NP_001181852.1, NP_001181850.1, NP_062789.1	NP_001153553.1, XP_020923997.1
OG0005133	NP_081330.2	XP_003134349.1
OG0005134	NP_001393437.1	XP_020933079.1
OG0005135	NP_062745.1	NP_001004031.1, XP_020932974.1
OG0005136	NP_001345190.1, NP_001345189.1, XP_036018512.1, NP_082913.1	XP_020933857.1
OG0005137	NP_570954.1	NP_001038040.1
OG0005138	NP_663510.1, XP_006499367.1	XP_013840650.1, NP_001231792.1
OG0005139	NP_033073.1	XP_005654299.3, XP_013838686.2, XP_013838680.2
OG0005140	NP_001165588.1, NP_034537.2	XP_020933801.1
OG0005141	NP_001264116.1, NP_666240.4, XP_006499403.1	XP_020933532.1
OG0005142	NP_001342320.1	XP_020933012.1
OG0005143	XP_011238128.1, NP_083558.1	XP_001925792.3
OG0005144	NP_033399.1	XP_003360037.3
OG0005145	NP_001407684.1, NP_001407683.1, NP_001407682.1, NP_001407681.1, NP_032994.1	XP_005654304.1
OG0005146	XP_006499486.2, NP_536703.2, NP_001349951.1, NP_001349952.1, NP_808327.1	NP_001108146.1
OG0005147	NP_001095893.1, NP_001095895.1, NP_001095894.1, NP_766263.2	XP_005673110.1, NP_001116671.1
OG0005148	XP_006498580.1, NP_001092798.1	NP_001116559.1, XP_005673122.2
OG0005149	NP_001074758.1, XP_011238263.1	XP_020933815.1
OG0005150	XP_017171224.1	XP_020933417.1
OG0005151	NP_001406326.1, XP_006500665.1, NP_937812.1, NP_001406325.1	XP_020933213.1, XP_020933211.1, XP_020933212.1
OG0005152	XP_006500683.1, NP_705822.1	XP_020934040.1
OG0005153	XP_017176304.1, NP_694754.1	XP_020931123.1, XP_005672420.1, XP_005672423.1, XP_020931124.1
OG0005154	NP_080142.1, NP_001405489.1, NP_001405490.1, NP_001405492.1, NP_001405491.1	XP_001928663.1
OG0005155	XP_006509289.1, NP_001004140.2	XP_003131004.2
OG0005156	NP_780595.1	XP_005668423.2
OG0005157	XP_006519541.1, NP_080677.1	XP_020921110.1
OG0005158	NP_056606.2	XP_020929863.1, XP_003132883.1
OG0005159	XP_011243399.1, NP_950194.2	NP_001231424.1
OG0005160	NP_082315.3	XP_020930091.1
OG0005161	NP_031966.2, NP_001258332.1, NP_001258350.1, NP_001258331.1	NP_001001641.1
OG0005162	NP_001297451.1	XP_001928170.1
OG0005163	NP_001258338.1, NP_001411584.1, NP_001258337.1, NP_001258336.1, XP_006518799.1, NP_035496.1	XP_020928659.1
OG0005164	NP_694694.1, XP_006509597.1	XP_013845697.2
OG0005165	NP_034700.2	NP_001231418.1, XP_020930260.1
OG0005166	NP_079662.1, XP_006496583.1	XP_020930759.1, XP_020921663.1, XP_020921661.1, XP_020921660.1
OG0005167	NP_001028462.2, XP_011246288.1	XP_005657644.2
OG0005168	NP_001103682.1, NP_666224.3, XP_006529527.1	XP_020931285.1
OG0005169	NP_001192178.1, NP_955398.3, XP_006529115.1, NP_001034308.1, XP_006529834.1	NP_998943.1, XP_020930324.1
OG0005170	XP_006521926.1, NP_035302.2	XP_020928191.1
OG0005171	NP_001177281.1	XP_020930048.1
OG0005172	XP_036021049.1, NP_001264796.1, NP_001074792.1, NP_001395116.1, NP_001395117.1	XP_013838241.2
OG0005173	NP_001035488.2, XP_006530300.1	XP_020928890.1
OG0005174	NP_062779.3, XP_036021221.1	XP_020928493.1
OG0005175	NP_001404487.1, NP_114075.1	XP_005670719.1, NP_001230550.1
OG0005176	NP_001157005.1	XP_020927954.1, XP_020927955.1
OG0005177	NP_766137.2, XP_006513082.1	XP_013838587.1
OG0005178	XP_011244130.1	NP_001230384.1, XP_005670991.1
OG0005179	NP_031570.2, XP_006505472.1	XP_005664186.1, NP_001025706.1
OG0005181	NP_056591.1	NP_001231608.1, XP_020946645.1
OG0005182	NP_780735.2	XP_003126531.3
OG0005183	XP_006506101.1, NP_852109.2	XP_020947984.1
OG0005184	XP_006506453.1	XP_005664117.1
OG0005185	NP_080444.1	XP_005655708.1, NP_001230861.1
OG0005186	XP_011243947.1, NP_084202.2	NP_001106163.1
OG0005187	NP_033530.2	NP_001090883.1, XP_020946767.1
OG0005188	NP_001346055.1	XP_020947359.1
OG0005189	NP_001014976.1, NP_001343241.1, XP_006520321.1	XP_013841684.2
OG0005190	XP_017172113.1, NP_001345773.1, NP_001157115.1, NP_001398789.1, NP_033608.3, NP_001398790.1	XP_003126240.1
OG0005191	NP_001152959.1, NP_035385.1	NP_999222.1, XP_020927762.1
OG0005192	XP_036017537.1	XP_001926893.1
OG0005193	NP_083462.2	XP_013839147.1
OG0005194	NP_001171283.1, NP_001171284.1	XP_001929192.4
OG0005195	NP_780569.1, XP_030106555.1	NP_001230614.1, XP_020927680.1
OG0005196	NP_080653.2, XP_006527371.1	XP_001927262.2
OG0005197	NP_001316864.1, XP_006527077.1	XP_020927688.1, NP_001230619.1
OG0005198	XP_006527153.1, NP_766428.2	XP_020929373.1
OG0005199	NP_001303610.1, NP_001303607.1, NP_001303609.1, NP_001303608.1, NP_035342.3	XP_005671630.1
OG0005200	NP_001074586.2, XP_036008635.1	XP_020929397.1
OG0005201	NP_001153223.1	XP_005653119.1, NP_001230609.1
OG0005202	XP_006495494.1, NP_001272354.1	XP_001926210.1
OG0005203	NP_001343508.1, NP_001230029.1	XP_020944792.1
OG0005204	XP_006530115.1, NP_543128.1	XP_020944828.1
OG0005204	NP_083022.1	XP_013852094.2
OG0005205	NP_080688.2, XP_017174612.1	XP_005659808.1
OG0005206	NP_001277931.1, XP_006500216.1, NP_780363.1	XP_001925589.5
OG0005207	XP_006511496.1	XP_020949914.1
OG0005208	XP_030100101.1, NP_001157721.1	XP_020939057.1
OG0005209	XP_036017631.1, NP_080791.2	NP_001231926.1
OG0005210	XP_030100025.1	XP_020949401.1
OG0005211	NP_001104615.1	XP_020955734.1, XP_020955729.1
OG0005212	NP_001411606.1	XP_020954735.1
OG0005213	NP_082171.1, XP_036011189.1	XP_020954701.1
OG0005214	XP_006523098.1	XP_020927042.1
OG0005215	NP_659103.1, NP_001404007.1, XP_006523070.1	XP_020926540.1
OG0005216	XP_011244445.1	XP_003132811.2
OG0005217	NP_780637.2	XP_020926677.1, XP_020926678.1
OG0005218	XP_006524778.1, NP_067297.2, NP_001392039.1, NP_001392046.1, NP_001392049.1, NP_001392048.1, NP_001392043.1	XP_003359028.1
OG0005219	NP_034961.2, XP_036016256.1	XP_020926717.1
OG0005220	XP_006502101.1, NP_081411.2	XP_003482499.3, XP_020956359.1, XP_020956360.1
OG0005221	NP_997092.1	XP_020957338.1
OG0005222	NP_705802.1	XP_020956407.1
OG0005223	NP_848856.1, XP_030110368.1, NP_001346915.1, NP_001346916.1	XP_020957435.1
OG0005226	XP_006522552.1, NP_080549.1	XP_020926407.1
OG0005227	XP_036016065.1, NP_083249.1	XP_020925726.1
OG0005228	NP_080864.1	XP_003358921.1
OG0005229	XP_036016068.1	XP_003132744.2
OG0005230	NP_001013389.2	XP_020925930.1
OG0005231	NP_081631.2	XP_020935815.1, XP_020925816.1
OG0005232	NP_001344016.1	XP_013837778.2, XP_005670156.2, XP_005670155.2
OG0005233	NP_081399.3, NP_001317352.1, XP_006517427.1	XP_003134197.2
OG0005234	NP_001390971.1, XP_006535585.1, NP_001277429.1, NP_081895.2	XP_001927220.2
OG0005235	NP_666053.2, XP_006521998.1, NP_001291361.1, NP_001390392.1	XP_020924254.1, NP_001233182.1
OG0005236	NP_598548.1	XP_020925400.1
OG0005237	XP_011248011.1	XP_020925427.1
OG0005238	NP_035516.2, NP_001385487.1	XP_020925455.1
OG0005239	NP_808254.1	XP_020925457.1, XP_020925458.1
OG0005240	XP_036014090.1, NP_083060.2, NP_001159863.1	XP_001927665.3
OG0005241	XP_006517009.1, NP_080332.1	XP_020955873.1
OG0005242	NP_034747.2, XP_036013758.1	XP_020955875.1
OG0005243	XP_011242593.1	XP_013832927.2
OG0005244	XP_006516770.2, NP_001013407.2	XP_001928071.1
OG0005245	NP_062312.3	XP_013833024.1
OG0005246	NP_084248.2, XP_036018610.1	XP_003359565.1
OG0005247	XP_011237963.1, NP_001001182.2	XP_020930417.1
OG0005248	XP_036018204.1, NP_796218.2	XP_013839699.2
OG0005249	XP_006500167.1	XP_003133534.1
OG0005250	NP_780674.1, XP_006499263.1	XP_003133561.2
OG0005251	XP_006496200.1, NP_058613.2	XP_003483749.1
OG0005252	NP_061287.2, XP_006496204.1	XP_020931903.1
OG0005253	NP_001344316.1, XP_030099351.1, NP_083987.1	NP_001177168.1
OG0005254	NP_001344100.1	NP_001231587.1, NP_001231586.1
OG0005255	NP_796030.1	XP_020931968.1, XP_020931969.1
OG0005256	NP_780503.2	XP_005667590.1, NP_001231166.1
OG0005257	NP_776290.1, XP_036010523.1	XP_005667591.1, NP_001230596.1
OG0005258	NP_109649.1	XP_020945145.1
OG0005259	XP_006497018.2, NP_079597.2	XP_003125707.2
OG0005260	NP_001347860.1, NP_079664.1, NP_001347861.1	XP_003125703.1, XP_020945194.1, XP_003125702.1
OG0005261	NP_061199.2	XP_001928360.1
OG0005262	NP_038517.1, XP_036012527.1	XP_020945225.1
OG0005263	NP_001034573.1	XP_005663265.1
OG0005264	NP_808588.3, XP_006528642.1	XP_020935154.1, NP_999223.1
OG0005266	NP_001344031.1, NP_001289315.1	XP_001925262.4
OG0005267	NP_573475.2, XP_006528782.1	XP_020935164.1, NP_999352.1
OG0005268	NP_001171350.1, XP_006528742.1, NP_766371.1, NP_001345895.1, NP_001171349.1	XP_013841413.1
OG0005269	NP_079936.1, XP_006529028.1	XP_020936267.1
OG0005270	NP_001106825.1, XP_006528938.1	XP_005673713.2
OG0005271	XP_006529054.1, NP_084219.1	XP_003135157.1
OG0005272	NP_001368827.1	XP_001926267.5
OG0005273	NP_001075881.1, XP_011246060.2	XP_003135335.1
OG0005274	NP_001186289.1, NP_808260.2	XP_020935660.1
OG0005275	NP_033454.1	XP_005673886.1, NP_001090928.1
OG0005276	NP_084227.1, XP_006541473.1	XP_001927391.1
OG0005277	NP_067525.1	XP_003135374.2, XP_005666622.1
OG0005278	XP_011249307.1, NP_035985.2	XP_020936331.1, XP_003135406.2, XP_020936329.1, XP_020936332.1, XP_020936330.1
OG0005279	XP_036017751.1	NP_001116649.1, XP_005673954.1
OG0005280	NP_001399012.1	XP_013846455.1
OG0005280	NP_034344.2	NP_999540.1
OG0005281	XP_006527949.1, NP_001186278.1	XP_003135515.1
OG0005282	NP_001398440.1, NP_032349.1	XP_020935333.1
OG0005283	NP_001397176.1, NP_031750.2, XP_006527824.1	XP_020935774.1
OG0005285	NP_032146.1	NP_001231153.1
OG0005287	NP_001177302.1, NP_001391034.1, NP_001391033.1, XP_017173393.1	XP_020951996.1, XP_020951995.1
OG0005289	NP_001011877.1, XP_006519285.2	XP_020955615.1
OG0005290	NP_997019.1, XP_006540086.1	XP_020950780.1, XP_020953237.1
OG0005298	XP_036011510.1, NP_034418.1	NP_001231141.1
OG0005299	NP_033932.2	NP_001137588.1
OG0005300	XP_006501889.1, NP_067350.2	XP_020944353.1, NP_999161.1
OG0005301	XP_006539872.1, NP_766327.3	XP_020950281.1
OG0005302	NP_032880.1	XP_003123401.1
OG0005303	NP_033490.1	NP_999214.1
OG0005304	NP_511039.2	XP_013841574.2
OG0005305	XP_036012281.1, NP_031668.3	NP_001274339.1
OG0005306	XP_011242293.1, NP_033877.3	XP_020955333.1
OG0005307	XP_036015768.1, NP_001344227.1, NP_035768.1	NP_999166.1
OG0005308	XP_006500550.1, NP_001092767.1	NP_999261.1
OG0005310	NP_034684.2	NP_999194.1, XP_005655255.1
OG0005311	XP_017173885.1, NP_001295464.1, NP_038591.1	NP_999248.2, XP_020935155.1
OG0005312	XP_006503772.1, NP_031749.2	XP_020956830.1
OG0005313	NP_035906.1	NP_999058.1
OG0005315	NP_112446.2, XP_006514604.1	XP_003134112.1
OG0005316	XP_006496778.1, NP_035475.2	NP_999433.2, XP_013852238.1, XP_020945096.1
OG0005317	NP_001280581.1, NP_001280582.1, NP_001280584.1, NP_033031.2, NP_001280583.1	XP_020925090.1
OG0005318	NP_034125.2	NP_999598.1, XP_020953980.1
OG0005319	NP_062422.1	XP_013851548.1, XP_020943084.1
OG0005320	NP_031886.3	NP_001001627.1
OG0005321	NP_035294.2	XP_005665681.1, NP_999091.1
OG0005322	NP_001240733.1	NP_999114.1
OG0005323	NP_666857.2	XP_003354440.2
OG0005324	XP_006525784.1, NP_032960.3, NP_001036232.1	NP_999083.1, XP_020930330.1
OG0005325	NP_035276.2	NP_999544.1
OG0005326	NP_001032324.1	XP_003134421.1
OG0005327	NP_031733.1	NP_001116668.1, XP_020921912.1
OG0005328	XP_011241196.1	NP_001231355.1, XP_020924167.1
OG0005329	NP_034042.3	NP_001001621.1
OG0005330	NP_001405731.1	NP_001239125.1, XP_005661182.1
OG0005331	NP_062773.2, XP_011249180.1	XP_020954027.1, NP_001038042.1
OG0005332	XP_006526758.1, NP_034092.1	XP_020938623.1, XP_003122717.1
OG0005333	NP_031452.2	XP_005671707.1, NP_998973.1
OG0005334	XP_036021304.1, NP_075721.3	NP_001177145.1
OG0005335	NP_062293.1	XP_001927603.1
OG0005336	NP_001161960.1, NP_032609.1, NP_001161961.1, NP_001161962.1	XP_003122633.2
OG0005337	NP_001156790.1, XP_017169681.1	XP_005656966.1, XP_013845325.1, XP_013845326.1, XP_020922234.1
OG0005338	NP_443748.2, XP_006529294.1	NP_001092064.1, XP_020930157.1
OG0005339	NP_001348429.1	XP_020953956.1, NP_001158124.1
OG0005340	NP_031525.3, XP_011240687.1	XP_020957581.1, NP_001116552.1
OG0005341	NP_619624.2, XP_006502925.1	XP_020951629.1
OG0005342	NP_067490.1	XP_005660509.1, XP_003122225.3
OG0005343	NP_001350421.1, NP_066302.2, XP_006499733.1	XP_003133505.3
OG0005344	NP_001397314.1	XP_020937595.1
OG0005345	NP_001020556.1	XP_020934251.1
OG0005346	NP_079785.1	XP_003129306.1
OG0005347	NP_001186277.1, NP_001186276.1, NP_473380.1	NP_001121910.1, XP_020935196.1
OG0005348	NP_808215.2, NP_001032848.1, NP_573483.1	XP_020944939.1
OG0005349	NP_038637.1, NP_001106168.1	XP_020945655.1, XP_020945656.1
OG0005350	NP_001345243.1, NP_001345244.1, XP_036012384.1, NP_001300908.1, NP_035610.1	XP_020921885.1, NP_999322.1
OG0005351	NP_001277394.1, NP_001277393.1, XP_006498163.1, NP_001001322.1, NP_001277392.1	XP_013842543.1
OG0005352	NP_032973.1	NP_001231080.1
OG0005353	NP_031501.1	NP_001092068.1
OG0005354	NP_254279.1	XP_020954121.1, XP_020954120.1
OG0005355	NP_659115.3	XP_003124023.1
OG0005356	XP_036020517.1, NP_038790.2	NP_001230992.1
OG0005357	NP_080223.2, NP_001278037.1	NP_001177109.1
OG0005358	NP_034876.2, NP_001355293.1	XP_005664888.1, NP_001116615.1
OG0005360	NP_001397385.1	XP_020957671.1
OG0005360	NP_001397384.1, NP_035922.4	NP_001276783.1
OG0005361	XP_006501136.1, NP_001002011.2	NP_001104727.2, XP_005663329.1
OG0005362	NP_031531.1	NP_001172071.1
OG0005363	NP_667050.1	XP_001924533.1
OG0005364	NP_667066.1	XP_003130012.1
OG0005365	NP_570936.1, NP_001161975.1	XP_020918070.1
OG0005366	NP_666924.1, XP_006503179.1	XP_003128139.1
OG0005367	NP_780767.1	XP_020953046.1
OG0005368	NP_780658.2	NP_001245363.1, XP_005659457.3
OG0005369	NP_034937.1	XP_003356329.2
OG0005370	NP_058017.1	XP_003353842.1
OG0005371	NP_035241.1, NP_001167641.1	XP_003121745.2
OG0005372	NP_033283.1, NP_001347782.1	XP_020955234.1
OG0005373	XP_006529564.1	XP_020955371.1
OG0005374	XP_006525559.1, NP_663469.1	XP_020948944.1, XP_020948951.1
OG0005375	NP_033074.2	XP_005659226.2
OG0005376	NP_035965.3	XP_020942535.1
OG0005377	NP_001394144.1	NP_001182709.1
OG0005378	NP_080065.4, NP_001077414.1	XP_001927005.6
OG0005380	NP_766414.3, XP_006524290.1	XP_005659164.2
OG0005381	XP_036011337.1, NP_001191912.1	XP_003121296.3
OG0005382	NP_032574.1, XP_006512631.1	XP_020938017.1, NP_999050.1
OG0005383	NP_082880.2	XP_001928696.1
OG0005384	XP_006512669.1	XP_013843811.1
OG0005385	NP_001364026.1	XP_005656862.1
OG0005386	XP_011245464.1, NP_001177412.1	XP_020920657.1
OG0005387	XP_011245527.1, NP_663472.1	XP_003122009.2, XP_005652757.2
OG0005388	XP_006527202.1, NP_796008.2	XP_020920336.1
OG0005389	XP_006539528.1	XP_020953006.1
OG0005392	XP_006539838.1, NP_766325.3	XP_020950694.1
OG0005393	NP_001277696.1, NP_001277693.1, NP_001277695.1, NP_067524.2, XP_006541101.2	XP_005664804.3
OG0005394	NP_079809.1	XP_003127375.1
OG0005395	NP_001344046.1	XP_020949211.1, NP_999362.2
OG0005396	NP_080831.2, XP_006541050.1, NP_001341974.1	XP_013854105.1, XP_003127376.1
OG0005397	NP_001276570.1, XP_030098180.1, NP_766071.1, NP_001276569.1, NP_001276563.1, NP_001276566.1, NP_001038951.1	XP_003355989.2
OG0005399	NP_081138.2, XP_011248990.1	XP_013844095.1
OG0005400	NP_001031817.1, XP_006539916.1, NP_666296.1	XP_013844061.1
OG0005401	XP_006540336.1, NP_001277479.1, NP_001364021.1, XP_030111568.2, NP_001034281.1, NP_071307.1	XP_003133258.2
OG0005402	NP_083990.2, XP_006540475.1, NP_001355336.1, XP_006540137.1	XP_020950000.1
OG0005403	NP_001347693.1, NP_001347692.1, NP_001074583.1	XP_020952817.1, XP_020952818.1
OG0005404	NP_001028488.1	NP_001302530.1
OG0005405	NP_665832.1	NP_001116605.1
OG0005406	NP_061280.2	XP_003134656.1
OG0005408	NP_062329.2, XP_006498249.1	XP_003130799.4
OG0005409	NP_080438.2, XP_006497594.1	XP_020920622.1, XP_020920621.1, XP_020920620.1
OG0005410	NP_001075432.1, XP_006525966.1	XP_003130754.3
OG0005411	XP_006497548.1, NP_001074601.1	XP_020920653.1
OG0005412	NP_690037.1	XP_003130870.3
OG0005413	NP_001347918.1, NP_001076786.1, NP_080680.2	NP_999116.1, XP_020936418.1
OG0005414	NP_077141.2	XP_003124090.3, XP_020940600.1
OG0005415	NP_084218.1	XP_020940615.1
OG0005416	NP_001268399.1, NP_808497.1, XP_006526092.1	NP_999042.1, XP_020936183.1
OG0005417	NP_001361656.1	XP_020932220.1, NP_001231140.1
OG0005418	NP_079645.1	XP_003134070.2
OG0005419	XP_036010209.1	NP_001123433.1
OG0005420	NP_001355692.1	XP_005665254.1
OG0005421	NP_079731.2	XP_020951466.1
OG0005422	NP_001392866.1	XP_020953359.1
OG0005423	XP_006538721.2, NP_001116426.1, NP_035240.3, NP_001411736.1, NP_001411737.1	XP_013854492.1
OG0005424	NP_001408506.1, NP_032035.2, NP_001408505.1, NP_001258545.1, XP_006503775.1	XP_003128912.2
OG0005425	XP_006524555.1, NP_001276415.1, NP_001276414.1, NP_001008973.2, NP_001347114.1	XP_005661633.3
OG0005426	NP_659108.1, NP_001020480.1	XP_003123870.3, XP_020941060.1
OG0005427	XP_011242754.1, NP_598832.3	XP_020941043.1
OG0005428	XP_006517080.1, NP_001036056.1	XP_003123831.3
OG0005429	XP_006540762.1, NP_068679.1	NP_999259.2
OG0005430	XP_011249113.1, NP_570950.1	XP_020954379.1, XP_020954363.1, XP_020954368.1
OG0005431	NP_035178.1	XP_020954593.1
OG0005432	NP_083861.1	XP_005660092.1, XP_013848933.1, XP_005660091.1
OG0005433	NP_839986.2, XP_036009276.1	XP_001925657.4
OG0005434	NP_001004185.3	XP_001927350.1
OG0005435	XP_036009054.1	XP_020954540.1
OG0005436	NP_001346824.1, NP_919325.2, XP_006503967.1	XP_020956613.1
OG0005437	NP_080171.1	NP_001230498.1
OG0005438	NP_034828.3	XP_020956692.1
OG0005439	NP_035800.2	NP_998928.1
OG0005440	NP_081121.1	XP_003128416.1
OG0005441	NP_038530.1	XP_020956534.1
OG0005442	NP_659084.3	XP_020929416.1
OG0005443	NP_001349334.1, NP_848755.1, XP_006516881.1, NP_001349333.1	XP_020930057.1
OG0005444	NP_077176.1	XP_001926970.1
OG0005445	NP_001104611.1, XP_036009942.1	NP_001230483.1
OG0005446	XP_006531029.1, NP_001360868.1	XP_001926697.1
OG0005447	NP_081131.1, NP_001355301.1, XP_006531400.1	NP_001230222.1
OG0005448	NP_001388976.1	XP_001925575.3
OG0005449	NP_062786.1	NP_001139222.1
OG0005450	NP_780403.1	XP_020928110.1
OG0005451	NP_001259021.1, NP_001259019.1, NP_001259020.1, NP_082188.1	XP_001927378.3
OG0005452	NP_001334380.1	NP_001177154.1, XP_013838770.1
OG0005453	XP_006519699.1, NP_083380.1	XP_013838800.1, XP_013838798.1
OG0005454	NP_035825.1	XP_020927834.1, NP_999534.1
OG0005455	NP_075623.2	NP_001335888.1, NP_999430.1
OG0005456	NP_001034160.1, XP_017171508.1, NP_036048.3, NP_001034162.1, NP_001034161.1, NP_001034163.1	XP_005657482.2
OG0005457	NP_001334441.1, NP_083146.1	XP_005661527.2
OG0005458	NP_080538.1, NP_001404797.1	XP_020932618.1, XP_020932619.1
OG0005459	NP_598776.1, NP_001350282.1, NP_001258276.1, NP_001258277.1, NP_001350283.1, XP_006514496.1	XP_020932774.1
OG0005460	XP_017170351.1, NP_203538.2	XP_020932292.1
OG0005461	NP_001344391.1	XP_020935554.1, NP_001231236.1
OG0005462	NP_001032948.2	XP_003124148.5
OG0005463	XP_030103099.1, NP_766183.1	XP_020932342.1
OG0005465	NP_077150.1	NP_999103.1
OG0005466	XP_006520050.2, NP_001156610.1	XP_020932757.1
OG0005467	XP_036015525.1, NP_001159832.1, NP_084274.1, NP_001344690.1	XP_003359785.2
OG0005468	NP_001074768.1, XP_006520157.1	XP_020932622.1
OG0005469	NP_796034.2, XP_006533603.1	XP_013845520.2, XP_005657110.2
OG0005470	NP_083575.1, NP_001291987.1	NP_001171391.1
OG0005471	XP_006510620.1	XP_020918774.1
OG0005472	NP_035579.1, NP_001311474.1	XP_003130070.1
OG0005473	NP_035566.2, NP_001344190.1	XP_020918668.1
OG0005474	XP_006510445.4, NP_001005421.3	NP_001231659.1, XP_013832876.1
OG0005475	NP_001268863.1, NP_032820.2, XP_036010579.1	XP_020918539.1
OG0005476	XP_006510690.1, NP_082576.1	XP_020918441.1
OG0005477	NP_080261.2	XP_020923359.1
OG0005478	XP_036012244.1, NP_694743.2	XP_020923420.1
OG0005479	NP_001258288.1, NP_001258287.1, XP_036012466.1, NP_001258289.1, NP_663404.1	XP_020923450.1
OG0005480	NP_075647.3	NP_998976.1, XP_013836730.1
OG0005481	NP_109627.3, NP_001157043.1	XP_020923491.1, XP_020923490.1
OG0005482	NP_001152991.1	XP_003358324.3
OG0005483	XP_006534151.1, NP_001013274.2, NP_001137262.1, NP_001268393.1, NP_001268394.1	XP_003358325.2
OG0005484	NP_001289303.1	XP_013836798.2
OG0005485	XP_006532606.3	XP_020923571.1
OG0005486	NP_001349514.1	XP_020923618.1
OG0005487	NP_001288343.1	XP_020952212.1
OG0005488	NP_444387.1, XP_036020472.1	XP_020952221.1
OG0005489	NP_001272881.2, NP_001272882.1, NP_001156452.2, XP_017175708.1	XP_020952236.1
OG0005490	NP_001077356.1	XP_003128020.2
OG0005491	NP_001008234.2	XP_020950835.1, XP_020950834.1
OG0005492	NP_001106215.1, XP_011248543.1	XP_020950870.1
OG0005493	NP_035772.3, XP_006538783.2, NP_001119802.1	XP_020950874.1
OG0005494	NP_808341.1	XP_020950883.1
OG0005495	NP_001277924.1, XP_006538653.1, NP_997565.2	XP_020950972.1
