Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0004301	NP_082350.3	XP_021584082.1, XP_005328259.1
OG0004302	NP_001366615.1, NP_083743.2, XP_006534462.1	XP_040124528.1, XP_005328263.1, XP_040124530.1, XP_040124527.1, XP_040124529.1, XP_040124533.1, XP_040124531.1, XP_040124532.1
OG0004303	NP_080285.2, XP_030102098.1	XP_005328257.1
OG0004304	NP_031788.1	XP_040124592.1
OG0004305	NP_001390750.1	XP_021579929.1, XP_040124690.1, XP_040124689.1, XP_013212540.1
OG0004306	NP_084426.2, XP_036012999.1	XP_005321924.1
OG0004307	NP_666138.1, XP_030101723.1	XP_005321791.1, XP_040124803.1
OG0004308	XP_030101781.1, NP_033453.2	XP_005321680.1, XP_013219885.1
OG0004309	NP_035639.1	XP_021579686.1
OG0004310	XP_011247629.1, NP_001186222.1, NP_113563.2	XP_040126453.1
OG0004311	NP_083813.1	XP_005327834.1
OG0004312	NP_034001.1	XP_005327836.1
OG0004313	NP_001074243.1, NP_032685.1, NP_001074244.1, NP_001357540.1	XP_040125207.1
OG0004314	XP_011237319.1	XP_021589989.1
OG0004315	NP_001407006.1, NP_001407007.1, NP_001407004.1, XP_006497709.1, NP_001407005.1, NP_031786.2	XP_005321122.1
OG0004316	NP_001355989.1, NP_001106684.1, NP_001342065.1, NP_001171130.1, NP_001361109.1, NP_001171132.1, XP_017171761.1	XP_040142342.1
OG0004317	NP_032517.1	XP_005321074.1
OG0004318	NP_038809.1	XP_005321051.1
OG0004319	NP_663497.2	XP_021579214.1
OG0004320	NP_083085.1, NP_001405701.1	XP_005321014.1
OG0004321	XP_006497798.1, NP_001407284.1, NP_001407285.1, NP_001407286.1, NP_001277575.1, NP_001407283.1	XP_005321001.1
OG0004322	NP_031679.1, NP_001036045.1, NP_001269895.1, XP_030100711.1	XP_005335651.1
OG0004323	XP_036011586.1, NP_084204.2	XP_040136254.1
OG0004324	NP_001156354.1, NP_001156352.1	XP_005335046.1
OG0004325	NP_001313517.1, NP_766016.2	XP_005322254.1
OG0004326	NP_032592.2, NP_001289469.1	XP_005322363.1
OG0004327	NP_789778.1, NP_647456.1, XP_006523963.1	XP_021581508.1
OG0004328	NP_666127.2, XP_006514723.1	XP_040126964.1
OG0004329	NP_081536.2	XP_040126868.1
OG0004330	XP_006526351.1, NP_082723.2	XP_005324198.1
OG0004331	NP_001334425.1	XP_021589251.1
OG0004332	NP_001273871.1, NP_001273977.1, NP_035227.1, XP_006517220.1	XP_005333245.1
OG0004334	XP_030106159.1, NP_033948.1	XP_021583381.1
OG0004335	NP_001364027.1, NP_080036.1, NP_001364028.1, XP_006538253.1, NP_001364029.1	XP_040141788.1, XP_005335965.2
OG0004336	NP_077203.2, XP_006537612.1	XP_005326255.1
OG0004337	NP_081726.1	XP_040141975.1
OG0004338	NP_666102.2	XP_021579149.1
OG0004339	NP_001365818.1	XP_040138218.1, XP_005341094.1
OG0004340	XP_006523833.1, NP_038628.2, NP_001139687.1	XP_021591396.1
OG0004341	XP_017173068.1, NP_524574.1	XP_005338994.2
OG0004342	NP_001005916.1	XP_005318864.1, XP_013211283.1
OG0004343	XP_006511015.1, NP_001038983.1	XP_040138761.1, XP_040138760.1
OG0004344	NP_079550.2	XP_005342699.1
OG0004345	NP_001394918.1, NP_001394917.1, NP_001344283.1, NP_001344281.1, NP_001074712.1, NP_001344282.1, NP_001394916.1	XP_005340393.1
OG0004346	NP_001116450.1, XP_006538012.1, NP_036127.2	XP_021581675.1
OG0004347	NP_033976.1, XP_036011462.1	XP_040133899.1, XP_040139080.1, XP_005322242.1
OG0004348	NP_001346529.1, NP_950193.1, NP_001346530.1, XP_006512833.1	XP_040137976.1
OG0004349	NP_001399316.1, NP_573455.2	XP_040148254.1
OG0004350	XP_036015327.1, NP_808423.1	XP_005316234.1
OG0004351	NP_001263392.1, NP_001263391.1, NP_001398114.1, NP_034156.2, NP_001263396.1, NP_001263390.1	XP_021579819.1
OG0004352	NP_033218.1, XP_017172011.1, NP_001025012.1	XP_005316197.1
OG0004353	XP_006521590.1	XP_040149537.1
OG0004354	NP_001398744.1	XP_021579340.1
OG0004355	NP_694762.1, XP_006521570.1	XP_013212252.2
OG0004356	NP_001318083.1, NP_001318081.1, NP_032322.1, NP_001318082.1, NP_001318143.1	XP_013211818.1
OG0004357	XP_006521214.1, NP_083919.1	XP_005316095.1
OG0004358	NP_001345822.1, NP_001345820.1, XP_006520850.1, NP_001345821.1, NP_663446.1	XP_021578775.2, XP_013212351.1
OG0004359	NP_036183.1	XP_005316069.1
OG0004360	NP_001106931.1, NP_001106935.1, XP_006503908.1, NP_001106932.1, NP_038717.2	XP_040148401.1, XP_005320037.1
OG0004362	NP_786926.2	XP_005331145.1
OG0004364	NP_067389.5	XP_021586068.1
OG0004365	XP_006505053.1, NP_001298001.1	XP_005319458.1
OG0004366	XP_036022022.1, NP_663349.2	XP_005331839.1
OG0004367	NP_081840.1, NP_001404647.1, XP_006506668.1	XP_021577921.1, XP_013211410.1
OG0004368	NP_666729.1	XP_005320903.1
OG0004369	NP_666749.1	XP_005342982.1, XP_005342756.1
OG0004370	NP_001139407.1, NP_001139408.1, XP_036019816.1, NP_898963.2	XP_040144420.1, XP_005317952.1
OG0004371	NP_001408222.1	XP_021591668.1
OG0004372	NP_808241.2, NP_001342534.1, NP_001342532.1, XP_006502947.1	XP_013218664.1
OG0004373	NP_083076.3, NP_001139299.1, XP_006503504.1	XP_040144318.1, XP_005317878.1
OG0004374	NP_001030602.1	XP_005317853.1
OG0004375	XP_006503216.1, NP_796019.1	XP_021582513.1, XP_013214414.1
OG0004376	NP_001342103.1, NP_067436.1, NP_001356167.1, NP_001272417.1, NP_001272416.1, XP_006502885.1	XP_040145106.1
OG0004377	NP_666263.3, XP_030109303.1	XP_040144511.1
OG0004378	NP_081113.1, NP_001272745.1, NP_001272744.1, XP_030109615.1, NP_001272743.1, NP_083865.1, NP_001272741.1	XP_005318006.1
OG0004379	NP_666875.1	XP_005341452.1
OG0004380	NP_034080.1, NP_001317067.1, NP_001317104.1, NP_001317070.1, XP_006513243.1	XP_021581474.1
OG0004381	NP_796000.1, NP_001162155.1, NP_001346689.1, NP_001346690.1, NP_001346691.1, NP_742048.2, XP_036011707.1	XP_040135879.1
OG0004382	NP_038536.2, XP_030100731.1	XP_005324509.1
OG0004383	NP_001036023.1	XP_005322450.2
OG0004384	NP_001077375.1, NP_001413505.1, NP_001413506.1, NP_001413504.1, NP_001413507.1	XP_040149153.1
OG0004385	XP_006509456.1, NP_001280712.1	XP_021582175.1
OG0004386	NP_663339.1, XP_017176967.1	XP_005332505.2
OG0004387	XP_006505823.1, NP_035356.1	XP_005332513.1
OG0004389	NP_001280622.1, XP_006509225.1, NP_700446.2	XP_040124501.1
OG0004390	NP_084099.1, NP_083817.1	XP_040139006.1
OG0004390	NP_083977.1	XP_005325591.1
OG0004391	NP_001361639.1, XP_011242115.1, NP_031912.2, NP_001155937.1, NP_001342457.1, NP_001408831.1	XP_021580294.1
OG0004392	NP_851796.1	XP_040127454.1, XP_040127455.1, XP_005322554.1, XP_021580240.1
OG0004393	XP_006524411.1, NP_064303.2, NP_996841.1, NP_001318162.1	XP_040126848.1
OG0004394	XP_006523574.1	XP_040126987.1
OG0004395	NP_001277655.1	XP_021575263.1
OG0004396	NP_663543.1, NP_001341635.1	XP_005338489.1
OG0004397	XP_011239567.1, NP_001295303.1, NP_001397239.1, NP_035480.3	XP_005329445.1
OG0004399	NP_081941.1	XP_005341421.1
OG0004400	NP_071313.1	XP_040143436.1, XP_005331200.1
OG0004401	NP_001020785.1, NP_001020784.1, XP_006501448.1	XP_005331203.1
OG0004402	NP_705733.2, XP_011238397.1	XP_040143443.1
OG0004403	NP_955769.1	XP_021586106.1
OG0004404	NP_667192.1	XP_005341592.1, XP_021576649.1
OG0004405	NP_001333997.1	XP_040146839.1
OG0004406	XP_006515056.1, NP_032508.3	XP_005319496.1
OG0004407	NP_080310.1	XP_005319529.1
OG0004408	NP_067291.1, NP_001347414.1	XP_005341683.1, XP_021576690.1
OG0004409	NP_034255.2, XP_006498768.1, NP_001139285.1	XP_005327474.1
OG0004410	XP_006500162.1, NP_001277694.1, NP_080997.1	XP_021585281.2
OG0004411	XP_011237559.1, NP_031413.1, NP_001343996.1	XP_005330045.1
OG0004412	XP_006536237.1, NP_001020274.2	XP_040139844.1, XP_040139843.1
OG0004413	NP_001273486.1, NP_001273487.1, NP_001034747.1, NP_001034746.1	XP_040139927.1
OG0004414	NP_001356290.1	XP_005333453.1
OG0004415	NP_001398160.1	XP_021587355.1
OG0004416	NP_032900.2, NP_001277278.1, XP_006526829.1	XP_021587477.1
OG0004417	NP_001360823.1	XP_005336577.1
OG0004418	XP_006529857.1, NP_080136.2	XP_013222051.1
OG0004419	NP_861415.2, XP_006529480.1, NP_001344411.1	XP_021576746.1
OG0004420	NP_001342220.1, NP_001342218.1, NP_001276450.1, NP_001342219.1, NP_056568.2, NP_001342217.1	XP_040150207.1
OG0004421	XP_011237418.1, NP_796113.1, NP_001406609.1	XP_040150224.1
OG0004422	NP_036036.2	XP_040147540.1
OG0004423	XP_036008267.1, NP_001265600.1	XP_021575985.1
OG0004425	NP_080105.1	XP_040145801.1
OG0004426	XP_006518011.1, NP_666162.1	XP_021586324.1
OG0004427	XP_006511911.1, NP_083907.3	XP_013214812.2
OG0004428	NP_109655.2	XP_005327029.1
OG0004429	NP_001408254.1	XP_005327024.1
OG0004430	XP_011241203.1, NP_080654.3	XP_021583112.1
OG0004431	NP_001397511.1, NP_001001144.2, NP_001096632.1, XP_006512147.1	XP_005332992.1
OG0004432	XP_036009953.1	XP_040146182.1, XP_040146183.1, XP_040146184.1
OG0004433	NP_067513.1	XP_005333028.1
OG0004434	NP_081240.1, XP_006509718.1	XP_005333153.1
OG0004435	XP_017168363.1, NP_001025044.2	XP_021587183.1
OG0004436	XP_006524486.1, NP_796281.1	XP_005333106.1
OG0004437	NP_001273559.1	XP_005333114.2
OG0004438	NP_001411771.1, NP_001411770.1	XP_005336243.1
OG0004439	NP_663586.3	XP_013218773.1, XP_021589546.1, XP_040146371.1
OG0004440	NP_082451.2, XP_006508969.1	XP_005332186.1
OG0004441	NP_084080.1, NP_001103383.1	XP_040146449.1
OG0004442	NP_032764.1, XP_006523864.1	XP_005332129.1
OG0004443	NP_080941.3	XP_005338076.1
OG0004444	NP_033479.2	XP_005316055.2
OG0004445	XP_006507252.1, NP_852072.2	XP_005323352.1
OG0004446	NP_899116.1	XP_013213098.1
OG0004447	NP_780597.2, XP_006507248.1	XP_021580843.1
OG0004448	NP_001399517.1, NP_001116211.1, NP_034697.2, NP_001399520.1, NP_001399519.1, NP_001399518.1	XP_013213124.1
OG0004449	NP_034692.2, NP_001155196.1	XP_005341171.1
OG0004450	XP_006508088.1, NP_001347304.1, NP_001123951.1	XP_040140606.1
OG0004451	NP_067250.2, XP_006498875.1	XP_005327516.1, XP_040140513.1, XP_040140512.1
OG0004452	NP_001186956.1, NP_666938.2	XP_005342159.1
OG0004453	NP_001001490.1	XP_005317087.1
OG0004454	NP_766076.1	XP_005340412.1
OG0004455	NP_666072.3, XP_017171428.1	XP_013219005.1
OG0004456	XP_011243425.1, NP_062644.1	XP_005338198.1
OG0004457	NP_001074846.1, NP_001258729.1, NP_001258728.1, NP_001333651.1, NP_001258727.1, XP_036014425.1	XP_040137353.1
OG0004458	NP_001347270.1	XP_005324853.1
OG0004459	NP_001170976.1	XP_021590684.1
OG0004460	NP_001273531.1, NP_001273529.1, NP_001273530.1, NP_001075429.1, NP_083909.2, NP_001107819.1, XP_006512447.1	XP_021587583.1
OG0004461	XP_006511980.1, NP_598741.2	XP_005317424.2
OG0004462	NP_001159429.1	XP_040125790.1
OG0004463	XP_011241131.1, NP_083370.2	XP_040125816.1, XP_005328074.1
OG0004464	NP_001344381.1, NP_001344380.1, NP_001344378.1, NP_653116.1, XP_006511565.1, NP_001344374.1, NP_001344375.1	XP_005328079.1
OG0004465	NP_036013.1, NP_001291385.1, NP_001291383.1, NP_001106884.1, NP_001344009.1, XP_006501521.1	XP_005339961.1
OG0004466	NP_001156356.1, XP_006501528.1	XP_005339976.1
OG0004467	NP_001289132.1, XP_006502457.1	XP_005339971.1
OG0004468	XP_006501593.1	XP_040125895.1
OG0004469	NP_001277736.1, XP_036018340.1, NP_001277737.1, NP_079751.1	XP_005316525.1
OG0004470	NP_808323.1, XP_006499365.1	XP_040132128.1
OG0004471	NP_001239472.1	XP_013211944.1, XP_005320491.1
OG0004472	NP_077187.1, NP_001186117.1	XP_040130220.1, XP_040139627.1
OG0004473	NP_997158.1, NP_001038215.1	XP_040131965.1, XP_040131967.1, XP_005320505.1
OG0004474	NP_001265186.1, NP_001265188.1, NP_001265187.1, NP_001265449.1, NP_075530.1, NP_001119810.1	XP_005320559.2
OG0004475	NP_542129.2, NP_001242923.1, NP_001242922.1	XP_040132117.1
OG0004476	NP_780302.2	XP_021578798.1, XP_040131464.1
OG0004477	XP_030107898.1, NP_849270.1, NP_001405570.1, NP_001405571.1, NP_001405575.1, NP_001405572.1, NP_001405573.1, NP_001405574.1	XP_005320642.1
OG0004479	NP_001278058.1, NP_001278057.1	XP_040129925.1
OG0004480	XP_017172075.1	XP_040132146.1
OG0004481	NP_001400519.1, NP_001400514.1	XP_021583253.2
OG0004482	NP_058680.1	XP_040137505.1
OG0004483	XP_006504896.1, NP_660137.1, NP_001405168.1, NP_001405171.1, NP_001405169.1, NP_001405170.1	XP_005342099.1
OG0004484	NP_001014996.2	XP_040137287.1
OG0004485	XP_011240385.1, NP_776105.1, NP_001348557.1, NP_001348558.1, NP_001348559.1, NP_001348554.1	XP_013217874.1
OG0004486	XP_017176147.1, NP_775601.1	XP_005330606.1
OG0004487	NP_082001.2, NP_001359174.1, NP_001359172.1, XP_011237012.1, NP_001359173.1	XP_040123895.1
OG0004488	NP_001404814.1, NP_082197.1, NP_001404815.1	XP_021582772.1
OG0004489	NP_082749.1, XP_036009654.1	XP_005326544.1
OG0004490	NP_766093.1, XP_006529783.1, NP_941054.2	XP_021582732.1
OG0004491	NP_080730.1, NP_001342691.1, NP_001342692.1, NP_001342693.1, NP_001342690.1	XP_040124024.1
OG0004492	NP_663494.2	XP_005339685.1
OG0004493	NP_001074468.1	XP_040147010.1
OG0004494	NP_001157468.1, XP_006535249.1	XP_021589624.1
OG0004495	NP_001158306.1, NP_001158305.1, XP_006534983.1, NP_700449.2, NP_001297630.1, NP_001297629.1	XP_021589617.1
OG0004496	NP_852075.1	XP_005329606.1
OG0004497	NP_001404617.1, NP_080879.1	XP_005329629.1
OG0004498	NP_941013.2, NP_001369783.1, XP_011246501.1	XP_040145461.1, XP_040145459.1, XP_040145460.1
OG0004499	NP_001276447.1, NP_001276446.1, NP_001035956.1, NP_001276449.1, NP_067480.2	XP_040146886.1
OG0004500	NP_001273325.1	XP_040145301.1
OG0004501	XP_036012932.1	XP_040147961.1
OG0004502	XP_006514904.1, NP_001160019.1, NP_076232.2, NP_001160020.1, NP_001160021.1	XP_040147979.1
OG0004503	NP_780538.2, XP_036011348.1	XP_040134245.1, XP_005334531.1
OG0004505	NP_033482.1	XP_005334540.1
OG0004506	NP_001104570.1, NP_067435.3	XP_005333807.1
OG0004507	XP_011246549.1, NP_083684.1	XP_021589935.1
OG0004508	NP_001397057.1, NP_032768.1, NP_001397058.1, NP_001157507.1, NP_001157506.1	XP_005338423.1
OG0004510	NP_001258686.1, NP_033551.2, NP_001258687.1, NP_001397434.1, XP_036021918.1	XP_005334036.2
OG0004511	NP_001368863.1	XP_005334022.1
OG0004512	NP_001397571.1, NP_613060.1	XP_005334069.1
OG0004513	XP_006505721.1, NP_001289484.1	XP_040136958.1
OG0004514	NP_001296566.1	XP_005341871.1
OG0004515	NP_001317292.1	XP_005328962.1
OG0004516	XP_006506982.1	XP_021584481.1
OG0004517	NP_001404737.1, NP_083018.1, NP_001404738.1, NP_001404740.1, NP_001404741.1, XP_006507048.1, NP_001404739.1	XP_021584478.1
OG0004518	XP_006520943.1	XP_021581796.1
OG0004519	NP_001276366.1, XP_030104613.1, NP_598475.2, NP_001346756.1	XP_005324939.2
OG0004520	XP_036015347.1	XP_021581906.1
OG0004521	NP_835146.3, XP_006505929.1	XP_005342888.3, XP_013217906.1, XP_040129737.1, XP_005334469.1
OG0004522	NP_001334371.1, NP_001347226.1	XP_021587625.1
OG0004523	XP_006526892.1, NP_001277755.1, NP_001277757.1, NP_001277758.1, NP_938042.2, NP_001277756.1	XP_021587622.1
OG0004524	NP_081382.1	XP_005335315.1
OG0004525	XP_006527245.1, NP_803415.1	XP_021588870.2
OG0004526	XP_036017562.1, NP_001157783.1	XP_005335304.1
OG0004527	NP_001355672.1	XP_040128405.1
OG0004528	NP_573479.3	XP_040128040.1
OG0004529	XP_017177932.1, NP_001137274.1	XP_021579056.1
OG0004530	NP_079765.3, XP_006535578.1, NP_001157009.1, NP_001157008.1	XP_005323013.1
OG0004531	XP_006495659.1, NP_001091998.1	XP_005335880.1
OG0004532	XP_006495645.1, NP_001230167.1, NP_001292156.1	XP_021589306.1
OG0004533	NP_079579.2	XP_021589310.1
OG0004534	NP_001120663.1, XP_036019257.1, NP_083344.3	XP_005336055.1
OG0004535	XP_036009540.1	XP_040130470.1
OG0004535	NP_079679.1	XP_005337203.1
OG0004536	XP_011237639.1	XP_005316434.1
OG0004537	NP_631878.2	XP_021581473.1
OG0004538	NP_001153118.1	XP_040131040.1, XP_005316594.1
OG0004539	XP_006511518.1, NP_082306.2, XP_036021560.1	XP_040130812.1
OG0004540	XP_006510946.1, NP_001392991.1	XP_005316829.1
OG0004541	XP_006511621.3	XP_040129856.1, XP_013213717.1
OG0004542	XP_006511154.1, NP_780692.2	XP_005316882.1
OG0004543	NP_001093208.1	XP_013213279.1, XP_040142928.1, XP_005323580.2
OG0004544	NP_001346974.1	XP_040143147.1
OG0004545	NP_001020755.1, NP_034736.2	XP_021580971.2, XP_021580972.2
OG0004546	NP_056590.2, XP_006523127.1	XP_021580931.1
OG0004547	NP_001074888.2, XP_006514002.1	XP_021575760.1
OG0004548	NP_001398452.1	XP_005341399.1
OG0004549	NP_569717.1	XP_021585335.1, XP_040148929.1, XP_013216140.1
OG0004550	NP_001004367.2, XP_006501624.1	XP_040148952.1
OG0004551	NP_084419.2	XP_005325807.1, XP_005325806.1
OG0004552	NP_001335125.2	XP_013214291.1, XP_021582323.1, XP_013214290.1
OG0004553	NP_001398420.1, XP_036018689.1, NP_001357786.1, NP_001398421.1, NP_001398422.1	XP_040148986.1
OG0004554	NP_001191130.1	XP_005341952.1
OG0004555	NP_001412402.1, NP_001412403.1, NP_036131.1, NP_001346132.1, NP_001346133.1, XP_006535016.1	XP_005339372.1
OG0004556	XP_011244189.1, NP_776286.2, NP_001355650.1	XP_040142866.1, XP_005334237.2
OG0004557	NP_080186.3, XP_006522542.1	XP_013218999.1
OG0004558	NP_031765.2	XP_005335123.1
OG0004559	NP_077180.1	XP_005335109.1
OG0004560	NP_062728.1	XP_005341040.1, XP_040126326.1
OG0004562	XP_006517440.1, NP_081980.1	XP_040128673.1
OG0004563	NP_898850.2	XP_005331072.1
OG0004564	XP_006535604.1, NP_775274.2, NP_001343882.1	XP_005332523.1
OG0004567	NP_080048.2	XP_040138055.1
OG0004568	NP_038511.1, XP_006516598.1	XP_040139574.1, XP_040139576.1, XP_040139575.1, XP_040139577.1, XP_005337130.2
OG0004570	NP_057893.2, XP_006516723.1	XP_021576859.1, XP_040138171.1, XP_040138172.1, XP_005341986.2
OG0004572	NP_001186052.1	XP_005315746.1
OG0004573	NP_700454.1	XP_040150452.1
OG0004574	NP_077143.2	XP_005324738.1
OG0004575	NP_001355646.1, XP_011236789.1, XP_011236933.1, NP_001297264.1, XP_006496242.1, NP_001238999.1	XP_040150556.1
OG0004576	NP_001153336.1	XP_005340916.1
OG0004577	XP_036010912.1, NP_001333985.1, XP_006495676.1, NP_780579.1	XP_005338986.1
OG0004578	NP_001355213.1, NP_080240.1, NP_001355212.1	XP_005335175.1
OG0004579	NP_001407262.1, XP_036018509.1, NP_067260.1	XP_005331926.1
OG0004580	NP_778150.1	XP_005330516.1, XP_040123731.1
OG0004581	NP_001297597.1	XP_021585609.1, XP_013216320.1, XP_040123748.1, XP_040123749.1, XP_040123751.1, XP_040123750.1
OG0004582	NP_083618.3	XP_021585629.1
OG0004583	XP_006496616.1, NP_083286.1	XP_021585642.1, XP_021585641.1, XP_005330554.1, XP_021585643.1
OG0004584	NP_035624.3, NP_001264921.1, XP_006496524.1	XP_005330559.1
OG0004585	XP_017177770.1, NP_080989.2	XP_005330596.1, XP_005328545.1
OG0004586	NP_766430.3, NP_001153121.1, XP_006529620.1	XP_040133838.1
OG0004587	XP_011246242.1, NP_032821.1	XP_040133170.1
OG0004588	NP_796363.3, XP_036021859.1	XP_040124191.1, XP_040129806.1
OG0004589	NP_072075.2, XP_036018652.1	XP_040143257.1
OG0004590	NP_001334067.1	XP_040149304.1, XP_040149302.1, XP_040149299.1, XP_040149301.1, XP_040149300.1, XP_040149303.1
OG0004591	NP_001120641.1	XP_005328908.1
OG0004592	NP_032004.2	XP_005342061.1
OG0004593	NP_080384.2	XP_005338339.1
OG0004595	XP_036017677.1, NP_001075447.1	XP_040141501.1
OG0004596	NP_001357720.1	XP_013212925.1
OG0004597	NP_851832.2	XP_005316054.1, XP_040146641.1, XP_021578562.1
OG0004598	NP_849266.1	XP_005316063.1
OG0004599	XP_006527649.1	XP_013213481.1
OG0004600	NP_001345553.1, NP_062308.2, NP_079779.2	XP_040133758.1, XP_005324071.1
OG0004601	NP_031948.4	XP_013213473.1
OG0004602	NP_780388.2	XP_005335273.1, XP_040138372.1
OG0004603	NP_631883.2	XP_005339998.1
OG0004604	XP_017173829.1, NP_001292560.1, NP_666036.1	XP_021576137.2, XP_040139504.1
OG0004605	NP_083338.1, NP_808589.1	XP_040139928.1
OG0004606	NP_796104.2, NP_080523.2	XP_013213211.1
OG0004607	NP_001277637.1	XP_021578035.1
OG0004609	XP_006527813.1	XP_040142141.1
OG0004610	XP_036017701.1, NP_062533.2	XP_040142918.1, XP_040142920.1, XP_021576097.1
OG0004611	NP_001028965.1, NP_001347145.1	XP_005342084.1
OG0004612	XP_006522627.1, NP_001303675.1, NP_001074837.1	XP_021585997.1
OG0004613	NP_001116068.1, NP_001116067.1, XP_036017795.1, NP_780651.1	XP_013215604.1
OG0004615	NP_001342537.1, NP_001135454.1, NP_001342535.1, NP_084519.1, NP_001342536.1, NP_001342533.1, NP_001135453.1, XP_006498403.1	XP_005315868.1
OG0004616	NP_001157725.1	XP_040136957.1
OG0004625	XP_006505981.1, NP_035838.3	XP_005338421.1
OG0004626	NP_001403712.1, NP_001344072.1, NP_034191.3, NP_001403713.1	XP_040133143.1
OG0004627	NP_001185974.1	XP_040125006.1, XP_040125005.1
OG0004628	NP_035364.1	XP_021581457.2
OG0004629	NP_032382.1, XP_006528770.1	XP_040140507.1, XP_040140503.1, XP_005323392.1
OG0004630	NP_001153202.1, NP_077778.1	XP_013211602.1, XP_040132926.1, XP_021578220.1, XP_021578219.1
OG0004631	NP_001390289.1, NP_001390288.1, NP_001273344.1, NP_001033086.2, XP_006523703.1	XP_005327277.1
OG0004632	XP_006521804.1, NP_062261.3	XP_040126210.1
OG0004633	XP_036015651.1, NP_001346827.1, NP_033985.3	XP_040126241.1
OG0004634	XP_036010598.1, NP_035329.2, NP_001077405.1, NP_001077404.1	XP_021587117.1
OG0004635	NP_032143.1, XP_006532286.1	XP_040126532.1
OG0004636	NP_001412948.1, NP_001412949.1, NP_001037849.1, NP_035723.2, NP_001281209.1, NP_001412947.1	XP_005324081.1
OG0004637	NP_032218.2, XP_036012232.1	XP_040125337.1, XP_013217218.1, XP_021587057.2
OG0004638	NP_035206.2	XP_040147389.1
OG0004639	XP_006505524.1, NP_038516.1	XP_021590930.1
OG0004640	NP_001120835.1	XP_021579084.1
OG0004641	NP_080163.1	XP_005317312.1
OG0004642	NP_001264873.1, NP_001296728.1, NP_001296724.1	XP_021590905.1, XP_040135648.1
OG0004643	NP_848459.1, XP_011244801.1	XP_005337942.3
OG0004644	NP_996988.2	XP_013220096.1
OG0004645	NP_033242.1, NP_001398819.1	XP_005322759.1
OG0004646	NP_001390000.1	XP_013220403.1
OG0004647	NP_032228.2, NP_001071177.1	XP_005318885.1
OG0004648	NP_001008419.1, XP_017175142.1	XP_040149313.1, NP_001269177.1
OG0004649	NP_001300819.1, NP_001300817.1, NP_001300818.1, NP_032397.1	XP_005338095.1
OG0004650	NP_061253.2	XP_040146842.1
OG0004651	XP_006529590.1, NP_036012.1	XP_040133556.1
OG0004652	XP_006502124.1	XP_021586136.1
OG0004653	NP_034614.2	XP_040125187.1, XP_021583815.1, XP_040125186.1
OG0004654	XP_006508855.1, NP_898847.1	XP_040125331.1
OG0004655	NP_001398594.1, NP_082342.1	XP_013215734.2
OG0004656	NP_700473.2, NP_001342668.1, XP_006538930.1, NP_001342667.1	XP_040145071.1
OG0004657	NP_033235.3, XP_006530856.2	XP_013221052.1, XP_040135696.1
OG0004658	NP_940807.1	XP_005315702.1
OG0004659	NP_038678.1	XP_005331308.2
OG0004660	NP_081082.1, XP_006541213.1	XP_021576723.1
OG0004661	XP_011237333.1, NP_034841.2	XP_005336998.1
OG0004662	NP_001159952.1	XP_005340662.1
OG0004663	NP_001184011.1	XP_040144151.1
OG0004664	NP_033103.2	XP_005317949.1, XP_013218952.1
OG0004665	NP_001028711.1, NP_001346499.1, NP_001346498.1, NP_997622.1	XP_005328913.1
OG0004667	NP_080303.1	XP_005327339.1
OG0004668	NP_001152866.1, NP_085115.1, NP_001152867.1	XP_040126382.1
OG0004669	NP_001182342.1	XP_040135175.1
OG0004671	NP_035660.3	XP_005318900.1
OG0004672	NP_067512.3, XP_006529831.1	XP_013220353.2
OG0004673	XP_030102390.1	XP_021583443.1
OG0004674	NP_001076017.1, NP_035594.1, XP_017177561.1	XP_005340549.1
OG0004675	XP_006526980.1, NP_038731.2	XP_021581284.1
OG0004676	NP_034690.3, XP_036013751.1	XP_005319674.1
OG0004677	NP_001316612.1, NP_034415.1, XP_006498836.1	XP_040131018.1, XP_021585267.1
OG0004678	NP_001186900.1, NP_033338.2	XP_040136390.1, XP_005335711.1
OG0004679	NP_001296375.1	XP_013220115.1
OG0004680	NP_036182.1	XP_005323261.1
OG0004681	XP_017173533.1, NP_780562.2	XP_040128167.1
OG0004682	NP_031656.2	XP_005316685.1, XP_013212060.1
OG0004683	NP_444402.2	XP_005341954.1
OG0004684	NP_035057.1, NP_001300850.1, NP_001300851.1	XP_040126462.1
OG0004685	NP_035301.2, XP_006499018.1, NP_001407649.1, NP_001407648.1	XP_040131559.1
OG0004686	NP_112447.2	XP_005325062.1
OG0004687	NP_653109.2, NP_001405087.1, NP_001405088.1	XP_040125447.1
OG0004688	NP_001365306.1, NP_001365305.1, NP_001365308.1, NP_001365307.1	XP_040135018.1
OG0004689	NP_666427.2	XP_005317958.1
OG0004690	NP_001011857.1	XP_013221661.1
OG0004692	NP_666512.2	XP_005337232.1
OG0004693	NP_001011858.1, NP_666424.2	XP_013221630.1, XP_005342357.1, XP_005342351.1
OG0004694	NP_084002.2	XP_040137986.1, XP_005340577.3
OG0004695	XP_017167796.1, NP_082008.1	XP_040134786.1, XP_040134784.1, XP_040134785.1, XP_040134787.1
OG0004696	NP_061290.1, NP_001405448.1	XP_005336493.1
OG0004697	XP_006526543.1, NP_659195.3	XP_040128044.1
OG0004699	NP_080143.1	XP_005323061.1
OG0004700	NP_001155321.1, NP_001155320.1, NP_001155319.1, NP_001155322.1, NP_035491.1	XP_005329835.1
