Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0007680	NP_001034553.3	XP_040144653.1
OG0007681	NP_001026842.2	XP_005326088.1
OG0007682	NP_001300825.1, XP_011540792.1	XP_005339297.1
OG0007683	NP_001185923.1	XP_021591575.1
OG0007684	NP_722540.1	XP_021591566.2
OG0007685	XP_047290979.1	XP_021591562.1
OG0007686	NP_803884.1, NP_619642.2, XP_011540505.1	XP_005334842.2
OG0007687	NP_001036146.1, NP_036234.3	XP_021588513.1
OG0007688	NP_079256.4, XP_005263553.1	XP_005334805.1
OG0007689	XP_047305426.1, NP_001009566.1	XP_040143830.1
OG0007690	NP_000126.2, NP_001273096.1	XP_040134902.1
OG0007691	NP_689500.2, NP_001106997.1, XP_005256381.1	XP_005335466.1
OG0007692	NP_001136336.2	XP_005335480.1
OG0007693	NP_001528.1	XP_040129597.1, XP_005335552.1
OG0007694	NP_001207418.1, NP_001248.1, NP_001207417.1	XP_005335519.1
OG0007695	NP_085132.1	XP_005318520.3
OG0007696	NP_001357463.1	XP_013220611.1
OG0007697	NP_000344.1	XP_040135895.1, XP_021576543.1
OG0007698	NP_001257904.1, NP_001257905.1, NP_055576.2	XP_040135079.1
OG0007699	XP_047289630.1, NP_001352.2	XP_005318444.1
OG0007700	NP_085056.2	XP_005318430.1
OG0007701	NP_001352193.1	XP_013221469.3
OG0007702	NP_001258691.1	XP_013221576.1, XP_040135250.1, XP_021577354.1, XP_040135251.1
OG0007703	XP_047290642.1, NP_079358.3	XP_040135951.1
OG0007704	NP_006556.1	XP_005318380.1
OG0007705	NP_001075955.2	XP_040134827.1
OG0007706	NP_001129977.1, XP_011521307.1	XP_013220872.1
OG0007707	NP_653274.1	XP_005318546.1
OG0007709	NP_694942.3	XP_005332926.1
OG0007710	XP_047304472.1	XP_005339287.1
OG0007711	NP_006777.1, NP_068835.1, XP_011538839.1	XP_040143811.1
OG0007712	NP_085047.1, NP_872624.1, NP_001334613.1, NP_872625.1	XP_005328561.1
OG0007713	NP_001107875.1, NP_001350435.1	XP_021584247.1
OG0007714	XP_005250366.1, NP_835470.1, NP_001274076.1	XP_005328544.1
OG0007715	NP_071380.1	XP_005323813.1
OG0007716	XP_047290960.1, NP_003552.1	XP_005323745.1
OG0007717	NP_003736.1	XP_040134142.1
OG0007718	XP_047290369.1, NP_067082.2	XP_040134085.1
OG0007719	NP_115560.1, XP_016857972.2	XP_021587913.1
OG0007720	NP_057122.2	XP_013215483.1
OG0007721	NP_003379.4	XP_021584311.1
OG0007722	XP_016867266.1, NP_689772.2	XP_021584264.1
OG0007723	XP_024302716.1	XP_005328583.1
OG0007724	NP_835226.2, NP_001268380.1, NP_001268379.1, XP_011514091.2	XP_040134516.1
OG0007725	NP_005909.2, NP_001269333.1	XP_005328566.1
OG0007726	NP_001278760.1, NP_001103669.1	XP_040134517.1
OG0007727	NP_001265492.1, XP_016867232.1	XP_040134520.1
OG0007728	NP_006340.1	XP_005328547.1
OG0007729	NP_004435.3, XP_016867305.1	XP_005328530.1
OG0007730	NP_981942.1, XP_005250307.1	XP_005328500.1
OG0007731	XP_016867420.1, NP_001152963.1, NP_056194.1	XP_005339781.2
OG0007732	XP_011514283.1, NP_055731.2	XP_005339810.2
OG0007733	NP_001308142.1	XP_040132659.1
OG0007734	NP_001311210.1, NP_115791.3	XP_040147100.1, XP_005340893.1
OG0007735	NP_037453.1, XP_011513631.1	XP_040134605.1
OG0007736	XP_016879154.1, NP_078947.3	XP_040133079.1
OG0007737	NP_001290432.1	XP_005323879.1
OG0007738	XP_047290695.1	XP_005323838.1
OG0007739	XP_011544052.1, NP_001310829.1	XP_021581229.1
OG0007740	XP_005255258.1, NP_056017.4	XP_013213426.1
OG0007741	XP_016878689.1, NP_001012999.3	XP_005323826.1
OG0007742	NP_705831.1, XP_016879359.1	XP_005323804.1
OG0007743	NP_001073923.1	XP_040132564.1
OG0007744	NP_060206.2, NP_001291479.1	XP_005323778.1
OG0007745	NP_055907.3, XP_005255239.1	XP_021581101.1
OG0007746	NP_001401603.1, NP_149978.1	XP_021581093.1
OG0007747	NP_001138676.2	XP_040134393.1
OG0007748	NP_001092925.1, NP_060810.2	XP_005323736.1
OG0007749	NP_057340.2	XP_040133971.1
OG0007750	XP_024306265.1, NP_055507.1	XP_040132674.1
OG0007751	NP_001072982.1, NP_001275585.1, XP_005255334.1	XP_005327206.1
OG0007752	NP_001374148.1, NP_001138483.1, XP_005255355.1	XP_040134497.1
OG0007753	NP_001092284.1, XP_016879016.1	XP_021590547.2
OG0007754	NP_115820.2, XP_024306239.1	XP_021590552.1
OG0007755	NP_689670.1	XP_005337921.1
OG0007757	NP_003445.2	XP_005337811.1
OG0007758	NP_071913.1, XP_024306159.1	XP_005337923.1
OG0007759	NP_001356596.1, NP_001096645.1, XP_005255192.1	XP_005337817.1
OG0007760	NP_066192.1	XP_005337824.1
OG0007761	XP_047289916.1, NP_001383387.1	XP_040134492.1
OG0007762	NP_057417.3	XP_005337833.1
OG0007763	XP_011520969.1, NP_079384.2	XP_005337846.2
OG0007764	NP_005317.2	XP_005337876.1
OG0007765	NP_001139478.1	XP_021590648.2
OG0007766	NP_653171.1	XP_005337897.1
OG0007767	NP_065876.3	XP_005337939.1
OG0007768	NP_001107803.1, NP_001278.1	XP_005337903.1
OG0007769	XP_011520912.1	XP_040133334.1
OG0007770	NP_071375.1, XP_005255528.1	XP_021581034.1
OG0007771	XP_047289602.1, NP_699181.2	XP_005323697.1
OG0007772	NP_001015052.1, NP_002425.2, NP_001015054.1	XP_021581085.1
OG0007773	NP_001679.2	XP_005337672.1
OG0007774	XP_006710984.2, NP_001258762.1, NP_079177.2	XP_021590823.2
OG0007775	NP_000551.1	XP_021590820.1
OG0007776	XP_024302558.1, NP_004969.2, NP_001364259.1, NP_001034663.1	XP_040143355.1
OG0007777	NP_002950.3, XP_005271157.1	XP_040145050.1
OG0007778	NP_001010985.2	XP_005338137.1
OG0007779	NP_060607.2	XP_005339170.1
OG0007780	NP_542196.2, XP_016855823.1	XP_040145146.1
OG0007781	NP_001275750.1	XP_005339752.1
OG0007782	NP_001138356.1, XP_016855889.1, NP_598003.2	XP_005339748.1
OG0007783	NP_003720.1, NP_001124313.1	XP_040147112.1, XP_005339743.1
OG0007784	NP_149044.2	XP_005339737.1
OG0007785	NP_659425.1	XP_013215175.1
OG0007786	NP_001830.1	XP_005327755.1
OG0007787	XP_006710865.2, NP_002849.1	XP_005327764.1
OG0007788	NP_690850.2, XP_016856413.1	XP_040145128.1
OG0007789	NP_060423.3	XP_005334119.1
OG0007790	NP_036284.1	XP_005334127.1
OG0007791	NP_001304028.1, NP_001304029.1, NP_008965.2	XP_005330762.1
OG0007792	NP_057062.1, NP_001186256.3, NP_001106279.3	XP_040145124.1
OG0007793	NP_110443.3, XP_047287232.1	XP_005332403.1
OG0007794	XP_011540493.1	XP_005332415.1
OG0007795	XP_024308502.1, NP_008982.1	XP_005326149.1
OG0007796	NP_872439.2	XP_021584291.1
OG0007797	NP_055203.4	XP_005329517.1
OG0007799	XP_047274855.1, NP_001372090.1	XP_005319790.1
OG0007800	NP_001985.2, XP_011507585.1	XP_021585581.1
OG0007801	NP_115727.5	XP_013212413.1, XP_005339641.1
OG0007802	XP_047289566.1, NP_003944.1, NP_078845.3	XP_013211650.2
OG0007803	NP_055690.1	XP_005330436.1
OG0007804	NP_054772.1, XP_011507749.1	XP_005329477.1
OG0007805	XP_047281656.1	XP_021588669.1
OG0007806	NP_055625.4, XP_047291332.1	XP_021578278.1
OG0007807	NP_001004128.1, XP_047282186.1, NP_002817.2	XP_005319798.1
OG0007808	NP_203129.1	XP_005319797.1
OG0007809	XP_024304564.1, NP_002919.3	XP_005319778.1
OG0007810	NP_001287693.1	XP_005319756.1, XP_040136177.1
OG0007811	NP_001306889.1	XP_021578232.1
OG0007812	NP_060317.3	XP_013211665.1, XP_040134008.1
OG0007813	NP_006752.1	XP_005327947.1
OG0007814	NP_001351785.1, XP_016856830.1	XP_040134024.1
OG0007815	XP_016857537.1, NP_071376.1	XP_021578212.1
OG0007816	XP_016856541.1, NP_055273.2	XP_040133076.1
OG0007817	NP_055098.1, NP_057311.3	XP_005319856.1
OG0007818	NP_000646.3	XP_005319885.2
OG0007819	NP_002986.1, NP_003166.1	XP_005319942.1
OG0007820	NP_443094.3	XP_040132808.1
OG0007821	NP_005805.1, XP_016855494.1	XP_005319947.2, XP_040126338.1
OG0007822	NP_060012.3	XP_013211636.1
OG0007823	NP_000134.2	XP_005326633.1
OG0007824	XP_006711906.1, NP_001035863.1, NP_055627.2	XP_021582859.1
OG0007825	XP_016856060.1	XP_005326651.2
OG0007826	NP_071761.1, XP_011542550.1	XP_040134364.1, XP_040132555.1
OG0007827	NP_653303.2, XP_005244983.1	XP_040145064.1
OG0007828	NP_002520.2, NP_001007793.1	XP_005331464.1
OG0007829	NP_001186652.1, NP_001869.1	XP_005331458.1
OG0007830	NP_056142.2	XP_005331439.1
OG0007831	XP_005244902.1, NP_001254537.1, NP_006580.2	XP_005331397.1
OG0007832	NP_001381459.1, NP_061125.1	XP_005331373.1, XP_040143584.1, XP_021586190.1
OG0007833	NP_002240.3, NP_001191016.1	XP_005331366.1
OG0007834	NP_060052.3, XP_047280423.1	XP_005331362.1
OG0007835	NP_001369698.1, XP_016856688.1	XP_040143573.1
OG0007836	NP_001018238.1, NP_006109.2	XP_005331356.1
OG0007837	NP_001242907.1	XP_005331332.2
OG0007838	NP_006685.1	XP_005331333.1
OG0007839	NP_004506.2	XP_005331323.1, XP_040139106.1
OG0007840	XP_047293654.1	XP_040129371.1
OG0007841	NP_060640.2	XP_005325625.1
OG0007842	XP_005258413.1, NP_085135.1	XP_040129899.1
OG0007843	NP_065856.1	XP_005337506.1
OG0007844	NP_002659.1	XP_005338739.1
OG0007845	NP_005397.1	XP_005329085.1
OG0007846	NP_001032411.1, NP_005142.1	XP_005329082.1
OG0007847	NP_006092.1	XP_005337178.1
OG0007848	XP_047293865.1, NP_003794.3, NP_062830.1	XP_005337175.1
OG0007849	XP_016881383.2	XP_021590059.1
OG0007850	NP_056023.3	XP_013219085.1
OG0007851	NP_064617.2	XP_040126635.1, XP_005334957.2, XP_040126629.1
OG0007852	XP_047293651.1	XP_005334932.3
OG0007853	XP_011524044.1	XP_040131240.1
OG0007854	NP_115518.3, XP_005258164.1	XP_021588633.1
OG0007856	NP_612145.2	XP_005322728.1
OG0007857	NP_079040.2	XP_040130292.1
OG0007858	NP_001365549.1, XP_011534738.1	XP_005339197.1
OG0007859	NP_001269884.1, NP_006100.2	XP_005338839.1
OG0007860	NP_071923.2	XP_021591264.1
OG0007861	NP_001269251.1, NP_001357147.1, XP_011534618.1	XP_040131285.1
OG0007862	NP_005855.1	XP_005338813.1
OG0007863	NP_115828.2, NP_001139500.1	XP_005338861.1
OG0007864	NP_001156956.1	XP_013219938.1
OG0007865	NP_001372329.1	XP_013219932.1
OG0007866	NP_542395.1	XP_005322719.1
OG0007867	NP_001164.2, NP_001025226.1	XP_005322722.1
OG0007868	NP_689419.3, NP_001353448.1, NP_067072.3	XP_040131294.1
OG0007869	NP_001072987.1, NP_775878.2	XP_021580372.1
OG0007870	NP_115728.2, XP_005268185.1	XP_021580388.1
OG0007871	NP_001374998.1	XP_040132418.1
OG0007872	NP_001009182.2, XP_016877198.2, NP_001009183.2, NP_003607.2	XP_021580391.1
OG0007873	XP_005267890.1, NP_060823.3	XP_005331805.1
OG0007874	NP_001654.1	XP_005331788.1
OG0007875	NP_065835.2	XP_005338035.2, XP_040130612.1
OG0007876	NP_001011713.2	XP_005322797.1
OG0007877	XP_047287478.1	XP_005322940.1
OG0007878	NP_001271130.1	XP_013212930.1
OG0007879	NP_001382577.1, XP_024305331.1, NP_001342201.1	XP_040130675.1
OG0007880	NP_001166173.1	XP_005322828.1
OG0007881	NP_057529.1, XP_047287218.1	XP_040130446.1
OG0007882	NP_057110.3	XP_005322875.1
OG0007883	NP_006361.1	XP_005322873.1
OG0007884	XP_016876779.1, NP_001154970.1	XP_005322892.1
OG0007885	NP_001034554.1	XP_005322895.1
OG0007886	NP_001030024.1, XP_005268052.1	XP_021580513.1
OG0007887	NP_892114.1, XP_016877095.1	XP_005322902.1
OG0007888	NP_067083.1	XP_005321258.1
OG0007889	XP_011535346.1, NP_067062.1	XP_040131968.1
OG0007890	XP_047287326.1, NP_976054.2, NP_001207413.1	XP_040131984.1
OG0007891	NP_001924.2	XP_040131725.1
OG0007892	NP_001035197.1	XP_005321300.2
OG0007893	XP_016876524.1	XP_040131416.1
OG0007894	XP_005268045.1, NP_005056.3	XP_005321350.1
OG0007895	NP_060440.2	XP_005321373.1
OG0007896	NP_001189358.1	XP_005339215.1
OG0007897	XP_047287783.1, NP_001747.3	XP_021591533.1
OG0007898	XP_011535460.1, NP_079010.2	XP_013221069.2
OG0007899	NP_001269392.1, NP_001276068.1	XP_013217679.1
OG0007900	NP_612808.1	XP_005333957.1
OG0007901	XP_011535533.2, NP_115609.2	XP_005333959.1
OG0007902	NP_006659.1, XP_011534666.1	XP_040132239.1
OG0007903	NP_003394.1	XP_005333969.3
OG0007904	NP_055659.2	XP_005341060.1
OG0007905	NP_056131.2, XP_011534895.1	XP_040129972.1
OG0007906	XP_006720082.1, NP_694591.2	XP_021588433.1
OG0007907	NP_001128349.1, NP_001354107.1	XP_021588421.1, XP_040130017.1
OG0007908	NP_006420.1, NP_001159757.1	XP_005322217.1
OG0007909	NP_001182474.1, XP_016879492.1	XP_040124950.1
OG0007910	NP_004114.1	XP_040124198.1
OG0007911	NP_848543.2, XP_011517482.1	XP_005336961.1
OG0007912	NP_001652.2, XP_011523084.1	XP_005328137.1
OG0007913	NP_612138.1	XP_005321737.1
OG0007914	NP_064448.1	XP_021579114.1
OG0007915	NP_057622.1, XP_011521882.1	XP_040124456.1
OG0007916	XP_047291866.1, NP_954981.1	XP_005332711.1
OG0007917	NP_612637.1, XP_011522590.1, NP_001033073.1	XP_040124283.1
OG0007918	NP_001372058.1	XP_005332698.1
OG0007920	XP_011523684.1	XP_040124484.1
OG0007921	XP_011523789.1	XP_040124510.1
OG0007922	NP_001350777.1	XP_040124324.1
OG0007923	NP_001249.1	XP_005332761.1, XP_040124361.1
OG0007924	NP_001335099.1	XP_040145144.1, XP_005332633.1
OG0007925	XP_006721929.1, NP_000204.3	XP_021586897.1
OG0007927	NP_001290194.1, XP_016880063.1	XP_040124411.1
OG0007928	NP_001244941.2, NP_001244942.2	XP_005332587.1
OG0007929	NP_000826.2, XP_011522991.1	XP_040124602.1
OG0007930	NP_001092302.1	XP_005336039.3
OG0007931	NP_060453.3	XP_005328301.1
OG0007932	NP_060939.3	XP_005328271.1
OG0007933	NP_001035022.1	XP_005328264.1
OG0007934	NP_057444.2	XP_005328249.1
OG0007935	NP_005819.3	XP_005328248.1
OG0007936	XP_047293068.1	XP_005328206.1
OG0007937	NP_588614.1, XP_024306322.1	XP_013215365.1
OG0007938	NP_001356413.1	XP_005328157.1
OG0007939	NP_001248363.1	XP_021579934.1
OG0007940	NP_001300927.1, NP_003757.1	XP_005321955.1
OG0007941	NP_001366295.1	XP_013212578.1
OG0007942	NP_036613.2	XP_005321845.1
OG0007943	NP_115568.2	XP_005321835.1
OG0007944	NP_003550.1	XP_005321814.1
OG0007945	NP_003101.3, XP_011523438.1	XP_021579839.1
OG0007946	NP_001265126.1, XP_011523599.1, NP_788276.1	XP_005321790.1
OG0007947	NP_003195.1	XP_013212464.1
OG0007948	NP_001159603.1	XP_005321726.1
OG0007949	NP_057588.1	XP_005321727.1
OG0007950	NP_001245302.1, NP_073738.2	XP_021579810.1
OG0007951	NP_001317259.1	XP_005321683.1
OG0007952	NP_783165.1	XP_005321682.1
OG0007954	NP_001317307.1	XP_040124933.1
OG0007955	NP_055721.3, XP_047291586.1	XP_005321624.1
OG0007956	XP_011523673.1, NP_115971.2	XP_040125018.1
OG0007957	NP_000708.1, XP_005257696.1	XP_005321593.1
OG0007958	NP_077284.2, XP_005257715.1	XP_005321582.2
OG0007959	XP_011523577.1, NP_079140.2	XP_040125037.1
OG0007960	NP_942131.1	XP_021579717.1
OG0007961	NP_631961.1	XP_005321550.1
OG0007962	NP_002806.2, NP_001257411.1	XP_005327837.1
OG0007963	NP_079133.3, XP_011523571.1	XP_021583745.1
OG0007964	NP_001003927.1, NP_055025.2	XP_040125088.1
OG0007965	NP_057315.3, XP_005258045.1	XP_021583750.1
OG0007966	XP_024306741.1	XP_040125117.1
OG0007967	NP_849191.3, XP_011522617.1	XP_021583779.1
OG0007968	NP_060616.1	XP_005327937.1
OG0007969	NP_057616.2	XP_040125208.1
OG0007970	NP_443160.2, XP_024306328.1	XP_040125214.1
OG0007971	NP_064706.1, XP_011522170.1	XP_005327978.1
OG0007972	XP_005266109.1	XP_005336918.1
OG0007973	NP_055249.1, NP_001137500.1, NP_001137498.1, NP_001137499.1	XP_005336941.1
OG0007974	NP_001375226.1	XP_005336940.1
OG0007975	XP_047280022.1, NP_997192.2, NP_001386722.1	XP_005336960.1
OG0007976	NP_001597.2, NP_997698.1, XP_047278877.1, NP_001397971.1	XP_040139776.1
OG0007977	NP_063945.2	XP_005336992.1, XP_013217666.1
OG0007978	NP_003163.1	XP_040142488.1
OG0007979	NP_060056.1, NP_001129247.1	XP_005337018.1
OG0007980	NP_001269540.1	XP_013219040.3
OG0007981	XP_047280036.1	XP_005321172.1
OG0007982	NP_036336.2	XP_005321165.1, XP_040132608.1
OG0007983	NP_001094346.1, NP_001094347.1, NP_777593.2	XP_005321112.1
OG0007984	XP_047279435.1, NP_060671.3	XP_005321107.1
OG0007985	NP_112176.1, NP_001129419.1, NP_001252511.1	XP_005321083.2
OG0007987	XP_047278732.1	XP_005321065.1
OG0007988	NP_001108225.1, NP_001265067.1	XP_005321058.1
OG0007989	XP_011516856.1, NP_001078816.2	XP_005321049.1
OG0007990	NP_001094058.1	XP_013212063.1
OG0007991	XP_005257281.2, NP_835229.3	XP_005332591.2
OG0007992	XP_047299869.1, NP_060093.3	XP_040126860.1
OG0007993	NP_003658.1, XP_047285756.1	XP_040136249.1
OG0007994	NP_001397906.1, XP_005268897.1	XP_021589143.1
OG0007995	NP_002420.1, XP_047284819.1	XP_013218497.1
OG0007996	XP_047284456.1, NP_001973.2	XP_005335676.3
OG0007997	NP_037399.2	XP_021589173.1
OG0007998	XP_005268682.1, NP_001116244.1	XP_005335757.1
OG0007999	NP_005972.1, NP_001317098.1	XP_005335759.1
OG0008000	NP_037386.1, XP_005268866.1	XP_005328751.1
OG0008001	NP_009122.2	XP_005328755.1
OG0008002	NP_001269538.1, NP_057140.2, NP_001269535.1, NP_001269539.1	XP_005328764.1
OG0008003	NP_001357214.1, NP_387467.2, XP_047285849.1	XP_013215572.1
OG0008004	NP_037513.2, XP_016874732.3	XP_005330481.3
OG0008005	NP_006842.2, XP_047284087.1	XP_005330490.1
OG0008006	NP_001088.2	XP_021588695.1
OG0008007	NP_001341334.1, NP_001336937.1	XP_013218198.1
OG0008008	NP_060054.4, XP_005261982.1	XP_005335053.1
OG0008009	NP_065194.3	XP_021588719.1
OG0008010	XP_011528998.1	XP_040132388.1
OG0008011	NP_006477.3	XP_040137718.1
OG0008012	NP_056468.3, XP_005261581.1	XP_005335080.1
OG0008013	XP_011528618.1, NP_942153.1, NP_073622.2	XP_040137724.1
OG0008014	NP_201575.3, XP_011528811.1	XP_005338624.1
OG0008015	NP_056519.1	XP_005322257.1
OG0008016	NP_060060.3	XP_040133418.1
OG0008017	XP_006724212.1, NP_689725.2	XP_005322473.1
OG0008018	NP_001091740.1, NP_002400.3	XP_040133719.1
OG0008019	XP_047297267.1	XP_013212764.1
OG0008020	NP_001034230.1	XP_040134175.1
OG0008021	NP_003744.1	XP_005322350.1
OG0008022	XP_047284362.1, NP_001029345.2	XP_005322394.1
OG0008023	NP_689531.2	XP_021580143.1, XP_040134932.1
OG0008024	NP_001308427.1	XP_040126810.1
OG0008025	NP_071731.1, XP_006712267.1	XP_040126814.1
OG0008026	NP_001308272.2, NP_001308273.2, NP_653233.5	XP_005338550.1
OG0008027	XP_024308965.1, NP_001380415.1	XP_040126864.1
OG0008028	XP_016860379.1, NP_076970.1	XP_005336438.1
OG0008029	XP_011510236.1	XP_040126715.1
OG0008030	XP_011508883.1	XP_021589656.1
OG0008031	NP_056163.1, XP_047299798.1	XP_005339656.1
OG0008032	XP_011509756.1	XP_005339644.1, XP_040126485.1
OG0008033	XP_005264485.1, NP_005391.1	XP_005324562.1
OG0008034	NP_001421.2, XP_011531000.1	XP_005324561.1
OG0008035	NP_054890.1	XP_040145941.1
OG0008036	XP_005264686.1, NP_149100.2	XP_005322084.1
OG0008037	NP_057600.2	XP_013212637.1
OG0008038	NP_001005386.1	XP_021579985.1
OG0008039	XP_016859865.1, NP_061875.2	XP_005343087.2
OG0008040	XP_016859290.1	XP_040126736.1
OG0008041	NP_848526.1, XP_011531335.1, NP_001344937.1	XP_005322167.1
OG0008042	NP_073603.2	XP_040137714.1
OG0008043	XP_047297580.1, NP_001365257.1	XP_021588686.1
OG0008044	NP_006062.1	XP_040137716.1
OG0008045	NP_055059.2, XP_047273851.1	XP_005339415.2
OG0008046	NP_001295010.1, XP_011541640.3, NP_775937.1	XP_005338599.1
OG0008047	XP_024310148.1, NP_689760.2, NP_001295174.1	XP_040129273.1
OG0008048	NP_055090.1	XP_005339399.1
OG0008049	NP_001129588.1, XP_011532853.1, NP_001340303.1, NP_001340301.1, NP_001340302.1	XP_040128020.1
OG0008050	NP_004698.3	XP_005339548.1, XP_005337205.1
OG0008051	NP_057228.1, NP_001295009.1	XP_005339553.1
OG0008052	NP_001287709.1, XP_006714726.1	XP_021591708.1
OG0008053	NP_001186220.1	XP_040128047.1, XP_040126385.1
OG0008054	XP_011541651.1	XP_040128401.1
OG0008055	XP_016865476.1, NP_001243474.1, NP_115822.1	XP_040127807.1
OG0008056	NP_054750.1, NP_001304913.1, NP_001017372.1	XP_005324202.1
OG0008057	NP_001244237.1	XP_005324204.1
OG0008058	NP_859056.2	XP_005335858.1
OG0008059	NP_001295056.1	XP_005335811.2
OG0008060	NP_055897.1, XP_011541585.1	XP_040129271.1
OG0008061	NP_001287850.1	XP_005327297.1
OG0008062	NP_006781.1	XP_005333268.1
OG0008063	XP_005251442.1, NP_001017969.2	XP_021583857.1
OG0008064	XP_005251500.1, NP_981948.1	XP_005328039.1
OG0008065	XP_016869805.1, NP_001366010.1	XP_021583889.2
OG0008066	XP_011516365.1, NP_001035362.3	XP_040141771.1
OG0008067	NP_714918.2, XP_011516046.1, NP_001273978.1	XP_040141773.1
OG0008068	XP_016869748.1, NP_001113.2	XP_013218642.1
OG0008070	XP_011516222.1, NP_065692.2	XP_040141841.1, XP_040141840.1
OG0008071	NP_005793.2	XP_005326230.1
OG0008072	NP_997723.2	XP_005326235.1
OG0008073	NP_001369426.1, XP_006712950.1, NP_001161.1	XP_005326248.1
OG0008074	NP_009165.1	XP_040141891.1
OG0008075	NP_683877.1	XP_005326833.1
OG0008076	XP_011516203.2, NP_001036055.2, NP_001350554.1	XP_021582655.1
OG0008077	NP_065944.3	XP_040142004.1
OG0008078	NP_438171.1, XP_011517288.1, NP_003380.3	XP_040142021.1
OG0008079	NP_001185741.1	XP_005326379.1
OG0008080	NP_001331.1	XP_040142758.1
OG0008081	XP_006717090.1, NP_536856.2, NP_001273659.1, NP_001317660.1	XP_040142056.1
OG0008083	NP_003789.1, XP_005252348.1, NP_001273903.1	XP_005329816.2
OG0008084	XP_011517190.1	XP_005329783.1
OG0008085	XP_047280221.1	XP_005329764.1
OG0008086	NP_067041.1	XP_005329757.1, XP_040137879.1
OG0008087	NP_001012361.1	XP_005329743.1
OG0008088	NP_001265559.1	XP_013221974.1, XP_040139756.1
OG0008089	NP_001186162.1	XP_040142140.1, XP_040142142.1
OG0008090	NP_001726.2, NP_001304092.1	XP_005320965.1
OG0008091	NP_001269569.1, XP_047279680.1	XP_040139754.1
OG0008092	XP_005266991.1, NP_005609.3	XP_005342553.1
OG0008093	XP_011512578.1, NP_443104.1	XP_005318910.1
OG0008094	NP_113608.1	XP_040139710.1, XP_013216679.1
OG0008095	NP_003578.2	XP_005341091.1
OG0008096	NP_001081.1, NP_001020262.1	XP_013221027.1
OG0008097	NP_001154848.1	XP_013221025.1
OG0008099	NP_001269387.1, NP_001139375.1, NP_000054.2	XP_005339026.2
OG0008100	NP_001129625.1, NP_004372.3	XP_005339015.1
OG0008101	NP_005501.2	XP_005339021.1
OG0008102	NP_085154.3	XP_021591388.1, XP_005339011.1
OG0008104	NP_001157243.1	XP_021577705.1
OG0008105	XP_047274687.1, NP_002215.2	XP_021577691.1
OG0008106	XP_005249000.1	XP_040138456.1
OG0008107	XP_047275255.1	XP_040138457.1
OG0008108	XP_016865924.1, NP_659465.2, NP_001273505.1, NP_001273503.1	XP_021577653.1
OG0008109	NP_003949.1	XP_040147746.1, XP_005318798.1, XP_040138524.1
OG0008110	NP_705691.1, XP_006715119.1	XP_005318794.1
OG0008111	NP_060792.1	XP_005318789.1
OG0008112	XP_011513064.1, NP_065788.1	XP_005318781.1
OG0008113	NP_037529.3	XP_040138580.1
OG0008114	NP_001305771.1	XP_005318732.1
OG0008115	NP_996805.2	XP_005318705.1
OG0008116	XP_047275450.1	XP_005318702.1
OG0008117	XP_016866488.1, NP_060896.1, NP_001305721.1	XP_021577529.1
OG0008118	NP_065796.2, XP_005249302.1	XP_005318676.1
OG0008119	NP_001356334.1	XP_040137957.1
OG0008120	NP_001238902.1	XP_013211237.1
OG0008121	NP_001489.1	XP_005318611.1
OG0008122	NP_001849.2, XP_011533739.1	XP_040137965.1
OG0008123	XP_011533731.1, NP_001842.3	XP_005334482.1
OG0008124	NP_078852.3, NP_001311195.1, XP_016866794.1	XP_040138844.1
OG0008125	NP_036255.2, NP_001116698.1, NP_598400.1	XP_005341321.1
OG0008126	NP_001369562.1	XP_040138899.1
OG0008127	NP_598000.2, XP_047274167.1	XP_021576479.1, XP_005341317.1
OG0008128	NP_001355794.1	XP_040138908.1
OG0008129	XP_005248786.1, NP_060404.4	XP_021581738.1
OG0008130	NP_000856.1, XP_011534091.1	XP_040138987.1, XP_005324791.1
OG0008131	NP_001026913.1	XP_040138996.1
OG0008132	NP_001273357.1, NP_003791.3	XP_005324774.1
OG0008133	XP_047274062.1, NP_006804.1	XP_005324772.1
OG0008134	NP_001010853.1, XP_016865778.1	XP_005324769.1
OG0008135	NP_065199.1	XP_005324758.1
OG0008136	NP_068585.1, NP_001164265.1	XP_040139039.1
OG0008137	NP_001363399.1, NP_004431.1	XP_005340730.1
OG0008138	NP_059117.3, XP_006715563.1	XP_005335934.2
OG0008139	XP_006715540.2	XP_021585392.1
OG0008140	NP_060762.3, XP_011534226.1	XP_005330192.1
OG0008141	NP_065114.3, XP_011534258.1	XP_040137977.1
OG0008142	NP_001273031.1	XP_040139100.1
OG0008143	NP_660358.2, NP_001309934.1	XP_005330201.1
OG0008144	NP_001116836.1	XP_005330221.1
OG0008145	NP_001625.2	XP_005330223.1
OG0008146	NP_115570.1	XP_040137979.1
OG0008147	XP_047274810.1, NP_057346.1	XP_005337478.1
OG0008148	NP_003871.1, XP_011534522.1	XP_005337477.1
OG0008149	NP_001019782.1, XP_047271600.1	XP_005320103.1
OG0008150	NP_056008.1, NP_001399781.1	XP_005316177.1
OG0008151	NP_060877.4	XP_005316374.1
OG0008152	NP_002371.3, NP_001304677.1, NP_085072.2	XP_005316371.1
OG0008153	NP_001165948.1	XP_013213008.1
OG0008154	NP_110415.1	XP_040149321.1
OG0008155	NP_848660.3, NP_001304871.1	XP_040149685.1
OG0008156	NP_803875.2, XP_011515673.1	XP_040149682.1
