Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0008015	NP_056519.1, XP_047297291.1	XP_031795440.1
OG0008016	NP_060060.3	XP_023361113.1
OG0008017	XP_006724212.1, NP_689725.2	XP_031794047.1
OG0008018	NP_001091740.1, NP_002400.3	XP_031795927.1
OG0008019	XP_047297267.1	XP_031796882.1
OG0008020	NP_001034230.1	XP_031796818.1
OG0008021	NP_003744.1	XP_003771168.1
OG0008022	XP_047284362.1, NP_001029345.2	XP_031796902.1
OG0008023	NP_689531.2	XP_023360202.2
OG0008024	NP_001308427.1	XP_031802997.1, XP_012401658.2
OG0008025	NP_071731.1, XP_006712267.1	XP_031814631.1
OG0008026	NP_001308272.2, NP_001308273.2, NP_653233.5	XP_003765733.1
OG0008027	XP_024308965.1, NP_001380415.1	XP_003765729.2
OG0008028	XP_016860379.1, NP_076970.1	XP_003765706.1
OG0008029	XP_011510236.1	XP_023356181.1
OG0008030	XP_011508883.1	XP_003765697.2
OG0008031	NP_056163.1, XP_047299798.1	XP_031814972.1
OG0008032	XP_011509756.1	XP_012395246.1
OG0008033	XP_005264485.1, NP_005391.1	XP_003758351.1
OG0008034	NP_001421.2, XP_011531000.1	XP_003758350.1
OG0008035	NP_054890.1	XP_031806288.1
OG0008036	XP_005264686.1, NP_149100.2	XP_031806365.1
OG0008037	NP_057600.2	XP_031806416.1, XP_031806417.1, XP_031806418.1
OG0008038	NP_005713.1, NP_001005386.1	XP_031806446.1
OG0008039	XP_016859865.1, NP_061875.2	XP_012395614.1
OG0008040	XP_016859290.1	XP_031806478.1
OG0008041	NP_848526.1, XP_011531335.1, NP_001344937.1	XP_012395373.2
OG0008042	NP_073603.2	XP_031796179.1
OG0008043	XP_047297580.1, NP_001365257.1	XP_031794400.1
OG0008044	NP_006062.1	XP_003770811.3
OG0008045	NP_055059.2, XP_047273851.1, NP_067610.1	XP_031809399.1
OG0008046	NP_001295010.1, XP_011541640.3, NP_775937.1	XP_031794683.1
OG0008047	XP_024310148.1, NP_689760.2, NP_001295174.1	XP_031821112.1
OG0008048	NP_463459.1, NP_055090.1	XP_031809690.1
OG0008050	NP_004698.3	XP_031794562.1
OG0008051	NP_057228.1, NP_001295009.1	XP_031794609.1
OG0008052	NP_001287709.1, XP_006714726.1	XP_031794633.1
OG0008053	NP_001186220.1	XP_003762967.1
OG0008054	XP_011541651.1, NP_054754.1	XP_031794927.1
OG0008055	XP_016865476.1, NP_001243474.1, NP_115822.1	XP_012396586.1
OG0008057	NP_001244237.1	XP_031824189.1
OG0008058	NP_859056.2	XP_003762802.1, XP_031795577.1
OG0008059	NP_001295056.1	XP_003756535.2
OG0008060	NP_055897.1, XP_011541585.1	XP_031808922.1
OG0008061	NP_001287850.1	XP_031809184.1
OG0008062	NP_006781.1	XP_031809183.1
OG0008063	XP_005251442.1, NP_001017969.2	XP_031817833.1
OG0008064	XP_005251500.1, NP_981948.1	XP_003762191.1, XP_031817648.1
OG0008065	XP_016869805.1, NP_001366010.1	XP_012398825.1
OG0008066	XP_011516365.1, NP_001035362.3	XP_031817329.1
OG0008067	NP_714918.2, XP_011516046.1, NP_001273978.1	XP_031817334.1
OG0008068	XP_016869748.1, NP_001113.2	XP_003762205.1
OG0008069	XP_016870183.1, NP_001010887.2	XP_031794065.1
OG0008071	NP_005793.2	XP_003761452.1
OG0008072	NP_997723.2	XP_031805347.1
OG0008073	NP_001369426.1, XP_006712950.1, NP_001161.1	XP_003761344.1
OG0008074	NP_009165.1	XP_003761818.1
OG0008075	NP_683877.1	XP_012407940.1
OG0008076	XP_011516203.2, NP_001036055.2, NP_001350554.1	XP_023353389.1
OG0008077	NP_065944.3	XP_031810767.1, XP_031810768.1
OG0008078	NP_438171.1, XP_011517288.1, NP_003380.3	XP_031801418.1
OG0008079	NP_003683.2, NP_001185741.1	XP_031825044.1
OG0008080	NP_001331.1	XP_031800535.1
OG0008081	XP_006717090.1, NP_536856.2, NP_001273659.1, NP_001317660.1	XP_031801427.1
OG0008082	NP_005412.1	XP_003762212.1
OG0008083	NP_003789.1, XP_005252348.1, NP_001273903.1	XP_031801411.1
OG0008084	XP_011517190.1	XP_031825064.1
OG0008085	XP_047280221.1	XP_023353154.1
OG0008086	NP_067041.1, NP_001316514.1	XP_003761460.1
OG0008087	NP_001012361.1	XP_031810522.1
OG0008088	NP_001265559.1	XP_031810516.1
OG0008090	NP_001726.2, NP_001304092.1	XP_003757128.3
OG0008091	NP_001269569.1, XP_047279680.1	XP_031798750.1
OG0008092	XP_005266991.1, NP_005609.3	XP_003769689.1
OG0008093	XP_011512578.1, NP_443104.1	XP_003769208.1
OG0008094	NP_113608.1	XP_023359338.1
OG0008095	NP_003578.2	XP_012404337.1
OG0008096	NP_001081.1, NP_001020262.1	XP_003768932.1
OG0008097	NP_001154848.1	XP_003768936.2
OG0008100	NP_001129625.1, NP_004372.3	XP_031820980.1
OG0008101	NP_005501.2	XP_031821011.1
OG0008102	NP_085154.3	XP_031820978.1
OG0008103	XP_054186554.1	XP_012405800.3
OG0008104	NP_001157243.1, XP_016865739.1, NP_542411.2	XP_012404405.2
OG0008105	XP_047274687.1, NP_002215.2	XP_031820915.1
OG0008106	NP_689966.2, XP_005249000.1	XP_031820872.1
OG0008107	XP_047275255.1	XP_012404454.1
OG0008108	XP_016865924.1, NP_659465.2, NP_001273505.1, NP_001273503.1	XP_031820854.1
OG0008110	NP_705691.1, XP_006715119.1	XP_003769072.1
OG0008111	NP_060792.1	XP_003769077.1
OG0008112	XP_011513064.1, NP_065788.1	XP_031820760.1
OG0008113	NP_037529.3	XP_012404498.2, XP_023358749.2
OG0008114	NP_001305771.1, NP_001305774.1	XP_031820688.1
OG0008115	NP_996805.2	XP_003769125.1
OG0008116	XP_047275450.1	XP_031820661.1
OG0008117	XP_016866488.1, NP_060896.1, NP_001305721.1	XP_012404536.2
OG0008118	NP_065796.2, XP_005249302.1	XP_003769135.1
OG0008119	NP_001265407.1, NP_001015051.3, NP_001019801.3, NP_001356334.1	XP_031824275.1
OG0008120	NP_001238902.1	XP_003769167.1
OG0008121	NP_001489.1	XP_031820577.1
OG0008122	NP_001849.2, XP_011533739.1	XP_031824471.1
OG0008123	XP_011533731.1, NP_001842.3	XP_031824467.1
OG0008124	NP_078852.3, NP_001311195.1, XP_016866794.1	XP_012404599.1
OG0008125	NP_036255.2, NP_001116698.1, NP_598400.1	XP_003769254.2
OG0008126	NP_001369562.1	XP_031820483.1
OG0008127	NP_598000.2, XP_047274167.1	XP_031820482.1
OG0008128	NP_001355794.1	XP_031820469.1
OG0008129	XP_005248786.1, NP_060404.4	XP_031820462.1
OG0008130	NP_000856.1, XP_011534091.1	XP_031820412.1, XP_031820413.1
OG0008131	NP_001026913.1	XP_003769314.1
OG0008132	NP_001273357.1, NP_003791.3	XP_031820397.1
OG0008133	XP_047274062.1, NP_006804.1	XP_031820396.1
OG0008134	NP_001010853.1, XP_016865778.1	XP_031820393.1
OG0008135	NP_065199.1	XP_012404664.1
OG0008136	NP_068585.1, NP_001164265.1	XP_023358878.1
OG0008137	NP_001363399.1, NP_004431.1	XP_003769345.2
OG0008138	NP_059117.3, XP_006715563.1	XP_031820355.1
OG0008139	XP_006715540.2	XP_031820337.1
OG0008140	NP_060762.3, XP_011534226.1	XP_003769378.1
OG0008141	NP_065114.3, XP_011534258.1	XP_031820322.1
OG0008142	NP_001273031.1, NP_003260.1	XP_003769385.1
OG0008143	NP_660358.2, NP_001309934.1, XP_005266942.1	XP_031820315.1
OG0008144	NP_001341523.1, NP_001116836.1	XP_031820279.1
OG0008145	NP_001625.2	XP_031820264.1
OG0008146	NP_115570.1	XP_003770711.1
OG0008147	XP_047274810.1, NP_057346.1	XP_003769417.1
OG0008148	NP_003871.1, XP_011534522.1	XP_023358935.1
OG0008149	NP_001019782.1, XP_047271600.1	XP_012407701.1
OG0008150	NP_056008.1, NP_001399781.1	XP_003760473.1
OG0008151	NP_060877.4	XP_031802882.1
OG0008152	NP_002371.3, NP_001304677.1, NP_085072.2	XP_031802883.1
OG0008153	NP_001165948.1	XP_003760342.1
OG0008154	NP_110415.1	XP_031802965.1
OG0008155	NP_848660.3, NP_001304871.1	XP_003760370.1
OG0008156	NP_803875.2, XP_011515673.1	XP_023352223.2
OG0008157	NP_055194.1	XP_003760380.1
OG0008158	NP_001311024.1, NP_006429.2	XP_031802999.1
OG0008159	NP_006200.3, XP_006716647.1	XP_012397243.1
OG0008160	XP_006716684.1, NP_003175.2	XP_031803000.1
OG0008161	NP_073620.2	XP_003760399.1
OG0008162	NP_071328.2, XP_011515264.1	XP_031803007.1
OG0008163	NP_066301.1, XP_011515541.1	XP_031803012.1
OG0008164	XP_011515296.1, NP_054828.2	XP_031803017.1
OG0008165	NP_009149.2, XP_047277266.1	XP_031803031.1
OG0008166	XP_011515548.1, NP_003120.2	XP_031803154.1
OG0008167	NP_001191753.1, NP_004510.1	XP_003760446.3
OG0008168	NP_001349727.1	XP_012397306.2
OG0008169	XP_011515245.2, NP_055932.2	XP_031803176.1
OG0008170	NP_075566.3	XP_003760610.1
OG0008171	NP_060237.3, NP_570901.3	XP_003760599.2, XP_031803452.1, XP_031803229.1
OG0008172	NP_665697.1	XP_003760601.2
OG0008173	NP_000741.1, XP_011519488.1	XP_003754934.1
OG0008174	NP_004127.2	XP_031812640.1
OG0008175	NP_997289.2, XP_016863674.1, NP_001153019.1	XP_031797379.1
OG0008176	NP_060315.1	XP_031797780.1
OG0008177	XP_024309756.1, NP_055845.1	XP_031798318.1
OG0008178	NP_001333031.1, NP_660306.1	XP_031799685.1
OG0008179	NP_006672.1, NP_001278974.1, XP_011532669.1	XP_031797759.1
OG0008180	NP_001310819.1	XP_031797645.1
OG0008181	NP_002694.3	XP_023361762.1
OG0008182	XP_016863418.1, NP_001374481.1	XP_031798278.1
OG0008183	XP_016863707.1	XP_023361467.2
OG0008184	NP_002842.2, NP_001356325.1	XP_023360599.1
OG0008185	NP_075383.3	XP_031816302.1, XP_031816300.1, XP_003762264.1
OG0008186	NP_443165.1, NP_001291897.1	XP_031794923.1
OG0008187	XP_047276394.1, NP_001156918.1, NP_057436.2	XP_031794919.1
OG0008188	NP_001860.2	XP_031794917.1, XP_031796079.1
OG0008189	NP_660311.1, XP_011514096.1	XP_003772611.1
OG0008190	NP_057562.3	XP_031794909.1
OG0008191	NP_001449.3, NP_001120959.1	XP_003771641.1
OG0008192	XP_047276943.1	XP_031794879.1
OG0008193	NP_001277183.1, NP_001277184.1, NP_001012457.3, NP_001122398.1	XP_031794881.1
OG0008194	NP_078799.2	XP_003771628.2
OG0008195	XP_011514610.4	XP_031795799.1
OG0008196	NP_006707.1	XP_012406748.1
OG0008197	NP_001192244.1	XP_031796103.1
OG0008198	NP_001244927.1, XP_011514697.1, NP_060137.2	XP_031805019.1
OG0008199	NP_001275733.1, NP_001034461.1	XP_031805020.1
OG0008200	NP_006519.1	XP_031805017.1
OG0008202	NP_002938.1	XP_031796613.1
OG0008203	NP_689958.1	XP_031796146.1
OG0008204	NP_001004320.1, XP_047276320.1	XP_003772179.2
OG0008205	NP_001094887.1, NP_001355126.1, NP_001094896.1	XP_031796557.1
OG0008206	NP_037425.1	XP_031796465.1
OG0008207	NP_112533.1	XP_031796405.1
OG0008208	NP_006015.4	XP_031796378.1
OG0008209	NP_001244896.2	XP_031808547.1
OG0008210	NP_776173.3, XP_024304712.1	XP_031808881.1, XP_031808874.1
OG0008211	NP_071768.3, XP_016867995.1	XP_031807528.1
OG0008212	XP_011513635.1, NP_001170977.1	XP_031807574.1
OG0008213	NP_001007246.1	XP_012406427.1
OG0008214	NP_006338.1	XP_003765511.1
OG0008215	NP_004691.2, NP_751895.1, XP_047290013.1	XP_003765471.2
OG0008216	XP_047283538.1, NP_005848.2	XP_023355981.2
OG0008217	NP_036553.2, XP_047283011.1	XP_031818102.1
OG0008218	NP_001129965.1	XP_003766580.1, XP_023357419.2
OG0008219	NP_060116.2, NP_001299620.1	XP_023355980.2
OG0008220	NP_001028254.2	XP_031818098.1
OG0008221	NP_001291675.1	XP_031818050.1
OG0008222	NP_005946.2, XP_011539793.1	XP_031818041.1
OG0008223	XP_016856569.1, NP_001092909.1	XP_031818038.1
OG0008224	NP_056084.1, NP_001009881.1, XP_005270733.1	XP_031824971.1
OG0008225	NP_001397726.1	XP_031824996.1
OG0008226	NP_057392.1, NP_001129612.1, NP_001353064.1	XP_003767216.2
OG0008227	NP_958805.1, NP_660322.3	XP_003767220.2, XP_031825042.1
OG0008228	XP_047287644.1, NP_006360.3	XP_031825049.1
OG0008229	NP_001290357.1, NP_001290356.1	XP_031825058.1
OG0008231	NP_055478.2	XP_031825130.1
OG0008232	NP_001246.2	XP_003767263.4
OG0008233	NP_001153408.1	XP_031825153.1
OG0008234	NP_000261.2	XP_031807865.1
OG0008235	NP_001012264.1	XP_031810850.1
OG0008236	XP_047284089.1, NP_008974.5	XP_003772545.1
OG0008237	XP_011537058.1, NP_079390.3	XP_031793786.1, XP_031796012.1
OG0008238	XP_016874376.1	XP_031794376.1
OG0008239	NP_001186706.1, NP_758440.1	XP_031795750.1
OG0008240	XP_011537116.1, NP_003557.3	XP_031794274.1
OG0008241	NP_005752.1, XP_006719249.1	XP_031796699.1
OG0008242	XP_047284510.1, NP_055869.1	XP_031794735.1
OG0008243	NP_001193922.1	XP_012406048.1
OG0008244	NP_001287690.1	XP_003773204.2
OG0008245	XP_005263429.1	XP_023361708.1
OG0008246	NP_001362417.1	XP_031797825.1
OG0008247	NP_115493.1	XP_031799942.1
OG0008248	NP_001124479.1, XP_047305855.1	XP_031797611.1
OG0008249	NP_000499.1, NP_068657.1	XP_023361678.1
OG0008250	NP_068656.2, NP_000500.2	XP_012407604.1
OG0008251	NP_057289.1, XP_047271925.1	XP_003773161.1
OG0008252	NP_001008394.1	XP_031799642.1
OG0008253	XP_011530712.1, NP_612395.2, NP_001122403.1	XP_031797390.1
OG0008254	NP_060822.2	XP_003773143.1
OG0008255	XP_011530020.1, NP_001093859.1	XP_031797138.1
OG0008256	NP_001099028.1	XP_003772720.2, XP_031795075.1
OG0008257	NP_001361187.1	XP_031795065.1
OG0008258	NP_004537.1	XP_003771712.1
OG0008259	XP_011514977.1, NP_443085.2	XP_012406526.2
OG0008260	NP_001159725.2	XP_012406528.1
OG0008261	NP_940910.1, XP_011514442.1	XP_031795024.1
OG0008262	NP_003843.3, NP_056989.2, XP_024302749.1	XP_031795005.1
OG0008263	NP_001350452.1, XP_005249816.1	XP_031807373.1
OG0008264	XP_011513464.1, NP_001120.3	XP_023350331.1
OG0008265	XP_011514367.3, NP_001303985.1	XP_031795276.1
OG0008266	NP_064717.1, NP_064718.1, NP_004760.1	XP_031795281.1
OG0008267	NP_001271189.1	XP_031795315.1, XP_031795314.1
OG0008268	NP_005605.1, XP_011514759.1	XP_031795316.1
OG0008269	NP_001295197.1, NP_002838.2	XP_031793592.1
OG0008270	XP_005273466.1, NP_001350156.1	XP_031806667.1
OG0008271	NP_002681.1, XP_005273592.1	XP_031806634.1
OG0008272	XP_011542819.1	XP_003758080.1
OG0008273	NP_919270.3, NP_001382135.1	XP_012395442.2
OG0008274	NP_001339707.1	XP_031806581.1
OG0008275	NP_001350133.1, NP_001273748.1	XP_031806573.1
OG0008276	NP_689626.2, XP_005273456.1	XP_012395418.1
OG0008277	NP_001336275.1	XP_012395433.1
OG0008278	NP_001269118.1, XP_011542957.1	XP_031797323.1
OG0008279	XP_054188249.1	XP_031799974.1
OG0008280	NP_004216.2, XP_047278375.1	XP_031799109.1
OG0008281	NP_001350102.1	XP_031798336.1
OG0008282	NP_005236.2, XP_005262891.1	XP_031797257.1
OG0008283	NP_001382223.1	XP_012407521.2
OG0008284	NP_060102.1	XP_003773092.1
OG0008285	NP_001555.1	XP_031799701.1
OG0008286	NP_001397793.1	XP_031797842.1
OG0008287	NP_060831.2, XP_047277894.1	XP_031806997.1
OG0008288	XP_024303103.1	XP_012395360.1
OG0008289	XP_016860179.1, NP_001071178.2	XP_003759205.1
OG0008290	NP_060644.4	XP_031804100.1
OG0008291	NP_036425.1, XP_005264764.1	XP_003757952.3
OG0008292	XP_011508652.1, NP_057114.5, NP_001308031.1	XP_012395349.1
OG0008293	NP_060906.3, XP_016859984.1	XP_031807039.1
OG0008294	NP_620154.2	XP_003757931.1
OG0008295	NP_006817.1	XP_031807076.1
OG0008296	NP_937987.2	XP_031806535.1
OG0008298	NP_002245.4, XP_005264356.2	XP_031807283.1
OG0008299	XP_011530923.1, NP_001138640.1	XP_031805125.1
OG0008300	XP_047302295.1, NP_659475.2	XP_003767149.1
OG0008301	NP_006479.1, XP_006712071.1, NP_000212.1	XP_031807250.1
OG0008302	XP_005264216.1, NP_786951.1	XP_003767161.1
OG0008303	NP_005244.1, XP_006712039.1	XP_031807187.1
OG0008304	NP_694566.4	XP_031807186.1
OG0008305	NP_001136106.1	XP_031807185.1, XP_012395297.1
OG0008306	NP_004295.2, NP_001340694.1	XP_031807182.1
OG0008307	NP_001372125.1	XP_031807088.1
OG0008308	XP_011530916.1	XP_031806213.1
OG0008309	NP_689603.2, XP_005264201.1	XP_012395705.2
OG0008310	NP_001308924.1, NP_001308926.1, NP_001308925.1, NP_114108.1	XP_003758155.1
OG0008311	NP_694946.2, XP_011508887.1	XP_012395552.1
OG0008312	NP_940983.2, XP_006712582.1	XP_012395546.1
OG0008313	NP_714923.1	XP_003758163.1, XP_031806862.1
OG0008314	NP_775184.1, NP_115945.4	XP_031805751.1, XP_012395929.1
OG0008315	NP_653164.2, XP_047299689.1	XP_031805072.1
OG0008316	XP_047302384.1, NP_004827.4	XP_023351027.2
OG0008317	NP_060422.4	XP_012395961.2
OG0008318	NP_057706.2, NP_663619.1, NP_001350711.1	XP_031805655.1
OG0008319	NP_057578.1	XP_003758688.2, XP_003758686.1
OG0008320	XP_047300784.1, NP_060220.3	XP_031805627.1, XP_031805622.1
OG0008321	NP_055578.2	XP_031805414.1
OG0008322	XP_005264337.1	XP_003758010.1
OG0008323	NP_115992.1, XP_011531436.1	XP_031799609.1, XP_023361922.1
OG0008324	XP_006712009.1	XP_003773528.1
OG0008325	NP_001358201.1	XP_031805565.1
OG0008326	NP_001317329.1, NP_001317335.1	XP_031805573.1
OG0008327	NP_003115.1	XP_003758736.1, XP_031805575.1
OG0008328	XP_005270993.1, NP_148980.2, NP_056990.3	XP_031823199.1
OG0008329	NP_000027.3	XP_012405075.1
OG0008330	NP_057445.4	XP_003769933.2
OG0008331	XP_005272986.1, NP_008984.1	XP_031824578.1
OG0008332	NP_714924.1	XP_023359284.2
OG0008333	NP_005096.1	XP_003769907.1
OG0008334	XP_024308346.1, NP_870988.2, NP_001139334.1	XP_031823303.1
OG0008335	NP_001291653.1, NP_001291652.1, NP_001291651.1, NP_057358.2	XP_031823306.1
OG0008336	NP_067045.1	XP_031823350.1
OG0008337	NP_001171532.1, XP_005244892.1	XP_031823361.1
OG0008338	NP_612122.2, XP_024309264.1, NP_001153114.1	XP_031823354.1
OG0008339	XP_047276061.1, NP_997716.1, NP_001130015.1	XP_012405132.2
OG0008340	NP_001245218.1	XP_031823380.1
OG0008341	NP_001001523.1, XP_006711547.3, NP_005051.2	XP_012405135.2
OG0008342	NP_001381522.1, NP_001381521.1, NP_001129475.1, NP_001381520.1	XP_012405192.1
OG0008343	NP_055628.1, XP_047291477.1	XP_031823177.1
OG0008344	NP_003466.1	XP_031798410.1
OG0008345	XP_047276069.1	XP_003762593.1
OG0008346	XP_047275655.1, NP_005737.1	XP_031794612.1
OG0008347	NP_004270.2	XP_003771525.1
OG0008348	NP_001381423.1	XP_031794556.1
OG0008349	NP_001353018.1	XP_031794540.1
OG0008350	NP_001316473.1, NP_001316477.1	XP_031798422.1
OG0008351	NP_057226.1, XP_016873370.1	XP_031798453.1
OG0008352	NP_001128496.2, NP_003468.2	XP_031798719.1
OG0008353	NP_001364982.1, NP_001193545.1	XP_031800003.1
OG0008354	NP_859057.4	XP_003773710.1, XP_031798364.1
OG0008355	NP_002834.3, XP_016873574.1	XP_031797203.1
OG0008356	NP_783859.1	XP_031800095.1
OG0008357	NP_000098.1	XP_031799818.1, XP_031799819.1
OG0008358	XP_047283194.1	XP_031799444.1
OG0008359	XP_006718510.1, NP_001171669.1, NP_612632.1, NP_005222.2	XP_031799345.1
OG0008360	NP_002171.2, XP_047282837.1	XP_031799958.1
OG0008361	NP_005842.1	XP_031799480.1
OG0008362	XP_047282665.1	XP_031797553.1
OG0008363	NP_078925.3	XP_031797537.1
OG0008364	NP_001523.2, NP_001287797.1	XP_031797543.1
OG0008365	XP_047282293.1, NP_444282.3	XP_003774134.2, XP_031798081.1
OG0008366	NP_001157738.1, NP_001123616.1	XP_031799498.1
OG0008367	XP_011543457.1, NP_059995.2	XP_031799504.1
OG0008368	NP_001359000.1	XP_031798512.1
OG0008369	NP_003368.1, NP_001230662.1	XP_031799668.1
OG0008370	NP_619634.1	XP_031799672.1
OG0008371	NP_001397948.1	XP_031798481.1, XP_031811667.1
OG0008372	NP_001171661.1	XP_031797761.1, XP_012408519.2
OG0008373	NP_001356376.1	XP_031799990.1
OG0008374	NP_001372956.1	XP_003774092.1, XP_031798789.1, XP_031798790.1
OG0008375	XP_011543637.1	XP_031799517.1
OG0008376	NP_006716.3, XP_011543662.1	XP_031797251.1
OG0008377	NP_002349.1	XP_003772824.1
OG0008378	NP_005952.2, XP_054187951.1, XP_047298937.1	XP_031799448.1
OG0008379	XP_006712697.1, NP_064505.1	XP_031815711.1
OG0008380	NP_004613.1	XP_003763823.1
OG0008381	NP_001358200.1	XP_031815800.1
OG0008382	XP_016859039.1, NP_001257978.2	XP_031815813.1
OG0008383	NP_002971.2, XP_047301355.1	XP_023354935.1
OG0008384	NP_001334989.1, NP_001334988.1, NP_001008540.1, NP_003458.1	XP_031815882.1
OG0008385	XP_047301891.1, NP_001303278.1	XP_031815884.1
OG0008386	NP_008826.1	XP_031815886.1
OG0008387	XP_047301065.1, NP_060930.3	XP_031819538.1, XP_031819539.1
OG0008388	NP_056445.3, XP_011509243.1	XP_031815907.1
OG0008389	NP_001336997.1, NP_689735.1, NP_001358901.1	XP_031816533.1
OG0008390	NP_689880.1	XP_031805118.1
OG0008391	NP_001335270.1	XP_003759801.1
OG0008392	NP_036241.1	XP_031804048.1
OG0008393	XP_005259715.1, NP_115682.1	XP_031803614.1
OG0008394	NP_653217.1	XP_023352625.2
OG0008395	NP_872434.2, XP_016861810.1	XP_031811744.1
OG0008396	XP_024309299.1, NP_004517.2	XP_031812078.1
OG0008397	NP_079199.2	XP_031812538.1
OG0008398	NP_004616.2, XP_011532393.1	XP_003762561.1
OG0008399	NP_055278.1	XP_031811722.1
OG0008400	XP_011532360.1	XP_031811551.1
OG0008401	NP_001561.3	XP_031810871.1
OG0008402	NP_703191.2, XP_016862815.1	XP_023353934.1
OG0008403	NP_001185709.1, NP_005709.1	XP_031810693.1
OG0008404	XP_011531926.1, NP_877437.2	XP_031810101.1
OG0008405	NP_000555.2, XP_011531979.1	XP_012399036.2
OG0008406	XP_011532197.1, NP_060600.2	XP_012399030.2
OG0008407	NP_001239145.1, NP_998774.2, XP_016861875.1	XP_003762403.1
OG0008408	NP_001171070.1, XP_016862909.1	XP_023353871.1
OG0008409	NP_115894.2, XP_005264828.1	XP_031809574.1
OG0008410	NP_001305710.1, NP_891550.1	XP_023353865.1
OG0008411	NP_653243.1, XP_016861220.1	XP_031809377.1
OG0008412	XP_016862450.1, NP_002832.3	XP_023353854.2
OG0008413	NP_000916.2, NP_001302465.1	XP_031809225.1
OG0008414	NP_001157789.1	XP_031809041.1
OG0008415	NP_689891.1, XP_006713082.1	XP_031808996.1
OG0008416	NP_036228.1, XP_011531885.1	XP_031808915.1
OG0008417	NP_056391.1, XP_047303897.1	XP_031808025.1
OG0008418	NP_940965.1, NP_001185903.2	XP_031813318.1
OG0008419	XP_005265030.1, NP_055951.2	XP_031821641.1
OG0008420	XP_011532451.1	XP_031813873.1
OG0008421	NP_001116342.1, NP_653242.3, XP_005264936.1	XP_031814006.1
OG0008422	NP_079498.2, XP_011532438.1	XP_031814037.1
OG0008423	NP_056327.4, XP_016861618.1	XP_031813928.1
OG0008424	NP_001291373.1, NP_000679.1	XP_031814069.1
OG0008425	NP_004938.1, XP_005264971.1	XP_031814488.1
OG0008426	NP_004177.3, XP_005265438.1	XP_012398973.2
OG0008427	NP_005769.1, XP_006712980.1	XP_031814844.1
OG0008428	NP_037466.3	XP_031814992.1, XP_031814983.1
OG0008429	NP_003354.2, NP_955475.1	XP_031815119.1
OG0008430	NP_001128669.1, NP_835467.2, XP_011531972.1	XP_031815166.1
OG0008431	NP_940964.1	XP_031815137.1
OG0008432	XP_005264880.1	XP_031815273.1
OG0008433	NP_951047.1, NP_951033.1, NP_951056.1, NP_951032.1	XP_003762292.1
OG0008434	NP_001193874.1, NP_001193872.1	XP_031816653.1
OG0008435	NP_004584.1	XP_031823925.1
OG0008437	NP_065747.1	XP_023360917.1
OG0008438	XP_016882594.1	XP_012397624.2
OG0008439	NP_005526.1, XP_011526268.1	XP_023352582.2
OG0008440	NP_219485.1, NP_001011699.1	XP_012397846.1
OG0008441	NP_659483.2	XP_031803829.1
OG0008442	NP_001123996.1	XP_023352760.1
OG0008443	XP_005259981.1, NP_000426.2	XP_031803781.1
OG0008444	XP_011526163.1, NP_036246.1	XP_003761021.2
OG0008445	NP_000946.2	XP_003760728.3
OG0008446	XP_016881964.1, NP_001008701.1	XP_031803559.1
OG0008447	NP_001298126.1, NP_543140.1	XP_012397560.2
OG0008448	XP_011526610.1, NP_001357024.2	XP_031803540.1
OG0008449	NP_001026897.1	XP_003760740.1
OG0008450	NP_001129507.1	XP_031803515.1
OG0008451	NP_005800.3	XP_003760721.1
OG0008452	NP_000518.1, XP_011526312.1	XP_031803417.1
OG0008453	NP_112486.1	XP_031814663.1, XP_031803405.1
OG0008454	XP_006722694.1, NP_006849.1	XP_003760502.1
OG0008455	NP_057040.2, NP_666499.1, NP_666500.1, NP_001398078.1	XP_003760516.1
OG0008456	NP_060851.2	XP_012397400.1
OG0008457	XP_011526344.1, NP_056534.2	XP_023352363.2
OG0008458	XP_011526370.1, NP_006212.1	XP_031803344.1
OG0008459	NP_001164626.1	XP_031804206.1
OG0008460	NP_940894.1	XP_003760950.3
OG0008461	NP_003074.1	XP_023352683.1
OG0008462	NP_001406710.1, XP_011525912.1	XP_031804181.1
OG0008463	NP_647475.1, NP_001034756.1, XP_005272541.1	XP_012397737.2
OG0008464	NP_077008.2, XP_011526576.1	XP_003760690.1
OG0008465	NP_002087.2, XP_047294666.1	XP_031803677.1, XP_031803616.1
OG0008466	NP_001308227.1, XP_011526228.1, NP_775908.2	XP_003760678.1
OG0008467	NP_602309.1, XP_047295152.1, NP_000626.2	XP_031803633.1
OG0008468	NP_689997.3, XP_011526187.1	XP_031803645.1
OG0008469	NP_001295169.1, NP_991330.1	XP_003760656.1
OG0008470	NP_005808.3	XP_003763144.1
OG0008471	NP_005746.2	XP_003760642.2
OG0008472	XP_047294567.1	XP_031803722.1
OG0008473	NP_004877.1, XP_006723013.1	XP_031803724.1
OG0008474	XP_016882352.1	XP_031803743.1, XP_031803744.1
OG0008475	NP_778148.2, NP_001274458.1, XP_047294126.1	XP_012397591.2
OG0008476	NP_001231931.1	XP_031803747.1
OG0008477	NP_694533.1, XP_011526440.2	XP_003760854.2
OG0008478	NP_001248755.1	XP_031803977.1
OG0008479	NP_612431.2	XP_023352615.2
OG0008480	XP_011526446.1, NP_065746.3	XP_031803991.1
OG0008481	NP_620168.1	XP_031803994.1
OG0008482	XP_005259622.1	XP_031804134.1
OG0008483	XP_047294907.1, NP_001394734.1	XP_031804132.1
