Orthogroup	Homo_sapiens	Urocitellus_parryii
OG0007597	NP_001073981.1, XP_011538487.1	XP_026264837.1
OG0007598	XP_011537752.1, NP_848600.2	XP_026249532.1
OG0007599	NP_055766.2	XP_026249514.1
OG0007600	NP_037398.2, XP_016871641.1, NP_001120856.1	XP_026250430.1
OG0007601	NP_071362.1, NP_056416.2, XP_011537894.1	XP_026250439.1
OG0007602	NP_115967.2, NP_001243196.1, XP_016872322.1	XP_026250428.1
OG0007603	NP_004887.2	XP_026250445.1
OG0007604	NP_004087.1	XP_026261602.1
OG0007605	NP_612366.1, NP_001257609.1	XP_026245996.1
OG0007606	XP_047280864.1, NP_056005.1	XP_026245958.1
OG0007607	NP_004913.2, NP_940999.1, XP_011538682.1	XP_026245991.1
OG0007608	NP_001007274.1	XP_026246057.1
OG0007609	XP_016871227.1	XP_026245988.1
OG0007610	NP_004738.3, XP_005270333.1	XP_026246018.1
OG0007611	NP_001257296.1	XP_026246014.1
OG0007612	XP_047281078.1	XP_026252827.1
OG0007613	NP_852660.1, NP_114118.2, NP_001357111.1	XP_026252821.1
OG0007614	XP_016860565.1, XP_011537732.1, NP_001265617.1	XP_026255322.1
OG0007615	NP_057306.2	XP_026253952.1
OG0007616	NP_001295164.1	XP_026254020.1
OG0007617	NP_037369.1	XP_026253954.1
OG0007618	NP_001026847.1, NP_570137.2	XP_026253965.1
OG0007619	NP_588610.2	XP_026253951.1
OG0007620	NP_001295120.1, NP_001295118.1	XP_026270582.1
OG0007621	NP_053581.2, NP_053582.2, XP_011532940.1, NP_053583.2	XP_026257107.1
OG0007622	XP_011532899.1	XP_026257093.1
OG0007623	XP_016864840.1, NP_001017995.1	XP_026257124.1
OG0007624	NP_689490.2	XP_026257111.1
OG0007625	NP_659486.2	XP_026251154.1
OG0007626	NP_848511.1	XP_026244070.1
OG0007627	NP_150377.1, XP_047273814.1	XP_026244121.1
OG0007628	XP_016865510.1, NP_612388.2	XP_026244110.1
OG0007629	NP_115761.2, XP_006714816.1	XP_026244134.1
OG0007630	NP_000818.2	XP_026244052.1
OG0007631	NP_001296373.1	XP_026244119.1
OG0007632	NP_001287983.1, NP_076933.3	XP_026240231.1
OG0007633	NP_115955.1	XP_026240122.1
OG0007634	NP_037541.1, XP_005248457.1	XP_026241728.1
OG0007635	XP_011512334.1, NP_787117.3	XP_026266032.1
OG0007636	NP_001192230.1	XP_026257593.1
OG0007637	NP_001177397.1, NP_001177398.1, NP_000505.1	XP_026257580.1
OG0007638	XP_016864608.1	XP_026245954.1
OG0007639	NP_001369437.1	XP_026245928.1
OG0007640	NP_473368.1, XP_016865133.1	XP_026248166.1
OG0007641	XP_011540862.1	XP_026260357.1
OG0007642	NP_060092.2	XP_026246299.1
OG0007643	NP_004237.1, XP_011522379.1	XP_026246413.1
OG0007644	NP_001397638.1, XP_011540376.1	XP_026270681.1
OG0007645	NP_612351.2, NP_001357389.1, NP_001357390.1	XP_026250465.1
OG0007646	NP_055199.1, XP_011541052.1	XP_026250474.1
OG0007647	NP_003070.3	XP_026242851.1
OG0007648	NP_055573.3	XP_026248222.1
OG0007649	XP_047282481.1	XP_026248189.1
OG0007650	NP_078832.1	XP_026260323.1
OG0007651	XP_016873835.1, NP_079280.2	XP_026260354.1
OG0007652	XP_006718924.1, NP_061928.4	XP_026260316.1
OG0007653	NP_620411.2	XP_026260391.1
OG0007654	NP_006491.2, XP_016873248.1	XP_026259288.1, XP_026259287.1, XP_026259286.1
OG0007655	NP_001138490.1	XP_026259292.1
OG0007656	NP_940891.1	XP_026252167.1
OG0007657	XP_011541005.1	XP_026252080.1
OG0007658	NP_064538.3	XP_026252112.1
OG0007659	NP_001358960.1, NP_001358962.1	XP_026248351.1
OG0007660	XP_005271575.1, NP_000820.4	XP_026254814.1
OG0007661	NP_443164.2	XP_026248285.1
OG0007662	XP_005271435.1	XP_026248236.1
OG0007663	NP_872372.1	XP_026236522.1
OG0007664	NP_001356.1	XP_026246358.1
OG0007665	XP_016880060.1, NP_001307364.1	XP_026246462.1
OG0007666	NP_001307373.1, NP_848613.1	XP_026246262.1
OG0007667	NP_001397.1	XP_026246428.1
OG0007668	XP_005256484.1	XP_026246277.1
OG0007669	NP_060597.4	XP_026246391.1
OG0007670	NP_001269469.1, NP_006373.2, XP_047291077.1	XP_026265204.1
OG0007671	NP_006604.1	XP_026237507.1
OG0007672	XP_011522151.1, NP_004131.4	XP_026264461.1
OG0007673	XP_011539092.1, NP_653302.2	XP_026266046.1
OG0007674	XP_006710541.1, NP_055954.1	XP_026265510.1
OG0007675	XP_047304622.1, NP_689878.2	XP_026266066.1
OG0007676	NP_001166289.1	XP_026264530.1
OG0007677	NP_689590.1, XP_016855796.1	XP_026263020.1
OG0007678	NP_001340912.1	XP_026238251.1
OG0007679	XP_016856320.1, NP_056121.2	XP_026238069.1
OG0007680	NP_001034553.3	XP_026237664.1
OG0007681	NP_001026842.2	XP_026238221.1
OG0007682	NP_001300825.1, XP_011540792.1	XP_026270655.1
OG0007683	NP_001185923.1	XP_026270675.1, XP_026270676.1
OG0007684	NP_722540.1	XP_026236280.1
OG0007685	XP_047290979.1	XP_026236297.1
OG0007686	NP_803884.1, NP_619642.2, XP_011540505.1	XP_026241947.1
OG0007687	NP_001036146.1, NP_036234.3	XP_026253749.1
OG0007688	NP_079256.4, XP_005263553.1	XP_026253702.1
OG0007689	XP_047305426.1, NP_001009566.1	XP_026253679.1
OG0007690	NP_000126.2, NP_001273096.1	XP_026257649.1
OG0007691	NP_689500.2, NP_001106997.1, XP_005256381.1	XP_026257598.1
OG0007692	NP_001136336.2	XP_026257622.1
OG0007693	NP_001528.1	XP_026267185.1
OG0007694	NP_001207418.1, NP_001248.1, NP_001207417.1	XP_026267182.1
OG0007695	NP_085132.1	XP_026248803.1
OG0007696	NP_001357463.1	XP_026255011.1
OG0007697	NP_000344.1	XP_026255035.1
OG0007698	NP_001257904.1, NP_001257905.1, NP_055576.2	XP_026255015.1
OG0007699	XP_047289630.1, NP_001352.2	XP_026255009.1
OG0007700	NP_085056.2	XP_026260278.1
OG0007701	NP_001352193.1	XP_026260271.1
OG0007703	XP_047290642.1, NP_079358.3	XP_026269102.1
OG0007704	NP_006556.1	XP_026269091.1, XP_026269090.1
OG0007705	NP_001075955.2	XP_026269019.1
OG0007706	NP_001129977.1, XP_011521307.1	XP_026248439.1
OG0007707	NP_653274.1	XP_026248406.1
OG0007709	NP_694942.3	XP_026246386.1
OG0007710	XP_047304472.1	XP_026248165.1, XP_026236294.1
OG0007711	NP_006777.1, NP_068835.1, XP_011538839.1	XP_026241772.1
OG0007712	NP_085047.1, NP_872624.1, NP_001334613.1, NP_872625.1	XP_026252726.1
OG0007713	NP_001107875.1, NP_001350435.1	XP_026252656.1
OG0007714	XP_005250366.1, NP_835470.1, NP_001274076.1	XP_026252692.1
OG0007715	NP_071380.1	XP_026247948.1
OG0007716	XP_047290960.1, NP_003552.1	XP_026265066.1
OG0007717	NP_003736.1	XP_026238354.1
OG0007718	XP_047290369.1, NP_067082.2	XP_026241292.1
OG0007719	NP_115560.1, XP_016857972.2	XP_026261961.1
OG0007720	NP_057122.2	XP_026256123.1
OG0007721	NP_003379.4	XP_026252732.1
OG0007722	XP_016867266.1, NP_689772.2	XP_026252711.1
OG0007723	XP_024302716.1	XP_026252669.1
OG0007724	NP_835226.2, NP_001268380.1, NP_001268379.1, XP_011514091.2	XP_026252658.1
OG0007725	NP_005909.2, NP_001269333.1	XP_026252661.1
OG0007726	NP_001278760.1, NP_001103669.1	XP_026252747.1
OG0007727	NP_001265492.1, XP_016867232.1	XP_026252655.1
OG0007728	NP_006340.1	XP_026252697.1
OG0007729	NP_004435.3, XP_016867305.1	XP_026269002.1
OG0007730	NP_981942.1, XP_005250307.1	XP_026268964.1
OG0007731	XP_016867420.1, NP_001152963.1, NP_056194.1	XP_026259966.1
OG0007732	XP_011514283.1, NP_055731.2	XP_026259912.1
OG0007733	NP_001308142.1	XP_026262958.1
OG0007734	NP_001311210.1, NP_115791.3	XP_026271021.1
OG0007735	NP_037453.1, XP_011513631.1	XP_026261471.1
OG0007736	XP_016879154.1, NP_078947.3	XP_026256117.1
OG0007737	NP_001290432.1	XP_026236721.1
OG0007738	XP_047290695.1	XP_026247933.1, XP_026247934.1
OG0007739	XP_011544052.1, NP_001310829.1	XP_026247962.1
OG0007740	XP_005255258.1, NP_056017.4	XP_026247970.1
OG0007741	XP_016878689.1, NP_001012999.3	XP_026247953.1
OG0007742	NP_705831.1, XP_016879359.1	XP_026247872.1
OG0007743	NP_001073923.1	XP_026258263.1
OG0007744	NP_060206.2, NP_001291479.1	XP_026258242.1
OG0007745	NP_055907.3, XP_005255239.1	XP_026258251.1
OG0007746	NP_001401603.1, NP_149978.1	XP_026265062.1
OG0007747	NP_001138676.2	XP_026241432.1
OG0007748	NP_001092925.1, NP_060810.2	XP_026241329.1
OG0007749	NP_057340.2	XP_026241145.1
OG0007750	XP_024306265.1, NP_055507.1	XP_026241348.1
OG0007751	NP_001072982.1, NP_001275585.1, XP_005255334.1	XP_026241123.1
OG0007752	NP_001374148.1, NP_001138483.1, XP_005255355.1	XP_026241100.1
OG0007753	NP_001092284.1, XP_016879016.1	XP_026241185.1
OG0007754	NP_115820.2, XP_024306239.1	XP_026241425.1
OG0007755	NP_689670.1	XP_026241035.1
OG0007757	NP_003445.2	XP_026241037.1
OG0007758	NP_071913.1, XP_024306159.1	XP_026241096.1
OG0007759	NP_001356596.1, NP_001096645.1, XP_005255192.1	XP_026241439.1
OG0007760	NP_066192.1	XP_026241428.1
OG0007762	NP_057417.3	XP_026241044.1
OG0007763	XP_011520969.1, NP_079384.2	XP_026241271.1
OG0007764	NP_005317.2	XP_026241148.1
OG0007765	NP_001139478.1	XP_026241430.1
OG0007766	NP_653171.1	XP_026241183.1
OG0007767	NP_065876.3	XP_026241103.1
OG0007768	NP_001107803.1, NP_001278.1	XP_026241015.1
OG0007769	XP_011520912.1	XP_026241008.1
OG0007770	NP_071375.1, XP_005255528.1	XP_026241081.1
OG0007771	XP_047289602.1, NP_699181.2	XP_026241276.1
OG0007772	NP_001015052.1, NP_002425.2, NP_001015054.1	XP_026241115.1
OG0007773	NP_001679.2	XP_026249890.1
OG0007774	XP_006710984.2, NP_001258762.1, NP_079177.2	XP_026258608.1
OG0007775	NP_000551.1	XP_026258628.1
OG0007776	XP_024302558.1, NP_004969.2, NP_001364259.1, NP_001034663.1	XP_026258594.1
OG0007777	NP_002950.3, XP_005271157.1	XP_026258544.1
OG0007778	NP_001010985.2	XP_026258590.1, XP_026258591.1
OG0007779	NP_060607.2	XP_026267657.1
OG0007780	NP_542196.2, XP_016855823.1	XP_026264948.1
OG0007781	NP_001275752.1, NP_001275750.1	XP_026264954.1
OG0007782	NP_001138356.1, XP_016855889.1, NP_598003.2	XP_026235471.1
OG0007783	NP_003720.1, NP_001124313.1	XP_026235207.1
OG0007784	NP_149044.2	XP_026235206.1
OG0007785	NP_659425.1	XP_026265401.1
OG0007786	NP_001830.1	XP_026265399.1
OG0007787	XP_006710865.2, NP_002849.1	XP_026265402.1
OG0007788	NP_690850.2, XP_016856413.1	XP_026261930.1
OG0007789	NP_060423.3	XP_026261923.1
OG0007790	NP_036284.1	XP_026261960.1
OG0007791	NP_001304028.1, NP_001304029.1, NP_008965.2	XP_026265068.1
OG0007792	NP_057062.1, NP_001186256.3, NP_001106279.3	XP_026265544.1
OG0007793	NP_110443.3, XP_047287232.1	XP_026265157.1
OG0007794	XP_011540493.1	XP_026265147.1
OG0007795	XP_024308502.1, NP_008982.1	XP_026237782.1
OG0007796	NP_872439.2	XP_026256179.1, XP_026256181.1, XP_026256180.1, XP_026256183.1
OG0007797	NP_055203.4	XP_026243292.1
OG0007798	NP_898882.1, NP_001158160.1	XP_026243155.1
OG0007799	XP_047274855.1, NP_001372090.1	XP_026248636.1
OG0007800	NP_001985.2, XP_011507585.1	XP_026257268.1
OG0007801	NP_115727.5	XP_026242656.1
OG0007802	XP_047289566.1, NP_003944.1, NP_078845.3	XP_026238320.1
OG0007803	NP_055690.1	XP_026252982.1
OG0007804	NP_054772.1, XP_011507749.1	XP_026243246.1
OG0007805	NP_064582.2	XP_026235710.1
OG0007806	NP_055625.4, XP_047291332.1	XP_026244208.1
OG0007807	NP_001004128.1, XP_047282186.1, NP_002817.2	XP_026244296.1
OG0007808	NP_203129.1	XP_026244293.1
OG0007809	XP_024304564.1, NP_002919.3	XP_026248644.1
OG0007810	NP_001287693.1	XP_026248650.1
OG0007811	NP_001306889.1	XP_026248624.1
OG0007812	NP_060317.3	XP_026248664.1
OG0007813	NP_006752.1	XP_026257094.1
OG0007814	NP_001351785.1, XP_016856830.1	XP_026244246.1
OG0007815	XP_016857537.1, NP_071376.1	XP_026244276.1
OG0007816	NP_055273.2	XP_026244297.1
OG0007817	NP_055098.1, NP_057311.3	XP_026244242.1
OG0007818	NP_000646.3	XP_026261027.1
OG0007819	NP_002986.1, NP_003166.1	XP_026261053.1
OG0007820	NP_443094.3	XP_026235950.1
OG0007821	NP_005805.1, XP_016855494.1	XP_026238434.1
OG0007822	NP_060012.3	XP_026237597.1
OG0007823	NP_000134.2	XP_026246547.1
OG0007824	XP_006711906.1, NP_001035863.1, NP_055627.2	XP_026246521.1
OG0007825	XP_016856060.1	XP_026246564.1
OG0007826	NP_071761.1, XP_011542550.1	XP_026246561.1
OG0007827	NP_653303.2, XP_005244983.1	XP_026260690.1
OG0007828	NP_002520.2, NP_001007793.1	XP_026260808.1
OG0007829	NP_001186652.1, NP_001869.1	XP_026260858.1
OG0007830	NP_056142.2	XP_026260692.1
OG0007831	XP_005244902.1, NP_001254537.1, NP_006580.2	XP_026260846.1
OG0007832	NP_001381459.1, NP_061125.1	XP_026260857.1
OG0007833	NP_002240.3, NP_001191016.1	XP_026260678.1
OG0007834	NP_060052.3, XP_047280423.1	XP_026260850.1
OG0007835	NP_001369698.1, XP_016856688.1	XP_026260832.1
OG0007836	NP_001018238.1, NP_006109.2	XP_026268722.1
OG0007837	NP_001242907.1	XP_026268716.1
OG0007838	NP_006685.1	XP_026268717.1
OG0007839	NP_004506.2	XP_026268735.1
OG0007840	XP_047293654.1	XP_026254392.1
OG0007841	NP_060640.2	XP_026255829.1
OG0007842	XP_005258413.1, NP_085135.1	XP_026255836.1
OG0007843	NP_065856.1	XP_026256549.1
OG0007844	NP_002659.1	XP_026262527.1
OG0007845	NP_005397.1	XP_026243851.1
OG0007846	NP_001032411.1, NP_005142.1	XP_026243805.1
OG0007847	NP_006092.1	XP_026250325.1
OG0007848	XP_047293865.1, NP_003794.3, NP_062830.1	XP_026250318.1
OG0007849	XP_016881383.2	XP_026264670.1
OG0007850	NP_056023.3	XP_026267987.1
OG0007851	NP_064617.2	XP_026257778.1
OG0007852	XP_047293651.1	XP_026257769.1
OG0007853	XP_011524044.1	XP_026257759.1
OG0007854	NP_115518.3, XP_005258164.1	XP_026257758.1
OG0007856	NP_612145.2	XP_026269611.1
OG0007857	NP_079040.2	XP_026250037.1
OG0007858	NP_001365549.1, XP_011534738.1	XP_026250047.1
OG0007859	NP_001269884.1, NP_006100.2	XP_026261870.1
OG0007860	NP_071923.2	XP_026261903.1
OG0007861	NP_001269251.1, NP_001357147.1, XP_011534618.1	XP_026261827.1
OG0007862	NP_005855.1	XP_026261892.1
OG0007863	NP_115828.2, NP_001139500.1	XP_026261907.1
OG0007864	NP_001156956.1	XP_026261786.1
OG0007865	NP_001372329.1	XP_026261832.1
OG0007866	NP_542395.1	XP_026270158.1
OG0007867	NP_001164.2, NP_001025226.1	XP_026269457.1
OG0007868	NP_689419.3, NP_001353448.1, NP_067072.3	XP_026270120.1
OG0007869	NP_001072987.1, NP_775878.2	XP_026269567.1
OG0007870	NP_115728.2	XP_026262826.1
OG0007870	XP_005268185.1	XP_026270169.1
OG0007871	NP_001374998.1	XP_026264768.1
OG0007872	NP_001009182.2, XP_016877198.2, NP_001009183.2, NP_003607.2	XP_026267112.1
OG0007873	XP_005267890.1, NP_060823.3	XP_026268446.1
OG0007874	NP_001654.1	XP_026246845.1
OG0007875	NP_065835.2	XP_026266824.1
OG0007876	NP_001011713.2	XP_026239873.1
OG0007877	XP_047287478.1	XP_026239931.1
OG0007878	NP_001271130.1	XP_026265833.1
OG0007879	NP_001382577.1, XP_024305331.1, NP_001342201.1	XP_026265838.1
OG0007880	NP_001166173.1	XP_026240957.1
OG0007881	NP_057529.1, XP_047287218.1	XP_026240983.1
OG0007882	NP_057110.3	XP_026240937.1
OG0007883	NP_006361.1	XP_026240908.1
OG0007884	XP_016876779.1, NP_001154970.1	XP_026240992.1
OG0007885	NP_001034554.1	XP_026240900.1
OG0007886	NP_001030024.1, XP_005268052.1	XP_026246869.1
OG0007887	NP_892114.1, XP_016877095.1	XP_026246875.1
OG0007888	NP_067083.1	XP_026256501.1
OG0007889	XP_011535346.1, NP_067062.1	XP_026256479.1
OG0007890	XP_047287326.1, NP_976054.2, NP_001207413.1	XP_026258431.1
OG0007891	NP_001924.2	XP_026257207.1
OG0007892	NP_001035197.1	XP_026257921.1
OG0007893	XP_016876524.1	XP_026257537.1
OG0007894	XP_005268045.1, NP_005056.3	XP_026256404.1
OG0007895	NP_060440.2	XP_026250021.1
OG0007896	NP_001189358.1	XP_026250004.1, XP_026250005.1
OG0007897	XP_047287783.1, NP_001747.3	XP_026250060.1
OG0007898	XP_011535460.1, NP_079010.2	XP_026267561.1
OG0007899	NP_001269392.1, NP_001276068.1, NP_001239436.1, NP_001269393.1	XP_026255200.1
OG0007900	NP_612808.1	XP_026255218.1
OG0007901	XP_011535533.2, NP_115609.2	XP_026255208.1, XP_026255209.1
OG0007902	NP_006659.1, XP_011534666.1	XP_026255215.1
OG0007903	NP_003394.1	XP_026270895.1
OG0007904	NP_055659.2	XP_026269569.1
OG0007905	NP_056131.2, XP_011534895.1	XP_026261309.1
OG0007906	XP_006720082.1, NP_694591.2	XP_026261330.1
OG0007907	NP_001128349.1, NP_001354107.1	XP_026261310.1
OG0007908	NP_006420.1, NP_001159757.1	XP_026267521.1
OG0007909	NP_001182474.1, XP_016879492.1	XP_026242595.1
OG0007910	NP_004114.1	XP_026242934.1
OG0007911	NP_848543.2, XP_011517482.1	XP_026251323.1
OG0007912	NP_001652.2, XP_011523084.1	XP_026268209.1
OG0007913	NP_612138.1	XP_026242933.1
OG0007914	NP_064448.1	XP_026251329.1
OG0007915	NP_057622.1, XP_011521882.1	XP_026266599.1
OG0007916	XP_047291866.1, NP_954981.1	XP_026266561.1
OG0007917	NP_612637.1, XP_011522590.1, NP_001033073.1	XP_026266527.1
OG0007918	NP_001372058.1	XP_026266602.1
OG0007920	XP_011523684.1	XP_026264232.1
OG0007921	XP_011523789.1	XP_026264221.1
OG0007922	NP_001350777.1	XP_026264210.1
OG0007923	NP_001249.1	XP_026260648.1
OG0007924	NP_001335099.1	XP_026260645.1
OG0007925	XP_006721929.1, NP_000204.3	XP_026260583.1
OG0007927	NP_001290194.1, XP_016880063.1	XP_026260669.1
OG0007928	NP_001244941.2, NP_001244942.2	XP_026260573.1
OG0007929	NP_000826.2, XP_011522991.1	XP_026260622.1
OG0007930	NP_001092302.1	XP_026267510.1
OG0007931	NP_060453.3	XP_026262429.1
OG0007932	NP_060939.3	XP_026258030.1
OG0007933	NP_001035022.1	XP_026258009.1, XP_026258074.1
OG0007934	NP_057444.2	XP_026258027.1
OG0007935	NP_005819.3	XP_026258029.1
OG0007936	XP_047293068.1	XP_026244584.1, XP_026264045.1
OG0007937	NP_588614.1, XP_024306322.1	XP_026264003.1
OG0007938	NP_001356413.1	XP_026268173.1
OG0007939	NP_001248363.1	XP_026242589.1
OG0007940	NP_001300927.1, NP_003757.1	XP_026242830.1
OG0007941	NP_001366295.1	XP_026242647.1
OG0007942	NP_036613.2	XP_026242814.1, XP_026242813.1
OG0007943	NP_115568.2	XP_026242832.1
OG0007944	NP_003550.1	XP_026242529.1
OG0007945	NP_003101.3, XP_011523438.1	XP_026242522.1
OG0007946	NP_001265126.1, XP_011523599.1, NP_788276.1	XP_026242571.1
OG0007947	NP_003195.1	XP_026242730.1
OG0007948	NP_001159603.1	XP_026242859.1
OG0007949	NP_057588.1	XP_026242850.1
OG0007950	NP_001245302.1, NP_073738.2	XP_026242786.1
OG0007951	NP_001317259.1	XP_026242757.1
OG0007952	NP_783165.1	XP_026242726.1, XP_026242725.1
OG0007954	NP_001317307.1	XP_026263584.1
OG0007955	NP_055721.3, XP_047291586.1	XP_026263103.1
OG0007956	XP_011523673.1, NP_115971.2	XP_026253785.1
OG0007957	NP_000708.1, XP_005257696.1	XP_026253833.1
OG0007958	NP_077284.2, XP_005257715.1	XP_026253839.1
OG0007959	XP_011523577.1, NP_079140.2	XP_026253795.1
OG0007960	NP_942131.1	XP_026253851.1
OG0007961	NP_631961.1	XP_026236046.1
OG0007962	NP_002806.2, NP_001257411.1	XP_026244623.1
OG0007963	NP_079133.3, XP_011523571.1	XP_026244685.1
OG0007964	NP_001003927.1, NP_055025.2	XP_026244557.1
OG0007965	NP_057315.3, XP_005258045.1	XP_026244710.1
OG0007966	XP_024306741.1	XP_026244641.1
OG0007967	NP_849191.3, XP_011522617.1	XP_026244706.1
OG0007968	NP_060616.1	XP_026244647.1
OG0007969	NP_057616.2	XP_026244766.1
OG0007970	NP_443160.2, XP_024306328.1	XP_026244601.1
OG0007971	NP_064706.1, XP_011522170.1	XP_026244709.1
OG0007972	NP_612471.1	XP_026270957.1
OG0007973	NP_055249.1, NP_001137500.1, NP_001137498.1, NP_001137499.1	XP_026251294.1
OG0007974	NP_001375226.1	XP_026251243.1, XP_026251242.1
OG0007975	XP_047280022.1, NP_997192.2, NP_001386722.1	XP_026251225.1
OG0007976	NP_001597.2, NP_997698.1, XP_047278877.1, NP_001397971.1	XP_026251184.1
OG0007977	NP_063945.2	XP_026251177.1
OG0007978	NP_003163.1	XP_026251211.1
OG0007979	NP_060056.1, NP_001129247.1	XP_026251361.1
OG0007980	NP_001269541.1, NP_001269540.1	XP_026251251.1
OG0007981	XP_047280036.1	XP_026251302.1
OG0007982	NP_036336.2	XP_026251410.1, XP_026238631.1
OG0007983	NP_001094346.1, NP_001094347.1, NP_777593.2	XP_026242023.1
OG0007984	XP_047279435.1, NP_060671.3	XP_026242172.1
OG0007985	NP_112176.1, NP_001129419.1, NP_001252511.1	XP_026242185.1
OG0007986	XP_047279404.1, NP_057119.3	XP_026242078.1
OG0007987	XP_047278732.1	XP_026242336.1
OG0007988	NP_001108225.1, NP_001265067.1	XP_026242283.1
OG0007989	XP_011516856.1, NP_001078816.2	XP_026242188.1
OG0007990	NP_001094058.1	XP_026242330.1
OG0007991	XP_005257281.2, NP_835229.3	XP_026260574.1
OG0007992	XP_047299869.1, NP_060093.3	XP_026269841.1
OG0007993	NP_003658.1, XP_047285756.1	XP_026242441.1
OG0007994	NP_001397906.1, XP_005268897.1	XP_026254078.1
OG0007995	NP_002420.1, XP_047284819.1	XP_026254203.1
OG0007996	XP_047284456.1, NP_001973.2	XP_026254128.1
OG0007997	NP_037399.2	XP_026254140.1
OG0007998	XP_005268682.1, NP_001116244.1, NP_055585.1	XP_026254081.1
OG0007999	NP_005972.1, NP_001317098.1	XP_026254084.1
OG0008000	NP_037386.1, XP_005268866.1	XP_026248756.1
OG0008001	NP_009122.2	XP_026242426.1, XP_026248752.1
OG0008002	NP_001269538.1, NP_057140.2, NP_001269535.1, NP_001269539.1	XP_026242446.1
OG0008003	NP_001357214.1, NP_387467.2, XP_047285849.1	XP_026242429.1
OG0008004	NP_037513.2, XP_016874732.3	XP_026242467.1
OG0008005	NP_006842.2, XP_047284087.1	XP_026265143.1
OG0008006	NP_001088.2	XP_026237528.1
OG0008007	NP_001341334.1, NP_001336937.1	XP_026237515.1
OG0008008	NP_060054.4, XP_005261982.1	XP_026269383.1
OG0008009	NP_065194.3	XP_026269368.1
OG0008010	XP_011528998.1	XP_026269374.1
OG0008011	NP_006477.3	XP_026250076.1
OG0008012	NP_056468.3, XP_005261581.1	XP_026250170.1
OG0008013	XP_011528618.1, NP_942153.1, NP_073622.2	XP_026250109.1
OG0008014	NP_201575.3, XP_011528811.1	XP_026238113.1
OG0008015	NP_056519.1	XP_026261749.1
OG0008016	NP_060060.3	XP_026261678.1
OG0008017	XP_006724212.1, NP_689725.2	XP_026261764.1
OG0008018	NP_001091740.1, NP_002400.3	XP_026261748.1
OG0008019	XP_047297267.1	XP_026267233.1, XP_026267234.1
OG0008020	NP_001034230.1	XP_026265944.1
OG0008021	NP_003744.1	XP_026265935.1
OG0008022	XP_047284362.1, NP_001029345.2	XP_026253598.1
OG0008023	NP_689531.2	XP_026253132.1
OG0008024	NP_001308427.1	XP_026237311.1
OG0008025	NP_071731.1, XP_006712267.1	XP_026235610.1
OG0008026	NP_001308272.2, NP_001308273.2, NP_653233.5	XP_026264398.1
OG0008027	XP_024308965.1, NP_001380415.1	XP_026264412.1
OG0008028	XP_016860379.1, NP_076970.1	XP_026235322.1
OG0008030	XP_011508883.1	XP_026268355.1
OG0008031	NP_056163.1, XP_047299798.1	XP_026235059.1
OG0008032	XP_011509756.1	XP_026269844.1
OG0008033	XP_005264485.1, NP_005391.1	XP_026241508.1
OG0008034	NP_001421.2, XP_011531000.1	XP_026241474.1
OG0008035	NP_054890.1	XP_026236787.1, XP_026241535.1
OG0008036	XP_005264686.1, NP_149100.2	XP_026255676.1
OG0008037	NP_057600.2	XP_026242962.1
OG0008038	NP_001005386.1	XP_026242952.1
OG0008039	XP_016859865.1, NP_061875.2	XP_026243036.1
OG0008040	XP_016859290.1	XP_026242997.1
OG0008041	NP_848526.1, XP_011531335.1, NP_001344937.1	XP_026260897.1
OG0008042	NP_073603.2	XP_026250104.1
OG0008043	XP_047297580.1, NP_001365257.1	XP_026250106.1
OG0008044	NP_006062.1	XP_026250108.1
OG0008045	NP_055059.2, XP_047273851.1	XP_026270069.1
OG0008047	XP_024310148.1, NP_689760.2, NP_001295174.1	XP_026237413.1
OG0008048	NP_055090.1	XP_026268082.1
OG0008049	NP_001129588.1, XP_011532853.1, NP_001340303.1, NP_001340301.1, NP_001340302.1	XP_026270071.1
OG0008050	NP_004698.3	XP_026236127.1, XP_026271264.1
OG0008051	NP_057228.1, NP_001295009.1	XP_026257996.1
OG0008052	NP_001287709.1, XP_006714726.1	XP_026257993.1
OG0008053	NP_001186220.1	XP_026235273.1
OG0008054	XP_011541651.1, NP_054754.1	XP_026251969.1
OG0008055	XP_016865476.1, NP_001243474.1, NP_115822.1	XP_026269615.1
OG0008056	NP_054750.1, NP_001304913.1, NP_001017372.1	XP_026238143.1
OG0008057	NP_001244237.1	XP_026264293.1
OG0008058	NP_859056.2	XP_026255942.1
OG0008059	NP_001295056.1	XP_026255979.1
OG0008060	NP_055897.1, XP_011541585.1	XP_026255978.1
OG0008061	NP_001287850.1	XP_026257025.1
OG0008062	NP_006781.1	XP_026236131.1
OG0008063	XP_005251442.1, NP_001017969.2	XP_026247267.1
OG0008064	XP_005251500.1, NP_981948.1	XP_026237576.1
OG0008065	XP_016869805.1, NP_001366010.1	XP_026254380.1
OG0008066	XP_011516365.1, NP_001035362.3	XP_026253376.1
OG0008067	NP_714918.2, XP_011516046.1, NP_001273978.1	XP_026253350.1
OG0008068	XP_016869748.1, NP_001113.2	XP_026253368.1
OG0008070	XP_011516222.1, NP_065692.2	XP_026243704.1, XP_026243705.1
OG0008071	NP_005793.2	XP_026243671.1
OG0008072	NP_997723.2	XP_026243636.1
OG0008073	NP_001369426.1, XP_006712950.1, NP_001161.1	XP_026243706.1
OG0008074	NP_009165.1	XP_026243681.1
OG0008075	NP_683877.1	XP_026254763.1
