Orthogroup	Homo_sapiens	Sus_scrofa
OG0005230	NP_612144.1	XP_020925930.1
OG0005231	NP_689830.2	XP_020935815.1, XP_020925816.1
OG0005232	NP_689912.2	XP_013837778.2, XP_005670156.2, XP_005670155.2
OG0005233	NP_076996.2, XP_006714561.1	XP_003134197.2
OG0005234	XP_016861228.1, NP_597719.1	XP_001927220.2
OG0005235	NP_001181875.2	XP_020924254.1, NP_001233182.1
OG0005236	NP_001307156.1	XP_020925400.1
OG0005237	XP_006713676.1, NP_001073929.1	XP_020925427.1
OG0005238	NP_001234937.1	XP_020925455.1
OG0005239	NP_065123.1	XP_020925457.1, XP_020925458.1
OG0005240	NP_000120.2	XP_001927665.3
OG0005241	NP_006357.1	XP_020955873.1
OG0005242	NP_001099038.1, NP_001099037.1, NP_001099036.1, NP_071396.4	XP_020955875.1
OG0005243	NP_001182539.1, NP_057440.2	XP_013832927.2
OG0005244	NP_065713.1, NP_001273194.1, XP_005249299.1, NP_001273193.1, NP_001273195.1	XP_001928071.1
OG0005245	NP_001461.1, XP_005249039.1	XP_013833024.1
OG0005246	NP_001291275.1, NP_065762.1, NP_001291273.1, NP_001291274.1, NP_001009959.1	XP_003359565.1
OG0005247	NP_001276904.1, NP_001316787.1, NP_038478.2, XP_047299993.1	XP_020930417.1
OG0005248	NP_001308975.1	XP_013839699.2
OG0005249	NP_001028217.1	XP_003133534.1
OG0005250	NP_835224.3, XP_047302229.1	XP_003133561.2
OG0005251	NP_055400.1, XP_047300022.1	XP_003483749.1
OG0005252	NP_001120679.1, NP_054859.2	XP_020931903.1
OG0005253	NP_690601.1	NP_001177168.1
OG0005254	NP_995319.1, NP_037467.2, NP_001361223.1, NP_001361224.1, XP_047299979.1	NP_001231587.1, NP_001231586.1
OG0005255	NP_001005209.1, NP_001290027.1, XP_016858856.1	XP_020931968.1, XP_020931969.1
OG0005256	XP_005245510.1, NP_073568.2	XP_005667590.1, NP_001231166.1
OG0005257	NP_776253.3, XP_047272843.1	XP_005667591.1, NP_001230596.1
OG0005258	NP_036606.2	XP_020945145.1
OG0005259	NP_001394044.1, NP_001394048.1	XP_003125707.2
OG0005260	NP_057490.2	XP_003125703.1, XP_020945194.1, XP_003125702.1
OG0005261	XP_047278491.1, NP_001160135.1	XP_001928360.1
OG0005262	XP_011508397.1, NP_001171808.1	XP_020945225.1
OG0005263	NP_002232.2	XP_005663265.1
OG0005264	XP_006724746.1, NP_000345.2	XP_020935154.1, NP_999223.1
OG0005265	NP_001640.1	XP_013841329.2
OG0005266	NP_001821.2	XP_001925262.4
OG0005267	NP_619542.1, NP_057694.2	XP_020935164.1, NP_999352.1
OG0005268	XP_006724559.1, NP_000283.1	XP_013841413.1
OG0005269	NP_001026915.1	XP_020936267.1
OG0005270	XP_005262053.1	XP_005673713.2
OG0005271	NP_055296.2	XP_003135157.1
OG0005272	XP_011529321.1	XP_001926267.5
OG0005273	XP_005262186.1, NP_001012773.2	XP_003135335.1
OG0005274	XP_005262262.1, NP_001340778.1, NP_115603.2	XP_020935660.1
OG0005275	NP_036603.1, XP_016885263.1	XP_005673886.1, NP_001090928.1
OG0005276	NP_071384.1	XP_001927391.1
OG0005277	NP_689905.1, NP_001011551.1	XP_003135374.2, XP_005666622.1
OG0005278	NP_001156750.1, XP_016884697.1	XP_020936331.1, XP_003135406.2, XP_020936329.1, XP_020936332.1, XP_020936330.1
OG0005279	NP_004785.1	NP_001116649.1, XP_005673954.1
OG0005280	XP_006724806.1	XP_013846455.1
OG0005280	NP_001153173.1	NP_999540.1
OG0005281	XP_047298516.1, NP_001229543.1	XP_003135515.1
OG0005282	NP_004126.1, NP_777358.1	XP_020935333.1
OG0005283	NP_005131.1	XP_020935774.1
OG0005285	NP_002051.2, XP_005270807.1	NP_001231153.1
OG0005287	NP_036415.1	XP_020951996.1, XP_020951995.1
OG0005289	NP_001381118.1, NP_001381125.1, NP_001381122.1, NP_001381123.1, NP_001381119.1, NP_660293.1, NP_001381124.1, NP_001381121.1, NP_001381120.1	XP_020955615.1
OG0005298	NP_000156.1	NP_001231141.1
OG0005299	XP_011540386.1, NP_001257429.1	NP_001137588.1
OG0005300	NP_065140.3, NP_001243325.1, NP_001243324.1	XP_020944353.1, NP_999161.1
OG0005301	XP_024307241.1, NP_004482.4	XP_020950281.1
OG0005302	NP_002721.1, NP_997401.1, NP_002723.2	XP_003123401.1
OG0005303	NP_003347.1	NP_999214.1
OG0005304	NP_001035963.1, NP_001269579.1, NP_001269578.1, NP_001269580.1, NP_005651.1	XP_013841574.2
OG0005305	NP_001397910.1	NP_001274339.1
OG0005306	NP_001366621.1, NP_000614.1	XP_020955333.1
OG0005307	NP_001121620.1	NP_999166.1
OG0005308	NP_059130.2, NP_787954.1, XP_047288646.1	NP_999261.1
OG0005309	NP_001171517.1, XP_005261035.1, NP_001138397.1, NP_002453.2, NP_001269849.1	NP_999226.2
OG0005310	NP_001358483.1, NP_000566.3	NP_999194.1, XP_005655255.1
OG0005311	XP_047298045.1, NP_000197.1	NP_999248.2, XP_020935155.1
OG0005312	XP_005248106.3, NP_001136036.2, NP_000078.3, NP_001366199.1	XP_020956830.1
OG0005313	NP_001103824.1, NP_036362.3, NP_009086.4	NP_999058.1
OG0005314	NP_004049.3, NP_542157.3	NP_001231906.1, XP_005661355.1, NP_001231904.1, NP_001231905.1
OG0005315	NP_004128.1	XP_003134112.1
OG0005316	NP_000441.2	NP_999433.2, XP_013852238.1, XP_020945096.1
OG0005317	NP_004628.4	XP_020925090.1
OG0005318	XP_024308323.1, NP_000491.4, NP_001355073.1, NP_001355072.1, NP_001122062.3	NP_999598.1, XP_020953980.1
OG0005319	NP_002655.2, XP_047300728.1	XP_013851548.1, XP_020943084.1
OG0005320	NP_998758.1, NP_000783.2, NP_001034804.1, NP_001034805.1, NP_001311245.1	NP_001001627.1
OG0005321	NP_001157030.1, NP_000939.1, XP_011513055.1	XP_005665681.1, NP_999091.1
OG0005322	NP_001139433.1, NP_005063.1	NP_999114.1
OG0005323	NP_006628.1	XP_003354440.2
OG0005324	NP_001362534.1, XP_024308771.1, NP_001362535.1	NP_999083.1, XP_020930330.1
OG0005325	NP_056953.2	NP_999544.1
OG0005326	NP_697019.1	XP_003134421.1
OG0005327	NP_003946.3, NP_001365862.1, NP_001365861.1	NP_001116668.1, XP_020921912.1
OG0005328	NP_000472.2	NP_001231355.1, XP_020924167.1
OG0005329	NP_001286.1	NP_001001621.1
OG0005330	NP_057506.2	NP_001239125.1, XP_005661182.1
OG0005331	XP_047288607.1, NP_001307970.1, NP_057405.1	XP_020954027.1, NP_001038042.1
OG0005332	NP_004769.2	XP_020938623.1, XP_003122717.1
OG0005333	NP_001112360.1, NP_001373264.1, NP_001138.1, NP_001112359.1, NP_001373266.1, NP_001373265.1	XP_005671707.1, NP_998973.1
OG0005334	NP_001265271.1, NP_001358262.1	NP_001177145.1
OG0005335	NP_003773.1	XP_001927603.1
OG0005336	NP_001394079.1	XP_003122633.2
OG0005337	NP_001071088.1, XP_016880502.1	XP_005656966.1, XP_013845325.1, XP_013845326.1, XP_020922234.1
OG0005338	NP_077006.1	NP_001092064.1, XP_020930157.1
OG0005339	XP_047288170.1, NP_001356197.1	XP_020953956.1, NP_001158124.1
OG0005340	NP_000042.3, XP_005271619.2, NP_001338763.1	XP_020957581.1, NP_001116552.1
OG0005341	XP_006710646.1, NP_001033722.1	XP_020951629.1
OG0005342	NP_001305051.1	XP_005660509.1, XP_003122225.3
OG0005343	XP_011510380.1, NP_003733.2	XP_003133505.3
OG0005344	NP_001780.2, XP_047305319.1, NP_963861.1	XP_020937595.1
OG0005345	NP_058639.1	XP_020934251.1
OG0005346	NP_001254747.1	XP_003129306.1
OG0005347	NP_054728.2, NP_001107849.1	NP_001121910.1, XP_020935196.1
OG0005348	NP_001028750.1, NP_001191102.1	XP_020944939.1
OG0005349	NP_002497.2, XP_011539820.1	XP_020945655.1, XP_020945656.1
OG0005350	NP_001005291.1	XP_020921885.1, NP_999322.1
OG0005351	NP_620594.1, XP_016869721.1	XP_013842543.1
OG0005352	NP_001317141.1, NP_002793.2	NP_001231080.1
OG0005353	NP_000993.1, NP_444505.1	NP_001092068.1
OG0005354	NP_001274522.1, NP_001274523.1, NP_001279.2	XP_020954121.1, XP_020954120.1
OG0005356	NP_001029025.1, NP_000958.1	NP_001230992.1
OG0005357	NP_001369294.1, NP_054902.1, NP_001369295.1	NP_001177109.1
OG0005358	NP_001138929.2, NP_004820.2, NP_001138930.2, XP_011525831.1, NP_001229285.1, NP_001229286.1	XP_005664888.1, NP_001116615.1
OG0005360	NP_001193977.1	XP_020957671.1
OG0005360	NP_036236.1, NP_620428.1	NP_001276783.1
OG0005361	NP_733822.1, NP_001393914.1	NP_001104727.2, XP_005663329.1
OG0005362	NP_001244263.1, NP_001001937.1, NP_004037.1, NP_001244264.1, NP_001001935.1	NP_001172071.1
OG0005363	NP_001004483.1	XP_001924533.1
OG0005364	NP_001005197.1	XP_003130012.1
OG0005365	NP_110401.1	XP_020918070.1
OG0005367	NP_060378.1	XP_020953046.1
OG0005368	XP_011534147.1	NP_001245363.1, XP_005659457.3
OG0005369	NP_075385.1	XP_003356329.2
OG0005370	NP_001269581.1, NP_006810.1, NP_001269582.1	XP_003353842.1
OG0005371	NP_001137290.1, XP_024306960.1, NP_002566.1	XP_003121745.2
OG0005372	NP_002630.2	XP_020955234.1
OG0005373	XP_011524413.1, NP_065905.2, NP_001333160.1, NP_001333162.1, NP_001333159.1	XP_020955371.1
OG0005374	NP_002387.1	XP_020948944.1, XP_020948951.1
OG0005375	NP_001273540.1, NP_001273541.1, NP_001122089.1, XP_005267234.1, NP_114128.3	XP_005659226.2
OG0005376	NP_008975.1	XP_020942535.1
OG0005377	NP_001238978.1	XP_020922676.1
OG0005378	NP_001333347.1	XP_001927005.6
OG0005379	NP_001305865.2, NP_001006933.3	XP_020941768.1
OG0005380	NP_001273280.1, XP_011533809.1, NP_001273279.1, NP_999627.2	XP_005659164.2
OG0005381	NP_996804.2, NP_001035940.1, NP_001171506.1, XP_016866335.1	XP_003121296.3
OG0005382	NP_005898.2, XP_005267043.1	XP_020938017.1, NP_999050.1
OG0005383	NP_001026882.2, NP_001337509.1, NP_001337510.1, NP_001337513.1, NP_001337511.1, NP_001337512.1	XP_001928696.1
OG0005384	NP_001278910.1, NP_001129120.1, NP_001278913.1, NP_002835.2	XP_013843811.1
OG0005385	NP_001273646.1, NP_056054.2, NP_001317630.1, XP_005251905.1, NP_001273644.1	XP_005656862.1
OG0005386	NP_001358972.1, NP_001177411.1, XP_011517071.1	XP_020920657.1
OG0005387	NP_001317607.1	XP_003122009.2, XP_005652757.2
OG0005388	XP_011516919.1, NP_001154.2	XP_020920336.1
OG0005389	XP_005259261.1	XP_020953006.1
OG0005391	NP_001139799.1, NP_001356700.1, NP_001356703.1, NP_001374285.1, NP_001356702.1, NP_001139798.1, NP_001356701.1, NP_001374287.1, NP_001374286.1, NP_056178.3, NP_001356699.1	XP_020950759.1
OG0005392	NP_001138648.1	XP_020950694.1
OG0005393	NP_009185.2	XP_005664804.3
OG0005394	XP_011525317.1	XP_003127375.1
OG0005395	XP_047294364.1, NP_001129491.1	XP_020949211.1, NP_999362.2
OG0005396	NP_065701.2, XP_024307388.1	XP_013854105.1, XP_003127376.1
OG0005397	NP_037388.3	XP_003355989.2
OG0005398	XP_005259289.1, NP_001276095.1, NP_872296.1, NP_001276102.1, NP_001276100.1, NP_001276099.1, NP_001276101.1, NP_001276098.1, NP_001276096.1, NP_001276097.1	XP_003355995.2
OG0005399	NP_065139.2, XP_016882510.1	XP_013844095.1
OG0005400	NP_940942.1, NP_001372577.1	XP_013844061.1
OG0005401	NP_004868.1	XP_003133258.2
OG0005402	NP_001317425.1, NP_067008.3	XP_020950000.1
OG0005403	NP_001186499.1, NP_056341.1	XP_020952817.1, XP_020952818.1
OG0005404	NP_005295.1, XP_011525160.1, NP_001335124.1	NP_001302530.1
OG0005405	NP_078950.1, XP_011540450.1	NP_001116605.1
OG0005406	NP_038474.2	XP_003134656.1
OG0005408	NP_061916.3, XP_011517816.1	XP_003130799.4
OG0005409	NP_116201.7, XP_011518052.1	XP_020920622.1, XP_020920621.1, XP_020920620.1
OG0005410	NP_001336951.1	XP_003130754.3
OG0005411	XP_047280942.1, NP_542166.1, NP_056357.1	XP_020920653.1
OG0005412	NP_116294.1, NP_001139019.1	XP_003130870.3
OG0005413	NP_542401.1	NP_999116.1, XP_020936418.1
OG0005414	NP_055588.3, XP_005268604.1, NP_001136075.1	XP_003124090.3, XP_020940600.1
OG0005415	NP_995318.1, NP_612501.3, NP_892005.1, XP_016864616.1	XP_020940615.1
OG0005417	NP_001091981.1	XP_020932220.1, NP_001231140.1
OG0005418	NP_150597.1	XP_003134070.2
OG0005419	XP_016878707.1	NP_001123433.1
OG0005420	NP_699172.2, XP_006710419.1, NP_001287755.1	XP_005665254.1
OG0005421	NP_001287940.1	XP_020951466.1
OG0005422	NP_001337096.1, NP_001337095.1, NP_001337097.1, NP_115612.4, NP_001317323.1	XP_020953359.1
OG0005423	NP_000920.1, XP_005245948.1	XP_013854492.1
OG0005424	NP_005121.1	XP_003128912.2
OG0005425	XP_006714733.1, NP_001034852.3	XP_005661633.3
OG0005426	NP_055634.3	XP_003123870.3, XP_020941060.1
OG0005427	XP_016865468.1, NP_115666.2	XP_020941043.1
OG0005428	NP_001316601.1, NP_001316600.1, NP_001316599.1, NP_065852.1	XP_003123831.3
OG0005429	XP_016877744.1	NP_999259.2
OG0005430	NP_001369566.1	XP_020954379.1, XP_020954363.1, XP_020954368.1
OG0005431	NP_612197.1, NP_612198.2, NP_612192.1, NP_001278238.1, NP_002561.1	XP_020954593.1
OG0005432	NP_060466.2	XP_005660092.1, XP_013848933.1, XP_005660091.1
OG0005433	NP_001294881.1, NP_839946.1	XP_001925657.4
OG0005434	XP_005272478.1, NP_001073904.1	XP_001927350.1
OG0005435	NP_057157.1	XP_020954540.1
OG0005436	NP_061859.4	XP_020956613.1
OG0005437	NP_079481.2	NP_001230498.1
OG0005438	NP_001124306.1, NP_001291364.1, NP_001291363.1, NP_001281.1, XP_006714038.1	XP_020956692.1
OG0005439	NP_004172.2	NP_998928.1
OG0005440	NP_057143.1	XP_003128416.1
OG0005441	NP_001364115.1	XP_020956534.1
OG0005442	NP_060542.4	XP_020929416.1
OG0005443	NP_689703.1, XP_006711812.1	XP_020930057.1
OG0005444	NP_055580.1	XP_001926970.1
OG0005445	NP_001248391.1, NP_001010984.1, NP_114407.3, XP_006711881.1	NP_001230483.1
OG0005446	NP_001363439.1, NP_001116307.2, NP_078801.3	XP_001926697.1
OG0005447	XP_024304970.1	NP_001230222.1
OG0005448	NP_110386.2	XP_001925575.3
OG0005449	NP_036370.2	NP_001139222.1
OG0005449	NP_001135970.1, NP_001300978.1	XP_020927862.1
OG0005450	NP_001311243.1, NP_001311244.1, NP_001311246.1, NP_689920.1, NP_001311242.1, NP_001311241.1	XP_020928110.1
OG0005451	NP_001035363.1, NP_775826.2	XP_001927378.3
OG0005452	NP_001229475.1	NP_001177154.1, XP_013838770.1
OG0005453	NP_001019764.1, XP_047280506.1	XP_013838800.1, XP_013838798.1
OG0005454	NP_001171712.1	XP_020927834.1, NP_999534.1
OG0005455	XP_006718016.1, NP_001087239.2, NP_001307743.1, XP_016872097.2	NP_001335888.1, NP_999430.1
OG0005456	NP_001165081.1	XP_005657482.2
OG0005457	NP_009028.1, NP_001825.1, NP_001351056.1	XP_005661527.2
OG0005458	XP_016864517.1, NP_001138426.1	XP_020932618.1, XP_020932619.1
OG0005459	NP_001365903.1	XP_020932774.1
OG0005460	XP_011532750.1, NP_004937.1	XP_020932292.1
OG0005461	NP_001129116.1, XP_011535946.1	XP_020935554.1
OG0005461	NP_057305.1	NP_001231236.1
OG0005462	NP_001362250.1, NP_005202.2, NP_001336665.1, NP_001362249.1, NP_001275634.1	XP_003124148.5
OG0005463	NP_061960.1, XP_011541800.1	XP_020932342.1
OG0005464	NP_006442.2	XP_003483866.1
OG0005465	NP_001351229.1, NP_001351228.1	NP_999103.1
OG0005466	XP_016865478.1, NP_115976.2	XP_020932757.1
OG0005467	NP_060826.2, XP_016865096.1	XP_003359785.2
OG0005468	NP_001278885.1, XP_005248285.1	XP_020932622.1
OG0005469	XP_011522280.1, NP_001140156.1	XP_013845520.2, XP_005657110.2
OG0005470	NP_777587.1, NP_001278921.1	NP_001171391.1
OG0005471	XP_011541328.1	XP_020918774.1
OG0005472	NP_059121.1, XP_011541172.1	XP_003130070.1
OG0005473	NP_003096.2	XP_020918668.1
OG0005474	NP_694938.2, NP_001091996.1	NP_001231659.1, XP_013832876.1
OG0005475	NP_004707.2	XP_020918539.1
OG0005476	XP_016872690.1	XP_020918441.1
OG0005477	NP_003333.1	XP_020923359.1
OG0005478	NP_006603.2, XP_005256481.1	XP_020923420.1
OG0005479	XP_011522160.1	XP_020923450.1
OG0005480	NP_001094282.2	NP_998976.1, XP_013836730.1
OG0005481	NP_056485.2	XP_020923491.1, XP_020923490.1
OG0005482	NP_036525.1, XP_024306572.1	XP_003358324.3
OG0005483	NP_079375.3	XP_003358325.2
OG0005484	NP_001290210.1	XP_013836798.2
OG0005485	NP_001275571.1	XP_020923571.1
OG0005486	NP_683723.2, NP_001096134.1, NP_055779.2	XP_020923618.1
OG0005487	NP_003359.3, NP_001017415.1, NP_001017416.1	XP_020952212.1
OG0005488	NP_114416.1, XP_047287699.1	XP_020952221.1
OG0005489	NP_001004303.3, XP_011539200.1	XP_020952236.1
OG0005490	NP_689481.2	XP_003128020.2
OG0005491	NP_115505.2, XP_016857963.2, NP_001153656.1, NP_001397626.1, NP_001354481.1	XP_020950835.1, XP_020950834.1
OG0005492	NP_055263.2, XP_016856538.1	XP_020950870.1
OG0005493	NP_005418.1, XP_047285477.1	XP_020950874.1
OG0005494	XP_024306869.1, NP_055519.1	XP_020950883.1
OG0005495	NP_055889.2, NP_001352881.1, NP_001352880.1	XP_020950972.1
OG0005496	NP_443714.3, XP_011521707.1	XP_020948910.1
OG0005497	XP_005256336.1, NP_689552.2	NP_001171389.1
OG0005498	XP_011521147.1	XP_020949321.1
OG0005499	XP_047290786.1, NP_003782.1	XP_005664378.1, XP_020949387.1
OG0005501	NP_001020604.1, NP_001020605.1, NP_001273066.1, NP_000894.1	NP_001153085.1
OG0005502	NP_001304124.1, XP_011521102.1, NP_001784.2	XP_020949540.1
OG0005503	NP_115516.1, XP_024306237.1	XP_020949754.1
OG0005504	NP_005173.1	XP_020949678.1
OG0005505	NP_003896.1, NP_001273429.1	XP_020949669.1
OG0005506	NP_001014987.1, NP_001014989.2, NP_001014988.1, NP_055202.1	XP_005662118.1
OG0005507	NP_001240655.1, NP_757384.1, NP_078783.1, NP_001240654.1	XP_020942391.1
OG0005508	XP_047282581.1, NP_067056.2	XP_020953271.1
OG0005509	NP_004230.2	XP_020955280.1
OG0005510	NP_001357330.1	XP_020942580.1
OG0005511	NP_115693.2	XP_020941989.1, XP_020941990.1
OG0005512	NP_036585.1, NP_001349589.1	XP_005662035.1, XP_020941979.1, XP_013850986.1
OG0005513	NP_001096066.1, NP_065943.2, NP_001096065.1, NP_001096064.1, XP_011514076.1	XP_020941936.1
OG0005514	NP_056992.4, XP_005250462.1, NP_001122324.1, NP_001122326.1, NP_001122325.1	XP_003354527.2
OG0005515	NP_689955.1	XP_003124388.1
OG0005516	NP_001371672.1	NP_001182254.1
OG0005517	NP_004951.1	XP_013851035.1, NP_001274349.1
OG0005518	NP_001107852.1, XP_005255370.1, NP_002200.2	NP_001038073.1, XP_005653056.2
OG0005519	NP_078792.1	XP_013843173.1
OG0005520	XP_016878948.1, NP_061989.2	XP_005656821.1
OG0005521	NP_775886.3, XP_011544044.1	XP_020942143.1
OG0005522	XP_024306135.1	XP_003124616.2
OG0005523	NP_777584.1, XP_011544066.1	XP_020944035.1
OG0005524	XP_005255375.1, NP_001004060.1, NP_001004067.1, NP_055102.3	XP_020942217.1
OG0005525	NP_001162.5	XP_020942218.1
OG0005526	NP_003489.1	XP_005662185.1
OG0005527	XP_047290566.1, NP_077014.4	XP_003124665.3
OG0005528	XP_016878461.1, NP_689672.4	XP_003354677.1
OG0005529	XP_016878427.1	XP_020942329.1, XP_020941373.1, NP_001265690.1
OG0005530	NP_001372391.1, NP_001372393.1, NP_690851.2, NP_001372392.1	XP_020942400.1
OG0005531	NP_001166136.1, NP_001166135.1, NP_066991.3, NP_001166134.1	XP_020942568.1
OG0005532	NP_065715.1	XP_003354699.1
OG0005533	NP_006612.2	XP_020944310.1
OG0005534	XP_011540434.1, NP_620641.1, NP_573444.2, NP_001306881.1, NP_078802.2	XP_020945714.1
OG0005535	NP_001355738.1	XP_020945724.1
OG0005536	NP_689424.2, NP_057060.2	XP_005663703.3
OG0005537	NP_001265177.2, NP_056300.3, NP_001121614.2, NP_001265176.2, NP_001186611.2	XP_013843634.2
OG0005538	NP_001363075.1	XP_005653472.1
OG0005539	NP_001307072.1	XP_020919542.1
OG0005540	NP_612400.3	XP_020957672.1, NP_001230856.1
OG0005541	XP_011508137.1	XP_013835588.1
OG0005542	NP_001116451.1, NP_114418.2, NP_001164102.1, XP_011508353.1	XP_020918979.1
OG0005543	XP_024303422.1, NP_006203.2, NP_001018063.1	XP_020918985.1
OG0005544	XP_047292088.1	XP_020919520.1, XP_003357646.2, XP_013835428.1, XP_013835429.1
OG0005545	NP_057532.4	XP_013835424.2
OG0005546	NP_689876.2	XP_020919386.1
OG0005547	NP_001343435.1, NP_001343434.1, NP_001377763.1	XP_020919350.1
OG0005548	NP_060592.2	XP_020919314.1
OG0005549	NP_003753.2	XP_013833079.1, NP_001231636.1
OG0005550	XP_005245102.1, NP_002013.1	XP_005656704.2
OG0005551	NP_851607.2	XP_001928008.1
OG0005552	NP_001307902.1	XP_003355115.1
OG0005553	NP_001368783.1, NP_001368782.1, NP_001812.2	XP_020920029.1
OG0005554	NP_001299801.1	XP_005653848.2
OG0005555	XP_005273138.3	XP_020920128.1
OG0005556	NP_057081.3	NP_001230253.1, XP_013852400.1
OG0005557	NP_001243462.1, NP_001243461.1, XP_047279963.1, NP_060586.2	XP_005663349.1, NP_001231563.1
OG0005558	NP_001353106.1	XP_013852455.2
OG0005559	NP_872631.1, NP_001393739.1, NP_872632.2, NP_005218.1	XP_001929361.1
OG0005560	XP_005245506.1	XP_005663394.1
OG0005561	XP_047281955.1, NP_001354863.1	XP_005663437.1
OG0005562	NP_001092086.1	NP_001191319.1
OG0005563	NP_075391.3, NP_001311404.1	NP_001230251.1, XP_020944171.1
OG0005564	NP_002956.1	XP_013852489.2, NP_001171377.1
OG0005565	NP_077740.1, NP_004940.1, NP_001393435.1	XP_020951867.1
OG0005566	NP_001093203.1, NP_001108.2, XP_005258138.2	XP_005665364.1, NP_001001544.1
OG0005567	NP_001362737.1, NP_055461.1, NP_001362738.1, XP_005258234.1	XP_020948897.1, NP_001135459.1
OG0005568	NP_065699.1	XP_003127879.1
OG0005569	NP_001122067.2	XP_001929018.1, XP_005656502.1
OG0005570	NP_858043.1, NP_001137391.1	XP_013833635.1, XP_005666307.2
OG0005571	NP_057190.2, NP_001269961.1, NP_001244305.1, NP_878255.1, XP_005267526.1	XP_020955558.1
OG0005572	NP_872589.1, XP_024305228.1, NP_038476.2	NP_001231088.1, XP_013844501.1
OG0005573	NP_660294.1, NP_001124173.1	XP_003121841.1
OG0005574	XP_011535490.1, NP_001153620.1, NP_085140.2, NP_001153619.1	XP_020957804.1
OG0005575	NP_001139487.1, NP_055565.3, XP_016877329.1	XP_003121868.1
OG0005576	NP_653182.1, NP_001318088.1, NP_001318087.1, XP_047286856.1, NP_001318093.1	XP_020958362.1
OG0005577	XP_047287129.1, NP_056161.2	XP_020955055.1
OG0005578	NP_004441.1	NP_001172092.1
OG0005579	NP_001354639.1	XP_020955155.1
OG0005580	NP_689658.3, XP_011534777.2	XP_020955737.1
OG0005581	NP_001229853.1, NP_067011.1, NP_001229855.1	XP_003128709.1
OG0005582	NP_001229936.1	XP_001924527.1
OG0005583	NP_001333062.1, NP_001333063.1, XP_016876713.1, NP_998766.1, NP_001333060.1	XP_003356809.2
OG0005584	NP_112487.1	NP_001090941.1
OG0005585	XP_011534793.1, NP_689659.2	XP_020955222.1
OG0005586	NP_001353778.1	XP_020955237.1
OG0005587	XP_005267456.2, NP_004425.2, NP_001008707.1	XP_020955351.1
OG0005588	NP_689520.2	XP_020937221.1, XP_020937222.1
OG0005589	NP_150374.2, NP_001374496.1	XP_020937278.1
OG0005590	NP_001302.1	XP_020937309.1
OG0005591	XP_047286637.1	XP_013836029.1
OG0005592	NP_062559.2	NP_001177225.1, XP_005656917.1
OG0005593	NP_036468.1, NP_001077077.1, NP_001033707.1, NP_114174.1, XP_006722341.1	XP_020921997.1
OG0005594	NP_071439.3, XP_024306636.1	XP_020922049.1, XP_020922051.1, XP_020922050.1
OG0005595	XP_011521889.1, NP_002908.1	XP_020922052.1
OG0005596	NP_001275727.1	XP_020922122.1
OG0005597	NP_689681.2	XP_020922209.1, XP_020922208.1, XP_020922207.1, XP_020922211.1, XP_020922210.1
OG0005598	NP_004026.2, NP_001171968.1, XP_047292138.1, NP_009223.2	XP_020921674.1, NP_001094498.1
OG0005599	NP_001026973.1, XP_011523104.1, NP_004515.2	XP_020922285.1
OG0005600	NP_002077.1	NP_001131100.1
OG0005601	NP_619525.1, NP_054720.1, NP_001166174.1	XP_020922312.1, XP_020922311.1
OG0005602	NP_001292011.1	XP_005668672.1, NP_001182289.1
OG0005603	NP_758424.1, NP_061142.2	XP_020923761.1
OG0005604	NP_055613.1	XP_005668772.1, XP_005668773.1, XP_005668774.1
OG0005605	XP_011522687.1	XP_013836354.1
OG0005606	NP_001288646.1, NP_001288645.1, NP_001288647.1, NP_001829.1, NP_001288643.1	NP_001001532.1
OG0005607	NP_835465.2, XP_006721895.1	XP_003131545.1
OG0005608	NP_003638.1, XP_047292915.1	XP_005657020.2, NP_001161117.1
OG0005609	NP_000241.1	XP_003131703.3
OG0005610	NP_872426.1	XP_003131722.2
OG0005611	NP_872375.2	XP_020937867.1, XP_003358172.4
OG0005612	XP_047292999.1	XP_020923063.1
OG0005613	NP_000277.1	XP_003131767.1
OG0005614	NP_078959.3, XP_006722147.1	XP_003131785.1, XP_005669121.1
OG0005615	NP_065823.1	XP_020923167.1
OG0005616	XP_011523061.1, NP_001138525.2, NP_940931.3	XP_013836649.2
OG0005617	NP_001177340.1	XP_020923196.1
OG0005618	XP_006721526.1, NP_001026851.2	XP_020923339.1
OG0005619	NP_001014764.1, NP_112588.1	XP_005669177.1
OG0005620	NP_115670.1, NP_757344.2, NP_757343.2	XP_020923344.1
OG0005621	NP_001004353.2, NP_001243630.1, NP_001243628.1, NP_001243629.1	XP_020936905.1
OG0005622	NP_003783.1	XP_003480683.2
OG0005623	NP_001012745.1, NP_006403.2	NP_001124006.1
OG0005624	NP_055975.1, XP_005266116.1	XP_020936813.1
OG0005625	NP_006744.2	XP_020926762.1
OG0005626	NP_055509.2, XP_011517543.2, NP_001138792.1	XP_005654665.1
OG0005627	NP_000084.3, XP_016869755.1	NP_001014971.1
OG0005628	NP_000359.1	XP_020926473.1
OG0005629	NP_001386388.1	XP_013849396.1
OG0005630	XP_011516701.1	XP_020925807.1
OG0005631	NP_001362883.1	XP_020928343.1, NP_001231415.1
OG0005632	NP_005085.2, XP_047278620.1	XP_020925268.1
OG0005633	NP_056494.1	XP_001928454.3
OG0005634	NP_004948.4, NP_001275732.1, NP_001018088.1, XP_047279082.1	XP_020925027.1
OG0005635	NP_001006618.1	XP_020924511.1
OG0005636	XP_011516742.1, NP_036329.3	XP_020930222.1
