Orthogroup	Homo_sapiens	Canis_lupus_familiaris
OG0006676	NP_001358418.1	XP_038410498.1
OG0006676	NP_004308.2	XP_038423086.1
OG0006677	XP_047275163.1, NP_001410964.1	XP_038410533.1
OG0006678	XP_011533696.1, NP_006819.2	XP_038410732.1
OG0006679	NP_068775.1, XP_047274637.1	XP_038410739.1, XP_038410740.1
OG0006680	NP_002717.3, XP_011534227.1	XP_038410753.1
OG0006681	NP_001273036.1, NP_001273035.1, NP_004840.1, XP_047275529.1	XP_038410769.1
OG0006683	XP_047274648.1	XP_038410927.1
OG0006684	XP_005266937.1, NP_002022.1	XP_038410938.1
OG0006685	NP_689942.2, XP_006715441.1	XP_038410940.1
OG0006686	NP_036237.2	XP_038437462.1
OG0006686	XP_016883803.1	XP_038410974.1
OG0006687	NP_006793.1	XP_038411019.1, XP_038413767.1
OG0006688	NP_001139332.1, NP_055844.2, NP_001139333.1, XP_011515103.1	XP_038411067.1
OG0006689	NP_001129175.1, NP_038465.1	XP_038411242.1
OG0006690	XP_016868819.1	XP_038411429.1
OG0006691	NP_001278860.1, NP_001353830.1, NP_659440.2, NP_001350669.1, NP_001353833.1, XP_047277414.1, NP_001353831.1, NP_001353832.1	XP_038411583.1
OG0006692	NP_001693.2, XP_016869180.1	XP_038411592.1
OG0006693	XP_047277376.1	XP_038411676.1
OG0006694	NP_036211.2, XP_011515658.1	XP_038411752.1
OG0006695	NP_038460.4, XP_011515350.1	XP_038411775.1
OG0006696	NP_001317547.1	XP_038411780.1
OG0006697	NP_003914.1	XP_038411781.1
OG0006698	NP_001019849.2	XP_038411793.1
OG0006699	NP_001013641.2	XP_038411856.1
OG0006700	NP_001096137.1	XP_038411857.1
OG0006701	XP_005248173.1, NP_060596.2	XP_038411880.1
OG0006702	XP_005248178.1, NP_065897.1	XP_038411968.1
OG0006703	NP_689753.2	XP_038412012.1
OG0006704	NP_002083.4	XP_038412211.1, XP_038412212.1, XP_038420435.1
OG0006705	NP_036413.1, XP_047276302.1	XP_038413401.1, XP_038412325.1
OG0006706	NP_660215.1, XP_016857901.1	XP_038412344.1
OG0006707	XP_011542477.1, NP_898885.1	XP_038412376.1
OG0006708	NP_001032203.1, NP_068579.3, XP_016867983.1	XP_038412395.1
OG0006709	NP_001304106.1	XP_038412403.1
OG0006710	NP_005622.1	XP_038412482.1
OG0006711	NP_001167635.1, XP_047276322.1	XP_038412532.1
OG0006712	NP_001136221.1, XP_047275997.1	XP_038412596.1
OG0006713	NP_001274064.1	XP_038412681.1
OG0006714	NP_005742.4	XP_038412696.1
OG0006715	NP_054703.1, NP_003173.1	XP_038412812.1
OG0006716	NP_064541.1, XP_011513758.1	XP_038412821.1, XP_038412819.1, XP_038412822.1, XP_038412820.1
OG0006717	NP_003921.2	XP_038413099.1
OG0006718	NP_060416.1	XP_038413147.1
OG0006719	NP_006083.1	XP_038413152.1
OG0006720	NP_001189404.1	XP_038413160.1
OG0006721	NP_001352237.1, NP_597725.1, NP_001397801.1	XP_038413242.1
OG0006722	XP_005249746.1	XP_038413266.1
OG0006723	XP_011514027.1, NP_005754.2	XP_038413414.1
OG0006724	XP_011514817.1	XP_038413443.1, XP_038413442.1, XP_038413444.1
OG0006725	NP_001004480.1	XP_038413524.1
OG0006726	NP_065832.1	XP_038415544.1, XP_038413530.1
OG0006727	NP_008966.1	XP_038413535.1, XP_038413534.1
OG0006728	XP_011539538.1	XP_038413848.1
OG0006729	NP_001177747.1	XP_038413943.1
OG0006730	NP_001273168.1, NP_061946.1	XP_038414033.1
OG0006731	XP_047304539.1	XP_038414035.1
OG0006732	XP_011539723.1	XP_038414065.1
OG0006733	NP_065098.1	XP_038414182.1
OG0006734	NP_001139108.1, XP_006710666.1	XP_038414214.1
OG0006735	NP_009041.2	XP_038414335.1
OG0006736	NP_001164100.1	XP_038414392.1
OG0006737	XP_011536268.1, NP_976328.2	XP_038414441.1
OG0006738	NP_001341661.1	XP_038414455.1
OG0006739	NP_001009894.2	XP_038414549.1
OG0006740	NP_061326.1, NP_001245267.1	XP_038414595.1
OG0006741	NP_003288.2, XP_005269190.1	XP_038414598.1
OG0006742	NP_003202.3	XP_038414800.1
OG0006743	NP_001305296.1	XP_038414823.1
OG0006744	NP_001288574.1, NP_004735.2, XP_047272361.1	XP_038415006.1
OG0006745	NP_000815.1	XP_038415019.1
OG0006746	NP_060354.4	XP_038429589.1, XP_038415161.1
OG0006747	XP_047276281.1, NP_001013416.1, NP_000589.2	XP_038415176.1
OG0006748	NP_000411.1, XP_005250050.1	XP_038415225.1
OG0006749	NP_001137153.1, NP_001137152.1, NP_057001.1, NP_001137151.1	XP_038415265.1
OG0006750	NP_001001317.1	XP_038415285.1
OG0006751	NP_001008271.2, XP_005250004.1	XP_038415303.1
OG0006752	NP_079202.2	XP_038415350.1
OG0006753	NP_001308315.1	XP_038415370.1, XP_038415371.1
OG0006754	NP_001381330.1	XP_038415391.1, XP_038415392.1
OG0006755	NP_060765.4	XP_038415395.1
OG0006756	NP_085148.1	XP_038415410.1
OG0006757	NP_689624.2	XP_038415537.1
OG0006758	XP_005250007.1, NP_783161.1	XP_038415622.1
OG0006759	NP_031375.3, XP_011514284.1	XP_038415724.1
OG0006760	NP_006757.2	XP_038415870.1
OG0006761	NP_001265042.1, NP_001455.3, XP_005273525.1	XP_038415935.1
OG0006762	NP_510882.1	XP_038415954.1
OG0006763	NP_000544.2, XP_011542941.1	XP_038416084.1
OG0006764	NP_001310240.1	XP_038416089.1
OG0006765	NP_001158243.1	XP_038416191.1
OG0006766	NP_001138883.1, NP_689988.1, XP_011530129.1	XP_038416301.1
OG0006767	NP_060829.2	XP_038416303.1
OG0006768	NP_859077.1, XP_016863665.1	XP_038416318.1
OG0006769	NP_001165459.1, XP_047305678.1, NP_000018.2	XP_038416403.1
OG0006770	XP_047305564.1, NP_653245.2	XP_038416428.1
OG0006771	NP_002157.2	XP_038416632.1
OG0006772	NP_003878.1, XP_011508705.1, NP_001128663.1	XP_038416660.1
OG0006773	NP_001397636.1, NP_001034451.1	XP_038416699.1
OG0006774	NP_001135758.1, NP_078900.1, XP_011531409.1	XP_038416754.1, XP_038416753.1
OG0006775	NP_443152.1, XP_006711992.1	XP_038416814.1, XP_038416815.1
OG0006776	NP_004872.2	XP_038416830.1
OG0006777	NP_783328.1, NP_072046.2, XP_005264232.1	XP_038416881.1
OG0006778	NP_002428.1, XP_005264383.1	XP_038417001.1
OG0006779	NP_073734.1, XP_047301427.1	XP_038417032.1
OG0006780	XP_011531461.1, NP_653176.2	XP_038417124.1, XP_038417125.1, XP_038417123.1
OG0006781	NP_444506.2, XP_011531208.1	XP_038417188.1
OG0006782	NP_001026854.1	XP_038417243.1
OG0006783	XP_006712054.1, NP_001138548.2, NP_001397705.1, NP_061936.3	XP_038417275.1
OG0006784	NP_038462.1	XP_038417325.1
OG0006785	NP_005425.1, NP_001409097.1	XP_038417348.1
OG0006786	NP_073153.1, XP_011509935.1	XP_038417364.1
OG0006787	XP_005263884.1, NP_001316843.1	XP_038417377.1
OG0006788	NP_115883.2	XP_038417395.1
OG0006789	XP_005264362.1, NP_001013671.2	XP_038417498.1
OG0006790	XP_005264577.1	XP_038417547.1
OG0006791	NP_067019.3, NP_597812.1	XP_038417650.1
OG0006792	NP_001411578.1, NP_003575.3	XP_038417671.1
OG0006793	NP_065192.1, XP_011531144.1	XP_038417719.1
OG0006794	NP_001229820.1	XP_038417766.1
OG0006795	XP_047300779.1, NP_689580.2	XP_038417796.1
OG0006796	XP_016858039.1, NP_003585.3	XP_038417809.1
OG0006797	XP_011540445.2, NP_078902.2	XP_038417813.1
OG0006798	XP_005271372.1, NP_001073939.1	XP_038417851.1
OG0006799	NP_005509.1	XP_038417854.1
OG0006800	NP_006614.2, XP_011539528.1	XP_038417883.1, XP_038417859.1, XP_038418336.1
OG0006801	XP_047273980.1, NP_055270.1	XP_038417944.1
OG0006802	NP_001353346.1	XP_038418074.1
OG0006803	XP_016872553.1, NP_620591.3	XP_038418420.1
OG0006804	NP_057134.1, NP_733934.1, NP_733935.1, XP_016873624.1	XP_038418435.1
OG0006805	NP_000432.1	XP_038418621.1, XP_038418462.1
OG0006807	NP_055867.3, NP_001273988.1, XP_016867371.1	XP_038418572.1
OG0006808	NP_057700.3	XP_038418608.1
OG0006809	XP_011514576.1	XP_038418611.1
OG0006810	NP_001257348.1, NP_853559.1	XP_038418629.1, XP_038418631.1, XP_038418630.1
OG0006811	XP_011514472.1, NP_945350.1, NP_001161434.1, NP_001308716.1, NP_996766.1	XP_038418700.1
OG0006812	NP_002794.1	XP_038418708.1
OG0006813	XP_005252861.2, NP_663626.2, NP_001091079.1	XP_038418811.1
OG0006814	XP_005252964.1, NP_004022.2, NP_001563.2, NP_004020.1	XP_038418888.1
OG0006815	NP_001001991.1, NP_056245.2, NP_001269604.1	XP_038418956.1
OG0006816	NP_000605.1	XP_038419120.1, XP_038419121.1, XP_038419123.1, XP_038419119.1, XP_038419118.1
OG0006817	NP_001099035.2	XP_038419162.1
OG0006818	NP_001304160.1	XP_038419201.1
OG0006819	XP_016872655.1, NP_114115.2	XP_038419207.1, XP_038419208.1
OG0006820	XP_005253223.1	XP_038419326.1
OG0006821	NP_055571.2, NP_001008938.1	XP_038419328.1
OG0006822	NP_001095272.1, NP_001338956.1, NP_001338954.1, NP_001338955.1, XP_011518459.1	XP_038419390.1
OG0006823	NP_066940.3	XP_038419416.1
OG0006824	NP_001277261.2	XP_038419488.1
OG0006825	NP_803172.1, NP_003617.1, XP_006718779.1, NP_001364935.1	XP_038419559.1
OG0006826	XP_016874075.1, NP_004901.2, NP_001124320.1	XP_038419665.1
OG0006827	NP_001356427.1	XP_038419682.1
OG0006828	NP_659502.2	XP_038419758.1
OG0006829	XP_024304193.1	XP_038444748.1, XP_038419769.1
OG0006830	NP_001391591.1, NP_001391592.1, NP_001391586.1	XP_038419843.1
OG0006831	NP_663771.1	XP_038419895.1, XP_038419894.1
OG0006832	NP_006770.1, XP_047282200.1	XP_038419898.1
OG0006833	NP_006235.1, XP_047283155.1	XP_038419954.1
OG0006834	XP_011543078.1, NP_570125.1	XP_038419956.1
OG0006835	NP_201567.1, NP_001304019.1	XP_038420046.1
OG0006836	XP_047282784.1	XP_038420099.1
OG0006837	XP_016863455.1	XP_038420469.1
OG0006838	XP_047305556.1, NP_001108206.3, NP_001350514.1	XP_038420557.1
OG0006839	XP_016864182.1	XP_038432762.1
OG0006840	NP_056517.1	XP_038421115.1
OG0006841	NP_060621.3	XP_038421121.1
OG0006842	NP_005834.4	XP_038421137.1
OG0006843	NP_060478.3	XP_038421201.1
OG0006844	NP_001094861.1	XP_038421274.1
OG0006845	NP_003449.2, XP_047305105.1	XP_038421286.1
OG0006846	XP_016882044.1	XP_038421322.1
OG0006847	NP_009048.1	XP_038421512.1, XP_038421513.1
OG0006848	NP_002871.1, NP_001341619.1, XP_011532276.1, NP_001341618.1	XP_038421534.1
OG0006849	NP_001182208.1	XP_038421545.1
OG0006850	XP_006713374.1, NP_003169.2, NP_598328.1	XP_038421547.1
OG0006851	NP_001361246.1, XP_011532410.1	XP_038421629.1, XP_038421630.1
OG0006852	XP_016862362.1, NP_064550.3	XP_038421701.1
OG0006853	NP_000835.1, NP_870989.1, XP_047304008.1	XP_038421708.1
OG0006854	XP_006713001.1, NP_006605.2	XP_038421755.1
OG0006855	XP_011531880.1, NP_056356.2	XP_038421819.1
OG0006856	NP_060033.3, XP_005265295.1, NP_001305793.1	XP_038422042.1
OG0006857	NP_076951.2	XP_038422331.1
OG0006858	NP_071347.2	XP_038422345.1
OG0006859	NP_001229758.1	XP_038422358.1
OG0006860	NP_071503.1	XP_038422365.1
OG0006861	NP_002283.3, XP_005265184.1	XP_038422391.1
OG0006862	XP_011532415.1	XP_038422476.1
OG0006863	XP_011531856.1, NP_056155.1, NP_001355192.1	XP_038422607.1
OG0006864	NP_001371466.1	XP_038422663.1
OG0006865	NP_036313.3	XP_038422733.1
OG0006866	XP_011526361.1	XP_038422736.1, XP_038422737.1
OG0006867	XP_011526306.1	XP_038422789.1
OG0006868	XP_047294742.1, NP_000206.2	XP_038422805.1
OG0006869	NP_001308346.1	XP_038422854.1, XP_038422853.1
OG0006870	XP_016882575.1	XP_038422899.1
OG0006871	NP_001138632.1, NP_003281.1, NP_001354765.1	XP_038422918.1
OG0006872	XP_006723008.1	XP_038422963.1
OG0006873	NP_054766.1	XP_038423014.1
OG0006874	NP_000150.1, NP_039663.1	XP_038423053.1
OG0006875	XP_011526184.1, NP_001099048.1	XP_038423054.1
OG0006876	NP_001193903.1, NP_001921.1, NP_037538.1, NP_001356621.1, NP_001356620.1	XP_038423081.1
OG0006877	NP_076943.1	XP_038423088.1
OG0006878	NP_001276032.1	XP_038423128.1
OG0006879	NP_116274.3	XP_038423237.1
OG0006880	NP_001291276.1, NP_477512.1	XP_038423292.1
OG0006881	NP_064581.2	XP_038423374.1
OG0006882	XP_005272519.1, NP_001993.2, NP_001207429.1, NP_001193948.2	XP_038423393.1
OG0006883	NP_001287794.1, NP_015559.2, NP_015561.1, NP_003615.2	XP_038423540.1
OG0006884	NP_115484.2	XP_038423647.1
OG0006885	NP_001258924.1, NP_001258926.1, NP_115996.1, NP_001258925.1	XP_038423698.1
OG0006886	NP_055778.2	XP_038423954.1
OG0006887	NP_001034937.1	XP_038423958.1
OG0006888	NP_001719.2, NP_940992.1	XP_038423997.1
OG0006890	NP_110398.1	XP_038437653.1, XP_038424058.1
OG0006892	NP_001004754.1	XP_038424097.1
OG0006893	NP_004202.4, NP_001305298.1	XP_038424121.1
OG0006894	NP_056183.2, XP_011541036.1	XP_038424225.1
OG0006895	NP_036256.2, NP_001137545.1, XP_016873030.1	XP_038424276.1
OG0006896	NP_075069.3	XP_038424283.1
OG0006897	XP_011543632.1, NP_001294936.1	XP_038424304.1
OG0006898	NP_001333342.1	XP_038424389.1
OG0006899	XP_005274304.1, NP_076984.2, NP_001007028.1	XP_038424426.1
OG0006900	NP_076419.2	XP_038424433.1
OG0006901	XP_011543136.1, NP_878253.1	XP_038424450.1
OG0006902	NP_004696.2	XP_038424778.1, XP_038424506.1
OG0006903	NP_001369495.1, NP_001264890.1	XP_038424756.1
OG0006904	NP_001248313.1, NP_001248311.1, NP_001035787.1	XP_038425137.1
OG0006905	XP_016873680.2	XP_038445049.1, XP_038445047.1, XP_038445048.1
OG0006906	NP_001248757.1	XP_038425250.1
OG0006907	NP_001380539.1, NP_001186135.1	XP_038425261.1
OG0006908	XP_047286073.1, NP_001010977.1	XP_038425317.1
OG0006909	XP_047286023.1, NP_001339358.1	XP_038425425.1
OG0006910	XP_011533209.1	XP_038425662.1
OG0006911	NP_061953.2	XP_038425784.1
OG0006912	NP_115605.2	XP_038425790.1
OG0006913	XP_006719985.1, NP_056111.1, NP_001305778.1, NP_001123520.1	XP_038425833.1
OG0006914	NP_001339534.1, NP_000273.2, NP_001121164.1	XP_038425887.1
OG0006915	NP_001193929.1, NP_112740.1	XP_038438217.1
OG0006916	NP_001229811.1, NP_001229812.1, NP_060680.2, NP_001229810.1	XP_038425977.1
OG0006917	XP_016875876.2	XP_038425991.1
OG0006918	NP_000495.1, NP_001299603.1	XP_038426028.1
OG0006919	NP_009042.1, XP_016876206.1, NP_057605.3	XP_038426058.1
OG0006920	NP_003403.2	XP_038426119.1
OG0006921	NP_149039.2	XP_038426123.1
OG0006922	NP_852466.1	XP_038426181.1
OG0006923	NP_055620.1	XP_038426330.1
OG0006924	NP_005098.2, XP_047305328.1	XP_038444769.1, XP_038426397.1
OG0006925	XP_047303334.1, NP_054858.2, NP_001336182.1	XP_038426400.1
OG0006926	NP_919269.2	XP_038426418.1
OG0006927	XP_005265494.1, NP_004615.2	XP_038426487.1
OG0006928	NP_001137854.1	XP_038426682.1
OG0006929	NP_001268652.2	XP_038426722.1
OG0006930	XP_011511248.1, NP_001090.2, NP_001127666.1	XP_038426780.1
OG0006931	XP_047303184.1	XP_038426889.1
OG0006932	NP_001309760.1, NP_001309763.1, XP_047305006.1, NP_114119.2	XP_038426940.1
OG0006933	XP_047304200.1, NP_057178.2	XP_038427126.1
OG0006934	NP_001295126.1	XP_038427213.1
OG0006935	NP_001363861.2, NP_872599.2	XP_038427297.1
OG0006936	NP_291028.3	XP_038427312.1
OG0006937	NP_001186.1	XP_038427469.1
OG0006938	NP_001257620.1	XP_038427621.1
OG0006939	NP_001127810.1	XP_038427632.1
OG0006940	XP_005260850.1, NP_071422.1, NP_665705.1	XP_038427661.1
OG0006941	NP_258412.1, NP_001254552.1, NP_852470.1, NP_001411338.1, NP_001311169.1	XP_038427677.1
OG0006942	NP_076424.1	XP_038427678.1
OG0006943	NP_001372231.1	XP_038427697.1
OG0006944	NP_006383.2	XP_038427716.1
OG0006945	XP_011527704.1	XP_038427769.1
OG0006946	XP_005260636.1	XP_038427846.1
OG0006947	NP_055557.2	XP_038427876.1, XP_038427877.1
OG0006948	XP_047295902.1	XP_038427899.1
OG0006949	NP_872325.2	XP_038427927.1, XP_038427926.1
OG0006950	XP_016883153.1, NP_536724.1	XP_038427991.1
OG0006951	NP_000169.1, NP_001309424.1, NP_001309423.1	XP_038428022.1
OG0006953	XP_047296136.1, NP_057520.2	XP_038428095.1, XP_038445518.1
OG0006954	NP_778252.1, NP_115590.1	XP_038428126.1
OG0006955	NP_061328.1, NP_001186463.1, NP_001361107.1, NP_955777.1	XP_038428139.1
OG0006956	NP_001138787.1	XP_038428144.1
OG0006957	NP_056289.2	XP_038428168.1
OG0006958	NP_001311230.1, XP_006723914.1	XP_038428192.1
OG0006959	NP_067038.1	XP_038428217.1
OG0006960	NP_001716.3, XP_047296349.1	XP_038428222.1
OG0006961	XP_005260519.1	XP_038428228.1
OG0006962	NP_877963.1, XP_005260495.1, NP_002651.2	XP_038428245.1
OG0006963	NP_002457.1	XP_038428287.1
OG0006964	NP_000448.3	XP_038428319.1
OG0006965	NP_945179.1, NP_006802.1	XP_038428329.1
OG0006966	NP_000013.2	XP_038428331.1
OG0006967	NP_001309728.1, NP_002242.2	XP_038428358.1
OG0006969	NP_073740.2, NP_001180268.1, NP_001180269.1, NP_001011554.1, NP_001180271.1	XP_038428434.1
OG0006970	NP_001307.2	XP_038428478.1, XP_038428476.1, XP_038428477.1
OG0006971	NP_004966.1, XP_011527101.1	XP_038428497.1
OG0006972	XP_011527038.1	XP_038428501.1
OG0006973	NP_000773.2, XP_016883181.1	XP_038428558.1
OG0006974	NP_002614.2	XP_038428559.1
OG0006975	NP_001278709.1, NP_059965.2	XP_038428605.1
OG0006976	NP_078939.3	XP_038428658.1
OG0006977	XP_024307774.1	XP_038428804.1
OG0006978	NP_065871.3, XP_047296287.1	XP_038428925.1
OG0006979	NP_775954.2, XP_024302897.1	XP_038429588.1, XP_038428948.1
OG0006980	XP_047277267.1, NP_000733.2	XP_038428949.1
OG0006981	NP_001165828.1, NP_001165881.1	XP_038429003.1
OG0006982	NP_997244.4	XP_038429097.1
OG0006983	NP_001365550.1, NP_005896.1, NP_001120689.1	XP_038429130.1
OG0006984	NP_982276.2	XP_038429153.1
OG0006985	NP_001397931.1, XP_047286760.1, NP_001397930.1, NP_054808.1, NP_001008564.1	XP_038429387.1
OG0006986	NP_068773.2, XP_011533350.1	XP_038429448.1
OG0006987	NP_060337.2	XP_038429510.1
OG0006988	NP_009212.1, XP_047305519.1, NP_001316526.1	XP_038429532.1
OG0006989	NP_001304166.1, NP_001371643.1	XP_038429574.1
OG0006990	NP_060716.2	XP_038442553.1, XP_038429669.1
OG0006991	NP_689775.2	XP_038429703.1
OG0006992	NP_055080.2, XP_006716336.1	XP_038429714.1
OG0006993	NP_001288579.1, NP_001129580.2	XP_038429729.1
OG0006994	NP_001380926.1	XP_038429744.1
OG0006995	NP_003965.2, NP_958728.1, NP_001304729.1, NP_001388201.1	XP_038429832.1
OG0006996	NP_002233.2	XP_038430143.1, XP_038430141.1
OG0006997	NP_476527.1	XP_038430302.1
OG0006998	NP_847896.1, XP_005247049.2, NP_037457.3	XP_038430387.1
OG0006999	NP_115904.1, XP_011509998.1	XP_038430392.1, XP_038430391.1
OG0007001	XP_016884409.1, NP_055042.1	XP_038430455.1
OG0007002	NP_002141.2	XP_038430893.1
OG0007003	NP_001005366.1, NP_115979.3, XP_011537169.2	XP_038430908.1
OG0007005	NP_079523.3, NP_001130010.1	XP_038431034.1
OG0007006	XP_047285701.1	XP_038431141.1
OG0007007	XP_016875306.1, NP_071936.2	XP_038431196.1
OG0007008	NP_001372662.1	XP_038431227.1
OG0007009	NP_115676.1, NP_001137324.1, XP_011537138.1	XP_038431309.1
OG0007010	NP_998761.2, XP_011536224.1	XP_038431330.1
OG0007011	NP_002406.1	XP_038431745.1
OG0007012	NP_005666.2, NP_150282.2	XP_038431779.1, XP_038431783.1
OG0007013	NP_001265568.1	XP_038431802.1
OG0007014	XP_047297428.1, NP_004164.2	XP_038431880.1, XP_038431881.1
OG0007015	NP_001277935.1, XP_047297318.1	XP_038431895.1, XP_038431896.1
OG0007016	NP_085050.2, NP_001008695.1	XP_038431897.1
OG0007017	NP_000176.2	XP_038431905.1
OG0007018	NP_006249.1	XP_038431954.1
OG0007019	NP_001137446.1, NP_063946.2	XP_038431962.1
OG0007020	XP_005270106.1, NP_001095939.1	XP_038431992.1
OG0007021	NP_116278.3	XP_038432107.1
OG0007022	XP_016874408.1	XP_038432358.1
OG0007023	XP_006719084.1, NP_116069.1, NP_001138430.1	XP_038432418.1
OG0007024	NP_001397888.1, NP_006470.1, XP_047284041.1, NP_001124334.1	XP_038432449.1
OG0007025	NP_006413.4, NP_001265238.2	XP_038432451.1
OG0007026	NP_001245238.1	XP_038432510.1
OG0007027	NP_001931.2, NP_001007027.1, NP_001411105.1	XP_038432556.1
OG0007028	NP_001073283.1, NP_001371827.1	XP_038432704.1
OG0007029	XP_011518933.1, NP_004954.2	XP_038432797.1
OG0007030	NP_001107648.1	XP_038432893.1
OG0007031	NP_079130.2	XP_038432909.1
OG0007032	XP_016874952.1, NP_057635.1	XP_038433052.1
OG0007033	XP_005268686.1, NP_940980.4	XP_038433235.1
OG0007034	NP_149105.3	XP_038433301.1
OG0007035	XP_011537056.1, NP_079279.3	XP_038433305.1
OG0007036	XP_011537134.1, NP_115632.1, NP_001273141.1, NP_001273142.1	XP_038433330.1
OG0007037	XP_005268764.1, NP_001136150.1, NP_001397902.1, NP_001020527.2, NP_001191732.1	XP_038433342.1
OG0007038	NP_620710.2, NP_003067.3, XP_005269164.2	XP_038433549.1
OG0007039	NP_001107018.1	XP_038433559.1
OG0007040	NP_001035049.1, XP_011537312.1, NP_001245330.1, NP_001245331.1, NP_001254544.1	XP_038433636.1
OG0007041	NP_599150.1, XP_005269172.1, NP_599151.2, NP_004169.3	XP_038433721.1
OG0007042	NP_001258665.1	XP_038433779.1
OG0007043	NP_149061.1, NP_060299.4	XP_038433819.1
OG0007044	XP_011519343.1, NP_758952.4	XP_038433820.1
OG0007045	NP_061060.3	XP_038434053.1
OG0007046	NP_001397911.1, NP_001137445.1, XP_011537929.2, NP_056446.4	XP_038434268.1
OG0007047	NP_001157650.1	XP_038434271.1
OG0007048	NP_001278148.2, NP_001278147.1, NP_065082.2, NP_001123453.1, NP_001333722.1	XP_038434360.1
OG0007049	NP_001159718.1	XP_038434415.1
OG0007050	NP_001336891.1	XP_038434421.1
OG0007051	NP_001182192.1	XP_038434473.1
OG0007052	NP_001257894.1	XP_038434553.1
OG0007053	NP_899062.1	XP_038434653.1
OG0007054	NP_004823.1	XP_038434656.1
OG0007055	NP_001338011.1	XP_038434722.1
OG0007056	NP_001308758.1	XP_038434782.1
OG0007057	NP_000927.1	XP_038434826.1
OG0007058	NP_001245228.1, NP_060800.2, NP_001245227.1, NP_001245229.1, NP_001120683.1	XP_038434840.1
OG0007059	NP_060085.2	XP_038434915.1, XP_038437025.1
OG0007060	NP_001382979.1	XP_038435138.1
OG0007061	NP_001526.2	XP_038435190.1, XP_038437644.1
OG0007062	NP_055544.1	XP_038435302.1
OG0007063	NP_775790.1, XP_016868630.1	XP_038435308.1
OG0007064	NP_060590.1	XP_038435335.1, XP_038435336.1
OG0007065	NP_006828.2	XP_038435397.1
OG0007066	NP_001400293.1	XP_038435447.1
OG0007067	NP_001164268.1, NP_078975.2, NP_001164267.1	XP_038435540.1
OG0007068	NP_599028.1, NP_439897.1, NP_001269285.1	XP_038435659.1
OG0007069	NP_861452.2, XP_005250951.2	XP_038435715.1
OG0007070	NP_001341445.1, NP_689629.2	XP_038435733.1
OG0007071	NP_060336.3, NP_001035703.1	XP_038435784.1
OG0007072	NP_001355648.1	XP_038435887.1, XP_038435888.1, XP_038435889.1
OG0007073	NP_001273370.1	XP_038436020.1
OG0007074	NP_003095.2	XP_038436223.1
OG0007075	NP_001350640.1	XP_038436224.1
OG0007076	NP_005145.3, NP_001122082.1, NP_001269978.1	XP_038436330.1
OG0007077	NP_997264.2	XP_038436345.1
OG0007078	NP_057388.1	XP_038436393.1
OG0007079	NP_570722.2, NP_001028732.1, NP_001028731.1	XP_038436405.1
OG0007080	NP_001357490.1	XP_038436418.1
OG0007081	NP_066190.2	XP_038436465.1
OG0007082	NP_689663.2, XP_005254223.1	XP_038436493.1
OG0007083	NP_001307603.2	XP_038436505.1
OG0007084	NP_599023.1, XP_011520176.1, NP_002934.1, NP_599022.1, NP_599024.1	XP_038436522.1
OG0007085	NP_683758.1, NP_001229862.1, NP_003090.2	XP_038436577.1
OG0007086	NP_055857.1, XP_016877510.1	XP_038436630.1
OG0007087	XP_016878168.1, NP_003604.4	XP_038436652.1
OG0007088	NP_001305754.1, NP_000511.2	XP_038436825.1
OG0007089	NP_001093243.1, NP_000772.2	XP_038436891.1
OG0007090	NP_001139501.1, NP_003603.1, XP_047289133.1	XP_038436892.1
OG0007091	NP_056307.3, XP_047288820.1	XP_038436955.1, XP_038436954.1, XP_038436953.1
OG0007092	NP_060755.1	XP_038436973.1
OG0007093	XP_016877404.1, NP_689548.3	XP_038437013.1, XP_038437014.1, XP_038437011.1, XP_038437012.1
OG0007094	NP_001289928.1, NP_001289927.1	XP_038437044.1
OG0007095	XP_016861551.1, NP_001362889.1	XP_038437117.1
OG0007096	NP_001329.1, XP_011527778.1	XP_038437181.1
OG0007097	NP_006797.3	XP_038437191.1, XP_038437189.1, XP_038437190.1
OG0007098	NP_787054.1	XP_038437251.1, XP_038437250.1, XP_038437253.1, XP_038437252.1, XP_038437254.1
OG0007099	NP_060083.1	XP_038437319.1
OG0007100	XP_016883917.1, NP_003015.2, NP_001001132.1	XP_038437329.1
OG0007101	NP_004405.3	XP_038437358.1
OG0007102	NP_005432.1, XP_047296956.1	XP_038437380.1, XP_038437379.1
OG0007103	NP_001304669.2, NP_031367.2, NP_001304673.1	XP_038437442.1
OG0007104	NP_008962.1, XP_011527745.2	XP_038437522.1
OG0007105	XP_005261252.2	XP_038437529.1
OG0007106	NP_004640.4, NP_001350687.1	XP_038437544.1
OG0007107	XP_047296616.1	XP_038437588.1
OG0007108	NP_001840.3, NP_478055.2, NP_478054.2	XP_038437621.1
OG0007109	NP_059142.3, NP_542984.3, XP_006724089.1	XP_038437654.1
OG0007110	NP_940908.3, XP_016863656.1	XP_038437831.1
OG0007111	NP_001362207.1, XP_011530222.1	XP_038437832.1
OG0007112	NP_110448.2	XP_038437848.1
OG0007113	NP_004748.2, XP_016864324.1, NP_001135887.1, NP_001135888.2	XP_038437901.1
OG0007114	XP_011530079.1, NP_055958.2	XP_038437987.1
OG0007115	NP_001358332.1, XP_047305787.1	XP_038438066.1
OG0007116	NP_001369309.1, NP_663761.1	XP_038438078.1
OG0007117	XP_011530007.1, NP_004398.1	XP_038438114.1
