Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0008262	XP_024302749.1	XP_023601075.1
OG0008263	NP_001350452.1, XP_005249816.1	XP_006106767.1
OG0008264	XP_011513464.1, NP_001120.3	XP_014304220.2
OG0008265	XP_011514367.3, NP_001303985.1	XP_023620319.1
OG0008266	NP_064717.1, NP_064718.1, NP_004760.1	XP_023620316.1
OG0008267	NP_001271189.1	XP_014321856.2
OG0008268	XP_011514759.1	XP_014320848.1, XP_023620320.1
OG0008269	NP_001295197.1, NP_002838.2	XP_006103265.1
OG0008270	XP_005273466.1, NP_001350156.1	XP_014318368.2
OG0008271	NP_002681.1, XP_005273592.1	XP_006097109.1
OG0008272	XP_011542819.1	XP_014318383.1, XP_006109075.1
OG0008273	NP_919270.3, NP_001382135.1	XP_006086316.1
OG0008274	NP_001339707.1	XP_023607663.1
OG0008275	NP_001350133.1, NP_001273748.1	XP_006086306.1
OG0008276	NP_689626.2, XP_005273456.1	XP_006086332.1
OG0008277	NP_001336275.1	XP_006086288.1
OG0008278	NP_001269118.1, XP_011542957.1	XP_006086248.1
OG0008279	XP_054188249.1	XP_006086228.1
OG0008280	NP_004216.2, XP_047278375.1	XP_006086227.1
OG0008281	NP_001350102.1	XP_023616958.1
OG0008282	NP_005236.2, XP_005262891.1	XP_014314559.1
OG0008283	NP_001382223.1	XP_023612931.1, XP_014314568.1
OG0008284	NP_060102.1	XP_006099424.2
OG0008285	NP_001555.1	XP_014320366.1
OG0008286	NP_001397793.1	XP_006109529.1, XP_006106474.1
OG0008287	XP_047277894.1	XP_006108929.1, XP_006109218.2
OG0008288	XP_024303103.1	XP_023604802.1
OG0008289	XP_016860179.1, NP_001071178.2	XP_023602850.1
OG0008290	NP_060644.4	XP_014304505.1
OG0008291	NP_036425.1, XP_005264764.1	XP_014306088.1
OG0008293	NP_060906.3, XP_016859984.1	XP_006109439.3
OG0008294	NP_620154.2	XP_023602931.1
OG0008295	NP_006817.1	XP_006102397.1
OG0008296	NP_937987.2	XP_006102410.1
OG0008297	NP_002988.4, NP_001006947.2, XP_005262677.1	XP_006091783.2
OG0008298	NP_002245.4, XP_005264356.2	XP_023601581.1
OG0008299	XP_011530923.1, NP_001138640.1	XP_014320757.1
OG0008300	XP_047302295.1, NP_659475.2	XP_023619219.1
OG0008301	XP_006712071.1, NP_000212.1	XP_006099868.1
OG0008302	XP_005264216.1, NP_786951.1	XP_023619253.1
OG0008303	NP_005244.1, XP_006712039.1	XP_023619246.1
OG0008304	NP_694566.4	XP_023603194.1
OG0008305	NP_001136106.1	XP_023614400.1
OG0008306	NP_004295.2	XP_023614395.1
OG0008307	NP_001372125.1	XP_023614374.1
OG0008309	NP_689603.2, XP_005264201.1	XP_014303419.2, XP_023603221.1, XP_023603218.1
OG0008310	NP_001308924.1, NP_001308926.1, NP_001308925.1, NP_114108.1	XP_006100916.1
OG0008311	NP_694946.2, XP_011508887.1	XP_023602436.1, XP_006104854.1
OG0008312	NP_940983.2, XP_006712582.1	XP_023601723.1
OG0008313	NP_714923.1	XP_006104850.1
OG0008314	NP_775184.1, NP_115945.4	XP_006103086.1
OG0008315	NP_653164.2, XP_047299689.1	XP_006085787.1
OG0008316	XP_047302384.1, NP_004827.4	XP_006085788.2
OG0008317	NP_060422.4	XP_023601055.1
OG0008318	NP_057706.2, NP_663619.1, NP_001350711.1	XP_006104060.1
OG0008319	NP_057578.1	XP_006106301.1
OG0008320	XP_047300784.1, NP_060220.3	XP_006099957.1
OG0008321	NP_055578.2	XP_006102991.1
OG0008322	XP_005264337.1	XP_023600043.1
OG0008323	NP_115992.1, XP_011531436.1	XP_023616367.1
OG0008324	XP_006712009.1	XP_023616405.1
OG0008325	NP_001358201.1	XP_006096825.1
OG0008326	NP_001317329.1	XP_006096824.1
OG0008327	NP_003115.1	XP_006104605.1
OG0008328	XP_005270993.1, NP_148980.2, NP_056990.3	XP_014314418.2
OG0008329	NP_000027.3	XP_023612799.1
OG0008330	NP_057445.4	XP_006099680.1
OG0008331	XP_005272986.1, NP_008984.1	XP_023616459.1
OG0008332	NP_714924.1	XP_006096940.1
OG0008333	NP_005096.1	XP_006096938.1
OG0008334	XP_024308346.1, NP_870988.2, NP_001139334.1	XP_014316731.1
OG0008336	NP_067045.1	XP_006095295.1
OG0008337	NP_001171532.1, XP_005244892.1	XP_023615079.1
OG0008338	NP_612122.2, XP_024309264.1, NP_001153114.1	XP_023614924.1
OG0008339	XP_047276061.1, NP_997716.1, NP_001130015.1	XP_014316797.1
OG0008340	NP_001245218.1	XP_023604794.1, XP_023615033.1
OG0008341	NP_001001523.1, XP_006711547.3, NP_005051.2	XP_014316835.1
OG0008342	NP_001381522.1, NP_001381521.1, NP_001129475.1, NP_001381520.1	XP_023615081.1
OG0008343	NP_055628.1, XP_047291477.1	XP_006092571.1
OG0008345	XP_047276069.1	XP_014306615.1
OG0008346	XP_047275655.1, NP_005737.1	XP_023606846.1
OG0008347	NP_004270.2	XP_006090203.1, XP_023606871.1
OG0008348	NP_001381423.1	XP_006085513.3
OG0008349	NP_001353018.1	XP_014308326.1
OG0008350	NP_001316473.1, NP_001316477.1	XP_006108265.1
OG0008351	NP_057226.1, XP_016873370.1	XP_006097977.1
OG0008352	NP_003468.2	XP_006098138.1
OG0008353	NP_001364982.1, NP_001193545.1	XP_006098134.1
OG0008354	NP_859057.4	XP_006091670.1
OG0008355	NP_002834.3, XP_016873574.1	XP_023612297.1
OG0008356	NP_783859.1	XP_014319608.1
OG0008357	NP_000098.1	XP_023612396.1, XP_023612397.1
OG0008359	XP_006718510.1, NP_001171669.1, NP_612632.1, NP_005222.2	XP_014305581.1
OG0008360	NP_002171.2, XP_047282837.1	XP_006107153.1
OG0008361	NP_005842.1	XP_006102553.1
OG0008362	XP_047282665.1	XP_006101672.1
OG0008363	NP_078925.3	XP_006101711.2
OG0008364	NP_001523.2, NP_001287797.1	XP_014322493.1
OG0008365	XP_047282293.1, NP_444282.3	XP_023620847.1
OG0008366	NP_001123616.1	XP_023620833.1
OG0008367	XP_011543457.1, NP_059995.2	XP_014302203.1
OG0008368	NP_001359000.1	XP_006106601.1
OG0008369	NP_003368.1	XP_006106610.1
OG0008370	NP_619634.1	XP_023603122.1
OG0008371	NP_001397948.1	XP_006106621.1, XP_006097546.1
OG0008372	NP_001171661.1	XP_006109045.3
OG0008373	NP_001356376.1	XP_023602556.1, XP_006105928.3
OG0008374	NP_001372956.1	XP_014303438.1
OG0008376	NP_006716.3, XP_011543662.1	XP_023604510.1
OG0008377	NP_002349.1	XP_014304531.1
OG0008379	XP_006712697.1, NP_064505.1	XP_006102903.2
OG0008380	NP_004613.1	XP_006104088.1
OG0008381	NP_001358200.1	XP_014319869.1
OG0008382	XP_016859039.1, NP_001257978.2	XP_023618285.1
OG0008383	NP_002971.2, XP_047301355.1	XP_023618268.1
OG0008384	NP_001334989.1, NP_001334988.1, NP_001008540.1, NP_003458.1	XP_006100495.1
OG0008385	XP_047301891.1, NP_001303278.1	XP_006101528.3
OG0008386	NP_008826.1	XP_006106054.1
OG0008387	XP_047301065.1, NP_060930.3	XP_006086937.1
OG0008388	NP_056445.3, XP_011509243.1	XP_006086923.1
OG0008389	NP_689735.1, NP_001358901.1	XP_006091331.1
OG0008390	NP_689880.1	XP_006098023.1
OG0008391	NP_001335270.1	XP_006085362.1
OG0008392	NP_036241.1	XP_023619764.1
OG0008393	XP_005259715.1	XP_006098024.1, XP_014321934.1
OG0008394	NP_653217.1	XP_014322003.1
OG0008395	NP_872434.2, XP_016861810.1	XP_023599503.1
OG0008396	XP_024309299.1, NP_004517.2	XP_006091355.1
OG0008397	NP_079199.2	XP_023607146.1
OG0008398	NP_004616.2, XP_011532393.1	XP_023607148.1
OG0008399	NP_055278.1	XP_006083849.1
OG0008400	XP_011532360.1	XP_006083858.1
OG0008401	NP_001561.3	XP_023605196.1
OG0008402	NP_703191.2, XP_016862815.1	XP_014306824.1
OG0008403	NP_001185709.1, NP_005709.1	XP_014306836.1
OG0008404	XP_011531926.1, NP_877437.2	XP_023602172.1
OG0008405	NP_000555.2, XP_011531979.1	XP_006100559.1
OG0008406	NP_060600.2	XP_006103900.2
OG0008407	NP_001239145.1, NP_998774.2, XP_016861875.1	XP_006093819.1
OG0008408	NP_001171070.1, XP_016862909.1	XP_014315517.2
OG0008409	XP_005264828.1	XP_023609804.1
OG0008410	NP_001305710.1, NP_891550.1	XP_023609816.1
OG0008411	NP_653243.1, XP_016861220.1	XP_006089101.1
OG0008412	XP_016862450.1, NP_002832.3	XP_023609830.1
OG0008413	NP_000916.2, NP_001302465.1	XP_014322368.1
OG0008414	NP_001157789.1	XP_006101562.3
OG0008415	NP_689891.1, XP_006713082.1	XP_006090936.1
OG0008416	NP_036228.1, XP_011531885.1	XP_006090930.1
OG0008417	NP_056391.1, XP_047303897.1	XP_006090921.1
OG0008418	NP_940965.1	XP_006090911.1
OG0008419	XP_005265030.1, NP_055951.2	XP_023611412.1
OG0008420	XP_011532451.1	XP_014313126.1
OG0008421	NP_001116342.1, NP_653242.3, XP_005264936.1	XP_006106219.1
OG0008422	NP_079498.2, XP_011532438.1	XP_023602736.1
OG0008423	NP_056327.4, XP_016861618.1	XP_023611512.1
OG0008424	NP_001291373.1, NP_000679.1	XP_006108969.1, XP_014303919.1
OG0008425	NP_004938.1, XP_005264971.1	XP_023601762.1
OG0008426	NP_004177.3, XP_005265438.1	XP_006109499.2
OG0008427	NP_005769.1, XP_006712980.1	XP_023603010.1
OG0008429	NP_003354.2, NP_955475.1	XP_006107031.1
OG0008430	NP_001128669.1, NP_835467.2, XP_011531972.1	XP_023603522.1
OG0008431	NP_940964.1	XP_023603523.1
OG0008432	XP_005264880.1	XP_023602716.1
OG0008434	NP_001193874.1, NP_001193872.1	XP_023601237.1
OG0008435	NP_004584.1	XP_023606350.1
OG0008436	NP_055055.1, XP_011532509.1	XP_006097186.1
OG0008437	NP_065747.1	XP_006100680.1
OG0008438	XP_016882594.1	XP_023619772.1
OG0008439	NP_005526.1, XP_011526268.1	XP_023619761.1
OG0008440	NP_219485.1, NP_001011699.1	XP_006099725.1
OG0008441	NP_659483.2	XP_023619099.1
OG0008442	NP_001123996.1	XP_023619057.1
OG0008443	XP_005259981.1, NP_000426.2	XP_023619072.1
OG0008444	XP_011526163.1, NP_036246.1	XP_006099690.1
OG0008445	NP_000946.2	XP_023619720.1
OG0008446	XP_016881964.1, NP_001008701.1	XP_023619728.1
OG0008447	NP_001298126.1, NP_543140.1	XP_006100383.1, XP_014321238.1
OG0008448	XP_011526610.1, NP_001357024.2	XP_023619716.1
OG0008449	NP_001026897.1	XP_006100374.1
OG0008450	NP_001129507.1	XP_023601900.1
OG0008451	NP_005800.3	XP_006105090.1
OG0008452	NP_000518.1, XP_011526312.1	XP_023602604.1
OG0008453	NP_112486.1	XP_006105797.1
OG0008454	XP_006722694.1	XP_023602445.1
OG0008455	NP_057040.2, NP_666499.1, NP_666500.1, NP_001398078.1	XP_014301934.1
OG0008456	NP_060851.2	XP_006104131.1
OG0008457	XP_011526344.1, NP_056534.2	XP_014301938.1
OG0008458	XP_011526370.1, NP_006212.1	XP_006104133.1
OG0008459	NP_001164626.1	XP_006107696.1
OG0008461	NP_003074.1	XP_014304803.1, XP_006101943.1
OG0008462	NP_001406710.1	XP_014322773.2
OG0008463	NP_647475.1, NP_001034756.1, XP_005272541.1	XP_014302714.2
OG0008464	NP_077008.2, XP_011526576.1	XP_006101175.1
OG0008465	NP_002087.2, XP_047294666.1	XP_014321974.1
OG0008466	NP_775908.2	XP_006101174.1
OG0008467	NP_602309.1, XP_047295152.1, NP_000626.2	XP_006101167.2
OG0008468	NP_689997.3, XP_011526187.1	XP_023620414.1
OG0008469	NP_001295169.1, NP_991330.1	XP_006101152.1
OG0008470	NP_005808.3	XP_006104893.1
OG0008471	NP_005746.2	XP_023602587.1
OG0008472	XP_047294567.1	XP_006109537.1, XP_014303469.1
OG0008473	NP_004877.1, XP_006723013.1	XP_006105998.1
OG0008474	XP_016882352.1	XP_006105988.1
OG0008475	NP_778148.2, NP_001274458.1, XP_047294126.1	XP_006105991.1
OG0008476	NP_001231931.1	XP_023620444.1
OG0008477	NP_694533.1, XP_011526440.2	XP_006101214.1
OG0008478	NP_001248755.1	XP_014305109.1
OG0008479	NP_612431.2	XP_014322024.2
OG0008480	XP_011526446.1, NP_065746.3	XP_014322027.1
OG0008481	NP_620168.1	XP_023620450.1, XP_023608619.1, XP_023605140.1
OG0008482	XP_005259622.1	XP_023599046.1
OG0008483	XP_047294907.1, NP_001394734.1	XP_006101869.1
OG0008484	NP_808211.1	XP_014304738.1
OG0008485	NP_001264198.1, NP_001278992.1	XP_023613928.1
OG0008486	XP_011543569.1, NP_079374.2	XP_023599981.1
OG0008487	XP_011541325.1, NP_115803.1	XP_006098147.1
OG0008488	NP_057240.3	XP_014319238.1
OG0008489	NP_001354878.1, XP_016872667.1	XP_006092819.1
OG0008490	NP_001034707.1, XP_006718705.1	XP_014314782.1
OG0008491	NP_536739.1, NP_036428.1, XP_024304550.1	XP_023611694.1
OG0008492	NP_078954.4, XP_011543555.1	XP_006091131.1
OG0008493	NP_003242.1	XP_023611680.1, XP_023611681.1, XP_006091128.1
OG0008494	NP_001190189.1, NP_004540.1	XP_023611693.1
OG0008495	NP_056239.3, NP_001291319.1	XP_006100507.1
OG0008496	NP_001273506.1	XP_014306265.1, XP_014321375.1
OG0008497	XP_047282758.1, NP_001275677.1	XP_023619813.1
OG0008498	NP_001258522.1, NP_057231.1, XP_047283072.1	XP_006100514.1
OG0008499	NP_055639.2, XP_011543711.1	XP_006094540.1
OG0008500	NP_001035207.1	XP_023614525.1
OG0008501	NP_065135.2	XP_023614493.1
OG0008502	NP_003728.1	XP_006105628.1
OG0008503	NP_789792.1, XP_011518346.1	XP_006089734.1
OG0008504	NP_003745.1	XP_006089722.1
OG0008505	NP_003311.2	XP_023610336.1
OG0008507	XP_011518702.1	XP_023610280.1
OG0008508	NP_005307.1, XP_006718271.1, NP_001135779.1	XP_006093875.1
OG0008509	NP_848593.2, XP_006718218.1	XP_006108419.2
OG0008510	NP_115953.2	XP_014323717.1
OG0008511	NP_064506.3, XP_011519396.1	XP_023610473.1
OG0008512	NP_078846.2	XP_023602311.1, XP_023604479.1
OG0008513	NP_002258.2, XP_016876050.1	XP_006083612.1
OG0008514	NP_001073141.1	XP_006083597.1
OG0008515	NP_001157683.2	XP_023604953.1
OG0008516	NP_001863.3, XP_016875882.1	XP_006083651.1
OG0008517	NP_001369140.1	XP_014304996.1
OG0008518	NP_057332.1, XP_011533205.1	XP_006083569.1
OG0008519	NP_009118.1, XP_005266302.1	XP_006083557.1
OG0008520	XP_005266414.1, NP_001035519.1	XP_006090591.1
OG0008521	NP_001336584.1	XP_006096427.1
OG0008522	NP_001273675.2	XP_006096423.1
OG0008523	NP_001065243.1	XP_006096424.1, XP_023604829.1
OG0008524	XP_011533527.1, NP_078822.3	XP_006086121.1
OG0008525	NP_004457.1, XP_016875924.1	XP_023610475.1
OG0008526	NP_703157.2	XP_006089892.1, XP_006110022.2
OG0008527	NP_001380285.1	XP_006101522.1
OG0008528	NP_004155.2	XP_023605129.1, XP_023605130.1
OG0008529	NP_777367.1, NP_001182723.1	XP_006096373.1
OG0008530	NP_001238891.1	XP_006090396.2
OG0008531	XP_047296043.1, NP_001035937.1, NP_056415.1	XP_006098010.1
OG0008532	NP_001034859.2	XP_023608707.1
OG0008533	NP_031361.2, NP_031363.2, XP_011532619.1	XP_023619188.1
OG0008534	NP_060356.2	XP_006102389.1, XP_023603500.1
OG0008535	NP_001357229.1, NP_057389.1	XP_006102365.1
OG0008536	NP_001123380.2	XP_006109254.3, XP_023599468.1
OG0008537	NP_005117.3	XP_006087678.1
OG0008538	NP_005668.2	XP_006083739.1
OG0008539	NP_004835.2, XP_016863014.2, NP_001018009.2	XP_023605281.1
OG0008540	NP_004757.1	XP_014306540.1
OG0008541	NP_001124465.1, NP_001124464.1, NP_002890.2, NP_001352869.1	XP_006083819.3
OG0008542	NP_061874.3, XP_011511221.1, NP_001269786.1	XP_014308672.1
OG0008543	XP_011511393.1	XP_023609518.1
OG0008544	NP_004121.2	XP_014311260.1
OG0008545	NP_115759.2	XP_023609521.1
OG0008546	XP_006713727.1, NP_795713.2	XP_006096376.1
OG0008547	XP_011511436.1	XP_006090374.1
OG0008548	NP_001356712.1	XP_006090371.1
OG0008549	NP_001318114.1	XP_023608727.1
OG0008550	NP_079503.1	XP_014312057.1
OG0008551	XP_016883152.1, NP_777557.1	XP_006089628.1
OG0008552	NP_001265557.1	XP_006097590.1
OG0008553	NP_067043.2	XP_014310640.1, XP_006088056.2, XP_014310638.1
OG0008554	NP_001352542.1	XP_023608979.1
OG0008555	XP_006723709.1, NP_079505.1	XP_006088028.1
OG0008556	XP_011527581.1, NP_001336874.1, NP_060797.2	XP_006088024.1
OG0008557	NP_056007.1	XP_006106853.2, XP_006088051.3
OG0008558	NP_002583.1, NP_872590.1	XP_006096495.1
OG0008559	NP_068659.1	XP_023616068.1
OG0008560	XP_011527583.1	XP_023610087.1
OG0008561	NP_057069.1, XP_011527541.1	XP_023610253.1
OG0008562	NP_848561.2	XP_006089632.1
OG0008563	NP_005084.1, NP_001034798.1, NP_001028171.1	XP_006089472.1
OG0008564	XP_047295917.1, NP_005216.1	XP_014312053.1
OG0008565	NP_899634.1, NP_009169.3	XP_006089475.1
OG0008566	XP_047296292.1, NP_065935.4	XP_014311974.1
OG0008567	NP_066923.3, NP_001185918.1	XP_023610201.1
OG0008569	XP_016883588.1, NP_115597.3	XP_023606653.1
OG0008570	NP_001073941.1	XP_023612025.1, XP_006091486.1
OG0008571	NP_001192246.1	XP_023612035.1
OG0008572	XP_016883602.1, NP_001380459.1	XP_023611988.1
OG0008573	XP_011527279.1, NP_002990.2	XP_006091468.1
OG0008574	XP_024307591.1	XP_006091455.1, XP_023611980.1
OG0008575	XP_047296319.1, NP_071378.1	XP_023611965.1
OG0008576	NP_067071.1, XP_011527296.1	XP_006091416.1
OG0008577	NP_001167558.1, NP_006525.2, NP_001167559.1, NP_858045.1	XP_006091386.1
OG0008578	NP_001272807.1, NP_005185.2	XP_006098034.1
OG0008579	NP_543011.2	XP_023615187.1
OG0008581	NP_057491.2, NP_001269965.1	XP_006095475.1
OG0008582	XP_047296144.1	XP_006103802.1
OG0008584	NP_055073.2, XP_011526789.1	XP_023600893.1
OG0008585	XP_047296385.1, NP_003176.2	XP_023601334.1
OG0008586	NP_009163.2, XP_005260323.1	XP_014302122.2
OG0008587	NP_071365.4	XP_006106723.2
OG0008589	NP_060585.2	XP_023600584.1
OG0008590	NP_006219.1, XP_005273589.1	XP_023609315.1
OG0008591	NP_001076580.1, NP_000816.4	XP_014316556.1
OG0008592	NP_006466.2, XP_016875844.1	XP_014308453.1
OG0008593	NP_001273433.1	XP_023606892.1
OG0008594	XP_047286350.1, NP_009037.1	XP_006085521.1
OG0008595	NP_071904.4	XP_014306637.1, XP_023606947.1
OG0008596	XP_011533454.1	XP_023606933.1
OG0008597	NP_001308047.1, NP_115733.2, NP_001308048.2	XP_023607061.1
OG0008598	NP_065921.2	XP_006081946.1
OG0008599	XP_047272151.1, NP_006520.2, NP_001036008.1	XP_014312276.1
OG0008600	NP_001274679.1	XP_014312286.1
OG0008601	XP_011542126.1	XP_023608841.1
OG0008602	NP_758954.1	XP_014312489.1
OG0008603	XP_011542825.1, NP_001010906.1	XP_023608866.1
OG0008604	NP_073150.2	XP_006095078.1
OG0008605	NP_060104.2, XP_047277867.1	XP_023614872.1
OG0008606	NP_079216.4	XP_006109064.3, XP_023614878.1
OG0008607	NP_002309.1	XP_014321672.1
OG0008608	NP_001153508.1	XP_006100802.2
OG0008609	NP_001350162.1, NP_659399.2, XP_016868592.1	XP_023620101.1
OG0008610	XP_005273732.1, NP_003858.1	XP_023600049.1
OG0008611	NP_055839.3, NP_001349731.1	XP_023600047.1
OG0008612	NP_000228.1	XP_014321340.1
OG0008613	XP_016859543.1, NP_001073973.3	XP_006082773.1
OG0008614	NP_057594.5	XP_006082778.1
OG0008615	NP_940984.3	XP_023603169.1
OG0008616	XP_011509246.1	XP_006106786.1, XP_014304054.2
OG0008617	NP_001397916.1, NP_001308948.1	XP_006083051.1
OG0008618	NP_075573.3, NP_075571.2	XP_014322480.1
OG0008619	NP_000021.1	XP_006083060.1
OG0008620	NP_002703.1	XP_023599818.1
OG0008621	NP_003406.1, NP_001159353.1, NP_001159354.1, NP_001159359.1, NP_694422.2, NP_001159357.1, NP_001159358.1, NP_001159356.2, NP_001159355.1	XP_023602799.1
OG0008622	NP_056209.2	XP_014303694.1
OG0008623	NP_001120844.1, NP_001276901.1, XP_005266242.1, NP_001276900.1, NP_003419.3	XP_006106245.2
OG0008624	NP_056224.3	XP_014305023.1
OG0008625	NP_001308374.1	XP_014306032.1
OG0008626	NP_001161328.1	XP_023618972.1
OG0008627	NP_958843.2, XP_006719706.1	XP_014301677.1
OG0008628	XP_006719769.1, NP_055523.1	XP_006103883.1
OG0008629	NP_060082.2	XP_006103887.1
OG0008630	NP_001350614.1, NP_776254.3	XP_023601849.1
OG0008631	XP_006719669.1, NP_079229.2	XP_006099104.1
OG0008632	NP_056150.1, XP_016874579.1	XP_023617765.1
OG0008633	NP_919262.2	XP_023616184.1
OG0008634	NP_004364.2	XP_006096607.1, XP_014312293.2
OG0008635	NP_057002.2, NP_937845.1, XP_011536743.1	XP_006096599.1
OG0008636	XP_011536227.1	XP_023616163.1
OG0008638	XP_011528760.1	XP_023599217.1
OG0008639	NP_114434.3, XP_011528731.1	XP_023618700.1
OG0008640	NP_001397757.1, XP_011528170.1	XP_023618738.1
OG0008641	NP_003625.2	XP_014304428.1
OG0008642	NP_056530.2, XP_011528506.1	XP_006104936.2
OG0008643	NP_001229825.1	XP_023600776.1, XP_023604933.1, XP_006105615.1
OG0008645	NP_057411.1, XP_047297360.1	XP_006108269.2
OG0008646	NP_001007469.1, NP_003064.2, NP_001349806.1	XP_006099560.1
OG0008647	NP_001171481.1, NP_001356220.1	XP_006099604.1
OG0008648	NP_001243463.1, NP_001274316.1	XP_014320523.1
OG0008649	NP_001317211.1	XP_006099589.1
OG0008650	NP_477352.3	XP_006099580.1, XP_006109020.2
OG0008651	XP_006724222.1	XP_014320541.1
OG0008652	XP_006718141.1, NP_004888.2	XP_006096698.2
OG0008653	NP_065850.1, XP_006717993.1	XP_006096685.1
OG0008654	XP_011544426.1, NP_114096.1, NP_001156551.1	XP_006110097.2
OG0008655	XP_024304998.1, NP_116223.3, NP_001013642.2	XP_006086799.1
OG0008656	NP_056056.2	XP_023607071.1
OG0008657	NP_055154.3	XP_014308509.1
OG0008658	NP_829883.1, NP_001288177.1, NP_829884.1	XP_023612483.1
OG0008659	NP_001333020.1, NP_001056.1	XP_006084200.1
OG0008660	NP_001257916.1, NP_001401232.1	XP_014307091.1
OG0008661	NP_055173.1	XP_014307125.1
OG0008662	NP_060886.1, XP_011519062.1	XP_006084268.1
OG0008663	NP_001123470.1	XP_014306774.2, XP_014307250.1
OG0008664	NP_065904.1	XP_006084324.1
OG0008665	NP_689534.1	XP_023605834.1
OG0008665	NP_001287713.1	XP_006109043.1
OG0008666	NP_109592.1, NP_002839.1	XP_023605603.1, XP_006108267.2
OG0008667	XP_016875665.1	XP_023605583.1
OG0008668	NP_006381.2	XP_023608080.1
OG0008669	NP_001394084.1, NP_004563.2, NP_001005242.2	XP_023608039.1
OG0008670	XP_016874923.1	XP_014309485.1
OG0008671	XP_005269287.3, NP_004710.2	XP_014313643.1
OG0008672	NP_061849.2	XP_014313658.1
OG0008673	NP_689533.2	XP_006091553.1
OG0008674	NP_001397905.1	XP_006091581.1
OG0008675	NP_115506.1, XP_006719688.1	XP_014313628.2
OG0008676	NP_001643.2	XP_006091602.1
OG0008677	NP_872365.2	XP_006091647.1
OG0008678	NP_001317351.1	XP_023615464.1
OG0008679	NP_056480.1	XP_014317264.1
OG0008680	NP_612482.2, NP_003100.1	XP_006095799.1
OG0008681	NP_001353484.1	XP_006095827.1
OG0008682	XP_011536903.1	XP_006095836.1
OG0008683	NP_005328.2	XP_006095874.1
OG0008684	XP_024304738.1, NP_002196.4	XP_006095872.3
OG0008685	NP_954582.1	XP_006109799.2
OG0008686	NP_004239.2	XP_023620490.1
OG0008687	NP_001381460.1	XP_006109006.2, XP_023617057.1
OG0008688	NP_000115.1	XP_023617064.1
OG0008689	NP_001269795.1, XP_011537794.1, NP_001388575.1, NP_001388574.1	XP_006097605.1
OG0008690	XP_011538573.1, NP_001244030.1, NP_115749.2, NP_001243478.1	XP_023610687.1
OG0008691	NP_079511.1, XP_011538515.1	XP_006090091.1
OG0008692	XP_011538628.1, NP_003963.1	XP_023610605.1
OG0008693	XP_005269750.1, NP_579899.1, NP_038479.1	XP_006090083.1
OG0008694	NP_689522.2, XP_011537550.1	XP_023610599.1
OG0008695	NP_001025062.1	XP_006090042.1
OG0008696	NP_116098.2, XP_047281837.1	XP_006090014.1
OG0008697	NP_776170.2	XP_006101782.3
OG0008698	XP_047280470.1, NP_036347.1, NP_001135906.1	XP_006095932.1
OG0008699	NP_008924.1	XP_006095923.1, XP_014317351.1
OG0008700	XP_024303683.2	XP_006095936.1
OG0008701	XP_016871749.1, NP_004302.1	XP_023615614.1
OG0008702	NP_060119.3	XP_006095965.1
OG0008703	NP_000485.3	XP_014317401.1
OG0008704	NP_079421.5	XP_014317404.1, XP_014306754.2
OG0008705	NP_001127835.2, XP_016871592.1	XP_023609109.1
OG0008706	XP_016871695.1, NP_940917.1	XP_006088217.1
OG0008707	XP_006717898.1, NP_001229628.1	XP_023609114.1
OG0008708	NP_005299.1	XP_023620492.1
OG0008709	NP_001005339.1, NP_002916.1	XP_006101273.1, XP_006099064.1
OG0008710	XP_011537541.1, NP_001305118.1, NP_653188.2	XP_023604474.1
OG0008711	NP_937791.2, XP_005269585.1	XP_023604807.1
OG0008712	XP_016871998.1	XP_023604964.1
OG0008713	XP_006717970.1, NP_060050.2	XP_006104042.2
OG0008714	XP_016872195.1	XP_023604107.1
OG0008715	NP_001077378.1	XP_006099043.1
OG0008716	XP_047280379.1, NP_001100.3	XP_014320041.1
OG0008717	NP_065574.4	XP_023617082.1
OG0008718	NP_149353.1, NP_001193318.1	XP_014317314.2
OG0008719	XP_016869592.1	XP_006108485.3, XP_014309201.1
OG0008720	XP_047277179.1	XP_006085335.1, XP_006109056.1
OG0008721	NP_054894.1	XP_006085338.1
OG0008722	NP_001129162.1	XP_006085356.1
OG0008723	NP_000771.2	XP_023606752.1, XP_023606753.1, XP_023606754.1
OG0008724	XP_011515842.1, NP_002594.1, NP_001229247.1	XP_014312971.1
OG0008725	NP_908973.1	XP_023611268.1
OG0008726	NP_056179.4, XP_047277618.1	XP_006086408.1
OG0008727	NP_113649.1	XP_006086403.1
OG0008728	NP_001264074.1	XP_006086343.1
OG0008729	NP_001354712.1	XP_023599332.1, XP_006109034.1
OG0008730	XP_016869409.1	XP_023601925.1
OG0008731	NP_001317504.1, NP_001350.1	XP_006103605.1
OG0008732	NP_001135773.1, NP_714915.3	XP_006105954.1
OG0008733	NP_060334.2	XP_006102250.1
OG0008734	NP_477097.1, XP_016869447.1	XP_006102248.1
OG0008735	NP_057218.1	XP_014301431.1
OG0008736	XP_006720477.1, NP_787077.1	XP_006087968.1
OG0008737	NP_055064.1, NP_057430.1	XP_014310567.2
OG0008738	NP_065104.1, XP_011520120.1	XP_014310253.2
OG0008739	NP_055506.1	XP_006087554.1
OG0008740	XP_016877803.1	XP_023613379.1
OG0008741	NP_277045.1	XP_006093077.2
OG0008742	XP_011520145.1	XP_014314929.1
