Orthogroup	Echinops_telfairi	Myotis_lucifugus
OG0005478	XP_045149257.1	XP_014323558.1
OG0005479	XP_004716226.1	XP_023599839.1
OG0005480	XP_004716227.1, XP_045149443.1	XP_006102834.2
OG0005481	XP_045145589.1, XP_004712961.1	XP_006105567.1
OG0005482	XP_004712989.2	XP_023599709.1
OG0005483	XP_012862763.1	XP_006102661.1
OG0005484	XP_012861747.1, XP_045149224.1, XP_045149225.1	XP_023599631.1
OG0005485	XP_045149430.1	XP_023602422.1, XP_014303274.1
OG0005486	XP_045146203.1	XP_006105818.1
OG0005487	XP_004699436.1	XP_014312216.1
OG0005488	XP_004699439.1	XP_014312208.1
OG0005489	XP_045147658.1	XP_014306400.2, XP_023615752.1
OG0005490	XP_004699452.2	XP_006100089.1, XP_023619417.1
OG0005494	XP_045155153.1	XP_014306014.1
OG0005495	XP_030743802.1	XP_023601809.1
OG0005496	XP_004704554.1	XP_014303666.2
OG0005497	XP_004704784.1	XP_006106227.1
OG0005498	XP_004704560.1	XP_023616844.1
OG0005499	XP_004704824.1	XP_023608337.1
OG0005500	XP_045149703.1, XP_004704631.1, XP_045149704.1	XP_023611792.1
OG0005501	XP_030742459.1	XP_014313430.1
OG0005502	XP_045149593.1	XP_006091207.1, XP_014306590.1
OG0005503	XP_045149849.1	XP_023618899.1
OG0005504	XP_004704681.1	XP_006099438.1
OG0005505	XP_045149843.1	XP_006099436.1
OG0005506	XP_045140862.1	XP_014303033.1
OG0005507	XP_004705871.1	XP_023611074.1
OG0005508	XP_045148100.1	XP_006086201.1
OG0005509	XP_045144053.1	XP_006103154.1
OG0005510	XP_045139604.1	XP_023600689.1
OG0005511	XP_004706052.1	XP_006088305.1
OG0005512	XP_004706050.2	XP_006088306.1
OG0005513	XP_045140605.1	XP_023609247.1
OG0005514	XP_045139519.1	XP_014308138.1
OG0005515	XP_004705646.2	XP_006081093.1
OG0005517	XP_045140743.1	XP_023602645.1
OG0005518	XP_045141518.1	XP_014301404.1
OG0005519	XP_045141271.1	XP_006103413.1
OG0005520	XP_004705781.2	XP_006085929.1
OG0005521	XP_045142034.1	XP_023620601.1
OG0005522	XP_004706137.2	XP_023600150.1
OG0005523	XP_004706139.2, XP_045141890.1, XP_045141889.1	XP_006103115.1
OG0005524	XP_045141943.1	XP_006101726.1, XP_006109370.1
OG0005525	XP_045141944.1	XP_023620878.1
OG0005526	XP_045142061.1	XP_006096412.1
OG0005527	XP_004706297.1	XP_006090443.1
OG0005528	XP_004706292.1	XP_006090448.1
OG0005529	XP_004706289.1	XP_006090457.1
OG0005530	XP_012860956.1	XP_023603368.1
OG0005531	XP_004705832.3	XP_006103719.1
OG0005532	XP_004705829.1	XP_006103731.1
OG0005533	XP_004699263.1	XP_014314507.1
OG0005534	XP_045147947.1	XP_023612851.1
OG0005535	XP_004699265.1	XP_014314424.2
OG0005536	XP_004699624.1	XP_023601216.1, XP_006108316.2
OG0005537	XP_004699300.1	XP_023604853.1
OG0005538	XP_004699372.1	XP_014309025.1
OG0005539	XP_004699913.1	XP_023610573.1
OG0005540	XP_004699874.1	XP_006106397.1
OG0005541	XP_030743667.2	XP_006106391.1
OG0005542	XP_012859392.1	XP_023614766.1
OG0005543	XP_004699907.1	XP_023614687.1
OG0005544	XP_004699925.2	XP_023610552.1
OG0005545	XP_004700198.1, XP_045154028.1	XP_014312336.2
OG0005546	XP_045153894.1	XP_006089018.1
OG0005547	XP_045153909.1	XP_014311520.1
OG0005548	XP_004706781.1	XP_006088981.1
OG0005549	XP_004706789.1	XP_014311491.2
OG0005551	XP_004706799.1	XP_023617418.1, XP_023614897.1
OG0005552	XP_045153893.1	XP_006099667.1
OG0005555	XP_045154091.1	XP_014305500.1, XP_014301986.1
OG0005556	XP_045154423.1	XP_023617338.1
OG0005557	XP_045154267.1	XP_006097890.1
OG0005558	XP_045154437.1	XP_023617365.1
OG0005559	XP_004714710.1	XP_023617301.1
OG0005560	XP_045154285.1	XP_023614935.1
OG0005561	XP_004714705.1	XP_023615003.1
OG0005562	XP_004714698.1	XP_006095165.1
OG0005563	XP_004714684.1	XP_006095205.1
OG0005564	XP_004717766.1	XP_006095366.1, XP_023615040.1
OG0005565	XP_045152247.1	XP_014313786.1
OG0005566	XP_045152240.1	XP_023599336.1
OG0005567	XP_045152064.1	XP_023609989.1
OG0005568	XP_004714123.1	XP_014311796.1
OG0005569	XP_004698818.1	XP_006103152.1
OG0005570	XP_004698977.1	XP_006102287.1
OG0005571	XP_045143587.1	XP_006085917.1
OG0005572	XP_045143582.1	XP_023607239.1
OG0005573	XP_045143692.1	XP_023616544.1
OG0005574	XP_045143569.1	XP_023616503.1
OG0005575	XP_012859101.1	XP_006097046.1
OG0005576	XP_004698679.1	XP_006099650.1
OG0005577	XP_045143555.1	XP_023611624.1
OG0005579	XP_045143932.1, XP_004698760.2	XP_023617136.1
OG0005580	XP_004699084.2	XP_006097702.1
OG0005581	XP_004698762.1	XP_006097694.1
OG0005582	XP_004698772.1	XP_023617948.1
OG0005583	XP_045144104.1	XP_023608253.1
OG0005584	XP_004698795.1	XP_006087021.1, XP_023619379.1
OG0005585	XP_030740844.1	XP_014309741.1
OG0005586	XP_045143880.1	XP_023608277.1, XP_023608279.1, XP_014309755.1, XP_023608278.1
OG0005587	XP_004698860.2	XP_006107360.1
OG0005589	XP_004698886.1	XP_006108530.1, XP_006084110.1, XP_014308701.1, XP_006103071.1
OG0005592	XP_004709146.2	XP_006106693.1
OG0005593	XP_004709263.1	XP_006108700.2
OG0005594	XP_004709148.1	XP_006108602.2
OG0005595	XP_004709274.1	XP_023604834.1
OG0005597	XP_004709322.1	XP_023605094.1
OG0005599	XP_012861729.1	XP_014301310.1
OG0005601	XP_045155291.1	XP_006103483.1
OG0005602	XP_045155354.1	XP_014305044.1
OG0005603	XP_045155423.1	XP_006094992.1
OG0005604	XP_045155659.1, XP_004707580.1, XP_045155660.1	XP_023602065.1
OG0005605	XP_012861267.1	XP_006106151.1
OG0005606	XP_004707195.2	XP_023620165.1
OG0005607	XP_004707501.1	XP_023620107.1
OG0005608	XP_004707088.1	XP_006109133.2, XP_023615373.1
OG0005609	XP_012861214.2	XP_023615361.1, XP_023615360.1
OG0005610	XP_012859265.2, XP_045155695.1	XP_006095690.1
OG0005611	XP_012861212.1	XP_006092275.1
OG0005612	XP_004707030.1	XP_023599169.1
OG0005613	XP_045155566.1	XP_006101982.1
OG0005614	XP_004707398.2	XP_006107707.3, XP_014322921.1
OG0005615	XP_045155906.1	XP_006095606.1
OG0005616	XP_004707378.2	XP_023615261.1
OG0005617	XP_045155633.1, XP_045155632.1	XP_023603859.1
OG0005618	XP_004716219.2	XP_014302821.1
OG0005619	XP_004716216.1	XP_006105199.1, XP_023602006.1
OG0005620	XP_045149271.1	XP_023603471.1
OG0005623	XP_004714575.2	XP_006109428.3
OG0005625	XP_012863836.1, XP_045145298.1	XP_014318230.1
OG0005627	XP_045145291.1	XP_006109137.2
OG0005628	XP_045144437.1	XP_023601453.1
OG0005629	XP_004713382.2	XP_006105869.1
OG0005630	XP_045144440.1	XP_014302531.1
OG0005631	XP_004713326.1	XP_023600220.1
OG0005632	XP_004713334.1, XP_045144530.1	XP_006109286.2, XP_006103194.1
OG0005633	XP_045144519.1	XP_006103192.1
OG0005634	XP_004713349.1	XP_014322952.1
OG0005635	XP_004713364.1	XP_006096294.1
OG0005636	XP_004716528.1	XP_006096347.1
OG0005637	XP_004700631.2	XP_006093760.2
OG0005638	XP_012863627.1, XP_004700891.2	XP_006093735.1
OG0005639	XP_004700607.2	XP_023613781.1
OG0005640	XP_004700587.1	XP_006093656.1
OG0005641	XP_004700570.1	XP_006093621.1
OG0005642	XP_045144942.1	XP_023613772.1
OG0005643	XP_004700512.1	XP_006095539.1
OG0005644	XP_004700697.1	XP_006104604.1
OG0005645	XP_030741110.1	XP_006106288.1
OG0005646	XP_004700754.2	XP_006107645.2
OG0005649	XP_045148826.1	XP_006098594.1
OG0005650	XP_045146949.1	XP_023618026.1
OG0005651	XP_004700322.1	XP_006098615.1
OG0005653	XP_045147087.1	XP_014314640.1
OG0005654	XP_045139756.1	XP_014323485.2
OG0005655	XP_004699819.1	XP_006083461.1
OG0005656	XP_045150017.1	XP_006106832.1
OG0005657	XP_004696903.1	XP_023604180.1
OG0005658	XP_045140360.1	XP_023599644.1
OG0005659	XP_030744765.1	XP_014317552.1
OG0005660	XP_012859951.1	XP_006081141.2
OG0005661	XP_030741242.1	XP_023618245.1
OG0005662	XP_045145312.1	XP_023618240.1
OG0005663	XP_004711049.1	XP_023616152.1
OG0005664	XP_045152502.1	XP_023611698.1
OG0005665	XP_004712647.1	XP_006091170.1
OG0005666	XP_012862644.1	XP_006098842.3
OG0005667	XP_045148964.1	XP_023603130.1
OG0005668	XP_045150806.1	XP_023619906.1
OG0005669	XP_004696304.2	XP_023612270.1
OG0005670	XP_004702060.1	XP_023601104.1
OG0005671	XP_004711837.1	XP_006110114.1
OG0005672	XP_045148525.1	XP_014302383.1
OG0005673	XP_004711864.1	XP_014306054.1
OG0005674	XP_045148857.1, XP_012862463.1, XP_045148858.1	XP_006104429.1
OG0005675	XP_004711808.1	XP_014305160.1
OG0005676	XP_030742757.2	XP_014304392.1
OG0005677	XP_045150795.1	XP_023599256.1, XP_023619967.1, XP_006110035.1
OG0005678	XP_004710899.1	XP_023600665.1
OG0005679	XP_004710820.2	XP_006105305.1
OG0005680	XP_030742773.2	XP_006105303.2
OG0005681	XP_045150702.1	XP_006109117.3, XP_023619897.1
OG0005683	XP_004710864.1	XP_023619105.1
OG0005684	XP_004696393.1	XP_023611347.1
OG0005685	XP_045150778.1, XP_045150779.1	XP_006090796.1
OG0005686	XP_004696341.1	XP_023610964.1
OG0005687	XP_045150583.1	XP_023605051.1, XP_006106117.1, XP_006108568.2
OG0005688	XP_004696581.1	XP_023615109.1, XP_023602672.1
OG0005689	XP_045150570.1	XP_023620894.1
OG0005690	XP_004697520.1	XP_006104212.1
OG0005691	XP_004697758.1	XP_023619381.1
OG0005692	XP_004697517.1	XP_006100048.1
OG0005693	XP_012862136.1	XP_014315192.1
OG0005694	XP_045142320.1	XP_006086789.1
OG0005695	XP_004697729.1	XP_014308214.2
OG0005696	XP_004697728.2	XP_023606699.1
OG0005697	XP_045142873.1	XP_023619671.1
OG0005698	XP_004697693.1	XP_006108763.1
OG0005700	XP_045140151.1	XP_023609431.1
OG0005701	XP_004706374.1	XP_014322122.1
OG0005702	XP_045140148.1	XP_023620578.1
OG0005703	XP_004706342.1	XP_006094036.1
OG0005704	XP_004707858.1	XP_006088445.1
OG0005705	XP_045144868.1	XP_023611111.1
OG0005707	XP_012860097.1	XP_014308648.1, XP_023606516.1
OG0005708	XP_045144709.1	XP_006088848.1
OG0005709	XP_004702801.1	XP_023609597.1
OG0005710	XP_045144787.1	XP_006096289.2
OG0005712	XP_004699735.1	XP_006087331.1
OG0005713	XP_004698516.1	XP_006087575.1
OG0005714	XP_004705012.1	XP_023618529.1, XP_006099200.1
OG0005715	XP_004705024.2	XP_023614277.1
OG0005716	XP_004705028.2	XP_023614269.1
OG0005717	XP_004704758.1	XP_006108416.2
OG0005718	XP_045147693.1	XP_006087441.1
OG0005719	XP_004711283.1	XP_006087365.1
OG0005720	XP_004699505.1	XP_023608522.1, XP_006087342.1
OG0005721	XP_004699745.1	XP_023617710.1
OG0005722	XP_004698502.1	XP_023608599.1
OG0005723	XP_004698513.1	XP_006087453.1
OG0005724	XP_004700494.2	XP_006084006.1
OG0005725	XP_045145175.1	XP_006084021.1
OG0005726	XP_045149264.1	XP_023605496.1
OG0005727	XP_012863521.1	XP_014307047.1
OG0005728	XP_030741973.1	XP_014307031.1
OG0005729	XP_004700414.2	XP_006084149.1
OG0005730	XP_045147126.1	XP_023605192.1, XP_023605585.1
OG0005731	XP_004708782.1	XP_014311640.1
OG0005732	XP_004708840.2	XP_006081901.1
OG0005734	XP_004708995.1	XP_006091126.1
OG0005736	XP_030741127.1	XP_023620586.1, XP_014306562.1
OG0005737	XP_004707883.1	XP_014310919.1
OG0005738	XP_045142242.1	XP_023603340.1
OG0005739	XP_045145730.1	XP_023620308.1, XP_006101068.1, XP_014321872.1
OG0005740	XP_004702534.1	XP_006101067.1
OG0005741	XP_045142790.1	XP_006097116.1
OG0005742	XP_012859503.1	XP_023607611.1
OG0005743	XP_012859291.2	XP_006092702.1
OG0005744	XP_004696217.1	XP_006092703.1
OG0005745	XP_045142537.1	XP_023612950.1
OG0005746	XP_045142682.1, XP_004696197.1	XP_023612971.1
OG0005747	XP_004707811.1	XP_006106327.1
OG0005748	XP_045150217.1, XP_045150215.1, XP_045150216.1, XP_004709862.1	XP_006106325.2
OG0005749	XP_004696074.1	XP_006102394.1
OG0005750	XP_004696075.1	XP_006102395.1
OG0005751	XP_004696435.2	XP_023599482.1
OG0005753	XP_004711148.1	XP_014320790.1
OG0005754	XP_004711157.1	XP_014316043.1
OG0005756	XP_004707995.2	XP_006103070.1
OG0005757	XP_045142830.1	XP_014318140.1
OG0005758	XP_045153850.1, XP_045152533.1	XP_006096849.1
OG0005759	XP_030740472.1, XP_045142861.1	XP_006106831.2, XP_023603321.1
OG0005760	XP_004714924.1	XP_006097551.1
OG0005761	XP_004714929.1	XP_006097540.1
OG0005762	XP_004714941.2, XP_045152480.1	XP_006097541.1
OG0005763	XP_045151576.1	XP_006095269.1
OG0005764	XP_004716646.1	XP_006095274.1
OG0005765	XP_045142993.1	XP_023614398.1
OG0005766	XP_004713775.1	XP_006102582.1
OG0005767	XP_004713616.1	XP_023620863.1, XP_006101660.1, XP_023620862.1
OG0005768	XP_004702658.1	XP_023606867.1
OG0005769	XP_045144964.1, XP_045144963.1, XP_004702671.1	XP_014308317.1
OG0005770	XP_004702674.1	XP_014308321.1
OG0005771	XP_004702687.1	XP_006088740.1
OG0005772	XP_004717254.3, XP_004718024.2	XP_023604881.1
OG0005773	XP_004708363.1	XP_023617450.1, XP_023614889.1
OG0005774	XP_004715055.1	XP_006109841.2
OG0005775	XP_030743382.2	XP_006091962.1, XP_006091961.1
OG0005776	XP_045153024.1	XP_014313933.1
OG0005777	XP_004708406.1	XP_006092030.1
OG0005778	XP_004708389.1	XP_006092060.1
OG0005779	XP_045146933.1	XP_014313953.2
OG0005780	XP_045153174.1	XP_006108210.2
OG0005783	XP_045153075.1	XP_023617606.1
OG0005784	XP_004713784.1	XP_023599617.1
OG0005785	XP_045153190.1	XP_006102555.1
OG0005786	XP_045153083.1	XP_006102581.1
OG0005788	XP_030743756.2, XP_012859347.1, XP_004718108.1	XP_023604785.1, XP_006106596.1
OG0005789	XP_004713553.1	XP_006105671.1
OG0005791	XP_012861537.2	XP_006092141.1
OG0005792	XP_004708802.1	XP_006081788.1
OG0005793	XP_004712193.1	XP_006081763.1
OG0005794	XP_004716546.1	XP_023602948.1
OG0005795	XP_004716541.1	XP_006106446.1
OG0005797	XP_045154258.1	XP_006101768.1
OG0005798	XP_045143348.1	XP_014319352.1
OG0005799	XP_004703897.1	XP_006086938.1
OG0005800	XP_004703892.1	XP_023608191.1
OG0005802	XP_012863108.1	XP_006107157.1
OG0005803	XP_045153651.1	XP_023603013.1
OG0005804	XP_004702566.1	XP_014319126.1
OG0005805	XP_004702423.1	XP_006085825.1
OG0005806	XP_045146068.1	XP_023605386.1
OG0005807	XP_004702293.1	XP_014306809.1
OG0005808	XP_030741445.1	XP_006083909.1
OG0005809	XP_045145778.1	XP_014306829.1
OG0005810	XP_045145726.1	XP_014306843.1
OG0005811	XP_045145713.1	XP_006083962.1
OG0005812	XP_045145920.1	XP_023602400.1, XP_023599465.1
OG0005813	XP_045146059.1	XP_023609819.1
OG0005814	XP_045145808.1	XP_023611520.1
OG0005815	XP_004715265.1	XP_023611516.1
OG0005816	XP_004715336.1	XP_014313165.1
OG0005817	XP_045153352.1	XP_023611445.1, XP_023611443.1
OG0005818	XP_004715326.1	XP_006090880.1
OG0005820	XP_030743467.1	XP_014303885.2
OG0005821	XP_045153647.1	XP_006106461.1
OG0005823	XP_045153639.1	XP_023601235.1
OG0005824	XP_004705294.1	XP_023619751.1
OG0005826	XP_004697858.1	XP_006100415.1, XP_014321281.1, XP_023619778.1
OG0005827	XP_045151547.1, XP_045147679.1, XP_045154763.1	XP_006099733.1
OG0005828	XP_004715594.1	XP_014320608.1, XP_023619087.1
OG0005829	XP_004715531.1	XP_006099751.1
OG0005830	XP_045145682.1	XP_023619719.1
OG0005831	XP_004715555.1	XP_006105113.1
OG0005832	XP_045145640.1	XP_006105111.1
OG0005833	XP_045155941.1, XP_045145651.1, XP_045145652.1	XP_014302723.1
OG0005834	XP_004715576.1	XP_006105082.1
OG0005835	XP_030743504.1, XP_030741368.1	XP_014302718.1
OG0005836	XP_012863817.1	XP_006105803.2
OG0005837	XP_045146245.1	XP_023601777.1
OG0005838	XP_012863956.1	XP_006105052.2
OG0005839	XP_045156077.1	XP_023605080.1, XP_023602593.1
OG0005840	XP_004714441.1	XP_006101347.1
OG0005841	XP_004717036.1	XP_006101233.1, XP_014322025.1
OG0005842	XP_004717023.1, XP_004717046.1	XP_006101849.1
OG0005843	XP_004717026.1	XP_006101859.1
OG0005844	XP_030744195.2	XP_006101865.1
OG0005845	XP_004703795.1	XP_006083186.2
OG0005846	XP_004711692.1	XP_006094842.1
OG0005847	XP_045153667.1	XP_023614603.1
OG0005848	XP_045149109.1	XP_014314671.2, XP_014314664.1, XP_014314663.1
OG0005849	XP_004708951.1	XP_006092931.2
OG0005850	XP_030742277.1	XP_006109702.1
OG0005851	XP_045149025.1	XP_023619811.1
OG0005852	XP_045149117.1	XP_014321362.1
OG0005853	XP_004708964.1	XP_014316207.1
OG0005854	XP_012861665.1	XP_023614517.1
OG0005855	XP_004717097.1	XP_006094615.1
OG0005856	XP_004717112.1	XP_006094639.1
OG0005857	XP_004716490.1	XP_023604948.1, XP_023610366.1
OG0005858	XP_045146867.1	XP_006089704.1
OG0005859	XP_045143909.1	XP_006093101.1
OG0005860	XP_045146971.1, XP_004708305.1	XP_006091648.1
OG0005861	XP_045145028.1	XP_006083595.1
OG0005862	XP_012863036.1	XP_006083709.1
OG0005863	XP_004707979.1	XP_023604136.1
OG0005864	XP_004708036.1	XP_006083576.1
OG0005865	XP_030740571.2	XP_014317781.1
OG0005866	XP_045143014.1	XP_006086951.1
OG0005867	XP_004704332.1	XP_023619971.1
OG0005868	XP_030744299.1	XP_006101516.1
OG0005869	XP_045139746.1	XP_023608241.1
OG0005870	XP_004704367.1	XP_023599265.1
OG0005871	XP_004704369.2	XP_014322910.1
OG0005872	XP_004704309.1	XP_014312640.1
OG0005873	XP_045149982.1, XP_030742801.2	XP_014321511.2
OG0005874	XP_004708620.1, XP_045150977.1	XP_006109451.1
OG0005875	XP_045150926.1	XP_023619183.1
OG0005876	XP_004708611.1	XP_006102369.1
OG0005877	XP_004708725.1	XP_006102368.1
OG0005878	XP_045150988.1, XP_004708721.1	XP_014323122.1, XP_006109527.1
OG0005879	XP_004704086.1	XP_006087669.1
OG0005880	XP_004704069.1	XP_014306061.1
OG0005881	XP_004712154.1	XP_014306463.1, XP_023605339.1, XP_006083798.1
OG0005882	XP_004712152.1	XP_023605348.1
OG0005883	XP_045151031.1, XP_045151033.1, XP_045151032.1, XP_045151030.1	XP_014311259.2
OG0005884	XP_004708597.1	XP_006096379.1
OG0005885	XP_004704188.1	XP_006090389.1
OG0005887	XP_004704093.2	XP_023608677.1
OG0005888	XP_004703615.1	XP_006097585.1
OG0005889	XP_004698216.1	XP_014310607.1
OG0005890	XP_004697897.1	XP_014317857.1, XP_006108764.2
OG0005891	XP_045151296.1	XP_023616088.1
OG0005892	XP_045151244.1	XP_014317821.1
OG0005893	XP_004698246.3	XP_006107558.1
OG0005894	XP_004697942.1	XP_006107280.1
OG0005895	XP_012860694.1, XP_012859166.1, XP_045151455.1	XP_006089484.1
OG0005896	XP_045151075.1	XP_006089596.1
OG0005897	XP_045151299.1	XP_023606659.1
OG0005898	XP_045151324.1	XP_014313621.1
OG0005899	XP_045151428.1	XP_014313610.1
OG0005901	XP_045151367.1	XP_006098032.1
OG0005902	XP_030742911.2	XP_023617513.1
OG0005903	XP_004698381.1	XP_006098061.1
OG0005904	XP_045152840.1	XP_023615212.1
OG0005905	XP_004716107.1	XP_023600740.1
OG0005906	XP_004716105.1	XP_006104310.1
OG0005907	XP_045151477.1	XP_023616074.1
OG0005908	XP_004711285.1	XP_023604613.1
OG0005910	XP_045149961.1, XP_045149941.1, XP_012863356.2, XP_012863353.3	XP_006110162.1
OG0005911	XP_004707695.1	XP_014313432.1
OG0005912	XP_004707690.1	XP_006081979.1
OG0005913	XP_045142769.1	XP_006081993.1
OG0005914	XP_004707677.1	XP_023611870.1
OG0005915	XP_004707650.1	XP_006100788.1
OG0005916	XP_004701709.2	XP_023617634.1
OG0005917	XP_004701942.1	XP_014322555.1, XP_006083061.1
OG0005918	XP_045149920.1	XP_023607069.1
OG0005920	XP_030743323.1	XP_023618973.1
OG0005921	XP_004709661.1	XP_023604657.1
OG0005922	XP_004709758.2	XP_023618453.1
OG0005923	XP_030743285.1	XP_006106080.1
OG0005924	XP_045152637.1	XP_023604416.1
OG0005925	XP_004709597.1	XP_014319446.1
OG0005926	XP_012862452.1, XP_045152619.1	XP_006098377.1
OG0005927	XP_004709697.2	XP_023617832.1
OG0005928	XP_004709691.1	XP_023617826.1
OG0005929	XP_012863335.1	XP_023618716.1
OG0005930	XP_004715386.1	XP_006099342.1
OG0005932	XP_004716774.1	XP_014302621.1
OG0005933	XP_045145495.1	XP_006105603.1
OG0005934	XP_045145496.1	XP_014303171.1
OG0005935	XP_045150239.1, XP_045145539.1	XP_014306138.2
OG0005938	XP_004716375.1	XP_006099593.1
OG0005939	XP_004716387.1	XP_006099565.1
OG0005940	XP_004717972.3	XP_023615714.1
OG0005941	XP_045151935.1	XP_006084211.1
OG0005942	XP_004708192.1	XP_023605750.1
OG0005943	XP_004708199.1, XP_045151943.1	XP_006084245.1
OG0005944	XP_004708302.1, XP_045151948.1	XP_006084266.1
OG0005947	XP_004717683.1	XP_014307156.1
OG0005948	XP_045149216.1	XP_014307185.1, XP_006084309.1
OG0005949	XP_004716281.1	XP_023605817.1
OG0005950	XP_045143168.1	XP_023612057.1
OG0005951	XP_004711479.1	XP_006091559.1
OG0005952	XP_004716914.1	XP_023615491.1
OG0005953	XP_045152261.1	XP_006095800.2
OG0005954	XP_004716973.1	XP_006095862.1
OG0005955	XP_004716960.1	XP_023620580.1
OG0005956	XP_045151863.1	XP_023607005.1
OG0005957	XP_004716294.1	XP_023617068.1
OG0005958	XP_004701404.2	XP_014312457.1
OG0005959	XP_045147504.1	XP_006090057.1
OG0005960	XP_004701055.1	XP_023610607.1
OG0005962	XP_045147587.1, XP_045147586.1	XP_023618430.1
OG0005963	XP_045147280.1	XP_023609099.1
OG0005964	XP_004697622.1	XP_006085349.1
OG0005965	XP_004697579.1	XP_023607676.1
OG0005966	XP_004697568.1	XP_023607672.1
OG0005967	XP_004697532.3	XP_006105953.1
OG0005968	XP_045143939.1, XP_004712732.1	XP_023608607.1
OG0005969	XP_004712735.1	XP_023608658.1
OG0005970	XP_045143667.1	XP_023608618.1
OG0005971	XP_045144108.1	XP_006093079.1
OG0005972	XP_004709429.1	XP_023613376.1
OG0005973	XP_045142438.1, XP_004709456.1	XP_006093183.1
OG0005974	XP_045142403.1	XP_006108919.2
OG0005975	XP_045142554.1, XP_004709501.2	XP_014308900.1
OG0005976	XP_004709510.2	XP_023607368.1
OG0005978	XP_045141781.1, XP_004712025.1	XP_023605575.1, XP_006087931.1
OG0005979	XP_030740178.2	XP_023605164.1
OG0005980	XP_004709498.2	XP_023607360.1
OG0005981	XP_012862360.1	XP_023615948.1
OG0005982	XP_004697003.1	XP_014303817.2
OG0005983	XP_004696982.1	XP_014322436.1
OG0005984	XP_045140476.1	XP_006104001.1, XP_014305150.1
OG0005985	XP_012860810.2	XP_014301742.1
OG0005986	XP_045151775.1	XP_006109649.3
OG0005987	XP_045139973.1	XP_006109127.2
OG0005988	XP_045140254.1	XP_014322193.1
OG0005989	XP_004703509.1	XP_006096656.1
OG0005990	XP_030744474.1	XP_014321210.2
OG0005991	XP_045140090.1	XP_006084657.1
OG0005992	XP_004703288.1	XP_023606104.1
OG0005993	XP_004703274.1	XP_014307462.2
OG0005994	XP_045152236.1, XP_004717599.1	XP_014317632.2
OG0005995	XP_030740292.2	XP_014316143.1
OG0005996	XP_004706453.1	XP_014308664.1
OG0005997	XP_045142117.1	XP_023614475.1
OG0005998	XP_045142103.1	XP_006096906.1
OG0005999	XP_004709846.1	XP_023611573.1
OG0006000	XP_004712367.3	XP_023613069.1
OG0006001	XP_004698173.1	XP_006081509.1
OG0006002	XP_004708655.1	XP_006084963.2
OG0006003	XP_004708750.1	XP_023604934.1, XP_006109531.2, XP_006084933.2
OG0006004	XP_004713460.1	XP_023606330.1
OG0006005	XP_004712215.1	XP_006085777.1
OG0006006	XP_045145309.1, XP_004711703.2	XP_006099398.1
OG0006007	XP_045154627.1, XP_045154626.1, XP_004715354.1	XP_006091829.1
OG0006008	XP_045151689.1	XP_006101470.1
OG0006009	XP_004712563.2	XP_023620652.1
OG0006011	XP_004701529.1	XP_006083094.1
OG0006012	XP_004703986.1	XP_006091320.2
OG0006013	XP_004703847.1, XP_045155586.1, XP_045155583.1	XP_006083277.1
OG0006014	XP_045154548.1	XP_023600843.1
OG0006015	XP_004701498.1	XP_006083153.1
OG0006016	XP_045152346.1	XP_006083137.1, XP_006083139.1, XP_014323210.1, XP_014323187.1, XP_006083135.1, XP_014323171.1
OG0006017	XP_004701693.1	XP_023617541.1
OG0006018	XP_004701557.1	XP_006082418.1
OG0006019	XP_004701563.1	XP_006082426.1
OG0006020	XP_030742860.1	XP_006082448.1
OG0006021	XP_004701590.1	XP_006082474.1
OG0006022	XP_004701597.1	XP_023615039.1
OG0006023	XP_045152632.1	XP_023616256.1
OG0006025	XP_045151325.1	XP_023619054.1
OG0006026	XP_012859793.1	XP_023619071.1
OG0006027	XP_012859758.1	XP_006082575.1
OG0006028	XP_045150037.1, XP_045150031.1	XP_023617029.1
OG0006029	XP_045152855.1	XP_014318262.1
OG0006030	XP_045152926.1, XP_045152933.1	XP_023617089.1
OG0006031	XP_004701690.1	XP_023617464.1
OG0006032	XP_045152783.1	XP_014317947.1
OG0006033	XP_004706836.1	XP_014301150.1
OG0006034	XP_004699885.1	XP_023614799.1
OG0006035	XP_030743659.1	XP_014316418.1, XP_023614754.1, XP_023614753.1
OG0006036	XP_004706713.2	XP_023600280.1
OG0006038	XP_004716596.1	XP_006103333.1
OG0006039	XP_045154361.1	XP_014301146.1
OG0006040	XP_004716565.1	XP_006096968.1
OG0006041	XP_045154029.1	XP_006103773.1
OG0006042	XP_004713255.1	XP_006090630.1
OG0006044	XP_004710011.1	XP_006088655.1
OG0006045	XP_004710069.1	XP_014311212.1
OG0006046	XP_004710004.1	XP_006088647.1
OG0006047	XP_045146687.1	XP_006088643.1
OG0006048	XP_045146655.1	XP_014311173.1
OG0006049	XP_045154603.1	XP_006085711.1
OG0006050	XP_004714632.1	XP_006090637.1
OG0006051	XP_004713242.1	XP_023616713.1
OG0006052	XP_045144253.1	XP_014318467.2
OG0006053	XP_045144239.1	XP_023616715.1
OG0006054	XP_004713231.1	XP_006097226.1
OG0006055	XP_045144199.1	XP_014318491.1
OG0006056	XP_045144206.1	XP_006097266.1
OG0006057	XP_004713176.1	XP_023615772.1
OG0006058	XP_004711249.1	XP_006084757.1
OG0006059	XP_004711246.1	XP_006084753.1
OG0006060	XP_004713111.1	XP_006082204.1
OG0006061	XP_045151789.1	XP_023613861.1
