Orthogroup	Echinops_telfairi	Microcebus_murinus
OG0006523	XP_004698589.1	XP_012591962.1
OG0006524	XP_004698618.1	XP_012638254.2
OG0006525	XP_004698629.1	XP_012613372.1
OG0006526	XP_045143943.1	XP_012613344.1
OG0006527	XP_004698636.1	XP_012613348.2
OG0006528	XP_045147652.1	XP_012613487.1
OG0006528	XP_045147794.1	XP_020140632.1
OG0006529	XP_045143564.1	XP_012641112.1
OG0006530	XP_004698682.1	XP_012641133.1
OG0006531	XP_004698690.1	XP_012633098.1
OG0006532	XP_045143561.1	XP_020141342.1
OG0006533	XP_045143557.1	XP_012593628.2, XP_020141706.1
OG0006534	XP_045144183.1	XP_012633160.1
OG0006535	XP_045144047.1	XP_012633187.1
OG0006536	XP_004698721.1	XP_012636572.1
OG0006537	XP_004698728.1	XP_020141705.1
OG0006539	XP_045143811.1	XP_012636649.1
OG0006540	XP_045143916.1	XP_020141263.1, XP_012596881.1, XP_020141265.1, XP_020141264.1
OG0006541	XP_004698764.1	XP_012597143.1
OG0006542	XP_004699091.1	XP_012597511.1
OG0006543	XP_004698780.1, XP_045143747.1	XP_012597859.1
OG0006545	XP_045143700.1, XP_004699145.1	XP_012594073.1
OG0006546	XP_045144012.1	XP_012602560.2
OG0006547	XP_045143556.1	XP_012633210.1, XP_012633207.1
OG0006549	XP_045152558.1	XP_012627226.1
OG0006550	XP_012861270.1	XP_012642092.1, XP_012637971.1
OG0006551	XP_004707203.1	XP_012621261.1
OG0006552	XP_004707196.1	XP_012621519.1, XP_012621277.1, XP_012621275.1
OG0006553	XP_004706950.1	XP_012596271.1
OG0006554	XP_045155458.1	XP_020136644.1
OG0006555	XP_045155445.1	XP_012634365.1
OG0006556	XP_004709233.1	XP_012602893.2
OG0006557	XP_004717388.1	XP_012646242.1
OG0006558	XP_045155401.1	XP_012642213.1
OG0006559	XP_004707267.1	XP_012642137.1
OG0006560	XP_004707262.1	XP_012642118.1
OG0006561	XP_045155799.1	XP_020136626.1
OG0006562	XP_004707181.2	XP_012621339.1
OG0006563	XP_004707163.1	XP_012621393.1
OG0006564	XP_004707486.1	XP_012621412.1
OG0006565	XP_004707479.2	XP_012621436.1
OG0006566	XP_045155914.1	XP_012645220.1
OG0006567	XP_045155282.1	XP_012611276.1
OG0006568	XP_004707438.1	XP_012619035.1
OG0006569	XP_045155512.1	XP_020136588.1
OG0006570	XP_004707079.1	XP_012620021.1
OG0006571	XP_004707435.1	XP_012620936.1
OG0006573	XP_030743957.1	XP_012629787.1
OG0006574	XP_012861205.1	XP_012644406.1
OG0006575	XP_004707021.1	XP_012645008.1
OG0006576	XP_004707008.1	XP_012592395.1
OG0006577	XP_004706987.1	XP_012596154.1
OG0006578	XP_045155514.1	XP_012596184.2
OG0006579	XP_030744104.1	XP_012596024.2
OG0006580	XP_004714522.1	XP_012639898.1
OG0006581	XP_045145271.1	XP_012639901.1
OG0006582	XP_004714491.1	XP_012639980.1
OG0006583	XP_004714570.2	XP_012637496.1
OG0006584	XP_045144512.1, XP_045151782.1	XP_012599559.1
OG0006585	XP_004713380.1	XP_012599547.1
OG0006586	XP_045144457.1	XP_012599586.1
OG0006587	XP_004713295.1	XP_012599538.1
OG0006588	XP_045144473.1	XP_012599534.1
OG0006589	XP_045144444.1	XP_012627399.1
OG0006590	XP_004700593.1	XP_012632482.1
OG0006591	XP_045145020.1	XP_020143156.1
OG0006592	XP_045144992.1	XP_012608858.2
OG0006593	XP_004700594.1	XP_012632473.1, XP_012632472.1
OG0006594	XP_045147648.1	XP_012632527.1
OG0006595	XP_045148924.1	XP_012632561.1
OG0006596	XP_045147489.1	XP_012632581.1, XP_012632578.1, XP_012632580.1
OG0006597	XP_045148171.1	XP_020143114.1
OG0006598	XP_004700862.1	XP_012637837.1
OG0006599	XP_004700510.1	XP_012644183.1
OG0006600	XP_004718231.2	XP_012594307.1
OG0006601	XP_045147848.1	XP_012644970.1
OG0006602	XP_045148051.1, XP_004700665.1	XP_012644967.1
OG0006603	XP_045149092.1, XP_045149089.1, XP_045149101.1	XP_012644989.1
OG0006604	XP_045148030.1	XP_012645035.1
OG0006606	XP_045146631.1	XP_012612478.1
OG0006607	XP_004700704.1	XP_012613113.2
OG0006608	XP_045146746.1	XP_020143304.1
OG0006609	XP_004700352.1	XP_012597255.1
OG0006610	XP_004700720.1	XP_012597364.1
OG0006611	XP_004700780.2	XP_012607669.1
OG0006612	XP_004700393.1	XP_012628200.1
OG0006613	XP_004704391.1	XP_012593113.2
OG0006614	XP_030744352.2	XP_012595981.1
OG0006615	XP_004704394.2	XP_012595920.1
OG0006616	XP_045139759.1	XP_012595912.1
OG0006617	XP_045139764.1	XP_020141860.1, XP_012642440.1, XP_012642441.1
OG0006618	XP_004704409.1, XP_045152091.1	XP_012628585.1, XP_012642449.1
OG0006619	XP_012860562.2	XP_012642382.1
OG0006620	XP_004699828.1	XP_012612017.1
OG0006621	XP_004710276.2	XP_012633244.1
OG0006622	XP_004696082.2	XP_012637764.1
OG0006623	XP_045152566.1, XP_004710247.1	XP_012620360.1
OG0006624	XP_004710312.1	XP_012620401.1
OG0006625	XP_045150019.1	XP_012605618.1
OG0006626	XP_045146292.1	XP_012597183.2
OG0006627	XP_045141620.1	XP_012610818.1
OG0006628	XP_004696890.1	XP_012594000.1, XP_020140177.1, XP_020140178.1
OG0006629	XP_030744737.1	XP_012644026.1
OG0006630	XP_004696637.1	XP_012616173.1
OG0006631	XP_004696675.1	XP_020138024.1
OG0006632	XP_004696694.1	XP_012604503.1
OG0006633	XP_004696703.1	XP_012604424.1
OG0006634	XP_030741243.1	XP_012625461.1
OG0006635	XP_004711074.1	XP_012625389.1
OG0006636	XP_004711060.2	XP_012624545.1
OG0006637	XP_004711055.1	XP_012624535.1
OG0006638	XP_004711043.1	XP_012624463.1
OG0006639	XP_004711126.2	XP_012624434.1, XP_012624432.1, XP_012624433.1
OG0006640	XP_004711025.1	XP_012592274.1
OG0006641	XP_004711017.2	XP_012592234.1
OG0006642	XP_045152562.1	XP_012592204.1
OG0006643	XP_012862689.3, XP_045152527.1, XP_045152528.1	XP_012624355.1
OG0006644	XP_045152478.1	XP_012624282.1
OG0006645	XP_004712610.1, XP_045152598.1	XP_012624231.1
OG0006646	XP_004699759.1	XP_012631295.1
OG0006647	XP_045150687.1	XP_012616331.1
OG0006648	XP_004712507.1, XP_004712509.1	XP_012625437.1
OG0006649	XP_004711136.2	XP_012624487.1
OG0006650	XP_004711742.1	XP_012596603.1
OG0006651	XP_045148539.1	XP_012591788.1
OG0006652	XP_004711754.1	XP_012596504.1
OG0006653	XP_045148946.1	XP_012596619.1
OG0006654	XP_004711773.1	XP_012596584.1
OG0006655	XP_045148199.1	XP_012596524.2
OG0006656	XP_045148407.1, XP_004711780.1	XP_012596561.1
OG0006658	XP_004711806.1	XP_012646770.1
OG0006660	XP_004710788.1	XP_020142565.1, XP_012605473.1
OG0006661	XP_004710873.1	XP_012602257.1
OG0006662	XP_004710792.1	XP_012602341.1
OG0006663	XP_045150716.1	XP_012602307.1
OG0006664	XP_045150710.1	XP_012616275.1
OG0006665	XP_004710839.2	XP_012628589.1
OG0006666	XP_004710921.1	XP_012628586.1
OG0006667	XP_004710844.1	XP_012628560.1
OG0006668	XP_045150208.1, XP_012862231.2	XP_012598803.1
OG0006669	XP_045150766.1	XP_012600280.1
OG0006670	XP_045150693.1	XP_012600277.1
OG0006671	XP_045150827.1	XP_012636250.1, XP_012636248.1, XP_012636249.1
OG0006672	XP_030742640.1	XP_012608011.1
OG0006673	XP_045150320.1	XP_020142689.1
OG0006674	XP_045150309.1, XP_045154641.1, XP_030740929.1, XP_045144210.1	XP_012598590.1
OG0006675	XP_012859157.1	XP_012646616.2, XP_020142684.1
OG0006676	XP_004715571.1	XP_020139625.1
OG0006677	XP_004696587.2	XP_012624585.1, XP_012624584.1
OG0006678	XP_045150249.1	XP_012594267.1
OG0006679	XP_004710951.1	XP_020142660.1, XP_020142659.1
OG0006680	XP_045150584.1	XP_012608618.2
OG0006681	XP_004696286.1	XP_012608628.1
OG0006682	XP_045150666.1, XP_045150539.1	XP_012608537.1
OG0006683	XP_004702067.1	XP_020142742.1
OG0006684	XP_004702253.1	XP_012608681.1
OG0006686	XP_004696976.1	XP_012613992.2
OG0006687	XP_004705009.1	XP_012635293.1, XP_012612252.2
OG0006688	XP_004697759.1	XP_012617448.1
OG0006689	XP_004697498.2	XP_012639709.1
OG0006690	XP_004697710.1, XP_045145702.1	XP_012640821.1
OG0006692	XP_045142807.1	XP_012607204.1
OG0006693	XP_045154041.1	XP_012608346.1
OG0006694	XP_045142663.1	XP_012615719.1
OG0006695	XP_045142634.1	XP_012615643.1
OG0006697	XP_045148166.1, XP_045148977.1	XP_012615657.1
OG0006698	XP_004697403.1	XP_012615484.1, XP_012615485.1
OG0006699	XP_004699770.1, XP_045141763.1	XP_012594863.1
OG0006700	XP_004699769.2	XP_012594866.1
OG0006701	XP_045139988.1	XP_012629329.2
OG0006702	XP_045140129.1	XP_020140879.1
OG0006703	XP_004706341.2	XP_020140206.1
OG0006705	XP_004707828.1	XP_020145345.1
OG0006706	XP_030744584.2, XP_012860675.1	XP_020146086.1
OG0006707	XP_004697328.1, XP_012860683.1	XP_012634050.2
OG0006709	XP_045144859.1	XP_012595195.1
OG0006710	XP_012861397.2	XP_012644639.1
OG0006711	XP_004707853.1	XP_012644580.1
OG0006712	XP_045144828.1	XP_012634982.1
OG0006713	XP_012860109.1	XP_012635050.1
OG0006714	XP_045144690.1	XP_012635066.1
OG0006716	XP_045144916.1	XP_012612605.1
OG0006717	XP_004702790.1, XP_045144885.1, XP_045144886.1	XP_012628805.1
OG0006718	XP_004702810.1	XP_012591333.1, XP_012591332.1, XP_012591334.1
OG0006719	XP_004702914.2, XP_045144889.1	XP_012591323.1
OG0006720	XP_045144892.1	XP_012591316.1
OG0006721	XP_004702825.1	XP_020145490.1
OG0006722	XP_004708210.2	XP_020145494.1
OG0006723	XP_045144869.1	XP_020145339.1
OG0006724	XP_004707920.1	XP_012607296.1
OG0006725	XP_004698924.3, XP_004718005.4	XP_012608250.1
OG0006726	XP_045144672.1	XP_012623635.2
OG0006727	XP_004700461.1	XP_012609341.1, XP_012609340.1
OG0006728	XP_045154989.1	XP_012620689.1
OG0006729	XP_045147692.1	XP_012631705.1
OG0006730	XP_045147696.1	XP_012631579.1
OG0006731	XP_045147697.1	XP_012631577.1
OG0006732	XP_004699511.1	XP_012631549.2
OG0006733	XP_045148063.1	XP_012631792.1
OG0006734	XP_004699751.1	XP_012631405.1
OG0006735	XP_045143661.1	XP_012608277.1, XP_012608276.1
OG0006736	XP_045144155.1	XP_012608089.1
OG0006737	XP_004700490.1	XP_012605834.1
OG0006738	XP_004700831.1	XP_012605788.1
OG0006739	XP_004700473.1	XP_012643449.1, XP_020143299.1
OG0006740	XP_004700447.1, XP_045139469.1, XP_045145479.1	XP_012630741.1
OG0006741	XP_004700446.1	XP_012630742.1
OG0006742	XP_045141939.1, XP_012859509.1	XP_012628165.1
OG0006743	XP_004708754.1	XP_012639252.1
OG0006744	XP_030743068.1	XP_012639092.1
OG0006745	XP_004708786.1	XP_012639067.1, XP_012639068.1
OG0006746	XP_004707782.1	XP_012630926.1
OG0006747	XP_004708234.2	XP_012618881.1
OG0006748	XP_030741123.1	XP_020145282.1
OG0006749	XP_045144670.1	XP_012623544.1
OG0006750	XP_004714072.1	XP_012623519.1, XP_012623520.1
OG0006751	XP_004714016.2	XP_012623508.1, XP_012623507.1
OG0006752	XP_030741025.1	XP_012623423.1
OG0006753	XP_004707960.1	XP_012600191.1
OG0006754	XP_004707882.2	XP_020145552.1
OG0006755	XP_004707953.1	XP_012600158.1
OG0006756	XP_004696917.1, XP_045140550.1	XP_012610019.1
OG0006759	XP_045145960.1	XP_020145223.1
OG0006760	XP_030740518.1	XP_012632860.1
OG0006761	XP_045142795.1	XP_020138330.1
OG0006762	XP_045142671.1	XP_012618463.1
OG0006763	XP_045142743.1	XP_020138075.1
OG0006764	XP_004696550.2	XP_012639575.1
OG0006765	XP_030740449.1	XP_012640461.1
OG0006766	XP_012863524.1	XP_012640376.1
OG0006767	XP_045142720.1, XP_045142719.1	XP_020144518.1, XP_012640380.2
OG0006768	XP_045142504.1	XP_012640388.1
OG0006769	XP_004696189.1	XP_012626187.1
OG0006770	XP_045142508.1	XP_012626173.2
OG0006771	XP_004696070.1	XP_012641182.1
OG0006772	XP_045142564.1	XP_012641140.1
OG0006773	XP_004696090.1	XP_020144250.1
OG0006774	XP_012859301.1	XP_012610887.1
OG0006775	XP_045142527.1	XP_012643528.1
OG0006776	XP_045142524.1	XP_012643541.1, XP_012643542.1
OG0006777	XP_004696126.1	XP_012643580.1
OG0006778	XP_045150096.1	XP_012643711.1
OG0006780	XP_045142954.1	XP_012643815.1
OG0006781	XP_045142962.1	XP_012643876.1, XP_012643877.1
OG0006782	XP_004711175.1	XP_012643935.1
OG0006783	XP_045141650.1	XP_012612119.1
OG0006784	XP_045139775.1	XP_012642332.1
OG0006785	XP_004707981.1	XP_012598301.1
OG0006786	XP_045143038.1	XP_012598260.1
OG0006787	XP_004707990.1	XP_012598269.1
OG0006788	XP_045143020.1, XP_045143019.1, XP_004707991.1	XP_012598296.1
OG0006789	XP_045139783.1	XP_012629757.1
OG0006790	XP_045139927.1	XP_012612793.1
OG0006791	XP_045142515.1	XP_012644099.1
OG0006792	XP_045144701.1, XP_030740431.1	XP_012644136.1
OG0006793	XP_004696135.1	XP_012605626.1
OG0006794	XP_004699204.1	XP_012633853.1
OG0006795	XP_045139636.1	XP_012617259.1
OG0006796	XP_004714923.1	XP_012617281.1
OG0006797	XP_004714926.2	XP_020140094.1
OG0006798	XP_045148309.1, XP_045139648.1	XP_012617311.1
OG0006799	XP_004714933.1	XP_012617317.1, XP_012617316.1
OG0006800	XP_004714932.1	XP_012617315.1
OG0006801	XP_045139641.1	XP_012617374.1
OG0006802	XP_030743024.1	XP_012622943.1
OG0006803	XP_004717275.1	XP_012612834.2
OG0006804	XP_004713614.1	XP_012613176.1
OG0006805	XP_004702832.1	XP_012601504.1
OG0006806	XP_012861452.1	XP_020145542.1
OG0006807	XP_004708220.2	XP_020145499.1
OG0006808	XP_004708213.1	XP_012633042.1, XP_012633039.1, XP_012633040.1, XP_012633041.1
OG0006809	XP_004702642.1	XP_012601275.1
OG0006810	XP_045144826.1	XP_012601745.1
OG0006811	XP_004702662.1	XP_012602518.1
OG0006813	XP_004717212.1	XP_012625056.1
OG0006814	XP_045146350.1	XP_012624940.1
OG0006815	XP_045146942.1	XP_012610849.1, XP_012594217.1
OG0006816	XP_004714978.2	XP_012605389.1
OG0006817	XP_045153035.1	XP_012605438.1
OG0006818	XP_045147641.1, XP_004707625.1, XP_004708498.1	XP_012644106.1
OG0006819	XP_004708497.2	XP_012644053.1
OG0006820	XP_045146965.1	XP_020142073.1
OG0006821	XP_045146824.1	XP_020142076.1
OG0006822	XP_045147011.1	XP_012645517.2
OG0006823	XP_004708484.1	XP_012645570.1
OG0006824	XP_045146360.1	XP_020142006.1
OG0006825	XP_045153055.1	XP_012613030.1
OG0006826	XP_004713640.1	XP_012613093.1
OG0006827	XP_004713771.1	XP_012612996.1
OG0006828	XP_004713611.1	XP_012613021.1
OG0006829	XP_045153207.1	XP_012612942.1
OG0006830	XP_004713741.1	XP_012633553.1
OG0006831	XP_004713732.1	XP_012633512.1
OG0006832	XP_045153255.1	XP_012633511.1
OG0006834	XP_004713719.3	XP_012633466.1
OG0006835	XP_004713710.1	XP_012633391.1
OG0006836	XP_004713557.1	XP_012633326.1
OG0006837	XP_004708803.1	XP_012639261.1
OG0006838	XP_004712201.1	XP_012621768.1
OG0006840	XP_045154884.1, XP_045154887.1	XP_012614208.1
OG0006841	XP_045154358.1	XP_012635426.1
OG0006842	XP_004703877.1	XP_020144038.1
OG0006843	XP_045145933.1	XP_012603829.1
OG0006844	XP_004714459.2	XP_020139590.1, XP_012601125.1
OG0006845	XP_045153643.1	XP_012626729.1
OG0006846	XP_045155948.1	XP_012601235.1
OG0006847	XP_004702432.1	XP_012604018.1, XP_012604017.1
OG0006848	XP_045146041.1	XP_012640742.1
OG0006850	XP_004702443.2	XP_012640718.2
OG0006851	XP_004702306.1	XP_012616048.1, XP_012616049.1
OG0006852	XP_004702321.2	XP_012616146.1
OG0006853	XP_004714167.1	XP_020139813.1
OG0006854	XP_030741462.2	XP_020140429.1
OG0006855	XP_045146058.1	XP_020140944.1
OG0006856	XP_004702452.1	XP_012621080.1
OG0006857	XP_004715228.1	XP_012626771.1, XP_012626770.1, XP_012626769.1
OG0006858	XP_045153645.1	XP_012626730.1
OG0006859	XP_004715225.1	XP_012626761.1, XP_012626760.1, XP_012626764.1, XP_012626762.1, XP_012626763.1
OG0006860	XP_045153340.1	XP_012626728.1
OG0006861	XP_045153366.1, XP_004715210.1	XP_012626695.1
OG0006862	XP_004704038.2, XP_045153598.1, XP_045153599.1	XP_012626609.1
OG0006863	XP_045153632.1	XP_020138238.1
OG0006864	XP_004705292.1	XP_012596869.1
OG0006865	XP_004705310.1	XP_020139363.1
OG0006866	XP_004705584.1	XP_020139455.1
OG0006867	XP_045154960.1	XP_012591143.1
OG0006868	XP_004698194.1	XP_020139372.1
OG0006869	XP_045155100.1	XP_020140089.1
OG0006870	XP_045145623.1	XP_012613836.1
OG0006871	XP_045145624.1	XP_012613871.1
OG0006872	XP_045141556.1	XP_012613786.1
OG0006873	XP_004715640.1	XP_012645844.1
OG0006874	XP_045145650.1	XP_012645886.1
OG0006876	XP_004715574.1	XP_012645951.1
OG0006877	XP_004700343.1	XP_012645941.1
OG0006878	XP_045146221.1	XP_012646033.1
OG0006879	XP_004716858.2	XP_012646093.1
OG0006880	XP_004716910.2	XP_012646137.1
OG0006881	XP_004717379.1	XP_012646209.1
OG0006882	XP_030741533.1	XP_012645813.1
OG0006883	XP_045156018.1	XP_012617097.1
OG0006884	XP_004714315.1	XP_020139483.1
OG0006885	XP_045156070.1	XP_012624738.1
OG0006886	XP_012862861.1, XP_004717047.1, XP_045156031.1, XP_045156032.1	XP_012601195.1
OG0006887	XP_045155958.1	XP_012601200.1
OG0006888	XP_030744132.2	XP_012601349.1
OG0006889	XP_012863893.1	XP_012641961.1
OG0006890	XP_004708308.1	XP_012600101.2
OG0006891	XP_004708955.1	XP_012620139.1
OG0006892	XP_004717101.1, XP_004717094.1	XP_012642076.1
OG0006893	XP_004711657.1	XP_012590975.1
OG0006894	XP_012861709.2	XP_020142432.1
OG0006895	XP_012860550.1	XP_020142238.1, XP_012634930.1
OG0006896	XP_004708943.1	XP_012600612.1
OG0006897	XP_004708939.1	XP_012594171.1
OG0006898	XP_030742287.1	XP_012591578.1
OG0006899	XP_045149020.1	XP_020142228.1
OG0006900	XP_004708996.1	XP_012599984.1
OG0006901	XP_045149022.1	XP_012600438.1
OG0006902	XP_004708895.2	XP_012600479.1
OG0006903	XP_045149004.1	XP_012600362.1
OG0006904	XP_004711646.1	XP_012636086.1, XP_012621063.1
OG0006906	XP_012863259.1	XP_012612475.1
OG0006907	XP_004709135.2	XP_012595089.1
OG0006908	XP_004704350.1	XP_012607490.1, XP_012607491.1
OG0006909	XP_045144990.1	XP_012592732.1
OG0006910	XP_045143090.1, XP_045143091.1	XP_012592498.1
OG0006911	XP_004704437.2, XP_045139722.1	XP_012641219.1
OG0006912	XP_004709833.1	XP_012634496.1, XP_012634494.1
OG0006913	XP_045139700.1	XP_012611304.1
OG0006914	XP_004704336.1	XP_012607309.1
OG0006915	XP_004703286.1, XP_045139618.1	XP_012600880.1
OG0006916	XP_045139928.1	XP_012607428.1
OG0006917	XP_045139745.1	XP_012607486.1, XP_012607488.1, XP_012607487.1
OG0006918	XP_012860542.1	XP_012621013.1
OG0006919	XP_004704370.1	XP_012620991.1
OG0006920	XP_012861574.1	XP_012638264.1
OG0006921	XP_012861714.3	XP_020141313.1
OG0006922	XP_030742802.1, XP_045150986.1	XP_012625821.1
OG0006923	XP_004704125.1	XP_012600844.1
OG0006924	XP_004708737.1	XP_012611854.1
OG0006925	XP_012861594.1	XP_012597629.1
OG0006927	XP_030742793.2	XP_012625705.1
OG0006928	XP_004704072.1	XP_012622426.1
OG0006929	XP_004704067.1	XP_012622399.1
OG0006930	XP_004704234.1	XP_012622331.1
OG0006931	XP_045143390.1	XP_012643211.1
OG0006932	XP_030740660.1	XP_012604573.1
OG0006933	XP_045150940.1	XP_012638297.1
OG0006934	XP_030743508.2	XP_012642365.1
OG0006935	XP_004698281.1	XP_012610091.1
OG0006936	XP_004698365.1	XP_012598459.1
OG0006937	XP_004698213.4	XP_012614987.1
OG0006938	XP_004697912.1	XP_012610639.1
OG0006939	XP_004697915.1	XP_012610432.1
OG0006940	XP_045151476.1	XP_012610728.1
OG0006941	XP_004698233.1	XP_012610275.1
OG0006942	XP_045151405.1	XP_012610274.1
OG0006943	XP_045151214.1	XP_012610367.1
OG0006944	XP_045144114.1, XP_045151219.1	XP_012610560.1
OG0006945	XP_004697946.1	XP_012610342.1
OG0006946	XP_004697961.1	XP_012610684.1
OG0006947	XP_004697969.1	XP_012610439.1
OG0006948	XP_004697976.1	XP_012610395.1
OG0006949	XP_004698282.1	XP_012610771.1
OG0006950	XP_004697993.1	XP_012610113.1
OG0006951	XP_004698296.1	XP_012610225.1
OG0006952	XP_004698014.1	XP_012610366.1
OG0006953	XP_004698015.1	XP_012610079.1
OG0006954	XP_045151100.1	XP_012610181.1
OG0006955	XP_004698029.1	XP_012610212.1
OG0006956	XP_045151499.1	XP_012610528.1
OG0006957	XP_045151447.1, XP_045151449.1	NP_001296877.1, XP_012610326.1
OG0006958	XP_030742931.2	XP_012610418.1
OG0006959	XP_004698037.1	XP_012610448.1
OG0006960	XP_030742929.2	XP_012610772.1
OG0006961	XP_045151067.1	XP_012610454.1
OG0006962	XP_012864128.2	XP_012610136.1
OG0006963	XP_045151431.1	XP_012629619.2, XP_012636881.2
OG0006964	XP_045151199.1	XP_012636293.1
OG0006965	XP_004698061.1	XP_012636277.1
OG0006966	XP_045151279.1, XP_004698336.1	XP_012636197.1
OG0006967	XP_004698342.2	XP_020137497.1, XP_012635885.1
OG0006968	XP_045151097.1	XP_012598428.1
OG0006969	XP_045151074.1	XP_012598458.1
OG0006970	XP_045151350.1	XP_012615790.1
OG0006971	XP_004698108.1	XP_020137323.1
OG0006972	XP_045151081.1	XP_012621620.1
OG0006973	XP_045151416.1	XP_012607675.2, XP_012616643.1
OG0006974	XP_045151317.1	XP_012616640.1
OG0006975	XP_004717196.1	XP_012625935.2
OG0006976	XP_004717189.2	XP_012625893.1
OG0006977	XP_045152865.1	XP_020137657.1
OG0006978	XP_004698368.1	XP_020137648.1, XP_020137650.1
OG0006979	XP_004707693.2	XP_020138264.1
OG0006980	XP_004707679.2	XP_012630934.1
OG0006981	XP_004707648.1	XP_012594720.1
OG0006982	XP_004711328.1	XP_020146004.1
OG0006983	XP_004711302.1	XP_012603551.1
OG0006984	XP_004715477.1	XP_012603590.1, XP_012603591.1
OG0006985	XP_004714876.1	XP_020146056.1
OG0006986	XP_004714890.1	XP_012634001.1
OG0006987	XP_012860635.1	XP_020135843.1, XP_012626108.1, XP_012626107.1
OG0006988	XP_030740428.1	XP_020135836.1
OG0006989	XP_004707704.1	XP_012608408.1
OG0006990	XP_004707771.1	XP_012630833.1
OG0006991	XP_012861351.1	XP_020138210.1
OG0006992	XP_004707757.1	XP_012629731.1
OG0006993	XP_045142780.1	XP_020138397.1
OG0006994	XP_004707653.1	XP_012594747.1
OG0006995	XP_004707636.1	XP_012594685.1
OG0006996	XP_004701738.1	XP_012647062.1, XP_020143722.1
OG0006997	XP_004701748.1	XP_012611193.1, XP_012611192.1
OG0006998	XP_004701758.2	XP_012611104.1
OG0006999	XP_004701757.1	XP_012611119.1, XP_012611120.1
OG0007001	XP_004716759.1	XP_012619493.1
OG0007002	XP_004709651.2	XP_012637725.2
OG0007003	XP_045147642.1	XP_012637732.1
OG0007005	XP_004709631.1	XP_012633826.1
OG0007006	XP_004709610.1	XP_012612077.1
OG0007007	XP_004709738.2	XP_012612092.1
OG0007008	XP_012861898.3	XP_012611950.1
OG0007009	XP_004709599.1	XP_012612114.1
OG0007010	XP_004709594.1	XP_012612151.1
OG0007011	XP_004699433.1, XP_004716397.1, XP_045150669.1	XP_012632205.1
OG0007012	XP_045147475.1	XP_012631971.1
OG0007013	XP_012859724.1	XP_012632004.1
OG0007014	XP_045145561.1, XP_004716378.1	XP_012632097.1, XP_012632096.1
OG0007015	XP_004716414.2	XP_012632112.1
OG0007016	XP_004716379.1	XP_012632129.1
OG0007017	XP_012863677.2	XP_020140928.1, XP_012632137.1
OG0007018	XP_004701148.1	XP_012618374.1
OG0007019	XP_004701423.1	XP_012618321.1
OG0007020	XP_004701416.1	XP_012628403.1
OG0007021	XP_004711396.1	XP_012618971.1, XP_012618963.1
OG0007022	XP_045151844.1	XP_012634894.1
OG0007023	XP_004717703.1	XP_012638602.1
OG0007026	XP_045151950.1, XP_045151951.1	XP_012615910.1
OG0007027	XP_004708194.1	XP_012615870.1
OG0007028	XP_004717678.1, XP_045149218.1	XP_012611004.1
OG0007029	XP_012862953.1	XP_012609183.1
OG0007030	XP_004713840.2	XP_012640963.1
OG0007031	XP_004713864.1, XP_030740973.2	XP_012640956.1
OG0007032	XP_045144409.1	XP_020143164.1, XP_020142915.1
OG0007033	XP_045152323.1	XP_012644155.1
OG0007034	XP_045143232.1	XP_012600935.1
OG0007035	XP_045143176.1	XP_012601704.1
OG0007036	XP_004711580.1	XP_012602181.1
OG0007037	XP_045143198.1	XP_012603864.1
OG0007038	XP_004711451.1	XP_012617417.1
OG0007039	XP_045143301.1	XP_012617452.1
OG0007040	XP_030740600.2	XP_012618043.1
OG0007041	XP_004716928.1	XP_012619359.1
OG0007042	XP_004716951.1	XP_012619903.1, XP_012638677.1
OG0007043	XP_012862028.2	XP_012603206.1
OG0007044	XP_004710527.2	XP_012602697.1, XP_012602696.1
OG0007045	XP_045146190.1	XP_012634392.1
OG0007046	XP_012859665.1	XP_012622425.1
OG0007047	XP_045147312.1	XP_012622437.1
OG0007048	XP_004701079.3	XP_012623100.1
OG0007049	XP_004701065.1	XP_012623529.1
OG0007050	XP_045147507.1	XP_012623725.1, XP_012623736.1
OG0007051	XP_045147543.1	XP_012624435.1
OG0007052	XP_030741879.1	XP_012625232.1, XP_012625238.1
OG0007053	XP_004700997.1, XP_045147301.1	XP_012626154.1
OG0007054	XP_004700998.1	XP_012626168.1
OG0007055	XP_004701338.1	XP_012627116.1, XP_012627109.1
OG0007056	XP_045147278.1	XP_012627870.1
OG0007057	XP_012859719.1	XP_012630528.1
OG0007058	XP_004700969.1	XP_012630388.1
OG0007059	XP_004700946.2	XP_012636707.1
OG0007060	XP_045147305.1	XP_012602452.1
OG0007061	XP_045140488.1	XP_012635542.1
OG0007062	XP_004697634.1	XP_020144387.1
OG0007064	XP_004697600.1, XP_045155891.1	XP_012592656.1
OG0007065	XP_004697588.2	XP_012600122.1
OG0007066	XP_004697800.1	XP_020144448.1
OG0007067	XP_004697548.1	XP_012595458.1
OG0007068	XP_004697775.1	XP_012605076.1
OG0007069	XP_045143274.1	XP_012628292.1
OG0007070	XP_004697524.1	XP_012628282.1
OG0007071	XP_004717960.2	XP_012590816.1
OG0007072	XP_004712736.1	XP_012621789.1
OG0007073	XP_004712813.2	XP_012621910.2
OG0007074	XP_045142395.1	XP_012620419.2, XP_012622155.1, XP_020141741.1
OG0007075	XP_004709549.1	XP_012622158.1, XP_012622157.1
OG0007076	XP_045142387.1	XP_020141515.1
OG0007077	XP_012861828.3	XP_012609318.1, XP_012607734.2
