Orthogroup	Echinops_telfairi	Sus_scrofa
OG0009329	XP_045156161.1	XP_005668210.2
OG0009330	XP_004702341.1	XP_020920464.1
OG0009331	XP_004706613.1, XP_004702324.1	XP_003357800.1
OG0009332	XP_012863571.1	XP_003130773.5
OG0009333	XP_045141565.1	XP_003130784.4
OG0009334	XP_045141576.1	NP_001231788.1, XP_020919650.1
OG0009335	XP_004712689.3	XP_020920651.1
OG0009336	XP_004712684.1	NP_001038032.1, XP_020919729.1
OG0009337	XP_004712683.1	XP_020920658.1
OG0009338	XP_045141533.1	XP_020920685.1
OG0009339	XP_012860004.3	XP_020920725.1
OG0009340	XP_045145783.1	XP_020920733.1
OG0009341	XP_004696718.1, XP_045140597.1	XP_020937150.1, NP_999464.1
OG0009342	XP_004696719.1	XP_020940539.1
OG0009343	XP_045140676.1	XP_020940550.1
OG0009344	XP_004696727.1	XP_013850687.1
OG0009345	XP_004696760.1	XP_003124114.4
OG0009346	XP_004696762.1	XP_020940623.1
OG0009348	XP_045141091.1	XP_020932236.1, NP_001278611.1
OG0009349	XP_045141175.1	XP_003134026.2
OG0009350	XP_004703664.1	XP_013840248.1
OG0009351	XP_004703762.1	XP_020932665.1
OG0009352	XP_004703761.1	XP_020932632.1
OG0009353	XP_004703633.1	XP_020932202.1, NP_001230852.1
OG0009354	XP_045141339.1	XP_020932437.1
OG0009355	XP_004703620.2	XP_020932686.1
OG0009356	XP_004703616.1	XP_020932506.1
OG0009357	XP_004703614.2	NP_001131096.1
OG0009358	XP_045141164.1	XP_005672583.2
OG0009359	XP_012860363.2	XP_003134080.1
OG0009360	XP_045141163.1	XP_020932385.1
OG0009361	XP_004703598.1	XP_003123736.2
OG0009362	XP_045141158.1	XP_013850350.1
OG0009363	XP_030742397.1	XP_020949612.1
OG0009364	XP_045149605.1	XP_005664450.1
OG0009365	XP_004704692.1	NP_001231261.1
OG0009366	XP_004704705.1	XP_003127016.1
OG0009367	XP_004704713.1	XP_020949053.1, NP_001231081.1
OG0009368	XP_004704717.1	NP_001231248.1, XP_020949050.1
OG0009369	XP_004704722.1	NP_999357.2
OG0009370	XP_004704723.1	XP_020949823.1
OG0009371	XP_004704726.1	NP_001230392.1, XP_020949085.1
OG0009372	XP_045149731.1	XP_020949872.1
OG0009373	XP_004704744.1	XP_003127038.2
OG0009374	XP_045155091.1, XP_004705044.1	XP_013844256.1
OG0009375	XP_045154830.1	XP_005665241.1
OG0009376	XP_004705062.1	NP_001274348.1
OG0009378	XP_004705070.2	NP_001231553.1
OG0009379	XP_004705080.1	NP_001036811.1
OG0009380	XP_004705083.2	XP_020949052.1, NP_001231077.1
OG0009381	XP_004705097.1	XP_020951392.1
OG0009382	XP_030741001.1, XP_012860721.1	XP_003356293.1
OG0009383	XP_004705115.2	XP_020951320.1
OG0009384	XP_004699608.2	XP_003127784.2
OG0009385	XP_004705383.2	XP_005653435.1
OG0009386	XP_004705116.1	NP_001231871.1
OG0009387	XP_004705119.1	NP_001230371.1
OG0009388	XP_012860723.1	XP_005653432.1
OG0009389	XP_012860724.1	XP_005656138.2
OG0009390	XP_004705124.1	XP_020951295.1
OG0009391	XP_030743881.1	XP_003482051.1
OG0009392	XP_045154862.1	XP_020951288.1
OG0009393	XP_004705393.2	XP_020951277.1
OG0009394	XP_004705144.1	XP_020951274.1
OG0009395	XP_045154909.1	XP_020951271.1
OG0009396	XP_004705397.2	NP_001171685.1
OG0009397	XP_012860851.1	XP_013854517.1
OG0009398	XP_004705403.2	XP_003127756.1
OG0009399	XP_045154868.1	XP_020951215.1
OG0009400	XP_045154869.1	XP_020951192.1
OG0009401	XP_004705158.1	NP_001231298.1
OG0009402	XP_004705165.1	XP_020951187.1
OG0009403	XP_045142086.1, XP_045155109.1	XP_003356244.1
OG0009404	XP_012860736.1	XP_003356245.2
OG0009405	XP_045155104.1	XP_020951186.1
OG0009406	XP_045154792.1	XP_020951182.1
OG0009408	XP_004705426.1	XP_020953497.1
OG0009409	XP_004705434.1	XP_013854502.1
OG0009410	XP_045155215.1	XP_005665125.3
OG0009411	XP_030743854.2	NP_001231803.1
OG0009412	XP_004705201.1	XP_020951123.1
OG0009413	XP_004705452.1	XP_020951120.1
OG0009414	XP_004705455.1	XP_003127696.1
OG0009415	XP_045154882.1	XP_003127691.2
OG0009416	XP_030743858.2	XP_005665094.1
OG0009417	XP_004705222.3	XP_003127686.2
OG0009418	XP_030743889.1	XP_020951042.1
OG0009419	XP_012860845.2	XP_005665089.2
OG0009420	XP_012860766.1	NP_001231308.2
OG0009421	XP_045154886.1	XP_020953256.1
OG0009422	XP_045154888.1	XP_020951033.1
OG0009423	XP_004705479.2	XP_020948792.1, NP_001090910.2
OG0009424	XP_045154971.1	XP_005665058.1
OG0009425	XP_004705486.2	XP_020951001.1
OG0009427	XP_004705489.1	XP_020950994.1
OG0009428	XP_045155020.1	XP_003127632.3
OG0009429	XP_004702518.1	XP_003130850.2
OG0009430	XP_045156160.1	XP_013835713.1
OG0009431	XP_004703725.3	XP_020933102.1, NP_001182261.1
OG0009432	XP_045145418.1	XP_003356903.1
OG0009433	XP_045143077.1	XP_003482944.1
OG0009435	XP_030744785.1	XP_020941056.1
OG0009436	XP_004703529.1	XP_020940812.1
OG0009437	XP_004703699.2	XP_020940811.1
OG0009438	XP_004703547.1	XP_003123825.1
OG0009439	XP_004703557.2	XP_003123822.3
OG0009440	XP_012860349.1	XP_003354255.1
OG0009441	XP_012860350.1	NP_001193358.1, XP_020936732.1
OG0009442	XP_045141139.1	XP_003480920.2
OG0009443	XP_045141142.1	XP_020940158.1
OG0009444	XP_004703721.2	XP_020940134.1
OG0009445	XP_045141039.1	XP_013850382.1
OG0009446	XP_004703585.1	XP_020940121.1
OG0009447	XP_045141277.1	XP_005661550.1
OG0009448	XP_045141154.1	XP_020940113.1
OG0009449	XP_045142284.1	XP_005652534.1
OG0009450	XP_045149325.1	XP_001925384.4
OG0009451	XP_030740341.2	NP_001231371.2
OG0009452	XP_004709909.1	XP_001925131.4
OG0009453	XP_004709913.1	XP_005656384.1
OG0009454	XP_004709945.1	XP_020955012.1
OG0009455	XP_004709918.2	XP_005666350.1
OG0009456	XP_045152427.1	XP_020955571.1
OG0009457	XP_004709950.4	XP_020918269.1
OG0009458	XP_045152411.1	XP_020954619.1
OG0009459	XP_004709936.1	XP_005653583.1
OG0009460	XP_045142276.1	NP_001230338.1, XP_020953659.1
OG0009461	XP_004708150.1	XP_020953540.1, NP_001116556.1
OG0009462	XP_004708267.1	XP_020954564.1
OG0009463	XP_045142234.1	XP_020954559.1
OG0009464	XP_045142210.1	XP_013844471.1, NP_998916.1
OG0009465	XP_004708134.1	XP_001928898.1
OG0009467	XP_045141626.1	XP_003356696.1
OG0009469	XP_004715116.1	XP_003356894.2
OG0009470	XP_004715117.1	XP_003356895.2
OG0009471	XP_004715118.1	NP_001240750.1
OG0009472	XP_045145378.1	XP_020956615.1
OG0009473	XP_045145401.1	XP_020956464.1
OG0009474	XP_045145404.1	XP_020956585.1
OG0009475	XP_045145405.1	XP_003482378.1
OG0009476	XP_004715165.1	XP_003128856.3
OG0009477	XP_045145407.1	XP_020956557.1
OG0009478	XP_045145410.1	NP_001231786.1
OG0009479	XP_045145377.1	XP_020956543.1
OG0009480	XP_004707904.2	XP_020956716.1
OG0009481	XP_004707820.2	XP_005666596.1
OG0009482	XP_004707815.1	NP_001116647.1, XP_020955930.1
OG0009483	XP_045145420.1	XP_003128902.1
OG0009484	XP_045140093.1	XP_020956776.1
OG0009485	XP_004703221.1	XP_005666641.2, NP_001230391.1
OG0009486	XP_004706406.3	XP_003128958.1
OG0009487	XP_045140013.1	XP_020956738.1
OG0009488	XP_004706423.1	NP_001072156.1, XP_020956182.1
OG0009490	XP_045145416.1	XP_020956646.1
OG0009491	XP_004703208.1	XP_020956795.1, XP_005666674.1, XP_003356949.1
OG0009492	XP_012862523.1	NP_001231125.1
OG0009493	XP_004700062.1	XP_020947743.1
OG0009494	XP_045140643.1	XP_005672651.2, NP_001014428.1
OG0009495	XP_004698147.2	XP_020932287.1
OG0009496	XP_012859668.3	NP_001302587.1, XP_005671321.1
OG0009497	XP_004711717.1	XP_013837080.2
OG0009498	XP_004712234.1	XP_020929417.1
OG0009499	XP_004712269.1	XP_005671017.1
OG0009500	XP_045154151.1	XP_005671024.1
OG0009501	XP_030742050.2	XP_001928249.1
OG0009502	XP_004712230.1	NP_001230536.1
OG0009503	XP_004712263.1	NP_001172069.1
OG0009504	XP_004712262.1	XP_001925621.3
OG0009505	XP_004712227.1	XP_020928344.1
OG0009506	XP_045147424.1	XP_001924805.1
OG0009507	XP_004701167.1	XP_020928414.1
OG0009508	XP_004701192.1	XP_001928662.2
OG0009509	XP_004701193.1	XP_001928845.3
OG0009510	XP_004701194.3	XP_001928933.2
OG0009511	XP_045147623.1	XP_020927844.1, NP_001038014.1
OG0009512	XP_045147627.1	XP_020928869.1, XP_020928870.1
OG0009513	XP_045153025.1, XP_045147490.1	NP_001230534.1, XP_020927617.1
OG0009514	XP_045147630.1	XP_020929980.1
OG0009515	XP_004701218.1, XP_045144198.1	XP_003483547.1
OG0009516	XP_045139471.1	XP_013838828.2
OG0009518	XP_045149350.1	XP_001927043.3
OG0009519	XP_004713041.1	XP_013838839.2
OG0009520	XP_004713042.1, XP_045148088.1	XP_020928990.1
OG0009521	XP_012861112.1	XP_020940283.1
OG0009522	XP_045140620.1	XP_020940035.1
OG0009523	XP_030744663.1	NP_999407.1, XP_020937021.1
OG0009524	XP_004697201.1	XP_003123703.1
OG0009525	XP_045140622.1	NP_001090916.2, XP_020931999.1
OG0009526	XP_045140701.1	XP_005661519.1
OG0009527	XP_045140864.1, XP_004696861.1, XP_045140863.1	XP_003123712.1
OG0009529	XP_004697187.1	XP_020932772.1
OG0009530	XP_004697186.1	XP_020932773.1
OG0009531	XP_004697185.2	XP_020932339.1
OG0009532	XP_004696829.1	XP_003134131.1
OG0009533	XP_004696826.1	XP_003134135.1
OG0009534	XP_004696824.1	XP_003134138.1
OG0009535	XP_004697030.1	XP_005661662.1
OG0009536	XP_004697176.1	XP_003483903.1
OG0009537	XP_004696820.1	NP_999380.2
OG0009538	XP_045140742.1	XP_020932356.1
OG0009539	XP_004697163.1	XP_020932363.1
OG0009540	XP_045140499.1	XP_005672655.1
OG0009541	XP_030744504.1	XP_020932367.1
OG0009542	XP_004697152.2	XP_020932736.1
OG0009543	XP_004696790.1	XP_003134190.2
OG0009544	XP_045140645.1	XP_020932764.1
OG0009545	XP_045140646.1	NP_001139459.1, XP_005672664.2
OG0009546	XP_045140732.1	XP_020940640.1
OG0009547	XP_004703675.1	XP_013840224.1
OG0009548	XP_004703779.2	NP_001231201.1, XP_020932225.1
OG0009549	XP_030744846.1, XP_045147104.1	XP_020932330.1
OG0009550	XP_045141120.1	XP_020932180.1
OG0009551	XP_045141186.1	NP_001090917.1
OG0009552	XP_045141191.1	XP_020932620.1
OG0009553	XP_045141192.1	XP_005672479.2
OG0009554	XP_004698132.1	XP_013840191.2
OG0009555	XP_045141110.1	XP_020932254.1
OG0009556	XP_045140999.1	XP_013846079.1
OG0009557	XP_004698135.1	NP_001165226.1
OG0009558	XP_004698139.2	XP_003133928.2
OG0009559	XP_045141195.1	NP_001231813.1
OG0009560	XP_045141201.1	XP_020932718.1
OG0009561	XP_045141203.1	XP_020932749.1
OG0009562	XP_045140998.1	XP_005672454.2
OG0009563	XP_004718171.2	XP_003133898.4
OG0009564	XP_004718259.2	XP_013850329.2
OG0009566	XP_004698425.1	XP_005672468.1
OG0009567	XP_030744267.1	XP_005667544.2
OG0009568	XP_012863660.1	XP_020918680.1
OG0009569	XP_004712844.1	NP_998940.1
OG0009571	XP_012859294.2	XP_020952263.1
OG0009572	XP_004714272.2	XP_003130131.2
OG0009573	XP_045139597.1	XP_005667520.1
OG0009574	XP_045151119.1	XP_020918823.1
OG0009575	XP_045151121.1	XP_005667569.1
OG0009576	XP_045151534.1	XP_020918816.1
OG0009577	XP_004714249.1	XP_020957818.1, NP_998955.1
OG0009578	XP_004716309.1	XP_003130068.1
OG0009579	XP_004716334.3	XP_020918682.1
OG0009580	XP_004716328.1	XP_003129993.1
OG0009581	XP_045139551.1	XP_020918646.1
OG0009582	XP_045139499.1	XP_020918637.1
OG0009583	XP_004712820.1	XP_020918635.1
OG0009584	XP_012862730.1	XP_003129980.1
OG0009585	XP_004712828.1	XP_003129975.1
OG0009586	XP_004712896.2	XP_020918604.1
OG0009587	XP_045139504.1	XP_020918570.1
OG0009588	XP_012862738.1	XP_003129953.1
OG0009589	XP_004712907.1	XP_020918561.1
OG0009590	XP_045139521.1	XP_020918558.1
OG0009591	XP_045139507.1	XP_005667436.1
OG0009592	XP_030744241.1	XP_020918536.1
OG0009593	XP_004712856.1	NP_999563.1
OG0009594	XP_045139511.1	XP_020918534.1
OG0009595	XP_045139514.1	XP_020918499.1
OG0009596	XP_004709029.1, XP_045153723.1	XP_003129916.2
OG0009597	XP_004714725.1	NP_001172098.1
OG0009598	XP_045150267.1, XP_030743552.2	XP_020918434.1
OG0009599	XP_004709099.1	XP_020918427.1
OG0009600	XP_004709036.1	NP_001009576.1
OG0009601	XP_045153676.1	NP_999230.1
OG0009602	XP_004709106.1	XP_013834813.1
OG0009603	XP_045153698.1	XP_020918410.1
OG0009604	XP_045153694.1	XP_005667358.1
OG0009605	XP_045153672.1	XP_005667355.1
OG0009606	XP_045153671.1	XP_013834803.2
OG0009607	XP_004709046.1	XP_013834802.1
OG0009608	XP_030743547.1	XP_003130141.3
OG0009609	XP_045153714.1, XP_045142895.1	XP_003129870.1
OG0009610	XP_045153670.1, XP_004709059.1	XP_003129856.2
OG0009611	XP_045149268.1	XP_020923358.1
OG0009612	XP_004716214.1	XP_013836683.2
OG0009613	XP_004716251.1	XP_003131918.1
OG0009614	XP_004716210.1	XP_003358264.1
OG0009615	XP_045149286.1	XP_003131924.3
OG0009616	XP_004716207.1	XP_013836698.2
OG0009617	XP_045149445.1	XP_013836715.1
OG0009618	XP_004716198.2	XP_013836702.1, NP_001230850.1
OG0009620	XP_004716185.1	XP_020923448.1
OG0009621	XP_004716179.1	XP_003131963.2
OG0009622	XP_004712931.1	XP_003131974.1
OG0009623	XP_004712936.1	XP_003354990.2
OG0009624	XP_012862775.2	XP_020923466.1
OG0009625	XP_004712954.1	XP_020923484.1
OG0009626	XP_004712947.1	XP_020923481.1, XP_020923480.1
OG0009627	XP_004712952.1	XP_003483146.2
OG0009628	XP_004712948.1	XP_020940266.1
OG0009629	XP_004712965.1	NP_001038084.1
OG0009630	XP_004712967.1	XP_003132022.3
OG0009632	XP_045149373.1, XP_004712969.1	XP_003131993.2
OG0009633	XP_004712974.1	XP_013845473.2
OG0009634	XP_004712994.1	NP_001230791.1, XP_005657109.2
OG0009635	XP_004712999.1	NP_999016.1
OG0009636	XP_004709403.2	XP_003132044.1
OG0009637	XP_030742367.2	XP_003132045.1
OG0009638	XP_045149426.1	XP_020921941.1, XP_020921942.1
OG0009639	XP_012863675.2	XP_020923551.1
OG0009640	XP_045149336.1	NP_001231555.1
OG0009641	XP_012863672.1	XP_013835721.1
OG0009642	XP_045150899.1, XP_045149309.1	XP_020921947.1
OG0009643	XP_004709247.1	XP_003132072.1
OG0009644	XP_045146213.1	NP_999303.1
OG0009645	XP_045146216.1	XP_020923614.1
OG0009646	XP_004713017.1	XP_020923645.1
OG0009647	XP_030742377.1	XP_020923655.1
OG0009648	XP_004713086.1	XP_020923657.1
OG0009649	XP_004713006.1	NP_001231078.1, XP_020921748.1
OG0009650	XP_045149240.1	XP_020923689.1
OG0009651	XP_045147844.1	XP_003127984.1
OG0009652	XP_045147739.1	XP_020952226.1
OG0009653	XP_004699449.1	NP_001090920.2
OG0009654	XP_004699450.1	NP_999431.1
OG0009655	XP_004699701.1	XP_003356503.2
OG0009656	XP_004699467.2	XP_020952271.1
OG0009657	XP_045147744.1	NP_001161887.1
OG0009658	XP_030743825.1	XP_020950837.1
OG0009659	XP_045155171.1	XP_005653393.1
OG0009660	XP_004705551.2, XP_045153400.1, XP_045155169.1	XP_020953103.1
OG0009661	XP_045155086.1	XP_020953101.1
OG0009662	XP_045155045.1	XP_020953115.1
OG0009663	XP_004705275.1	XP_003127551.2
OG0009664	XP_004705541.1	XP_020950855.1
OG0009665	XP_004705533.1	XP_003356172.1
OG0009666	XP_004705270.1	XP_020953493.1
OG0009667	XP_004705530.1	NP_001231284.1
OG0009668	XP_004705528.1	XP_020953249.1
OG0009669	XP_045154929.1	XP_020950891.1
OG0009670	XP_045155148.1	XP_013844195.2
OG0009671	XP_004705516.1	XP_003127589.2
OG0009672	XP_004705253.1	XP_005656066.2
OG0009673	XP_045155147.1	XP_020950929.1
OG0009674	XP_012860832.2	XP_003127586.4
OG0009675	XP_045154677.1	XP_020950969.1
OG0009676	XP_045149655.1	XP_013849829.2
OG0009677	XP_004704790.1	XP_020952662.1
OG0009679	XP_004704793.1	XP_020949290.1
OG0009680	XP_004704802.2	XP_020949327.1
OG0009681	XP_045149670.1	NP_001230769.1
OG0009682	XP_004704572.1	XP_003126862.4
OG0009683	XP_045149535.1	XP_003126865.1, XP_020949375.1
OG0009684	XP_004704818.1	XP_003126874.1
OG0009685	XP_045149501.1	XP_020949397.1
OG0009686	XP_004704583.1	XP_020949399.1
OG0009687	XP_030742440.2	XP_003126888.2
OG0009688	XP_012860604.1	NP_001129984.1, XP_020948901.1
OG0009689	XP_045149644.1	XP_020952712.1
OG0009690	XP_045149796.1, XP_004705109.1	XP_020952736.1
OG0009691	XP_012860609.2	XP_003126907.1
OG0009692	XP_004704596.1	XP_003126911.3
OG0009693	XP_004704858.1	XP_020949468.1
OG0009694	XP_045149859.1	XP_020949473.1
OG0009695	XP_045149599.1	XP_020952747.1
OG0009696	XP_004704642.1	NP_001230347.1, XP_020949091.1
OG0009697	XP_045149853.1	XP_020949534.1
OG0009698	XP_045149579.1	XP_020949821.1
OG0009699	XP_045149525.1	NP_001158328.1, XP_020948926.1
OG0009700	XP_004704660.1	XP_003355828.4
OG0009701	XP_045149710.1	XP_005664494.1
OG0009702	XP_004704889.1	XP_020949760.1
OG0009703	XP_045149692.1	XP_020949729.1
OG0009704	XP_045149622.1	XP_003126981.3
OG0009705	XP_045149842.1	NP_001230549.1, XP_020949079.1
OG0009706	XP_004709035.1	XP_020918413.1
OG0009707	XP_045147685.1	XP_020952242.1
OG0009708	XP_012860971.2	XP_003124635.1
OG0009709	XP_030740273.1	XP_003354694.2
OG0009710	XP_045148131.1	XP_013852726.1, XP_020945700.1
OG0009711	XP_045144285.1	XP_020935551.1
OG0009712	XP_004705627.1	NP_001280073.1
OG0009713	XP_045140457.1	XP_003481058.2
OG0009714	XP_045140692.1	NP_001106691.1
OG0009715	XP_045140663.1	XP_003124471.1
OG0009716	XP_045140659.1	XP_003124451.2
OG0009717	XP_004706047.1	XP_020941975.1, XP_013850981.2, XP_020941976.1, XP_013850984.2
OG0009718	XP_045141841.1	XP_020941950.1
OG0009719	XP_030743537.1, XP_004706029.2	XP_005661993.1
OG0009720	XP_004705672.1	XP_003124428.1
OG0009721	XP_045140297.1	XP_020941874.1
OG0009722	XP_045141430.1, XP_045149695.1	XP_020941867.1
OG0009723	XP_045140435.1	XP_003124347.2
OG0009724	XP_045141874.1	XP_020941755.1
OG0009725	XP_045140416.1, XP_030744098.1	XP_003354495.2
OG0009726	XP_004705965.1	XP_020941736.1
OG0009727	XP_030740268.2	XP_020941732.1
OG0009728	XP_045140318.1	XP_020941700.1
OG0009729	XP_045140938.1	XP_005661885.1, NP_001231701.1
OG0009730	XP_045140313.1	XP_020941680.1
OG0009731	XP_004705941.1	NP_001171683.1, XP_020941292.1
OG0009732	XP_004705938.1	XP_013843143.2
OG0009733	XP_045140257.1	XP_003481014.1
OG0009734	XP_004705927.1	XP_020941581.1
OG0009735	XP_004706062.1	XP_020942038.1
OG0009736	XP_045141867.1	XP_003124520.1
OG0009737	XP_045140751.1	XP_003124544.1
OG0009738	XP_004705704.1	XP_020942070.1
OG0009739	XP_045140778.1	XP_020942074.1
OG0009740	XP_004705719.2	XP_005653074.1
OG0009741	XP_030740271.1	XP_020944030.1
OG0009742	XP_004705724.1	XP_020942085.1
OG0009743	XP_004705731.1	XP_003354591.2
OG0009744	XP_004705737.2	NP_001161114.1, XP_005655145.1
OG0009745	XP_004705743.1	XP_020943672.1
OG0009746	XP_045141621.1	XP_020941552.1, NP_001007521.1
OG0009747	XP_004705752.1	XP_003124563.3
OG0009748	XP_004705755.1	NP_001191322.1, XP_020941340.1
OG0009749	XP_045141830.1	XP_020943708.1
OG0009750	XP_045140860.1	XP_005662104.2, NP_001231451.1
OG0009751	XP_004706111.1	XP_003124580.3
OG0009752	XP_012860916.1	NP_001106153.1
OG0009753	XP_045141893.1	XP_020936974.1
OG0009754	XP_045140895.1	XP_003130516.1
OG0009755	XP_004706119.1	XP_003124591.1
OG0009756	XP_045141612.1, XP_004705789.1	XP_020942140.1
OG0009757	XP_030740234.2	XP_020942162.1
OG0009759	XP_045149215.1, XP_004705804.1	XP_020942200.1
OG0009760	XP_045141933.1	XP_003361868.2
OG0009761	XP_004705920.1	XP_003124634.3
OG0009762	XP_004706315.2	XP_020943714.1
OG0009763	XP_030744863.1	XP_020942251.1
OG0009764	XP_045139852.1	XP_013851102.1
OG0009766	XP_045141988.1	XP_003354664.3
OG0009767	XP_045141986.1	XP_003124653.1
OG0009768	XP_004706293.1	XP_013851121.2
OG0009769	XP_045141982.1	XP_003124688.4
OG0009770	XP_045140634.1	XP_020942322.1
OG0009771	XP_012860968.1	XP_013851133.1, XP_013851134.1, XP_020942328.1
OG0009772	XP_045139933.1	XP_020942354.1
OG0009773	XP_004705892.1	XP_020942355.1
OG0009774	XP_004705888.1	XP_020943744.1
OG0009775	XP_012860995.1	XP_013851174.1
OG0009776	XP_004705870.1	XP_003354688.1
OG0009777	XP_045141965.1	XP_020942429.1
OG0009778	XP_045139888.1	XP_003124781.1
OG0009779	XP_045141961.1	XP_020942513.1
OG0009780	XP_004706191.1	XP_020942521.1
OG0009781	XP_045141955.1	XP_020942534.1
OG0009782	XP_004706178.2	XP_005662293.1
OG0009783	XP_004705841.1	XP_013851217.1
OG0009784	XP_004705835.1	XP_003124756.2
OG0009785	XP_004706168.1	XP_020942574.1
OG0009786	XP_004706165.1	XP_020942598.1
OG0009787	XP_045141948.1	XP_013843180.1
OG0009789	XP_012859232.2	XP_003125904.3
OG0009790	XP_004699272.1	XP_020944406.1, NP_001138373.1
OG0009791	XP_045147756.1	XP_020945744.1
OG0009792	XP_045147951.1	XP_020945745.1
OG0009793	XP_004699273.1	XP_001925705.4
OG0009794	XP_030742016.1	XP_020945749.1
OG0009795	XP_012859237.1	XP_005663656.1
OG0009796	XP_045147952.1	XP_020945754.1
OG0009797	XP_045147664.1	XP_020945766.1
OG0009798	XP_045147964.1	XP_020945810.1
OG0009799	XP_004699295.1	XP_013852801.1, NP_001231930.1
OG0009800	XP_004699308.1, XP_045153291.1	NP_001230603.1
OG0009801	XP_004699315.1	XP_003481559.1
OG0009802	XP_045147976.1	XP_003125954.2
OG0009803	XP_045147855.1	XP_020945910.1
OG0009804	XP_045147754.1	XP_020946490.1
OG0009805	XP_045147980.1	XP_005663778.1
OG0009806	XP_045148055.1	NP_999313.2
OG0009807	XP_045147897.1	XP_020946001.1
OG0009808	XP_004699343.1	XP_001928180.1
OG0009809	XP_004699344.1	XP_020946013.1
OG0009810	XP_045148054.1	XP_020952011.1
OG0009811	XP_012859277.2	XP_020952014.1
OG0009812	XP_045147986.1	XP_020952030.1
OG0009813	XP_004699361.2, XP_045145491.1	XP_003356469.2
OG0009814	XP_045148122.1	XP_020952098.1
OG0009815	XP_004699375.1	NP_001027529.1
OG0009816	XP_045148111.1	XP_013851686.1
OG0009817	XP_004699667.1	XP_005656188.2, NP_998999.1
OG0009818	XP_004718254.2	XP_013844321.1, NP_001038047.1
OG0009819	XP_045153918.1	XP_020919415.1
OG0009820	XP_045151982.1	XP_020948444.1
OG0009821	XP_004714683.2	XP_020945465.1
OG0009822	XP_004702958.2	XP_020951828.1
OG0009823	XP_045152148.1	XP_020951794.1
OG0009824	XP_045141723.1	XP_005659921.3
OG0009825	XP_004699869.2	XP_020920226.1
OG0009826	XP_045154172.1	XP_020920193.1
OG0009827	XP_004699841.2	NP_001254822.1
OG0009828	XP_045154026.1	XP_003130644.5
OG0009829	XP_045154073.1	XP_020918980.1
OG0009830	XP_004699931.1, XP_012860267.2	XP_020919516.1
OG0009831	XP_004700201.1	XP_020919630.1
OG0009832	XP_004699937.1	XP_003357637.2
OG0009833	XP_045153915.1	XP_020919403.1
OG0009834	XP_004706752.1	XP_013845111.1
OG0009835	XP_004706751.1	NP_001230649.1, XP_020957664.1
OG0009836	XP_045153920.1	XP_020958273.1
OG0009837	XP_004706843.1	XP_003130417.1
OG0009838	XP_004706842.2	XP_003482786.2
OG0009839	XP_045153925.1	NP_001230148.1
OG0009840	XP_004706724.1	XP_013833352.2
OG0009841	XP_045154086.1	XP_020919481.1
OG0009842	XP_004706864.1	XP_020919396.1
OG0009843	XP_045153913.1	XP_003130389.2
OG0009844	XP_004706874.1	XP_013845083.1
OG0009845	XP_045153775.1	NP_001123430.1
OG0009847	XP_030743624.1	XP_020945098.1
OG0009848	XP_004706900.2	XP_001928558.1
OG0009849	XP_030743622.2	XP_020945130.1
OG0009850	XP_004706909.1	XP_020945136.1
OG0009851	XP_004706814.1	XP_001925145.1
OG0009852	XP_030742030.1	XP_020920028.1
OG0009853	XP_004700008.1	XP_020920112.1
OG0009854	XP_004700019.1	NP_001153564.2
OG0009855	XP_004700021.1	XP_020920100.1
OG0009856	XP_004700006.1	XP_020920072.1
OG0009857	XP_004700000.1, XP_012859209.1	XP_003130588.1
OG0009858	XP_004699995.1	XP_020920044.1
OG0009859	XP_045154457.1	XP_001929559.3
OG0009860	XP_004714821.2	XP_013852411.1
OG0009861	XP_004714767.2	XP_020945331.1
OG0009862	XP_004714753.1	NP_001116635.1
OG0009863	XP_004714744.1	NP_001230556.1
OG0009864	XP_004714739.1	XP_001928683.2
OG0009865	XP_045154407.1	XP_013852457.1
OG0009866	XP_004714729.1	XP_013852466.1
OG0009867	XP_004714807.1	XP_020945401.1
OG0009868	XP_045154284.1	NP_001161888.1, XP_013852453.1
OG0009869	XP_012863193.1	XP_001929477.1
OG0009870	XP_045154281.1	XP_020945454.1
OG0009871	XP_004714687.1	XP_020945460.1
OG0009872	XP_004714680.1	NP_001230197.1
OG0009873	XP_045152043.1	XP_020948281.1
OG0009874	XP_004703155.1	XP_020948255.1
OG0009875	XP_004703024.2	XP_020948233.1
OG0009876	XP_045152065.1	XP_003121464.3
OG0009877	XP_030743117.2	NP_001172095.1
OG0009878	XP_012860244.1, XP_045152173.1	XP_003356456.1
OG0009879	XP_045152059.1	XP_020951870.1
OG0009880	XP_004702988.1	XP_003127934.2
OG0009881	XP_004702987.1	NP_999377.1
OG0009882	XP_004702978.1	XP_003127923.1
OG0009883	XP_004702973.1	NP_001231733.1
OG0009884	XP_004702971.1	XP_005665384.1
OG0009885	XP_030743201.1, XP_045152153.1	XP_020951816.1
OG0009886	XP_012860160.1	XP_020951728.1
OG0009887	XP_004703106.2	XP_020951726.1
OG0009888	XP_045154278.1	XP_020951708.1
OG0009889	XP_012860423.1	XP_005656164.1, NP_001106166.1
OG0009890	XP_045145004.1	XP_005665331.2
OG0009891	XP_045151983.1	XP_020948667.1
OG0009892	XP_004703159.2	XP_013848297.1, NP_001229958.1
OG0009893	XP_004703034.1	NP_001231104.1, XP_005659511.1
OG0009894	XP_004703158.1	XP_013848301.1
OG0009895	XP_004697316.1	XP_020939056.1
