Orthogroup	Echinops_telfairi	Ictidomys_tridecemlineatus
OG0009084	XP_004696423.1	XP_040139628.1
OG0009085	XP_004701744.1	XP_005326460.1
OG0009086	XP_045153787.1, XP_045143129.1	XP_005333056.1
OG0009087	XP_012861624.1	XP_005324455.1
OG0009088	XP_045150542.1	XP_005330217.1
OG0009089	XP_004709143.1	XP_005342027.1
OG0009090	XP_012860904.2	XP_005343060.2
OG0009091	XP_004713313.1	XP_005321128.1
OG0009092	XP_004710856.1	XP_013211198.1
OG0009093	XP_004713507.1	XP_005331119.1
OG0009094	XP_045139773.1	XP_005316317.1
OG0009095	XP_045140958.1, XP_045141040.1	XP_040130460.1
OG0009096	XP_004715195.1	XP_040148597.1
OG0009097	XP_045145421.1	XP_021577882.1
OG0009098	XP_045151614.1	XP_005331263.1
OG0009100	XP_004701398.1	XP_040128057.1
OG0009101	XP_004697543.1	XP_005328684.1
OG0009102	XP_045145317.1	XP_005326305.1
OG0009103	XP_045149944.1	XP_040137821.1
OG0009104	XP_012863354.1, XP_045149915.1	XP_005338687.1
OG0009105	XP_004716710.2	XP_021586246.2
OG0009106	XP_004699873.1	XP_005330384.1
OG0009107	XP_004704358.2	XP_021585293.1
OG0009108	XP_045156056.1	XP_005339773.1
OG0009109	XP_030740503.1	XP_005342589.1
OG0009111	XP_004702134.1	XP_040139530.1
OG0009112	XP_045154019.1	XP_005330378.1
OG0009113	XP_004707876.1	XP_005331141.1
OG0009114	XP_004705875.1	XP_005337822.1
OG0009115	XP_004713619.1	XP_021587436.2
OG0009116	XP_045147010.1	XP_040140533.1
OG0009117	XP_004703342.1	XP_005325804.3
OG0009118	XP_004702053.1	XP_005329823.1
OG0009119	XP_004704992.1	XP_005317923.1
OG0009120	XP_004711636.1	XP_005326808.2
OG0009121	XP_004700045.1, XP_045154876.1	XP_040137785.1
OG0009122	XP_045144415.1	XP_021584474.2
OG0009123	XP_004700285.2	XP_040137719.1
OG0009124	XP_030741523.1	XP_005336173.1
OG0009125	XP_004716302.1	XP_021584759.2
OG0009126	XP_045149343.1	XP_005332858.1
OG0009128	XP_004712309.2, XP_045144548.1	XP_005340327.1
OG0009129	XP_004704757.1	XP_005318199.1
OG0009130	XP_012860788.1	XP_040144241.1, XP_005339307.2
OG0009131	XP_012859193.1	XP_005322906.1
OG0009132	XP_004711239.1	XP_040127965.1, XP_005340744.1
OG0009133	XP_004697166.1	XP_040128883.1
OG0009134	XP_004700959.1	XP_040128466.1
OG0009135	XP_004701122.1	XP_005333781.1
OG0009136	XP_004716741.1	XP_013219326.1
OG0009137	XP_045148923.1	XP_005318895.1
OG0009138	XP_030742774.1	XP_005318661.1
OG0009139	XP_004709836.1	XP_005317198.1
OG0009140	XP_004699124.2	XP_021579508.1
OG0009141	XP_045148850.1	XP_013218878.1
OG0009142	XP_004714293.1	XP_005332150.1
OG0009143	XP_012861361.2, XP_004707188.1	XP_013212454.1
OG0009144	XP_004702279.1	XP_005335419.1
OG0009145	XP_004713876.1	XP_005324164.1
OG0009146	XP_045148735.1	XP_021590842.1, XP_005338239.1
OG0009147	XP_004702012.1	XP_005321415.1
OG0009148	XP_004716074.2	XP_040133498.1
OG0009149	XP_004704736.1	XP_005318225.1
OG0009150	XP_030744160.1	XP_005332071.1
OG0009151	XP_030740382.1	XP_005316582.1
OG0009152	XP_004712098.2	XP_005316865.1
OG0009153	XP_004698460.1	XP_021588827.1
OG0009154	XP_045141135.1	XP_005319724.1
OG0009155	XP_004703017.1	XP_040129694.1, XP_005325624.1
OG0009156	XP_045152055.1	XP_005329123.1
OG0009157	XP_004703573.1	XP_005329088.1
OG0009158	XP_030743665.1	XP_005330424.1
OG0009159	XP_045143562.1	NP_001269181.1, XP_013212922.1
OG0009160	XP_004697424.2	XP_040149450.1, XP_005316140.1
OG0009161	XP_004696967.1	XP_005323636.1
OG0009162	NP_001280669.1	NP_001280676.1, XP_040143160.1
OG0009163	XP_045139517.1	XP_040141143.1
OG0009164	XP_045143613.1	XP_021576593.1
OG0009165	XP_004713789.1	XP_005333596.1
OG0009166	XP_045148224.1	XP_040139621.1
OG0009167	XP_004713225.1	XP_005338711.1
OG0009168	XP_045140031.1	XP_005319989.1
OG0009169	XP_045144291.1	XP_040141689.1
OG0009170	XP_004705484.1	XP_040143865.1
OG0009171	XP_004704160.1	XP_013219681.2
OG0009172	XP_045150695.1, XP_045150699.1	XP_021585606.1
OG0009173	XP_004698469.2	XP_040129327.1
OG0009174	XP_045145468.1	XP_040148666.1
OG0009175	XP_030741285.1	XP_040148793.1
OG0009176	XP_045152983.1	XP_040124174.1
OG0009177	XP_004701130.1	XP_005333788.1
OG0009178	XP_004702442.1	XP_040146923.1
OG0009179	XP_045155543.1, XP_004709215.1	XP_005332582.1
OG0009180	XP_004711408.1	XP_005325063.1
OG0009181	XP_004714790.1	XP_005331315.1, XP_040143523.1
OG0009183	XP_045146146.1	XP_040149285.1
OG0009184	XP_004716981.1, XP_004716983.1, XP_004716982.2	XP_005341755.1
OG0009185	XP_004716319.2	XP_005339572.1
OG0009186	XP_004697225.2	XP_005340950.1
OG0009187	XP_012862281.1	XP_040142090.1
OG0009188	XP_004714955.1	XP_005331665.1
OG0009189	XP_004702193.1	XP_005334907.1
OG0009190	XP_045150501.1	XP_013212350.1
OG0009191	XP_004702261.1	XP_005336138.1
OG0009192	XP_030742631.1	XP_040137985.1
OG0009196	XP_045148617.1	XP_040134916.1
OG0009197	XP_012862966.1	XP_013213497.1
OG0009198	XP_012862152.1	XP_040136001.1
OG0009199	XP_004710476.1	XP_005336701.1
OG0009201	XP_045149823.1	XP_005330706.1
OG0009202	XP_004715984.1	XP_005334421.1
OG0009203	XP_030743156.1	XP_040127696.1
OG0009204	XP_045152074.1	XP_040131358.1
OG0009205	XP_045152011.1	XP_040131382.1
OG0009206	XP_012860219.1	XP_040128121.1
OG0009207	XP_004703067.2	XP_005323092.1
OG0009208	XP_045150601.1	XP_005329852.1
OG0009209	XP_045150529.1	XP_040137996.1
OG0009210	XP_045150527.1	XP_040139320.1
OG0009212	XP_045150526.1	XP_021585137.1
OG0009213	XP_012859902.1	XP_040139323.1, XP_005329870.1
OG0009214	XP_004702024.1	XP_005334900.1
OG0009215	XP_004702005.1	XP_005321426.1
OG0009216	XP_045150380.1	XP_005321427.1
OG0009217	XP_045150477.1	XP_013212364.2
OG0009218	XP_004701990.2	XP_040139410.1
OG0009219	XP_045150349.1	XP_013212370.1
OG0009220	XP_004701977.1	XP_005321477.1
OG0009221	XP_045150397.1	XP_040139464.1
OG0009223	XP_045150480.1	XP_040139510.1
OG0009224	XP_004702073.1	XP_040137982.1
OG0009225	XP_004702072.1	XP_005340907.1
OG0009226	XP_012859948.2	XP_005336146.1
OG0009227	XP_004702082.1	XP_005336144.1
OG0009228	XP_045150235.1	XP_021589461.1
OG0009229	XP_004702099.1	XP_005340578.1
OG0009231	XP_045150427.1	XP_013218340.1
OG0009232	XP_045150655.1	XP_005335435.1
OG0009233	XP_004702111.1	XP_005335430.1
OG0009234	XP_004702112.1	XP_040139198.1
OG0009235	XP_045150240.1	XP_040139200.1
OG0009236	XP_004702123.1	XP_005340406.1
OG0009237	XP_045150242.1	XP_040139257.1
OG0009238	XP_045145360.1	XP_040126906.1, XP_040143262.1
OG0009240	XP_045145358.1	XP_005334947.1
OG0009241	XP_045154562.1	XP_040141558.1
OG0009242	XP_004717589.1	XP_005335185.1
OG0009243	XP_045144536.1	XP_040139726.1
OG0009244	XP_004713883.1	XP_005324154.1
OG0009245	XP_030741007.1	XP_021581296.1
OG0009246	XP_045145300.1	XP_040139735.1
OG0009247	XP_004714606.1	XP_005324140.1
OG0009248	XP_004714608.1	XP_005324131.1
OG0009249	XP_045145264.1	XP_021583887.2
OG0009250	XP_004713983.1	XP_040131333.1
OG0009251	XP_004713959.1	XP_005340479.3
OG0009253	XP_004715758.2	XP_021576669.1
OG0009254	XP_004710510.1	XP_013221324.2
OG0009255	XP_045148550.1	XP_040134936.1
OG0009256	XP_045148553.1	XP_021576715.1
OG0009257	XP_045148557.1	XP_040135318.1
OG0009258	XP_004710728.1	XP_040135601.1
OG0009259	XP_004710499.1	XP_005336744.1
OG0009260	XP_045148880.1	XP_005336800.2
OG0009261	XP_045148862.1	XP_021589847.1
OG0009262	XP_004710703.1	XP_040135124.1
OG0009263	XP_012862103.1	XP_040135532.1
OG0009264	XP_004710694.2	XP_040134925.1
OG0009265	XP_004710469.1	XP_005336685.1
OG0009266	XP_045148591.1	XP_040134922.1
OG0009267	XP_004710457.1	XP_005336631.1
OG0009268	XP_045148602.1	XP_005338297.1
OG0009269	XP_012862073.1	XP_040136095.1
OG0009270	XP_004710444.1	XP_005338288.1
OG0009272	XP_045148613.1	XP_021590864.1
OG0009273	XP_030742202.1	XP_040135708.1
OG0009274	XP_012862188.2	XP_013219628.2
OG0009275	XP_045148621.1	XP_005338237.1, XP_013219661.1
OG0009276	XP_045148971.1	XP_040134915.1
OG0009277	XP_004710589.1	XP_040135611.1
OG0009278	XP_004710583.1	XP_040134912.1
OG0009279	XP_004710579.1	XP_005338207.1
OG0009280	XP_004710418.1	XP_040134791.1
OG0009281	XP_045148629.1	XP_040134763.1
OG0009282	XP_004710411.1	XP_021590840.1
OG0009283	XP_004710410.1	XP_021589687.1, XP_040135698.1, XP_040135697.1, XP_021589689.1
OG0009284	XP_004710571.2	XP_005336518.1
OG0009285	XP_012862039.1	XP_005336509.1
OG0009286	XP_012862038.1	XP_013218859.1
OG0009287	XP_004710565.1, XP_045148759.1	XP_013218861.1
OG0009288	XP_045148634.1	XP_005336500.1
OG0009289	XP_045148742.1	XP_005336501.1
OG0009290	XP_004710394.1	XP_021589703.1
OG0009291	XP_004710542.1	XP_013218844.1
OG0009292	XP_004710543.1	XP_040136080.1
OG0009293	XP_004715897.1	XP_005340555.1
OG0009294	XP_045148643.1	XP_005335893.2, XP_005340553.1
OG0009295	XP_004715901.1	XP_005340569.1
OG0009296	XP_045148652.1	XP_021576883.1
OG0009297	XP_004715866.1	XP_005330623.1
OG0009298	XP_045148667.1	XP_005330629.1
OG0009299	XP_045148854.1	XP_040135349.1
OG0009300	XP_045148649.1	XP_013216345.1
OG0009301	XP_045148848.1	XP_005330646.1
OG0009302	XP_045148647.1	XP_040135448.1
OG0009303	XP_012863505.1	XP_005342949.2
OG0009304	XP_045148879.1	XP_021585705.1
OG0009305	XP_045148851.1	XP_013216357.2
OG0009306	XP_004715881.1	XP_005330675.1
OG0009307	XP_045149818.1	XP_005330689.2
OG0009308	XP_004704968.1	XP_040135791.1
OG0009309	XP_004704967.2	XP_040134818.1
OG0009310	XP_030744927.1	XP_005320363.1
OG0009311	XP_004697124.1	XP_005324254.1
OG0009312	XP_045141167.1	XP_040129073.1
OG0009313	XP_004703603.1	XP_005329019.1
OG0009314	XP_004705095.2	XP_005317770.2
OG0009315	XP_004705382.1	XP_005318142.1
OG0009316	XP_004705123.1	XP_021590296.1
OG0009317	XP_004705411.1	XP_005318127.1
OG0009318	XP_012860741.1	XP_021589860.1
OG0009319	XP_004704945.1	XP_013221101.2
OG0009320	XP_004705106.1	XP_005317759.1
OG0009321	XP_004705122.1	XP_040144115.1, XP_021588822.1
OG0009322	XP_004705443.1	XP_005317596.1
OG0009323	XP_004705209.1	XP_005317573.1
OG0009324	XP_004702353.1	XP_021585900.1
OG0009325	XP_045146093.1	XP_005330884.1
OG0009326	XP_045145814.1	XP_005330879.1
OG0009327	XP_030744223.1	XP_040134076.1
OG0009328	XP_004716164.1	XP_005320324.1
OG0009329	XP_045156161.1	XP_013214284.2
OG0009330	XP_004702341.1	XP_005330872.1
OG0009331	XP_004706613.1, XP_004702324.1	XP_005334337.1
OG0009332	XP_012863571.1	XP_021582358.1
OG0009333	XP_045141565.1	XP_040133788.1
OG0009334	XP_045141576.1	XP_021588098.1
OG0009335	XP_004712689.3	XP_005320332.1
OG0009336	XP_004712684.1	XP_040133698.1
OG0009337	XP_004712683.1	XP_005320349.1
OG0009339	XP_012860004.3	XP_005320389.1
OG0009340	XP_045145783.1	XP_021578740.1
OG0009341	XP_004696718.1, XP_045140597.1	XP_021583390.1
OG0009342	XP_004696719.1	XP_005327341.1
OG0009343	XP_045140676.1	XP_005327364.1
OG0009344	XP_004696727.1	XP_005327359.1
OG0009345	XP_004696760.1	XP_005324256.1
OG0009346	XP_004696762.1	XP_013213548.1
OG0009347	XP_045140656.1	XP_040129492.1
OG0009348	XP_045141091.1	XP_040129075.1
OG0009349	XP_045141175.1	XP_005319681.1
OG0009350	XP_004703664.1	XP_005319669.2
OG0009351	XP_004703762.1	XP_005319649.1
OG0009352	XP_004703761.1	XP_040129735.1, XP_005319644.1
OG0009353	XP_004703633.1	XP_040129770.1
OG0009354	XP_045141339.1	XP_040129627.1
OG0009355	XP_004703620.2	XP_005319605.1
OG0009356	XP_004703616.1	XP_005319599.1
OG0009357	XP_004703614.2	XP_005319598.1
OG0009358	XP_045141164.1	XP_021584536.1
OG0009359	XP_012860363.2	XP_005329022.1
OG0009360	XP_045141163.1	XP_005329020.2
OG0009361	XP_004703598.1	XP_005329015.1
OG0009362	XP_045141158.1	XP_005329007.1
OG0009363	XP_030742397.1	XP_013221325.1
OG0009364	XP_045149605.1	XP_005318302.1
OG0009365	XP_004704692.1	XP_005318300.1
OG0009366	XP_004704705.1	XP_005318277.1
OG0009367	XP_004704713.1	XP_005318259.1
OG0009368	XP_004704717.1	XP_005318252.1
OG0009369	XP_004704722.1	XP_005318241.1
OG0009370	XP_004704723.1	XP_040134963.1
OG0009371	XP_004704726.1	XP_005318235.1
OG0009372	XP_045149731.1	XP_021576918.1
OG0009373	XP_004704744.1	XP_005318214.1
OG0009374	XP_045155091.1, XP_004705044.1	XP_021590993.1
OG0009375	XP_045154830.1	XP_005317820.1
OG0009376	XP_004705062.1	XP_021590828.1
OG0009378	XP_004705070.2	XP_005317802.1
OG0009379	XP_004705080.1	XP_005317786.2
OG0009380	XP_004705083.2	XP_040144203.1
OG0009381	XP_004705097.1	XP_040124194.1, XP_021588837.1
OG0009382	XP_030741001.1, XP_012860721.1	XP_005317750.1
OG0009383	XP_004705115.2	XP_005317735.2
OG0009384	XP_004699608.2	XP_005317734.1
OG0009385	XP_004705383.2	XP_005317732.1
OG0009386	XP_004705116.1	XP_005317733.1
OG0009387	XP_004705119.1	XP_005317728.1
OG0009388	XP_012860723.1	XP_013220378.1
OG0009389	XP_012860724.1	XP_040144116.1
OG0009390	XP_004705124.1	XP_021590298.1, XP_040144114.1
OG0009392	XP_045154862.1	XP_040145097.1
OG0009393	XP_004705393.2	XP_021590165.1
OG0009394	XP_004705144.1	XP_005317694.1
OG0009395	XP_045154909.1	XP_040145096.1
OG0009396	XP_004705397.2	XP_040144078.1, XP_005317690.1
OG0009397	XP_012860851.1	XP_005317680.1
OG0009398	XP_004705403.2	XP_005317679.1
OG0009399	XP_045154868.1	XP_005317673.1
OG0009400	XP_045154869.1	XP_005317664.1, XP_040144044.1
OG0009401	XP_004705158.1	XP_005317658.1
OG0009402	XP_004705165.1	XP_005317654.1
OG0009404	XP_012860736.1	XP_040144037.1, XP_005317649.1
OG0009405	XP_045155104.1	XP_040144036.1
OG0009406	XP_045154792.1	XP_040144029.1
OG0009407	XP_004705181.2	XP_021589818.1
OG0009408	XP_004705426.1	XP_005317618.1
OG0009409	XP_004705434.1	XP_021589697.1
OG0009410	XP_045155215.1	XP_040143978.1
OG0009411	XP_030743854.2	XP_005318117.1
OG0009412	XP_004705201.1	XP_040143931.1
OG0009413	XP_004705452.1	XP_040143928.1
OG0009414	XP_004705455.1	XP_005318107.1
OG0009415	XP_045154882.1	XP_040143899.1
OG0009416	XP_030743858.2	XP_040145084.1
OG0009417	XP_004705222.3	XP_005317546.1
OG0009418	XP_030743889.1	XP_005317544.1
OG0009419	XP_012860845.2	XP_005317545.1
OG0009421	XP_045154886.1	XP_040143881.1
OG0009422	XP_045154888.1	XP_021589229.1
OG0009423	XP_004705479.2	XP_040143867.1
OG0009424	XP_045154971.1	XP_021576069.1
OG0009425	XP_004705486.2	XP_040143862.1
OG0009426	XP_004705232.1	XP_040143856.1
OG0009427	XP_004705489.1	XP_005317510.1
OG0009428	XP_045155020.1	XP_013219231.1, XP_005317508.1
OG0009429	XP_004702518.1	XP_013216424.1
OG0009430	XP_045156160.1	XP_040133917.1
OG0009431	XP_004703725.3	XP_005328993.1
OG0009432	XP_045145418.1	XP_005319136.1
OG0009433	XP_045143077.1	XP_040137836.1
OG0009434	XP_045140995.1	XP_005327285.1
OG0009435	XP_030744785.1	XP_040127754.1
OG0009436	XP_004703529.1	XP_005326195.1
OG0009437	XP_004703699.2	XP_040129001.1
OG0009438	XP_004703547.1	XP_021582293.1
OG0009439	XP_004703557.2	XP_005315729.1
OG0009440	XP_012860349.1	XP_005315727.1
OG0009441	XP_012860350.1	XP_040127683.1
OG0009442	XP_045141139.1	XP_005315704.1
OG0009444	XP_004703721.2	XP_005329041.2
OG0009445	XP_045141039.1	XP_040129171.1
OG0009446	XP_004703585.1	XP_005328997.1
OG0009447	XP_045141277.1	XP_040128329.1
OG0009448	XP_045141154.1	XP_005329002.2
OG0009449	XP_045142284.1	XP_005320130.1
OG0009450	XP_045149325.1, XP_004717514.1	XP_005320135.1
OG0009451	XP_030740341.2	XP_005320138.1
OG0009452	XP_004709909.1	XP_040130331.1
OG0009453	XP_004709913.1	XP_005320152.1
OG0009454	XP_004709945.1	XP_005320159.1
OG0009455	XP_004709918.2	XP_005320165.1
OG0009456	XP_045152427.1	XP_021578555.1
OG0009457	XP_004709950.4	XP_013211739.2
OG0009458	XP_045152411.1	XP_013211733.1
OG0009459	XP_004709936.1	XP_005320194.1
OG0009460	XP_045142276.1	XP_005320217.1
OG0009461	XP_004708150.1	XP_005320222.1
OG0009462	XP_004708267.1	XP_005320228.1
OG0009463	XP_045142234.1	XP_005320233.1
OG0009464	XP_045142210.1	XP_040130490.1
OG0009465	XP_004708134.1	XP_005320267.1
OG0009466	XP_045141734.1, XP_045141735.1, XP_045141733.1	XP_040130939.1
OG0009467	XP_045141626.1	XP_005316940.1
OG0009469	XP_004715116.1	XP_040148637.1
OG0009470	XP_004715117.1	XP_005319046.2
OG0009471	XP_004715118.1	XP_040148639.1
OG0009472	XP_045145378.1	XP_040148640.1
OG0009473	XP_045145401.1	XP_005319056.2
OG0009474	XP_045145404.1	XP_021577845.1
OG0009475	XP_045145405.1	XP_013211365.1
OG0009476	XP_004715165.1	XP_005319080.1
OG0009477	XP_045145407.1	XP_040148749.1
OG0009478	XP_045145410.1	XP_005319096.1
OG0009479	XP_045145377.1	XP_005319100.1
OG0009480	XP_004707904.2	XP_005319000.1
OG0009481	XP_004707820.2	XP_005319008.2
OG0009482	XP_004707815.1	XP_005315997.1
OG0009483	XP_045145420.1	XP_005319026.1
OG0009484	XP_045140093.1	XP_021578412.1, XP_040141573.1
OG0009485	XP_004703221.1	XP_005319979.1
OG0009486	XP_004706406.3	XP_013211671.1
OG0009487	XP_045140013.1	XP_040148509.1
OG0009490	XP_045145416.1	XP_021577883.1
OG0009491	XP_004703208.1	XP_040148452.1
OG0009492	XP_012862523.1	XP_005316888.1
OG0009493	XP_004700062.1	XP_005334106.1
OG0009494	XP_045140643.1	XP_005325516.1
OG0009495	XP_004698147.2	XP_005341449.1
OG0009496	XP_012859668.3	XP_013217577.1
OG0009497	XP_004711717.1	XP_040134457.1
OG0009498	XP_004712234.1	XP_005320412.1
OG0009499	XP_004712269.1	XP_005320422.1
OG0009500	XP_045154151.1	XP_005320468.1
OG0009501	XP_030742050.2	XP_021578781.2
OG0009502	XP_004712230.1	XP_005320428.1
OG0009503	XP_004712263.1	XP_021578760.1
OG0009504	XP_004712262.1	XP_021578789.1
OG0009505	XP_004712227.1	XP_005320439.1
OG0009506	XP_045147424.1	XP_005334368.1
OG0009507	XP_004701167.1	XP_005334367.1
OG0009508	XP_004701192.1	XP_040128828.1
OG0009509	XP_004701193.1	XP_005326021.1
OG0009510	XP_004701194.3	XP_005326018.1
OG0009511	XP_045147623.1	XP_005325996.1
OG0009512	XP_045147627.1	XP_005325990.1
OG0009513	XP_045153025.1, XP_045147490.1	XP_040129697.1
OG0009514	XP_045147630.1	XP_021582416.1, XP_013211586.2
OG0009515	XP_004701218.1, XP_045144198.1	XP_005325974.1
OG0009516	XP_045139471.1	XP_040128700.1
OG0009518	XP_045149350.1	XP_021591110.1, XP_040129218.1
OG0009519	XP_004713041.1	XP_005340141.1
OG0009520	XP_045148088.1	XP_005340144.1
OG0009521	XP_012861112.1	XP_040128306.1
OG0009522	XP_045140620.1	XP_021587269.1
OG0009523	XP_030744663.1	XP_040128950.1
OG0009524	XP_004697201.1	XP_005333214.1
OG0009525	XP_045140622.1	XP_040129041.1
OG0009526	XP_045140701.1	XP_005333203.1
OG0009527	XP_045140864.1, XP_004696861.1, XP_045140863.1	XP_021587235.2
OG0009528	XP_045140626.1	XP_040128328.1
OG0009529	XP_004697187.1	XP_021587981.1
OG0009530	XP_004697186.1	XP_013217791.1
OG0009531	XP_004697185.2	XP_040129599.1
OG0009532	XP_004696829.1	XP_005325470.1
OG0009533	XP_004696826.1	XP_021582136.2
OG0009534	XP_004696824.1	XP_005325474.1
OG0009535	XP_004697030.1	XP_005324332.3
OG0009536	XP_004697176.1	XP_021582139.1
OG0009537	XP_004696820.1	XP_021582172.1, XP_005325483.1
OG0009538	XP_045140742.1	XP_005325504.1
OG0009539	XP_004697163.1	XP_005325509.2
OG0009540	XP_045140499.1	XP_005325511.1
OG0009541	XP_030744504.1	XP_021582165.1
OG0009542	XP_004697152.2	XP_005325538.1
OG0009543	XP_004696790.1	XP_005335865.1
OG0009544	XP_045140645.1	XP_005335864.1
OG0009545	XP_045140646.1	XP_005335860.1
OG0009546	XP_045140732.1	XP_040128082.1
OG0009547	XP_004703675.1	XP_005319691.1
OG0009548	XP_004703779.2	XP_005319703.1
OG0009549	XP_030744846.1, XP_045147104.1	XP_005319721.1
OG0009550	XP_045141120.1	XP_040128227.1
OG0009551	XP_045141186.1	XP_005325729.3
OG0009552	XP_045141191.1	XP_005325683.1
OG0009553	XP_045141192.1	XP_040129053.1
OG0009554	XP_004698132.1	XP_005325687.1
OG0009555	XP_045141110.1	XP_005325733.1
OG0009556	XP_045140999.1	XP_013214238.1
OG0009557	XP_004698135.1	XP_013214218.1
OG0009558	XP_004698139.2	XP_005325703.1
OG0009559	XP_045141195.1	XP_021582282.1
OG0009560	XP_045141201.1	XP_005325711.1
OG0009561	XP_045141203.1	XP_021582265.1
OG0009562	XP_045140998.1	XP_013211546.1
OG0009563	XP_004718171.2	XP_005336806.1
OG0009564	XP_004718259.2	XP_021587227.1
OG0009565	XP_004696794.2	XP_005325529.1
OG0009566	XP_004698425.1	XP_005343089.3
OG0009567	XP_030744267.1	XP_005330828.1
OG0009568	XP_012863660.1	XP_013215415.1
OG0009569	XP_004712844.1	XP_005328381.1
OG0009571	XP_012859294.2	XP_040145045.1
OG0009572	XP_004714272.2	XP_005330781.1
OG0009573	XP_045139597.1	XP_040141395.1
OG0009574	XP_045151119.1	XP_021590370.1
OG0009575	XP_045151121.1	XP_005330785.1
OG0009576	XP_045151534.1	XP_005330786.1
OG0009577	XP_004714249.1	XP_005330809.1
OG0009578	XP_004716309.1	XP_040139712.1
OG0009579	XP_004716334.3	XP_005328450.1
OG0009580	XP_004716328.1	XP_005328446.1
OG0009581	XP_045139551.1	XP_005328438.1
OG0009582	XP_045139499.1	XP_040141312.1
OG0009583	XP_004712820.1	XP_040141309.1
OG0009584	XP_012862730.1	XP_005328422.1
OG0009585	XP_004712828.1	XP_005328413.1
OG0009586	XP_004712896.2	XP_005328394.1
OG0009587	XP_045139504.1	XP_040139707.1
OG0009588	XP_012862738.1	XP_005328377.1
OG0009589	XP_004712907.1	XP_040141233.1
OG0009590	XP_045139521.1	XP_040141215.1
OG0009591	XP_045139507.1	XP_040141205.1
OG0009592	XP_030744241.1	XP_013215438.1
OG0009593	XP_004712856.1	XP_021584206.1
OG0009594	XP_045139511.1	XP_013215406.3
OG0009595	XP_045139514.1	XP_005334264.1
OG0009596	XP_004709029.1, XP_045153723.1	XP_005334291.1
OG0009597	XP_004714725.1	XP_005331401.1
OG0009598	XP_045150267.1, XP_030743552.2	XP_040141131.1
OG0009599	XP_004709099.1	XP_005334298.1
OG0009600	XP_004709036.1	XP_040141108.1
OG0009601	XP_045153676.1	XP_005334312.1
OG0009602	XP_004709106.1	XP_021584622.1
OG0009603	XP_045153698.1	XP_005329170.1
OG0009604	XP_045153694.1	XP_005329128.1
OG0009605	XP_045153672.1	XP_005329129.1
OG0009606	XP_045153671.1	XP_040139698.1
OG0009607	XP_004709046.1	XP_005329131.1
OG0009608	XP_030743547.1	XP_005329172.2
OG0009609	XP_045153714.1, XP_045142895.1	XP_005329134.1
OG0009610	XP_045153670.1, XP_004709059.1	XP_005329150.2
OG0009611	XP_045149268.1	XP_040125461.1
OG0009612	XP_004716214.1	XP_040125465.1
OG0009613	XP_004716251.1	XP_005337372.1
OG0009614	XP_004716210.1	XP_005337386.1
OG0009615	XP_045149286.1	XP_005337388.1
OG0009616	XP_004716207.1	XP_005337389.1
OG0009617	XP_045149445.1	XP_040125426.1
OG0009618	XP_004716198.2	XP_005337403.1
OG0009619	XP_004716231.1	XP_040125419.1
OG0009620	XP_004716185.1	XP_013219266.2
OG0009621	XP_004716179.1	XP_005337425.1
OG0009622	XP_004712931.1	XP_005332811.1
OG0009623	XP_004712936.1	XP_021587015.1
OG0009624	XP_012862775.2	XP_005332816.1
OG0009625	XP_004712954.1	XP_005332856.1
OG0009626	XP_004712947.1	XP_005332844.1
OG0009627	XP_004712952.1	XP_005332853.1
OG0009628	XP_004712948.1	XP_005332846.1
OG0009629	XP_004712965.1	XP_005332868.1
OG0009630	XP_004712967.1	XP_005332874.1
OG0009632	XP_045149373.1, XP_004712969.1	XP_021587035.1
OG0009633	XP_004712974.1	XP_021587047.1
OG0009634	XP_004712994.1	XP_013217197.1
OG0009635	XP_004712999.1	XP_040125372.1
OG0009636	XP_004709403.2	XP_005332937.1
OG0009637	XP_030742367.2	XP_013217172.1
OG0009638	XP_045149426.1	XP_021587080.1, XP_021587079.1
OG0009639	XP_012863675.2	XP_005332946.1
OG0009640	XP_045149336.1	XP_005338913.1
OG0009641	XP_012863672.1	XP_040125499.1
OG0009642	XP_045150899.1, XP_045149309.1	XP_005340876.1
OG0009643	XP_004709247.1	XP_021576234.1
OG0009644	XP_045146213.1	XP_005340882.1
OG0009645	XP_045146216.1	XP_021576620.1
OG0009646	XP_004713017.1	XP_005339523.1
OG0009647	XP_030742377.1	XP_005339519.1
OG0009648	XP_004713086.1	XP_005339518.1
OG0009649	XP_004713006.1	XP_005339504.1
OG0009650	XP_045149240.1	XP_005339501.1
OG0009651	XP_045147844.1	XP_005332422.1
OG0009652	XP_045147739.1	XP_005326072.2
OG0009653	XP_004699449.1	XP_005326078.1
OG0009654	XP_004699450.1	XP_040144669.1
OG0009655	XP_004699701.1	XP_005326083.1
OG0009656	XP_004699467.2	XP_040144633.1
OG0009657	XP_045147744.1	XP_005326109.1
OG0009658	XP_030743825.1	XP_021591590.1
OG0009659	XP_045155171.1	XP_040145067.1
OG0009660	XP_004705551.2, XP_045153400.1, XP_045155169.1	XP_013220178.1
OG0009661	XP_045155086.1	XP_005339312.1
OG0009662	XP_045155045.1	XP_021591609.1
OG0009663	XP_004705275.1	XP_040143696.1
OG0009664	XP_004705541.1	XP_005339346.1
OG0009665	XP_004705533.1	XP_040143729.1
OG0009666	XP_004705270.1	XP_005339341.2
OG0009667	XP_004705530.1	XP_005339276.1, XP_013220194.1, XP_021582675.1
OG0009668	XP_004705528.1	XP_040143735.1
