Orthogroup	Echinops_telfairi	Mus_musculus
OG0007791	XP_004699362.1	NP_001343292.1
OG0007793	XP_004699390.1	NP_001013828.1
OG0007794	XP_004699398.1	NP_001343278.1, NP_001343279.1
OG0007795	XP_004699495.1	NP_032009.2
OG0007797	XP_004699916.1	NP_663390.2
OG0007798	XP_004700196.1	NP_076216.3
OG0007799	XP_030743688.2	NP_032235.1, NP_001341991.1
OG0007800	XP_045154108.1	NP_112441.2, XP_006529195.1
OG0007801	XP_004707484.1	NP_080203.1, XP_017170202.1
OG0007803	XP_004699844.1	NP_001274108.1, XP_006529793.2
OG0007804	XP_004699936.1	NP_001074728.1
OG0007805	XP_004699947.1	XP_006497209.1, NP_081072.1
OG0007806	XP_045154252.1	XP_006529963.1, NP_001034273.1
OG0007807	XP_045153916.1	NP_075757.1, NP_001020116.1
OG0007808	XP_004706753.1	NP_034842.2
OG0007809	XP_004706849.1, XP_045153995.1	NP_035397.2
OG0007810	XP_045143612.1, XP_004716752.1, XP_045153950.1	NP_079953.2
OG0007811	XP_045153902.1	XP_006529858.1, NP_001034733.2
OG0007812	XP_045154098.1	NP_001344508.1, NP_663486.2
OG0007813	XP_004706944.1	NP_033562.3
OG0007814	XP_004706770.1	NP_001192133.1, XP_011237041.1
OG0007815	XP_004706875.1	NP_808507.2, XP_006496967.1
OG0007816	XP_045153901.1	NP_001034571.1
OG0007817	XP_045153943.1	XP_006496824.1, NP_766233.2
OG0007818	XP_045153897.1	XP_030108191.1, NP_035476.1
OG0007819	XP_045153890.1	NP_032536.1
OG0007820	XP_045153889.1	NP_848708.2, XP_006496844.1, NP_001033935.1
OG0007821	XP_030743620.1	NP_067623.1, NP_001347854.1
OG0007822	XP_045154007.1	NP_001136420.2
OG0007823	XP_012862359.1, XP_045148716.1	NP_034339.2
OG0007824	XP_045153799.1	XP_006497000.1
OG0007826	XP_045154141.1	NP_032275.2
OG0007827	XP_045154293.1	XP_006502270.1, NP_083247.1
OG0007828	XP_045154291.1	XP_006501187.1, NP_001028296.1
OG0007829	XP_004714771.1	NP_031785.1
OG0007830	XP_004714758.1	NP_839977.2, XP_006501406.1
OG0007831	XP_045154287.1	NP_001014995.1
OG0007833	XP_030743720.2	NP_536714.2
OG0007834	XP_004714706.2	XP_036019192.1
OG0007835	XP_045154282.1	NP_034689.2
OG0007836	XP_030743730.1	NP_035956.1
OG0007837	XP_045154378.1	XP_006502373.5
OG0007838	XP_004714690.1	NP_996807.1
OG0007839	XP_004718065.2	XP_036019146.1
OG0007840	XP_045152227.1	NP_001182562.1, XP_006526508.1
OG0007841	XP_004703016.1	NP_001347736.1, NP_659110.1, XP_006525888.1
OG0007842	XP_045152216.1	NP_001161249.1, XP_006525803.1
OG0007843	XP_004702996.1	XP_006525886.1, NP_001074872.1
OG0007844	XP_004713202.1	NP_062729.1
OG0007845	XP_004702955.1	XP_006525788.1, NP_033097.1
OG0007846	XP_004702951.1	NP_067497.2
OG0007847	XP_004702944.1	NP_075783.2
OG0007848	XP_045152087.1	NP_034997.2
OG0007849	XP_045146753.1	NP_033010.2, NP_001344554.1
OG0007850	XP_004714122.1	XP_006523456.1, NP_001020743.1
OG0007851	XP_004714129.1	NP_598899.1
OG0007852	XP_045143914.1, XP_004703900.1	NP_033003.1, XP_011245160.1, NP_001120649.1
OG0007853	XP_004703901.1	NP_082388.1, NP_001034177.1
OG0007854	XP_045154226.1	XP_006526304.1, NP_081832.1
OG0007856	XP_045144347.1, XP_004717995.1	NP_598815.2, XP_036013603.1
OG0007857	XP_012859141.1	XP_006515992.1, NP_766611.2
OG0007858	XP_004699140.2	NP_742164.2, NP_001349274.1
OG0007859	XP_004698525.1	NP_038796.2
OG0007860	XP_030740756.1	NP_955764.1
OG0007861	XP_012864218.1	NP_001357828.1, XP_006519928.1
OG0007862	XP_004698535.2	NP_034242.2
OG0007863	XP_045143595.1	NP_796023.2
OG0007864	XP_004698970.1	NP_001185938.1, NP_598495.1, XP_006519144.1
OG0007865	XP_045143815.1	NP_001152889.1
OG0007866	XP_045143584.1	NP_083821.1
OG0007867	XP_004698577.1	NP_001395650.1
OG0007869	XP_004698585.1	NP_082803.1, NP_001093586.1
OG0007871	XP_045144056.1	NP_001409421.1
OG0007872	XP_004698605.1	NP_079932.2
OG0007873	XP_045143575.1	NP_766166.2
OG0007874	XP_004698631.1	NP_031507.1
OG0007875	XP_030740735.1	XP_006519583.1, NP_001297463.1
OG0007876	XP_004698667.2	NP_081768.2, XP_006519605.1
OG0007877	XP_004698668.1	XP_011243458.1, NP_080232.3
OG0007878	XP_045143669.1	NP_080013.1, NP_077167.1
OG0007879	XP_030740814.1	XP_006516438.1
OG0007880	XP_004698692.1	NP_001032806.2, XP_011242456.1
OG0007881	XP_004698719.3	XP_006515997.1, NP_038766.1
OG0007882	XP_045143910.1	NP_067532.2, NP_001349198.1
OG0007883	XP_004698723.1	NP_058080.2
OG0007884	XP_004699069.1	NP_001170974.1, XP_011242361.1
OG0007885	XP_004698735.1	NP_001334344.1
OG0007886	XP_045144092.1	NP_001139689.1, XP_006516198.1
OG0007887	XP_004698741.1	XP_036013058.1, NP_536688.2
OG0007888	XP_045143809.1, XP_012859121.2	NP_001346095.1
OG0007889	XP_045144120.1	NP_001351344.1
OG0007890	XP_004699081.2	XP_036013030.1, NP_001363868.1
OG0007891	XP_045145330.1, XP_004698773.1	XP_006516455.1, NP_084501.1
OG0007892	XP_045143836.1	NP_780546.1, NP_001291404.1, XP_006515766.1
OG0007893	XP_004699104.2	NP_001182696.1, XP_006516189.1, NP_001405192.1
OG0007894	XP_004698807.1	NP_035474.1, NP_001034178.1
OG0007895	XP_012859136.1	XP_011242395.1, NP_001364312.1, NP_001277232.1, NP_898978.2
OG0007896	XP_004698833.1	NP_075536.1
OG0007897	XP_004699149.1	NP_031644.1
OG0007898	XP_045144044.1	NP_001035772.1, NP_444385.2
OG0007899	XP_045144041.1	NP_001239437.1
OG0007900	XP_045143998.1	NP_001073352.1, NP_001273272.1, NP_067374.2, XP_011242454.1
OG0007901	XP_004699177.1	NP_001351195.1
OG0007902	XP_004699175.1	XP_030102395.1, NP_034140.1
OG0007903	XP_012859149.2	XP_030101273.1, NP_033563.2
OG0007904	XP_004698847.2, XP_045143653.1	NP_001074526.1
OG0007905	XP_045143608.1	XP_006515859.1, NP_035755.1
OG0007906	XP_045143979.1	NP_083332.1, XP_006516379.1
OG0007907	XP_045144161.1	XP_036013039.1, NP_598802.2
OG0007908	XP_012860300.1	NP_031664.3
OG0007909	XP_045155880.1	NP_001182473.1
OG0007910	XP_030743943.1	XP_006532287.1, NP_032145.2
OG0007911	XP_045145278.1	XP_006498423.1, NP_001277336.1, NP_001074554.1
OG0007912	XP_045155727.1, XP_004707256.1	NP_079680.1
OG0007913	XP_004707122.1	NP_031893.3, XP_030101379.1
OG0007914	XP_004713293.1	XP_011237440.1, NP_001342363.1, NP_001408465.1, NP_062319.1, NP_001157658.1
OG0007915	XP_045155462.1	NP_694696.2
OG0007916	XP_004718199.4	XP_006534045.1, NP_690020.1
OG0007917	XP_004709292.3	XP_006534347.1
OG0007918	XP_045155240.1	XP_006532029.1, NP_001032843.1, NP_570932.2, NP_001032844.2
OG0007919	XP_004709165.1	NP_619610.1
OG0007920	XP_004709309.1	XP_006532166.1, NP_031649.2
OG0007921	XP_045155452.1	NP_598518.1
OG0007922	XP_004709319.1, XP_045144754.1	NP_033413.2
OG0007924	XP_045155859.1, XP_045146519.1	NP_058548.1
OG0007925	XP_004709196.1	NP_001392056.1, XP_017169838.1
OG0007926	XP_004709357.1	NP_001028947.1
OG0007927	XP_004709208.1	NP_001334574.1, NP_081005.1
OG0007928	XP_004709212.1	NP_032023.1, XP_006532249.1
OG0007929	XP_004709213.1	NP_034480.2, XP_017169765.1
OG0007930	XP_004709225.1	NP_001349680.1
OG0007932	XP_004707335.1	XP_006533206.1, NP_938034.2
OG0007933	XP_045155414.1	NP_032365.1
OG0007934	XP_004707325.1	NP_081622.1, XP_036012867.1
OG0007935	XP_045155325.1, XP_004707324.1	NP_082222.1
OG0007936	XP_004707296.1	NP_062624.2
OG0007937	XP_045155404.1	NP_690026.2
OG0007938	XP_045155395.1, XP_045155396.1	NP_766535.1, XP_006533477.1
OG0007939	XP_004707550.2	XP_036012857.1, NP_659078.1
OG0007940	XP_045155391.1	NP_062530.2
OG0007941	XP_012861240.1	XP_011247070.1, NP_034790.2
OG0007942	XP_045155268.1	NP_035901.1, XP_006533267.1
OG0007943	XP_045155631.1	NP_659077.1
OG0007944	XP_004707158.1	XP_030101326.1
OG0007945	XP_045150949.1, XP_045155694.1	NP_084496.2
OG0007946	XP_045155791.1	NP_084524.1
OG0007947	XP_030744051.1	NP_001123922.1
OG0007948	XP_004707115.1	NP_001366617.1
OG0007949	XP_012861222.2	NP_444391.1, XP_006534630.1
OG0007950	XP_030744077.1	NP_659076.2
OG0007951	XP_004707108.1	NP_080589.1
OG0007952	XP_045155613.1, XP_004707105.2	XP_006533560.1, NP_861540.2
OG0007954	XP_004707450.1	NP_032822.2
OG0007955	XP_004707074.2	XP_036012659.1, NP_796141.2
OG0007956	XP_045155498.1	NP_001025105.1, XP_011247292.1
OG0007957	XP_045155222.1	NP_031633.1, XP_006532158.1
OG0007958	XP_004707043.1	XP_030101559.1, NP_808232.2
OG0007959	XP_030743934.1	NP_663408.2
OG0007960	XP_045155933.1	NP_579938.2, XP_030101321.1
OG0007961	XP_030743931.2	XP_030102161.1, NP_081703.1
OG0007962	XP_004707012.1, XP_045155681.1	NP_848731.2
OG0007963	XP_045155929.1	NP_001025027.1, XP_006533295.1
OG0007964	XP_045155342.1	NP_001028883.1, NP_034291.1
OG0007965	XP_045155710.1	XP_036012300.1, NP_032728.3
OG0007966	XP_045155775.1	NP_258436.2, NP_001152954.1
OG0007967	XP_045155899.1	XP_006532700.1, NP_067261.2
OG0007968	XP_004707372.1	NP_899086.2
OG0007969	XP_004707363.2	XP_006532570.1, NP_032942.1
OG0007970	XP_012861192.1	NP_001096081.1, XP_006533598.1
OG0007971	XP_045155889.1	XP_006532465.1, NP_034943.3
OG0007972	XP_030741259.1, XP_045143304.1	NP_080297.1
OG0007973	XP_004714481.1	XP_006498518.1
OG0007974	XP_004714479.1	NP_789804.2
OG0007975	XP_030741244.2	NP_001028465.1
OG0007976	XP_045145111.1	XP_006497672.1
OG0007977	XP_004714571.1	NP_001277366.1, XP_036018337.1, NP_149125.1
OG0007978	XP_045145186.1	NP_038705.2
OG0007979	XP_004714587.1	NP_084138.1
OG0007980	XP_004714499.1	NP_062371.2, NP_001033702.1
OG0007981	XP_004713375.1	NP_683730.1, NP_001277413.1, XP_011237479.1
OG0007982	XP_045144458.1	NP_766565.2
OG0007983	XP_004713322.1	NP_758471.1
OG0007984	XP_004713325.1	NP_666364.1, XP_030107922.1
OG0007985	XP_004713333.1	NP_080891.1
OG0007986	XP_045144448.1	NP_848808.1, XP_017172776.1
OG0007987	XP_004713345.1	XP_017172887.1
OG0007988	XP_045144446.1	NP_031958.2
OG0007989	XP_004713353.1	NP_001399463.1, NP_001356151.1
OG0007990	XP_030741485.1	NP_001277571.1, NP_001094061.1, XP_006498187.1
OG0007991	XP_045155428.1	NP_828874.3
OG0007992	XP_045139769.1	NP_444416.2
OG0007993	XP_012859539.1	NP_034325.2
OG0007994	XP_045145614.1	NP_001317089.1, XP_030100775.1
OG0007995	XP_004700892.1	NP_001157669.1, NP_067387.1
OG0007996	XP_045144996.1	NP_034283.1
OG0007997	XP_045144978.1	NP_001272706.1
OG0007998	XP_045144961.1	XP_006513621.1
OG0007999	XP_004700558.1	XP_030101089.1, NP_080258.1
OG0008000	XP_045144884.1	NP_062760.3
OG0008001	XP_004700534.1	NP_036045.1
OG0008002	XP_004700531.1	NP_080893.1
OG0008003	XP_045144846.1	NP_536694.2
OG0008004	XP_004700840.1	NP_666353.2
OG0008005	XP_004700837.1	XP_006514280.1, NP_082884.1
OG0008006	XP_004700657.1	NP_001264174.1, NP_038483.1
OG0008008	XP_045147497.1	NP_064361.2
OG0008009	XP_045146596.1	XP_006521156.1, NP_001156791.1
OG0008010	XP_030741530.2	NP_112550.2, XP_006521619.1
OG0008011	XP_045145954.1	NP_034310.2
OG0008012	XP_004700280.1	XP_036015444.1, NP_080633.2
OG0008013	XP_045146731.1	XP_006521594.2
OG0008014	XP_004700348.1	NP_081190.1, XP_036015460.1
OG0008015	XP_045144408.1, XP_004700340.3	NP_598856.1
OG0008016	XP_004700743.1	XP_017172009.1, NP_001074485.1
OG0008017	XP_004700734.1	NP_001156661.1, XP_006521197.1
OG0008018	XP_004700731.1	NP_034925.2, XP_006520616.1
OG0008019	XP_004700725.1	NP_001192274.1
OG0008020	XP_012859489.1	XP_006520347.1
OG0008021	XP_004700774.1	NP_061219.2, NP_001398855.1
OG0008022	XP_012859508.1	XP_011241705.2, NP_705771.2
OG0008023	XP_004700394.1	NP_080855.1
OG0008024	XP_012860573.2	NP_001365992.1
OG0008025	XP_004704487.1	XP_006513267.1, NP_034230.1
OG0008026	XP_045139755.1	NP_001074667.1
OG0008027	XP_004704497.1	NP_034683.1, XP_006495773.1
OG0008028	XP_045139760.1, XP_004704396.1	NP_081126.2
OG0008029	XP_045139891.1	XP_011236763.1
OG0008030	XP_004704405.1	NP_081189.1, XP_036009296.1, NP_001343191.1
OG0008031	XP_045139766.1	NP_061360.2, XP_006496213.1
OG0008032	XP_045139772.1	NP_001297442.1
OG0008033	XP_004699817.1	XP_017172817.1, NP_035234.1
OG0008034	XP_045141616.1	XP_030105331.1, NP_034267.3
OG0008035	XP_045150213.1	NP_064320.1
OG0008036	XP_004710265.1	XP_011242053.1, NP_082145.1
OG0008037	XP_004710242.1	NP_620692.3
OG0008038	XP_004710228.1	NP_001349828.1
OG0008039	XP_004710311.1	NP_080852.2
OG0008040	XP_045150021.1	XP_036021735.1, NP_038556.1
OG0008041	XP_045150020.1	XP_006506119.1, NP_035948.3
OG0008042	XP_030742014.1, XP_045146616.1	XP_036015253.1, NP_663450.3
OG0008043	XP_045146623.1	NP_034016.2, XP_006520442.1
OG0008044	XP_045146641.1	NP_035235.2
OG0008045	XP_045140613.1	NP_783574.1
OG0008046	XP_004696628.1	XP_006526275.1
OG0008047	XP_045140536.1	NP_766381.1
OG0008048	XP_030744637.1	NP_666038.3
OG0008049	XP_045140612.1	NP_775563.1
OG0008050	XP_004706628.1	NP_080493.2
OG0008051	XP_004706626.1	NP_001405720.1
OG0008052	XP_004706622.1	NP_061214.2, XP_006525789.1
OG0008053	XP_045149374.1	NP_032318.2
OG0008054	XP_045141302.1	NP_083670.1, NP_001357690.1
OG0008055	XP_004696643.2	NP_001001979.1
OG0008056	XP_004696647.1	NP_001074541.1
OG0008057	XP_004696649.1	XP_036017012.1, NP_001161397.2, NP_776120.3
OG0008058	XP_045140981.1	NP_083603.4
OG0008059	XP_004697048.2	NP_080755.2
OG0008060	XP_004697049.1	XP_006533602.1, NP_796033.2
OG0008061	XP_004697068.1	NP_058623.2, NP_001156476.1, XP_017173433.1
OG0008062	XP_045140927.1	NP_001028793.1, XP_006526194.1
OG0008063	XP_012861103.1	XP_006527132.1, NP_766424.2
OG0008064	XP_004706585.1	NP_081097.2
OG0008065	XP_004706595.1	NP_808531.2, XP_006538076.1
OG0008066	XP_004706605.2	XP_006538438.1, NP_001355550.1
OG0008067	XP_004706671.1	NP_001074565.1, XP_017175923.1
OG0008068	XP_045145119.1	NP_001390640.1
OG0008069	XP_004706609.1	XP_006537940.1
OG0008070	XP_012862618.2	XP_006503396.1, NP_081365.2
OG0008071	XP_030741200.2	NP_598858.2
OG0008072	XP_004712419.1	NP_796149.2, NP_001159481.1
OG0008073	XP_012862621.2	NP_001365567.1
OG0008074	XP_004712441.1	NP_058586.3
OG0008075	XP_045147060.1	NP_036095.1
OG0008076	XP_045145170.1	NP_001355769.1
OG0008077	XP_045152463.1	XP_017175776.1, NP_941062.2
OG0008078	XP_004711135.1	NP_849224.2
OG0008079	XP_045152465.1	XP_006537901.1, NP_001343201.1
OG0008080	XP_004711122.1	NP_001414109.1, XP_017175915.1
OG0008081	XP_045152468.1	XP_006537594.1
OG0008082	XP_045152515.1	NP_033343.1
OG0008083	XP_012862277.2	NP_061231.3
OG0008084	XP_012862265.2	NP_001371044.1, NP_035337.2, XP_006538160.1
OG0008085	XP_004711004.1	NP_001391362.1
OG0008086	XP_045152594.1	NP_001013595.1
OG0008087	XP_045152570.1	NP_001277450.1
OG0008088	XP_045152475.1	XP_006537799.1
OG0008090	XP_004712619.1	XP_017171158.1, NP_034536.3
OG0008091	XP_045152474.1	NP_001156760.2, XP_006538204.1
OG0008092	XP_045150523.1	NP_031891.2, NP_001365971.1, XP_011244569.1
OG0008093	XP_012859218.2	XP_006495586.1, NP_665855.2
OG0008094	XP_045151572.1	NP_084392.1
OG0008095	XP_004711728.1	XP_006524936.1, NP_081263.2
OG0008096	XP_045148546.1	NP_038882.1
OG0008097	XP_012859917.2	XP_006524938.1, NP_001028802.1
OG0008098	XP_030742054.1	XP_006524949.1, NP_081642.1, NP_001392084.1, NP_001392085.1, NP_001392086.1
OG0008099	XP_004711772.2	NP_038512.2
OG0008100	XP_004711777.1	NP_059102.2
OG0008101	XP_004711863.1	NP_001157242.1
OG0008102	XP_004711778.1	XP_011244772.1
OG0008104	XP_004711793.1	NP_001388230.1, XP_006523622.1
OG0008105	XP_045148223.1	NP_542120.2, XP_006523775.1
OG0008106	XP_045148922.1	NP_001004366.1, XP_006524386.1
OG0008107	XP_004717282.1	NP_001344924.1
OG0008108	XP_045150723.1	NP_080566.2
OG0008109	XP_004710887.2	NP_067394.1
OG0008110	XP_004710800.1	XP_006525104.1, NP_001355352.1
OG0008112	XP_004710809.1	NP_081728.2
OG0008113	XP_045150762.1	XP_036016563.1, NP_001277266.1
OG0008114	XP_045150704.1	NP_082341.1, NP_001292918.1
OG0008115	XP_045150700.1	XP_006523552.1
OG0008116	XP_045150796.1	NP_733780.1, NP_660122.1, NP_001334325.1
OG0008117	XP_045150697.1	NP_001400551.1
OG0008118	XP_045150694.1	XP_011244703.1, NP_941010.2
OG0008119	XP_045150793.1	NP_001139510.1
OG0008120	XP_004710860.1	NP_001273582.1
OG0008121	XP_045150759.1	NP_034425.1, XP_006510875.1
OG0008122	XP_045150612.1	XP_006495705.1, NP_031759.2
OG0008123	XP_012859182.1	XP_036013205.1, NP_031766.3
OG0008124	XP_030742601.1	NP_001366011.1
OG0008125	XP_004696362.1	NP_080934.2
OG0008126	XP_004696361.1	XP_006511191.1, NP_001263381.1, NP_766361.1
OG0008127	XP_004696598.1	NP_694738.1
OG0008128	XP_030742621.1	NP_001395181.1
OG0008129	XP_030742600.1	NP_001074685.1, XP_006511627.1
OG0008131	XP_045150574.1	NP_001333991.1
OG0008132	XP_045150478.1	NP_036014.1
OG0008133	XP_045150411.1	NP_001028397.2, XP_036019461.1
OG0008134	XP_012859728.1	NP_001406369.1
OG0008135	XP_004696296.1	NP_780573.1
OG0008136	XP_004710979.1	NP_001103131.1, XP_006537629.1
OG0008137	XP_004710972.1	NP_034271.3, XP_036019542.1
OG0008138	XP_030742723.1	NP_766275.1
OG0008139	XP_004696281.1	XP_011241482.1, NP_001026942.1
OG0008140	XP_004696289.1	NP_001074523.1
OG0008141	XP_004696292.1	NP_082048.2
OG0008143	XP_004702055.1	NP_665686.2
OG0008144	XP_004702238.1	XP_006512828.1, NP_808461.1
OG0008145	XP_004717722.1	NP_033795.1, NP_031470.3
OG0008146	XP_030742613.2	NP_075812.3
OG0008147	XP_045150303.1	NP_082282.1, XP_036011922.1
OG0008148	XP_004702249.2	XP_030100987.1, NP_001120848.1
OG0008149	XP_004706379.1	NP_705796.1, XP_006504015.1
OG0008150	XP_012862914.2	NP_061260.1, NP_001263613.1
OG0008152	XP_004697761.1	NP_001345709.1
OG0008153	XP_004697509.1	NP_955770.1
OG0008154	XP_004697739.2	NP_083698.1
OG0008155	XP_004697490.1	XP_011243909.1, NP_001344886.1
OG0008156	XP_045143035.1	NP_619615.2
OG0008157	XP_004697484.1	NP_080476.2, XP_006521360.1
OG0008158	XP_004697726.1	XP_011243917.1, NP_775598.2
OG0008159	XP_045143397.1	NP_056559.2, XP_036015136.1
OG0008160	XP_045155945.1	NP_001074757.1, XP_011243959.1
OG0008161	XP_004697470.1	NP_001033026.1, NP_663445.2
OG0008162	XP_004697722.2	NP_598853.3
OG0008164	XP_045141815.1	NP_081711.2
OG0008165	XP_012862016.2, XP_045154908.1	NP_780435.1, XP_017172276.1
OG0008166	XP_004697453.1	NP_033296.1
OG0008167	XP_045143893.1	NP_690887.2
OG0008168	XP_004697694.1	NP_001074535.1, XP_006520315.1
OG0008169	XP_045153881.1	NP_742119.1
OG0008170	XP_004697426.1, XP_045151727.1	XP_006521315.1, NP_079688.2
OG0008171	XP_045143934.1	XP_006521490.1, NP_082340.1
OG0008172	XP_045148978.1, XP_045148165.1	NP_001403226.1, NP_001345838.1
OG0008173	XP_004700116.2	NP_683746.1, XP_006510820.1
OG0008174	XP_045141629.1	NP_073146.2
OG0008175	XP_004703204.2	NP_001158278.1, XP_030110626.1
OG0008176	XP_012861022.2, XP_030742851.1	NP_001343540.1, NP_848714.1
OG0008177	XP_045140236.1	XP_006504200.1, NP_082470.2
OG0008178	XP_045140120.1	XP_006504218.1, NP_848474.2
OG0008179	XP_045139966.1, XP_045139967.1	NP_062388.1
OG0008180	XP_004706356.1	NP_776126.1, XP_006534916.1, NP_001363933.1
OG0008181	XP_004706355.1	NP_742158.1
OG0008182	XP_045140002.1	XP_011247763.1
OG0008183	XP_045140218.1	XP_006535239.1, NP_081064.1
OG0008184	XP_045144641.1	XP_006505075.1, NP_001074775.1
OG0008185	XP_004697327.1	NP_848774.1
OG0008186	XP_004707943.1	XP_036021648.1, NP_473414.1
OG0008187	XP_012861417.2	NP_082202.1, XP_017177239.1
OG0008188	XP_004707872.1	NP_001019869.1, XP_011239359.1
OG0008189	XP_004707938.1	XP_006505257.1, NP_081349.1, NP_083649.1
OG0008190	XP_045144862.1	NP_001298015.1
OG0008191	XP_045144719.1	XP_036008175.1
OG0008192	XP_004707929.1	NP_001276592.1
OG0008193	XP_045144815.1	XP_011239362.1
OG0008194	XP_004707846.1	NP_083176.3, NP_001414050.1
OG0008195	XP_012860104.1	XP_006503615.1, NP_032856.2
OG0008196	XP_030741056.1	NP_038754.1
OG0008197	XP_004702703.1	NP_473439.2
OG0008198	XP_004702716.1	NP_077222.4
OG0008199	XP_045144783.1	NP_849230.1, XP_006505020.1
OG0008200	XP_004702870.1, XP_045144561.1	NP_033390.1, NP_001368837.1
OG0008201	XP_004702731.1	NP_001396540.1
OG0008202	XP_004702740.1, XP_045150668.1	NP_080908.1, XP_036011131.1
OG0008203	XP_004702743.1	NP_032777.3
OG0008204	XP_004702885.1	XP_011242177.1, NP_848882.2
OG0008205	XP_004702759.1	XP_011242209.2
OG0008206	XP_045144664.1	NP_001393046.1
OG0008207	XP_004702786.1	NP_001361674.1
OG0008208	XP_045153294.1, XP_045146996.1, XP_045144597.1	NP_001342525.1
OG0008209	XP_045144600.1	XP_006506009.1
OG0008210	XP_045142259.1	NP_001159679.1, XP_006510490.1
OG0008211	XP_004708075.1	XP_006510769.1, NP_065611.1
OG0008212	XP_012861446.2	XP_011242611.1, NP_036184.1
OG0008213	XP_004702637.1	NP_038590.2
OG0008214	XP_004704977.1	XP_036016760.1
OG0008215	XP_004705328.1	NP_001074611.1
OG0008216	XP_004705331.1	XP_006503082.1, NP_766288.1
OG0008217	XP_004704994.1	NP_001333589.1, XP_006502720.1
OG0008218	XP_030743804.1	XP_006503540.1, NP_083938.2
OG0008219	XP_030743876.1	XP_036020248.1, NP_080149.2
OG0008220	XP_004704999.1	NP_001290050.1
OG0008221	XP_012860838.1	NP_898986.2
OG0008222	XP_045154837.1	NP_032662.3
OG0008223	XP_045154838.1	XP_017175641.1, NP_001243361.1
OG0008224	XP_045147906.1	XP_036019916.1
OG0008225	XP_045147694.1	XP_006502801.2
OG0008226	XP_004699504.1	NP_079923.3
OG0008227	XP_004699513.2	NP_780517.1, XP_011238683.1
OG0008228	XP_004699517.1	XP_030109301.1, NP_705741.3
OG0008229	XP_004699522.1	NP_001408233.1
OG0008231	XP_045147830.1	NP_001155295.1
OG0008232	XP_004699562.1	NP_075712.2
OG0008233	XP_004699758.1	NP_081208.1
OG0008234	XP_004698929.3, XP_045143800.1	NP_038660.1, XP_011243453.2, NP_001116843.1
OG0008235	XP_004698940.3	NP_001011687.1, XP_006519281.1
OG0008236	XP_012860351.2, XP_004700836.1	NP_848725.2
OG0008237	XP_045149002.1	NP_001387926.1
OG0008238	XP_004700474.1	XP_006514018.1, NP_001074715.1
OG0008239	XP_004700468.1	NP_082016.1, XP_036011774.1
OG0008240	XP_045147358.1	NP_001001932.1, XP_006513585.1
OG0008241	XP_045147328.1	XP_030101040.1, NP_061267.1
OG0008242	XP_045147229.1	XP_017169617.1, NP_083442.2
OG0008243	XP_004700419.1	NP_001157172.1
OG0008244	XP_030743062.2	XP_006531463.1, NP_898919.3
OG0008245	XP_045151741.1	NP_001071156.1, NP_109620.2, XP_006502410.1
OG0008246	XP_045151743.1	XP_011238598.1
OG0008247	XP_045151769.1	NP_084073.2
OG0008248	XP_045151736.1	NP_766269.3, XP_006501386.1
OG0008249	XP_004708777.2	NP_001104518.1, NP_034326.1
OG0008250	XP_045151774.1	NP_001304034.1
OG0008251	XP_004708785.1	NP_001344675.1, NP_064355.1
OG0008252	XP_004708793.1	NP_083758.1
OG0008253	XP_045151692.1	XP_036009809.1, NP_001157036.1
OG0008254	XP_045151699.1	NP_079741.1
OG0008255	XP_045146431.1	NP_082703.1
OG0008256	XP_004714082.1	XP_006506389.1, NP_958758.2
OG0008257	XP_045144626.1	XP_011239436.1, NP_647455.3
OG0008258	XP_004714020.1	NP_080888.1, NP_001345726.1
OG0008259	XP_045144845.1	XP_006506488.1, NP_849204.1
OG0008260	XP_012863018.1	NP_035669.3
OG0008261	XP_030741128.1	XP_006506774.1, NP_001028343.2
OG0008262	XP_045144854.1	NP_659542.3
OG0008263	XP_030740347.1	NP_001239216.1, NP_001239211.1
OG0008264	XP_045142267.1	NP_001278786.1, XP_036012137.1
OG0008265	XP_045146085.1	NP_001002897.2
OG0008266	XP_004702369.1	XP_006535700.1
OG0008267	XP_004702539.1	XP_006535781.1, NP_001074910.1
OG0008268	XP_045146097.1	NP_444305.2
OG0008269	XP_045146077.1	XP_011242321.1, NP_035345.2
OG0008270	XP_030740520.1	NP_084160.2
OG0008271	XP_045142788.1, XP_012859564.1	NP_035260.1
OG0008272	XP_045142789.1	NP_001153246.1
OG0008273	XP_004707723.1	XP_006509109.1, NP_666061.3
OG0008274	XP_030740406.1	NP_001389770.1, NP_796063.3
OG0008275	XP_004696270.1	XP_006509186.1, NP_001350998.1
OG0008276	XP_004696562.1	XP_006509274.1, NP_083950.1
OG0008277	XP_004696261.1	XP_006509044.1, NP_473398.1, NP_001350408.1
OG0008278	XP_004696252.1	XP_006509043.1, NP_848763.2
OG0008279	XP_004696545.1	XP_036010143.1, NP_080343.4
OG0008280	XP_004696244.1	NP_001074748.1
OG0008281	XP_004696226.1	XP_030099531.1, NP_291038.2
OG0008282	XP_004696534.1	NP_001074755.2, XP_006509330.1
OG0008283	XP_045142702.1	XP_011240486.1, NP_705763.1
OG0008284	XP_004696514.2, XP_012859741.3	NP_765995.1
OG0008285	XP_004696195.1	XP_036010161.1, NP_075992.2
OG0008286	XP_004696194.1	NP_598552.2, XP_036010056.1
OG0008287	XP_012861376.2	NP_081068.1
OG0008288	XP_004707804.2	NP_766339.2, XP_017168158.1, NP_001032825.1
