Orthogroup	Echinops_telfairi	Homo_sapiens
OG0005412	XP_004712679.1	NP_116294.1, NP_001139019.1
OG0005413	XP_004696722.1	NP_542401.1
OG0005414	XP_045140661.1	NP_055588.3, XP_005268604.1, NP_001136075.1
OG0005415	XP_045140795.1	NP_995318.1, NP_612501.3, NP_892005.1, XP_016864616.1
OG0005417	XP_004703760.1, XP_045143351.1	NP_001091981.1
OG0005418	XP_045142198.1, XP_004703612.1	NP_150597.1
OG0005419	XP_045149879.1	XP_016878707.1
OG0005420	XP_004705055.2	NP_699172.2, XP_006710419.1, NP_001287755.1, NP_001120833.1
OG0005421	XP_004705072.1, XP_045155208.1	NP_001287940.1
OG0005422	XP_045154666.1	NP_001337096.1, NP_001337095.1, NP_001337097.1, NP_115612.4, NP_001317323.1
OG0005423	XP_045154985.1	NP_000920.1, XP_005245948.1
OG0005424	XP_004707900.1	NP_005121.1
OG0005425	XP_045140996.1	XP_006714733.1, NP_001034852.3
OG0005426	XP_045141018.1, XP_004706698.1	NP_055634.3
OG0005427	XP_045141251.1	XP_016865468.1, NP_115666.2
OG0005428	XP_004703544.1	NP_001316601.1, NP_001316600.1, NP_001316599.1, NP_065852.1
OG0005429	XP_004700090.1	XP_016877744.1
OG0005430	XP_045141623.1	NP_001369566.1
OG0005431	XP_045142239.1	NP_612197.1, NP_612198.2, NP_612192.1, NP_001278238.1, NP_002561.1
OG0005432	XP_045152443.1	NP_060466.2
OG0005433	XP_012861930.1	NP_001294881.1, NP_839946.1
OG0005434	XP_004708259.2	XP_005272478.1, NP_001073904.1
OG0005435	XP_045142231.1	XP_006720617.1, NP_057157.1
OG0005436	XP_045145398.1	NP_061859.4
OG0005437	XP_004707823.1	NP_079481.2
OG0005438	XP_004707821.1	NP_001124306.1, NP_001291364.1, NP_001291363.1, NP_001281.1, XP_006714038.1
OG0005439	XP_004703399.2, XP_045149234.1	NP_004172.2
OG0005440	XP_004710797.1	NP_057143.1
OG0005441	XP_045145446.1	NP_001364115.1
OG0005442	XP_004712243.1, XP_045153813.1	NP_060542.4
OG0005443	XP_004712236.1	NP_689703.1, XP_006711812.1
OG0005444	XP_004712239.1, XP_004701146.1	NP_055580.1
OG0005445	XP_004712229.1	NP_001248391.1, NP_001010984.1, NP_114407.3, XP_006711881.1
OG0005446	XP_004712224.1	NP_001363439.1, NP_001116307.2, NP_078801.3
OG0005447	XP_004712223.1, XP_045154102.1, XP_045154103.1	XP_024304970.1
OG0005448	XP_004701173.1	NP_110386.2
OG0005449	XP_004701181.2	NP_036370.2, NP_001135970.1, NP_001300978.1
OG0005450	XP_004701190.1	NP_001311243.1, NP_001311244.1, NP_001311246.1, NP_689920.1, NP_001311242.1, NP_001311241.1
OG0005451	XP_004701200.1	NP_001035363.1, NP_775826.2
OG0005452	XP_045147255.1, XP_004701209.1	NP_001229475.1
OG0005453	XP_004701221.1	NP_001019764.1, XP_047280506.1
OG0005454	XP_004701249.1	NP_001171712.1
OG0005455	XP_004713032.1	XP_006718016.1, NP_001087239.2, NP_001307743.1, XP_016872097.2
OG0005456	XP_045149313.1	NP_001165081.1
OG0005457	XP_004696865.1	NP_009028.1, NP_001825.1, NP_001351056.1, XP_047272654.1, NP_001351055.1
OG0005459	XP_045140539.1	NP_001365903.1
OG0005460	XP_004696834.2	NP_004937.1
OG0005461	XP_004696786.1	NP_001129116.1, XP_011535946.1, NP_057305.1, NP_001129115.1
OG0005462	XP_045140647.1	NP_001362250.1, NP_005202.2, NP_001336665.1, NP_001362249.1, NP_001275634.1
OG0005463	XP_045141058.1	NP_061960.1, XP_011541800.1
OG0005465	XP_045141094.1	NP_001351229.1, NP_001351228.1
OG0005466	XP_045141045.1	XP_016865478.1, NP_115976.2
OG0005467	XP_045141204.1	NP_060826.2, XP_016865096.1
OG0005468	XP_004698150.1	NP_001278885.1, XP_005248285.1
OG0005469	XP_004712993.1	XP_011522280.1, NP_001140156.1
OG0005470	XP_045151120.1	NP_777587.1, NP_001278921.1
OG0005471	XP_045139581.1	XP_011541328.1, NP_115920.1
OG0005472	XP_004701474.1, XP_045139587.1	NP_059121.1, XP_011541172.1
OG0005473	XP_030742841.1	NP_003096.2
OG0005474	XP_012862739.1	NP_694938.2, NP_001091996.1
OG0005475	XP_045139506.1	NP_004707.2
OG0005476	XP_004709026.1	XP_016872690.1
OG0005477	XP_004716250.2	NP_003333.1
OG0005478	XP_045149257.1	NP_006603.2, XP_005256481.1
OG0005479	XP_004716226.1	XP_011522160.1
OG0005480	XP_004716227.1, XP_045149443.1	NP_001094282.2
OG0005481	XP_045145589.1, XP_004712961.1	NP_056485.2
OG0005482	XP_004712989.2	NP_036525.1, XP_024306572.1
OG0005483	XP_012862763.1	NP_079375.3
OG0005484	XP_012861747.1, XP_045149224.1, XP_045149225.1	NP_001290210.1
OG0005485	XP_045149430.1	NP_001275571.1
OG0005486	XP_045146203.1	NP_683723.2, NP_001096134.1, NP_055779.2
OG0005487	XP_004699436.1	NP_003359.3, NP_001017415.1, NP_001017416.1
OG0005488	XP_004699439.1	NP_114416.1, XP_047287699.1
OG0005489	XP_045147658.1	NP_001004303.3, XP_011539200.1
OG0005490	XP_004699452.2	NP_689481.2
OG0005491	XP_045155089.1	NP_115505.2, XP_016857963.2, NP_001153656.1, NP_001397626.1, NP_001354481.1
OG0005492	XP_004705266.1	NP_055263.2, XP_016856538.1
OG0005493	XP_004705264.1	NP_005418.1, XP_047285477.1, NP_001119712.1, NP_001191121.1
OG0005494	XP_045155153.1	XP_024306869.1, NP_055519.1
OG0005495	XP_030743802.1	NP_055889.2, NP_001352881.1, NP_001352880.1
OG0005496	XP_004704554.1	NP_001153839.1, NP_001092003.2, NP_443713.2, NP_443714.3, XP_011521707.1
OG0005497	XP_004704784.1	XP_005256336.1, NP_689552.2
OG0005498	XP_004704560.1	XP_011521147.1
OG0005499	XP_004704824.1	XP_047290786.1, NP_003782.1
OG0005500	XP_045149703.1, XP_004704631.1, XP_045149704.1	NP_001135789.1
OG0005501	XP_030742459.1	NP_001020604.1, NP_001020605.1, NP_001273066.1, NP_000894.1
OG0005502	XP_045149593.1	NP_001304124.1, XP_011521102.1, NP_001784.2
OG0005503	XP_045149849.1	NP_115516.1, XP_024306237.1
OG0005504	XP_004704681.1	NP_005173.1
OG0005505	XP_045149843.1	XP_047290791.1, NP_001018170.1
OG0005506	XP_045140862.1	NP_001014987.1, NP_001014989.2, NP_001014988.1, NP_055202.1
OG0005507	XP_004705871.1	NP_001240655.1, NP_757384.1, NP_078783.1, NP_001240654.1
OG0005508	XP_045148100.1	XP_047282581.1, NP_067056.2
OG0005509	XP_045144053.1	NP_004230.2
OG0005510	XP_045139604.1	NP_001357330.1
OG0005511	XP_004706052.1	NP_115693.2
OG0005512	XP_004706050.2	NP_036585.1, NP_001349589.1
OG0005513	XP_045140605.1	NP_001096066.1, NP_065943.2, NP_001096065.1, NP_001096064.1, XP_011514076.1
OG0005514	XP_045139519.1	NP_056992.4, XP_005250462.1, NP_001122324.1, NP_001122326.1, NP_001122325.1
OG0005515	XP_004705646.2	NP_689955.1
OG0005516	XP_004705949.1	NP_001371672.1
OG0005517	XP_045140743.1	NP_004951.1
OG0005518	XP_045141518.1	NP_001107852.1, XP_005255370.1, NP_002200.2
OG0005519	XP_045141271.1	NP_078792.1
OG0005520	XP_004705781.2	XP_016878948.1, NP_061989.2
OG0005521	XP_045142034.1	NP_775886.3, XP_011544044.1
OG0005522	XP_004706137.2	XP_024306135.1
OG0005523	XP_004706139.2, XP_045141890.1, XP_045141889.1	NP_777584.1, XP_011544066.1
OG0005524	XP_045141943.1	XP_005255375.1, NP_001004060.1, NP_001004067.1, NP_055102.3
OG0005525	XP_045141944.1	NP_001162.5
OG0005526	XP_045142061.1	NP_003489.1
OG0005527	XP_004706297.1	XP_047290566.1, NP_077014.4
OG0005528	XP_004706292.1	XP_016878461.1, NP_689672.4
OG0005529	XP_004706289.1	XP_016878427.1
OG0005530	XP_012860956.1	NP_001372391.1, NP_001372393.1, NP_690851.2, NP_001372392.1
OG0005531	XP_004705832.3	NP_001166136.1, NP_001166135.1, NP_066991.3, NP_001166134.1
OG0005532	XP_004705829.1	NP_065715.1
OG0005533	XP_004699263.1	NP_006612.2, NP_001229605.1, NP_001229604.1, NP_001229602.1, NP_001229603.1
OG0005534	XP_045147947.1	XP_011540434.1, NP_620641.1, NP_573444.2, NP_001306881.1, NP_078802.2
OG0005535	XP_004699265.1	NP_001355738.1
OG0005536	XP_004699624.1	NP_001351832.1
OG0005537	XP_004699300.1	NP_001265177.2, NP_056300.3, NP_001121614.2, NP_001265176.2, NP_001186611.2
OG0005538	XP_004699372.1	NP_001363075.1
OG0005539	XP_004699913.1	NP_001307072.1
OG0005540	XP_004699874.1	NP_612400.3
OG0005541	XP_030743667.2	XP_011508137.1
OG0005542	XP_012859392.1	NP_001116451.1, NP_114418.2, NP_001164102.1, XP_011508353.1
OG0005543	XP_004699907.1	XP_024303422.1, NP_006203.2, NP_001018063.1
OG0005544	XP_004699925.2	XP_047292088.1
OG0005545	XP_004700198.1, XP_045154028.1	NP_057532.4
OG0005546	XP_045153894.1	NP_689876.2
OG0005547	XP_045153909.1	NP_001343435.1, NP_001343434.1, NP_001377763.1
OG0005548	XP_004706781.1	NP_060592.2
OG0005549	XP_004706789.1	NP_003753.2
OG0005550	XP_045153899.1	XP_005245102.1, NP_002013.1
OG0005551	XP_004706799.1	NP_851607.2
OG0005552	XP_045153893.1	NP_001307902.1
OG0005555	XP_045154091.1	XP_005273138.3
OG0005556	XP_045154423.1	NP_057081.3
OG0005557	XP_045154267.1	NP_001243462.1, NP_001243461.1, XP_047279963.1, NP_060586.2
OG0005558	XP_045154437.1	NP_001353106.1
OG0005559	XP_004714710.1	NP_872631.1, NP_001393739.1, NP_872632.2, NP_005218.1
OG0005560	XP_045154285.1	XP_005245506.1
OG0005561	XP_004714705.1	NP_001357526.1, NP_001358938.1, NP_001357525.1, XP_047281955.1, NP_001354863.1
OG0005563	XP_004714684.1	NP_075391.3, NP_001311404.1
OG0005564	XP_004717766.1	NP_002956.1
OG0005565	XP_045152247.1	NP_077740.1, NP_004940.1, NP_001393435.1
OG0005566	XP_045152240.1	NP_001093203.1, NP_001108.2, XP_005258138.2
OG0005567	XP_045152064.1	NP_001362737.1, NP_055461.1, NP_001362738.1, XP_005258234.1
OG0005568	XP_004714123.1	NP_065699.1
OG0005569	XP_004698818.1	NP_001122067.2
OG0005570	XP_004698977.1	NP_858043.1, NP_001137391.1
OG0005571	XP_045143587.1	NP_057190.2, NP_001269961.1, NP_001244305.1, NP_878255.1, XP_005267526.1
OG0005572	XP_045143582.1	NP_872589.1, XP_024305228.1, NP_038476.2
OG0005573	XP_045143692.1	XP_011535410.1, NP_660294.1, NP_001124173.1
OG0005574	XP_045143569.1	XP_011535490.1, NP_001153620.1, NP_085140.2, NP_001153619.1
OG0005575	XP_012859101.1	NP_001139487.1, NP_055565.3, XP_016877329.1
OG0005576	XP_004698679.1	NP_653182.1, NP_001318088.1, NP_001318087.1, XP_047286856.1, NP_001318093.1
OG0005577	XP_045143555.1	XP_047287129.1, NP_056161.2
OG0005578	XP_004698730.1, XP_045147914.1	NP_004441.1
OG0005579	XP_045143932.1, XP_004698760.2	NP_001354639.1
OG0005580	XP_004699084.2	NP_689658.3, XP_011534777.2
OG0005581	XP_004698762.1	NP_001229853.1, NP_067011.1, NP_001229855.1
OG0005582	XP_004698772.1	NP_001229936.1
OG0005583	XP_045144104.1	NP_001333062.1, NP_001333063.1, XP_016876713.1, NP_998766.1, NP_001333060.1
OG0005584	XP_004698795.1	NP_112487.1
OG0005585	XP_030740844.1	XP_011534793.1, NP_689659.2
OG0005586	XP_045143880.1	NP_001353778.1
OG0005587	XP_004698860.2	XP_005267456.2
OG0005588	XP_004698873.1	NP_689520.2
OG0005589	XP_004698886.1	NP_150374.2, NP_001374496.1
OG0005590	XP_004698890.1	NP_001302.1
OG0005592	XP_004709146.2	NP_062559.2, XP_005256434.1
OG0005593	XP_004709263.1	NP_036468.1, NP_001077077.1, NP_001033707.1, NP_114174.1, XP_006722341.1
OG0005594	XP_004709148.1	NP_071439.3, XP_024306636.1
OG0005595	XP_004709274.1	XP_011521889.1, NP_002908.1
OG0005596	XP_004709286.1, XP_045155635.1	NP_001275727.1
OG0005597	XP_004709322.1	NP_689681.2
OG0005598	XP_045155276.1	NP_004026.2, NP_001171968.1, XP_047292138.1
OG0005599	XP_012861729.1	NP_001026973.1, XP_011523104.1, NP_004515.2
OG0005600	XP_004709351.1	NP_002077.1
OG0005601	XP_045155291.1	NP_619525.1, NP_054720.1, NP_001166174.1
OG0005602	XP_045155354.1	NP_001292011.1
OG0005603	XP_045155423.1	NP_758424.1, NP_061142.2
OG0005604	XP_045155659.1, XP_004707580.1, XP_045155660.1	NP_055613.1
OG0005605	XP_012861267.1	XP_011522687.1
OG0005606	XP_004707195.2	NP_001288646.1, NP_001288645.1, NP_001288647.1, NP_001829.1, NP_001288643.1
OG0005607	XP_004707501.1	NP_835465.2, XP_006721895.1
OG0005608	XP_004707088.1	NP_003638.1, XP_047292915.1
OG0005609	XP_012861214.2	NP_000241.1
OG0005610	XP_012859265.2, XP_045155695.1	NP_872426.1
OG0005611	XP_012861212.1	NP_872375.2
OG0005612	XP_004707030.1	NP_201572.1
OG0005613	XP_045155566.1	NP_000277.1
OG0005614	XP_004707398.2	NP_078959.3, XP_006722147.1
OG0005615	XP_045155906.1	NP_065823.1, XP_016880385.1
OG0005616	XP_004707378.2	XP_011523061.1, NP_001138525.2, NP_940931.3
OG0005617	XP_045155633.1, XP_045155632.1	NP_001177340.1
OG0005618	XP_004716219.2	XP_006721526.1, NP_001026851.2
OG0005619	XP_004716216.1	NP_001014764.1, NP_112588.1
OG0005620	XP_045149271.1	NP_115670.1, NP_757344.2, NP_757343.2
OG0005621	XP_045145274.1	NP_001004353.2, NP_001243630.1, NP_001243628.1, NP_001243629.1
OG0005622	XP_012862616.1	NP_003783.1
OG0005623	XP_004714575.2	XP_047278592.1
OG0005624	XP_045145108.1	NP_055975.1, XP_005266116.1
OG0005625	XP_012863836.1, XP_045145298.1	NP_006744.2
OG0005626	XP_030741181.1	NP_055509.2, XP_011517543.2, NP_001138792.1
OG0005627	XP_045145291.1	NP_000084.3, XP_016869755.1
OG0005628	XP_045144437.1	NP_000359.1
OG0005629	XP_004713382.2	NP_001386388.1
OG0005630	XP_045144440.1	XP_011516701.1
OG0005631	XP_004713326.1	NP_001362883.1
OG0005632	XP_004713334.1, XP_045144530.1	NP_005085.2, XP_047278620.1
OG0005633	XP_045144519.1	NP_056494.1
OG0005634	XP_004713349.1	NP_004948.4, NP_001275732.1, NP_001018088.1, XP_047279082.1
OG0005635	XP_004713364.1	NP_001006618.1
OG0005636	XP_004716528.1	XP_011516742.1, NP_036329.3
OG0005638	XP_012863627.1, XP_004700891.2	NP_115721.1
OG0005639	XP_004700607.2	NP_003911.2
OG0005640	XP_004700587.1	NP_001381890.1, NP_001381889.1, NP_064527.1
OG0005641	XP_004700570.1	NP_001139730.1, XP_005269209.1, NP_079055.3
OG0005642	XP_045144942.1	NP_001307339.1, NP_001307338.1
OG0005643	XP_004700512.1	NP_006422.1
OG0005644	XP_004700697.1	NP_009103.2, XP_006724166.1, NP_705931.1
OG0005645	XP_030741110.1	NP_001336898.1
OG0005646	XP_004700754.2	XP_024307964.1, NP_001271263.1, NP_055324.2
OG0005647	XP_045148746.1, XP_004700752.2	NP_001358291.1, NP_666017.1
OG0005649	XP_045148826.1	NP_001304859.1, NP_002874.1, NP_001265580.1, XP_005261752.1
OG0005650	XP_045146949.1	NP_612490.1
OG0005651	XP_004700322.1	NP_001278753.1
OG0005652	XP_004700363.1	NP_002845.1, NP_001302461.1
OG0005653	XP_045147087.1	NP_001018082.1, XP_047284257.1, NP_001334872.1, NP_001334873.1, NP_001017523.1
OG0005654	XP_045139756.1	XP_011509460.1, NP_001011552.2
OG0005655	XP_004699819.1	NP_001165074.1
OG0005656	XP_045150017.1	NP_001356612.1, XP_011531416.1, NP_079209.3, NP_001108588.1
OG0005657	XP_004696903.1	NP_778232.2
OG0005658	XP_045140360.1	NP_001035542.1, NP_001035541.1
OG0005659	XP_030744765.1	NP_067627.3, XP_011541691.1, NP_001359162.1
OG0005660	XP_012859951.1	NP_001188306.1
OG0005661	XP_030741242.1	XP_047279058.1
OG0005662	XP_045145312.1	NP_001306967.1, NP_001306966.1
OG0005663	XP_004711049.1	XP_047279781.1
OG0005664	XP_045152502.1	NP_054729.3, NP_001351998.1, NP_001351997.1
OG0005666	XP_012862644.1	NP_001165886.1, NP_001336228.1, NP_001336215.1, NP_004314.6
OG0005668	XP_045150806.1	NP_006663.2, XP_011512558.1, NP_696961.2
OG0005669	XP_004696304.2	XP_016866178.1, NP_001243633.1, NP_001254511.1, NP_001243632.1, NP_002033.2
OG0005670	XP_004702060.1	NP_005275.1, NP_001273028.1
OG0005671	XP_004711837.1	XP_054186331.1, NP_001374821.1
OG0005672	XP_045148525.1	NP_006286.1, XP_005249419.1
OG0005673	XP_004711864.1	NP_001229752.1, NP_001002029.3, NP_009224.2, NP_001338929.1
OG0005674	XP_045148857.1, XP_012862463.1, XP_045148858.1	NP_071393.2
OG0005675	XP_004711808.1	NP_001136355.1, NP_473452.2, XP_005248899.1
OG0005676	XP_030742757.2	XP_011512677.1, NP_699201.2, NP_001186088.1
OG0005677	XP_045150795.1	NP_055865.1, XP_047274418.1
OG0005678	XP_004710899.1	NP_775832.2
OG0005679	XP_004710820.2	NP_001410981.1
OG0005680	XP_030742773.2	XP_047274130.1
OG0005681	XP_045150702.1	NP_690619.1, NP_002812.2, NP_690621.1, NP_001257327.1
OG0005682	XP_004710846.1	NP_001273145.1
OG0005683	XP_004710864.1	NP_001155907.3, XP_016865637.1
OG0005684	XP_004696393.1	NP_689944.2
OG0005685	XP_045150778.1, XP_045150779.1	XP_047274943.1, NP_000938.2
OG0005686	XP_004696341.1	NP_699193.2, NP_001163894.1
OG0005687	XP_045150583.1	NP_001387703.1, NP_057314.2
OG0005688	XP_004696581.1	NP_001273135.1, XP_005248731.1, NP_055710.2
OG0005689	XP_045150570.1	NP_001273542.1
OG0005690	XP_004697520.1	NP_005827.1
OG0005691	XP_004697758.1	NP_001308564.1, NP_079035.1, NP_001308565.1, XP_011515604.2
OG0005692	XP_004697517.1	XP_005250835.1, NP_001273770.1, NP_001381612.1, NP_443727.2, NP_001135934.1
OG0005693	XP_012862136.1	XP_005250875.1, NP_001376.1
OG0005694	XP_045142320.1	NP_064574.1
OG0005695	XP_004697729.1	NP_001166284.1, NP_001166286.1, XP_024302851.1, NP_001166285.1, NP_001166282.1, NP_776250.2
OG0005696	XP_004697728.2	NP_001095146.1, NP_001336740.1
OG0005697	XP_045142873.1	NP_056996.2, NP_001349894.1, XP_011515358.1
OG0005698	XP_004697693.1	NP_005284.2
OG0005700	XP_045140151.1	XP_047306050.1, NP_001258661.1
OG0005701	XP_004706374.1	NP_001265553.1, NP_001265552.1, NP_694540.3
OG0005702	XP_045140148.1	NP_001014446.1
OG0005703	XP_004706342.1	NP_116011.2, NP_001119800.1, XP_005265842.1
OG0005704	XP_004707858.1	NP_001124146.1, NP_001186601.1, NP_001186600.1, NP_001210.1
OG0005705	XP_045144868.1	NP_001277187.1, NP_563616.3, XP_011514118.1
OG0005707	XP_012860097.1	NP_001289277.1, NP_001289278.1, NP_001289279.1
OG0005708	XP_045144709.1	NP_056365.1, XP_047276085.1, NP_663160.1, NP_663162.1, NP_663161.1
OG0005709	XP_004702801.1	XP_016868296.1, NP_004895.2, NP_878901.2, NP_878902.2, NP_001011666.1
OG0005710	XP_045144787.1	XP_011514265.1
OG0005712	XP_004699735.1	NP_757379.1, NP_001374704.1, NP_671725.1, NP_001374705.1
OG0005713	XP_004698516.1	NP_001001912.2
OG0005714	XP_004705012.1	NP_060571.1, NP_001243804.1
OG0005715	XP_004705024.2	XP_005270632.1, NP_079128.2, NP_803171.1
OG0005716	XP_004705028.2	XP_005270635.1
OG0005717	XP_004704758.1	XP_011521280.1, NP_055136.1
OG0005718	XP_045147693.1	NP_002516.2
OG0005719	XP_004711283.1	NP_055187.1
OG0005720	XP_004699505.1	NP_005755.1
OG0005721	XP_004699745.1	NP_001121897.1
OG0005722	XP_004698502.1	NP_776245.2, XP_016876455.1
OG0005723	XP_004698513.1	NP_001278376.1, NP_001278375.1, XP_011535366.1, NP_001351493.1, NP_005398.2
OG0005724	XP_004700494.2	NP_001317160.1
OG0005725	XP_045145175.1	NP_001231921.1, NP_001137357.1, NP_001231919.1, NP_001137358.1, NP_002471.1
OG0005726	XP_045149264.1	XP_011536310.1
OG0005727	XP_012863521.1	NP_998776.1, NP_002626.1, NP_005879.1
OG0005728	XP_030741973.1	NP_001339116.1, NP_690001.3, NP_001339114.1, XP_006719567.1, NP_001339117.1, NP_001339115.1
OG0005729	XP_004700414.2	NP_001168.1
OG0005730	XP_045147126.1	NP_060034.9, XP_011536839.1
OG0005731	XP_004708782.1	NP_001362399.1, NP_001357109.1, NP_000901.1
OG0005732	XP_004708840.2	XP_011530428.1, NP_001121900.1, NP_001121899.1, NP_064501.2
OG0005733	XP_004707797.1	NP_001276902.1, XP_054188216.1, NP_997294.3
OG0005734	XP_004708995.1	XP_016874049.1, NP_291025.3
OG0005735	XP_012863005.2	NP_005426.2, XP_054188155.1, NP_001003702.2, NP_001355247.1, XP_047299089.1
OG0005736	XP_030741127.1	NP_001073980.2
OG0005737	XP_004707883.1	XP_047276368.1, NP_001177778.1, NP_001380300.1, NP_001380299.1, NP_001177779.1
OG0005738	XP_045142242.1	NP_001271244.1, NP_001271242.1, NP_001014436.1, NP_001349652.1, NP_001116428.1, NP_054782.2
OG0005739	XP_045145730.1	NP_001186621.1
OG0005740	XP_004702534.1	NP_113622.1, NP_001129516.1
OG0005741	XP_045142790.1	NP_127509.1, NP_000921.1
OG0005742	XP_012859503.1	XP_016868432.1, NP_001193776.1
OG0005743	XP_012859291.2	NP_808592.2, NP_001120977.1, NP_004306.3, XP_005273561.1, NP_001350672.1
OG0005744	XP_004696217.1	NP_004468.1
OG0005745	XP_045142537.1	NP_001364369.1
OG0005746	XP_045142682.1, XP_004696197.1	NP_002190.2
OG0005747	XP_004707811.1	XP_047299936.1, NP_001002919.2
OG0005748	XP_045150217.1, XP_045150215.1, XP_045150216.1, XP_004709862.1	NP_001339610.1
OG0005749	XP_004696074.1	NP_057291.1, NP_001308763.1, NP_001308762.1, XP_047300701.1, NP_001308765.1
OG0005750	XP_004696075.1	NP_001307787.1, NP_001307792.1, NP_001307789.1, NP_001307788.1, NP_001034702.1
OG0005751	XP_004696435.2	NP_001305906.1, NP_001305905.1, XP_011508712.1, NP_005671.3
OG0005752	XP_004696133.1	NP_001800.1, NP_001035891.1
OG0005753	XP_004711148.1	NP_009197.3, NP_001138519.1, NP_001138521.1, NP_001138520.1
OG0005754	XP_004711157.1	NP_001274456.1
OG0005756	XP_004707995.2	XP_047299874.1, NP_036407.1, NP_775262.1
OG0005757	XP_045142830.1	NP_598376.2, XP_047299539.1
OG0005758	XP_045153850.1, XP_045152533.1	NP_001397121.1
OG0005759	XP_030740472.1, XP_045142861.1, XP_045152406.1	NP_060037.4
OG0005760	XP_004714924.1	NP_079464.2
OG0005761	XP_004714929.1	NP_006775.1
OG0005762	XP_004714941.2, XP_045152480.1	NP_060156.1, NP_001129061.1
OG0005763	XP_045151576.1	NP_079426.2, NP_001258825.1, NP_001258824.1, XP_006711618.1
OG0005764	XP_004716646.1	XP_011507946.1, NP_001275537.1
OG0005765	XP_045142993.1	NP_067032.3, NP_001186067.1, NP_001186068.1, XP_047301312.1, NP_001289433.1
OG0005766	XP_004713775.1	XP_024304383.1, NP_660201.1
OG0005767	XP_004713616.1	XP_047282720.1
OG0005768	XP_004702658.1	NP_001397837.1, NP_061152.3, NP_891847.1, XP_005250550.1
OG0005769	XP_045144964.1, XP_045144963.1, XP_004702671.1	XP_005250165.1, NP_001026862.1
OG0005770	XP_004702674.1	XP_047276629.1
OG0005771	XP_004702687.1	NP_001371832.1, NP_001371830.1, NP_001371829.1, NP_001371831.1, NP_689967.2
OG0005772	XP_004717254.3	NP_066288.2, NP_001280563.1, XP_047282204.1
OG0005772	XP_004718024.2	NP_001354319.1
OG0005773	XP_004708363.1	NP_001136402.1, XP_006718422.1, NP_006586.1
OG0005774	XP_004715055.1	NP_001034485.1
OG0005775	XP_030743382.2	NP_001185739.1, NP_003618.1, XP_005274415.1
OG0005776	XP_045153024.1	NP_003137.1
OG0005777	XP_004708406.1	NP_001238863.1
OG0005778	XP_004708389.1	NP_001353621.1, NP_000732.2
OG0005779	XP_045146933.1	XP_047282300.1, NP_001287650.1, NP_689525.3, NP_001287651.1
OG0005780	XP_045153174.1	NP_001356309.1
OG0005781	XP_045153179.1	XP_011518175.1, NP_001137535.1, NP_663613.1, NP_065947.1
OG0005782	XP_045153072.1	NP_036441.2
OG0005783	XP_045153075.1	NP_703152.1, XP_006718533.1
OG0005784	XP_004713784.1	XP_011543592.1, NP_112192.2
OG0005785	XP_045153190.1	NP_003968.3
OG0005786	XP_045153083.1	NP_001072119.1, NP_079400.1, XP_011543570.1, NP_001072118.1
OG0005787	XP_045153118.1	NP_003933.1, XP_005274437.1, NP_001006945.1, NP_001287731.1
OG0005788	XP_030743756.2, XP_012859347.1, XP_004718108.1	NP_001345445.1, NP_036226.2
OG0005789	XP_004713553.1	NP_059672.2, NP_001034558.2
OG0005790	XP_045152981.1	NP_659454.2
OG0005791	XP_012861537.2	NP_001004735.1
OG0005792	XP_004708802.1	NP_115946.2
OG0005793	XP_004712193.1	XP_011530601.1, NP_112586.1
OG0005794	XP_004716546.1	NP_003296.1
OG0005795	XP_004716541.1	NP_078850.3, XP_024309980.1
OG0005796	XP_004703917.1	NP_001154889.1, NP_001154888.1, NP_001154887.1, NP_005282.1
OG0005797	XP_045154258.1	NP_001358840.1, NP_001358839.1, XP_047298945.1, NP_006600.3
OG0005798	XP_045143348.1	NP_006761.1, XP_011510384.1
OG0005799	XP_004703897.1	NP_001186170.1, NP_003928.1
OG0005800	XP_004703892.1	NP_001177808.1
OG0005801	XP_004703880.1, XP_012863930.1	NP_036229.1
OG0005802	XP_012863108.1	NP_001358940.1, NP_064594.3
OG0005803	XP_045153651.1	NP_115731.3, XP_006713408.1
OG0005804	XP_004702566.1	XP_047303953.1, NP_000165.1
OG0005805	XP_004702423.1	NP_001004019.1, NP_001989.2, NP_001158507.1
OG0005806	XP_045146068.1	NP_057558.3, NP_001397648.1, XP_016862044.1
OG0005807	XP_004702293.1	NP_003033.3, NP_001335179.1, XP_005265468.1
OG0005808	XP_030741445.1	NP_055575.3
OG0005809	XP_045145778.1	NP_705613.1, NP_705616.2
OG0005810	XP_045145726.1	XP_005265573.1, NP_003647.1
OG0005811	XP_045145713.1	XP_016863063.1, NP_055665.1
OG0005812	XP_045145920.1	NP_065923.1, NP_001380305.1, XP_011532070.1
OG0005813	XP_045146059.1	NP_000324.1, NP_001364334.1, NP_001364335.1, NP_001121621.2, NP_001170858.1
OG0005814	XP_045145808.1	NP_001136205.2, NP_569058.1
OG0005815	XP_004715265.1	NP_000711.1, XP_011532396.1, NP_001122311.1, NP_001122312.1
OG0005816	XP_004715336.1	NP_001277133.1, NP_060873.4, NP_001277134.1, NP_001277136.1, NP_001277135.1
OG0005817	XP_045153352.1	NP_002208.3, NP_001378948.1
OG0005818	XP_004715326.1	NP_001118239.1
OG0005819	XP_004715252.2	NP_001167571.1, NP_127501.1, NP_065151.2, XP_047304568.1, NP_127503.1
OG0005820	XP_030743467.1	NP_002438.2, NP_001231866.1, XP_005265227.2
