Orthogroup	Echinops_telfairi	Canis_lupus_familiaris
OG0006625	XP_045150019.1	XP_038407476.1
OG0006626	XP_045146292.1	XP_038407495.1
OG0006627	XP_045141620.1	XP_038407511.1
OG0006628	XP_004696890.1	XP_038407615.1
OG0006629	XP_030744737.1	XP_038407872.1
OG0006630	XP_004696637.1	XP_038407900.1
OG0006631	XP_004696675.1	XP_038408124.1
OG0006632	XP_004696694.1	XP_038408216.1
OG0006633	XP_004696703.1	XP_038408243.1
OG0006634	XP_030741243.1	XP_038408697.1
OG0006635	XP_004711074.1	XP_038408755.1
OG0006636	XP_004711060.2	XP_038408793.1, XP_038408795.1, XP_038408794.1
OG0006637	XP_004711055.1	XP_038408806.1
OG0006638	XP_004711043.1	XP_038408852.1
OG0006639	XP_004711126.2	XP_038408877.1
OG0006640	XP_004711025.1	XP_038408927.1
OG0006641	XP_004711017.2	XP_038408963.1
OG0006642	XP_045152562.1	XP_038408997.1
OG0006643	XP_012862689.3, XP_045152527.1, XP_045152528.1	XP_038409068.1
OG0006644	XP_045152478.1	XP_038409132.1
OG0006645	XP_004712610.1, XP_045152598.1	XP_038409163.1
OG0006646	XP_004699759.1	XP_038414322.1, XP_038409212.1
OG0006647	XP_045150687.1	XP_038409274.1, XP_038409273.1, XP_038409213.1
OG0006648	XP_004712507.1, XP_004712509.1	XP_038409217.1
OG0006649	XP_004711136.2	XP_038409221.1
OG0006650	XP_004711742.1	XP_038409240.1
OG0006651	XP_045148539.1	XP_038430446.1, XP_038409347.1
OG0006652	XP_004711754.1	XP_038409420.1
OG0006653	XP_045148946.1	XP_038409504.1
OG0006654	XP_004711773.1	XP_038409513.1, XP_038409514.1
OG0006655	XP_045148199.1	XP_038409527.1
OG0006656	XP_045148407.1, XP_004711780.1	XP_038409545.1
OG0006658	XP_004711806.1	XP_038409665.1
OG0006659	XP_004704589.1, XP_045148883.1, XP_004717293.1	XP_038409711.1, XP_038409712.1
OG0006660	XP_004710788.1	XP_038409776.1
OG0006661	XP_004710873.1	XP_038409780.1
OG0006662	XP_004710792.1	XP_038409787.1
OG0006663	XP_045150716.1	XP_038409833.1
OG0006664	XP_045150710.1	XP_038409932.1
OG0006665	XP_004710839.2	XP_038410057.1
OG0006666	XP_004710921.1	XP_038410064.1, XP_038410063.1
OG0006667	XP_004710844.1	XP_038410097.1
OG0006668	XP_045150208.1, XP_012862231.2	XP_038410153.1
OG0006669	XP_045150766.1	XP_038410188.1
OG0006670	XP_045150693.1	XP_038410192.1
OG0006671	XP_045150827.1	XP_038410291.1
OG0006672	XP_030742640.1	XP_038410366.1
OG0006673	XP_045150320.1	XP_038410469.1
OG0006674	XP_045150309.1, XP_045154641.1, XP_030740929.1, XP_045144210.1	XP_038410476.1
OG0006675	XP_012859157.1	XP_038410495.1
OG0006676	XP_004715571.1	XP_038410498.1, XP_038423086.1
OG0006677	XP_004696587.2	XP_038410533.1
OG0006678	XP_045150249.1	XP_038410732.1
OG0006679	XP_004710951.1	XP_038410739.1, XP_038410740.1
OG0006680	XP_045150584.1	XP_038410753.1
OG0006681	XP_004696286.1	XP_038410769.1
OG0006682	XP_045150666.1, XP_045150539.1	XP_038410821.1
OG0006683	XP_004702067.1	XP_038410927.1
OG0006684	XP_004702253.1	XP_038410938.1
OG0006686	XP_004696976.1	XP_038437462.1
OG0006687	XP_004705009.1	XP_038411019.1, XP_038413767.1
OG0006688	XP_004697759.1	XP_038411067.1
OG0006689	XP_004697498.2	XP_038411242.1
OG0006690	XP_004697710.1, XP_045145702.1	XP_038411429.1
OG0006692	XP_045142807.1	XP_038411592.1
OG0006693	XP_045154041.1	XP_038411676.1
OG0006694	XP_045142663.1	XP_038411752.1
OG0006695	XP_045142634.1	XP_038411775.1
OG0006697	XP_045148166.1, XP_045148977.1	XP_038411781.1
OG0006698	XP_004697403.1	XP_038411793.1
OG0006699	XP_004699770.1, XP_045141763.1	XP_038411856.1
OG0006700	XP_004699769.2	XP_038411857.1
OG0006701	XP_045139988.1	XP_038411880.1
OG0006702	XP_045140129.1	XP_038411968.1
OG0006705	XP_004707828.1	XP_038413401.1, XP_038412325.1
OG0006706	XP_030744584.2, XP_012860675.1	XP_038412344.1
OG0006707	XP_004697328.1, XP_012860683.1	XP_038412376.1
OG0006708	XP_045144858.1	XP_038412395.1
OG0006709	XP_045144859.1	XP_038412403.1
OG0006710	XP_012861397.2	XP_038412482.1
OG0006711	XP_004707853.1	XP_038412532.1
OG0006712	XP_045144828.1	XP_038412596.1
OG0006713	XP_012860109.1	XP_038412681.1
OG0006714	XP_045144690.1	XP_038412696.1
OG0006716	XP_045144916.1	XP_038412821.1, XP_038412819.1, XP_038412822.1, XP_038412820.1
OG0006717	XP_004702790.1, XP_045144885.1, XP_045144886.1	XP_038413099.1
OG0006718	XP_004702810.1	XP_038413147.1
OG0006719	XP_004702914.2, XP_045144889.1	XP_038413152.1
OG0006721	XP_004702825.1	XP_038413242.1
OG0006722	XP_004708210.2	XP_038413266.1
OG0006723	XP_045144869.1	XP_038413414.1
OG0006724	XP_004707920.1	XP_038413443.1, XP_038413442.1, XP_038413444.1
OG0006725	XP_004698924.3, XP_004718005.4	XP_038413524.1
OG0006726	XP_045144672.1	XP_038415544.1, XP_038413530.1
OG0006727	XP_004700461.1	XP_038413535.1, XP_038413534.1
OG0006728	XP_045154989.1	XP_038413848.1
OG0006729	XP_045147692.1	XP_038413943.1
OG0006730	XP_045147696.1	XP_038414033.1
OG0006731	XP_045147697.1	XP_038414035.1
OG0006732	XP_004699511.1	XP_038414065.1
OG0006733	XP_045148063.1	XP_038414182.1
OG0006734	XP_004699751.1	XP_038414214.1
OG0006735	XP_045143661.1	XP_038414335.1
OG0006736	XP_045144155.1	XP_038414392.1
OG0006737	XP_004700490.1	XP_038414441.1
OG0006738	XP_004700831.1	XP_038414455.1
OG0006739	XP_004700473.1	XP_038414549.1
OG0006740	XP_004700447.1, XP_045139469.1, XP_045145479.1	XP_038414595.1
OG0006741	XP_004700446.1	XP_038414598.1
OG0006742	XP_045141939.1, XP_012859509.1	XP_038414800.1
OG0006743	XP_004708754.1	XP_038414823.1
OG0006744	XP_030743068.1	XP_038415006.1
OG0006745	XP_004708786.1	XP_038415019.1
OG0006746	XP_004707782.1	XP_038429589.1, XP_038415161.1
OG0006747	XP_004708234.2	XP_038415176.1
OG0006748	XP_030741123.1	XP_038415225.1
OG0006749	XP_045144670.1	XP_038415265.1
OG0006750	XP_004714072.1	XP_038415285.1
OG0006751	XP_004714016.2	XP_038415303.1
OG0006752	XP_030741025.1	XP_038415350.1
OG0006753	XP_004707960.1	XP_038415370.1, XP_038415371.1
OG0006754	XP_004707882.2	XP_038415391.1, XP_038415392.1
OG0006755	XP_004707953.1	XP_038415395.1
OG0006756	XP_004696917.1, XP_045140550.1	XP_038415410.1
OG0006759	XP_045145960.1	XP_038415724.1
OG0006760	XP_030740518.1	XP_038415870.1
OG0006761	XP_045142795.1	XP_038415935.1
OG0006762	XP_045142671.1	XP_038415954.1
OG0006763	XP_045142743.1	XP_038416084.1
OG0006764	XP_004696550.2	XP_038416089.1
OG0006765	XP_030740449.1	XP_038416191.1
OG0006766	XP_012863524.1	XP_038416301.1
OG0006767	XP_045142720.1, XP_045142719.1	XP_038416303.1
OG0006768	XP_045142504.1	XP_038416318.1
OG0006769	XP_004696189.1	XP_038416403.1
OG0006770	XP_045142508.1	XP_038416428.1
OG0006771	XP_004696070.1	XP_038416632.1
OG0006772	XP_045142564.1	XP_038416660.1
OG0006773	XP_004696090.1	XP_038416699.1
OG0006774	XP_012859301.1	XP_038416754.1, XP_038416753.1
OG0006775	XP_045142527.1	XP_038416814.1, XP_038416815.1
OG0006776	XP_045142524.1	XP_038416830.1
OG0006777	XP_004696126.1	XP_038416881.1
OG0006778	XP_045150096.1	XP_038417001.1
OG0006780	XP_045142954.1	XP_038417124.1, XP_038417125.1, XP_038417123.1
OG0006781	XP_045142962.1	XP_038417188.1
OG0006782	XP_004711175.1	XP_038417243.1
OG0006783	XP_045141650.1	XP_038417275.1
OG0006784	XP_045139775.1	XP_038417325.1
OG0006785	XP_004707981.1	XP_038417348.1
OG0006786	XP_045143038.1	XP_038417364.1
OG0006787	XP_004707990.1	XP_038417377.1
OG0006788	XP_045143020.1, XP_045143019.1, XP_004707991.1	XP_038417395.1
OG0006789	XP_045139783.1	XP_038417498.1
OG0006790	XP_045139927.1	XP_038417547.1
OG0006791	XP_045142515.1	XP_038417650.1
OG0006792	XP_045144701.1, XP_030740431.1	XP_038417671.1
OG0006793	XP_004696135.1	XP_038417719.1
OG0006794	XP_045150468.1, XP_004699204.1	XP_038417766.1
OG0006795	XP_045139636.1	XP_038417796.1
OG0006796	XP_004714923.1	XP_038417809.1
OG0006797	XP_004714926.2	XP_038417813.1
OG0006798	XP_045148309.1, XP_045139648.1	XP_038417851.1
OG0006799	XP_004714933.1	XP_038417854.1
OG0006800	XP_004714932.1	XP_038417883.1, XP_038417859.1, XP_038418336.1
OG0006801	XP_045139641.1	XP_038417944.1
OG0006802	XP_030743024.1	XP_038418074.1
OG0006803	XP_004717275.1	XP_038418420.1
OG0006804	XP_004713614.1	XP_038418435.1
OG0006805	XP_004702832.1	XP_038418621.1, XP_038418462.1
OG0006806	XP_012861452.1	XP_038418555.1
OG0006807	XP_004708220.2	XP_038418572.1
OG0006808	XP_004708213.1	XP_038418608.1
OG0006809	XP_004702642.1	XP_038418611.1
OG0006810	XP_045144826.1	XP_038418629.1, XP_038418631.1, XP_038418630.1
OG0006811	XP_004702662.1	XP_038418700.1
OG0006813	XP_004717212.1	XP_038418811.1
OG0006814	XP_045146350.1	XP_038418888.1
OG0006815	XP_045146942.1	XP_038418956.1
OG0006816	XP_004714978.2	XP_038419120.1, XP_038419121.1, XP_038419123.1, XP_038419119.1, XP_038419118.1
OG0006817	XP_045153035.1	XP_038419162.1
OG0006818	XP_045147641.1, XP_004707625.1, XP_004708498.1	XP_038419201.1
OG0006819	XP_004708497.2	XP_038419207.1, XP_038419208.1
OG0006820	XP_045146965.1	XP_038419326.1
OG0006821	XP_045146824.1	XP_038419328.1
OG0006822	XP_045147011.1	XP_038419390.1
OG0006823	XP_004708484.1	XP_038419416.1
OG0006824	XP_045146360.1	XP_038419488.1
OG0006825	XP_045153055.1	XP_038419559.1
OG0006826	XP_004713640.1	XP_038419665.1
OG0006827	XP_004713771.1	XP_038419682.1
OG0006828	XP_004713611.1	XP_038419758.1
OG0006829	XP_045153207.1	XP_038444748.1, XP_038419769.1
OG0006830	XP_004713741.1	XP_038419843.1
OG0006831	XP_004713732.1	XP_038419895.1, XP_038419894.1
OG0006832	XP_045153255.1	XP_038419898.1
OG0006834	XP_004713719.3	XP_038419956.1
OG0006835	XP_004713710.1	XP_038420046.1
OG0006836	XP_004713557.1	XP_038420099.1
OG0006837	XP_004708803.1	XP_038420469.1
OG0006838	XP_004712201.1	XP_038420557.1
OG0006840	XP_045154884.1, XP_045154887.1	XP_038421115.1
OG0006841	XP_045154358.1	XP_038421121.1
OG0006842	XP_004703877.1	XP_038421137.1
OG0006843	XP_045145933.1	XP_038421201.1
OG0006844	XP_004714459.2	XP_038421274.1
OG0006845	XP_045153643.1	XP_038421286.1
OG0006846	XP_045155948.1	XP_038421322.1
OG0006847	XP_004702432.1	XP_038421512.1, XP_038421513.1
OG0006848	XP_045146041.1	XP_038421534.1
OG0006850	XP_004702443.2	XP_038421547.1
OG0006851	XP_004702306.1	XP_038421629.1, XP_038421630.1
OG0006852	XP_004702321.2	XP_038421701.1
OG0006853	XP_004714167.1	XP_038421708.1
OG0006854	XP_030741462.2	XP_038421755.1
OG0006855	XP_045146058.1	XP_038421819.1
OG0006856	XP_004702452.1	XP_038422042.1
OG0006857	XP_004715228.1	XP_038422331.1
OG0006858	XP_045153645.1	XP_038422345.1
OG0006859	XP_004715225.1	XP_038422358.1
OG0006860	XP_045153340.1	XP_038422365.1
OG0006861	XP_045153366.1, XP_004715210.1	XP_038422391.1
OG0006862	XP_004704038.2, XP_045153598.1, XP_045153599.1	XP_038422476.1
OG0006863	XP_045153632.1	XP_038422607.1
OG0006864	XP_004705292.1	XP_038422663.1
OG0006865	XP_004705310.1	XP_038422733.1
OG0006866	XP_004705584.1	XP_038422736.1, XP_038422737.1
OG0006867	XP_045154960.1	XP_038422789.1
OG0006868	XP_004698194.1	XP_038422805.1
OG0006869	XP_045155100.1	XP_038422854.1, XP_038422853.1
OG0006870	XP_045145623.1	XP_038422899.1
OG0006871	XP_045145624.1	XP_038422918.1
OG0006872	XP_045145701.1, XP_045141556.1	XP_038422963.1
OG0006873	XP_004715640.1	XP_038423014.1
OG0006874	XP_045145650.1	XP_038423053.1
OG0006876	XP_004715574.1	XP_038423081.1
OG0006877	XP_004700343.1	XP_038423088.1
OG0006878	XP_045146221.1	XP_038423128.1
OG0006879	XP_004716858.2	XP_038423237.1
OG0006880	XP_004716910.2	XP_038423292.1
OG0006881	XP_004717379.1	XP_038423374.1
OG0006882	XP_030741533.1	XP_038423393.1
OG0006883	XP_045156018.1	XP_038423540.1
OG0006884	XP_004714315.1	XP_038423647.1
OG0006885	XP_045156070.1	XP_038423698.1
OG0006886	XP_012862861.1, XP_004717047.1, XP_045156031.1, XP_045156032.1	XP_038423954.1
OG0006887	XP_045155958.1	XP_038423958.1
OG0006888	XP_030744132.2	XP_038423997.1
OG0006889	XP_012863893.1	XP_038424102.1, XP_038424043.1, XP_038424041.1, XP_038424042.1
OG0006890	XP_004708308.1	XP_038437653.1, XP_038424058.1
OG0006891	XP_004708955.1	XP_038424074.1
OG0006892	XP_004717101.1, XP_004717094.1	XP_038424097.1
OG0006893	XP_004711657.1	XP_038424121.1
OG0006894	XP_012861709.2	XP_038424225.1
OG0006895	XP_012860550.1	XP_038424276.1
OG0006896	XP_004708943.1	XP_038424283.1
OG0006897	XP_004708939.1	XP_038424304.1
OG0006898	XP_030742287.1	XP_038424389.1
OG0006899	XP_045149020.1	XP_038424426.1
OG0006900	XP_004708996.1	XP_038424433.1
OG0006901	XP_045149022.1	XP_038424450.1
OG0006902	XP_004708895.2	XP_038424778.1, XP_038424506.1
OG0006903	XP_045149004.1	XP_038424756.1
OG0006904	XP_004711646.1	XP_038425137.1
OG0006905	XP_045152960.1	XP_038445049.1, XP_038445047.1, XP_038445048.1
OG0006906	XP_012863259.1	XP_038425250.1
OG0006907	XP_004709135.2	XP_038425261.1
OG0006908	XP_004704350.1	XP_038425317.1
OG0006909	XP_045144990.1	XP_038425425.1
OG0006910	XP_045143090.1, XP_045143091.1	XP_038425662.1
OG0006911	XP_004704437.2, XP_045139722.1	XP_038425784.1
OG0006912	XP_004709833.1	XP_038425790.1
OG0006913	XP_045139700.1	XP_038425833.1
OG0006914	XP_004704336.1	XP_038425887.1
OG0006915	XP_004703286.1	XP_038438217.1
OG0006915	XP_045139618.1	XP_038425892.1
OG0006916	XP_045139928.1	XP_038425977.1
OG0006917	XP_045139745.1	XP_038425991.1
OG0006918	XP_012860542.1	XP_038426028.1
OG0006919	XP_004704370.1	XP_038426058.1
OG0006920	XP_012861574.1	XP_038426119.1
OG0006921	XP_012861714.3	XP_038426123.1
OG0006922	XP_030742802.1, XP_045150986.1	XP_038426181.1
OG0006923	XP_004704125.1	XP_038426330.1
OG0006924	XP_004708737.1	XP_038444769.1, XP_038426397.1
OG0006925	XP_012861594.1	XP_038426400.1
OG0006926	XP_004708733.2	XP_038426418.1
OG0006927	XP_030742793.2	XP_038426487.1
OG0006928	XP_004704072.1	XP_038426682.1
OG0006929	XP_004704067.1	XP_038426722.1
OG0006930	XP_004704234.1	XP_038426780.1
OG0006931	XP_045143390.1	XP_038426889.1
OG0006932	XP_030740660.1	XP_038426940.1
OG0006933	XP_045150940.1	XP_038427126.1
OG0006934	XP_030743508.2	XP_038427213.1
OG0006935	XP_004698281.1	XP_038427297.1
OG0006936	XP_004698365.1	XP_038427312.1
OG0006937	XP_004698213.4	XP_038427469.1
OG0006938	XP_004697912.1	XP_038427621.1
OG0006939	XP_004697915.1	XP_038427632.1
OG0006940	XP_045151476.1	XP_038427661.1
OG0006941	XP_004698233.1	XP_038427677.1
OG0006942	XP_045151405.1	XP_038427678.1
OG0006943	XP_045151214.1	XP_038427697.1
OG0006944	XP_045144114.1, XP_045151219.1	XP_038427716.1
OG0006945	XP_004697946.1	XP_038427769.1
OG0006946	XP_004697961.1	XP_038427846.1
OG0006947	XP_004697969.1	XP_038427876.1, XP_038427877.1
OG0006948	XP_004697976.1	XP_038427899.1
OG0006949	XP_004698282.1	XP_038427927.1, XP_038427926.1
OG0006950	XP_004697993.1	XP_038427991.1
OG0006951	XP_004698296.1	XP_038428022.1
OG0006952	XP_004698014.1	XP_038428079.1
OG0006953	XP_004698015.1	XP_038428095.1, XP_038445518.1
OG0006954	XP_045151100.1	XP_038428126.1
OG0006955	XP_004698029.1	XP_038428139.1
OG0006956	XP_045151499.1	XP_038428144.1
OG0006957	XP_045151447.1, XP_045151449.1	XP_038428168.1
OG0006958	XP_030742931.2	XP_038428192.1
OG0006959	XP_004698037.1	XP_038428217.1
OG0006960	XP_030742929.2	XP_038428222.1
OG0006961	XP_045151067.1	XP_038428228.1
OG0006962	XP_012864128.2	XP_038428245.1
OG0006963	XP_045151431.1	XP_038428287.1
OG0006964	XP_045151199.1	XP_038428319.1
OG0006965	XP_004698061.1	XP_038428329.1
OG0006966	XP_045151279.1, XP_004698336.1	XP_038428331.1
OG0006967	XP_004698342.2	XP_038428358.1
OG0006968	XP_045151097.1	XP_038428431.1
OG0006969	XP_045151074.1	XP_038428434.1
OG0006970	XP_045151350.1	XP_038428478.1, XP_038428476.1, XP_038428477.1
OG0006971	XP_004698108.1	XP_038428497.1
OG0006972	XP_045151081.1	XP_038428501.1
OG0006973	XP_045151416.1	XP_038428558.1
OG0006974	XP_045151317.1	XP_038428559.1
OG0006975	XP_004717196.1	XP_038428605.1
OG0006976	XP_004717189.2	XP_038428658.1
OG0006977	XP_045152865.1	XP_038428804.1
OG0006978	XP_004698368.1	XP_038428925.1
OG0006979	XP_004707693.2	XP_038429588.1
OG0006980	XP_004707679.2	XP_038428949.1
OG0006981	XP_004707648.1	XP_038429003.1
OG0006982	XP_004711328.1	XP_038429097.1
OG0006983	XP_004711302.1	XP_038429130.1
OG0006984	XP_004715477.1	XP_038429153.1
OG0006985	XP_004714876.1	XP_038429387.1
OG0006986	XP_004714890.1	XP_038429448.1
OG0006987	XP_012860635.1	XP_038429510.1
OG0006988	XP_030740428.1	XP_038429532.1
OG0006989	XP_004707704.1	XP_038429574.1
OG0006990	XP_004707771.1	XP_038442553.1, XP_038429669.1
OG0006991	XP_012861351.1	XP_038429703.1
OG0006992	XP_004707757.1	XP_038429714.1
OG0006993	XP_045142780.1	XP_038429729.1
OG0006994	XP_004707653.1	XP_038429744.1
OG0006995	XP_004707636.1	XP_038429832.1
OG0006996	XP_004701738.1	XP_038430143.1, XP_038430141.1
OG0006997	XP_004701748.1	XP_038430302.1
OG0006998	XP_004701758.2	XP_038430387.1
OG0006999	XP_004701757.1	XP_038430392.1, XP_038430391.1
OG0007001	XP_004716759.1	XP_038430455.1
OG0007002	XP_004709651.2	XP_038430893.1
OG0007003	XP_045147642.1	XP_038430908.1
OG0007005	XP_004709631.1	XP_038431034.1
OG0007006	XP_004709610.1	XP_038431141.1
OG0007007	XP_004709738.2	XP_038431196.1
OG0007008	XP_012861898.3	XP_038431227.1
OG0007009	XP_004709599.1	XP_038431309.1
OG0007010	XP_004709594.1	XP_038431330.1
OG0007011	XP_004699433.1, XP_004716397.1, XP_045150669.1	XP_038431745.1
OG0007013	XP_012859724.1	XP_038431802.1
OG0007014	XP_045145561.1, XP_004716378.1	XP_038431880.1, XP_038431881.1
OG0007015	XP_004716414.2	XP_038431895.1, XP_038431896.1
OG0007016	XP_004716379.1	XP_038431897.1
OG0007017	XP_012863677.2	XP_038431905.1
OG0007018	XP_004701148.1	XP_038431954.1
OG0007019	XP_004701423.1	XP_038431962.1
OG0007020	XP_004701416.1	XP_038431992.1
OG0007021	XP_004711396.1	XP_038432107.1
OG0007022	XP_045151844.1	XP_038432358.1
OG0007023	XP_004717703.1	XP_038432418.1
OG0007026	XP_045151950.1, XP_045151951.1	XP_038432510.1
OG0007027	XP_004708194.1	XP_038432556.1
OG0007028	XP_004717678.1, XP_045149218.1	XP_038432704.1
OG0007029	XP_012862953.1	XP_038432797.1
OG0007030	XP_004713840.2	XP_038432893.1
OG0007031	XP_004713864.1, XP_030740973.2	XP_038432909.1
OG0007032	XP_045144409.1	XP_038433052.1
OG0007033	XP_045152323.1	XP_038433235.1
OG0007034	XP_045143232.1	XP_038433301.1
OG0007035	XP_045143176.1	XP_038433305.1
OG0007036	XP_004711580.1	XP_038433330.1
OG0007037	XP_045143198.1	XP_038433342.1
OG0007038	XP_004711451.1	XP_038433549.1
OG0007039	XP_045143301.1	XP_038433559.1
OG0007040	XP_030740600.2	XP_038433636.1
OG0007041	XP_004716928.1	XP_038433721.1
OG0007042	XP_004716951.1	XP_038433779.1
OG0007043	XP_012862028.2	XP_038433819.1
OG0007044	XP_004710527.2	XP_038433820.1
OG0007045	XP_045146190.1	XP_038434053.1
OG0007046	XP_012859665.1	XP_038434268.1
OG0007047	XP_045147312.1	XP_038434271.1
OG0007048	XP_004701079.3	XP_038434360.1
OG0007049	XP_004701065.1	XP_038434415.1
OG0007050	XP_045147507.1	XP_038434421.1
OG0007051	XP_045147543.1	XP_038434473.1
OG0007052	XP_030741879.1	XP_038434553.1
OG0007053	XP_004700997.1, XP_045147301.1	XP_038434653.1
OG0007054	XP_004700998.1	XP_038434656.1
OG0007055	XP_004701338.1	XP_038434722.1
OG0007056	XP_045147278.1	XP_038434782.1
OG0007057	XP_012859719.1	XP_038434826.1
OG0007058	XP_004700969.1	XP_038434840.1
OG0007059	XP_004700946.2	XP_038434915.1, XP_038437025.1
OG0007060	XP_045147305.1	XP_038435138.1
OG0007061	XP_045140488.1	XP_038435190.1, XP_038437644.1
OG0007062	XP_004697634.1	XP_038435302.1
OG0007063	XP_004697638.1	XP_038435308.1
OG0007064	XP_004697600.1, XP_045155891.1	XP_038435335.1, XP_038435336.1
OG0007066	XP_004697800.1	XP_038435447.1
OG0007067	XP_004697548.1	XP_038435540.1
OG0007068	XP_004697775.1	XP_038435659.1
OG0007069	XP_045143274.1	XP_038435715.1
OG0007070	XP_004697524.1	XP_038435733.1
OG0007071	XP_004717960.2	XP_038435784.1
OG0007072	XP_004712736.1	XP_038435887.1, XP_038435888.1, XP_038435889.1
OG0007073	XP_004712813.2	XP_038436020.1
OG0007074	XP_045142395.1	XP_038436223.1
OG0007075	XP_004709549.1	XP_038436224.1
OG0007076	XP_045142387.1	XP_038436330.1
OG0007077	XP_012861828.3	XP_038436345.1
OG0007078	XP_045150288.1, XP_004709493.1	XP_038436393.1
OG0007079	XP_030740371.1	XP_038436405.1
OG0007080	XP_004709500.1	XP_038436418.1
OG0007081	XP_004709508.1	XP_038436465.1
OG0007082	XP_004709518.1	XP_038436493.1
OG0007083	XP_030740375.1	XP_038436505.1
OG0007084	XP_045142412.1	XP_038436522.1
OG0007085	XP_004716345.1	XP_038436577.1
OG0007086	XP_004718119.1, XP_045147070.1	XP_038436630.1
OG0007087	XP_012862549.3	XP_038436652.1
OG0007088	XP_045141684.1	XP_038436825.1
OG0007089	XP_004712090.2	XP_038436891.1
OG0007090	XP_004712091.1	XP_038436892.1
OG0007091	XP_004712101.1	XP_038436955.1, XP_038436954.1, XP_038436953.1
OG0007092	XP_045141736.1, XP_004712032.1, XP_045141737.1	XP_038436973.1
OG0007093	XP_045141610.1	XP_038437013.1, XP_038437014.1, XP_038437011.1, XP_038437012.1
OG0007094	XP_045140776.1	XP_038437044.1
OG0007095	XP_045142183.1	XP_038437117.1
OG0007096	XP_045140448.1	XP_038437181.1
OG0007097	XP_004711366.1	XP_038437191.1, XP_038437189.1, XP_038437190.1
OG0007098	XP_004711342.1	XP_038437251.1, XP_038437250.1, XP_038437253.1, XP_038437252.1, XP_038437254.1
OG0007099	XP_045140384.1	XP_038437319.1
OG0007100	XP_004697012.1	XP_038437329.1
OG0007102	XP_045140688.1	XP_038437380.1, XP_038437379.1
OG0007103	XP_045140545.1	XP_038437442.1
OG0007104	XP_012860795.1	XP_038437522.1
OG0007105	XP_045139569.1, XP_004696959.1	XP_038437529.1
OG0007106	XP_030744696.1	XP_038437544.1
OG0007107	XP_045140400.1	XP_038437588.1
OG0007108	XP_012861085.3	XP_038437621.1
OG0007109	XP_004713140.1	XP_038437654.1
OG0007110	XP_004703518.2	XP_038437831.1
OG0007111	XP_045140253.1	XP_038437832.1
OG0007113	XP_004703353.2	XP_038437901.1
OG0007114	XP_004703334.1	XP_038437987.1
OG0007115	XP_045140267.1	XP_038438066.1
OG0007116	XP_004703486.1, XP_045140089.1	XP_038438078.1
OG0007117	XP_004703309.1	XP_038438114.1
OG0007118	XP_004703300.1	XP_038438166.1
OG0007119	XP_030743694.1, XP_004703298.1	XP_038438181.1
OG0007120	XP_004703279.2	XP_038438241.1
OG0007121	XP_045140285.1	XP_038438312.1
OG0007122	XP_045140290.1	XP_038438357.1
OG0007123	XP_030740679.1	XP_038438420.1, XP_038439040.1
OG0007124	XP_004706494.1	XP_038438429.1
OG0007125	XP_045142199.1	XP_038438442.1
OG0007126	XP_004716809.1	XP_038438489.1
OG0007127	XP_045142081.1	XP_038438547.1
OG0007128	XP_004706434.1	XP_038438608.1
OG0007129	XP_045142131.1	XP_038438686.1
OG0007130	XP_004706467.1, XP_045142129.1	XP_038438791.1
OG0007131	XP_004706468.1	XP_038438794.1
OG0007132	XP_004706472.1, XP_045142141.1	XP_038438853.1
OG0007133	XP_004706554.2, XP_045145517.1	XP_038438859.1
OG0007134	XP_004712281.1	XP_038438928.1
OG0007135	XP_045143450.1	XP_038438957.1
OG0007136	XP_045143539.1	XP_038439022.1
OG0007137	XP_045143432.1	XP_038439038.1
OG0007138	XP_004713458.1	XP_038439198.1
OG0007139	XP_045141226.1	XP_038439261.1
OG0007140	XP_004708657.1	XP_038439346.1
OG0007141	XP_045152331.1	XP_038439441.1
OG0007142	XP_030743213.2	XP_038439467.1
OG0007143	XP_004713480.1, XP_045139673.1	XP_038439547.1
OG0007144	XP_004713474.1	XP_038439566.1
OG0007145	XP_004704168.1	XP_038439682.1
OG0007146	XP_004704140.1	XP_038439810.1
OG0007147	XP_045153372.1	XP_038439828.1
OG0007148	XP_004712216.1	XP_038439928.1
OG0007150	XP_012862431.1	XP_038440016.1
OG0007151	XP_045153768.1	XP_038440106.1
OG0007152	XP_012862665.2	XP_038440258.1
OG0007153	XP_004717354.1	XP_038440403.1
OG0007155	XP_004703796.1	XP_038440436.1
OG0007156	XP_045154042.1	XP_038440557.1
OG0007157	XP_045148542.1	XP_038440580.1
OG0007157	XP_004703846.1	XP_038440581.1
OG0007158	XP_045154002.1	XP_038440595.1
OG0007159	XP_004703829.1	XP_038440633.1
OG0007160	XP_045147505.1, XP_004703945.1, XP_045145644.1	XP_038440811.1
OG0007161	XP_045150514.1	XP_038440898.1
OG0007162	XP_004701530.2	XP_038440973.1
OG0007163	XP_045152454.1	XP_038444766.1, XP_038440983.1
OG0007164	XP_045152482.1	XP_038441100.1
OG0007165	XP_045152500.1	XP_038441136.1
OG0007167	XP_012859774.1, XP_045151370.1	XP_038441300.1
OG0007168	XP_004701627.1	XP_038441503.1
OG0007169	XP_004701697.1	XP_038441800.1
OG0007170	XP_004716598.2	XP_038441854.1
OG0007171	XP_045154117.1	XP_038441871.1
OG0007172	XP_004700172.1	XP_038441963.1
OG0007173	XP_045154124.1	XP_038441986.1
OG0007174	XP_030743648.1	XP_038441992.1
