Orthogroup	Sarcophilus_harrisii	Microcebus_murinus
OG0006962	XP_031809864.1	XP_012610136.1
OG0006963	XP_031809840.1	XP_012629619.2, XP_012636881.2
OG0006964	XP_031807427.1	XP_012636293.1
OG0006965	XP_031807423.1	XP_012636277.1
OG0006966	XP_012395231.1	XP_012636197.1
OG0006967	XP_031807415.1	XP_020137497.1, XP_012635885.1
OG0006968	XP_031810458.1	XP_012598428.1
OG0006969	XP_031807431.1	XP_012598458.1
OG0006970	XP_031807443.1	XP_012615790.1
OG0006971	XP_003757749.1	XP_020137323.1
OG0006972	XP_031807472.1	XP_012621620.1
OG0006973	XP_012395157.1, XP_031807516.1	XP_012607675.2, XP_012616643.1
OG0006974	XP_023351404.1	XP_012616640.1
OG0006975	XP_031807537.1	XP_012625935.2
OG0006976	XP_031807548.1	XP_012625893.1
OG0006977	XP_012395158.1, XP_012409552.1	XP_020137657.1
OG0006978	XP_012395165.2	XP_020137648.1, XP_020137650.1
OG0006979	XP_031806764.1	XP_020138264.1
OG0006980	XP_031807321.1	XP_012630934.1
OG0006981	XP_003758093.1	XP_012594720.1
OG0006982	XP_003764588.1, XP_031799365.1	XP_020146004.1
OG0006983	XP_031817852.1	XP_012603551.1
OG0006984	XP_031817855.1	XP_012603590.1, XP_012603591.1
OG0006985	XP_012400646.1	XP_020146056.1
OG0006986	XP_031816690.1, XP_031816689.1	XP_012634001.1
OG0006987	XP_003773124.1	XP_020135843.1, XP_012626108.1, XP_012626107.1
OG0006988	XP_023361630.1	XP_020135836.1
OG0006989	XP_003757972.1	XP_012608408.1
OG0006990	XP_031807334.1	XP_012630833.1
OG0006991	XP_023351062.2	XP_020138210.1
OG0006992	XP_023351067.1	XP_012629731.1
OG0006993	XP_031805526.1	XP_020138397.1
OG0006994	XP_031806738.1	XP_012594747.1
OG0006995	XP_012395477.1	XP_012594685.1
OG0006996	XP_012405354.3	XP_012647062.1, XP_020143722.1
OG0006997	XP_031824136.1	XP_012611193.1, XP_012611192.1
OG0006998	XP_003766458.1	XP_012611104.1
OG0006999	XP_031813316.1	XP_012611119.1, XP_012611120.1
OG0007000	XP_003764561.1	XP_012607613.1
OG0007001	XP_031804807.1	XP_012619493.1
OG0007002	XP_031804389.1	XP_012637725.2
OG0007003	XP_031804390.1	XP_012637732.1
OG0007004	XP_031804424.1	XP_012637770.1
OG0007005	XP_031804456.1	XP_012633826.1
OG0007006	XP_031804520.1, XP_031804519.1, XP_031804521.1	XP_012612077.1
OG0007007	XP_023352942.1	XP_012612092.1
OG0007008	XP_031804574.1	XP_012611950.1
OG0007009	XP_031804650.1	XP_012612114.1
OG0007010	XP_031804580.1	XP_012612151.1
OG0007011	XP_031804973.1	XP_012632205.1
OG0007012	XP_031804920.1	XP_012631971.1
OG0007013	XP_023352960.2, XP_031805041.1	XP_012632004.1
OG0007014	XP_031804909.1	XP_012632097.1, XP_012632096.1
OG0007015	XP_031804887.1	XP_012632112.1
OG0007016	XP_031804891.1	XP_012632129.1
OG0007017	XP_023354284.1	XP_020140928.1, XP_012632137.1
OG0007018	XP_031805340.1	XP_012618374.1
OG0007019	XP_031805245.1	XP_012618321.1
OG0007020	XP_012396100.1	XP_012628403.1
OG0007021	XP_031793663.1	XP_012618971.1, XP_012618963.1
OG0007022	XP_012406243.1	XP_012634894.1
OG0007023	XP_031795041.1, XP_012406244.1, XP_031795039.1	XP_012638602.1
OG0007024	XP_012406237.1	XP_012638590.1, XP_012638592.1, XP_012638591.1
OG0007025	XP_023360368.2	XP_012638581.1
OG0007026	XP_012406205.2	XP_012615910.1
OG0007027	XP_031794112.1	XP_012615870.1
OG0007028	XP_031794049.1	XP_012611004.1
OG0007029	XP_031794095.1	XP_012609183.1
OG0007030	XP_031794272.1	XP_012640963.1
OG0007031	XP_003771207.1	XP_012640956.1
OG0007032	XP_031794354.1	XP_020143164.1, XP_020142915.1
OG0007033	XP_012406304.1	XP_012644155.1
OG0007034	XP_031796430.1	XP_012600935.1
OG0007036	XP_003771421.1	XP_012602181.1
OG0007038	XP_031793782.1	XP_012617417.1
OG0007039	XP_003770934.2	XP_012617452.1
OG0007040	XP_031793715.1	XP_012618043.1
OG0007041	XP_012407265.2	XP_012619359.1
OG0007042	XP_003772369.1	XP_012619903.1, XP_012638677.1
OG0007043	XP_003771401.1	XP_012603206.1
OG0007044	XP_031795479.1	XP_012602697.1, XP_012602696.1
OG0007045	XP_031812236.1, XP_031812237.1	XP_012634392.1
OG0007046	XP_023350796.2	XP_012622425.1
OG0007047	XP_031812015.1	XP_012622437.1
OG0007048	XP_031812062.1	XP_012623100.1
OG0007049	XP_031812086.1	XP_012623529.1
OG0007050	XP_003755262.1	XP_012623725.1, XP_012623736.1
OG0007051	XP_031805213.1	XP_012624435.1
OG0007052	XP_012396937.1	XP_012625232.1, XP_012625238.1
OG0007054	XP_003755447.2, XP_031811655.1	XP_012626168.1
OG0007055	XP_003755414.1, XP_012396610.1, XP_031811717.1	XP_012627116.1, XP_012627109.1
OG0007056	XP_003755422.1, XP_023351549.1	XP_012627870.1
OG0007057	XP_012396264.2	XP_012630528.1
OG0007058	XP_031811786.1	XP_012630388.1
OG0007059	XP_031811833.1	XP_012636707.1
OG0007060	XP_023354018.1	XP_012602452.1
OG0007061	XP_031824149.1	XP_012635542.1
OG0007062	XP_003759800.1	XP_020144387.1
OG0007064	XP_031802204.1	XP_012592656.1
OG0007065	XP_003759773.1	XP_012600122.1
OG0007066	XP_003775299.2	XP_020144448.1
OG0007067	XP_003759723.1	XP_012595458.1
OG0007068	XP_031802830.1	XP_012605076.1
OG0007069	XP_031802861.1	XP_012628292.1
OG0007070	XP_031802868.1	XP_012628282.1
OG0007071	XP_003759748.2	XP_012590816.1
OG0007072	XP_003756015.1	XP_012621789.1
OG0007073	XP_031807972.1, XP_031807973.1	XP_012621910.2
OG0007074	XP_031805146.1	XP_012620419.2, XP_012622155.1, XP_020141741.1
OG0007075	XP_031805147.1	XP_012622158.1, XP_012622157.1
OG0007076	XP_003755978.1, XP_031811040.1	XP_020141515.1
OG0007077	XP_023355574.1	XP_012609318.1, XP_012607734.2, XP_020141510.1
OG0007078	XP_012399389.1	XP_012638554.1
OG0007079	XP_003755775.1	XP_020142917.1, XP_012638546.1
OG0007080	XP_031811115.1	XP_012638520.1
OG0007081	XP_003755771.2	XP_012638490.1
OG0007082	XP_003755758.1	XP_012638436.1
OG0007083	XP_003755655.3	XP_012638452.2
OG0007084	XP_031805315.1	XP_020141633.1
OG0007085	XP_031811270.1	XP_020141618.1
OG0007086	XP_031811251.1	XP_012614028.1
OG0007087	XP_023353831.1	XP_012614143.1
OG0007088	XP_003755208.1	XP_012623694.1
OG0007089	XP_003755019.1	XP_012603699.1
OG0007090	XP_031812480.1	XP_012603681.1
OG0007091	XP_031812448.1	XP_012590906.1
OG0007092	XP_003755042.1	XP_020141680.1
OG0007093	XP_031812656.1	XP_012594824.1
OG0007094	XP_031815018.1, XP_031815020.1, XP_031815016.1	XP_012641438.1
OG0007095	XP_031819483.1	XP_012596362.1
OG0007096	XP_003766803.1	XP_012641453.1
OG0007098	XP_003763447.1	XP_012636391.1
OG0007099	XP_031815200.1	XP_012602483.1
OG0007100	XP_031815192.1	XP_012602467.1
OG0007101	XP_003763466.2	XP_020140292.1
OG0007102	XP_023354627.1	XP_012638370.1
OG0007103	XP_031815060.1	XP_012637237.2
OG0007104	XP_031815076.1	XP_012634540.1
OG0007105	XP_012399839.1	XP_012634535.1
OG0007106	XP_012401737.1, XP_031815224.1	XP_012634529.2
OG0007107	XP_031824194.1	XP_012635489.1
OG0007108	XP_031824640.1	XP_020140303.1
OG0007109	XP_003763446.1	XP_012619891.1
OG0007110	XP_031797898.1	XP_012621648.1, XP_012621649.1
OG0007111	XP_031797325.1	XP_012621653.1
OG0007112	XP_003772952.3	XP_020140071.1
OG0007113	XP_012408450.1	XP_012634485.1
OG0007114	XP_031798959.1	XP_012593875.1
OG0007116	XP_003772981.1, XP_023361520.1	XP_020140172.1
OG0007117	XP_031797281.1	XP_020140152.1
OG0007118	XP_023361540.2	XP_020140170.1
OG0007119	XP_003773014.2	XP_012622197.1
OG0007120	XP_031797767.1	XP_020140121.1, XP_020140139.1
OG0007121	XP_012407444.2	XP_012600603.1
OG0007122	XP_031797375.1	XP_012600030.1
OG0007124	XP_031814715.1	XP_012606441.1
OG0007125	XP_031814749.1	XP_020143573.1, XP_020140306.1
OG0007126	XP_031815405.1	XP_012598538.1
OG0007127	XP_031815446.1	XP_012635140.1
OG0007128	XP_031815468.1, XP_003763581.1	XP_012635124.1
OG0007129	XP_031815501.1	XP_020143204.1
OG0007130	XP_003763649.1	XP_012643015.1
OG0007131	XP_003763644.2	XP_012643016.1
OG0007132	XP_003766393.1	XP_012636045.1
OG0007133	XP_012399983.1	XP_012636038.1
OG0007134	XP_003763673.1	XP_012635971.1
OG0007135	XP_031817149.1	XP_012635935.1
OG0007138	XP_031813286.1	XP_020142320.1
OG0007139	XP_031801978.1	XP_012646578.1
OG0007140	XP_031813565.1	XP_012592463.1, XP_012592464.1
OG0007141	XP_031823874.1	XP_012592394.1
OG0007142	XP_031823970.1	XP_012592351.1
OG0007143	XP_031823928.1	XP_012605271.1
OG0007144	XP_003770222.1	XP_020136525.1
OG0007145	XP_031813454.1	XP_012638211.1
OG0007146	XP_003766207.2	XP_012591848.1
OG0007147	XP_031813523.1	XP_012591850.1
OG0007148	XP_003760275.2	XP_012623951.1
OG0007149	XP_003760264.1, XP_012397144.1, XP_012397143.1	XP_012623857.1
OG0007150	XP_031802766.1	XP_012593164.1
OG0007151	XP_023352108.1	XP_012608931.1
OG0007153	XP_023359650.1	XP_012591765.1
OG0007154	XP_003760232.1	XP_012609040.1, XP_012609039.1, XP_012609041.1, XP_012609038.1
OG0007155	XP_003764004.1	XP_012637396.1
OG0007156	XP_023355006.1	XP_012600729.1
OG0007157	XP_012400205.2	XP_012591161.1
OG0007158	XP_012400206.1	XP_012615843.1
OG0007159	XP_012400222.1	XP_020143596.1, XP_012616625.1
OG0007160	XP_003764026.1	XP_012608846.1
OG0007161	XP_031816254.1, XP_031816250.1	XP_012641308.1
OG0007162	XP_031816214.1	XP_012641238.1
OG0007163	XP_023362694.2	XP_012634937.1
OG0007164	XP_031816163.1	XP_012632360.1
OG0007165	XP_003764103.1	XP_012632396.1
OG0007166	XP_012397802.1	XP_020145836.1, XP_012632447.1
OG0007167	XP_031814183.1	XP_012594454.1
OG0007168	XP_031814050.1	XP_012607570.1
OG0007169	XP_023356582.1	XP_012597392.1
OG0007170	XP_003769684.2	XP_012624041.1
OG0007171	XP_031793031.1, XP_012403248.1	XP_012614218.1
OG0007172	XP_003767666.1	XP_012615356.1
OG0007173	XP_003767671.1	XP_012615662.1
OG0007174	XP_031793110.1	XP_012615756.1
OG0007175	XP_031793252.1	XP_020140013.1
OG0007176	XP_031793278.1	XP_012624015.1
OG0007177	XP_031793287.1	XP_012624025.1
OG0007178	XP_031793245.1, XP_031793246.1, XP_031803230.1, XP_031803228.1, XP_031793244.1	XP_012646910.1
OG0007181	XP_003774971.1	XP_012646468.1
OG0007182	XP_031814913.1, XP_003765648.1	XP_012619135.1
OG0007183	XP_031814914.1	XP_020140738.1
OG0007184	XP_003765632.1	XP_012640286.1
OG0007185	XP_012401526.2	XP_012640239.1
OG0007186	XP_012399907.2	XP_012640057.1
OG0007187	XP_031815330.1	XP_012640041.1
OG0007188	XP_012399886.1, XP_003763513.1	XP_012592135.1
OG0007189	XP_031815275.1	XP_012637275.1
OG0007190	XP_031815238.1	XP_020140631.1
OG0007191	XP_031814936.1	XP_012605173.1
OG0007192	XP_031800305.1	XP_012593509.1
OG0007193	XP_031800881.1	XP_012593561.1
OG0007194	XP_031800670.1	XP_012607620.1
OG0007196	XP_031800154.1	XP_012603279.1
OG0007197	XP_012408626.2	XP_012591717.2
OG0007198	XP_031800947.1	XP_012591688.1
OG0007199	XP_031800428.1	XP_020140452.1
OG0007200	XP_031800411.1, XP_031800409.1, XP_031800410.1	XP_012622849.1
OG0007201	XP_031800859.1	XP_012622863.2
OG0007202	XP_003775073.1	XP_012622871.1
OG0007205	XP_031800989.1	XP_012606578.1
OG0007207	XP_003775130.1	XP_012612722.1
OG0007208	XP_031793529.1, XP_031793527.1, XP_031793528.1	XP_012612712.1
OG0007209	XP_031800363.1	XP_012612675.1
OG0007210	XP_031800706.1, XP_031801139.1	XP_012612670.1
OG0007211	XP_031800459.1	XP_012612740.1
OG0007212	XP_012403242.1	XP_012614188.1
OG0007213	XP_003769497.1	XP_012592006.1
OG0007214	XP_031821226.1, XP_031821225.1, XP_031821224.1	XP_012614672.1
OG0007215	XP_031797465.1, XP_031797464.1	XP_012593009.1
OG0007216	XP_003766826.1, XP_003764804.2, XP_031813118.1	XP_012641954.1
OG0007223	XP_003763134.1	XP_012631994.1
OG0007225	XP_023362249.1	XP_020142397.1
OG0007226	XP_031805160.1	XP_020143609.1, XP_012600596.1
OG0007228	XP_012408352.2, XP_003774402.1, XP_023362466.2, XP_031797820.1, XP_012408349.1, XP_003774403.1	XP_012605330.1, XP_012605322.1
OG0007229	XP_012396390.3, XP_031812584.1	XP_012600061.1
OG0007232	XP_031806078.1	XP_012597802.1
OG0007233	XP_003757698.2, XP_031807558.1	XP_012625866.1
OG0007234	XP_031802037.1	XP_012629923.1
OG0007235	XP_003757124.1	XP_012624232.1
OG0007236	XP_031799458.1	XP_012599449.1
OG0007237	XP_031800039.1	XP_020137222.1
OG0007238	XP_012401890.1	XP_012594359.1
OG0007239	XP_031810450.1	XP_012598469.1
OG0007240	XP_031793137.1	XP_012625419.1
OG0007241	XP_003771270.2	XP_020143254.1
OG0007242	XP_003766143.1	XP_012638278.1
OG0007243	XP_003770006.2	XP_020140628.1, XP_012622941.1
OG0007244	XP_003763945.1	XP_012615838.1
OG0007245	XP_003759973.1	XP_012633241.1
OG0007246	XP_031794866.1, XP_003771632.1	XP_012644537.1
OG0007247	XP_003767694.2	XP_012615959.1
OG0007249	XP_031802388.1	XP_012601559.1
OG0007250	XP_003764265.2	XP_012608764.1
OG0007251	XP_003772755.1	XP_012620372.1
OG0007252	XP_023350145.1	XP_012639977.1, XP_012639978.1
OG0007253	XP_031798823.1	XP_012610862.1
OG0007254	XP_031823752.1	XP_012619547.1
OG0007255	XP_031812845.1	XP_012618351.1
OG0007256	XP_031804203.1	XP_012646212.1
OG0007257	XP_031805478.1	XP_012636518.1
OG0007258	XP_003763123.1	XP_012612517.1
OG0007259	XP_003770202.1	XP_012647051.1
OG0007260	XP_031814300.1, XP_031808815.1	XP_020141718.1, XP_012605307.1
OG0007261	XP_012396255.1	XP_012635714.1
OG0007262	XP_012404822.1	XP_012622493.1
OG0007263	XP_012403627.1, XP_003768132.1, XP_003768134.1	XP_012623247.1
OG0007264	XP_031802749.1	XP_012609055.1
OG0007265	XP_003756246.1	XP_012613733.1
OG0007266	XP_031813449.1	XP_012638208.1
OG0007267	XP_012404991.1	XP_012603889.1, XP_012603888.1
OG0007268	XP_003763079.1	XP_020137122.1
OG0007269	XP_012405579.1	XP_020142774.1, XP_012594587.1
OG0007270	XP_031809743.1	XP_012642852.1
OG0007271	XP_031813113.1	XP_012620236.1
OG0007272	XP_031822969.1	XP_020138776.1
OG0007273	XP_031807001.1	XP_012638673.1
OG0007274	XP_023350481.1	XP_012618415.1
OG0007275	XP_031797100.1	XP_012597380.1
OG0007276	XP_031808962.1	XP_012617581.1
OG0007277	XP_003774041.1	XP_012615284.1
OG0007278	XP_031817781.1, XP_012400748.1	XP_020145984.1
OG0007279	XP_031816586.1	XP_012607614.1
OG0007280	XP_031794728.1	XP_012616557.1
OG0007281	XP_012406444.2	XP_012616552.2
OG0007282	XP_003770700.1	XP_012630095.1
OG0007283	XP_031809162.1, XP_012405969.1	XP_012646498.1
OG0007284	XP_012404431.1	XP_012602386.1
OG0007285	XP_003770309.1	XP_012604841.1
OG0007286	XP_031824815.1	XP_012622607.1
OG0007287	XP_031795766.1	XP_012604124.1
OG0007288	XP_031799130.1, XP_003773201.1	XP_012639213.1
OG0007289	XP_031803659.1, XP_031803578.1	XP_020139571.1
OG0007290	XP_003774068.1	XP_012612461.1
OG0007291	XP_012403878.1, XP_003768447.1	XP_012642167.1
OG0007292	XP_031803088.1	XP_012640892.1
OG0007293	XP_031799434.1	XP_012644562.1
OG0007294	XP_003757974.2	XP_012608410.1
OG0007295	XP_031805033.1	XP_012604721.1
OG0007296	XP_031801136.1	XP_012595399.1
OG0007297	XP_031810936.1	XP_012611515.1
OG0007298	XP_003770166.2	XP_012596246.1, XP_012596247.1
OG0007299	XP_003770220.1	XP_012645115.1
OG0007300	XP_031820523.1	XP_012605742.1
OG0007301	XP_003763519.1	XP_012592118.1
OG0007302	XP_023359576.2	XP_012634739.2, XP_020143644.1
OG0007303	XP_031797073.1	XP_012608573.1
OG0007305	XP_031794004.1, XP_031794003.1	XP_012642489.1
OG0007306	XP_031819452.1	XP_012635745.1
OG0007307	XP_031798430.1	XP_012624956.1
OG0007308	XP_012402992.2	XP_020141290.1
OG0007309	XP_031801962.1, XP_023351663.1	XP_012629574.1
OG0007310	XP_012409127.2	XP_012627190.1
OG0007311	XP_031806217.1	XP_012643912.1, XP_012643913.1
OG0007312	XP_031798544.1	XP_012605370.1
OG0007313	XP_031824923.1, XP_031824922.1	XP_012605110.1
OG0007314	XP_031823834.1	XP_012614517.1
OG0007315	XP_031797423.1, XP_031813024.1	XP_012614550.1
OG0007316	XP_031792620.1	XP_012603295.1
OG0007317	XP_003771151.2	XP_012642547.1
OG0007318	XP_031806590.1	XP_020138059.1
OG0007319	XP_023353408.1	XP_012625464.1
OG0007320	XP_023351058.1	XP_012630805.1
OG0007321	XP_003774769.1	XP_012612642.1
OG0007322	XP_031819667.1	XP_012630436.1, NP_001296876.1
OG0007323	XP_003757712.1	XP_012625931.1
OG0007324	XP_031824956.1	XP_012631733.1
OG0007325	XP_023350225.1	XP_012628518.1
OG0007326	XP_023356195.1	XP_012618063.1
OG0007327	XP_031815232.1	XP_012609532.1
OG0007328	XP_031798813.1	XP_012624379.1
OG0007329	XP_003772851.1	XP_012639598.1
OG0007330	XP_003772660.1	XP_012597271.1
OG0007331	XP_003767676.1	XP_012615854.1
OG0007332	XP_031808004.1	XP_012621951.1
OG0007333	XP_031806320.1	XP_012610874.1
OG0007334	XP_031798724.1	XP_012592162.1
OG0007335	XP_031804011.1	XP_012596866.1
OG0007336	XP_031804962.1	XP_012632184.1
OG0007337	XP_031796831.1	XP_012635463.1, XP_012597279.2
OG0007338	XP_031823989.1	XP_012623891.1, XP_012647072.1
OG0007339	XP_031816664.1	XP_012634134.2
OG0007340	XP_031818618.1	XP_012618554.1
OG0007341	XP_031818052.1, XP_003765429.1	XP_012635354.1
OG0007342	XP_003762801.1	XP_012631164.1
OG0007343	XP_023355209.1	XP_012629100.1
OG0007344	XP_003767448.1	XP_020141117.1
OG0007345	XP_031817768.1	XP_020142235.1, XP_020142438.1
OG0007346	XP_003762434.1	XP_020141355.1, XP_012616612.1
OG0007347	XP_012397285.1	XP_012640903.1
OG0007348	XP_031822049.1	XP_012621357.1
OG0007349	XP_031800302.1	XP_012605876.1
OG0007350	XP_003767807.1	XP_012606778.1
OG0007351	XP_023360230.1, XP_012406110.1	XP_012642630.1
OG0007352	XP_003760925.2	XP_012646283.1
OG0007353	XP_031793930.1	XP_012594947.1
OG0007354	XP_031793796.1	XP_012642592.1
OG0007355	XP_031801607.1	XP_012599032.1
OG0007356	XP_003769620.1, XP_031793411.1	XP_012615088.1
OG0007357	XP_031819100.1	XP_012616803.1
OG0007358	XP_031819112.1	XP_020138884.1
OG0007359	XP_031808016.1	XP_012608482.1
OG0007360	XP_031811012.1	XP_020141736.1
OG0007361	XP_003758606.1	XP_012627969.1
OG0007362	XP_031824829.1	XP_012622585.1
OG0007363	XP_023357532.1, XP_031792713.1	XP_012639353.1
OG0007364	XP_031801873.1	XP_012645753.1
OG0007365	XP_012407664.1	XP_012621764.1
OG0007366	XP_031822704.1, XP_012403464.1	XP_012604636.1
OG0007367	XP_031819064.1	XP_012616866.1, XP_012616865.1
OG0007368	XP_003768321.1	XP_012621376.1
OG0007369	XP_031797861.1	XP_012595262.1
OG0007370	XP_031822735.1	XP_012604609.1
OG0007371	XP_031802346.1	XP_012592566.1
OG0007372	XP_023359854.2	XP_012642130.1
OG0007373	XP_003759830.1	XP_020144380.1
OG0007374	XP_012408494.1	XP_012639676.2
OG0007375	XP_003768298.1	XP_012621273.1
OG0007376	XP_031822106.1	XP_012621264.1
OG0007378	XP_003764792.1	XP_012642086.1
OG0007379	XP_003757163.1	XP_012627703.1
OG0007380	XP_003774014.1	XP_012605317.1
OG0007383	XP_012400874.1	XP_020142426.1
OG0007384	XP_003774647.1	XP_012615280.1
OG0007386	XP_003769433.1	XP_012594588.1
OG0007387	XP_003761364.1	XP_012642683.1
OG0007388	XP_003756550.2	XP_012601849.1
OG0007390	XP_003760014.1	XP_012600889.1
OG0007391	XP_031799800.1	XP_012593971.1
OG0007392	XP_031793044.1	XP_012614345.1
OG0007394	XP_031817663.1	XP_012605738.1
OG0007396	XP_031802626.1, XP_031824684.1, XP_031805349.1	XP_012644391.1
OG0007397	XP_031802572.1, XP_031802571.1	XP_012609944.1
OG0007398	XP_012397036.1	XP_012636669.1
OG0007399	XP_003760144.1	XP_012636672.1
OG0007400	XP_012396687.1	XP_012629912.1, XP_012629911.1
OG0007401	XP_023351940.2	XP_012600931.2
OG0007402	XP_031801788.1	XP_012600965.1
OG0007403	XP_031820111.1, XP_031820110.1	XP_012592081.1
OG0007404	XP_003769511.1	XP_012637128.1
OG0007405	XP_012404805.1	XP_012637075.1
OG0007406	XP_031820066.1	XP_012600917.1
OG0007407	XP_003769552.2	XP_012603521.1, XP_012603520.1
OG0007408	XP_031824258.1	XP_020142844.1
OG0007409	XP_003769579.1	XP_012615149.1
OG0007410	XP_023359085.1	XP_012615123.1
OG0007411	XP_031793398.1	XP_012595451.1, XP_020142889.1
OG0007412	XP_031793395.1	XP_012615115.1
OG0007413	XP_031793390.1	XP_012615075.1
OG0007414	XP_031793381.1	XP_012615094.2
OG0007415	XP_012404910.1	XP_012601061.1
OG0007416	XP_031793359.1	XP_020142971.1
OG0007417	XP_031793357.1, XP_012404916.1	XP_020142973.1
OG0007418	XP_031820217.1	XP_012594574.1, XP_012594575.1, XP_012594578.1, XP_012594577.1
OG0007419	XP_031820197.1	XP_012632998.1
OG0007420	XP_003769458.1	XP_012632980.1
OG0007421	XP_031820144.1	XP_012592023.1
OG0007422	XP_031793553.1	XP_012642702.1
OG0007423	XP_003761347.1	XP_012642676.1, XP_012592145.1
OG0007424	XP_031801343.1	XP_012591730.1
OG0007425	XP_031795427.1	XP_012615258.1
OG0007426	XP_012398327.1	XP_012615262.1
OG0007427	XP_003761690.1	XP_020144914.1, XP_012626356.2
OG0007428	XP_012398378.1	XP_012592769.2
OG0007429	XP_031818055.1	XP_012593090.1
OG0007430	XP_031807365.1	XP_012602583.1
OG0007432	XP_031793501.1	XP_012638430.1
OG0007434	XP_031812125.1	XP_012600058.1
OG0007435	XP_031820007.1	XP_012613516.1
OG0007436	XP_031819392.1	XP_012605685.1
OG0007437	XP_031817655.1	XP_012630991.1
OG0007438	XP_031817633.1	XP_012626279.1
OG0007439	XP_012402271.1	XP_012630990.2
OG0007441	XP_031817631.1	XP_012626298.1
OG0007443	XP_023357015.1	XP_020138959.1
OG0007445	XP_031817698.1	XP_020139191.1
OG0007446	XP_031819255.1	XP_012609777.1
OG0007447	XP_031819277.1, XP_031817622.1	XP_012609737.1
OG0007448	XP_031817603.1	XP_012609912.1
OG0007449	XP_031819295.1	XP_012609851.1
OG0007450	XP_031817606.1	XP_012609702.1
OG0007451	XP_031817607.1	XP_012609698.1
OG0007452	XP_003766531.2	XP_012618566.1, XP_012609905.1, XP_020138906.1
OG0007453	XP_031819306.1	XP_012609899.1, XP_012609898.1
OG0007454	XP_031817512.1	XP_012616986.1
OG0007455	XP_031819689.1	XP_012616963.1
OG0007456	XP_031819732.1	XP_020138920.1, XP_012616933.1, XP_020138919.1
OG0007457	XP_031819072.1	XP_012616892.1
OG0007458	XP_031817531.1	XP_012613981.1
OG0007459	XP_031794161.1	XP_012613968.1
OG0007460	XP_031817494.1	XP_012629998.1
OG0007461	XP_031817491.1	XP_012630007.1
OG0007462	XP_031817489.1	XP_012630009.1
OG0007463	XP_031819024.1	XP_012630055.1
OG0007464	XP_031817461.1	XP_020139033.1
OG0007465	XP_031818980.1	XP_012630096.1
OG0007466	XP_031818989.1	XP_012630115.1
OG0007467	XP_031819010.1	XP_012630175.1
OG0007468	XP_031817478.1	XP_012630184.1
OG0007469	XP_031819015.1	XP_012630203.1
OG0007471	XP_031818964.1	XP_012630417.1, XP_012630418.1
OG0007472	XP_031817445.1	XP_020138874.1
OG0007473	XP_031819630.1	XP_012630486.1
OG0007474	XP_012401131.2	XP_012630493.1
OG0007475	XP_031819635.1	XP_012630519.1
OG0007476	XP_003757218.1	XP_012630577.1
OG0007477	XP_031810240.1	XP_012630609.1
OG0007478	XP_031802035.1	XP_020137826.1
OG0007479	XP_031795853.1	XP_012596662.1
OG0007480	XP_031817117.1	XP_012639525.1, XP_012612332.1
OG0007481	XP_031809573.1	XP_012629647.1
OG0007482	XP_031810385.1	XP_012611366.1
OG0007483	XP_003765050.1	XP_012640801.1
OG0007484	XP_031818731.1	XP_012646859.1
OG0007485	XP_003771916.1	XP_012632799.1
OG0007487	XP_012406701.1, XP_023360853.1	XP_012622765.1
OG0007488	XP_031795653.1	XP_012644232.1
OG0007489	XP_012406715.1	XP_020139736.1
OG0007490	XP_031796513.1	XP_020139783.1
OG0007491	XP_023360476.1	XP_020139646.1
OG0007492	XP_003771459.1	XP_020139656.1
OG0007493	XP_003771452.1, XP_031794366.1	XP_012596689.1
OG0007494	XP_012406296.1	XP_012596678.1
OG0007495	XP_031795612.1	XP_012596674.1
OG0007496	XP_031795484.1	XP_012600606.1
OG0007497	XP_003756652.1	XP_012604486.1
OG0007498	XP_031809243.1	XP_012604386.1
OG0007499	XP_031809306.1	XP_012604454.1, XP_012616393.1
OG0007500	XP_003756735.1	XP_012604537.1
OG0007501	XP_031809315.1	XP_012604523.1
OG0007502	XP_003756747.1	XP_020137979.1
OG0007503	XP_031821095.1	XP_012631103.1
OG0007504	XP_031821381.1	XP_012639521.1
OG0007505	XP_031821445.1	XP_012639531.1
OG0007506	XP_023351555.1	XP_012639567.1
OG0007507	XP_031822567.1	XP_012638720.1
OG0007508	XP_031822537.1	XP_020145810.1
OG0007509	XP_031805816.1	XP_012599398.1, XP_012642419.1
OG0007510	XP_031805814.1	XP_012599390.1
OG0007511	XP_031805800.1	XP_012599435.1
OG0007512	XP_031805797.1	XP_012599433.1
OG0007513	XP_012396145.1	XP_020138171.1
OG0007514	XP_012409281.1, XP_023349983.1	XP_012611245.2
OG0007515	XP_031810404.1	XP_012611224.1
OG0007516	XP_012409288.1	XP_012611410.1
OG0007517	XP_003757306.1	XP_012611404.1
OG0007518	XP_031810317.1	XP_012644418.1
OG0007519	XP_031810316.1	XP_012644420.1
OG0007520	XP_012409252.1	XP_012644440.1
OG0007521	XP_031810284.1	XP_012629302.1
OG0007522	XP_003765547.2	XP_012620808.1, XP_012620809.1
OG0007523	XP_031818156.1	XP_012620827.1
OG0007524	XP_003765480.2	XP_012620847.1
OG0007525	XP_031818132.1	XP_012620879.1
OG0007526	XP_031817378.1	XP_012620892.1
OG0007527	XP_031818103.1	XP_012620908.1
OG0007528	XP_031818116.1	XP_012620920.1
OG0007529	XP_003765538.1	XP_020145655.1
OG0007530	XP_031818260.1	XP_012606226.1
