Orthogroup	Sarcophilus_harrisii	Mesocricetus_auratus
OG0009128	XP_031800335.1	XP_040606838.1
OG0009129	XP_031810279.1	XP_005087855.1
OG0009130	XP_031818899.1, XP_031818898.1	XP_040591028.1
OG0009131	XP_031808471.1	XP_005072768.1
OG0009132	XP_003775075.1	XP_005068252.1, XP_021084307.1
OG0009133	XP_031809454.1	XP_005071947.1
OG0009134	XP_003755370.1	XP_005085410.1
OG0009135	XP_031811945.1	XP_005063695.1
OG0009137	XP_003770500.1	XP_040588209.1
OG0009138	XP_031797774.1	XP_040585198.1
OG0009139	XP_003765843.1	XP_005079465.1
OG0009140	XP_003756227.1	XP_005068471.1
OG0009141	XP_031817476.1	XP_040590286.1
OG0009142	XP_012399547.1	XP_005081403.2
OG0009143	XP_031822076.1	XP_012973118.1
OG0009144	XP_003769482.1	XP_012965695.1
OG0009145	XP_003761679.1	XP_005063830.1
OG0009146	XP_031819126.1	XP_040590330.1
OG0009147	XP_003769577.1	XP_040584228.1
OG0009148	XP_031795767.1	XP_040611396.1
OG0009149	XP_031810335.1	XP_040591242.1
OG0009150	XP_031804103.1	XP_005083304.1
OG0009151	XP_031808098.1	XP_005068596.1
OG0009152	XP_031812476.1	XP_040585624.1
OG0009153	XP_012396651.1	NP_001268546.1
OG0009154	XP_031801999.1	XP_005081365.1
OG0009155	XP_003759614.1	XP_005065384.1
OG0009156	XP_031802352.1	XP_005065413.1
OG0009157	XP_003760058.1	XP_040613754.1
OG0009158	XP_031792980.1	XP_040594349.1, XP_005073481.1
OG0009159	XP_003756377.1	XP_040598867.1
OG0009160	XP_031803292.1	XP_040592363.1
OG0009161	XP_012399814.1	XP_005070729.2
OG0009162	XP_031818170.1	XP_040612521.1
OG0009163	XP_031817062.1	XP_040586206.1
OG0009164	XP_031810865.1	XP_040592612.1, XP_021079219.2
OG0009165	XP_031797708.1	XP_005064159.1
OG0009167	XP_031800498.1	XP_005085209.2
OG0009168	XP_031797401.1	XP_040603053.1
OG0009169	XP_003774855.1	XP_005085596.1
OG0009170	XP_031813155.1	XP_005079399.1
OG0009171	XP_023356601.1, XP_012402065.1	XP_005076189.1
OG0009172	XP_031813914.1	XP_040609260.1
OG0009173	XP_031801952.1	XP_012979204.1
OG0009174	XP_003773462.3	XP_005068912.1
OG0009175	XP_031798859.1	XP_040589554.1
OG0009176	XP_031813305.1	XP_005077240.1
OG0009177	XP_031811912.1	XP_005063707.1
OG0009178	XP_003762491.2	XP_005066174.1
OG0009179	XP_023358263.1	XP_005070005.1
OG0009180	XP_012407092.1	XP_005067347.1
OG0009181	XP_003768084.1	XP_040608243.1
OG0009182	XP_012403246.1	XP_005073437.1
OG0009184	XP_003769112.1	XP_005079729.2
OG0009185	XP_012400563.2, XP_012400562.1	XP_040585880.1
OG0009186	XP_003770778.2	XP_005071944.1
OG0009187	XP_031793173.1, XP_012398127.2	XP_040597903.1
OG0009188	XP_003773913.1	XP_005065117.1
OG0009189	XP_003769565.1	XP_005065918.1
OG0009190	XP_023359034.2	XP_005065935.1
OG0009191	XP_003769442.2	XP_005073342.1
OG0009193	XP_031820192.1	XP_021079597.1
OG0009196	XP_031817522.1	XP_040590528.1
OG0009197	XP_031801191.1	XP_040597905.1
OG0009198	XP_012402394.2	XP_040592163.1
OG0009199	XP_031819304.1	XP_005084765.1
OG0009201	XP_031810268.1	XP_005085212.1
OG0009202	XP_031802608.1	XP_005065471.1
OG0009203	XP_012397042.2	XP_005065469.1
OG0009204	XP_023352048.2	XP_012979515.2
OG0009205	XP_023352043.1	XP_005065445.2
OG0009206	XP_012399569.1	XP_005065476.3
OG0009207	XP_003760018.1	XP_040608484.1, XP_040597648.1
OG0009208	XP_012404810.1	XP_012965625.1
OG0009209	XP_031824449.1	XP_005065892.1
OG0009210	XP_003769542.1	XP_012965631.1
OG0009211	XP_023358997.1	XP_040584310.1
OG0009212	XP_031820054.1	XP_040584305.1
OG0009213	XP_031820052.1	XP_005065908.2
OG0009214	XP_031793533.1	XP_012982723.1
OG0009215	XP_012404864.1	XP_005065940.1
OG0009216	XP_023359038.1	XP_040614094.1
OG0009217	XP_031793438.1	XP_040584366.1
OG0009218	XP_031793435.1	XP_040584369.1
OG0009219	XP_031793434.1	XP_040614152.1
OG0009220	XP_031793401.1	XP_040614093.1
OG0009221	XP_031824247.1	XP_040614107.1
OG0009222	XP_031824445.1	XP_040584298.1, XP_040584299.1
OG0009223	XP_031793329.1	XP_040614170.1
OG0009224	XP_003769428.1	XP_040584065.1
OG0009225	XP_023358951.1	XP_040584295.1
OG0009226	XP_031820226.1	XP_005073347.1
OG0009227	XP_031820225.1	XP_005073349.1
OG0009228	XP_031820209.1	XP_012971271.1
OG0009229	XP_003769459.1	XP_012965686.1
OG0009230	XP_031824271.1	XP_012982243.1
OG0009231	XP_012404778.1	XP_005065826.1
OG0009232	XP_031820177.1	XP_005065827.1
OG0009233	XP_031820170.1	XP_005065832.1
OG0009234	XP_003769464.1	XP_040584187.1
OG0009235	XP_031820157.1	XP_012965629.1
OG0009236	XP_031820143.1	XP_005065849.1
OG0009237	XP_031820115.1	XP_021079827.1
OG0009238	XP_023353072.1	XP_040612081.1
OG0009239	XP_031793555.1	XP_005078497.1
OG0009240	XP_003761358.3	XP_040612068.1
OG0009241	XP_023353442.1	XP_040612016.1, XP_040612015.1
OG0009242	XP_031801342.1	XP_040613244.1
OG0009243	XP_031801385.1	XP_040602567.1
OG0009244	XP_031799478.1	XP_040602281.1
OG0009245	XP_003761698.1	XP_040602254.1
OG0009246	XP_031799717.1	XP_040602112.1
OG0009247	XP_003761708.1	XP_005063782.1
OG0009248	XP_003761712.2	XP_005063781.1
OG0009249	XP_023354361.1	XP_021080839.1
OG0009250	XP_012396466.2	XP_040611916.1
OG0009251	XP_031799634.1	XP_005066356.1
OG0009252	XP_031795124.1	XP_005066364.1, XP_012966085.1, XP_021080580.1
OG0009253	XP_031813169.1	XP_005084184.1
OG0009254	XP_023355847.1	XP_012979583.1
OG0009255	XP_031817695.1	XP_040592128.1
OG0009256	XP_031817694.1	XP_040591933.1
OG0009257	XP_031817691.1	XP_005084828.1
OG0009258	XP_031819265.1	XP_040592132.1, XP_040592033.1
OG0009260	XP_031819301.1	XP_040591983.1
OG0009261	XP_031819300.1	XP_012979717.1
OG0009263	XP_031819309.1	XP_005084755.1
OG0009265	XP_031819311.1	XP_005084748.1
OG0009266	XP_031817505.1	XP_005086506.1
OG0009267	XP_031819746.1	XP_005086494.1
OG0009268	XP_031819687.1	XP_005086345.1
OG0009270	XP_031819742.1	XP_005086355.1
OG0009271	XP_031813158.1	XP_040590295.1, XP_005086365.1
OG0009272	XP_031819080.1, XP_031819093.1	XP_005086368.1
OG0009274	XP_031817543.1	XP_040590236.1
OG0009275	XP_031819129.1	XP_040590333.1
OG0009276	XP_031819125.1	XP_040590376.1
OG0009277	XP_031819124.1, XP_031819122.1	XP_040590529.1
OG0009278	XP_031819107.1	XP_021079239.1
OG0009279	XP_031819108.1	XP_040590515.1
OG0009280	XP_012402660.2	XP_005087104.1
OG0009281	XP_031817537.1	XP_040590344.1
OG0009284	XP_031819770.1	XP_040590613.1
OG0009285	XP_031819697.1	XP_040590606.1
OG0009286	XP_031819741.1	XP_005086646.1
OG0009287	XP_031817498.1	XP_021078987.1, XP_005086636.1
OG0009288	XP_023357025.2	XP_005086630.1
OG0009289	XP_031819040.1	XP_005086631.2
OG0009290	XP_031817493.1	XP_005086627.1
OG0009291	XP_031817471.1	XP_005086268.2
OG0009292	XP_003767044.1	XP_005086269.2
OG0009293	XP_031819012.1	XP_040590631.1
OG0009294	XP_031819011.1	XP_040590630.1
OG0009295	XP_031819014.1	XP_005086255.1
OG0009296	XP_031818956.1	XP_012977277.1
OG0009297	XP_031819631.1	XP_005081880.1
OG0009298	XP_031817446.1	XP_040591401.1
OG0009299	XP_031819625.1	XP_005081869.1
OG0009300	XP_031817449.1	XP_021089579.2
OG0009302	XP_031819655.1	XP_040591443.1
OG0009303	XP_003765186.2	NP_001268467.1
OG0009304	XP_031819632.1	XP_040591367.1
OG0009305	XP_031810220.1	XP_040591470.1
OG0009306	XP_012409219.1	XP_040591467.1
OG0009307	XP_003757235.2	XP_005081826.1
OG0009308	XP_031810239.1	XP_040591403.1
OG0009309	XP_012409215.1	XP_040591402.1
OG0009310	XP_031795840.1	XP_005071792.1
OG0009311	XP_003756904.3	XP_005069220.1
OG0009312	XP_031821643.1	XP_040585050.1
OG0009313	XP_003759504.1	XP_005065670.1
OG0009314	XP_031818259.1	XP_040612427.1
OG0009315	XP_031818331.1	XP_005079702.1
OG0009316	XP_031818356.1	XP_005079608.2
OG0009317	XP_031818454.1	XP_012975582.1
OG0009318	XP_031818498.1	XP_005081069.1
OG0009319	XP_031810380.1, XP_012409266.3	XP_005079211.1
OG0009320	XP_003765079.1	XP_005079592.1
OG0009321	XP_031818344.1	XP_005079704.2
OG0009322	XP_012400949.1	XP_005081102.1
OG0009324	XP_012406666.1	XP_005083506.1
OG0009325	XP_031795544.1	XP_005083508.1
OG0009326	XP_031795581.1	XP_040611209.1
OG0009327	XP_031795680.1	XP_005082729.1
OG0009328	XP_031795679.1	XP_040611320.1
OG0009329	XP_012406702.1	XP_005082761.1
OG0009330	XP_031795602.1	XP_040611270.1
OG0009331	XP_003771898.1	XP_040590972.1
OG0009332	XP_031795763.1	XP_005081320.1
OG0009333	XP_031795786.1	XP_040611408.1
OG0009334	XP_031794460.1	XP_040611435.1
OG0009335	XP_031794442.1	XP_040611457.1
OG0009336	XP_003771455.1	XP_012970074.1
OG0009337	XP_031794370.1	XP_005071773.1
OG0009338	XP_003771458.2	XP_040611471.1
OG0009339	XP_012406648.1	XP_040611503.1
OG0009340	XP_012406639.1	XP_012970124.1
OG0009341	XP_003756676.1	XP_005065318.1
OG0009342	XP_023360646.1, XP_031809249.1	XP_040614048.1
OG0009343	XP_031809267.1	XP_040597883.1
OG0009344	XP_031809262.1	XP_005069139.1
OG0009345	XP_003756753.1	XP_040597794.1
OG0009346	XP_031809541.1	XP_005069223.1
OG0009347	XP_003759005.2	XP_005069217.1
OG0009348	XP_031821015.1	XP_040585015.1
OG0009349	XP_031820987.1	XP_040584897.1
OG0009350	XP_031821114.1	XP_005065597.1
OG0009351	XP_031821243.1	XP_040585067.1
OG0009352	XP_031821263.1	XP_012981926.3
OG0009353	XP_012396515.2	XP_005065630.1
OG0009354	XP_031821428.1	XP_040584881.1
OG0009355	XP_031821620.1	XP_005065650.1
OG0009356	XP_031821723.1	XP_005065653.1
OG0009357	XP_031821744.1	XP_005065655.1
OG0009358	XP_023351585.2	XP_040584825.1
OG0009359	XP_031822592.1	XP_040585035.1
OG0009360	XP_003763091.2	XP_040584751.1
OG0009361	XP_003759506.1	XP_005065551.1
OG0009362	XP_023351595.1	XP_040584835.1
OG0009363	XP_031805805.1	XP_040596728.1
OG0009364	XP_031805802.1	XP_040596736.1
OG0009365	XP_031805801.1	XP_005078699.1
OG0009366	XP_031810417.1	XP_005078670.1
OG0009367	XP_031810399.1	XP_040596695.1
OG0009368	XP_003757314.1	XP_005079190.1
OG0009369	XP_003757305.1	XP_005079205.1
OG0009370	XP_031810382.1, XP_031810383.1	XP_005079208.1
OG0009371	XP_023349969.1	XP_040591273.1
OG0009372	XP_031810329.1	XP_005079229.1
OG0009373	XP_031810303.1	XP_040591214.1
OG0009374	XP_031818222.1	XP_005079524.1
OG0009375	XP_012401420.1	XP_040612497.1
OG0009376	XP_031818149.1	XP_005079547.1
OG0009377	XP_031818145.1	XP_040612491.1, XP_040600162.1
OG0009378	XP_003765492.4	XP_012975577.1
OG0009380	XP_031818237.1	XP_005079567.1
OG0009381	XP_003765544.2	XP_040612426.1
OG0009382	XP_003765076.2	XP_005079595.1
OG0009383	XP_031818326.1	XP_040612369.1
OG0009384	XP_031818330.1	XP_005079599.1
OG0009385	XP_003765061.2	XP_012975636.2
OG0009386	XP_003765037.1	XP_005079600.1
OG0009387	XP_031818339.1	XP_005079604.1
OG0009388	XP_031818333.1	XP_040593979.1, XP_040612365.1
OG0009389	XP_031818345.1	XP_040612354.1
OG0009390	XP_031818352.1	XP_012975606.2
OG0009391	XP_031818357.1	XP_005079610.1
OG0009392	XP_023355609.1, XP_023355608.1	XP_005139295.1
OG0009393	XP_031818387.1	XP_040612330.1
OG0009394	XP_012400990.1	XP_005079636.1
OG0009395	XP_031817388.1	XP_040612328.1
OG0009396	XP_012400999.2	XP_040612324.1
OG0009397	XP_012400996.1	XP_021088336.1
OG0009398	XP_031818423.1	XP_005079648.1
OG0009399	XP_031818432.1	XP_040612302.1
OG0009400	XP_031818455.1	XP_040612293.1
OG0009401	XP_031818456.1	XP_005079666.1
OG0009402	XP_031818470.1	XP_040612288.1
OG0009403	XP_031818473.1	XP_040612284.1
OG0009404	XP_031818475.1	XP_040612282.1
OG0009405	XP_031818481.1	XP_012976655.1
OG0009406	XP_031818484.1	XP_005081053.1
OG0009407	XP_031818503.1	XP_005081076.1
OG0009408	XP_031818507.1	XP_021089222.1
OG0009409	XP_031818551.1	XP_040612214.1
OG0009410	XP_031818562.1, XP_031818563.1, XP_031818561.1	XP_021089229.2
OG0009411	XP_003764970.1	XP_021089240.1
OG0009412	XP_031817404.1	XP_012976687.1
OG0009413	XP_031818605.1	XP_005081122.1
OG0009414	XP_012402451.1	XP_040613466.1
OG0009415	XP_031817407.1	XP_040613457.1
OG0009416	XP_031817409.1	XP_040613446.1
OG0009417	XP_023355706.2	XP_005081144.1
OG0009418	XP_031818672.1	XP_040613425.1
OG0009419	XP_003765128.1	XP_005081148.1
OG0009420	XP_023355705.1	XP_012976686.1
OG0009421	XP_031818679.1	XP_040613415.1
OG0009422	XP_031818695.1	XP_040591022.1
OG0009423	XP_012401105.1	XP_005079406.1
OG0009424	XP_031818709.1	XP_005079402.1
OG0009425	XP_031817411.1	XP_005079455.1
OG0009426	XP_031818715.1	XP_040591038.1
OG0009427	XP_031818720.1	XP_005079389.1
OG0009428	XP_031818727.1	XP_005079386.1
OG0009429	XP_031795511.1	XP_005083505.1
OG0009430	XP_031795726.1	XP_040611346.1
OG0009431	XP_003759488.1	XP_005065694.2
OG0009432	XP_012407793.1	XP_040602946.1
OG0009433	XP_012401760.2	XP_012969469.1
OG0009434	XP_031795243.1	XP_040613986.1
OG0009435	XP_031824050.1	XP_040614246.1, XP_040614247.1
OG0009436	XP_003759534.1	XP_040584067.1
OG0009437	XP_031823489.1	XP_040584992.1
OG0009438	XP_031823282.1	XP_005065751.1
OG0009439	XP_003759903.1	XP_005065742.2
OG0009440	XP_031823150.1	XP_005065740.1
OG0009441	XP_031823062.1	XP_040584830.1
OG0009442	XP_003759935.2	XP_040584910.1
OG0009443	XP_012396853.2	XP_012981741.1
OG0009444	XP_003759472.1	XP_005065703.1
OG0009445	XP_031822092.1	XP_012981678.1
OG0009446	XP_031822133.1	XP_040584805.1
OG0009447	XP_003759532.1	XP_040584852.1
OG0009448	XP_031822223.1	XP_040592633.1, XP_005065688.3
OG0009449	XP_003755640.1	XP_005084473.1
OG0009450	XP_003755637.1	XP_005084478.3
OG0009451	XP_003755645.2	XP_012979345.2
OG0009452	XP_023353132.1	XP_040586410.1
OG0009453	XP_031811386.1	XP_005084002.1
OG0009454	XP_003755613.1	XP_005084603.1
OG0009455	XP_012398004.2	XP_005084602.2
OG0009456	XP_031811410.1	XP_040586098.1
OG0009458	XP_031811449.1, XP_031811447.1, XP_031811448.1	XP_040585802.1
OG0009459	XP_012397752.1	XP_005077930.1
OG0009460	XP_003755568.1	XP_005077861.1
OG0009461	XP_023352609.1	XP_040585539.1
OG0009462	XP_031811555.1	XP_005077935.1
OG0009463	XP_031811550.1	XP_021087326.1
OG0009464	XP_031811511.1	XP_040585030.1
OG0009465	XP_031811509.1	XP_005088080.1
OG0009466	XP_031811506.1	XP_040584955.1, XP_040584949.1
OG0009467	XP_003755551.1	XP_005077915.1
OG0009468	XP_031799279.1	XP_005068896.1
OG0009469	XP_031799978.1	XP_040602919.1
OG0009470	XP_012407803.1	XP_005068905.1
OG0009471	XP_003773456.1	XP_005068907.1
OG0009472	XP_031798598.1	XP_040602899.1
OG0009473	XP_031798870.1	XP_005068917.2
OG0009474	XP_031798182.1	XP_005068929.1
OG0009475	XP_031802791.1, XP_031798484.1	XP_040602851.1
OG0009476	XP_003773487.2	XP_005068939.1
OG0009477	XP_031799228.1	XP_012967957.1
OG0009478	XP_031799811.1	XP_005068951.2
OG0009479	XP_012407862.1	XP_040602822.1
OG0009480	XP_031798822.1	XP_005068852.2
OG0009481	XP_031798600.1	XP_040602984.1
OG0009482	XP_031799173.1	XP_005068873.1
OG0009483	XP_003773429.1	XP_005068883.1
OG0009484	XP_031799159.1	XP_021085355.1
OG0009485	XP_003773359.1	XP_040603046.1
OG0009486	XP_031800074.1	XP_005074465.1
OG0009487	XP_031799801.1	XP_012967978.2
OG0009488	XP_023361833.1	NP_001268530.1, XP_040602503.1
OG0009489	XP_031798063.1	XP_005068835.1
OG0009490	XP_031799059.1	XP_012967895.2
OG0009491	XP_003773354.1	XP_040603073.1
OG0009492	XP_031812664.1	XP_012968456.1
OG0009493	XP_012407058.1	XP_005073009.1
OG0009494	XP_003756798.1	XP_012967054.1
OG0009495	XP_031802004.1	XP_040613664.1
OG0009497	XP_031822806.1	XP_040611536.1
OG0009498	XP_031822805.1	XP_005071847.1
OG0009499	XP_031822781.1	XP_040611229.1
OG0009500	XP_023357830.2	XP_012977826.1
OG0009501	XP_012403421.2	XP_005064749.1
OG0009502	XP_031822764.1	XP_040611241.1
OG0009503	XP_012403439.1	XP_005064741.1
OG0009504	XP_031822744.1	XP_005064740.1
OG0009505	XP_012403435.3	XP_005064727.1
OG0009506	XP_003755106.2	XP_040588360.1
OG0009507	XP_031812761.1	XP_005070858.1
OG0009508	XP_031812725.1	XP_005070875.2
OG0009509	XP_031812724.1	XP_012969453.2
OG0009510	XP_031812717.1	XP_005070882.1
OG0009511	XP_031812415.1	XP_005070900.1
OG0009512	XP_031812403.1	XP_040588420.1
OG0009513	XP_031812389.1	XP_040588497.1
OG0009514	XP_012396086.1	XP_012978609.1
OG0009515	XP_003758825.1	XP_040591884.1
OG0009516	XP_031812254.1	XP_040603795.1
OG0009517	XP_031812253.1	XP_005085290.1
OG0009518	XP_031805323.1	XP_012976622.2
OG0009519	XP_012409502.1	XP_005077671.2
OG0009520	XP_031812585.1	XP_005077673.1
OG0009521	XP_031799577.1	XP_040597785.1
OG0009522	XP_031809621.1	XP_040611973.1
OG0009523	XP_012408189.1	XP_012974717.1
OG0009524	XP_031809594.1	XP_005078404.1
OG0009525	XP_012408427.1	XP_040611952.1
OG0009526	XP_031809587.1	XP_012974774.1
OG0009527	XP_003756906.3	XP_005078391.1
OG0009528	XP_031809533.1	XP_005087056.1
OG0009529	XP_003759043.1	XP_040604361.1
OG0009530	XP_031809527.1	XP_040604362.1
OG0009531	XP_031809512.1	XP_040604364.1
OG0009532	XP_003756844.1	XP_005071997.1
OG0009533	XP_003756841.1	XP_040604401.1
OG0009534	XP_003758857.1	XP_005071992.1
OG0009535	XP_003759551.1	XP_005069157.2
OG0009536	XP_003756838.1	XP_005071989.1
OG0009537	XP_003756829.1	XP_021083886.2
OG0009538	XP_003756821.1	XP_005071952.1
OG0009539	XP_031809449.1	XP_040604636.1
OG0009540	XP_031809442.1	XP_005067951.1
OG0009541	XP_031809437.1	XP_005067789.1
OG0009543	XP_003756785.1, XP_031823688.1	XP_005067810.1
OG0009544	XP_012407322.1	XP_040604607.1
OG0009545	XP_031809406.1	XP_005067813.1
OG0009546	XP_031809554.1	XP_040597661.1
OG0009547	XP_003759408.2	XP_005065583.1
OG0009548	XP_031820769.1	XP_005082831.1
OG0009549	XP_031820503.1	XP_005082845.1
OG0009550	XP_003759964.1	XP_040613584.1
OG0009551	XP_003759980.1, XP_031820274.1	XP_005078085.1
OG0009552	XP_031820107.1	XP_040613524.1
OG0009553	XP_031820080.1	XP_040613528.1
OG0009554	XP_031820063.1	XP_005078049.1
OG0009555	XP_031820039.1	XP_040613537.1
OG0009556	XP_031820034.1	XP_012974517.1
OG0009557	XP_003759992.1	XP_005078053.1
OG0009558	XP_003759995.1	XP_005078061.1
OG0009559	XP_012396908.1	XP_040613810.1
OG0009560	XP_012396925.1	XP_040613554.1
OG0009561	XP_031801746.1	XP_005078075.1
OG0009562	XP_003759683.1	XP_040613599.1
OG0009563	XP_012396666.2	XP_005081362.1
OG0009564	XP_031809592.1	XP_040611944.1
OG0009565	XP_023361486.1	XP_040604619.1
OG0009566	XP_003760004.1	XP_005078070.1
OG0009567	XP_031813089.1, XP_003764436.2	XP_040586173.1
OG0009568	XP_023355156.1	XP_005069456.2
OG0009569	XP_012400409.1	NP_001268349.1
OG0009570	XP_031824495.1	XP_005067625.1
OG0009571	XP_003770389.2	XP_040612963.1
OG0009572	XP_003775334.2	XP_005084508.1
OG0009573	XP_031816811.1	XP_012968250.1
OG0009574	XP_031816734.1	XP_012974840.1
OG0009575	XP_012400610.1	XP_005084503.1
OG0009576	XP_031816748.1	XP_005084500.1
OG0009577	XP_003766401.1	XP_005085892.2
OG0009578	XP_031816816.1	XP_005069398.1
OG0009579	XP_031816045.1	XP_040585681.1
OG0009580	XP_031816036.1	XP_005069458.2
OG0009581	XP_003764173.1	XP_005069465.2
OG0009582	XP_031816013.1	XP_005069467.1
OG0009583	XP_031816008.1	XP_040586029.1
OG0009584	XP_031815987.1	XP_040586112.1
OG0009585	XP_031815977.1	XP_005069480.1
OG0009586	XP_031815955.1	XP_040586092.1
OG0009587	XP_031815935.1	XP_040585839.1
OG0009588	XP_003764226.1	XP_005069514.1
OG0009589	XP_031815919.1	XP_040586123.1
OG0009590	XP_023355193.1	XP_040585773.1
OG0009591	XP_031817177.1	XP_012968397.1
OG0009592	XP_031817166.1	XP_012968342.2
OG0009593	XP_003764238.1	NP_001268586.1
OG0009594	XP_031817161.1	XP_040585965.1
OG0009595	XP_012400461.1	XP_005069550.1
OG0009596	XP_003764289.1	XP_005069572.1
OG0009597	XP_003768121.1	XP_005080204.1
OG0009598	XP_003764274.2	XP_021082465.1
OG0009599	XP_023355232.1	XP_040585886.1
OG0009600	XP_031816981.1	XP_040585918.1
OG0009601	XP_003766896.1	XP_005069587.1, XP_040605210.1
OG0009602	XP_003764306.2	XP_005069593.1
OG0009603	XP_003764300.1	XP_040585764.1
OG0009604	XP_003764302.2	XP_005069598.1
OG0009605	XP_012400504.1	XP_040586161.1
OG0009606	XP_003764309.1	XP_005069360.1
OG0009607	XP_012400499.2	XP_012968450.1
OG0009608	XP_031816950.1	XP_040590668.1
OG0009609	XP_003764313.2	XP_012974015.1
OG0009610	XP_012400513.1	XP_005077376.1
OG0009611	XP_031813180.1	XP_040605029.1
OG0009612	XP_031813232.1	XP_040605031.1
OG0009613	XP_031813237.1	XP_040605033.1
OG0009614	XP_003766711.1	XP_040605008.1
OG0009615	XP_031813207.1	XP_040605000.1
OG0009616	XP_031813152.1	XP_005067505.1
OG0009618	XP_003768850.1	XP_005067531.1
OG0009619	XP_012404230.1	XP_005067542.1
OG0009620	XP_023358547.1, XP_003768855.2	XP_005067545.1
OG0009621	XP_031821245.1	XP_040604947.1, XP_005067551.2
OG0009622	XP_003770766.1	XP_040604941.1
OG0009623	XP_003768836.2	XP_040604929.1
OG0009624	XP_023358543.1	XP_005067567.1
OG0009625	XP_003768816.2	XP_040604891.1
OG0009627	XP_031821294.1	XP_040604893.1
OG0009628	XP_003768824.1	XP_005067586.1
OG0009629	XP_003768788.3	XP_040594790.1, XP_005067600.1
OG0009630	XP_012404174.2	XP_005067602.1
OG0009631	XP_012404149.1	XP_040604884.1
OG0009632	XP_003768786.1	XP_005067604.1
OG0009633	XP_003768783.3	XP_012967119.1
OG0009634	XP_023358517.1	XP_040604860.1
OG0009635	XP_003768763.1	XP_005067650.1
OG0009636	XP_012405741.1	XP_040604826.1
OG0009637	XP_003770688.2	XP_005067666.1
OG0009638	XP_003768734.1	XP_021081293.1
OG0009639	XP_031821378.1	XP_012967095.1
OG0009640	XP_012405519.1	XP_005067681.1
OG0009641	XP_031824337.1, XP_031824336.1, XP_003770529.1	XP_040603932.1
OG0009642	XP_031823725.1	XP_005067690.1
OG0009643	XP_031823718.1	XP_040604767.1
OG0009644	XP_031823684.1	XP_005067694.1
OG0009645	XP_003761378.2	XP_021081471.1
OG0009646	XP_031794481.1	XP_040604713.1
OG0009647	XP_031794393.1	XP_005067730.1
OG0009648	XP_003761325.1	XP_005067731.1
OG0009649	XP_003761566.1	XP_012967128.1
OG0009650	XP_031794135.1	XP_012966902.1
OG0009651	XP_031824767.1	XP_040590778.1, XP_040594388.1
OG0009652	XP_031824884.1	XP_005074361.1
OG0009654	XP_031824901.1	XP_040612980.1
OG0009655	XP_031824915.1	XP_005072236.1
OG0009656	XP_031824407.1, XP_031824943.1	XP_005072210.2
OG0009657	XP_031824958.1	XP_040612940.1
OG0009658	XP_031817439.1	XP_012975451.1
OG0009659	XP_031817436.1	XP_005079282.1
OG0009660	XP_031818906.1	XP_040591044.1
OG0009661	XP_031818916.1	XP_005079290.1
OG0009662	XP_031817432.1	XP_040591029.1
OG0009663	XP_031818888.1	XP_040590971.1
OG0009664	XP_031817430.1	XP_040590877.1
OG0009665	XP_031818850.1	XP_005079304.1
OG0009666	XP_031818849.1, XP_031818848.1	XP_005079305.1
OG0009667	XP_031818834.1	XP_005079314.1
OG0009668	XP_031818830.1	XP_005079431.1
OG0009669	XP_031818823.1	XP_021088202.1
OG0009670	XP_031818815.1	XP_021088260.1
OG0009671	XP_031817422.1	XP_040590925.1
OG0009672	XP_031818804.1, XP_031818803.1, XP_031818805.1	XP_005079341.1
OG0009673	XP_031819584.1	XP_012975529.1, XP_040613535.1
OG0009674	XP_031817419.1	XP_005079351.1
OG0009675	XP_031818753.1	XP_012975460.1
OG0009676	XP_003758571.2	XP_012971162.1
OG0009677	XP_012395837.2	XP_005073199.1
OG0009678	XP_031805978.1	XP_012971022.2
OG0009679	XP_031805986.1	XP_021084664.2
OG0009681	XP_031806025.1	XP_005073169.1
OG0009682	XP_031806028.1	XP_012971121.1
OG0009683	XP_031813028.1	XP_005073157.1
OG0009684	XP_031806054.1	XP_005073146.2
OG0009685	XP_031805094.1	XP_040592099.1
OG0009686	XP_031807149.1	XP_005073134.1
OG0009687	XP_003757897.2	XP_040592195.1
OG0009688	XP_003757903.1	XP_005073249.2
OG0009689	XP_031806208.1	XP_005073122.1
OG0009690	XP_012396128.2	XP_005073121.1
OG0009691	XP_012396353.2	XP_005073113.1
OG0009692	XP_003758604.1	XP_040592591.1
OG0009693	XP_031805822.1	XP_040592899.1
OG0009694	XP_031805819.1	XP_040592852.1
OG0009695	XP_031805933.1	XP_040593113.1
OG0009696	XP_031805947.1	XP_005076388.1
OG0009697	XP_003758577.1	XP_040592538.1
OG0009698	XP_003758498.1	XP_005076376.1
OG0009699	XP_003758484.1	XP_040592467.1
OG0009700	XP_031806113.1	XP_040592512.1
OG0009701	XP_031806138.1	XP_005076348.1
OG0009702	XP_031806122.1	XP_040592472.1
OG0009703	XP_031806149.1	XP_021086419.1
OG0009704	XP_031806158.1	XP_040599136.1, XP_040592452.1
OG0009705	XP_003758436.1	XP_005078708.1
OG0009706	XP_031816990.1	XP_040585831.1
OG0009707	XP_031824912.1	XP_040612971.1
OG0009708	XP_012398400.1	XP_040597006.1
OG0009709	XP_023353483.2	XP_005081710.1
OG0009710	XP_012405051.1	XP_040608028.1
OG0009711	XP_012408758.2	XP_040599844.1
OG0009712	XP_003769922.1	XP_040587070.1
OG0009713	XP_012405278.1	XP_012976172.1
OG0009714	XP_012405639.1	XP_040587436.1
OG0009715	XP_003770521.1	XP_040587521.1
