Orthogroup	Sarcophilus_harrisii	Mus_musculus
OG0006737	XP_031796881.1	XP_036011784.1, NP_848724.2, NP_001345489.1
OG0006738	XP_031795358.1	NP_473397.1, XP_036011407.1
OG0006739	XP_023360096.1	NP_780337.2, XP_036011864.1
OG0006740	XP_031793772.1	NP_079827.3
OG0006741	XP_003771084.1	XP_006513655.1, NP_035759.3
OG0006742	XP_031795947.1	NP_766140.2, XP_006521693.1
OG0006743	XP_012407645.1	NP_081180.1, NP_001344163.1
OG0006744	XP_012407608.1, XP_003773174.1	NP_076113.1
OG0006745	XP_003773159.2, XP_031800057.1	NP_001332884.1
OG0006746	XP_031806765.1	NP_082504.1, XP_006519658.1
OG0006747	XP_003762596.2	NP_032369.2, XP_011241967.1
OG0006748	XP_031795105.1	XP_006506120.1, NP_115929.3
OG0006749	XP_031795117.1	NP_083831.1
OG0006751	XP_003772620.1	NP_080593.1, NP_001404585.1
OG0006752	XP_023360676.1	XP_006506215.1, NP_705828.2
OG0006753	XP_031795000.1	NP_001397202.1, NP_032999.1
OG0006754	XP_031794976.1	NP_033318.1
OG0006755	XP_003771687.2	NP_932103.1, NP_001355294.1, XP_006506604.1
OG0006756	XP_031824308.1	NP_001154810.1
OG0006757	XP_031795192.1, XP_023354058.1, XP_031795191.1, XP_023360713.2	XP_030111337.1, NP_808550.1
OG0006758	XP_023360761.1	NP_001070878.1
OG0006759	XP_031795365.1	XP_006535821.1, NP_061366.2
OG0006760	XP_031806623.1	XP_006509176.1, NP_001351378.1, NP_001074618.1
OG0006761	XP_031806597.1	NP_033748.2, XP_006518502.1
OG0006762	XP_003758034.1	NP_081470.2
OG0006763	XP_023361414.1	NP_035851.3, XP_006509154.1, NP_001116294.1
OG0006764	XP_031797517.1	NP_690034.1, NP_001369784.1, XP_036010239.1, NP_001091703.1
OG0006765	XP_031798978.1	XP_006509313.1
OG0006766	XP_031799384.1	NP_001028418.1, XP_006509376.1
OG0006767	XP_031799586.1	NP_619609.1, XP_017168107.1
OG0006768	XP_023361563.1	NP_001391655.1, NP_001391656.1, NP_001034651.1
OG0006769	XP_003773103.1	NP_001005847.1, NP_001191983.1, XP_006509312.2
OG0006770	XP_003773100.2	NP_598472.2
OG0006771	XP_003757934.1	NP_034626.1
OG0006772	XP_031807066.1	NP_001004364.2, NP_001128664.1, XP_006515110.1
OG0006773	XP_031807152.1	NP_001153104.1
OG0006774	XP_031805466.1	NP_079971.2
OG0006775	XP_031811954.1	NP_001157965.1
OG0006777	XP_031807298.1	NP_001258682.1
OG0006778	XP_003767140.1	NP_001297457.1
OG0006779	XP_003767144.1	NP_001343875.1, NP_071869.2, NP_001343874.1, NP_001365819.1
OG0006780	XP_012395301.2	XP_017173037.1, NP_001028616.1
OG0006781	XP_031807125.1	NP_083089.1, XP_006525091.1
OG0006782	XP_031806233.1	NP_666195.1
OG0006783	XP_012395700.1	XP_006525218.1
OG0006784	XP_023350580.1	NP_062763.2, XP_011238012.1, NP_001277934.1, NP_001104801.1
OG0006785	XP_031806839.1	NP_663507.1
OG0006786	XP_031806851.1	XP_030103946.1, NP_032595.2
OG0006787	XP_031806857.1	NP_001342558.1, NP_082524.2, NP_001342557.1
OG0006788	XP_031817712.1	XP_006500010.1, NP_065619.2
OG0006789	XP_031805643.1	XP_006506597.1, NP_080972.1
OG0006790	XP_031809879.1	XP_030111342.1, NP_808552.2
OG0006791	XP_031805052.1	NP_001159539.1
OG0006792	XP_031805498.1	XP_017177243.1, NP_082375.4
OG0006793	XP_031805588.1	NP_666281.2
OG0006794	XP_031823203.1	XP_006501460.1
OG0006795	XP_031823221.1, XP_031823222.1	XP_011238422.1, NP_758499.3
OG0006796	XP_031823231.1	NP_001013044.2, XP_036019252.1
OG0006797	XP_003769890.1	NP_848709.2, NP_001396684.1
OG0006798	XP_031823247.1	NP_001398441.1
OG0006799	XP_003769899.3	NP_032282.2
OG0006800	XP_031823246.1	NP_058662.2
OG0006801	XP_031823279.1	NP_080682.3, XP_006502010.2
OG0006802	XP_031823342.1	XP_036019318.1, NP_001157114.1, NP_001157113.1, NP_061365.3
OG0006803	XP_031798426.1	XP_006508682.1, NP_064682.1, NP_001121554.1, NP_001121553.1, NP_001121552.1
OG0006804	XP_031797557.1	XP_006531884.1, NP_079829.1
OG0006805	XP_031794620.1	NP_035997.1, XP_006515154.1
OG0006806	XP_012399166.2	NP_666280.1, NP_001398519.1, NP_001398516.1, NP_001398517.1, NP_001398518.1, NP_001398515.1
OG0006807	XP_031807612.1	NP_001074817.3, XP_006516872.1
OG0006808	XP_031807850.1	NP_853622.2
OG0006809	XP_003771557.1	XP_006516237.1, NP_080440.2
OG0006810	XP_031794618.1	NP_082278.1
OG0006811	XP_003771528.2	NP_109652.3
OG0006812	XP_003771526.1	NP_035318.2, NP_001355590.1
OG0006813	XP_023362390.2, XP_031797936.1	NP_001093212.1
OG0006815	XP_023362101.2	NP_776110.3
OG0006816	XP_003774036.1	NP_740756.1
OG0006817	XP_031798149.1, XP_023362202.1	NP_077192.1, XP_006500172.1
OG0006818	XP_031799796.1	NP_001304171.1, NP_001304170.1
OG0006819	XP_031800094.1	NP_080437.2, XP_006500142.1
OG0006820	XP_031799432.1	NP_001159496.1
OG0006821	XP_031798461.1	XP_006500405.1
OG0006822	XP_023362118.1	XP_011237664.1
OG0006823	XP_031799863.1	NP_034093.1, XP_017170770.1
OG0006824	XP_031798407.1	XP_006508695.1, NP_061272.2, NP_001272790.1, NP_001272786.1, NP_001272787.1
OG0006825	XP_031798487.1	XP_011240298.1
OG0006826	XP_031799813.1	NP_032877.1
OG0006827	XP_031799111.1	XP_006531689.1, NP_848765.2
OG0006828	XP_031797546.1, XP_031797545.1	NP_766423.3
OG0006829	XP_031797554.1	NP_001360976.1
OG0006830	XP_031799278.1	XP_006531757.1, NP_001389477.1
OG0006831	XP_023362406.1	NP_941036.1, NP_001348974.1
OG0006832	XP_031799192.1	NP_081048.1
OG0006833	XP_031798721.1	NP_937811.1, XP_036017413.1
OG0006834	XP_031798728.1	NP_569720.1
OG0006835	XP_031798505.1, XP_031798506.1	XP_006526780.1, NP_001390841.1
OG0006836	XP_031797736.1	NP_001307483.1, XP_006526614.1, NP_473389.2
OG0006837	XP_031799195.1	NP_001288227.1
OG0006839	XP_003772821.1	NP_937835.1, NP_780733.2
OG0006840	XP_003763897.1	XP_006497659.1
OG0006841	XP_031817217.1	NP_001342344.1, XP_011237437.1, NP_780447.4, NP_001342343.1
OG0006842	XP_012400175.1	NP_001405395.1, NP_001405394.1, NP_001405393.1, NP_062641.1
OG0006843	XP_031809359.1	XP_030103750.1, NP_536681.2
OG0006844	XP_031803953.1	NP_001346675.1, XP_006513683.1, NP_001013780.2
OG0006845	XP_031815026.1, XP_031815019.1	XP_006511697.1, NP_031593.2
OG0006846	XP_031804105.1	XP_006513030.1
OG0006847	XP_012399103.1	NP_033452.2
OG0006848	XP_031811258.1	NP_001343262.1
OG0006849	XP_031811315.1, XP_031811327.1, XP_031811300.1, XP_031811313.1, XP_031811307.1, XP_031811322.1	NP_001094901.1
OG0006850	XP_003762501.3	NP_038709.1, NP_001313489.1, NP_001104485.1
OG0006851	XP_031810818.1	NP_598691.1
OG0006852	XP_031810294.1	NP_001161202.1
OG0006853	XP_031810221.1	NP_001333569.1, XP_006505359.1
OG0006854	XP_031809935.1	NP_031723.2, XP_006505530.1
OG0006855	XP_031809568.1	XP_036021775.1, NP_032403.2
OG0006856	XP_031808156.1	NP_602319.1, XP_006518731.1
OG0006857	XP_031814911.1	NP_663596.1, NP_001396866.1
OG0006858	XP_003762299.1, XP_031814947.1, XP_031814944.1	NP_001298081.1
OG0006859	XP_031814976.1	NP_038813.2
OG0006860	XP_003762296.1	NP_598747.1
OG0006861	XP_031815263.1	NP_001398158.1, NP_032509.2, NP_001398157.1
OG0006862	XP_031817054.1	NP_079965.2
OG0006864	XP_031803773.1	NP_663571.2, NP_001106817.1, NP_001273379.1, XP_017168203.1
OG0006865	XP_031804056.1	NP_001104536.1, NP_001186560.1, XP_006509619.1, NP_034353.2
OG0006866	XP_031804058.1, XP_031804060.1, XP_031804059.1, XP_031804061.1	NP_076116.1
OG0006867	XP_031804091.1	NP_001350337.1, NP_001350336.1, NP_115773.2, XP_006509871.1
OG0006868	XP_023354228.1, XP_003762809.1	NP_034719.2, NP_001177759.1
OG0006869	XP_031803853.1	NP_852083.2, XP_006509719.1
OG0006870	XP_031803815.1	XP_006509607.1, NP_031970.2, NP_001276788.1, NP_001116304.1
OG0006871	XP_003761041.1	NP_001001491.1
OG0006872	XP_031822966.1	NP_598879.1
OG0006873	XP_003760710.1	NP_001007572.1, XP_017167984.1
OG0006874	XP_003760718.1	NP_001038209.2, XP_036009971.1, NP_032123.3
OG0006875	XP_031803503.1, XP_031803501.1, XP_031803502.1	NP_001161718.1
OG0006876	XP_003760726.2	NP_001034603.1
OG0006877	XP_031803472.1	NP_081036.2, XP_030099607.1
OG0006878	XP_012397327.2	NP_001280579.1, XP_006510159.1
OG0006879	XP_031803381.1	XP_017168790.1, NP_705811.8
OG0006880	XP_031803349.1	NP_001344564.1, NP_001344568.1
OG0006881	XP_031804201.1	XP_006508927.1, NP_080432.1
OG0006882	XP_012397757.1	XP_006508760.1
OG0006883	XP_012397494.1	XP_006525007.1
OG0006884	XP_023352472.2	NP_038690.1, XP_006523993.1, NP_001123928.1
OG0006885	XP_003760639.1	NP_001369747.1, NP_663340.1
OG0006886	XP_031803892.1	NP_906271.1
OG0006887	XP_031803890.1	NP_001032830.2, NP_032188.3
OG0006888	XP_031804130.1	NP_033898.1
OG0006889	XP_003766562.1	NP_666491.1
OG0006890	XP_003773703.4	NP_001342510.1, NP_001342511.1, NP_080889.3, XP_011238056.1
OG0006891	XP_003764787.1	NP_667315.2, XP_006507941.1
OG0006892	XP_003764894.2, XP_031813140.1	NP_667283.1
OG0006893	XP_031797980.1	NP_683733.2, NP_001139485.1, XP_006540608.1
OG0006894	XP_003764363.1	NP_062355.2
OG0006895	XP_031816827.1	NP_080120.1
OG0006896	XP_003764640.1	XP_030098876.1, NP_001347674.1, NP_001347675.1, NP_082619.3
OG0006897	XP_012400756.2	NP_068676.1
OG0006898	XP_031817706.1	NP_083354.3, XP_006508335.1
OG0006899	XP_003764738.1	NP_950200.2
OG0006900	XP_003764736.4	NP_001012436.1, NP_001010826.2, NP_001129707.1, XP_006507670.2
OG0006901	XP_031817201.1	NP_808364.2, XP_006507674.1
OG0006902	XP_031817214.1	NP_082686.1
OG0006903	XP_031817895.1	XP_036008748.1, NP_001387486.1
OG0006904	XP_031799330.1	NP_001035785.1
OG0006905	XP_031798941.1	XP_006526907.1
OG0006906	XP_031798835.1, XP_031800013.1, XP_031800014.1, XP_031798830.1, XP_003774056.1	XP_011245717.1, NP_001363974.1
OG0006907	XP_031813097.1	XP_017168990.1, NP_075026.1
OG0006908	XP_003765808.1	XP_006496189.1, NP_001013821.1
OG0006909	XP_012400738.1	XP_006518445.1, NP_598844.3, NP_001164165.1
OG0006910	XP_031814335.1	NP_001398638.1, XP_011243270.1, NP_034766.2
OG0006911	XP_031814406.1	NP_083837.2, NP_001177918.1
OG0006912	XP_031814408.1, XP_012400237.1	NP_780708.1, XP_006519072.1
OG0006913	XP_031814449.1	XP_006518407.1
OG0006914	XP_031814485.1	NP_001412521.1, NP_659093.2
OG0006915	XP_023361485.1	NP_001392444.1
OG0006916	XP_031814571.1	NP_081271.2
OG0006917	XP_031814589.1	NP_083602.1, XP_006508981.1
OG0006918	XP_003765760.1	NP_001229297.1, NP_031998.3
OG0006919	XP_023356237.1	XP_017168146.1
OG0006920	XP_031813656.1	XP_036010740.1, NP_033599.2, NP_001363870.1
OG0006921	XP_023357204.1, XP_023357203.1, XP_023357205.1, XP_023357206.1	NP_115776.2
OG0006922	XP_031815968.1	NP_001346863.1
OG0006923	XP_031818209.1	NP_780475.1
OG0006924	XP_031808360.1	NP_001397520.1, NP_766044.1
OG0006925	XP_031808311.1	NP_036017.3, XP_017168851.1
OG0006926	XP_031808232.1	XP_030100108.2, NP_035854.4, NP_001393333.1
OG0006927	XP_012398942.1	XP_006512131.1, NP_035833.2
OG0006928	XP_031796178.1, XP_031796177.1	XP_006524213.1, NP_038908.2
OG0006929	XP_031796137.1	NP_079571.1, NP_001361146.1
OG0006930	XP_003772046.2	NP_997551.1
OG0006931	XP_031815643.1	NP_001407217.1
OG0006932	XP_031815660.1	XP_006511284.1, NP_808443.2
OG0006933	XP_003766108.1	NP_780304.2
OG0006934	XP_031813418.1	NP_080431.1
OG0006935	XP_003758989.1	NP_001366402.1, NP_919338.2
OG0006936	XP_003759242.2	NP_001007582.1, NP_076304.2, XP_006500434.1
OG0006937	XP_003758217.1	NP_033881.2, NP_001277990.1, NP_001403837.1, XP_011237563.1
OG0006938	XP_031805070.1	XP_006499350.1, NP_001171304.1, NP_663508.1
OG0006939	XP_003758725.2	NP_848722.1
OG0006940	XP_031799405.1	NP_001129535.1, NP_064398.1, NP_001257930.1
OG0006941	XP_031799880.1	NP_080198.2
OG0006942	XP_031797139.1	NP_001405795.1, NP_001405794.1, NP_001405796.1, NP_084108.1
OG0006943	XP_031797624.1	NP_033006.2, XP_036015592.1
OG0006944	XP_003773512.1	NP_077155.2, XP_006500125.1
OG0006945	XP_031810024.1	XP_030107027.1, NP_937857.1, NP_001278006.1, NP_001278005.1
OG0006946	XP_031809985.1, XP_031809987.1	NP_034071.2, NP_444321.1
OG0006947	XP_031809976.1	NP_598608.2, XP_006500539.1
OG0006948	XP_031809956.1	NP_001411976.1, XP_006498745.1
OG0006949	XP_031805180.1	NP_001030047.2, XP_006499887.1
OG0006950	XP_003756973.1	XP_006499396.1, NP_001004721.1
OG0006951	XP_031809754.1	XP_006498844.1, NP_032206.1
OG0006952	XP_031809788.1	NP_001157688.1, NP_001157689.1, NP_080222.1
OG0006953	XP_031809779.1	XP_017173316.1, NP_766262.2
OG0006954	XP_023362925.1	NP_001343424.1, XP_011238147.1, NP_084259.1
OG0006955	XP_012408857.2	NP_080400.1
OG0006956	XP_031809836.1	NP_080129.2
OG0006957	XP_031809828.1	NP_061339.4
OG0006958	XP_031809904.1	XP_006499087.1, NP_001342092.1
OG0006959	XP_031809923.1	NP_081710.1, NP_001278063.1, XP_006500225.1, NP_001278064.1
OG0006961	XP_031809888.1	NP_001278067.1, NP_001278066.1, NP_001349935.1, XP_006499420.1
OG0006962	XP_031809864.1	NP_067255.2
OG0006963	XP_031809840.1	XP_006498936.1, NP_032678.1
OG0006964	XP_031807427.1	NP_001299836.1, NP_001299835.1, XP_006498850.1, NP_032287.2
OG0006965	XP_031807423.1	NP_001399373.1, NP_036162.3
OG0006966	XP_012395231.1	NP_001258981.1
OG0006967	XP_031807415.1	NP_032461.2, XP_036014685.1
OG0006968	XP_031810458.1	NP_997589.1
OG0006969	XP_031807431.1	NP_473396.1
OG0006970	XP_031807443.1	NP_076054.1
OG0006971	XP_003757749.1	NP_032446.2, XP_017171221.1
OG0006972	XP_031807472.1	NP_001291471.1, NP_001291469.1, XP_036018592.1, NP_683731.1
OG0006973	XP_012395157.1, XP_031807516.1	NP_034126.1
OG0006974	XP_023351404.1	NP_001103622.1
OG0006975	XP_031807537.1	NP_001408530.1, NP_001408528.1, NP_001408529.1, NP_062420.2
OG0006976	XP_031807548.1	NP_001365722.1
OG0006977	XP_012395158.1, XP_012409552.1	XP_006500664.1, NP_898985.2
OG0006978	XP_012395165.2	NP_808450.2
OG0006979	XP_031806764.1	NP_775569.2, XP_036014460.1
OG0006980	XP_031807321.1	XP_006518498.1, NP_659052.1, NP_001412497.1
OG0006981	XP_003758093.1	NP_035489.2
OG0006982	XP_003764588.1, XP_031799365.1	NP_766450.2
OG0006983	XP_031817852.1	NP_062356.3, XP_036019060.1
OG0006984	XP_031817855.1	NP_808522.1
OG0006985	XP_012400646.1	NP_733479.1
OG0006986	XP_031816690.1, XP_031816689.1	NP_001258552.1, NP_058671.2, XP_011243261.1
OG0006987	XP_003773124.1	XP_006509573.1
OG0006988	XP_023361630.1	NP_033162.1, NP_001411804.1
OG0006989	XP_003757972.1	XP_017171322.1, NP_031824.1
OG0006990	XP_031807334.1	NP_666056.1
OG0006991	XP_023351062.2	NP_001103632.1, NP_780593.3, XP_006518483.1
OG0006992	XP_023351067.1	XP_006518577.1, NP_034212.1, NP_001041640.1
OG0006993	XP_031805526.1	NP_001139484.2, NP_001288581.1, NP_001288580.1
OG0006994	XP_031806738.1	NP_666167.3, XP_006518959.1
OG0006995	XP_012395477.1	XP_011243245.1
OG0006996	XP_012405354.3	NP_001103697.1
OG0006997	XP_031824136.1	NP_031881.1
OG0006998	XP_003766458.1	NP_777363.1
OG0006999	XP_031813316.1	NP_058058.1
OG0007000	XP_003764561.1	NP_038851.2, XP_006504980.1
OG0007001	XP_031804807.1	XP_006514008.1, NP_075708.2, NP_573447.2
OG0007002	XP_031804389.1	NP_032303.1
OG0007003	XP_031804390.1	XP_011246510.1
OG0007004	XP_031804424.1	NP_062798.1
OG0007005	XP_031804456.1	NP_082313.2, XP_006530521.1
OG0007006	XP_031804520.1, XP_031804519.1, XP_031804521.1	NP_766586.2
OG0007007	XP_023352942.1	NP_848737.3, XP_036021397.1, NP_001116138.1
OG0007008	XP_031804574.1	XP_036021467.1, NP_598521.1, NP_001161163.1
OG0007009	XP_031804650.1	NP_084268.2, XP_006530571.1
OG0007010	XP_031804580.1	XP_006530184.1, NP_683737.2
OG0007011	XP_031804973.1	NP_034928.1
OG0007012	XP_031804920.1	NP_001403704.1
OG0007013	XP_023352960.2, XP_031805041.1	NP_035369.2
OG0007014	XP_031804909.1	NP_001346821.1
OG0007015	XP_031804887.1	NP_083329.2
OG0007016	XP_031804891.1	NP_081185.1, XP_006522574.1
OG0007017	XP_023354284.1	NP_001317976.1, NP_032249.3
OG0007018	XP_031805340.1	NP_035290.1, NP_001398110.1, NP_001013855.1
OG0007019	XP_031805245.1	NP_061300.1
OG0007020	XP_012396100.1	XP_006527396.1, NP_081616.1
OG0007021	XP_031793663.1	NP_598861.1
OG0007022	XP_012406243.1	NP_001335221.1
OG0007023	XP_031795041.1, XP_012406244.1, XP_031795039.1	XP_006506404.1
OG0007024	XP_012406237.1	NP_033039.2
OG0007025	XP_023360368.2	NP_033780.2
OG0007026	XP_012406205.2	NP_620086.2, XP_030110957.1
OG0007027	XP_031794112.1	NP_031907.2
OG0007028	XP_031794049.1	XP_006506388.1, NP_001074655.1
OG0007029	XP_031794095.1	NP_001120790.1, NP_659504.2
OG0007030	XP_031794272.1	XP_006506968.1
OG0007031	XP_003771207.1	NP_001398551.1, NP_001398550.1, NP_898988.2
OG0007032	XP_031794354.1	XP_030111427.1, NP_080557.2
OG0007033	XP_012406304.1	NP_080006.3, XP_036015439.1
OG0007034	XP_031796430.1	NP_080301.1
OG0007036	XP_003771421.1	NP_848904.1
OG0007038	XP_031793782.1	NP_114030.2
OG0007039	XP_003770934.2	XP_006521308.1, NP_075550.2, NP_001107017.1
OG0007040	XP_031793715.1	NP_067505.2
OG0007041	XP_012407265.2	NP_001403264.1
OG0007042	XP_003772369.1	NP_001344677.1
OG0007043	XP_003771401.1	XP_030111165.1, NP_659064.1
OG0007044	XP_031795479.1	NP_001334356.2, NP_001028554.3
OG0007045	XP_031812236.1, XP_031812237.1	NP_084441.3, XP_006506840.1, NP_001349078.1
OG0007046	XP_023350796.2	XP_030106916.1, NP_080536.2
OG0007047	XP_031812015.1	NP_001291650.1
OG0007048	XP_031812062.1	NP_064417.2, XP_017173753.1
OG0007049	XP_031812086.1	NP_001074726.1, XP_006527277.1
OG0007050	XP_003755262.1	NP_444333.3
OG0007051	XP_031805213.1	XP_006526599.1, NP_001182194.1
OG0007052	XP_012396937.1	NP_001334383.1
OG0007054	XP_003755447.2, XP_031811655.1	NP_034492.1
OG0007055	XP_003755414.1, XP_012396610.1, XP_031811717.1	NP_001028745.1
OG0007056	XP_003755422.1, XP_023351549.1	XP_006526915.1, NP_739563.1
OG0007057	XP_012396264.2	NP_081201.2
OG0007058	XP_031811786.1	NP_001107784.1
OG0007059	XP_031811833.1	NP_001156327.1
OG0007060	XP_023354018.1	XP_006536252.1, NP_001121618.1, XP_017177746.1, NP_766497.3
OG0007061	XP_031824149.1	NP_001289894.1
OG0007062	XP_003759800.1	XP_017175719.1, NP_001364007.1, NP_001364008.1, NP_663757.3
OG0007063	XP_031802220.1	XP_030109711.1, NP_001342112.1, NP_083216.1
OG0007064	XP_031802204.1	NP_083116.1
OG0007065	XP_003759773.1	NP_038743.1
OG0007066	XP_003775299.2	NP_033378.1
OG0007067	XP_003759723.1	NP_001385989.1
OG0007068	XP_031802830.1	NP_666059.2, XP_006537785.1
OG0007069	XP_031802861.1	XP_006538104.1, NP_001074670.1
OG0007070	XP_031802868.1	XP_006538418.1, NP_001078962.1
OG0007071	XP_003759748.2	NP_080668.1
OG0007072	XP_003756015.1	NP_035954.1
OG0007073	XP_031807972.1, XP_031807973.1	NP_001394746.1, NP_766445.1, XP_006499555.1
OG0007074	XP_031805146.1	NP_666238.1
OG0007075	XP_031805147.1	XP_006499173.1, NP_001349684.1
OG0007076	XP_003755978.1, XP_031811040.1	NP_001239509.1
OG0007077	XP_023355574.1	NP_001028707.1
OG0007078	XP_012399389.1	NP_941011.1
OG0007079	XP_003755775.1	NP_080590.3
OG0007080	XP_031811115.1	XP_006511286.1, NP_001028708.1
OG0007081	XP_003755771.2	NP_071309.1, NP_001258772.1
OG0007082	XP_003755758.1	XP_006511613.1, NP_084060.1
OG0007083	XP_003755655.3	NP_001361679.1, NP_001008239.1, XP_006510854.2, NP_058067.2
OG0007084	XP_031805315.1	NP_038674.1
OG0007085	XP_031811270.1	NP_062701.2
OG0007086	XP_031811251.1	NP_766124.2
OG0007087	XP_023353831.1	NP_001351456.1, NP_775561.1
OG0007088	XP_003755208.1	NP_001397353.1, NP_034551.2
OG0007089	XP_003755019.1	NP_062753.3, NP_001333716.1
OG0007090	XP_031812480.1	XP_006510951.1, NP_035482.1
OG0007091	XP_031812448.1	NP_083096.1, XP_006511579.1
OG0007092	XP_003755042.1	NP_598737.1
OG0007093	XP_031812656.1	NP_766511.1
OG0007094	XP_031815018.1, XP_031815020.1, XP_031815016.1	NP_001239442.1, XP_011244435.1
OG0007095	XP_031819483.1	XP_011244430.1, NP_001334176.1
OG0007096	XP_003766803.1	NP_034118.1, NP_001263192.1, NP_001020363.1, XP_006522946.1
OG0007098	XP_003763447.1	NP_001106877.1
OG0007099	XP_031815200.1	NP_068366.1, XP_006523132.1
OG0007100	XP_031815192.1	XP_006522994.1
OG0007101	XP_003763466.2	NP_001075018.1
OG0007102	XP_023354627.1	NP_001406107.1
OG0007103	XP_031815060.1	NP_056640.1
OG0007104	XP_031815076.1	XP_006525098.1, NP_083178.1
OG0007105	XP_012399839.1	NP_742146.1
OG0007106	XP_012401737.1, XP_031815224.1	NP_613067.1
OG0007107	XP_031824194.1	XP_006513125.1
OG0007108	XP_031824640.1	NP_666119.1
OG0007109	XP_003763446.1	XP_036015863.1
OG0007110	XP_031797898.1	NP_001274153.1
OG0007111	XP_031797325.1	NP_001396602.1, NP_001316481.1
OG0007112	XP_003772952.3	NP_904359.1, NP_075685.2
OG0007113	XP_012408450.1	NP_031952.2
OG0007114	XP_031798959.1	NP_780433.1
OG0007116	XP_003772981.1, XP_023361520.1	NP_001074614.1
OG0007117	XP_031797281.1	NP_058059.2, NP_001345942.1
OG0007118	XP_023361540.2	NP_775546.2, XP_006535326.1, NP_001404788.1
OG0007119	XP_003773014.2	XP_036016772.1, NP_081102.1
OG0007120	XP_031797767.1	NP_775580.1, NP_001297606.1
OG0007121	XP_012407444.2	NP_056571.2
OG0007122	XP_031797375.1	NP_058608.1
OG0007124	XP_031814715.1	NP_034270.1
OG0007125	XP_031814749.1	XP_006521850.1, NP_031964.2
OG0007126	XP_031815405.1	XP_036015919.1
OG0007127	XP_031815446.1	XP_036015888.1, NP_001014423.1
OG0007128	XP_031815468.1, XP_003763581.1	XP_036015861.1, NP_766614.2
OG0007129	XP_031815501.1	XP_017172657.1, NP_115854.2
OG0007130	XP_003763649.1	XP_006521733.1
OG0007131	XP_003763644.2	NP_031903.1, XP_006521840.1
OG0007132	XP_003766393.1	NP_849255.2, XP_017172432.1
OG0007133	XP_012399983.1	NP_077235.2, XP_006522776.1
OG0007134	XP_003763673.1	NP_067276.3
OG0007135	XP_031817149.1	NP_001034619.2, XP_006522455.1
OG0007138	XP_031813286.1	NP_444471.1
OG0007139	XP_031801978.1	XP_006520106.1, NP_033180.2
OG0007140	XP_031813565.1	NP_001334991.1
OG0007141	XP_031823874.1	NP_001139402.1
OG0007142	XP_031823970.1	NP_808809.1, NP_808810.1, NP_808811.1, NP_647454.2
OG0007143	XP_031823928.1	XP_006522751.1
OG0007144	XP_003770222.1	NP_080676.3, NP_001177734.1, NP_001177733.1
OG0007145	XP_031813454.1	XP_006502029.1, NP_080917.1
OG0007146	XP_003766207.2	NP_080793.1
OG0007147	XP_031813523.1	NP_001355596.1
OG0007148	XP_003760275.2	NP_001334437.1, NP_038702.1
OG0007149	XP_003760264.1, XP_012397144.1, XP_012397143.1	NP_001369774.1
OG0007150	XP_031802766.1	NP_077236.1
OG0007151	XP_023352108.1	NP_780626.1
OG0007153	XP_023359650.1	NP_083908.1
OG0007155	XP_003764004.1	NP_001403914.1, NP_034183.1, NP_001403915.1, XP_006498735.1, NP_001403916.1
OG0007156	XP_023355006.1	NP_032893.1, XP_006498991.1
OG0007157	XP_012400205.2	NP_067501.2
OG0007158	XP_012400206.1	NP_082111.2
OG0007159	XP_012400222.1	XP_006500326.1, NP_001277598.1, NP_001041069.1
OG0007160	XP_003764026.1	NP_080130.2
OG0007161	XP_031816254.1, XP_031816250.1	NP_035782.3, NP_001372637.1
OG0007162	XP_031816214.1	NP_001342340.1, NP_058661.1, NP_001342339.1, NP_001277674.1
OG0007163	XP_023362694.2	NP_001357195.1
OG0007164	XP_031816163.1	NP_001136119.1
OG0007165	XP_003764103.1	XP_030111510.1, NP_062764.1
OG0007166	XP_031816123.1	NP_079559.2
OG0007167	XP_031814183.1	NP_001348342.1
OG0007168	XP_031814050.1	XP_006496045.1, NP_001034582.1
OG0007169	XP_023356582.1	XP_030111230.1, NP_001004173.1
OG0007170	XP_003769684.2	NP_001302429.1, NP_001302428.1
OG0007171	XP_031793031.1, XP_012403248.1	NP_067330.1
OG0007172	XP_003767666.1	NP_001108134.1, XP_006529407.1, NP_766098.2
OG0007173	XP_003767671.1	NP_796217.2, XP_006529763.1
OG0007174	XP_031793110.1	XP_036016118.1, NP_001074480.2
OG0007175	XP_031793252.1	NP_001157226.1, XP_006497279.1
OG0007176	XP_031793278.1	NP_036179.1
OG0007177	XP_031793287.1	NP_035200.2
OG0007178	XP_031793245.1, XP_031793246.1, XP_031803230.1, XP_031803228.1, XP_031793244.1	NP_001028458.1
OG0007181	XP_003774971.1	NP_031455.1
OG0007183	XP_031814914.1	NP_001028498.2
OG0007184	XP_003765632.1	NP_001274459.1, NP_848869.1, NP_033837.2, XP_006528757.1
OG0007185	XP_012401526.2	NP_001139553.1
OG0007186	XP_012399907.2	NP_073727.2, NP_062710.2
OG0007187	XP_031815330.1	XP_006528028.1
OG0007188	XP_012399886.1, XP_003763513.1	NP_062608.2, XP_036017797.1
OG0007189	XP_031815275.1	XP_006527761.1, NP_780350.1
OG0007190	XP_031815238.1	NP_083192.2, XP_006527769.1
OG0007191	XP_031814936.1	NP_001393168.1
OG0007192	XP_031800305.1	NP_033541.1
OG0007193	XP_031800881.1	XP_036017720.1, NP_032449.1
OG0007194	XP_031800670.1	NP_001035549.1
OG0007196	XP_031800154.1	NP_032027.2, XP_006528762.1
