Orthogroup	Sarcophilus_harrisii	Urocitellus_parryii
OG0009184	XP_003769112.1	XP_026242351.1
OG0009185	XP_012400563.2, XP_012400562.1	XP_026260327.1
OG0009186	XP_003770778.2	XP_026238448.1
OG0009187	XP_031793173.1, XP_012398127.2	XP_026246938.1
OG0009188	XP_003774033.1, XP_003774847.1, XP_003773913.1	XP_026236242.1
OG0009189	XP_003769565.1	XP_026253381.1
OG0009190	XP_023359034.2	XP_026257742.1
OG0009191	XP_003769442.2	XP_026249877.1
OG0009193	XP_031820192.1	XP_026236546.1
OG0009196	XP_031817522.1	XP_026259470.1
OG0009197	XP_031801191.1	XP_026245075.1
OG0009199	XP_031819304.1	XP_026262212.1
OG0009201	XP_031810268.1	XP_026247031.1
OG0009202	XP_031802608.1	XP_026236918.1
OG0009203	XP_012397042.2	XP_026268243.1
OG0009204	XP_023352048.2	XP_026244455.1
OG0009205	XP_023352043.1	XP_026244459.1
OG0009206	XP_012399569.1	XP_026244460.1
OG0009207	XP_003760018.1	XP_026248996.1
OG0009208	XP_012404810.1	XP_026247635.1
OG0009209	XP_031824449.1	XP_026247646.1
OG0009210	XP_003769542.1	XP_026247661.1
OG0009211	XP_023358997.1	XP_026247685.1
OG0009212	XP_031820054.1	XP_026247690.1
OG0009213	XP_031820052.1	XP_026247658.1
OG0009214	XP_031793532.1	XP_026253405.1
OG0009215	XP_012404864.1	XP_026255735.1
OG0009216	XP_023359038.1	XP_026255724.1
OG0009217	XP_031793438.1	XP_026249642.1
OG0009218	XP_031793435.1	XP_026249615.1
OG0009219	XP_031793434.1	XP_026249622.1
OG0009220	XP_031793401.1	XP_026238458.1
OG0009221	XP_031824247.1	XP_026248933.1
OG0009223	XP_031793329.1	XP_026236637.1
OG0009224	XP_003769428.1	XP_026270769.1
OG0009225	XP_023358951.1	XP_026270778.1
OG0009226	XP_031820226.1	XP_026249883.1
OG0009227	XP_031820225.1	XP_026249853.1
OG0009228	XP_031820209.1	XP_026249866.1
OG0009229	XP_003769459.1	XP_026237254.1
OG0009230	XP_031824271.1	XP_026237134.1
OG0009231	XP_012404778.1	XP_026236984.1
OG0009232	XP_031820177.1	XP_026237044.1
OG0009233	XP_031820170.1	XP_026237319.1
OG0009234	XP_003769464.1	XP_026237054.1
OG0009235	XP_031820157.1	XP_026236525.1
OG0009236	XP_031820143.1	XP_026237307.1
OG0009237	XP_031820115.1	XP_026236939.1
OG0009238	XP_023353072.1	XP_026236274.1
OG0009239	XP_031793555.1	XP_026236273.1
OG0009240	XP_003761358.3	XP_026257773.1
OG0009241	XP_023353442.1	XP_026268260.1
OG0009242	XP_031801342.1	XP_026269504.1
OG0009243	XP_031801385.1	XP_026249813.1
OG0009244	XP_031799478.1	XP_026245034.1
OG0009245	XP_003761698.1	XP_026245033.1
OG0009247	XP_003761708.1	XP_026262241.1
OG0009248	XP_003761712.2	XP_026262240.1
OG0009249	XP_023354361.1	XP_026247288.1
OG0009250	XP_012396466.2	XP_026267681.1
OG0009251	XP_031799634.1	XP_026243563.1
OG0009252	XP_031795124.1	XP_026263173.1
OG0009253	XP_031813169.1	XP_026237156.1
OG0009254	XP_023355847.1	XP_026262108.1
OG0009255	XP_031817695.1	XP_026262136.1
OG0009256	XP_031817694.1	XP_026261984.1, XP_026238632.1
OG0009257	XP_031817691.1	XP_026262048.1
OG0009258	XP_031819265.1	XP_026262209.1
OG0009260	XP_031819301.1	XP_026261998.1
OG0009261	XP_031819300.1	XP_026262037.1
OG0009263	XP_031819309.1	XP_026262218.1
OG0009265	XP_031819311.1	XP_026262093.1, XP_026262092.1
OG0009266	XP_031817505.1	XP_026266241.1
OG0009267	XP_031819746.1	XP_026266202.1
OG0009268	XP_031819687.1	XP_026259534.1
OG0009269	XP_031819769.1	XP_026259464.1
OG0009270	XP_031819742.1	XP_026259544.1
OG0009271	XP_031813158.1	XP_026259599.1
OG0009272	XP_031819080.1, XP_031819093.1	XP_026259603.1
OG0009273	XP_012402395.2	XP_026259473.1
OG0009274	XP_031817543.1	XP_026259648.1
OG0009275	XP_031819129.1	XP_026259508.1
OG0009276	XP_031819125.1	XP_026259656.1
OG0009277	XP_031819124.1, XP_031819122.1	XP_026259476.1
OG0009278	XP_031819107.1	XP_026259479.1
OG0009279	XP_031819108.1	XP_026259597.1
OG0009280	XP_012402660.2	XP_026259555.1
OG0009281	XP_031817537.1	XP_026259574.1
OG0009284	XP_031819770.1	XP_026236818.1
OG0009285	XP_031819697.1	XP_026236810.1
OG0009286	XP_031819741.1	XP_026236817.1
OG0009287	XP_031817498.1	XP_026267374.1
OG0009288	XP_023357025.2	XP_026267336.1
OG0009289	XP_031819040.1	XP_026267357.1
OG0009290	XP_031817493.1	XP_026267338.1
OG0009291	XP_031817471.1	XP_026267956.1
OG0009292	XP_003767044.1	XP_026267955.1
OG0009293	XP_031819012.1	XP_026267949.1
OG0009294	XP_031819011.1	XP_026235969.1, XP_026267953.1
OG0009295	XP_031819014.1	XP_026267965.1
OG0009296	XP_031818956.1	XP_026235879.1
OG0009297	XP_031819631.1	XP_026235895.1
OG0009298	XP_031817446.1	XP_026235872.1
OG0009299	XP_031819625.1	XP_026235882.1
OG0009300	XP_031817449.1	XP_026235847.1
OG0009302	XP_031819655.1	XP_026235901.1
OG0009303	XP_003765186.2	XP_026247087.1
OG0009304	XP_031819632.1	XP_026246984.1
OG0009305	XP_031810220.1	XP_026247018.1
OG0009306	XP_012409219.1	XP_026247005.1
OG0009307	XP_003757235.2	XP_026247003.1
OG0009308	XP_031810239.1	XP_026246979.1
OG0009309	XP_012409215.1	XP_026247063.1
OG0009310	XP_031795840.1	XP_026247574.1
OG0009311	XP_003756904.3	XP_026240121.1
OG0009312	XP_031821643.1	XP_026246599.1
OG0009313	XP_003759504.1	XP_026249046.1
OG0009314	XP_031818259.1	XP_026247529.1
OG0009315	XP_031818331.1	XP_026247376.1
OG0009316	XP_031818356.1	XP_026247546.1
OG0009317	XP_031818454.1	XP_026259366.1
OG0009318	XP_031818498.1	XP_026259423.1
OG0009319	XP_031810380.1, XP_012409266.3	XP_026248060.1
OG0009320	XP_003765079.1	XP_026247509.1
OG0009321	XP_031818344.1	XP_026247551.1
OG0009322	XP_012400949.1	XP_026268821.1
OG0009324	XP_012406666.1	XP_026264870.1
OG0009325	XP_031795544.1	XP_026260959.1
OG0009326	XP_031795581.1	XP_026260954.1
OG0009327	XP_031795680.1	XP_026264358.1
OG0009328	XP_031795679.1	XP_026264342.1
OG0009329	XP_012406702.1	XP_026256976.1
OG0009330	XP_031795602.1	XP_026260949.1
OG0009331	XP_003771898.1	XP_026266389.1
OG0009332	XP_031795763.1	XP_026263539.1
OG0009333	XP_031795786.1	XP_026263926.1
OG0009334	XP_031794460.1	XP_026266043.1
OG0009335	XP_031794442.1	XP_026264346.1
OG0009336	XP_003771455.1	XP_026247579.1
OG0009337	XP_031794370.1	XP_026247600.1
OG0009338	XP_003771458.2	XP_026247587.1
OG0009339	XP_012406648.1	XP_026268424.1
OG0009340	XP_012406639.1	XP_026268177.1
OG0009341	XP_003756676.1	XP_026240175.1
OG0009342	XP_023360646.1, XP_031809249.1	XP_026240271.1
OG0009343	XP_031809267.1	XP_026240123.1
OG0009344	XP_031809262.1	XP_026240166.1
OG0009345	XP_003756753.1	XP_026240127.1
OG0009346	XP_031809541.1	XP_026240189.1
OG0009347	XP_003759005.2	XP_026240290.1
OG0009348	XP_031821015.1	XP_026241715.1
OG0009349	XP_031820987.1	XP_026241723.1
OG0009350	XP_031821114.1	XP_026241708.1
OG0009351	XP_031821243.1	XP_026258340.1
OG0009352	XP_031821263.1	XP_026258344.1
OG0009353	XP_012396515.2	XP_026246637.1
OG0009354	XP_031821428.1	XP_026246629.1
OG0009355	XP_031821620.1	XP_026246602.1
OG0009356	XP_031821723.1	XP_026246666.1, XP_026246667.1, XP_026246665.1
OG0009357	XP_031821744.1	XP_026246650.1
OG0009358	XP_023351585.2	XP_026249015.1
OG0009359	XP_031822592.1	XP_026249051.1
OG0009360	XP_003763091.2	XP_026249052.1
OG0009361	XP_003759506.1	XP_026249074.1
OG0009362	XP_023351595.1	XP_026259884.1
OG0009363	XP_031805805.1	XP_026251441.1
OG0009364	XP_031805802.1	XP_026251484.1
OG0009365	XP_031805801.1	XP_026251493.1
OG0009366	XP_031810417.1	XP_026251430.1
OG0009367	XP_031810399.1	XP_026251492.1
OG0009368	XP_003757314.1	XP_026251467.1
OG0009369	XP_003757305.1	XP_026248065.1
OG0009370	XP_031810382.1, XP_031810383.1	XP_026248084.1
OG0009371	XP_023349969.1	XP_026248090.1
OG0009372	XP_031810329.1	XP_026248031.1
OG0009373	XP_031810303.1	XP_026266011.1
OG0009374	XP_031818222.1	XP_026262643.1
OG0009375	XP_012401420.1	XP_026262621.1
OG0009376	XP_031818149.1	XP_026262625.1
OG0009377	XP_031818145.1	XP_026262629.1
OG0009378	XP_003765492.4	XP_026262637.1
OG0009380	XP_031818237.1	XP_026247480.1
OG0009381	XP_003765544.2	XP_026247542.1
OG0009382	XP_003765076.2	XP_026247557.1
OG0009383	XP_031818326.1	XP_026247425.1
OG0009384	XP_031818330.1	XP_026247519.1
OG0009385	XP_003765061.2	XP_026247539.1
OG0009386	XP_003765037.1	XP_026247377.1
OG0009387	XP_031818339.1	XP_026247520.1
OG0009388	XP_031818333.1	XP_026247530.1
OG0009389	XP_031818345.1	XP_026247563.1
OG0009390	XP_031818352.1	XP_026247380.1
OG0009391	XP_031818357.1	XP_026247473.1
OG0009392	XP_023355609.1, XP_023355608.1	XP_026247382.1
OG0009393	XP_031818387.1	XP_026247383.1
OG0009394	XP_012400990.1	XP_026247415.1
OG0009395	XP_031817388.1	XP_026247521.1
OG0009396	XP_012400999.2	XP_026247423.1
OG0009397	XP_012400996.1	XP_026247489.1
OG0009398	XP_031818423.1	XP_026247565.1
OG0009399	XP_031818432.1	XP_026259367.1, XP_026247385.1
OG0009400	XP_031818455.1	XP_026259400.1, XP_026259399.1
OG0009401	XP_031818456.1	XP_026259412.1
OG0009402	XP_031818470.1	XP_026259408.1
OG0009403	XP_031818473.1	XP_026259364.1
OG0009404	XP_031818475.1	XP_026259361.1
OG0009405	XP_031818481.1	XP_026259418.1
OG0009406	XP_031818484.1	XP_026259369.1
OG0009407	XP_031818503.1	XP_026259376.1
OG0009408	XP_031818507.1	XP_026259425.1
OG0009409	XP_031818551.1	XP_026268798.1
OG0009410	XP_031818562.1, XP_031818563.1, XP_031818561.1	XP_026268813.1
OG0009411	XP_003764970.1	XP_026268797.1
OG0009412	XP_031817404.1	XP_026256581.1
OG0009413	XP_031818605.1	XP_026256646.1
OG0009414	XP_012402451.1	XP_026256627.1
OG0009415	XP_031817407.1	XP_026256645.1
OG0009416	XP_031817409.1	XP_026256634.1
OG0009417	XP_023355706.2	XP_026256558.1
OG0009418	XP_031818672.1	XP_026256568.1
OG0009419	XP_003765128.1	XP_026256614.1
OG0009421	XP_031818679.1	XP_026266094.1
OG0009422	XP_031818695.1	XP_026253655.1
OG0009423	XP_012401105.1	XP_026253681.1
OG0009424	XP_031818709.1	XP_026253732.1
OG0009425	XP_031817411.1	XP_026253705.1
OG0009426	XP_031818715.1	XP_026253684.1
OG0009427	XP_031818720.1	XP_026253745.1
OG0009428	XP_031818727.1	XP_026253746.1
OG0009429	XP_031795511.1	XP_026264901.1
OG0009430	XP_031795726.1	XP_026256973.1
OG0009431	XP_003759488.1	XP_026259904.1
OG0009432	XP_012407793.1	XP_026251117.1
OG0009434	XP_031795243.1	XP_026257027.1
OG0009435	XP_031824050.1	XP_026241665.1
OG0009436	XP_003759534.1	XP_026241679.1
OG0009437	XP_031823489.1	XP_026241698.1
OG0009438	XP_031823282.1	XP_026264562.1
OG0009439	XP_003759903.1	XP_026264815.1
OG0009440	XP_031823150.1	XP_026264812.1, XP_026264811.1
OG0009441	XP_031823062.1	XP_026250343.1
OG0009442	XP_003759935.2	XP_026250336.1
OG0009443	XP_012396853.2	XP_026250346.1
OG0009444	XP_003759472.1	XP_026249067.1
OG0009445	XP_031822092.1	XP_026249032.1
OG0009446	XP_031822133.1	XP_026259907.1
OG0009447	XP_003759532.1	XP_026259883.1
OG0009448	XP_031822223.1	XP_026259890.1
OG0009449	XP_003755640.1	XP_026250494.1
OG0009450	XP_003755637.1	XP_026250496.1
OG0009451	XP_003755645.2	XP_026250497.1
OG0009452	XP_023353132.1	XP_026250499.1
OG0009453	XP_031811386.1	XP_026250522.1
OG0009454	XP_003755613.1	XP_026249840.1
OG0009455	XP_012398004.2	XP_026249834.1
OG0009456	XP_031811410.1	XP_026268451.1
OG0009458	XP_031811449.1, XP_031811447.1, XP_031811448.1	XP_026243928.1
OG0009459	XP_012397752.1	XP_026243975.1
OG0009460	XP_003755568.1	XP_026243932.1
OG0009461	XP_023352609.1	XP_026243927.1
OG0009462	XP_031811555.1	XP_026244040.1
OG0009463	XP_031811550.1	XP_026244023.1
OG0009464	XP_031811511.1	XP_026243959.1
OG0009465	XP_031811509.1	XP_026243963.1
OG0009466	XP_031811506.1	XP_026243898.1
OG0009467	XP_003755551.1	XP_026256307.1
OG0009468	XP_031799279.1	XP_026251037.1
OG0009469	XP_031799978.1	XP_026251027.1
OG0009470	XP_012407803.1	XP_026251028.1
OG0009471	XP_003773456.1	XP_026251127.1
OG0009472	XP_031798598.1	XP_026250999.1
OG0009473	XP_031798870.1	XP_026251076.1
OG0009474	XP_031798182.1	XP_026251119.1
OG0009475	XP_031802791.1, XP_031798484.1	XP_026250998.1
OG0009476	XP_003773487.2	XP_026236175.1
OG0009477	XP_031799228.1	XP_026236172.1
OG0009478	XP_031799811.1	XP_026236171.1
OG0009479	XP_012407862.1	XP_026235241.1
OG0009480	XP_031798822.1	XP_026258858.1
OG0009481	XP_031798600.1	XP_026258735.1
OG0009482	XP_031799173.1	XP_026259120.1
OG0009483	XP_003773429.1	XP_026259724.1
OG0009484	XP_031799159.1	XP_026242770.1
OG0009485	XP_003773359.1	XP_026241747.1
OG0009486	XP_031800074.1	XP_026241693.1
OG0009487	XP_031799801.1	XP_026258891.1
OG0009488	XP_023361833.1	XP_026259222.1
OG0009489	XP_031798063.1	XP_026258879.1
OG0009490	XP_031799059.1	XP_026251060.1
OG0009491	XP_003773354.1	XP_026243103.1
OG0009492	XP_031812664.1	XP_026243605.1
OG0009493	XP_012407058.1	XP_026271026.1
OG0009494	XP_003756798.1	XP_026244136.1
OG0009495	XP_031802004.1	XP_026249423.1
OG0009497	XP_031822806.1	XP_026268521.1
OG0009498	XP_031822805.1	XP_026268282.1
OG0009499	XP_031822781.1	XP_026269253.1
OG0009500	XP_023357830.2	XP_026268532.1
OG0009501	XP_012403421.2	XP_026268032.1
OG0009502	XP_031822764.1	XP_026268844.1
OG0009503	XP_012403439.1	XP_026269279.1
OG0009504	XP_031822744.1	XP_026269296.1
OG0009505	XP_012403435.3	XP_026269265.1
OG0009506	XP_003755106.2	XP_026249525.1
OG0009507	XP_031812761.1	XP_026249505.1
OG0009508	XP_031812725.1	XP_026250443.1
OG0009509	XP_031812724.1	XP_026250450.1
OG0009510	XP_031812717.1	XP_026250414.1
OG0009511	XP_031812415.1	XP_026261586.1
OG0009512	XP_031812403.1	XP_026261576.1
OG0009513	XP_031812389.1	XP_026261594.1
OG0009514	XP_012396086.1	XP_026245957.1
OG0009515	XP_003758825.1	XP_026246029.1
OG0009516	XP_031812254.1	XP_026245972.1
OG0009517	XP_031812253.1	XP_026246069.1
OG0009518	XP_031805323.1	XP_026262441.1
OG0009519	XP_012409502.1	XP_026252843.1
OG0009520	XP_031812585.1	XP_026252795.1
OG0009521	XP_031799577.1	XP_026236133.1
OG0009522	XP_031809621.1	XP_026253947.1
OG0009523	XP_012408189.1	XP_026253993.1
OG0009524	XP_031809594.1	XP_026253950.1
OG0009525	XP_012408427.1	XP_026254029.1
OG0009526	XP_031809587.1	XP_026253976.1
OG0009527	XP_003756906.3	XP_026253959.1
OG0009528	XP_031809533.1	XP_026257114.1
OG0009529	XP_003759043.1	XP_026257081.1
OG0009530	XP_031809527.1	XP_026257119.1
OG0009531	XP_031809512.1	XP_026257108.1
OG0009532	XP_003756844.1	XP_026251153.1
OG0009533	XP_003756841.1	XP_026251156.1
OG0009534	XP_003758857.1	XP_026251151.1
OG0009535	XP_003759551.1	XP_026269610.1
OG0009536	XP_003756838.1	XP_026251160.1
OG0009537	XP_003756829.1	XP_026251170.1
OG0009538	XP_003756821.1	XP_026244102.1
OG0009539	XP_031809449.1	XP_026244061.1
OG0009540	XP_031809442.1	XP_026244062.1
OG0009541	XP_031809437.1	XP_026244064.1
OG0009543	XP_003756785.1, XP_031823688.1	XP_026255956.1
OG0009544	XP_012407322.1	XP_026255987.1
OG0009545	XP_031809406.1	XP_026255935.1
OG0009546	XP_031809554.1	XP_026240178.1
OG0009547	XP_003759408.2	XP_026241731.1
OG0009548	XP_031820769.1	XP_026241729.1
OG0009549	XP_031820503.1	XP_026249395.1
OG0009550	XP_003759964.1	XP_026266026.1
OG0009551	XP_003759980.1, XP_031820274.1	XP_026235966.1
OG0009552	XP_031820107.1	XP_026257572.1
OG0009553	XP_031820080.1	XP_026257588.1
OG0009554	XP_031820063.1	XP_026257584.1
OG0009555	XP_031820039.1	XP_026257577.1
OG0009556	XP_031820034.1	XP_026257569.1
OG0009557	XP_003759992.1	XP_026257579.1
OG0009558	XP_003759995.1	XP_026245916.1
OG0009559	XP_012396908.1	XP_026245923.1
OG0009560	XP_012396925.1	XP_026245947.1
OG0009561	XP_031801746.1	XP_026245952.1
OG0009562	XP_003759683.1	XP_026249412.1
OG0009563	XP_012396666.2	XP_026248174.1
OG0009564	XP_031809592.1	XP_026253925.1
OG0009565	XP_023361486.1	XP_026244098.1
OG0009566	XP_003760004.1	XP_026245946.1
OG0009567	XP_031813089.1, XP_003764436.2	XP_026260370.1
OG0009568	XP_023355156.1	XP_026258508.1
OG0009569	XP_012400409.1	XP_026252102.1
OG0009570	XP_031824495.1	XP_026246381.1
OG0009571	XP_003770389.2	XP_026238501.1
OG0009572	XP_003775334.2	XP_026248230.1
OG0009573	XP_031816811.1	XP_026260315.1
OG0009574	XP_031816734.1	XP_026250473.1
OG0009575	XP_012400610.1	XP_026248231.1
OG0009576	XP_031816748.1	XP_026248183.1
OG0009577	XP_003766401.1	XP_026260379.1
OG0009578	XP_031816816.1	XP_026260363.1
OG0009579	XP_031816045.1	XP_026258503.1
OG0009580	XP_031816036.1	XP_026258483.1
OG0009581	XP_003764173.1	XP_026259269.1
OG0009582	XP_031816013.1	XP_026259279.1
OG0009583	XP_031816008.1	XP_026259274.1
OG0009584	XP_031815987.1	XP_026259285.1
OG0009585	XP_031815977.1	XP_026259245.1
OG0009586	XP_031815955.1	XP_026252127.1
OG0009587	XP_031815935.1	XP_026252174.1
OG0009588	XP_003764226.1	XP_026252159.1
OG0009589	XP_031815919.1	XP_026252156.1
OG0009590	XP_023355193.1	XP_026252120.1
OG0009591	XP_031817177.1	XP_026252116.1
OG0009592	XP_031817166.1	XP_026252109.1
OG0009593	XP_003764238.1	XP_026252146.1
OG0009594	XP_031817161.1	XP_026252137.1
OG0009595	XP_012400461.1	XP_026248347.1
OG0009596	XP_003764289.1	XP_026248388.1
OG0009597	XP_003768121.1	XP_026260715.1
OG0009598	XP_003764274.2	XP_026248334.1
OG0009599	XP_023355232.1	XP_026248293.1
OG0009600	XP_031816981.1	XP_026248395.1
OG0009601	XP_003766896.1	XP_026248328.1
OG0009602	XP_003764306.2	XP_026254835.1
OG0009603	XP_003764300.1	XP_026254843.1
OG0009604	XP_003764302.2	XP_026254830.1
OG0009605	XP_012400504.1	XP_026254812.1
OG0009606	XP_003764309.1	XP_026254836.1
OG0009607	XP_012400499.2	XP_026254834.1
OG0009608	XP_031816950.1	XP_026254831.1
OG0009609	XP_003764313.2	XP_026254820.1
OG0009610	XP_012400513.1	XP_026248266.1
OG0009611	XP_031813180.1	XP_026249701.1
OG0009612	XP_031813232.1	XP_026249697.1
OG0009613	XP_031813237.1	XP_026249766.1
OG0009614	XP_003766711.1	XP_026249757.1
OG0009615	XP_031813207.1	XP_026249765.1
OG0009616	XP_031813152.1	XP_026249754.1
OG0009618	XP_003768850.1	XP_026236512.1
OG0009619	XP_012404230.1	XP_026236501.1
OG0009620	XP_023358547.1, XP_003768855.2	XP_026236500.1
OG0009621	XP_031821245.1	XP_026237684.1
OG0009622	XP_003770766.1	XP_026238064.1
OG0009623	XP_003768836.2	XP_026246366.1
OG0009624	XP_023358543.1	XP_026246370.1
OG0009625	XP_003768816.2	XP_026246271.1, XP_026246270.1
OG0009627	XP_031821294.1	XP_026246264.1
OG0009628	XP_003768824.1	XP_026246350.1
OG0009629	XP_003768788.3	XP_026246402.1
OG0009630	XP_012404174.2	XP_026246321.1
OG0009631	XP_012404149.1	XP_026246434.1
OG0009632	XP_003768786.1	XP_026246380.1
OG0009633	XP_003768783.3	XP_026246315.1
OG0009634	XP_023358517.1	XP_026246260.1
OG0009635	XP_003768763.1	XP_026246407.1
OG0009636	XP_012405741.1	XP_026246444.1
OG0009637	XP_003770688.2	XP_026246385.1
OG0009638	XP_003768734.1	XP_026246248.1
OG0009639	XP_031821378.1	XP_026246400.1
OG0009640	XP_012405519.1	XP_026265201.1
OG0009641	XP_031824337.1, XP_031824336.1, XP_003770529.1	XP_026265197.1
OG0009642	XP_031823725.1	XP_026267170.1
OG0009643	XP_031823718.1	XP_026267147.1
OG0009644	XP_031823684.1	XP_026267177.1
OG0009645	XP_003761378.2	XP_026236121.1
OG0009646	XP_031794481.1	XP_026264499.1
OG0009647	XP_031794393.1	XP_026264502.1
OG0009648	XP_003761325.1	XP_026264500.1
OG0009649	XP_003761566.1	XP_026264481.1
OG0009650	XP_031794135.1	XP_026264508.1
OG0009651	XP_031824767.1	XP_026265180.1
OG0009652	XP_031824884.1	XP_026237632.1
OG0009654	XP_031824901.1	XP_026237895.1
OG0009655	XP_031824915.1	XP_026237656.1
OG0009656	XP_031824407.1, XP_031824943.1	XP_026238201.1
OG0009657	XP_031824958.1	XP_026238415.1
OG0009658	XP_031817439.1	XP_026270658.1
OG0009659	XP_031817436.1	XP_026270661.1
OG0009660	XP_031818906.1	XP_026270626.1
OG0009661	XP_031818916.1	XP_026270620.1
OG0009662	XP_031817432.1	XP_026270669.1
OG0009663	XP_031818888.1	XP_026270688.1
OG0009664	XP_031817430.1	XP_026270652.1
OG0009665	XP_031818850.1	XP_026236289.1
OG0009666	XP_031818849.1, XP_031818848.1	XP_026236279.1
OG0009667	XP_031818834.1	XP_026268651.1
OG0009668	XP_031818830.1	XP_026268657.1
OG0009669	XP_031818823.1	XP_026268673.1
OG0009670	XP_031818815.1	XP_026241867.1
OG0009671	XP_031817422.1	XP_026241941.1
OG0009672	XP_031818804.1, XP_031818803.1, XP_031818805.1	XP_026241874.1
OG0009673	XP_031819584.1	XP_026241845.1
OG0009674	XP_031817419.1	XP_026253690.1
OG0009675	XP_031818753.1	XP_026253653.1
OG0009676	XP_003758571.2	XP_026257650.1
OG0009677	XP_012395837.2	XP_026257620.1
OG0009678	XP_031805978.1	XP_026257683.1
OG0009679	XP_031805986.1	XP_026257658.1
OG0009681	XP_031806025.1	XP_026257702.1
OG0009682	XP_031806028.1	XP_026257609.1
OG0009683	XP_031813028.1	XP_026257716.1
OG0009684	XP_031806054.1	XP_026267180.1
OG0009685	XP_031805094.1	XP_026267204.1
OG0009686	XP_031807149.1	XP_026267213.1
OG0009687	XP_003757897.2	XP_026248783.1
OG0009688	XP_003757903.1	XP_026248792.1
OG0009689	XP_031806208.1	XP_026248795.1
OG0009690	XP_012396128.2	XP_026248798.1
OG0009691	XP_012396353.2	XP_026264914.1
OG0009692	XP_003758604.1	XP_026255040.1
OG0009693	XP_031805822.1	XP_026255042.1
OG0009694	XP_031805819.1	XP_026255033.1
OG0009695	XP_031805933.1	XP_026254988.1
OG0009696	XP_031805947.1	XP_026260290.1
OG0009697	XP_003758577.1	XP_026260306.1
OG0009698	XP_003758498.1	XP_026260273.1
OG0009699	XP_003758484.1	XP_026269097.1
OG0009700	XP_031806113.1	XP_026269013.1
OG0009701	XP_031806138.1	XP_026269087.1
OG0009702	XP_031806122.1	XP_026269024.1
OG0009703	XP_031806149.1	XP_026269028.1
OG0009704	XP_031806158.1	XP_026269027.1
OG0009705	XP_003758436.1	XP_026248407.1
OG0009706	XP_031816990.1	XP_026248290.1
OG0009707	XP_031824912.1	XP_026237653.1
OG0009709	XP_023353483.2	XP_026241398.1
OG0009711	XP_012408758.2	XP_026247985.1
OG0009712	XP_003769922.1	XP_026256120.1
OG0009713	XP_012405278.1	XP_026256124.1
OG0009714	XP_012405639.1	XP_026252675.1
OG0009715	XP_003770521.1	XP_026252750.1
OG0009716	XP_031823808.1	XP_026252731.1
OG0009717	XP_031824610.1	XP_026252710.1
OG0009718	XP_031823865.1	XP_026252714.1
OG0009719	XP_003770251.1	XP_026252703.1
OG0009720	XP_031823897.1	XP_026252701.1
OG0009721	XP_031821128.1	XP_026268989.1
OG0009722	XP_031821144.1	XP_026268960.1
OG0009723	XP_031797509.1	XP_026259998.1
OG0009724	XP_031797463.1	XP_026259976.1
OG0009725	XP_003761539.2	XP_026260001.1
OG0009726	XP_003761528.1	XP_026259918.1
OG0009727	XP_012398574.2	XP_026262996.1
OG0009728	XP_031796646.1	XP_026262950.1
OG0009729	XP_003761605.1	XP_026263009.1
OG0009730	XP_031796898.1	XP_026262957.1
OG0009731	XP_031797106.1	XP_026261469.1
OG0009732	XP_031797190.1	XP_026261451.1
OG0009733	XP_031797415.1	XP_026261460.1
OG0009734	XP_003761541.2	XP_026261496.1
OG0009735	XP_031793326.1	XP_026256172.1
OG0009737	XP_031795712.1	XP_026256239.1
OG0009738	XP_003761642.1	XP_026256216.1
OG0009739	XP_031795980.1	XP_026256194.1
OG0009740	XP_031796033.1	XP_026256134.1
OG0009741	XP_031819600.1	XP_026256260.1
OG0009742	XP_031819532.1	XP_026256252.1
OG0009743	XP_003762106.1	XP_026236709.1
OG0009744	XP_031819448.1	XP_026236711.1
OG0009745	XP_031819177.1	XP_026236739.1
OG0009746	XP_031819065.1	XP_026247957.1
OG0009747	XP_031818905.1	XP_026247908.1
OG0009748	XP_031818835.1	XP_026247897.1
OG0009749	XP_031818896.1	XP_026247906.1
OG0009750	XP_031818767.1	XP_026247924.1
OG0009751	XP_003762162.3	XP_026247960.1
OG0009752	XP_031801443.1	XP_026247954.1
OG0009753	XP_031801454.1	XP_026247949.1
OG0009754	XP_003761793.2	XP_026247947.1
OG0009755	XP_003761801.1	XP_026247956.1
OG0009756	XP_031797838.1	XP_026247885.1
OG0009757	XP_031798146.1	XP_026258284.1
OG0009758	XP_031798366.1, XP_023353161.1	XP_026258268.1
OG0009759	XP_003761474.1	XP_026258261.1
OG0009760	XP_012399632.1	XP_026265046.1
OG0009761	XP_003761738.2	XP_026265025.1
OG0009762	XP_031800223.1	XP_026241324.1
OG0009763	XP_031800159.1	XP_026236623.1
OG0009764	XP_031800524.1	XP_026235805.1
OG0009765	XP_003761755.1, XP_031800542.1	XP_026235807.1
OG0009766	XP_031800604.1	XP_026241102.1
OG0009767	XP_003761768.1	XP_026241166.1
OG0009768	XP_031800809.1	XP_026241233.1
OG0009769	XP_023353366.2	XP_026241285.1
OG0009770	XP_031800962.1	XP_026241259.1
OG0009771	XP_031800975.1	XP_026241442.1
OG0009772	XP_031801461.1	XP_026241062.1
OG0009773	XP_031801462.1	XP_026241064.1
OG0009774	XP_012398592.1	XP_026241357.1
OG0009775	XP_003761941.2	XP_026241019.1
OG0009776	XP_031801507.1	XP_026241380.1
OG0009777	XP_031801708.1	XP_026241195.1
OG0009778	XP_031801710.1	XP_026239271.1, XP_026241197.1
