Orthogroup	Sarcophilus_harrisii	Ictidomys_tridecemlineatus
OG0006512	XP_031805199.1	XP_013219979.1
OG0006513	XP_003759159.3	XP_005322920.1
OG0006514	XP_031808164.1	XP_013220143.1
OG0006515	XP_012400157.1	XP_005338845.1
OG0006517	XP_031810924.1, XP_031810923.1	XP_040131778.1
OG0006518	XP_031810948.1	XP_040130055.1
OG0006519	XP_003755933.1	XP_005338773.1
OG0006520	XP_003755947.1	XP_005338771.1
OG0006521	XP_012400551.1	XP_040130030.1
OG0006522	XP_023356941.1	XP_005343149.2
OG0006523	XP_031808798.1	XP_040140778.1
OG0006524	XP_031808476.1	XP_005331807.1
OG0006525	XP_003756433.1	XP_005331790.1
OG0006526	XP_031808831.1	XP_005322928.1
OG0006527	XP_031808780.1	XP_040131410.1
OG0006528	XP_012404618.1	XP_013219563.1
OG0006529	XP_031808528.1	XP_005322946.3
OG0006530	XP_012396458.1, XP_031808539.1, XP_031808540.1	XP_005322813.1
OG0006531	XP_031805159.1	XP_005322824.1
OG0006532	XP_023358593.2	XP_013212958.2
OG0006533	XP_031808563.1	XP_005322847.1
OG0006534	XP_031808566.1	XP_013212944.1
OG0006535	XP_031808585.1	XP_040132358.1
OG0006536	XP_031808642.1	XP_005322870.1
OG0006537	XP_003756424.1	XP_005322885.1
OG0006538	XP_003756343.1	XP_005321380.1
OG0006539	XP_012403719.1	XP_013212960.1
OG0006540	XP_031808420.1	XP_005321263.1
OG0006541	XP_003756306.1	XP_021579437.2
OG0006542	XP_003756273.1	XP_005321294.1
OG0006543	XP_031808358.1	XP_005321314.1
OG0006544	XP_031808189.1	XP_040130279.1
OG0006545	XP_003756207.1	XP_005339220.1
OG0006546	XP_031809140.1	XP_040132234.1
OG0006547	XP_031808615.1	XP_040131828.1
OG0006548	XP_031824512.1	XP_040124844.1
OG0006549	XP_023363160.2	XP_005320978.1
OG0006550	XP_003768486.3	XP_040124845.1
OG0006551	XP_003768292.1	XP_005321891.1
OG0006551	XP_003768293.1	XP_013212422.1
OG0006552	XP_012403786.1, XP_012403781.2	XP_021579886.1
OG0006553	XP_031823602.1, XP_031823604.1	XP_005327925.1
OG0006554	XP_003768683.2	XP_040124289.1
OG0006555	XP_003768729.1	XP_005332661.1
OG0006556	XP_003768610.1	XP_005328303.1
OG0006557	XP_031804150.1	XP_005332198.1
OG0006558	XP_031824511.1	XP_021584015.1
OG0006559	XP_031821903.1	XP_005328156.1
OG0006560	XP_031822224.1	XP_005328149.1
OG0006561	XP_031822094.1	XP_040124738.1
OG0006562	XP_012403795.1	XP_005322017.1
OG0006563	XP_031822027.1	XP_013212550.1
OG0006564	XP_012403834.3	XP_005321806.1
OG0006565	XP_003768377.1	XP_005321799.1
OG0006566	XP_031822239.1	XP_021579798.1
OG0006567	XP_031822307.1	XP_021579767.1
OG0006568	XP_003768001.1	XP_013212583.2
OG0006569	XP_012403513.3	XP_021579761.1
OG0006570	XP_003767986.1	XP_040124968.1
OG0006572	XP_023357902.2	XP_005321611.1
OG0006573	XP_023357884.1	XP_040125017.1
OG0006574	XP_023359384.1	XP_013215286.2
OG0006575	XP_031823449.1	XP_013215253.1
OG0006576	XP_031823480.1	XP_040125075.1
OG0006577	XP_031823539.1	XP_021583851.1
OG0006578	XP_031824595.1	XP_040125145.1
OG0006579	XP_012405303.1	XP_005327941.1
OG0006580	XP_012409529.2	XP_013219066.1
OG0006581	XP_031807742.1	XP_005336922.1
OG0006582	XP_031807830.1, XP_031807831.1, XP_031807832.1, XP_012409517.1	XP_021589998.1
OG0006583	XP_012409479.1	XP_040150641.1, XP_005336993.1
OG0006584	XP_012409430.1	XP_013212099.1
OG0006585	XP_031810740.1, XP_012409417.1, XP_012409418.1	XP_021579333.1
OG0006586	XP_012409397.1	XP_040142450.1
OG0006587	XP_023350081.2	XP_005321157.1
OG0006588	XP_031810731.1	XP_005321155.1
OG0006589	XP_031810174.1	XP_040142279.1
OG0006590	XP_003772410.2	XP_005335713.1
OG0006591	XP_003772212.1	XP_005335653.1
OG0006592	XP_031797052.1	XP_013218526.2
OG0006593	XP_031796997.1	XP_040136391.1, XP_040136392.1
OG0006594	XP_031796951.1, XP_031796952.1, XP_031796950.1	XP_040136359.1
OG0006595	XP_031796940.1	XP_013218553.1
OG0006596	XP_031796919.1, XP_031796920.1	XP_005335758.1
OG0006597	XP_003772338.1	XP_021589211.1
OG0006598	XP_031796766.1	XP_005328750.1, XP_040136313.1
OG0006599	XP_031796503.1	XP_005328795.1
OG0006600	XP_003770984.1	XP_005330473.1
OG0006601	XP_003770858.1	XP_040132134.1
OG0006602	XP_031794094.1, XP_031794093.1	XP_005335048.1
OG0006603	XP_031797090.1	XP_013218169.1
OG0006604	XP_031793854.1	XP_005335066.1
OG0006605	XP_031797007.1	XP_005335072.1
OG0006606	XP_031793607.1	XP_040137715.1
OG0006607	XP_031797003.1, XP_031797004.1	XP_005338643.2
OG0006608	XP_031794316.1	XP_040137725.1
OG0006609	XP_031794392.1	XP_005338626.1
OG0006610	XP_031795989.1	XP_021580100.1, XP_040134066.1, XP_005322484.1
OG0006611	XP_003771149.1	XP_040134683.1
OG0006612	XP_031795787.1, XP_031795788.1	XP_005322392.1
OG0006613	XP_023356213.1, XP_003765727.1	XP_013220513.1
OG0006614	XP_003766759.2	XP_040126770.1
OG0006615	XP_031815012.1	XP_005336435.1, XP_005336434.1
OG0006616	XP_023356190.1	XP_040126738.1
OG0006617	XP_031814977.1	XP_040126861.1
OG0006618	XP_003765689.1	XP_005339663.1
OG0006619	XP_031807342.1	XP_005339646.1
OG0006620	XP_003758375.1	XP_005324583.1
OG0006621	XP_031806329.1	XP_040126616.1
OG0006623	XP_023350686.1	XP_005322115.1
OG0006624	XP_003758275.2	XP_040127500.1
OG0006625	XP_023350457.1	XP_040127161.1
OG0006626	XP_031795983.1	XP_040137730.1
OG0006627	XP_003758340.2	XP_040127048.1
OG0006628	XP_003756397.1, XP_031821113.1	XP_005340938.1
OG0006629	XP_031794829.1	XP_005330956.1
OG0006630	XP_012398067.2	XP_013216451.1
OG0006631	XP_012405156.1, XP_031808892.1	XP_005335796.1
OG0006632	XP_031809199.1, XP_031809200.1	XP_040129155.1
OG0006633	XP_003756634.1	XP_040127823.1, XP_005327316.1
OG0006634	XP_003761827.2, XP_023353407.1	XP_005326313.1
OG0006635	XP_031793041.1, XP_031793035.1	XP_040141982.1
OG0006636	XP_031792920.1	XP_005326352.1
OG0006637	XP_031792785.1	XP_005326358.1
OG0006638	XP_031801391.1	XP_040142026.1
OG0006639	XP_031817113.1	XP_005326381.1
OG0006640	XP_031801425.1, XP_012398572.1	XP_021585077.1
OG0006641	XP_012398839.1	XP_040136190.1, XP_013215964.1
OG0006642	XP_031798926.1	XP_021585053.1
OG0006643	XP_031810531.1	XP_005329751.1
OG0006644	XP_023350018.1	XP_040142132.1
OG0006645	XP_031810054.1, XP_031810053.1	XP_021579148.1
OG0006646	XP_003770404.1	XP_005341489.1
OG0006647	XP_012404579.1	XP_005318907.1, XP_005340291.1
OG0006648	XP_012398543.2, XP_031805386.1, XP_012398542.1, XP_003761878.1	XP_005326320.1, XP_005326410.1
OG0006649	XP_031801417.1	XP_005326367.1
OG0006650	XP_003770572.1	XP_005341114.1
OG0006651	XP_023358633.1	XP_021576363.1
OG0006652	XP_031821025.1	XP_005339066.1
OG0006653	XP_031821007.1	XP_005339029.1
OG0006654	XP_012404372.1, XP_012404373.1	XP_005339025.1
OG0006655	XP_031820984.1	XP_040138342.1
OG0006656	XP_003768966.1	XP_040138351.1
OG0006658	XP_031820955.1	XP_005318869.1
OG0006659	XP_012405806.1	XP_040138426.1
OG0006660	XP_031820850.1	XP_005318825.1
OG0006661	XP_031820841.1	XP_040138494.1
OG0006662	XP_031820837.1	XP_005318820.1
OG0006663	XP_031820809.1	XP_021577618.1
OG0006664	XP_012404485.1	XP_040139623.1
OG0006665	XP_031820676.1	XP_040138638.1
OG0006666	XP_031820671.1	XP_040138640.1
OG0006667	XP_003769155.3	XP_005318697.1
OG0006668	XP_031824276.1	XP_040138672.1
OG0006669	XP_023358793.1	XP_013211194.1
OG0006670	XP_031820601.1	XP_040138692.1
OG0006671	XP_031820564.1, XP_031820565.1, XP_031805128.1	XP_040138770.1
OG0006672	XP_003769241.1	XP_040138830.1
OG0006673	XP_031820478.1	XP_005340391.1
OG0006674	XP_012404619.1	XP_013220661.1
OG0006675	XP_031820468.1	XP_040139634.1
OG0006676	XP_031803476.1	XP_005336254.1
OG0006677	XP_012404638.1	XP_013213811.1
OG0006678	XP_003769363.1	XP_040137973.1
OG0006679	XP_031820341.1	XP_005335942.1
OG0006680	XP_031820330.1	XP_005330186.1
OG0006681	XP_003769375.1	XP_005330190.1
OG0006682	XP_031820298.1	XP_040139107.1
OG0006683	XP_031820244.1	XP_005337481.1
OG0006684	XP_003769421.1	XP_005340901.1
OG0006685	XP_031820242.1	XP_021576253.1, XP_040137981.1
OG0006686	XP_031815050.1	XP_040142989.1
OG0006687	XP_031818044.1	XP_005317899.1
OG0006688	XP_031802888.1	XP_021580780.2
OG0006689	XP_003760368.1	XP_005316318.1
OG0006690	XP_031803051.1, XP_031803050.1	XP_021579938.1
OG0006691	XP_031803147.1	XP_040149495.1
OG0006692	XP_031803148.1	XP_040149349.1, XP_040149348.1
OG0006693	XP_012397451.1	XP_040149467.1
OG0006694	XP_031803240.1	XP_040149416.1
OG0006695	XP_012397430.2, XP_031803180.1	XP_040149377.1
OG0006696	XP_023352430.2	XP_005316085.1
OG0006697	XP_031803442.1	XP_040149401.1
OG0006698	XP_031803212.1	XP_005316077.1
OG0006699	XP_012396013.1	XP_005316907.1
OG0006700	XP_031812645.1, XP_031812644.1, XP_031812643.1	XP_005316906.1
OG0006701	XP_003773340.1	XP_005320003.1
OG0006702	XP_031798854.1	XP_005320039.1
OG0006703	XP_031799812.1	XP_005320055.1
OG0006704	XP_031799790.1	XP_021579392.1, XP_005333323.2
OG0006705	XP_003771601.1	XP_005334011.1
OG0006706	XP_023359848.1	XP_005342612.1
OG0006707	XP_031816255.1	XP_021576491.1
OG0006708	XP_031796990.1	XP_021586046.1, XP_013216542.1
OG0006709	XP_031794939.1	XP_021586048.1
OG0006710	XP_031794895.1	XP_040147379.1, XP_013216547.1
OG0006711	XP_031794873.1	XP_005319477.1
OG0006712	XP_012406346.2	XP_040146818.1
OG0006713	XP_031795845.1	XP_005334736.1
OG0006714	XP_031795857.1	XP_021588454.1
OG0006715	XP_012407155.1	XP_013216803.1
OG0006716	XP_003772552.2	XP_005331842.1
OG0006717	XP_031796392.1	XP_005319192.1
OG0006718	XP_031796361.1	XP_005319215.1
OG0006719	XP_031796124.1	XP_021577934.1
OG0006720	XP_031817646.1	XP_021577935.1
OG0006721	XP_031808840.1	XP_005319245.1
OG0006722	XP_031824478.1	XP_040146832.1
OG0006723	XP_012406448.1, XP_031794783.1	XP_005334002.1
OG0006724	XP_023360611.2	XP_040147543.1
OG0006725	XP_012399626.1	XP_021576551.1
OG0006726	XP_003771777.1	XP_040147230.1
OG0006727	XP_031795782.1	XP_021581487.1
OG0006728	XP_003765388.1	XP_040144305.1
OG0006729	XP_031824977.1, XP_031824978.1	XP_005326125.1
OG0006730	XP_031825015.1	XP_005318069.1
OG0006732	XP_003767223.1	XP_040126833.1, XP_040145281.1, XP_013218299.1
OG0006733	XP_003767231.1	XP_040144500.1
OG0006734	XP_031825106.1	XP_013218852.1
OG0006735	XP_012399781.1	XP_021576553.1, XP_013221194.1
OG0006736	XP_003755857.1	XP_021576576.1
OG0006737	XP_031796881.1	XP_040136220.1
OG0006738	XP_031795358.1	XP_005338046.1
OG0006739	XP_023360096.1	XP_005324477.1
OG0006740	XP_031793772.1	XP_021581495.2
OG0006741	XP_003771084.1	XP_005324497.1
OG0006742	XP_031795947.1	XP_013212769.1
OG0006743	XP_012407645.1	XP_013215131.1
OG0006744	XP_012407608.1, XP_003773174.1	XP_005330969.1
OG0006745	XP_003773159.2, XP_031800057.1	XP_005330981.1
OG0006746	XP_031806765.1	XP_005337290.1
OG0006747	XP_003762596.2	XP_005319317.1
OG0006748	XP_031795105.1	XP_040147264.1
OG0006749	XP_031795117.1	XP_040147261.1
OG0006751	XP_003772620.1	XP_005332518.1
OG0006752	XP_023360676.1	XP_005332472.1
OG0006753	XP_031795000.1	XP_040146123.1
OG0006754	XP_031794976.1	XP_013216527.2, XP_013216525.1, XP_013217022.1
OG0006755	XP_003771687.2	XP_005331135.1
OG0006756	XP_031824308.1	XP_005334155.1
OG0006757	XP_031795192.1, XP_023354058.1, XP_031795191.1, XP_023360713.2	XP_005326770.2
OG0006758	XP_023360761.1	XP_013214698.2
OG0006759	XP_031795365.1	XP_005326788.2
OG0006760	XP_031806623.1	XP_013220651.1
OG0006761	XP_031806597.1	XP_040148384.1
OG0006762	XP_003758034.1	XP_005338467.1
OG0006763	XP_023361414.1	XP_021575938.1
OG0006764	XP_031797517.1	XP_005340438.1
OG0006765	XP_031798978.1	XP_040123832.1
OG0006766	XP_031799384.1	XP_040150372.1
OG0006767	XP_031799586.1	XP_005329270.1
OG0006768	XP_023361563.1	XP_021584729.1
OG0006769	XP_003773103.1	XP_040149992.1
OG0006770	XP_003773100.2	XP_040149953.1, XP_040149948.1
OG0006771	XP_003757934.1	XP_005327403.1, XP_005327402.1
OG0006772	XP_031807066.1	XP_040127183.1
OG0006773	XP_031807152.1	XP_040127209.1
OG0006774	XP_031805466.1	XP_005322680.2
OG0006775	XP_031811954.1	XP_021580331.1
OG0006776	XP_031805420.1, XP_031805419.1	XP_021580322.1
OG0006777	XP_031807298.1	XP_040127339.1
OG0006778	XP_003767140.1	XP_040127430.1
OG0006779	XP_003767144.1	XP_005322572.1
OG0006780	XP_012395301.2	XP_040127476.1
OG0006781	XP_031807125.1	XP_013218904.1
OG0006782	XP_031806233.1	XP_005324603.1
OG0006783	XP_012395700.1	XP_040126993.1
OG0006785	XP_031806839.1	XP_021577201.1
OG0006786	XP_031806851.1	XP_021575824.2
OG0006787	XP_031806857.1	XP_013220627.1
OG0006788	XP_031817712.1	XP_005340296.1
OG0006789	XP_031805643.1	XP_040127556.1
OG0006790	XP_031809879.1	XP_005329453.1
OG0006791	XP_031805052.1	XP_021584805.1
OG0006792	XP_031805498.1	XP_005322225.1
OG0006793	XP_031805588.1	XP_005322190.1
OG0006794	XP_031823203.1	XP_013221760.1
OG0006795	XP_031823221.1, XP_031823222.1	XP_005334974.2
OG0006796	XP_031823231.1	XP_040145019.1
OG0006797	XP_003769890.1	XP_021588647.1
OG0006798	XP_031823247.1	XP_005334997.1
OG0006799	XP_003769899.3	XP_021588655.1, XP_005334999.1
OG0006800	XP_031823246.1	XP_005334998.1
OG0006801	XP_031823279.1	XP_040143402.1, XP_021576517.2
OG0006802	XP_031823342.1	XP_005331235.1
OG0006803	XP_031798426.1	XP_013220691.2
OG0006804	XP_031797557.1	XP_013217435.1
OG0006805	XP_031794620.1	XP_040147585.1
OG0006806	XP_012399166.2	XP_005337465.1
OG0006807	XP_031807612.1	XP_040147800.1
OG0006808	XP_031807850.1	XP_005319343.1
OG0006809	XP_003771557.1	XP_021589376.1
OG0006810	XP_031794618.1	XP_021578102.1
OG0006811	XP_003771528.2	XP_005319521.1
OG0006812	XP_003771526.1	XP_005319523.1
OG0006813	XP_023362390.2, XP_031797936.1	XP_005341658.2
OG0006815	XP_023362101.2	XP_021583474.1
OG0006816	XP_003774036.1	XP_005331619.1
OG0006817	XP_031798149.1, XP_023362202.1	XP_040140258.1
OG0006818	XP_031799796.1	XP_005330020.1
OG0006819	XP_031800094.1	XP_040140286.1
OG0006820	XP_031799432.1	XP_005330050.1
OG0006821	XP_031798461.1	XP_021585288.1
OG0006822	XP_023362118.1	XP_040140373.1
OG0006823	XP_031799863.1	XP_005330087.1, XP_021585313.1
OG0006824	XP_031798407.1	XP_040139877.1
OG0006825	XP_031798487.1	XP_021587372.1
OG0006826	XP_031799813.1	XP_005333397.1
OG0006827	XP_031799111.1	XP_040139962.1
OG0006828	XP_031797546.1, XP_031797545.1	XP_005333439.1
OG0006829	XP_031797554.1	XP_040140007.1
OG0006830	XP_031799278.1	XP_040140051.1
OG0006831	XP_023362406.1	XP_005333500.1
OG0006833	XP_031798721.1	XP_013217510.1, XP_005333526.1
OG0006834	XP_031798728.1	XP_013217448.2
OG0006835	XP_031798505.1, XP_031798506.1	XP_040140098.1
OG0006836	XP_031797736.1	XP_040140116.1
OG0006837	XP_031799195.1	XP_040149196.1
OG0006839	XP_003772821.1	XP_040148844.1
OG0006840	XP_003763897.1	XP_005315871.1
OG0006841	XP_031817217.1	XP_005315864.1
OG0006842	XP_012400175.1	XP_040150240.1
OG0006843	XP_031809359.1	XP_021588973.1, XP_021588972.1
OG0006844	XP_031803953.1	XP_005332056.1
OG0006845	XP_031815026.1, XP_031815019.1	XP_021583144.1, XP_040125646.1
OG0006846	XP_031804105.1	XP_040146699.1
OG0006847	XP_012399103.1	XP_040147034.1, XP_005333839.1
OG0006848	XP_031811258.1	XP_021587659.1
OG0006849	XP_031811315.1, XP_031811327.1, XP_031811300.1, XP_031811313.1, XP_031811307.1, XP_031811322.1	XP_005333918.2
OG0006850	XP_003762501.3	XP_021587649.2
OG0006851	XP_031810818.1	XP_005333869.1
OG0006852	XP_031810294.1	XP_005333898.1
OG0006853	XP_031810221.1	XP_040147335.1
OG0006854	XP_031809935.1	XP_040147328.1
OG0006855	XP_031809568.1	XP_040124061.1, XP_005335378.1
OG0006856	XP_031808156.1	XP_040145713.1
OG0006857	XP_031814911.1	XP_013214922.1
OG0006858	XP_003762299.1, XP_031814947.1, XP_031814944.1	XP_021583153.1
OG0006859	XP_031814976.1	XP_021583158.1
OG0006860	XP_003762296.1	XP_021583142.1
OG0006861	XP_031815263.1	XP_005326961.2
OG0006862	XP_031817054.1	XP_013214831.1
OG0006864	XP_031803773.1	XP_005333009.1
OG0006865	XP_031804056.1	XP_021587090.2
OG0006866	XP_031804058.1, XP_031804060.1, XP_031804059.1, XP_031804061.1	XP_005333051.1
OG0006867	XP_031804091.1	XP_013217324.1
OG0006868	XP_023354228.1, XP_003762809.1	XP_040146904.1
OG0006869	XP_031803853.1	XP_005333081.1
OG0006870	XP_031803815.1	XP_040146248.1
OG0006871	XP_003761041.1	XP_005342726.1, XP_021587199.1
OG0006872	XP_003760701.1	XP_005336315.1
OG0006873	XP_003760710.1	XP_005336291.1
OG0006874	XP_003760718.1	XP_005336269.1
OG0006875	XP_031803503.1, XP_031803501.1, XP_031803502.1	XP_040146317.1
OG0006876	XP_003760726.2	XP_005336247.1
OG0006877	XP_031803472.1	XP_005336255.1
OG0006878	XP_012397327.2	XP_005336227.1
OG0006879	XP_031803381.1	XP_005336189.1
OG0006880	XP_031803349.1	XP_040146435.1, XP_013218727.1
OG0006881	XP_031804201.1	XP_005332166.1
OG0006882	XP_012397757.1	XP_005332305.2
OG0006883	XP_012397494.1	XP_040146541.1
OG0006884	XP_023352472.2	XP_040146962.1
OG0006885	XP_003760639.1	XP_040146617.1
OG0006886	XP_031803892.1	XP_040146705.1
OG0006887	XP_031803890.1	XP_021586493.1
OG0006888	XP_031804130.1	XP_040146746.1
OG0006889	XP_003766562.1	XP_005342356.2
OG0006890	XP_003773703.4	XP_040139667.1
OG0006891	XP_003764787.1	XP_005323180.1
OG0006892	XP_003764894.2, XP_031813140.1	XP_005342572.1
OG0006893	XP_031797980.1	XP_005336015.1
OG0006894	XP_003764363.1	XP_005337247.1
OG0006895	XP_031816827.1	XP_005341783.1
OG0006896	XP_003764640.1	XP_021591557.2
OG0006897	XP_012400756.2	XP_021580835.1
OG0006898	XP_031817706.1	XP_013213133.1
OG0006899	XP_003764738.1	XP_005323302.1
OG0006900	XP_003764736.4	XP_013213097.2
OG0006901	XP_031817201.1	XP_040140920.1
OG0006902	XP_031817214.1	XP_013221993.1
OG0006903	XP_031817895.1	XP_040140801.1
OG0006904	XP_031799330.1	XP_005326795.1
OG0006905	XP_031798941.1	XP_021586289.1
OG0006906	XP_031798835.1, XP_031800013.1, XP_031800014.1, XP_031798830.1, XP_003774056.1	XP_040140212.1
OG0006907	XP_031813097.1	XP_005337246.1
OG0006908	XP_003765808.1	XP_005317062.1
OG0006909	XP_012400738.1	XP_021585422.1
OG0006910	XP_031814335.1	XP_005324868.1
OG0006911	XP_031814406.1	XP_005324842.1
OG0006912	XP_031814408.1, XP_012400237.1	XP_005341362.1
OG0006913	XP_031814449.1	XP_040137853.1
OG0006914	XP_031814485.1	XP_013216166.1
OG0006915	XP_023361485.1	XP_005339382.1
OG0006916	XP_031814571.1	XP_005317042.1
OG0006917	XP_031814589.1	XP_040137663.1, XP_040137662.1, XP_040137661.1
OG0006918	XP_003765760.1	XP_040137678.1
OG0006919	XP_023356237.1	XP_005317026.1
OG0006920	XP_031813656.1	XP_005325779.1
OG0006921	XP_023357204.1, XP_023357203.1, XP_023357205.1, XP_023357206.1	XP_005325741.2
OG0006922	XP_031815968.1	XP_005337965.1
OG0006923	XP_031818209.1	XP_013217081.1, XP_013217088.1, XP_013217077.1
OG0006924	XP_031808360.1	XP_005317432.2
OG0006925	XP_031808311.1	XP_040145964.1
OG0006926	XP_031808232.1	XP_040145971.1
OG0006927	XP_012398942.1	XP_040146068.1
OG0006928	XP_031796178.1, XP_031796177.1	XP_040145772.1
OG0006929	XP_031796137.1	XP_040146899.1
OG0006930	XP_003772046.2	XP_005327067.1
OG0006931	XP_031815643.1	XP_005327105.1
OG0006932	XP_031815660.1	XP_005328071.1
OG0006933	XP_003766108.1	XP_021575561.1, XP_021575559.1
OG0006934	XP_031813418.1	XP_040126493.1
OG0006935	XP_003758989.1	XP_040131242.1
OG0006936	XP_003759242.2	XP_005325292.1
OG0006937	XP_003758217.1	XP_005320667.2
OG0006938	XP_031805070.1	XP_005320562.1
OG0006939	XP_003758725.2	XP_040131277.1
OG0006940	XP_031799405.1	XP_021578938.1
OG0006941	XP_031799880.1	XP_005320582.1
OG0006942	XP_031797139.1	XP_005320584.1
OG0006943	XP_031797624.1	XP_005320592.1
OG0006944	XP_003773512.1	XP_021578889.1
OG0006945	XP_031810024.1	XP_040132481.1
OG0006946	XP_031809985.1, XP_031809987.1	XP_005335502.1
OG0006947	XP_031809976.1	XP_005320647.1
OG0006948	XP_031809956.1	XP_040131139.1, XP_040145011.1
OG0006949	XP_031805180.1	XP_040131362.1
OG0006950	XP_003756973.1	XP_005329966.1
OG0006951	XP_031809754.1	XP_005329958.1
OG0006952	XP_031809788.1	XP_005329938.1
OG0006953	XP_031809779.1	XP_005329937.1
OG0006954	XP_023362925.1	XP_021585200.1
OG0006955	XP_012408857.2	XP_040130427.1
OG0006956	XP_031809836.1	XP_040131170.1
OG0006957	XP_031809828.1	XP_005329916.1
OG0006958	XP_031809904.1	XP_040131933.1
OG0006959	XP_031809923.1	XP_005329904.1
OG0006961	XP_031809888.1	XP_021585175.1
OG0006962	XP_031809864.1	XP_005329889.1
OG0006963	XP_031809840.1	XP_005327183.1
OG0006964	XP_031807427.1	XP_040131470.1
OG0006965	XP_031807423.1	XP_005327165.1
OG0006966	XP_012395231.1	XP_040132089.1, XP_040130804.1
OG0006967	XP_031807415.1	XP_005325342.2
OG0006968	XP_031810458.1	XP_021582026.1
OG0006969	XP_031807431.1	XP_040131380.1
OG0006970	XP_031807443.1	XP_005325285.1
OG0006971	XP_003757749.1	XP_040129869.1
OG0006972	XP_031807472.1	XP_040131820.1
OG0006973	XP_012395157.1, XP_031807516.1	XP_005325257.3
OG0006974	XP_023351404.1	XP_005325259.1
OG0006975	XP_031807537.1	XP_040131373.1
OG0006976	XP_031807548.1	XP_040131401.1
OG0006977	XP_012395158.1, XP_012409552.1	XP_005325386.3
OG0006978	XP_012395165.2	XP_040131377.1
OG0006979	XP_031806764.1	XP_021590204.2
OG0006980	XP_031807321.1	XP_005337299.1, XP_040123705.1
OG0006981	XP_003758093.1	XP_040149070.1
OG0006982	XP_003764588.1, XP_031799365.1	XP_005330289.1
OG0006983	XP_031817852.1	XP_040137518.1
OG0006984	XP_031817855.1	XP_040137525.1, XP_040137524.1, XP_021586120.1, XP_005317163.1
OG0006985	XP_012400646.1	XP_005337629.1
OG0006986	XP_031816690.1, XP_031816689.1	XP_005338678.1
OG0006987	XP_003773124.1	XP_005325560.2, XP_040128984.1
OG0006988	XP_023361630.1	XP_005325568.1
OG0006990	XP_031807334.1	XP_005337302.2, XP_040138371.1
OG0006991	XP_023351062.2	XP_021575538.1
OG0006992	XP_023351067.1	XP_040125609.1
OG0006993	XP_031805526.1	XP_021584798.1
OG0006994	XP_031806738.1	XP_013215784.1, XP_005329373.1
OG0006995	XP_012395477.1	XP_040149273.1
OG0006996	XP_012405354.3	XP_005326478.1
OG0006997	XP_031824136.1	XP_021575316.1
OG0006998	XP_003766458.1	XP_021575321.2
OG0006999	XP_031813316.1	XP_021575326.1
OG0007000	XP_003764561.1	XP_005317142.1
OG0007001	XP_031804807.1	XP_013220444.1
OG0007002	XP_031804389.1	XP_040145456.1, XP_021584978.2
OG0007003	XP_031804390.1	XP_040145436.1
OG0007004	XP_031804424.1	XP_040124196.1, XP_005335423.1
OG0007005	XP_031804456.1	XP_013215927.2
OG0007006	XP_031804520.1, XP_031804519.1, XP_031804521.1	XP_040146880.1
OG0007007	XP_023352942.1	XP_005336882.1
OG0007008	XP_031804574.1	XP_005336871.1
OG0007009	XP_031804650.1	XP_005340176.1
OG0007010	XP_031804580.1	XP_040145294.1
OG0007011	XP_031804973.1	XP_040145251.1
OG0007012	XP_031804920.1	XP_005334612.1
OG0007014	XP_031804909.1	XP_005334558.1
OG0007015	XP_031804887.1	XP_005334629.2
OG0007016	XP_031804891.1	XP_013217934.1
OG0007017	XP_023354284.1	XP_005334543.1
OG0007018	XP_031805340.1	XP_005340389.1
OG0007019	XP_031805245.1	XP_040129237.1
OG0007020	XP_012396100.1	XP_040128903.1
OG0007021	XP_031793663.1	XP_013213976.1
OG0007022	XP_012406243.1	XP_005334016.1
OG0007023	XP_031795041.1, XP_012406244.1, XP_031795039.1	XP_021587874.1
OG0007024	XP_012406237.1	XP_040137021.1
OG0007025	XP_023360368.2	XP_021587878.1
OG0007026	XP_012406205.2	XP_005338401.1
OG0007027	XP_031794112.1	XP_005338369.1
OG0007028	XP_031794049.1	XP_013221397.1
OG0007029	XP_031794095.1	XP_040137788.1
OG0007030	XP_031794272.1	XP_021584517.1
OG0007031	XP_003771207.1	XP_040137787.1
OG0007032	XP_031794354.1	XP_005328936.1
OG0007033	XP_012406304.1	XP_040137780.1
OG0007034	XP_031796430.1	XP_005334396.1, XP_013217884.1, XP_021588166.1, XP_021581778.1
OG0007036	XP_003771421.1	XP_005324909.1
OG0007038	XP_031793782.1	XP_040136594.1
OG0007039	XP_003770934.2	XP_013213951.2
OG0007040	XP_031793715.1	XP_021581846.1
OG0007041	XP_012407265.2	XP_005325110.1
OG0007042	XP_003772369.1	XP_040127759.1, XP_005325135.2
OG0007043	XP_003771401.1	XP_005340642.3
OG0007044	XP_031795479.1	XP_005334039.1
OG0007045	XP_031812236.1, XP_031812237.1	XP_005334456.1
OG0007046	XP_023350796.2	XP_005335350.1
OG0007047	XP_031812015.1	XP_040127972.1, XP_021588851.1
OG0007048	XP_031812062.1	XP_005335321.2
OG0007049	XP_031812086.1	XP_005335298.1
OG0007050	XP_003755262.1	XP_021588853.1
OG0007051	XP_031805213.1	XP_040129030.1
OG0007052	XP_012396937.1	XP_021587524.1
OG0007054	XP_003755447.2, XP_031811655.1	XP_005333641.1
OG0007055	XP_003755414.1, XP_012396610.1, XP_031811717.1	XP_005320733.1
OG0007056	XP_003755422.1, XP_023351549.1	XP_013212048.1
