Orthogroup	Sarcophilus_harrisii	Canis_lupus_familiaris
OG0008557	XP_031806978.1	XP_038427572.1
OG0008558	XP_003757988.1	XP_038427609.1
OG0008559	XP_031805608.1	XP_038427639.1
OG0008561	XP_031810015.1	XP_038427796.1
OG0008563	XP_031809707.1	XP_038427947.1
OG0008564	XP_031809720.1	XP_038427959.1
OG0008565	XP_003756998.1	XP_038427960.1
OG0008566	XP_031809761.1	XP_038428008.1
OG0008567	XP_031809786.1	XP_038428077.1
OG0008568	XP_031809918.1	XP_038428209.1
OG0008569	XP_031809851.1	XP_038428261.1
OG0008570	XP_003757768.1	XP_038428318.1
OG0008571	XP_003757772.1	XP_038428349.1
OG0008572	XP_031807410.1, XP_031807408.1	XP_038428364.1
OG0008573	XP_012395261.1	XP_038428371.1
OG0008574	XP_031810431.1	XP_038428398.1
OG0008575	XP_031810439.1	XP_038428405.1
OG0008576	XP_031810451.1	XP_038428427.1
OG0008577	XP_023350295.1	XP_038428464.1
OG0008578	XP_012395159.2	XP_038428506.1
OG0008579	XP_031807517.1	XP_038428564.1
OG0008580	XP_012395136.1	XP_038428575.1
OG0008581	XP_003757718.1	XP_038428578.1
OG0008582	XP_012395119.1	XP_038428662.1
OG0008583	XP_031807560.1	XP_038428686.1
OG0008584	XP_031807571.1	XP_038428689.1
OG0008585	XP_031823724.1, XP_031807575.1	XP_038428708.1
OG0008586	XP_031807579.1, XP_003757673.1	XP_038428722.1
OG0008587	XP_003757664.2	XP_038428754.1
OG0008588	XP_031807689.1	XP_038428876.1
OG0008589	XP_003774571.1	XP_038428970.1, XP_038438346.1
OG0008590	XP_012395521.1	XP_038428996.1
OG0008591	XP_003759120.2	XP_038429000.1
OG0008592	XP_003764577.1	XP_038429123.1
OG0008593	XP_031816599.1	XP_038429267.1
OG0008594	XP_003764539.1	XP_038429285.1
OG0008595	XP_031816667.1	XP_038429425.1
OG0008596	XP_031816699.1	XP_038429473.1
OG0008597	XP_031800258.1, XP_023354471.2	XP_038429481.1
OG0008598	XP_031797789.1	XP_038429492.1
OG0008599	XP_003773108.4	XP_038429551.1
OG0008600	XP_003757973.1	XP_038429572.1
OG0008601	XP_012395375.1	XP_038429577.1
OG0008602	XP_031806793.1	XP_038444277.1, XP_038429643.1
OG0008603	XP_012395241.1	XP_038429653.1
OG0008604	XP_031805506.1	XP_038429701.1
OG0008605	XP_031805508.1	XP_038429704.1
OG0008606	XP_031805509.1	XP_038429705.1
OG0008607	XP_031805525.1	XP_038429727.1
OG0008608	XP_031806751.1	XP_038429732.1
OG0008609	XP_031806750.1	XP_038429738.1
OG0008610	XP_031805116.1	XP_038429824.1
OG0008611	XP_003758100.1	XP_038429830.1
OG0008612	XP_012395485.1	XP_038429852.1
OG0008613	XP_031824074.1	XP_038430263.1
OG0008614	XP_031813378.1	XP_038430270.1, XP_038445287.1
OG0008615	XP_031813376.1, XP_031813377.1	XP_038430276.1
OG0008616	XP_031824123.1	XP_038430284.1
OG0008617	XP_031824137.1	XP_038430313.1
OG0008618	XP_031823987.1	XP_038430337.1
OG0008619	XP_012402115.1	XP_038430346.1
OG0008620	XP_031813344.1	XP_038430359.1
OG0008624	XP_031804230.1, XP_031804234.1	XP_038430611.1
OG0008625	XP_031804307.1	XP_038430748.1
OG0008626	XP_031804315.1	XP_038430761.1
OG0008627	XP_031804343.1	XP_038430817.1
OG0008628	XP_031804349.1	XP_038430833.1
OG0008629	XP_031804354.1	XP_038430845.1
OG0008630	XP_031804401.1	XP_038430901.1
OG0008631	XP_031804469.1	XP_038431061.1
OG0008632	XP_031804515.1	XP_038431133.1
OG0008633	XP_031804544.1	XP_038431197.1
OG0008634	XP_031804585.1	XP_038431249.1, XP_038442400.1
OG0008635	XP_031804561.1	XP_038431251.1
OG0008636	XP_031804594.1	XP_038431263.1
OG0008637	XP_031804646.1	XP_038431311.1
OG0008638	XP_031804670.1	XP_038431416.1
OG0008639	XP_031804664.1	XP_038431474.1
OG0008640	XP_031804705.1	XP_038431481.1
OG0008641	XP_031804746.1	XP_038442479.1, XP_038431511.1
OG0008642	XP_031804762.1	XP_038431606.1
OG0008643	XP_031804813.1	XP_038431667.1
OG0008644	XP_031804816.1	XP_038431702.1
OG0008646	XP_031804961.1	XP_038431750.1
OG0008647	XP_003763378.1	XP_038431825.1
OG0008648	XP_031804827.1	XP_038431837.1
OG0008649	XP_031804910.1	XP_038431884.1
OG0008650	XP_031804896.1	XP_038431904.1
OG0008651	XP_031804974.1	XP_038431914.1
OG0008652	XP_031812835.1	XP_038431971.1
OG0008653	XP_031812847.1	XP_038431998.1
OG0008654	XP_031795490.1	XP_038432036.1
OG0008655	XP_003771423.1	XP_038432087.1
OG0008656	XP_031795567.1	XP_038432133.1
OG0008657	XP_031795489.1	XP_038432195.1
OG0008658	XP_031795426.1	XP_038432281.1
OG0008659	XP_031794159.1	XP_038432485.1
OG0008660	XP_003771291.2	XP_038432491.1
OG0008661	XP_003772448.2	XP_038432608.1
OG0008662	XP_031794189.1	XP_038432619.1
OG0008664	XP_031794085.1	XP_038432781.1
OG0008666	XP_023360287.1	XP_038432830.1
OG0008667	XP_031794234.1	XP_038432865.1
OG0008668	XP_031793972.1	XP_038433108.1
OG0008669	XP_031794014.1	XP_038433174.1
OG0008670	XP_012405976.1	XP_038433266.1
OG0008671	XP_031796225.1	XP_038433347.1
OG0008672	XP_031796193.1, XP_031796194.1	XP_038433364.1
OG0008674	XP_031793816.1	XP_038433480.1
OG0008675	XP_023360024.1	XP_038433508.1
OG0008676	XP_031793789.1	XP_038433539.1
OG0008677	XP_023360047.1, XP_031793751.1, XP_031793757.1	XP_038433585.1
OG0008678	XP_031793737.1, XP_031793736.1, XP_031793735.1	XP_038433600.1
OG0008679	XP_031793666.1	XP_038433709.1
OG0008680	XP_031793650.1	XP_038433713.1
OG0008681	XP_031793612.1	XP_038433744.1
OG0008682	XP_023361341.1	XP_038433752.1
OG0008683	XP_023361157.1, XP_003772372.1, XP_023361156.1	XP_038433792.1
OG0008684	XP_003772382.2	XP_038433862.1
OG0008685	XP_003755384.1	XP_038433890.1
OG0008686	XP_031811796.1	XP_038433891.1
OG0008687	XP_012395226.1	XP_038433953.1
OG0008688	XP_031812132.1	XP_038433978.1
OG0008689	XP_012397513.1	XP_038434018.1
OG0008690	XP_031811884.1	XP_038434106.1
OG0008691	XP_031811897.1	XP_038434112.1
OG0008692	XP_031811901.1	XP_038434113.1
OG0008693	XP_031811937.1	XP_038434132.1
OG0008694	XP_003755248.3	XP_038434314.1
OG0008695	XP_031812053.1	XP_038434340.1
OG0008696	XP_003755267.1	XP_038434404.1
OG0008697	XP_031812546.1	XP_038434450.1
OG0008698	XP_003755492.2	XP_038434511.1
OG0008699	XP_012397259.1	XP_038434517.1
OG0008700	XP_031805217.1, XP_031811602.1	XP_038434524.1
OG0008701	XP_003755464.1	XP_038434581.1
OG0008702	XP_031811629.1	XP_038434591.1
OG0008703	XP_031805215.1	XP_038434645.1
OG0008704	XP_031811653.1, XP_031811657.1	XP_038434646.1
OG0008705	XP_031811694.1	XP_038434699.1
OG0008706	XP_003755398.2	XP_038434821.1
OG0008707	XP_003755385.1	XP_038434833.1
OG0008708	XP_031811804.1	XP_038434875.1
OG0008709	XP_031811805.1	XP_038434880.1
OG0008710	XP_003755348.1	XP_038434918.1
OG0008711	XP_031811866.1	XP_038434949.1
OG0008712	XP_031812855.1	XP_038434969.1
OG0008713	XP_031812863.1, XP_003755054.1	XP_038434985.1
OG0008714	XP_031812876.1	XP_038435017.1
OG0008715	XP_031812934.1	XP_038435114.1
OG0008716	XP_031805265.1	XP_038435120.1
OG0008717	XP_031812130.1	XP_038435152.1
OG0008718	XP_023352346.1	XP_038435159.1
OG0008719	XP_031802262.1	XP_038435225.1
OG0008720	XP_031802255.1	XP_038435244.1
OG0008721	XP_003759823.1	XP_038435251.1
OG0008722	XP_012396766.1	XP_038435277.1
OG0008723	XP_003759804.1	XP_038435289.1
OG0008724	XP_031802201.1	XP_038435328.1
OG0008725	XP_012396740.1	XP_038435342.1
OG0008726	XP_012396711.1	XP_038435482.1
OG0008727	XP_003759745.2	XP_038435494.1
OG0008728	XP_031802090.1	XP_038435520.1
OG0008729	XP_031802088.1	XP_038435522.1
OG0008730	XP_023351719.2	XP_038435585.1
OG0008731	XP_031802819.1	XP_038435643.1
OG0008732	XP_031802847.1	XP_038435685.1
OG0008733	XP_031802859.1, XP_031802860.1	XP_038435719.1
OG0008734	XP_003760300.2	XP_038435722.1
OG0008735	XP_031802876.1	XP_038435756.1
OG0008736	XP_003755043.1, XP_031812419.1	XP_038435817.1
OG0008737	XP_031805227.1	XP_038435818.1
OG0008738	XP_031807888.1	XP_038435843.1
OG0008739	XP_031807895.1	XP_038435898.1
OG0008740	XP_012401667.1	XP_038435967.1
OG0008741	XP_012401646.1	XP_038435979.1, XP_038435980.1
OG0008742	XP_023356317.1	XP_038436015.1
OG0008743	XP_031807971.1	XP_038436019.1
OG0008744	XP_023356220.1	XP_038436040.1
OG0008745	XP_031808000.1	XP_038436054.1
OG0008746	XP_031808012.1	XP_038436081.1
OG0008747	XP_031808011.1	XP_038436088.1
OG0008748	XP_031808024.1	XP_038436117.1
OG0008749	XP_012402076.2	XP_038436168.1
OG0008750	XP_031808066.1	XP_038436191.1
OG0008751	XP_031810996.1	XP_038436286.1
OG0008752	XP_003755972.1	XP_038436301.1
OG0008753	XP_031811031.1	XP_038436305.1
OG0008754	XP_012400783.2	XP_038436313.1
OG0008755	XP_012400948.1	XP_038436316.1
OG0008756	XP_031811053.1	XP_038436339.1
OG0008757	XP_003755985.1	XP_038436358.1
OG0008758	XP_031811072.1	XP_038436366.1
OG0008759	XP_031811090.1, XP_031811091.1	XP_038436387.1
OG0008760	XP_031811092.1	XP_038436392.1
OG0008761	XP_031811101.1	XP_038436400.1
OG0008762	XP_023353554.1	XP_038436562.1
OG0008763	XP_031811237.1	XP_038436640.1
OG0008764	XP_012398759.1	XP_038436664.1
OG0008765	XP_012398804.2	XP_038436665.1
OG0008766	XP_003755724.3	XP_038436715.1
OG0008767	XP_003755735.1	XP_038436757.1
OG0008768	XP_031811146.1	XP_038436791.1
OG0008769	XP_031812170.1	XP_038436793.1
OG0008770	XP_031812188.1	XP_038436794.1
OG0008771	XP_031812217.1	XP_038436829.1, XP_038436828.1
OG0008772	XP_031812510.1	XP_038436843.1
OG0008773	XP_031812477.1	XP_038436900.1
OG0008774	XP_031812657.1	XP_038437010.1
OG0008775	XP_012399557.1	XP_038437026.1
OG0008776	XP_012398974.2	XP_038437042.1
OG0008777	XP_012399796.1	XP_038437046.1
OG0008778	XP_031814695.1	XP_038437121.1
OG0008779	XP_031815124.1	XP_038437192.1
OG0008780	XP_012399857.1	XP_038437280.1
OG0008781	XP_012402229.1	XP_038437302.1
OG0008782	XP_012402231.2	XP_038437304.1
OG0008783	XP_003763469.1	XP_038437343.1
OG0008784	XP_003763464.2	XP_038437366.1
OG0008785	XP_003763442.1	XP_038437393.1
OG0008786	XP_012399794.1	XP_038437433.1
OG0008787	XP_031815061.1	XP_038437443.1
OG0008788	XP_003763393.2	XP_038437474.1
OG0008789	XP_012399838.1, XP_003763453.3	XP_038437505.1
OG0008790	XP_031815073.1	XP_038437531.1
OG0008791	XP_003770581.2	XP_038437548.1
OG0008792	XP_031824200.1	XP_038437550.1
OG0008793	XP_012405664.1	XP_038437554.1
OG0008794	XP_031824647.1	XP_038437564.1
OG0008795	XP_031824152.1	XP_038437633.1
OG0008797	XP_031797675.1	XP_038437707.1
OG0008798	XP_031799865.1	XP_038437785.1
OG0008799	XP_031798996.1	XP_038437895.1
OG0008800	XP_031799696.1	XP_038437922.1
OG0008801	XP_031798951.1	XP_038437955.1, XP_038437954.1
OG0008802	XP_023361529.1	XP_038437996.1
OG0008803	XP_031797225.1	XP_038438056.1
OG0008805	XP_031798610.1	XP_038438080.1
OG0008806	XP_031797461.1	XP_038438135.1
OG0008807	XP_031798756.1	XP_038438158.1
OG0008808	XP_031799249.1	XP_038438191.1
OG0008809	XP_012407506.1	XP_038438252.1
OG0008810	XP_031798742.1	XP_038438315.1
OG0008811	XP_031814195.1	XP_038441299.1, XP_038441298.1, XP_038438375.1
OG0008812	XP_031797905.1	XP_038438393.1
OG0008813	XP_031814726.1	XP_038438431.1
OG0008814	XP_003766411.1	XP_038438478.1, XP_038438479.1, XP_038438477.1, XP_038438476.1
OG0008815	XP_031815412.1	XP_038438486.1
OG0008816	XP_031815420.1	XP_038438500.1, XP_038445286.1, XP_038445283.1
OG0008817	XP_031815423.1	XP_038438519.1, XP_038438517.1
OG0008818	XP_031815430.1	XP_038438529.1
OG0008819	XP_012399942.1	XP_038438534.1
OG0008820	XP_031815502.1	XP_038438710.1
OG0008821	XP_003763641.2	XP_038438768.1
OG0008822	XP_023354818.1	XP_038438868.1
OG0008823	XP_031815583.1	XP_038438910.1
OG0008824	XP_031817145.1	XP_038438930.1
OG0008825	XP_031815591.1	XP_038438938.1
OG0008826	XP_031815592.1	XP_038438939.1
OG0008832	XP_031813184.1	XP_038439116.1
OG0008833	XP_031819453.1	XP_038439152.1
OG0008834	XP_003763634.2	XP_038439182.1
OG0008835	XP_023351687.2	XP_038439227.1
OG0008836	XP_031802142.1	XP_038439232.1
OG0008837	XP_003759672.1	XP_038439245.1
OG0008838	XP_031801981.1, XP_031794470.1	XP_038439258.1
OG0008839	XP_031801969.1	XP_038439274.1
OG0008840	XP_023351664.1	XP_038439281.1
OG0008841	XP_031801963.1	XP_038439283.1, XP_038444809.1
OG0008842	XP_031801937.1	XP_038439305.1
OG0008843	XP_003766088.1	XP_038439352.1
OG0008844	XP_031813589.1	XP_038439405.1
OG0008845	XP_031823960.1	XP_038439487.1
OG0008846	XP_031823947.1	XP_038439494.1
OG0008847	XP_031823958.1	XP_038439499.1
OG0008848	XP_031823945.1	XP_038439500.1
OG0008849	XP_031823937.1	XP_038439537.1
OG0008850	XP_003770332.1	XP_038439540.1
OG0008851	XP_031813392.1	XP_038439570.1
OG0008852	XP_031813282.1	XP_038439622.1
OG0008853	XP_031813259.1	XP_038439639.1
OG0008854	XP_031813453.1	XP_038439680.1
OG0008855	XP_031813462.1, XP_031813461.1	XP_038439696.1
OG0008856	XP_031813495.1	XP_038439768.1
OG0008857	XP_031816978.1	XP_038439783.1
OG0008858	XP_031801968.1	XP_038439882.1
OG0008860	XP_012397131.1	XP_038439925.1
OG0008861	XP_023352138.1, XP_031802798.1	XP_038439958.1
OG0008862	XP_012397142.1	XP_038439963.1
OG0008863	XP_031802783.1	XP_038439982.1
OG0008864	XP_031802774.1	XP_038439998.1
OG0008865	XP_031802772.1	XP_038440005.1
OG0008866	XP_031802748.1	XP_038440050.1
OG0008867	XP_012397117.3	XP_038440056.1
OG0008868	XP_023352112.1	XP_038440072.1
OG0008869	XP_003760211.1	XP_038440124.1
OG0008870	XP_031802648.1	XP_038440193.1
OG0008871	XP_031802645.1, XP_031802644.1	XP_038440197.1
OG0008872	XP_031802639.1	XP_038440199.1
OG0008875	XP_031824318.1, XP_031824317.1	XP_038440368.1
OG0008876	XP_031816209.1	XP_038440451.1
OG0008877	XP_023354988.1	XP_038440473.1
OG0008878	XP_003763924.1	XP_038440477.1
OG0008879	XP_012400196.1	XP_038440520.1
OG0008880	XP_023355005.1	XP_038441014.1, XP_038440556.1
OG0008881	XP_031816447.1	XP_038440565.1
OG0008882	XP_031816394.1	XP_038440641.1
OG0008883	XP_031816339.1	XP_038440730.1
OG0008884	XP_031816326.1	XP_038440739.1
OG0008885	XP_003764011.1	XP_038440746.1
OG0008886	XP_023355053.1	XP_038440775.1
OG0008887	XP_003764044.2	XP_038440861.1
OG0008888	XP_012400320.1	XP_038440978.1
OG0008889	XP_031814045.1, XP_031814042.1	XP_038441033.1
OG0008890	XP_031816156.1	XP_038441112.1
OG0008891	XP_031816094.1	XP_038441188.1
OG0008892	XP_012400369.1	XP_038441224.1
OG0008893	XP_031814211.1	XP_038441252.1
OG0008894	XP_031814210.1, XP_031814208.1, XP_031814209.1	XP_038441262.1
OG0008895	XP_012401780.1, XP_003775343.2	XP_038441276.1
OG0008896	XP_023356458.1	XP_038441325.1
OG0008897	XP_031814097.1	XP_038441438.1
OG0008898	XP_023356442.1	XP_038441461.1
OG0008899	XP_031813883.1	XP_038441713.1
OG0008900	XP_031813879.1	XP_038441721.1
OG0008901	XP_031813857.1	XP_038441750.1
OG0008902	XP_031813839.1	XP_038441791.1
OG0008903	XP_023356581.1, XP_031813823.1	XP_038441804.1
OG0008904	XP_012403063.2	XP_038441853.1
OG0008905	XP_031822698.1	XP_038441858.1
OG0008906	XP_023357683.1, XP_023357684.1	XP_038441911.1
OG0008907	XP_003767682.4	XP_038441937.1
OG0008908	XP_031793106.1	XP_038441985.1
OG0008909	XP_003767690.2	XP_038441991.1
OG0008910	XP_003767761.1	XP_038442089.1
OG0008911	XP_003767763.2	XP_038442092.1
OG0008912	XP_031792663.1	XP_038442169.1
OG0008913	XP_023357516.1	XP_038442190.1
OG0008914	XP_003769704.1	XP_038442205.1
OG0008916	XP_012403452.1	XP_038442310.1
OG0008917	XP_031824541.1	XP_038442336.1
OG0008918	XP_031824442.1	XP_038442363.1
OG0008919	XP_031815262.1	XP_038442422.1
OG0008920	XP_031800514.1	XP_038442435.1
OG0008922	XP_031800277.1	XP_038442519.1
OG0008923	XP_031800259.1	XP_038442593.1
OG0008924	XP_003765664.1	XP_038442616.1
OG0008925	XP_012401580.1	XP_038442631.1
OG0008926	XP_003765655.1	XP_038442651.1
OG0008927	XP_003765646.2	XP_038442668.1
OG0008928	XP_012401555.2	XP_038442714.1
OG0008929	XP_031814845.1	XP_038442764.1
OG0008930	XP_003765609.1	XP_038442794.1
OG0008931	XP_023356075.1	XP_038442907.1
OG0008932	XP_031814762.1	XP_038442912.1
OG0008933	XP_023354696.1	XP_038442998.1
OG0008934	XP_031815329.1	XP_038443030.1
OG0008935	XP_012399903.1	XP_038443039.1
OG0008936	XP_031815296.1	XP_038443093.1
OG0008937	XP_031815290.1	XP_038443096.1
OG0008938	XP_031814939.1	XP_038443186.1
OG0008939	XP_031800237.1	XP_038443208.1
OG0008941	XP_012408906.2	XP_038443380.1, XP_038443379.1
OG0008942	XP_031800966.1	XP_038443430.1
OG0008943	XP_031800178.1	XP_038443447.1
OG0008945	XP_031800431.1, XP_031800430.1	XP_038443607.1
OG0008947	XP_003774937.1	XP_038443691.1
OG0008948	XP_031800612.1	XP_038443708.1
OG0008951	XP_023362912.1, XP_003775074.1	XP_038443796.1
OG0008952	XP_012408630.2	XP_038443969.1
OG0008953	XP_003775068.1	XP_038444076.1
OG0008954	XP_031800493.1	XP_038444077.1
OG0008956	XP_012408695.1	XP_038444196.1
OG0008958	XP_031800688.1	XP_038444338.1
OG0008961	XP_031801002.1, XP_031801003.1, XP_031801004.1	XP_038444685.1
OG0008962	XP_031800830.1	XP_038444693.1
OG0008963	XP_031800952.1	XP_038444722.1
OG0008994	XP_031820566.1	NP_001002933.1
OG0008995	XP_003769963.1	NP_001002938.2
OG0008996	XP_031802345.1	NP_001002939.1
OG0008997	XP_031817288.1	NP_001002941.1
OG0008998	XP_031823726.1	NP_001002944.1
OG0008999	XP_003771507.1	NP_001002964.1
OG0009000	XP_031822039.1	NP_001002974.1
OG0009002	XP_031822604.1	NP_001002995.2
OG0009003	XP_003761459.2	NP_001002997.1
OG0009004	XP_031822387.1	NP_001003006.2
OG0009005	XP_031810109.1	NP_001003023.1
OG0009006	XP_003772896.1	NP_001003027.1
OG0009007	XP_031807184.1	NP_001003034.1
OG0009008	XP_012402703.1	NP_001003036.1
OG0009009	XP_003772600.2	NP_001003038.1
OG0009010	XP_031812104.1	NP_001003081.1
OG0009011	XP_023358549.1	NP_001003083.1
OG0009012	XP_031824362.1	NP_001003092.1
OG0009013	XP_003758665.1	NP_001003096.1
OG0009014	XP_023360701.1	NP_001003124.1
OG0009015	XP_031795774.1	NP_001003148.2
OG0009016	XP_031795271.1	NP_001003158.2
OG0009017	XP_031819285.1	NP_001003160.1
OG0009018	XP_023358245.1	NP_001003162.1
OG0009019	XP_003768450.1	NP_001003163.1
OG0009020	XP_003769701.1	NP_001003171.2
OG0009021	XP_031824225.1	NP_001003176.1
OG0009022	XP_031799353.1	NP_001003181.1
OG0009023	XP_023361411.1	NP_001003188.1
OG0009024	XP_003757693.1	NP_001003208.1
OG0009025	XP_031795854.1	NP_001003211.2
OG0009026	XP_031800587.1	NP_001003212.1
OG0009027	XP_003756274.1	NP_001003242.2
OG0009028	XP_031819743.1	NP_001003256.1, XP_038388006.1
OG0009029	XP_031807282.1	NP_001003277.2
OG0009030	XP_003769031.1	NP_001003287.1
OG0009031	XP_003771554.1	NP_001003294.1
OG0009032	XP_031796496.1	NP_001003301.1
OG0009033	XP_031804577.1	NP_001003320.1
OG0009034	XP_003772640.1	NP_001003327.1
OG0009035	XP_003767705.3	NP_001003341.1
OG0009036	XP_003768700.1	NP_001003348.1
OG0009037	XP_031818279.1	NP_001003362.1
OG0009038	XP_012398193.1	NP_001003371.2
OG0009039	XP_031819745.1	NP_001003373.1
OG0009040	XP_003769734.2	NP_001003385.1
OG0009042	XP_023356570.1	NP_001005254.1
OG0009043	XP_031802976.1	NP_001005754.1
OG0009044	XP_003767453.1	NP_001005758.1
OG0009045	XP_003771257.1	NP_001006646.1
OG0009046	XP_023351794.1	NP_001006652.2
OG0009047	XP_012404625.1	NP_001006949.1
OG0009048	XP_003756529.1	NP_001006951.1
OG0009049	XP_031793901.1	NP_001006952.1
OG0009050	XP_003761012.1	NP_001007124.1
OG0009052	XP_031810879.1	NP_001008552.1
OG0009053	XP_003765868.3	NP_001011556.1
OG0009054	XP_031815620.1	NP_001011558.1
OG0009055	XP_003758015.1	NP_001012637.1
OG0009056	XP_003765983.1	NP_001013873.1
OG0009057	XP_031816652.1, XP_031816651.1	NP_001014298.1
OG0009058	XP_031795026.1	NP_001014769.1
OG0009059	XP_031800950.1	NP_001014770.1
OG0009060	XP_031799258.1	NP_001018044.1
OG0009061	XP_003769716.1	NP_001019811.1
OG0009062	XP_031793085.1	NP_001020439.1
OG0009063	XP_031801960.1	NP_001026800.2
OG0009064	XP_031816713.1	NP_001026804.1
OG0009065	XP_003768955.1	NP_001028682.1
OG0009067	XP_031818425.1	NP_001033737.1
OG0009068	XP_012400782.1	NP_001041501.1
OG0009069	XP_031820815.1	NP_001041550.1
OG0009070	XP_031799720.1	XP_038412303.1, NP_001041553.1
OG0009071	XP_003769003.3	NP_001041566.1
OG0009072	XP_031803566.1	NP_001041575.1
OG0009073	XP_031803436.1	NP_001041576.1
OG0009074	XP_003759881.1	NP_001041582.1
OG0009075	XP_031809978.1	NP_001070825.1
OG0009076	XP_031804640.1	NP_001074366.1
OG0009077	XP_031822115.1	NP_001075890.1
OG0009078	XP_031797885.1	NP_001091014.1
OG0009079	XP_031811403.1	NP_001091017.1
OG0009080	XP_031799394.1	NP_001091020.1
OG0009081	XP_003768524.1	NP_001093413.1
OG0009082	XP_031806011.1	NP_001093760.1
OG0009083	XP_031822694.1	NP_001104236.2
OG0009084	XP_003770611.2	NP_001104238.1
OG0009085	XP_012405546.3	NP_001104239.1
OG0009086	XP_012397612.1	NP_001104275.1
OG0009087	XP_003764081.2	NP_001108077.1
OG0009088	XP_003769399.1	NP_001108097.1
OG0009089	XP_003768923.1	NP_001108111.1
OG0009090	XP_031800540.1	NP_001108208.1
OG0009091	XP_003757447.1, XP_031810665.1, XP_031810664.1	NP_001116326.1
OG0009092	XP_031820626.1	NP_001120971.1
OG0009093	XP_031823981.1	NP_001121572.1
OG0009094	XP_023352217.1	NP_001121658.1
OG0009095	XP_031810904.1	NP_001123909.2
OG0009096	XP_031798172.1	NP_001124307.2
OG0009097	XP_031799799.1	NP_001124309.1
OG0009098	XP_012405199.1	NP_001130035.1
OG0009099	XP_012405166.1	NP_001130036.1
OG0009100	XP_023350833.1	NP_001130037.1
OG0009101	XP_003759713.1	NP_001138644.1
OG0009102	XP_031801220.1	NP_001138646.1
OG0009103	XP_031816697.1, XP_031816698.1	NP_001139452.1
OG0009104	XP_003764483.2	NP_001139453.1
OG0009105	XP_031824582.1	NP_001153234.1
OG0009106	XP_023357655.1	NP_001153897.1
OG0009107	XP_003765790.3	NP_001155182.1
OG0009108	XP_003761508.2	NP_001155185.1
OG0009110	XP_031811195.1	NP_001164300.2
OG0009111	XP_031793323.1	NP_001171274.1
OG0009112	XP_012403253.1	NP_001171278.1
OG0009113	XP_003771673.1	NP_001171932.1
OG0009114	XP_031801498.1	NP_001180228.2
OG0009115	XP_031797555.1	NP_001181899.1
OG0009116	XP_031797201.1	NP_001182538.1
OG0009117	XP_031797770.1	NP_001184025.1
OG0009118	XP_003769506.1	XP_038444932.1, NP_001184075.1
OG0009119	XP_031818125.1	NP_001184099.1
OG0009120	XP_031797563.1	NP_001184120.1
OG0009121	XP_003771445.1	NP_001184242.1
OG0009122	XP_031794349.1	NP_001184243.1
OG0009123	XP_031796695.1	NP_001191336.1
OG0009124	XP_031803352.1	NP_001191368.1
OG0009125	XP_031812563.1	NP_001192042.1
OG0009126	XP_031821300.1	NP_001192097.1
OG0009127	XP_031797722.1, XP_031797723.1	NP_001229646.1
OG0009128	XP_031800335.1	NP_001238873.1
OG0009129	XP_031810279.1	NP_001239063.1
OG0009130	XP_031818899.1, XP_031818898.1	NP_001239254.1
OG0009131	XP_031808471.1	NP_001239272.1
OG0009132	XP_003775075.1	NP_001239296.1
OG0009133	XP_031809454.1	NP_001241644.1
OG0009134	XP_003755370.1	NP_001243414.1
OG0009135	XP_031811945.1	NP_001245268.1
OG0009137	XP_003770500.1	NP_001257999.1
OG0009138	XP_031797774.1	NP_001271384.1
OG0009139	XP_003765843.1	NP_001271395.1
OG0009140	XP_003756227.1	NP_001271398.1
OG0009141	XP_031817476.1	NP_001271399.1
OG0009142	XP_012399547.1	NP_001271423.1
OG0009143	XP_031822076.1	NP_001273791.1
OG0009144	XP_003769482.1	NP_001273896.1
OG0009145	XP_003761679.1	NP_001273899.1
OG0009146	XP_031819126.1	NP_001273911.1
OG0009147	XP_003769577.1	NP_001273921.1
OG0009148	XP_031795767.1	NP_001273959.1
OG0009149	XP_031810335.1	NP_001273968.1
OG0009150	XP_031804103.1	NP_001274007.1
OG0009151	XP_031808098.1	NP_001274013.1
OG0009152	XP_031812476.1	NP_001274020.1
OG0009153	XP_012396651.1	NP_001274029.1
OG0009154	XP_031801999.1	NP_001274046.1
OG0009155	XP_003759614.1	NP_001274084.1
OG0009156	XP_031802352.1	NP_001274085.1
OG0009157	XP_003760058.1	NP_001274086.1
OG0009158	XP_031792980.1	NP_001274090.1
OG0009159	XP_003756377.1	NP_001274092.1
OG0009160	XP_031803292.1	NP_001276356.1
OG0009161	XP_012399814.1	NP_001277050.1
OG0009162	XP_031818170.1	NP_001280588.1
OG0009163	XP_031817062.1	NP_001295412.1
OG0009164	XP_031810865.1	NP_001300702.1
OG0009165	XP_031797708.1	NP_001300710.1
OG0009166	XP_031820911.1, XP_031820910.1, XP_031820913.1, XP_031820912.1	NP_001300735.1
OG0009167	XP_031800498.1	NP_001300736.1
OG0009168	XP_031797401.1	NP_001300738.1
OG0009169	XP_003774855.1	NP_001300760.1
OG0009170	XP_031813155.1	NP_001300780.1
OG0009171	XP_023356601.1, XP_012402065.1	NP_001300790.1
OG0009172	XP_031813914.1	NP_001300791.1
OG0009173	XP_031801952.1	NP_001300798.1
OG0009174	XP_003773462.3	NP_001300802.1
OG0009175	XP_031798859.1	NP_001300812.1
OG0009176	XP_031813305.1	NP_001301026.1
OG0009177	XP_031811912.1	NP_001301029.1
OG0009178	XP_003762491.2	NP_001301035.1
