Orthogroup	Sarcophilus_harrisii	Loxodonta_africana
OG0008776	XP_012398974.2	XP_023414131.1
OG0008777	XP_012399796.1	XP_003410227.1
OG0008778	XP_031814695.1	XP_010588672.1
OG0008779	XP_031815124.1	XP_003410375.1
OG0008780	XP_012399857.1	XP_003410205.1
OG0008781	XP_012402229.1	XP_010588614.1
OG0008782	XP_012402231.2	XP_003410200.1
OG0008783	XP_003763469.1	XP_003410342.1
OG0008784	XP_003763464.2	XP_023404187.1
OG0008785	XP_003763442.1	XP_023414856.1
OG0008786	XP_012399794.1	XP_003419066.1
OG0008787	XP_031815061.1	XP_003419070.1
OG0008788	XP_003763393.2	XP_003419027.1
OG0008789	XP_012399838.1, XP_003763453.3	XP_010596969.1
OG0008790	XP_031815073.1	XP_010596978.1
OG0008791	XP_003770581.2	XP_010596998.1
OG0008792	XP_031824200.1	XP_023414940.1
OG0008793	XP_012405664.1	XP_003419042.1
OG0008794	XP_031824647.1	XP_010597001.1
OG0008795	XP_031824152.1	XP_023396788.1
OG0008797	XP_031797675.1	XP_023404378.1, XP_023404379.1
OG0008798	XP_031799865.1	XP_023404367.1
OG0008799	XP_031798996.1	XP_003410434.1
OG0008800	XP_031799696.1	XP_023404277.1
OG0008802	XP_023361529.1	XP_003410450.1
OG0008803	XP_031797225.1	XP_003414126.1
OG0008805	XP_031798610.1	XP_023409020.1
OG0008806	XP_031797461.1	XP_003414240.1
OG0008807	XP_031798756.1	XP_023409052.1
OG0008808	XP_031799249.1	XP_003414161.1
OG0008809	XP_012407506.1	XP_003414252.2
OG0008810	XP_031798742.1	XP_003414188.1
OG0008811	XP_031814195.1	XP_003406183.1
OG0008812	XP_031797905.1	XP_010592482.1
OG0008813	XP_031814726.1	XP_010588690.1
OG0008814	XP_003766411.1	XP_023414791.1
OG0008815	XP_031815412.1	XP_023414792.1
OG0008816	XP_031815420.1	XP_010596903.2
OG0008817	XP_031815423.1	XP_023414810.1
OG0008818	XP_031815430.1	XP_023414846.1
OG0008819	XP_012399942.1	XP_010596907.1
OG0008820	XP_031815502.1	XP_023407606.1
OG0008821	XP_003763641.2	XP_003413037.1
OG0008822	XP_023354818.1	XP_023407524.1
OG0008823	XP_031815583.1	XP_010591227.2, XP_010591228.2
OG0008824	XP_031817145.1	XP_023407504.1
OG0008825	XP_031815591.1	XP_003412875.1
OG0008826	XP_031815592.1	XP_010591220.1
OG0008832	XP_031813184.1	XP_023407425.1
OG0008833	XP_031819453.1	XP_023407414.1
OG0008834	XP_003763634.2	XP_023407587.1
OG0008835	XP_023351687.2	XP_023401157.1
OG0008836	XP_031802142.1	XP_023401396.1
OG0008837	XP_003759672.1	XP_003408195.2
OG0008838	XP_031801981.1, XP_031794470.1	XP_003408180.1
OG0008839	XP_031801969.1	XP_003408185.1
OG0008840	XP_023351664.1	XP_010586571.1
OG0008841	XP_031801963.1	XP_023401154.1
OG0008842	XP_031801937.1	XP_023397713.1
OG0008843	XP_003766088.1	XP_010591076.1
OG0008844	XP_031813589.1	XP_010591099.1
OG0008845	XP_031823960.1	XP_010591120.1
OG0008846	XP_031823947.1	XP_010591123.2
OG0008847	XP_031823958.1	XP_003412942.1
OG0008848	XP_031823945.1	XP_023407303.1
OG0008849	XP_031823937.1	XP_003412946.1
OG0008850	XP_003770332.1	XP_010591288.1
OG0008851	XP_031813392.1	XP_003412832.1
OG0008852	XP_031813282.1	XP_023407395.1
OG0008853	XP_031813259.1	XP_023407241.1
OG0008854	XP_031813453.1	XP_023411105.1
OG0008855	XP_031813462.1, XP_031813461.1	XP_003422245.1
OG0008856	XP_031813495.1	XP_023411288.1
OG0008857	XP_031816978.1	XP_003416294.2
OG0008858	XP_031801968.1	XP_003408186.1
OG0008860	XP_012397131.1	XP_023413380.1
OG0008861	XP_023352138.1, XP_031802798.1	XP_010595845.1
OG0008862	XP_012397142.1	XP_003417898.1
OG0008863	XP_031802783.1	XP_003417883.1
OG0008864	XP_031802774.1	XP_010595855.1
OG0008865	XP_031802772.1	XP_023413417.1
OG0008866	XP_031802748.1	XP_003417914.1
OG0008867	XP_012397117.3	XP_010595870.1
OG0008868	XP_023352112.1	XP_023413376.1
OG0008869	XP_003760211.1	XP_003416510.1
OG0008870	XP_031802648.1	XP_010594489.1
OG0008871	XP_031802645.1, XP_031802644.1	XP_003416491.1
OG0008872	XP_031802639.1	XP_003416488.1
OG0008875	XP_031824318.1, XP_031824317.1	XP_023396019.1
OG0008876	XP_031816209.1	XP_010601079.1
OG0008877	XP_023354988.1	XP_010584608.1
OG0008878	XP_003763924.1	XP_023398708.1
OG0008879	XP_012400196.1	XP_003406052.1
OG0008880	XP_023355005.1	XP_023398831.1
OG0008881	XP_031816447.1	XP_010584589.1
OG0008882	XP_031816394.1	XP_010601156.1
OG0008883	XP_031816339.1	XP_023398825.1
OG0008884	XP_031816326.1	XP_003406033.2
OG0008885	XP_003764011.1	XP_023398822.1
OG0008886	XP_023355053.1	XP_003406030.2
OG0008887	XP_003764044.2	XP_023398819.1
OG0008888	XP_012400320.1	XP_003406228.1
OG0008889	XP_031814045.1, XP_031814042.1	XP_003405968.1
OG0008890	XP_031816156.1	XP_010600979.1
OG0008891	XP_031816094.1	XP_003406198.1
OG0008892	XP_012400369.1	XP_010600874.1
OG0008893	XP_031814211.1	XP_010600824.1
OG0008894	XP_031814210.1, XP_031814208.1, XP_031814209.1	XP_003406186.2
OG0008895	XP_012401780.1, XP_003775343.2	XP_003405985.1, XP_010600797.1
OG0008896	XP_023356458.1	XP_010600731.1
OG0008897	XP_031814097.1	XP_003406158.1
OG0008898	XP_023356442.1	XP_023397841.1, XP_010584675.1
OG0008899	XP_031813883.1	XP_023397133.1
OG0008900	XP_031813879.1	XP_023397110.1
OG0008901	XP_031813857.1	XP_010600127.1
OG0008902	XP_031813839.1	XP_010600037.1
OG0008903	XP_023356581.1, XP_031813823.1	XP_023396847.1
OG0008904	XP_012403063.2	XP_010593207.1
OG0008905	XP_031822698.1	XP_003415224.1
OG0008906	XP_023357683.1, XP_023357684.1	XP_010588544.1
OG0008907	XP_003767682.4	XP_010588550.1
OG0008908	XP_031793106.1	XP_023403975.1
OG0008909	XP_003767690.2	XP_003410175.1
OG0008910	XP_003767761.1	XP_003419926.1
OG0008911	XP_003767763.2	XP_003419916.1
OG0008912	XP_031792663.1	XP_003415072.1, XP_023409725.1
OG0008913	XP_023357516.1	XP_003415253.1
OG0008914	XP_003769704.1	XP_010593345.1
OG0008916	XP_012403452.1	XP_023409718.1
OG0008917	XP_031824541.1	XP_010593157.1
OG0008918	XP_031824442.1	XP_003419924.1
OG0008919	XP_031815262.1	XP_023413742.1
OG0008922	XP_031800277.1	XP_003414844.1
OG0008923	XP_031800259.1	XP_003421802.1
OG0008925	XP_012401580.1	XP_023397672.1, XP_023397665.1
OG0008926	XP_003765655.1	XP_010600339.1
OG0008927	XP_003765646.2	XP_023395443.1
OG0008928	XP_012401555.2	XP_003420675.1
OG0008929	XP_031814845.1	XP_010594084.1
OG0008930	XP_003765609.1	XP_003416086.1
OG0008931	XP_023356075.1	XP_010594134.2
OG0008932	XP_031814762.1	XP_003416004.1
OG0008933	XP_023354696.1	XP_010594045.1
OG0008934	XP_031815329.1	XP_023410912.1
OG0008935	XP_012399903.1	XP_010594035.1
OG0008936	XP_031815296.1	XP_003422216.1
OG0008937	XP_031815290.1	XP_010596054.1
OG0008938	XP_031814939.1	XP_010596034.1
OG0008939	XP_031800237.1	XP_023413616.1
OG0008941	XP_012408906.2	XP_003418038.1
OG0008942	XP_031800966.1	XP_023395125.1
OG0008943	XP_031800178.1	XP_023395131.1, XP_023395107.1
OG0008945	XP_031800431.1, XP_031800430.1	XP_003412776.1
OG0008947	XP_003774937.1	XP_010591007.1
OG0008948	XP_031800612.1	XP_003412809.2
OG0008951	XP_023362912.1, XP_003775074.1	XP_003422088.1
OG0008952	XP_012408630.2	XP_023409684.1
OG0008953	XP_003775068.1	XP_023409645.1
OG0008954	XP_031800493.1	XP_023409642.1
OG0008956	XP_012408695.1	XP_003414797.1
OG0008961	XP_031801002.1, XP_031801003.1, XP_031801004.1	XP_003421790.1
OG0008962	XP_031800830.1	XP_023396494.1
OG0008964	XP_031803264.1	XP_003422439.1
OG0008967	XP_023358478.1	XP_003421158.2
OG0008968	XP_031810643.1, XP_031810640.1, XP_031810641.1, XP_031810644.1	XP_023400619.1
OG0008969	XP_023362365.1	XP_010597451.1
OG0008970	XP_003772509.1, XP_003770952.1	XP_003405542.1, XP_003423258.1
OG0008971	XP_003764892.1, XP_031817343.1	XP_003421557.1, XP_010599240.1
OG0008972	XP_031796622.1	XP_003407172.1
OG0008973	XP_031800634.1	XP_023396381.1
OG0008977	XP_031813186.1	XP_010591170.2
OG0008980	XP_031806150.1	XP_023412330.1
OG0008981	XP_031816955.1	XP_023410481.1
OG0008986	XP_003764617.1	XP_023407108.1, XP_003412615.1, XP_023407107.1
OG0008987	XP_031800267.1, XP_012408632.1	XP_010591071.1
OG0008988	XP_031797562.1	XP_003421413.1
OG0008994	XP_031820566.1	XP_010585302.1
OG0008995	XP_003769963.1	XP_023403127.1
OG0008996	XP_031802345.1	XP_023399919.1
OG0008997	XP_031817288.1	XP_003418603.1
OG0008998	XP_031823726.1	XP_023395383.1, XP_023395384.1
OG0008999	XP_003771507.1	XP_023400424.1
OG0009000	XP_031822039.1	XP_003408157.1
OG0009002	XP_031822604.1	XP_023409835.1
OG0009003	XP_003761459.2	XP_023400815.1
OG0009004	XP_031822387.1	XP_010592576.1
OG0009005	XP_031810109.1	XP_003407539.1
OG0009006	XP_003772896.1	XP_003414201.1
OG0009007	XP_031807184.1	XP_003412000.2
OG0009008	XP_012402703.1	XP_010587679.1
OG0009009	XP_003772600.2	XP_010597616.2
OG0009010	XP_031812104.1	XP_003409027.1
OG0009011	XP_023358549.1	XP_023412121.1
OG0009012	XP_031824362.1	XP_003419258.1
OG0009013	XP_003758665.1	XP_003417497.1, XP_003417541.1
OG0009014	XP_023360701.1	XP_023397756.1
OG0009015	XP_031795774.1	XP_003410612.2
OG0009016	XP_031795271.1	XP_023403844.1
OG0009017	XP_031819285.1	XP_010584820.1
OG0009018	XP_023358245.1	XP_010592843.1
OG0009019	XP_003768450.1	XP_003414547.3
OG0009020	XP_003769701.1	XP_003415060.1
OG0009021	XP_031824225.1	XP_003411286.1
OG0009022	XP_031799353.1	XP_010593985.2
OG0009023	XP_023361411.1	XP_003410546.1
OG0009024	XP_003757693.1	XP_010597762.1, XP_023394537.1, XP_003419963.1
OG0009025	XP_031795854.1	XP_023404717.1
OG0009026	XP_031800587.1	XP_003421753.1
OG0009027	XP_003756274.1	XP_003408814.1
OG0009028	XP_031819743.1	XP_010584757.1
OG0009029	XP_031807282.1	XP_003411969.1
OG0009030	XP_003769031.1	XP_003403998.1
OG0009031	XP_003771554.1	XP_003407258.1
OG0009032	XP_031796496.1	XP_003407131.2
OG0009033	XP_031804577.1	XP_023415272.1
OG0009034	XP_003772640.1	XP_003405348.1
OG0009035	XP_003767705.3	XP_010588581.1
OG0009036	XP_003768700.1	XP_003417277.1
OG0009037	XP_031818279.1	XP_023410203.1
OG0009038	XP_012398193.1	XP_003418851.2
OG0009039	XP_031819745.1	XP_023398961.1
OG0009040	XP_003769734.2	XP_003409569.1
OG0009042	XP_023356570.1	XP_023413582.1
OG0009043	XP_031802976.1	XP_003408480.1
OG0009044	XP_003767453.1	XP_003415108.1
OG0009045	XP_003771257.1	XP_003410683.1
OG0009046	XP_023351794.1	XP_003408361.1
OG0009047	XP_012404625.1	XP_003404433.1
OG0009048	XP_003756529.1	XP_003405071.1
OG0009049	XP_031793901.1	XP_003405792.1
OG0009050	XP_003761012.1	XP_023408055.1
OG0009052	XP_031810879.1	XP_023403838.1
OG0009053	XP_003765868.3	XP_003409435.1
OG0009054	XP_031815620.1	XP_003420039.1
OG0009055	XP_003758015.1	XP_023408576.1
OG0009056	XP_003765983.1	XP_003405951.3
OG0009057	XP_031816652.1, XP_031816651.1	XP_003414076.1
OG0009058	XP_031795026.1	XP_023394920.1
OG0009059	XP_031800950.1	XP_023407221.1
OG0009060	XP_031799258.1	XP_010600205.1
OG0009061	XP_003769716.1	XP_010596392.1
OG0009062	XP_031793085.1	XP_010588555.1
OG0009063	XP_031801960.1	XP_023401395.1
OG0009064	XP_031816713.1	XP_010595406.2
OG0009065	XP_003768955.1	XP_023397131.1
OG0009067	XP_031818425.1	XP_010593397.2
OG0009068	XP_012400782.1	XP_023410146.1
OG0009069	XP_031820815.1	XP_003421097.2
OG0009070	XP_031799720.1	XP_010598926.1
OG0009071	XP_003769003.3	XP_023395970.1
OG0009072	XP_031803566.1	XP_023407641.1
OG0009073	XP_031803436.1	XP_003413405.3
OG0009074	XP_003759881.1	XP_003404768.1
OG0009075	XP_031809978.1	XP_003411694.1
OG0009076	XP_031804640.1	XP_003419140.2
OG0009077	XP_031822115.1	XP_003414767.1
OG0009078	XP_031797885.1	XP_023415538.1
OG0009079	XP_031811403.1	XP_003413950.1
OG0009080	XP_031799394.1	XP_003414113.1
OG0009081	XP_003768524.1	XP_003417318.1
OG0009082	XP_031806011.1	XP_010596106.1
OG0009083	XP_031822694.1	XP_023409923.1
OG0009084	XP_003770611.2	XP_003404195.2
OG0009085	XP_012405546.3	XP_023413471.1
OG0009086	XP_012397612.1	XP_010591529.1
OG0009087	XP_003764081.2	XP_023398560.1
OG0009088	XP_003769399.1	XP_003404347.1
OG0009089	XP_003768923.1	XP_010595167.1, XP_023412516.1
OG0009090	XP_031800540.1	XP_010596818.2
OG0009091	XP_003757447.1, XP_031810665.1, XP_031810664.1	XP_003407666.1
OG0009092	XP_031820626.1	XP_003403939.1
OG0009093	XP_031823981.1	XP_003412929.1
OG0009094	XP_023352217.1	XP_010586746.1
OG0009095	XP_031810904.1	XP_010598817.2
OG0009097	XP_031799799.1	XP_003411318.1
OG0009098	XP_012405199.1	XP_023403091.1
OG0009099	XP_012405166.1	XP_003409517.1
OG0009100	XP_023350833.1	XP_023402682.1
OG0009101	XP_003759713.1	XP_003408421.2
OG0009102	XP_031801220.1	XP_023400922.1
OG0009103	XP_031816697.1, XP_031816698.1	XP_010592215.1
OG0009104	XP_003764483.2	XP_023408866.1
OG0009105	XP_031824582.1	XP_003409398.1
OG0009106	XP_023357655.1	XP_003410283.1
OG0009107	XP_003765790.3	XP_023408959.1
OG0009110	XP_031811195.1	XP_023414132.1
OG0009111	XP_031793323.1	XP_023415149.1
OG0009112	XP_012403253.1	XP_003410286.1
OG0009113	XP_003771673.1	XP_003420925.1
OG0009114	XP_031801498.1	XP_023413240.1
OG0009115	XP_031797555.1	XP_003419605.1
OG0009116	XP_031797201.1	XP_023406542.1
OG0009117	XP_031797770.1	XP_010588774.1
OG0009118	XP_003769506.1	XP_003404138.1
OG0009119	XP_031818125.1	XP_023410343.1
OG0009121	XP_003771445.1	XP_003405748.1
OG0009122	XP_031794349.1	XP_023410707.1
OG0009123	XP_031796695.1	XP_003419764.1
OG0009124	XP_031803352.1	XP_023407667.1
OG0009125	XP_031812563.1	XP_023402915.1
OG0009126	XP_031821300.1	XP_023412186.1
OG0009127	XP_031797722.1, XP_031797723.1	XP_023406960.1
OG0009128	XP_031800335.1	XP_003412998.1
OG0009129	XP_031810279.1	XP_003416390.1
OG0009130	XP_031818899.1, XP_031818898.1	XP_003413558.1
OG0009131	XP_031808471.1	XP_010587011.1
OG0009132	XP_003775075.1	XP_003422089.1
OG0009133	XP_031809454.1	XP_023406764.1
OG0009134	XP_003755370.1	XP_003409146.1
OG0009135	XP_031811945.1	XP_003409052.1
OG0009137	XP_003770500.1	XP_023395958.1
OG0009138	XP_031797774.1	XP_023401009.1
OG0009139	XP_003765843.1	XP_003409364.1
OG0009140	XP_003756227.1	XP_003408860.1
OG0009141	XP_031817476.1	XP_010598613.1
OG0009142	XP_012399547.1	XP_023396451.1
OG0009143	XP_031822076.1	XP_023409435.1
OG0009144	XP_003769482.1	XP_003404071.2
OG0009145	XP_003761679.1	XP_003407417.1
OG0009146	XP_031819126.1	XP_003406274.1
OG0009147	XP_003769577.1	XP_003404018.1
OG0009148	XP_031795767.1	XP_003410770.1
OG0009149	XP_031810335.1	XP_023411373.1
OG0009150	XP_031804103.1	XP_023396743.1
OG0009151	XP_031808098.1	XP_003420204.2
OG0009153	XP_012396651.1	XP_023401148.1
OG0009154	XP_031801999.1	XP_003408198.1
OG0009155	XP_003759614.1	XP_023399649.1
OG0009156	XP_031802352.1	XP_010585099.1
OG0009157	XP_003760058.1	XP_023403959.1, XP_010585125.1
OG0009158	XP_031792980.1	XP_003410258.1
OG0009159	XP_003756377.1	XP_010586982.1
OG0009160	XP_031803292.1	XP_023397381.1
OG0009161	XP_012399814.1	XP_023414937.1
OG0009162	XP_031818170.1	XP_010593484.1
OG0009163	XP_031817062.1	XP_023397395.1
OG0009164	XP_031810865.1	XP_003421640.1
OG0009165	XP_031797708.1	XP_010597289.1
OG0009166	XP_031820911.1, XP_031820910.1, XP_031820913.1, XP_031820912.1	XP_003421106.1
OG0009167	XP_031800498.1	XP_003418087.1
OG0009168	XP_031797401.1	XP_010589728.1
OG0009169	XP_003774855.1	XP_010598725.1
OG0009170	XP_031813155.1	XP_003413211.1
OG0009171	XP_023356601.1, XP_012402065.1	XP_003416305.2
OG0009172	XP_031813914.1	XP_003406109.1
OG0009173	XP_031801952.1	XP_023397712.1
OG0009174	XP_003773462.3	XP_003411379.1
OG0009177	XP_031811912.1	XP_003409282.1
OG0009178	XP_003762491.2	XP_003409799.1
OG0009179	XP_023358263.1	XP_010595278.1
OG0009180	XP_012407092.1	XP_003405514.1
OG0009181	XP_003768084.1	XP_003414960.1
OG0009182	XP_012403246.1	XP_023403968.1
OG0009184	XP_003769112.1	XP_003405544.1, XP_003405543.2
OG0009185	XP_012400563.2, XP_012400562.1	XP_003422656.2
OG0009186	XP_003770778.2	XP_003404967.3, XP_023408741.1, XP_003404970.3, XP_003404969.3
OG0009187	XP_031793173.1, XP_012398127.2	XP_003407577.2
OG0009188	XP_003774033.1, XP_003774847.1, XP_003773913.1	XP_023398041.1
OG0009189	XP_003769565.1	XP_003404031.1
OG0009190	XP_023359034.2	XP_003404015.1
OG0009191	XP_003769442.2	XP_003404310.1
OG0009193	XP_031820192.1	XP_010586777.1
OG0009196	XP_031817522.1	XP_023398921.1
OG0009199	XP_031819304.1	XP_003406874.1
OG0009202	XP_031802608.1	XP_003406286.1
OG0009203	XP_012397042.2	XP_023399484.1
OG0009204	XP_023352048.2	XP_010584989.2
OG0009205	XP_023352043.1	XP_003406301.2
OG0009206	XP_012399569.1	XP_010584992.1
OG0009207	XP_003760018.1	XP_003406332.1
OG0009208	XP_012404810.1	XP_010588604.1
OG0009209	XP_031824449.1	XP_003404086.1
OG0009210	XP_003769542.1	XP_003404044.1
OG0009211	XP_023358997.1	XP_023409750.1
OG0009212	XP_031820054.1	XP_003404033.2
OG0009213	XP_031820052.1	XP_023402396.1
OG0009214	XP_031793533.1	XP_023407482.1
OG0009215	XP_012404864.1	XP_003404346.1
OG0009216	XP_023359038.1	XP_023403396.1
OG0009217	XP_031793438.1	XP_023401156.1
OG0009218	XP_031793435.1	XP_023415105.1
OG0009219	XP_031793434.1	XP_010597137.1
OG0009220	XP_031793401.1	XP_003419253.1
OG0009221	XP_031824247.1	XP_023415118.1
OG0009223	XP_031793329.1	XP_023415135.1
OG0009224	XP_003769428.1	XP_003404316.1
OG0009225	XP_023358951.1	XP_003404318.1
OG0009226	XP_031820226.1	XP_023395997.1
OG0009227	XP_031820225.1	XP_003404306.1
OG0009228	XP_031820209.1	XP_003404296.1
OG0009229	XP_003769459.1	XP_003404288.1
OG0009230	XP_031824271.1	XP_023415454.1
OG0009231	XP_012404778.1	XP_010593087.1
OG0009232	XP_031820177.1	XP_003404287.1
OG0009233	XP_031820170.1	XP_003404283.1
OG0009234	XP_003769464.1	XP_023414693.1
OG0009235	XP_031820157.1	XP_010591969.1
OG0009236	XP_031820143.1	XP_023413527.1
OG0009237	XP_031820115.1	XP_010590905.1
OG0009238	XP_023353072.1	XP_003407439.1
OG0009239	XP_031793555.1	XP_003407509.1, XP_023399453.1
OG0009240	XP_003761358.3	XP_023401057.1
OG0009241	XP_023353442.1	XP_003407846.1
OG0009242	XP_031801342.1	XP_023400494.1
OG0009243	XP_031801385.1	XP_010585802.1
OG0009244	XP_031799478.1	XP_010585833.1
OG0009245	XP_003761698.1	XP_010585834.1
OG0009246	XP_031799717.1	XP_023395209.1
OG0009247	XP_003761708.1	XP_010598309.1
OG0009248	XP_003761712.2	XP_003420526.1
OG0009249	XP_023354361.1	XP_023401133.1
OG0009250	XP_012396466.2	XP_003420490.1
OG0009251	XP_031799634.1	XP_003420479.1
OG0009252	XP_031795124.1	XP_003421619.1
OG0009253	XP_031813169.1	XP_023399354.1
OG0009254	XP_023355847.1	XP_003406889.1
OG0009255	XP_031817695.1	XP_023399844.1
OG0009256	XP_031817694.1	XP_003406885.1
OG0009257	XP_031817691.1	XP_023399842.1
OG0009258	XP_031819265.1	XP_003406845.1
OG0009260	XP_031819301.1	XP_023399019.1
OG0009261	XP_031819300.1	XP_023399021.1
OG0009263	XP_031819309.1	XP_023399837.1
OG0009265	XP_031819311.1	XP_003406881.1
OG0009266	XP_031817505.1	XP_023399818.1
OG0009267	XP_031819746.1	XP_003406772.1
OG0009268	XP_031819687.1	XP_023398948.1
OG0009269	XP_031819769.1	XP_023399807.1
OG0009270	XP_031819742.1	XP_003406672.1
OG0009271	XP_031813158.1	XP_010584751.1
OG0009272	XP_031819080.1, XP_031819093.1	XP_003406498.1
OG0009274	XP_031817543.1	XP_003406281.1
OG0009275	XP_031819129.1	XP_003406922.1
OG0009276	XP_031819125.1	XP_023399791.1
OG0009277	XP_031819124.1, XP_031819122.1	XP_023398871.1
OG0009278	XP_031819107.1	XP_003406711.1
OG0009279	XP_031819108.1	XP_023398855.1
OG0009280	XP_012402660.2	XP_023399782.1
OG0009281	XP_031817537.1	XP_023398841.1
OG0009284	XP_031819770.1	XP_003420839.1
OG0009285	XP_031819697.1	XP_023395620.1
OG0009286	XP_031819741.1	XP_023395619.1
OG0009287	XP_031817498.1	XP_010598654.1
OG0009288	XP_023357025.2	XP_003420831.1
OG0009289	XP_031819040.1	XP_023395693.1
OG0009290	XP_031817493.1	XP_023395614.1
OG0009293	XP_031819012.1	XP_023395600.1
OG0009294	XP_031819011.1	XP_003420813.1
OG0009295	XP_031819014.1	XP_010598679.1
OG0009296	XP_031818956.1	XP_010599922.1
OG0009297	XP_031819631.1	XP_003422352.1
OG0009298	XP_031817446.1	XP_023397295.1
OG0009300	XP_031817449.1	XP_023395587.1
OG0009302	XP_031819655.1	XP_003420844.2
OG0009303	XP_003765186.2	XP_003420851.1
OG0009304	XP_031819632.1	XP_023395593.1
OG0009305	XP_031810220.1	XP_010594458.1
OG0009306	XP_012409219.1	XP_003416367.1
OG0009307	XP_003757235.2	XP_023411318.1
OG0009308	XP_031810239.1	XP_023411320.1
OG0009309	XP_012409215.1	XP_010594419.1
OG0009310	XP_031795840.1	XP_010589197.1
OG0009311	XP_003756904.3	XP_003404632.1
OG0009312	XP_031821643.1	XP_010586492.1
OG0009313	XP_003759504.1	XP_003407997.1, XP_023401303.1
OG0009314	XP_031818259.1	XP_010593448.2
OG0009315	XP_031818331.1	XP_023410059.1
OG0009316	XP_031818356.1	XP_003415311.1
OG0009317	XP_031818454.1	XP_010593387.1
OG0009318	XP_031818498.1	XP_003415282.3
OG0009319	XP_031810380.1, XP_012409266.3	XP_003416415.1
OG0009320	XP_003765079.1	XP_003415321.1
OG0009321	XP_031818344.1	XP_023410170.1
OG0009322	XP_012400949.1	XP_003413168.1
OG0009324	XP_012406666.1	XP_003420749.1
OG0009325	XP_031795544.1	XP_023395542.1
OG0009326	XP_031795581.1	XP_023395563.1
OG0009327	XP_031795680.1	XP_003410581.1
OG0009328	XP_031795679.1	XP_010588958.1
OG0009329	XP_012406702.1	XP_003410761.1
OG0009330	XP_031795602.1	XP_010588922.1
OG0009331	XP_003771898.1	XP_003410579.1
OG0009332	XP_031795763.1	XP_003410768.1
OG0009333	XP_031795786.1	XP_023404507.1
OG0009334	XP_031794460.1	XP_003410625.1
OG0009335	XP_031794442.1	XP_023404687.1
OG0009336	XP_003771455.1	XP_003410636.1
OG0009337	XP_031794370.1	XP_003410637.1
OG0009338	XP_003771458.2	XP_010589056.1
OG0009339	XP_012406648.1	XP_023404499.1
OG0009340	XP_012406639.1	XP_010588915.1
OG0009341	XP_003756676.1	XP_023405390.1
OG0009342	XP_023360646.1, XP_031809249.1	XP_023405397.1
OG0009343	XP_031809267.1	XP_003404596.1
OG0009344	XP_031809262.1	XP_023405446.1
OG0009345	XP_003756753.1	XP_003404878.2
OG0009346	XP_031809541.1	XP_023406149.1
OG0009347	XP_003759005.2	XP_010589938.1
OG0009348	XP_031821015.1	XP_023401231.1
OG0009349	XP_031820987.1	XP_003408087.1
OG0009350	XP_031821114.1	XP_010586450.1
OG0009351	XP_031821243.1	XP_003408101.1
OG0009352	XP_031821263.1	XP_023401419.1
OG0009353	XP_012396515.2	XP_023401268.1
OG0009354	XP_031821428.1	XP_003408110.1
OG0009355	XP_031821620.1	XP_010586489.1
OG0009356	XP_031821723.1	XP_003408119.1
OG0009357	XP_031821744.1	XP_003408122.1
OG0009358	XP_023351585.2	XP_023401421.1
OG0009359	XP_031822592.1	XP_003408141.1
OG0009360	XP_003763091.2	XP_023401301.1
OG0009361	XP_003759506.1	XP_003408143.1
OG0009362	XP_023351595.1	XP_003408004.1
OG0009363	XP_031805805.1	XP_023412285.1
OG0009364	XP_031805802.1	XP_023412281.1
OG0009365	XP_031805801.1	XP_003417221.1
OG0009366	XP_031810417.1	XP_003416338.1
OG0009367	XP_031810399.1	XP_023411348.1
OG0009368	XP_003757314.1	XP_010594380.1
OG0009369	XP_003757305.1	XP_003416360.2
OG0009370	XP_031810382.1, XP_031810383.1	XP_003416414.1
OG0009371	XP_023349969.1	XP_023411368.1
OG0009372	XP_031810329.1	XP_010594391.1, XP_023411325.1
OG0009373	XP_031810303.1	XP_003416441.2
OG0009374	XP_031818222.1	XP_003415527.1
OG0009375	XP_012401420.1	XP_010593477.1
OG0009376	XP_031818149.1	XP_003415514.3
OG0009377	XP_031818145.1	XP_023410255.1
OG0009378	XP_003765492.4	XP_023410251.1, XP_023410250.1, XP_023410249.1
OG0009380	XP_031818237.1	XP_010593455.1
OG0009381	XP_003765544.2	XP_023410209.1
OG0009382	XP_003765076.2	XP_023410060.1
OG0009383	XP_031818326.1	XP_003415478.1
OG0009384	XP_031818330.1	XP_003415318.1
OG0009385	XP_003765061.2	XP_023410182.1
OG0009386	XP_003765037.1	XP_003415477.1
OG0009387	XP_031818339.1	XP_003415315.1
OG0009388	XP_031818333.1	XP_003415474.1
OG0009389	XP_031818345.1	XP_003415471.1
OG0009390	XP_031818352.1	XP_023410055.1
OG0009391	XP_031818357.1	XP_003415310.1
OG0009392	XP_023355609.1, XP_023355608.1	XP_003415305.1, XP_023410156.1, XP_023410155.1
OG0009393	XP_031818387.1	XP_023410052.1
OG0009394	XP_012400990.1	XP_003415458.1
OG0009395	XP_031817388.1	XP_010593403.1
OG0009396	XP_012400999.2	XP_023410152.1
OG0009397	XP_012400996.1	XP_023410148.1
OG0009398	XP_031818423.1	XP_023410051.1
OG0009399	XP_031818432.1	XP_023410136.1
OG0009400	XP_031818455.1	XP_003415289.1
OG0009401	XP_031818456.1	XP_003415435.1
OG0009402	XP_031818470.1	XP_023410124.1
OG0009403	XP_031818473.1	XP_003415429.1
OG0009404	XP_031818475.1	XP_003415428.1
OG0009405	XP_031818481.1	XP_010593379.1
